cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
6_3	NDNF	3.59300541077539e-06	3.23315523330819e-10	4.23466989751108	0.714	0.026
6_3	RSPO4	6.32011573127655e-05	5.68713734480027e-09	9.78766179072445	0.429	0
6_3	TIMP4	0.000156565308951079	1.40884827635274e-08	5.37662421872724	0.714	0.051
6_3	MYO18A	0.00054712461507111	4.92328457726185e-08	5.82070759549394	0.571	0.026
6_3	TIMP3	0.000998952926545894	8.98904820071892e-08	4.32970269781542	0.571	0.026
6_3	LONRF3	0.00441006604706826	3.96838481694255e-07	3.60335121687102	1	0.256
6_3	CHP1	0.00677082471247178	6.09270648112281e-07	5.71854053084771	0.429	0.013
6_3	R3HDM4	0.00677082471247178	6.09270648112281e-07	6.2261705437483	0.429	0.013
6_3	CFAP410	0.00677082471247178	6.09270648112281e-07	5.97226216513806	0.429	0.013
6_3	NXPH4	0.00917861163619479	8.25934638369008e-07	4.50446631986724	0.571	0.038
6_3	WASF3	0.00917861163619479	8.25934638369008e-07	3.79751630696997	0.571	0.038
6_3	WDR44	0.010589561424102	9.52898535418155e-07	4.86843323874315	0.429	0.013
6_3	VAX1	0.0132069139283717	1.1884202221157e-06	4.40447796258957	0.429	0.013
6_3	PER2	0.0238201572439138	2.14344976549211e-06	3.75210902128846	0.714	0.09
6_3	INKA2	0.0264227800567181	2.37764600528373e-06	6.37372831344487	0.286	0
6_3	UBA2	0.0264227800567181	2.37764600528373e-06	6.0749885841893	0.286	0
6_3	MAP3K15	0.0264227800567181	2.37764600528373e-06	6.74394414210185	0.286	0
6_3	VRTN	0.0264227800567181	2.37764600528373e-06	6.58033970159883	0.286	0
6_3	MAP3K5	0.04891568803052	4.40166363992801e-06	4.15324827845813	0.571	0.051
6_0	BRINP2	0.0146457119354265	1.31789003288279e-06	3.1956357718562	0.938	0.736
6_2	SIM1	9.13946134418548e-06	8.22411710985825e-10	7.17449797211157	0.524	0
6_2	WHRN	0.000562898274933763	5.06522338642818e-08	2.19911830342198	0.952	0.281
6_2	OTP	0.0027728824275227	2.49517000586943e-07	5.67979231209221	0.476	0.031
6_2	ADARB2	0.00303707274775757	2.73290087983224e-07	3.26672520283365	0.667	0.125
6_2	GHRHR	0.0117520407459926	1.05750389147778e-06	5.21723320229594	0.476	0.047
6_2	NRN1	0.0163133628381994	1.46795310341037e-06	4.12844605654479	0.476	0.047
6_2	FOSB	0.0213719100595211	1.92314497071188e-06	3.08012004330066	0.524	0.062
6_2	TSPAN7	0.0277948825631363	2.50111424126125e-06	3.99974433987787	0.429	0.031
6_2	EGR4	0.0443034650765971	3.9866341290918e-06	4.12656258956366	0.714	0.219
