"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value"
"1","LOC129348986",-0.17118694479613,0.181740716477457,-0.123138919907241,0.366275515122924,0.0480480248888888,0.713186957224509,NA,FALSE,"1","1","1"
"2","trip4",-0.102344609525317,0.576735690971311,-0.0583353552773075,0.768594026456052,0.0440092542480097,0.813900662759883,NA,FALSE,"1","1","1"
"3","chrna7a",-77.5713208482653,0.999979090535036,-31.0833420621106,0.999993772022255,46.4879787861547,0.999992524502126,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"4","cln6a",-0.072992901426982,0.794601272041388,-0.235983116191954,0.44534453400973,-0.162990214764972,0.581378148811964,NA,FALSE,"1","1","1"
"5","LOC118470268",-0.0831694199222002,0.891582555464618,-1.04424404869842,0.21755413707765,-0.961074628776215,0.244992634087979,NA,FALSE,"1","1","1"
"6","calml4a",0.309518485662596,0.624682091827705,0.0534101773942244,0.940356322863341,-0.256108308268371,0.685556146745873,NA,TRUE,"1","1","1"
"7","LOC111568352",-0.354303167440516,0.432534971209314,-0.0727110992850828,0.87042653364884,0.281592068155433,0.537305892923198,NA,FALSE,"1","1","1"
"8","rxfp3.3a2",7.29250551119894,0.999998781213098,40.6480797433914,0.999991341299372,33.3555742321925,0.99999100895533,NA,TRUE,"1","1","1"
"9","rps17",-0.120860378483391,0.755571635051191,-0.0523361001114692,0.898838202139644,0.0685242783719218,0.862758606895036,NA,TRUE,"1","1","1"
"10","LOC129347713",-0.98280014587208,0.999999835098301,31.4700795759168,0.999993253266799,32.4528797217889,0.999991252277979,NA,TRUE,"1","1","1"
"11","csnk1g1",0.136214436419246,0.423348515210366,-0.0111716894465894,0.953070506053322,-0.147386125865835,0.393686896217001,NA,TRUE,"1","1","1"
"12","LOC111571203",-0.0113844586619713,0.973073509026904,-0.041715455990569,0.909551510087448,-0.0303309973285977,0.930597943747885,NA,TRUE,"1","1","1"
"13","neo1a",0.0465435211891985,0.706563144768146,-0.125550085297214,0.365873520958884,-0.172093606486413,0.18113202197539,NA,FALSE,"1","1","1"
"14","LOC129349243",-0.256870824711578,0.660348273931543,-0.360176704290308,0.581681776332758,-0.10330587957873,0.874074731053205,NA,TRUE,"1","1","1"
"15","LOC111567962",-0.121086595909146,0.591693769962384,-0.0975099178725609,0.679928530421028,0.0235766780365854,0.91792728971494,NA,FALSE,"1","1","1"
"16","LOC129347359",32.7382174451237,0.999993026228404,1.7463207043617,0.999999744774333,-30.991896740762,0.99999377396745,NA,TRUE,"1","1","1"
"17","bbs4",-0.380767484238573,0.123727150430291,-0.00168927017502749,0.994585982712251,0.379078214063546,0.133319697671499,NA,TRUE,"1","1","1"
"18","scamp2l",0.172534858444107,0.615683305823787,0.271046079286917,0.451449695158984,0.0985112208428105,0.760046792687789,NA,TRUE,"1","1","1"
"19","LOC129347348",0.1621183701658,0.859710470895581,-32.3733204407072,0.893300661150707,-32.535438810873,0.892769435057195,NA,TRUE,"1","1","1"
"20","myo9aa",-0.450345263924794,0.283437446874352,-0.746471384428886,0.138891386090951,-0.296126120504092,0.565898264564147,NA,TRUE,"1","1","1"
"21","senp8",0.2513100773094,0.733089929814626,0.328788890330768,0.670144287492526,0.0774788130213681,0.908994663930271,NA,TRUE,"1","1","1"
"22","LOC111580711",-0.659630515569242,0.472445614581181,-0.359366953996216,0.695930789115791,0.300263561573026,0.76503127416433,NA,TRUE,"1","1","1"
"23","anp32a",-0.779052015885054,1,-0.771435659792274,1,0.00761635609278061,0.103015507475223,"Model failed to converge with max|grad| = 0.015148",FALSE,"NA","NA","NA"
"24","coro2ba",-0.115009786811562,0.435557329018019,-0.184080091815641,0.262274822615938,-0.0690703050040792,0.656435387835521,NA,TRUE,"1","1","1"
"25","itga11a",-0.48404070690942,0.316682422556154,-1.16632726528623,0.0802386278644385,-0.682286558376807,0.317998027477697,NA,TRUE,"1","1","1"
"26","LOC111564424",-0.239227324368123,0.737633949838329,-29.3495669785987,0.874229251429981,-29.1103396542306,0.875245693946414,NA,TRUE,"1","1","1"
"27","LOC129349160",-30.8760143336924,0.999991612481585,0.0487837268482404,0.972540261396444,30.9247980605406,0.999991599229408,NA,TRUE,"1","1","1"
"28","LOC111564416",-0.0747866183519075,0.894352628628845,-1.03938367872842,0.206334240574084,-0.964597060376513,0.231579361884106,NA,TRUE,"1","1","1"
"29","cpeb1b",0.181596140426111,0.543225547804833,-0.00969385609659125,0.976854412461481,-0.191289996522702,0.527967909708869,NA,TRUE,"1","1","1"
"30","LOC111564421",-0.662117306253049,0.470420189441769,-1.05160148542065,0.364308020939373,-0.389484179167606,0.751104990764491,NA,TRUE,"1","1","1"
"31","LOC111564418",-0.378770699622328,0.470330358923633,-0.0726982231908563,0.890198087934344,0.306072476431472,0.571719033776654,NA,TRUE,"1","1","1"
"32","LOC111564417",0.679719391206674,0.256119412685999,0.451234188049401,0.490098269316889,-0.228485203157274,0.662938264902658,NA,TRUE,"1","1","1"
"33","LOC111564410",0.664068002509946,0.0989788053815243,1.12316873340475,0.00465799014242785,0.459100730894801,0.121049931127256,NA,TRUE,"1","1","1"
"34","crybgx",-361.586534554334,0.999902533811786,-32.1481613373416,0.999993581391786,329.438373216993,0.999947145260293,NA,TRUE,"1","1","1"
"35","ccnb2",-1.01927146016645,0.999999829293793,31.6606814651699,0.999993232774466,32.6799529253363,0.999991191070059,NA,TRUE,"1","1","1"
"36","cars1",0.427579428462454,0.236763460541228,0.198125836412032,0.604514811328305,-0.229453592050422,0.497511121042905,NA,FALSE,"1","1","1"
"37","pex16",0.45386088347469,0.573967062318576,-0.522692381492135,0.572187111785617,-0.976553264966825,0.257862876313203,NA,FALSE,"1","1","1"
"38","arfgap2",0.303558604935297,0.247531736575158,0.237290829574996,0.404879497821153,-0.0662677753603008,0.790686616813473,NA,TRUE,"1","1","1"
"39","LOC118469870",33.9788801289074,0.999992761947118,33.1794805496197,0.999992932232201,-0.799399579287699,0.489918483775325,NA,TRUE,"1","1","1"
"40","glceb",-0.125726301570713,0.400722562498729,-0.137750418736331,0.395273335142599,-0.0120241171656187,0.937563223545037,NA,FALSE,"1","1","1"
"41","paqr5b",0.848109563303368,0.464106561430755,-30.835161676224,0.899756422541614,-31.6832712395274,0.897014409771432,NA,TRUE,"1","1","1"
"42","LOC111564414",-0.256901662105117,0.856592087293663,0.0431414932224502,0.975825486633094,0.300043155327567,0.832813110487843,NA,TRUE,"1","1","1"
"43","tle3b",-0.0850765130423475,0.744365643847398,-0.347937758402797,0.247154920873188,-0.262861245360449,0.36309200397215,NA,TRUE,"1","1","1"
"44","LOC129348677",-0.950238098617078,0.439129904527588,-33.976360557927,0.878791603265467,-33.0261224593099,0.882156523020436,NA,TRUE,"1","1","1"
"45","uacab",0.172373669785262,0.833378116164537,0.85047861329602,0.283241872995899,0.678104943510759,0.376640432478141,NA,FALSE,"1","1","1"
"46","LOC111564639",0.205087484300265,0.261023617388906,0.173479636396422,0.383290717873545,-0.0316078479038434,0.859864726537284,NA,TRUE,"1","1","1"
"47","LOC129348555",-0.251920321586098,0.859113722767177,-34.7385090267657,0.934466152782067,-34.4865887051796,0.934940471530676,NA,TRUE,"1","1","1"
"48","rxfp3.3a1",70.6580555745179,0.999984948687514,38.3437549258069,0.999995465636224,-32.314300648711,0.999995405661877,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"49","pias1a",-0.1919041885491,0.427702415955353,-0.133839422068972,0.592578055895282,0.0580647664801276,0.812482273178381,NA,FALSE,"1","1","1"
"50","skor1a",-0.258411034975414,0.709547072666352,-0.498584770885611,0.537973352431907,-0.240173735910197,0.762908904720818,NA,FALSE,"1","1","1"
"51","map2k5",-0.261945417935413,0.223672789750255,-0.186114419932693,0.416814546377373,0.0758309980027203,0.740899634005677,NA,FALSE,"1","1","1"
"52","smad3a",0.255186406566513,0.499705968980909,-0.643482287408351,0.209033607251214,-0.898668693974865,0.0587214730072162,NA,TRUE,"1","1","1"
"53","smad6a",-104.651183530835,0.999971791117756,-31.4175265774305,0.999993710607521,73.2336569534048,0.99998823034749,NA,TRUE,"1","1","1"
"54","tmem208",-0.346848303947733,0.458377488023038,-1.15590715509976,0.0825150022784156,-0.809058851152031,0.228760644698303,NA,TRUE,"1","1","1"
"55","slc39a1",1.69667217731639,0.11414296796755,1.43153514035474,0.202812131111677,-0.265137036961651,0.676182066024896,NA,TRUE,"1","1","1"
"56","rlbp1a",6.94516744489639,0.999998837609366,38.7355103302831,0.999991748707694,31.7903428853867,0.999991398995849,NA,TRUE,"1","1","1"
"57","LOC111565738",0.239041840259943,0.235744711445969,-0.0330294734479212,0.88160574398591,-0.272071313707864,0.183966664002268,NA,FALSE,"1","1","1"
"58","LOC111565745",0.848120963610675,0.463989911693214,-31.9930696197795,0.88887917266013,-32.8411905833901,0.885952278217413,NA,TRUE,"1","1","1"
"59","mibp2",0.349113185143118,0.497771063211498,0.53985941529156,0.304537578062825,0.190746230148442,0.668447437458436,NA,TRUE,"1","1","1"
"60","bloc1s6",0.0679800758058161,0.781809244741332,-0.653467644843577,0.038784987887195,-0.721447720649393,0.0157147913832112,NA,TRUE,"1","1","1"
"61","slc30a4",0.217405751959251,0.658742473292037,0.659957578890186,0.169473126715052,0.442551826930935,0.291456983983786,NA,TRUE,"1","1","1"
"62","c1h15orf48",0.470772847528024,0.631774444758902,0.0200635117358474,0.985523458795505,-0.450709335792177,0.648955037773506,NA,FALSE,"1","1","1"
"63","spata5l1",-0.38520110929104,0.520158721228559,-0.24352472493636,0.691395623087671,0.14167638435468,0.821774094722343,NA,FALSE,"1","1","1"
"64","LOC111565744",31.4479336934083,0.999991132421083,29.8077047224141,0.999991594927141,-1.64022897099415,0.12757310680677,NA,TRUE,"1","1","1"
"65","dtwd1",-0.615373684098207,0.219861734898386,0.0375223499379762,0.934916870858882,0.652896034036184,0.19282508420434,NA,TRUE,"1","1","1"
"66","LOC129349619",-2646.22684389315,0.999286705711457,-31.1236207618392,0.999993736564605,2615.10322313132,0.999578291655643,NA,TRUE,"1","1","1"
"67","cops2",0.184020637945637,0.604750589403054,0.431550747392927,0.232696148265238,0.24753010944729,0.443852772277184,NA,TRUE,"1","1","1"
"68","secisbp2l",-0.168366581655676,0.651155934048701,-0.235491869418039,0.545461012758778,-0.0671252877623629,0.859414400236279,NA,FALSE,"1","1","1"
"69","LOC111565759",62.1585421433175,0.999986759221806,61.7518845448309,0.999986845846474,-0.406657598486527,0.855943502333727,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"70","LOC129349512",-0.258097489568793,0.797273387063319,0.048589111426563,0.961481517714107,0.306686600995356,0.760153353230428,NA,TRUE,"1","1","1"
"71","dut",-1.20773961521029,0.194526465291383,-0.891694682727361,0.333534769914239,0.31604493248293,0.769222947149571,NA,FALSE,"1","1","1"
"72","slc12a1",0.109189455336799,0.732229675007909,-0.748054975025794,0.0865452922256793,-0.857244430362593,0.0381145052424323,NA,TRUE,"1","1","1"
"73","ctxn2",-0.243538007506604,0.609739937481558,-0.635396198662981,0.233662031607589,-0.391858191156378,0.46825758955343,NA,FALSE,"1","1","1"
"74","myef2",0.0905970710665384,0.721724467159482,0.197789342188002,0.457627660150254,0.107192271121464,0.659253134723487,NA,TRUE,"1","1","1"
"75","slc24a5",-32.7933802251229,0.999991160495561,0.0118048144843377,0.991454355805709,32.8051850396072,0.999991157313556,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"76","LOC111565754",22.2624612629271,0.999484361664227,20.6587668730024,0.999521506084078,-1.60369438992476,0.216920711958456,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"77","sema6dl",0.860348376979651,0.0931092475939981,0.201083118948216,0.727515949530358,-0.659265258031435,0.177782099707017,NA,FALSE,"1","1","1"
"78","LOC118470001",0.263608520282838,0.720645876585164,-0.362787185002826,0.693323585682243,-0.626395705285664,0.457200149702475,NA,TRUE,"1","1","1"
"79","dmxl2",-0.00233597347715117,0.98752906198208,0.119350854425728,0.45676720845277,0.121686827902879,0.410926188374095,NA,TRUE,"1","1","1"
"80","LOC111565746",-0.249870064685713,0.536213024639612,-0.112141021150382,0.781714711717488,0.137729043535332,0.742530127757856,NA,FALSE,"1","1","1"
"81","tnfaip8l3",0.213291373500414,0.406299585554945,-0.35778763255158,0.228447324299643,-0.571079006051994,0.0397718701113348,NA,FALSE,"1","1","1"
"82","LOC129349365",30.6463783596255,0.99999328798484,30.9474760861268,0.999993222039935,0.301097726501235,0.83167717088904,NA,TRUE,"1","1","1"
"83","scg3",0.387063452243418,0.0686410171115974,-0.0250648542189459,0.917713243642721,-0.412128306462364,0.0555077875914257,NA,FALSE,"1","1","1"
"84","lysmd2",-0.0949658895201137,0.780883042514361,-0.236282817054273,0.535970146142122,-0.141316927534159,0.700076218588718,NA,TRUE,"1","1","1"
"85","tmod2",0.250765369426203,0.578777519329507,-0.188593942007657,0.711765792594092,-0.43935931143386,0.350960900233296,NA,FALSE,"1","1","1"
"86","leo1",0.565114425059382,0.298770855765753,-0.273201499693428,0.676807679427108,-0.838315924752811,0.151393844478253,NA,FALSE,"1","1","1"
"87","mapk6",-0.231752025953273,0.293560609345834,0.320585251652352,0.13915273860259,0.552337277605625,0.00862561662595745,NA,TRUE,"1","1","1"
"88","LOC118471234",0.707984398399335,0.0792271851660511,0.153214975802246,0.744807153884255,-0.554769422597089,0.153996588031366,NA,TRUE,"1","1","1"
"89","usp8",0.195388612867913,0.579019725514144,0.0856966587269589,0.823373067841529,-0.109691954140954,0.750774495294306,NA,TRUE,"1","1","1"
"90","hdc",-374.789596066413,0.999898974906935,-32.918688482337,0.999993433379806,341.870907584076,0.999945182025324,NA,TRUE,"1","1","1"
"91","LOC111577621",-0.254978320416591,0.857621044613303,0.0419955062585235,0.97646014606245,0.296973826675115,0.834460509008023,NA,TRUE,"1","1","1"
"92","LOC129349535",0.373595693549134,0.786095358980971,-19.4855409833437,0.986851904008323,-19.8591366768928,0.986599822034123," Hessian is numerically singular: parameters are n",FALSE,"NA","NA","NA"
"93","LOC129349407",0.437512725841267,0.721764084701192,0.0421368745335379,0.976302359600858,-0.395375851307729,0.747571734610205,NA,TRUE,"1","1","1"
"94","pde8a",0.0275770640851973,0.872316719916604,-0.42268114760999,0.0405464584267986,-0.450258211695187,0.0206401795616132,NA,TRUE,"1","1","1"
"95","LOC111563916",0.276305123800843,0.461746670172144,-0.0307605703392578,0.942841170585154,-0.307065694140101,0.42537036622188,NA,TRUE,"1","1","1"
"96","LOC111563902",0.586767550660957,0.17332799719562,0.339404536490054,0.475562529883271,-0.247363014170903,0.525123083169718,NA,TRUE,"1","1","1"
"97","LOC111563893",-0.284314137539122,0.436841420024065,-1.1176338897047,0.0171037904327741,-0.833319752165577,0.0770329741015,NA,FALSE,"1","1","1"
"98","homer2",-0.365432284555845,0.439325928630794,0.125984224411891,0.781046142849693,0.491416508967737,0.292257997738464,NA,FALSE,"1","1","1"
"99","ramac",1.09971166342189,0.231970271415203,0.421384996464522,0.678100878474572,-0.678326666957367,0.40975188887171,NA,FALSE,"1","1","1"
"100","LOC111567331",-0.631188457250981,0.174398970493668,-0.352548212560243,0.448753242718733,0.278640244690737,0.577911659710342,NA,FALSE,"1","1","1"
"101","LOC111567348",-30.321339117888,0.999991398132493,1.15279579754189,0.321567759860982,31.4741349154299,0.999991071095594,NA,TRUE,"1","1","1"
"102","zrsr2",0.160025591235867,0.651642608331872,-0.312059586645208,0.465299222278996,-0.472085177881075,0.229239752114682,NA,TRUE,"1","1","1"
"103","LOC111567330",0.101133569902382,0.70385213483634,-0.0416149108331279,0.887613757931355,-0.14274848073551,0.599358595488034,NA,TRUE,"1","1","1"
"104","phka2",-0.0333387816663718,0.916191899430099,-0.163698455619237,0.631840435079594,-0.130359673952865,0.693048788783204,NA,FALSE,"1","1","1"
"105","ppef1",-1.62516492042261,0.172372707069275,-0.598170352591248,0.532856122039753,1.02699456783136,0.426241096497439,NA,FALSE,"1","1","1"
"106","rs1a",30.3496424673001,0.999993145683147,30.6502229223783,0.999993077798535,0.300580455078283,0.831965045477993,NA,TRUE,"1","1","1"
"107","cdkl5",-0.0558289330338768,0.71272187872286,-0.399742787054508,0.0249653228519176,-0.343913854020631,0.0410071095384386,NA,TRUE,"1","1","1"
"108","scml2",0.144042014922517,0.471765004496695,0.0249730304150501,0.911003451479851,-0.119068984507467,0.556626852363506,NA,TRUE,"1","1","1"
"109","LOC118470148",-58.7371004428499,0.999984167327171,1.10486134706586,0.454647226937791,59.8419617899157,0.999983869510151,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"110","nhsb",-0.0310695923906799,0.877016191137459,0.0109236204790734,0.95738027125413,0.0419932128697534,0.83483560665493,NA,FALSE,"1","1","1"
"111","ace2",0.0750423929361944,0.873824034273128,0.675497719485353,0.132014999977593,0.600455326549158,0.139104991009801,NA,TRUE,"1","1","1"
"112","pir",30.9417155908853,0.99999291319053,30.5484014882233,0.999993003274161,-0.393314102662008,0.748912771377022,NA,TRUE,"1","1","1"
"113","vegfd",32.2076119601736,0.999993085549321,31.4080101905338,0.999993257210821,-0.799601769639773,0.489567507019483,NA,TRUE,"1","1","1"
"114","LOC129350612",0.222827485816543,0.895748638837694,-14.3619131374083,0.993380786003621,-14.5847406232248,0.993278089458156,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"115","LOC129350625",3.98057369227275,0.999999334701236,35.6041513097283,0.999992415737982,31.6235776174555,0.999991474794493,NA,TRUE,"1","1","1"
"116","LOC111566424",38.8268978086399,0.999991729240678,20.9866598955259,0.999995529512603,-17.840237913114,0.998341445156279,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"117","ildr1a",-1.60704181875336,0.265920575262266,-0.833798436350059,0.521777278846627,0.773243382403304,0.61791402116895,NA,FALSE,"1","1","1"
"118","tmem39a",-0.262690282912958,0.528999163676021,0.113226722467558,0.783557988927082,0.375917005380516,0.358672235326114,NA,TRUE,"1","1","1"
"119","LOC111566425",-28.3686226926395,0.999995258789218,58.4235040995283,0.999987554845522,86.7921267921678,0.999976605053073,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"120","LOC111566431",7536.15368516891,0.998394678050289,7503.42992938259,0.998906439097948,-32.7237557863166,0.999993460680704,NA,TRUE,"1","1","1"
"121","LOC111566421",-0.250747642938023,0.859549343212209,0.73758487119736,0.548392049152693,0.988332514135383,0.420889507644935,NA,TRUE,"1","1","1"
"122","LOC111564828",0.378529666704974,0.116569282752481,-0.28328295507974,0.340345533048005,-0.661812621784713,0.0125555636583042,NA,TRUE,"1","1","1"
"123","LOC118469910",0.434591206037658,0.542017733931715,-1.06310520114858,0.359057217834618,-1.49769640718624,0.166964060898359,NA,TRUE,"1","1","1"
"124","LOC111564831",0.218787641557329,0.535148634022917,0.449709686010075,0.210101229875333,0.230922044452746,0.465934630324244,NA,TRUE,"1","1","1"
"125","stk16",-0.0013548487231541,0.997885187212897,-0.112488194597647,0.842120531701957,-0.111133345874493,0.835083649880906,NA,TRUE,"1","1","1"
"126","LOC129349502",39.7809037653679,0.999991526021928,39.3824133560015,0.999991610906852,-0.398490409366448,0.745387431342147,NA,TRUE,"1","1","1"
"127","atic",-0.24778809786322,0.728097437957471,-0.647592630423115,0.457657158327222,-0.399804532559894,0.646025937529163,NA,TRUE,"1","1","1"
"128","fn1b",188.800057962529,0.999959782523795,158.857672717107,0.999976858751593,-29.9423852454213,0.999994021790613,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"129","psmd14",0.654151500371865,0.125378601568745,0.596637248048233,0.188271439450975,-0.0575142523236319,0.872481380070738,NA,TRUE,"1","1","1"
"130","rbms1a",0.424572893994611,0.0897972485484437,-0.360530881027777,0.251557795151031,-0.785103775022388,0.00535880050016842,NA,TRUE,"1","1","1"
"131","itgb6",0.730657882067322,0.153639060660544,-0.369163562178819,0.582325028604342,-1.09982144424614,0.0607387680758944,NA,FALSE,"1","1","1"
"132","pla2r1",30.3757927828504,0.999991939357187,29.9745576547944,0.999992045830558,-0.401235128056038,0.743896563558139,NA,TRUE,"1","1","1"
"133","ly75",0.130625045953887,0.779081675270928,0.349844666993723,0.462619435194761,0.219219621039836,0.607944595580766,NA,TRUE,"1","1","1"
"134","marchf7",0.614826203880551,0.111370568081013,0.29769025178232,0.490733773844374,-0.317135952098231,0.371583436795305,NA,TRUE,"1","1","1"
"135","baz2ba",-0.0572215856688815,0.833787374944679,0.407783627069228,0.124003789725271,0.465005212738109,0.0709331529828026,NA,FALSE,"1","1","1"
"136","wdsub1",0.444044089983526,0.315224385471896,-0.234484436348456,0.669562658479565,-0.678528526331983,0.163262270717695,NA,TRUE,"1","1","1"
"137","LOC111564834",0.138782102854447,0.418077691249897,0.187995021305785,0.301229330018192,0.0492129184513378,0.767724114033026,NA,FALSE,"1","1","1"
"138","LOC111564858",0.659677135016674,0.269902489411686,-0.239606667757029,0.755686884567422,-0.899283802773703,0.175494702399609,NA,TRUE,"1","1","1"
"139","gtf2f2a",-0.502355159286022,0.157965767684514,-0.268881906491301,0.461731881577529,0.233473252794721,0.540452179111081,NA,TRUE,"1","1","1"
"140","gpalpp1",-1.47102565709157,0.258549917284519,-0.365832540537681,0.726761406008356,1.10519311655389,0.414864314256947,NA,FALSE,"1","1","1"
"141","ercc3",0.374561504086317,0.349776572232452,0.108337775581023,0.809095541185424,-0.266223728505294,0.493785503496566,NA,TRUE,"1","1","1"
"142","LOC111564848",-2748.07809362071,0.999259251566929,-31.5561177730914,0.999993699597479,2716.52197584762,0.999564164145469,NA,TRUE,"1","1","1"
"143","rbm26",0.668580495467431,0.117514366980512,0.736973856531127,0.0968495705861398,0.0683933610636956,0.843266351138984,NA,TRUE,"1","1","1"
"144","obi1",-0.520169838001991,0.706465377566199,-17.4669290499791,0.997327156134621,-16.9467592119772,0.997406753868849,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"145","LOC129349311",-0.346157811215813,0.167706173067008,0.0764196054679502,0.755856247200576,0.422577416683763,0.0903217511581633,NA,FALSE,"1","1","1"
"146","LOC111562565",-0.330514702867489,0.0146378223021039,-0.0187115957636941,0.898587812740014,0.311803107103795,0.0249795628959037,NA,TRUE,"1","1","1"
"147","LOC111562524",-0.63940689902714,0.485759737594622,-31.7532693804362,0.899011838671492,-31.113862481409,0.901034819939237,NA,TRUE,"1","1","1"
"148","LOC129349687",5299.16964514144,0.998871191246418,5267.21074012579,0.999232710568551,-31.9589050156514,0.999993619178151,NA,TRUE,"1","1","1"
"149","LOC111562668",445.404343248697,0.999905121647023,413.643645560481,0.999939743355278,-31.7606976882161,0.999993658751649,NA,TRUE,"1","1","1"
"150","tdrd3",0.37199384496912,0.423443305263816,0.67935214463852,0.146948274887139,0.307358299669401,0.443265954879322,NA,FALSE,"1","1","1"
"151","LOC111562582",0.837726326396392,0.469759669999921,1.14341165710914,0.324297336697232,0.305685330712746,0.71005197465004,NA,TRUE,"1","1","1"
"152","LOC118470526",1.39018476153374,0.314924765466747,0.606197595281965,0.683550753956643,-0.783987166251772,0.521398750778755,NA,FALSE,"1","1","1"
"153","pcdh17",-0.0692732274998352,0.619330671742458,0.0248762370261708,0.865873078014108,0.094149464526006,0.503724358841375,NA,FALSE,"1","1","1"
"154","LOC129348781",0.655196393715794,0.436176265668976,-0.65090165396046,0.596357015186134,-1.30609804767625,0.234655666692596,NA,TRUE,"1","1","1"
"155","lims1",1.45519760248353,0.0599409433628031,1.55708608268034,0.0480955856913491,0.101888480196811,0.823699072481179,NA,TRUE,"1","1","1"
"156","LOC111562382",0.00139781275439832,0.995775411371052,-0.500430429430279,0.125282184404025,-0.501828242184678,0.108137667656319,NA,TRUE,"1","1","1"
"157","tgfbrap1",-0.00103543960983399,0.998387472849145,0.279020004409853,0.587715409627682,0.280055444019687,0.55971904381757,NA,TRUE,"1","1","1"
"158","cul4a",-0.5311132483095,0.332828150455562,0.374768712474479,0.432010112938607,0.905881960783979,0.0791784297196454,NA,TRUE,"1","1","1"
"159","lamp1a",0.350319043061632,0.387104986453715,-0.306721083801036,0.542628432473488,-0.657040126862668,0.148349847145455,NA,TRUE,"1","1","1"
"160","grtp1a",-188.07626084984,0.999949303764051,-33.7510297177487,0.999993255396437,154.325231132092,0.999975226064318,NA,TRUE,"1","1","1"
"161","adprhl1",182.321742770232,0.999961162510061,152.958222474572,0.999977699773372,-29.3635202956603,0.999994128276746,"unable to evaluate scaled gradient",FALSE,"NA","NA","NA"
"162","dcun1d2b",-0.102085137298032,0.856231956993998,0.0497678496154816,0.932331302692728,0.151852986913514,0.787487627584124,NA,TRUE,"1","1","1"
"163","tmco3",0.424008756774562,0.226501659139112,-0.221737986353541,0.6077479539249,-0.645746743128103,0.0909519934135543,NA,TRUE,"1","1","1"
"164","grk1a",0.434993603549103,0.723172523014564,-31.9857937663318,0.889943569509043,-32.4207873698809,0.888456291737903,NA,TRUE,"1","1","1"
