"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","warning","singular","f_m_q.value","d_m_q.value","d_f_q.value"
"1","LOC129348986",0.653644673999203,0.0843814309467845,0.510282317903523,0.159344563488901,-0.14336235609568,0.666800935426819,NA,FALSE,"0.366364947022115","0.736317451033582","0.896912630789799"
"2","LOC111567962",0.147657670857436,0.662143564948343,0.0841357166952782,0.786515633188876,-0.0635219541621581,0.827371832842069,NA,FALSE,"0.841167565841784","0.953159381998795","0.952932385940762"
"3","myo9aa",0.319578627765368,0.254616485700237,0.21173987034984,0.423839022351172,-0.107838757415529,0.655904417720466,NA,FALSE,"0.590090909426901","0.828847146242193","0.889230099913518"
"4","nhsb",0.176910222160096,0.675463802750074,-0.217527681367361,0.598637605015888,-0.394437903527457,0.315773448228851,NA,FALSE,"0.848659649609068","0.902787282082395","0.751441722327043"
"5","rasa3",0.18086346689165,0.560019320815667,-0.235331827402662,0.45110822235033,-0.416195294294313,0.124860386356041,NA,TRUE,"0.778622143833637","0.85016549596793","0.59995308752227"
"6","ankrd11",0.203984214310006,0.424502101726287,0.133840727280326,0.613018362784602,-0.0701434870296795,0.775988376218676,NA,FALSE,"0.693354018504081","0.902787282082395","0.940672143248715"
"7","sox6",-0.691963075091124,0.0304617658199422,-0.377152127866135,0.21295091565011,0.314810947224988,0.277943408774118,NA,FALSE,"0.208967713524803","0.736317451033582","0.731555857951841"
"8","sbf2",-0.0878195070784382,0.739804238729294,0.165877589270414,0.502203713439057,0.253697096348852,0.262460742436922,NA,TRUE,"0.885417308435673","0.883363454921008","0.731555857951841"
"9","myo1ea",-0.356238211973055,0.363205958102231,-0.21033690344178,0.565646900969195,0.145901308531275,0.687566459773782,NA,FALSE,"0.67539494450004","0.891582370814199","0.903677473540346"
"10","tcf12",0.104040772423734,0.740859380527808,0.0384319751160992,0.900375600788903,-0.0656087973076347,0.816637355910895,NA,FALSE,"0.885417308435673","0.989262152566044","0.949373188045483"
"11","LOC111582592",-0.409465900435343,0.201639043287378,-0.273949439035327,0.360341695901,0.135516461400017,0.63516005017978,NA,FALSE,"0.53614102207419","0.82205297033082","0.888560909970272"
"12","myo5aa",0.0674798434525626,0.814499363560282,-0.26801894483455,0.351119965682108,-0.335498788287113,0.196410865273145,NA,TRUE,"0.934982664714537","0.82205297033082","0.705309383558863"
"13","LOC111572241",-0.258309947260914,0.487553970934722,0.0594027576791026,0.860734549530601,0.317712704940016,0.328618829005995,NA,FALSE,"0.741613454150439","0.989262152566044","0.751441722327043"
"14","mtss1lb",-0.887758711203016,0.00714061337667829,-0.530191725489081,0.0848627399952072,0.357566985713934,0.246160420506557,NA,FALSE,"0.0792344717620765","0.648760325626653","0.731555857951841"
"15","itfg1",0.0330870635526985,0.902936926544995,-0.295854384537627,0.249016980524477,-0.328941448090325,0.185607857250042,NA,FALSE,"0.974081185898691","0.736317451033582","0.705309383558863"
"16","large2",0.142122083986034,0.628327659765604,-0.148033279391956,0.610529752754737,-0.290155363377991,0.270528305026502,NA,TRUE,"0.820333700298536","0.902787282082395","0.731555857951841"
"17","map1aa",-0.20065517734453,0.546542429713186,-0.104129478469434,0.737795368292103,0.096525698875096,0.749334274180699,NA,FALSE,"0.778622143833637","0.94075766291521","0.934624203796291"
"18","samd4a",0.844366099942446,0.107045414822654,0.602229962771608,0.233384473734871,-0.242136137170838,0.599313786601889,NA,FALSE,"0.425553893881163","0.736317451033582","0.882251625770162"
"19","luzp2",-1.12971269850084,1,-0.680758565928582,1,0.448954132572261,1,"Model failed to converge with max|grad| = 0.006667",FALSE,"NA","NA","NA"
"20","madd",0.156724436175057,0.519112621942711,-0.430201156853756,0.0708284183530449,-0.586925593028813,0.0112722448913539,NA,FALSE,"0.76092149284765","0.635979196959295","0.231103646225648"
"21","LOC111578656",-1.12206958859247,0.00298581340875404,-0.324175706715022,0.35016032563365,0.797893881877448,0.0223397237763573,NA,FALSE,"0.0426722499667765","0.82205297033082","0.305449020581652"
"22","agbl4",0.235305161131712,0.463238443614162,0.523899994103192,0.0826584804922314,0.288594832971481,0.30860513284388,NA,FALSE,"0.722230846180262","0.648760325626653","0.751441722327043"
"23","xpr1a",-0.335298595244917,0.213661110349216,-0.102578766714311,0.688313117162911,0.232719828530605,0.327669581794779,NA,TRUE,"0.544862804942426","0.918982871864149","0.751441722327043"
"24","negr1",-0.716871059077484,0.0608693369209281,-0.403393312712193,0.261337762348494,0.313477746365292,0.387526529947281,NA,FALSE,"0.307032096527623","0.759651292250283","0.758059164685664"
"25","srsf11",0.254816241294307,0.410530020998973,0.125664861542914,0.668582701744237,-0.129151379751393,0.645730819652663,NA,FALSE,"0.693354018504081","0.918982871864149","0.888560909970272"
"26","ttll7",0.711252434919824,0.0637989165630907,0.522776405848534,0.14648113084525,-0.18847602907129,0.514000705504989,NA,FALSE,"0.312614691159145","0.736317451033582","0.838059134515104"
"27","nfic",0.44961229001924,0.0779073314609263,0.0764708697841845,0.760783320576309,-0.373141420235055,0.105960867737932,NA,FALSE,"0.347041749235035","0.94377739300031","0.567884025532982"
"28","eps15l1a",0.138669326672351,0.718633645611242,0.103528449518646,0.775030081668434,-0.0351408771537053,0.91436822057414,NA,TRUE,"0.870994135846841","0.946033160186024","0.979033814046438"
"29","pde4ba",-0.63172773752252,0.0686987985275947,-1.14235279214352,0.000766929611413784,-0.510625054621004,0.1341058300699,NA,FALSE,"0.319568025578803","0.032882107089366","0.613310662853009"
"30","ptprsa",-0.011673769731443,0.943320327632536,-0.0640872286216117,0.688660173321805,-0.0524134588901687,0.712969885152413,NA,TRUE,"0.987833341512048","0.918982871864149","0.918956521672054"
"31","LOC118470954",-1.45155697443626,3.05097577655466e-05,-0.49869862094079,0.12200287119797,0.952858353495467,0.00307275596978306,NA,FALSE,"0.00116276076817583","0.713186781168546","0.117106144181732"
"32","apc2",0.45025905298273,0.207596780966186,0.0951017325128304,0.791033495998759,-0.355157320469899,0.24132557651832,NA,FALSE,"0.544862804942426","0.953159381998795","0.731555857951841"
"33","nlgn1",-0.567402283608052,0.143016387251939,-0.517756332480276,0.154197879112429,0.0496459511277761,0.890772712771906,NA,FALSE,"0.467186865022999","0.736317451033582","0.976150289075922"
"34","ptprfa",-0.0648322208762783,0.716291038067633,0.133591039102336,0.436330181969549,0.198423259978615,0.19051044384714,NA,TRUE,"0.870994135846841","0.840793552896379","0.705309383558863"
"35","fryl",0.0458674960165303,0.874810500259895,0.207400263448837,0.449388191739658,0.161532767432307,0.521120597410749,NA,TRUE,"0.971085910022172","0.85016549596793","0.839175422121535"
"36","cracd",-0.772946221010653,0.0189645025226668,-0.710144221602652,0.02174600733255,0.0628019994080017,0.840475825794759,NA,FALSE,"0.154876770601779","0.392572658687614","0.957288947398742"
"37","sema6bb",-0.254659615420464,0.403380792322265,-0.215588676856977,0.476729210563693,0.0390709385634864,0.887793417707881,NA,FALSE,"0.693354018504081","0.864227753328095","0.976150289075922"
"38","elovl1b",-0.615409411789251,0.132988452878915,0.279621424603821,0.432779616506279,0.895030836393072,0.0164208981601921,NA,FALSE,"0.452774073869801","0.838663324642112","0.268208003283137"
"39","hipk2",-0.411263451332009,0.139092864558081,-0.16856218172691,0.516169955812697,0.242701269605099,0.341797444664749,NA,TRUE,"0.458738966763671","0.888804245778333","0.758059164685664"
"40","srgap1a",0.379913850644378,0.381172344471946,0.357458041823731,0.373028502247726,-0.0224558088206461,0.953792381512606,NA,FALSE,"0.67742028059004","0.82205297033082","0.990664609205075"
"41","b4galnt4a",-0.0871819034980526,0.80500802748807,-0.137023806109691,0.683882911059601,-0.0498419026116383,0.876466777913265,NA,FALSE,"0.932830248068946","0.918982871864149","0.976150289075922"
"42","frmd4a",-0.892085177397709,0.00405661710280622,-0.371689107538157,0.177293871236289,0.520396069859551,0.0714016692919335,NA,FALSE,"0.0535161410100974","0.736317451033582","0.500831929563581"
"43","chd2",0.372548616957226,0.33066342118835,-0.0698115535698979,0.849129569149351,-0.442360170527124,0.209108550153162,NA,FALSE,"0.667162079221201","0.986509085353417","0.710247043818738"
"44","LOC111573649",-0.358808196132103,0.266198083475951,0.343124809984101,0.240671096412277,0.701933006116205,0.0128016597034615,NA,FALSE,"0.612791561290276","0.736317451033582","0.231103646225648"
