"","cluster","gene","KT_estimate","KT_p.value","KT_q.value"
"1",1,"LOC129348986",-0.121130110789405,0.271626026933166,0.881003868960918
"2",1,"trip4",-0.0627957008888172,0.431209255900915,0.934299656079617
"3",1,"chrna7a",-0.000771540826705572,0.972417716780464,0.997762102267035
"4",1,"cln6a",0.00280233998813094,0.898456844468384,0.992550294977563
"5",1,"LOC118470268",-0.0174305443853891,0.183298007684464,0.835420024357732
"6",1,"LOC111568352",-0.00488896641353248,0.881409028519154,0.991392816186584
"7",1,"rxfp3.3a2",-0.0170292028017775,0.288753836932995,0.887497460641294
"8",1,"rps17",-0.0190634189169988,0.655192601925677,0.96906177133307
"9",1,"csnk1g1",-0.0918077472238504,0.139552617372978,0.817406815209048
"10",1,"LOC111571203",0.0252649523841472,0.42887452752177,0.934099992800036
"11",1,"neo1a",-0.197704329677254,0.0676600535197483,0.726794813666175
"12",1,"LOC129349243",-0.00552875755935575,0.710929465659257,0.977972382519257
"13",1,"LOC111567962",-0.0558190583093067,0.535902612219587,0.9529095903546
"14",1,"bbs4",0.00346182846437364,0.929524247977939,0.995517554779937
"15",1,"scamp2l",-0.0444394956689392,0.0629799652339086,0.719401230969983
"16",1,"LOC129347348",-0.00603856401180353,0.467204987520226,0.940604064895828
"17",1,"myo9aa",0.00350849132451691,0.896957078800707,0.992550294977563
"18",1,"senp8",-0.0025944310506788,0.904963820163071,0.994526257704465
"19",1,"LOC111580711",-0.00646961192423976,0.839874558518323,0.990618014747662
"20",1,"anp32a",-0.00467863790892741,0.86432767894986,0.991374867161212
"21",1,"coro2ba",-0.0805207612605568,0.192755115706759,0.84005345456845
"22",1,"itga11a",-0.00459903815003636,0.719688161123661,0.979417316254173
"23",1,"LOC111564424",0.0118334274431199,0.267160340431385,0.878465602998036
"24",1,"LOC111564416",-0.0462019433857343,0.0122180167730118,0.586246045220765
"25",1,"cpeb1b",-0.00215971980342129,0.931473311140779,0.995517554779937
"26",1,"LOC111564421",0.000256294299699842,0.981950041453428,0.998717509939428
"27",1,"LOC111564418",-0.0321260673966937,0.119922811495326,0.79679401011658
"28",1,"LOC111564417",0.0065957211752649,0.636149173749587,0.965976303043852
"29",1,"LOC111564410",-0.00862491546890816,0.852081841588548,0.990618014747662
"30",1,"cars1",-0.0516860515230233,0.238131117051925,0.866266048979267
"31",1,"pex16",0.00443871133191735,0.841092889306867,0.990618014747662
"32",1,"arfgap2",-0.109114848810639,0.100359973216616,0.780053371409062
"33",1,"LOC118469870",-0.0146531961292166,0.111155952094593,0.790803355459499
"34",1,"glceb",-0.0429030235150506,0.537687927737746,0.952963034903946
"35",1,"tle3b",-0.0266862271842418,0.573809084233712,0.959417640704518
"36",1,"LOC111564639",0.0942789836143392,0.0484222567875731,0.689136794092212
"37",1,"rxfp3.3a1",0.0318495239742177,0.0929557251800704,0.772254731395733
"38",1,"pias1a",0.0520536897414283,0.509765314833168,0.946559711136105
"39",1,"skor1a",-0.0130172344919393,0.2766998029695,0.881873009857473
