"","cluster","gene","KT_estimate","KT_p.value","KT_q.value"
"1",3,"LOC129348986",-0.178087636879476,0.204251421019011,0.999119837142464
"2",3,"trip4",-0.061363072499676,0.623257666933516,0.999119837142464
"3",3,"cln6a",0.00304119838431526,0.948907495669284,0.999119837142464
"4",3,"rps17",0.000609589155115557,0.98961751561421,0.999119837142464
"5",3,"csnk1g1",-0.100609823900643,0.158860633959535,0.999119837142464
"6",3,"LOC111571203",-0.00196345223093713,0.957696403408076,0.999119837142464
"7",3,"neo1a",0.12666433260559,0.632873482349675,0.999119837142464
"8",3,"LOC129349243",-0.00641690125269283,0.792847474115353,0.999119837142464
"9",3,"LOC111567962",-0.0575129633427879,0.32551201489747,0.999119837142464
"10",3,"bbs4",0.0583286760117095,0.389520127293288,0.999119837142464
"11",3,"LOC129347348",-0.0368801002097421,0.206861286479486,0.999119837142464
"12",3,"myo9aa",-0.267976809678451,0.243071981410871,0.999119837142464
"13",3,"anp32a",-0.0539434634066634,0.075662379472817,0.999119837142464
"14",3,"coro2ba",-0.024742935216239,0.714952784334712,0.999119837142464
"15",3,"itga11a",0.0204329055251027,0.21343877156208,0.999119837142464
"16",3,"LOC111564416",0.00301883077188975,0.852161736013999,0.999119837142464
"17",3,"LOC111564418",-0.0192216103052759,0.643796771582278,0.999119837142464
"18",3,"LOC111564417",-0.0174102885210748,0.379071280267403,0.999119837142464
"19",3,"LOC111564410",0.0754459086523983,0.0331526927239885,0.999119837142464
"20",3,"cars1",-0.106219260537558,0.0828323583040254,0.999119837142464
"21",3,"pex16",-0.0225071760971,0.259317980790961,0.999119837142464
"22",3,"arfgap2",0.0195032452365415,0.708441937130183,0.999119837142464
"23",3,"glceb",-0.00591113230268167,0.915408205102956,0.999119837142464
"24",3,"tle3b",-0.0228789597380191,0.693609098105794,0.999119837142464
"25",3,"LOC129348677",-0.000599133909700085,0.966981361075693,0.999119837142464
"26",3,"LOC111564639",0.027538636603097,0.666594166741007,0.999119837142464
"27",3,"pias1a",-0.0598370963077812,0.562024781147522,0.999119837142464
"28",3,"map2k5",-0.00186267825549673,0.974366004418348,0.999119837142464
"29",3,"smad3a",0.0103196666285318,0.597425117981713,0.999119837142464
"30",3,"tmem208",0.000880485352255646,0.97014151776139,0.999119837142464
