"","cluster","gene","length_estimate","length_summary_p.value","length_summary_q.value"
"1",28,"LOC129348986",0.0399814566944228,0.350571707404071,0.968744458964657
"2",28,"trip4",0.0547447623782249,0.417115304068522,0.968744458964657
"3",28,"cln6a",-8.77985529104502e-05,0.993458738244077,0.997444091670764
"4",28,"LOC118470268",-0.0147282285484272,0.291727030089525,0.968744458964657
"5",28,"calml4a",0.00221684821033103,0.76655086165713,0.968744458964657
"6",28,"rps17",0.0130192393667765,0.628447591348505,0.968744458964657
"7",28,"csnk1g1",0.0233252767432963,0.406120174251849,0.968744458964657
"8",28,"LOC111571203",-0.0216619374609316,0.169115008755402,0.968744458964657
"9",28,"neo1a",0.0703009452571769,0.367231195394239,0.968744458964657
"10",28,"LOC111567962",0.0905582821989537,0.155976901143004,0.968744458964657
"11",28,"LOC129347359",-0.0007047678509199,0.90403321200743,0.968744458964657
"12",28,"bbs4",0.0628532670702579,0.254040641646544,0.968744458964657
"13",28,"scamp2l",0.0119097461573209,0.744290369794277,0.968744458964657
"14",28,"LOC129347348",0.00519296106924,0.607095973824253,0.968744458964657
"15",28,"myo9aa",0.00359456431903071,0.916957970685873,0.973742337591289
"16",28,"senp8",0.00346386340280238,0.76655086165713,0.968744458964657
"17",28,"LOC111580711",0.0152488602880923,0.398184333504082,0.968744458964657
"18",28,"anp32a",-0.00522130663775092,0.494347113724603,0.968744458964657
"19",28,"coro2ba",0.0169977880712229,0.397555786825862,0.968744458964657
"20",28,"itga11a",-0.00187572484551189,0.809331654498813,0.968744458964657
"21",28,"LOC129349160",0.0105653563664798,0.358876376561129,0.968744458964657
"22",28,"LOC111564416",0.0214087134855169,0.636392735547742,0.968744458964657
"23",28,"LOC111564423",0.00221684821033103,0.76655086165713,0.968744458964657
"24",28,"LOC111564410",0.00909876350034357,0.639000681139017,0.968744458964657
"25",28,"cars1",0.0222471058945834,0.472939880606975,0.968744458964657
"26",28,"pex16",0.0250451113388971,0.456052143572486,0.968744458964657
"27",28,"arfgap2",-0.0469802432715983,0.0283980867438242,0.547040803950847
"28",28,"glceb",-0.00619100417643335,0.830172018344424,0.968744458964657
"29",28,"tle3b",0.0345274885274526,0.291677301251151,0.968744458964657
"30",28,"LOC129348677",0.000375342354678776,0.952568231866894,0.985083992181856
"31",28,"uacab",0.00439726741336195,0.554877440955613,0.968744458964657
"32",28,"LOC111564639",0.00806020671271176,0.799124979487367,0.968744458964657
"33",28,"rxfp3.3a1",0.00307175391680053,0.554877440955613,0.968744458964657
"34",28,"pias1a",-0.0220929847898941,0.475969681570927,0.968744458964657
"35",28,"skor1a",-0.0579673127435057,0.00222122080990992,0.144238182320935
"36",28,"map2k5",0.061731512708714,0.292382711376705,0.968744458964657
"37",28,"smad3a",-0.0228458443612781,0.117464735924609,0.968744458964657
"38",28,"smad6a",0.0308220430724709,0.197625146283066,0.968744458964657
"39",28,"tmem208",0.0198783013848026,0.221146589303601,0.968744458964657
"40",28,"LOC111565738",0.0393840241353336,0.0746554823984838,0.95366782894571
"41",28,"bloc1s6",-0.0053352636623059,0.749360820826408,0.968744458964657
"42",28,"slc30a4",0.00743108016925433,0.554877440955613,0.968744458964657
"43",28,"c1h15orf48",0.00311052078492772,0.887944188489943,0.968744458964657
"44",28,"spata5l1",-0.00138472303184849,0.816479351549597,0.968744458964657
"45",28,"LOC129349619",0.0134844828865371,0.432677656023052,0.968744458964657
"46",28,"cops2",0.00956266138149393,0.576024739941394,0.968744458964657
"47",28,"secisbp2l",0.0230822796090519,0.277715691655198,0.968744458964657
"48",28,"LOC111565759",-0.0189031035664154,0.00460848838921996,0.144238182320935
"49",28,"slc12a1",0.00200619633288532,0.766550861657131,0.968744458964657
"50",28,"ctxn2",0.019828402885373,0.418914885712688,0.968744458964657
"51",28,"myef2",0.0147125364672694,0.415445016274833,0.968744458964657
"52",28,"LOC111565754",-0.0103393804492462,0.00460848838921995,0.144238182320935
"53",28,"sema6dl",0.00274952350097277,0.849256940816842,0.968744458964657
"54",28,"LOC118470001",-0.000705726451930886,0.90403321200743,0.968744458964657
"55",28,"dmxl2",0.0305861697674905,0.534458650816147,0.968744458964657
"56",28,"LOC111565746",-0.00995452285293665,0.547990753540835,0.968744458964657
"57",28,"tnfaip8l3",0.00165415752647559,0.9550443129096,0.986155243909649
"58",28,"LOC129349365",-0.0246405974779091,0.00115848380144405,0.144238182320935
