cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
8	BHLHE22	7.89295879631567e-103	7.10245549924923e-107	4.09312290384286	0.833	0.064
8	PITX1	4.16377066755873e-94	3.74675665217199e-98	4.31339240271478	0.655	0.035
8	IRX3	1.7368598064686e-71	1.5629081314394e-75	4.77756241583595	0.417	0.014
8	NXPH1	1.10519780989036e-70	9.94508962377717e-75	2.50195862451067	0.976	0.17
8	NTNG2	2.54087983668832e-70	2.28640316448152e-74	2.94425830044764	0.81	0.097
8	PRDM8	2.41359456437322e-68	2.17186589073447e-72	4.07753260792078	0.56	0.039
8	NEUROD2	2.63129920145654e-68	2.36776676096152e-72	4.11317405620045	0.762	0.088
8	FOXA2	1.11653513620379e-66	1.00471082174372e-70	7.33884684943223	0.286	0.002
8	ZFPM2	7.01184250126947e-66	6.30958562158685e-70	3.39537301633277	0.845	0.128
8	BHLHE23	1.0138487902712e-62	9.1230881874489e-67	4.16870394353523	0.429	0.02
8	CCK	7.39562240004588e-56	6.65492882214153e-60	2.40091062181063	0.857	0.147
8	PRKCQ	2.12131967928193e-55	1.90886320460895e-59	0.953311939007441	0.643	0.065
8	FGF11	6.76361169379439e-53	6.08621586771743e-57	3.15521134188686	0.679	0.09
8	ADCY1	9.11624277419444e-52	8.20322394870372e-56	2.88395075276862	0.893	0.216
8	SH2D1B	1.0330425872517e-51	9.29580299875549e-56	3.25342652244713	0.369	0.018
8	IRX5	4.82535467572706e-50	4.34208105437511e-54	3.36418457594772	0.429	0.029
8	DLGAP3	9.26224698057589e-50	8.33460539960037e-54	2.93066972735704	0.857	0.198
8	GABRA6	9.17908340091272e-49	8.25977089976849e-53	3.17351771859233	0.524	0.052
8	RDH10	1.10402245650617e-48	9.93451324130448e-53	3.43301656856918	0.44	0.033
8	TRIM9	1.83564320039296e-45	1.65179807468097e-49	2.75636770085713	0.893	0.236
8	TUFT1	5.44313025812999e-45	4.89798457493925e-49	2.98280142182699	0.5	0.05
8	ROBO2	2.43437827903287e-44	2.19056805456031e-48	3.62986781589067	0.988	0.374
8	IGSF3	5.17787174391975e-43	4.65929248980451e-47	2.66903916102762	0.869	0.221
8	PRKG2	5.07447229356827e-41	4.56624880191511e-45	3.02063512465858	0.571	0.077
8	GFRA3	7.43064676097694e-41	6.68644538916309e-45	2.26970378946346	0.774	0.165
8	CACNB4	1.24396355811664e-40	1.11937690823057e-44	2.75596632842309	0.857	0.241
8	SV2B	1.06734494493675e-37	9.60447174423419e-42	2.7730174968494	0.548	0.077
8	CLSTN2	1.405189518953e-37	1.26445560960407e-41	3.09628277947294	0.964	0.525
8	CNTNAP5	1.48694074617018e-37	1.33801920828775e-41	2.51311732387516	0.964	0.444
8	BCL11A	2.25014904816715e-36	2.0247899290625e-40	2.10052957201869	0.952	0.322
8	CHST11	3.1134912941169e-36	2.80166588150536e-40	2.467564940788	0.798	0.197
8	SHISAL1	9.20906628749798e-36	8.2867509110933e-40	2.39710407135447	0.762	0.173
8	FSTL4	4.28336808285024e-35	3.85437603064001e-39	1.92264748174641	0.952	0.35
8	FGF5	5.34564469980842e-35	4.81026248520509e-39	5.95319929487846	0.179	0.003
8	GFRA4	5.60972620437359e-35	5.04789544171114e-39	1.74049801017669	0.976	0.419
8	GRIA3	6.57501566593456e-34	5.91650829293131e-38	2.97044136651699	0.964	0.529
8	ABTB3	1.57140270357947e-33	1.41402204947311e-37	3.59296141472158	0.976	0.484
8	RHBDF1	4.42928538341253e-32	3.98567927959374e-36	2.80415870583314	0.512	0.08
8	RAVER2	1.5903523942532e-31	1.4310738722696e-35	1.9458775845946	0.94	0.392
8	HDAC4	2.06374187376101e-31	1.85705198754703e-35	1.74850082347211	0.798	0.199
8	KCNJ4	4.98818504364702e-31	4.48860347669128e-35	6.08647826281667	0.155	0.002
8	PLEKHA7	8.91999415144113e-31	8.02663020916146e-35	2.12056555841778	0.595	0.108
8	R3HDM1	6.59890189029193e-29	5.93800224088178e-33	1.76733706990933	0.964	0.476
8	ZBTB18	1.01135491810491e-28	9.1006471529282e-33	2.06509684279603	0.619	0.124
8	SEMA3F	5.94124439970242e-28	5.34621110384453e-32	1.9792201046133	0.631	0.135
8	SPIRE2	6.92051598844723e-28	6.2274057306283e-32	2.39592415647042	0.595	0.125
8	RIMS4	9.25308706576365e-28	8.32636287749811e-32	2.06683445940605	0.75	0.2
8	PRKCB	1.24155219144197e-27	1.11720704709977e-31	2.81247184004108	0.905	0.43
8	AFF2	9.7735578150691e-27	8.79470693338352e-31	1.76033239847457	0.964	0.446
8	STRBP	1.11333227989337e-26	1.00182874101806e-30	2.80293378771221	0.869	0.348
8	RAMP3	1.77874609028892e-26	1.60059937936554e-30	2.36136360058825	0.56	0.112
8	CDH8	1.81283652183349e-26	1.63127555280617e-30	1.80256102377238	0.833	0.266
8	ADAM12	5.36659030426863e-26	4.8291103250865e-30	1.44009662642645	0.619	0.136
8	ADRA2B	9.64815967843002e-26	8.6818677930622e-30	2.16742643185842	0.56	0.115
8	RARB	4.28356495165392e-25	3.85455318244751e-29	2.80804670021855	0.429	0.068
8	SLC17A6	5.11626378249428e-25	4.60385474893753e-29	1.55289785628042	0.952	0.404
8	GRIN2B	5.99416299614622e-25	5.39382974547487e-29	1.96114795820465	0.988	0.663
8	KCNMB4	6.59600469716359e-25	5.93539521026149e-29	2.69809285814141	0.369	0.048
8	GABRD	1.28828108100489e-24	1.1592558994015e-28	1.94597377137014	0.679	0.17
8	ADGRL3	1.67958810743528e-24	1.51137236338997e-28	2.07294098480772	0.988	0.647
8	SEMA4G	2.49066721478253e-24	2.24121948599165e-28	2.1748840983145	0.738	0.218
8	SUSD6	3.60697370893267e-24	3.24572456486338e-28	2.14249271938187	0.643	0.168
8	EPHB1	1.4552661584798e-23	1.30951692475461e-27	2.70769202191596	0.869	0.412
8	TMEM163	6.19563224071938e-23	5.57512124603562e-27	1.84001499379717	0.798	0.271
8	CCM2L	1.40353689312764e-22	1.26296849917002e-26	4.14681165801771	0.19	0.011
8	ENTREP3	1.53564521157403e-22	1.3818457766346e-26	2.50672151432845	0.417	0.069
8	SPTBN5	1.05135680863835e-21	9.46060297523939e-26	1.94816205490307	0.298	0.034
8	PAPPA2	1.30671861598485e-21	1.17584686042009e-25	2.09808806643041	0.333	0.044
8	SYT2	1.39856726181007e-21	1.25849659120855e-25	1.74133557029381	0.917	0.449
8	PTPRD	1.55384883394089e-21	1.39822625208395e-25	1.5928192357066	0.881	0.381
8	DLGAP4	2.63388248501118e-21	2.37009132098549e-25	1.87350917612715	0.786	0.291
8	CPNE2	3.81424487654831e-21	3.43223690861902e-25	1.52785199249126	0.821	0.28
8	TTC28	7.24402631963332e-21	6.51851554002818e-25	1.37435629528757	0.738	0.219
8	TANC1	8.14687351708641e-21	7.33093990559381e-25	1.61677074426653	0.714	0.224
8	ELAVL2	1.01306360169437e-20	9.11602269139177e-25	1.4103159122095	0.94	0.405
8	NRG3	1.90727476108132e-20	1.71625552153453e-24	1.32981249193723	1	0.708
8	GRM4	2.08353929260658e-20	1.8748666360178e-24	1.83376040505645	0.964	0.44
8	PTPRT	3.0907645885282e-20	2.78121532307046e-24	1.05921328691303	0.929	0.348
8	BSN	3.9489795768764e-20	3.553477528009e-24	1.90411467995782	0.988	0.642
8	LMX1B	5.28630549748233e-20	4.75686628046642e-24	2.97648542356175	0.31	0.042
8	DPY19L2	6.02794753815758e-20	5.42423066512875e-24	2.48708529947091	0.452	0.094
8	UNC5C	7.82394906940901e-20	7.04035730172681e-24	2.512982448126	0.869	0.441
8	PCLO	1.37828255885364e-19	1.24024346157981e-23	1.52140615561513	0.929	0.427
8	SCRT1	3.21944634199534e-19	2.89700921622905e-23	2.78000553049628	0.429	0.086
8	GABRB2	4.90434733792893e-19	4.41316236653373e-23	1.40844477351718	0.702	0.218
8	STAC	7.0230469724246e-19	6.31966793163376e-23	2.40823986612369	0.333	0.05
8	HOMER3	7.95118852838202e-19	7.15485335047424e-23	1.68133081834613	0.452	0.091
8	CHRM2	1.49523389039675e-18	1.34548176945627e-22	1.32908941536595	0.905	0.378
8	TSPAN18	2.24006762799769e-18	2.01571819310509e-22	1.94200653330156	0.583	0.161
8	LRRC7	2.45323716269545e-18	2.20753816493787e-22	1.4230499804272	0.917	0.481
8	NPTN	3.426918672106e-18	3.08370257545757e-22	1.93964449498132	0.917	0.507
8	KCNG3	4.88207370612674e-18	4.39311950519818e-22	3.34638333946444	0.202	0.018
8	PLXNA1	6.64921081566734e-18	5.98327257776239e-22	1.37562899826004	0.988	0.656
8	PLPP4	8.10112417965581e-18	7.28977250036517e-22	2.20776136984437	0.405	0.079
8	GRM8	8.20234690719538e-18	7.38085747070582e-22	1.5601465601722	0.952	0.559
8	GRM1	1.08065346498026e-17	9.72422806605113e-22	2.30887434602316	0.75	0.281
