id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,directionality,classification,max_exprmean_column,max_exprmean_value,max_score_column,max_score_value
CPI-SS0A5B111F1,OXT_AVPR2,simple:P01178,simple:P30518,OXT,AVPR2,True,False,True,curated,False,Ligand-Receptor,Signaling by Oxytocin,0|27,0.44999998807907104,0|27,100.0
CPI-SS0E161B905,WNT7B_SFRP5,simple:P56706,simple:Q5T4F7,WNT7B,SFRP5,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,18|24,0.4519999921321869,18|24,100.0
CPI-SS0123EE122,WNT7A_FRZB,simple:O00755,simple:Q92765,WNT7A,FRZB,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,18|29,0.45500001311302185,18|29,100.0
CPI-CS062F16E86,SerotoninDopamin_byDDC_HTR7,complex:SerotoninDopamin_byDDC,simple:P34969,,HTR7,True,False,True,curated,False,Ligand-Receptor,Signaling by Serotonin/Dopamine,28|16,0.46700000762939453,28|16,100.0
CPI-SC08BCEE850,WNT7B_FZD3_LRP6,simple:P56706,complex:FZD3_LRP6,WNT7B,,True,False,False,curated,False,Ligand-Receptor,Signaling by WNT,18|27,0.4699999988079071,18|27,100.0
CPI-CS05FD872B4,5-HT_byTPH1_and_SLC18A2_HTR1E,complex:5-HT_byTPH1_and_SLC18A2,simple:P28566,,HTR1E,True,False,True,curated,False,Ligand-Receptor,Signaling by Serotonin,28|25,0.47200000286102295,28|25,100.0
CPI-SS0BF15C2D4,WNT7A_SFRP5,simple:O00755,simple:Q5T4F7,WNT7A,SFRP5,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,18|24,0.4749999940395355,18|24,100.0
CPI-CC061CCD0A0,atRetinoicAcid_byALDH1A2_RAreceptor_RARB_RXRB,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RARB_RXRB,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Retinoic Acid,14|25,0.3009999990463257,14|25,100.0
CPI-CC021B19C0E,atRetinoicAcid_byALDH1A2_RAreceptor_RARB,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RARB,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Retinoic Acid,14|25,0.3009999990463257,14|25,100.0
CPI-SS0F7A89A4F,SHH_HHIP,simple:Q15465,simple:Q96QV1,SHH,HHIP,True,False,False,curated,False,Ligand-Ligand,Signaling by Sonic hedgehog,27|30,0.3009999990463257,27|30,100.0
CPI-SS0924C61F1,COL4A5_ADGRG6,simple:P29400,simple:Q86SQ4,COL4A5,ADGRG6,True,False,True,curated,False,Adhesion-Adhesion,Adhesion by Collagen/Integrin,29|8,0.30300000309944153,29|8,100.0
CPI-CS03C4A5CCC,SerotoninDopamin_byDDC_HTR1E,complex:SerotoninDopamin_byDDC,simple:P28566,,HTR1E,True,False,True,curated,False,Ligand-Receptor,Signaling by Serotonin/Dopamine,28|25,0.30399999022483826,28|25,100.0
CPI-CC0974AE49B,atRetinoicAcid_byALDH1A2_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RXRB,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Retinoic Acid,14|25,0.30399999022483826,14|25,100.0
CPI-CC071BF7D12,atRetinoicAcid_byALDH1A2_RAreceptor_RXRG,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RXRG,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Retinoic Acid,14|25,0.30399999022483826,14|25,100.0
CPI-SC08B0B5F27,SHH_PTCH_CDON_transmembrane_receptor,simple:Q15465,complex:PTCH_CDON_transmembrane_receptor,SHH,,True,False,True,curated,False,Ligand-Receptor,Signaling by Sonic hedgehog,27|2,0.3089999854564667,27|2,100.0
CPI-SS0914C7C85,THBS2_CD36,simple:P35442,simple:P16671,THBS2,CD36,False,False,True,curated,False,Ligand-Receptor,Signaling by Thrombospondin precursor,22|24,0.3319999873638153,22|24,100.0
CPI-CS0259A0EB4,Dehydroepiandrosterone_bySTS_PPARA,complex:Dehydroepiandrosterone_bySTS,simple:Q07869,,PPARA,True,False,True,curated,False,Ligand-Receptor,Signaling by Dehydroepiandrosterone,11|29,0.3619999885559082,11|29,100.0
CPI-CS01F7D06F1,2arachidonoylglycerol_byDAGLB_GPR55,complex:2arachidonoylglycerol_byDAGLB,simple:Q9Y2T6,,GPR55,True,False,True,curated,False,Ligand-Receptor,Signaling by Arachidonoylglycerol,27|14,0.3779999911785126,27|14,100.0
CPI-SS0A612BCEF,KITLG_KIT,simple:P21583,simple:P10721,KITLG,KIT,True,False,True,curated,False,Ligand-Receptor,,15|11,0.38199999928474426,15|11,100.0
CPI-SS0E8F8E4F1,OXT_AVPR1A,simple:P01178,simple:P37288,OXT,AVPR1A,True,False,True,curated,False,Ligand-Receptor,Signaling by Oxytocin,0|11,0.38199999928474426,0|11,100.0
CPI-CS033058D2B,atRetinoicAcid_byALDH1A2_RORB,complex:atRetinoicAcid_byALDH1A2,simple:Q92753,,RORB,True,False,True,curated,False,Ligand-Receptor,Signaling by Retinoic Acid,14|19,0.38600000739097595,14|19,100.0
CPI-SC0915DDE22,BMP4_BMPR1A_BMPR2,simple:P12644,complex:BMPR1A_BMPR2,BMP4,,True,False,True,curated,False,Ligand-Receptor,Signaling by BMP,29|2,0.38600000739097595,29|2,100.0
CPI-SC052486D3E,BMP4_BMR1A_ACR2A,simple:P12644,complex:BMR1A_ACR2A,BMP4,,True,False,True,curated,False,Ligand-Receptor,Signaling by BMP,29|2,0.38600000739097595,29|2,100.0
CPI-SS08968FFAE,LRRTM4_PTPRS,simple:Q86VH4,simple:Q13332,LRRTM4,PTPRS,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,17|10,3.671999931335449,17|10,100.0
CPI-SS0D1EF9598,PENK_OPRK1,simple:P01210,simple:P41145,PENK,OPRK1,True,False,True,curated,False,Ligand-Receptor,Signaling by Opioid,5|17,0.17399999499320984,5|17,100.0
CPI-SS03146C969,WNT8A_SFRP1,simple:Q9H1J5,simple:Q8N474,WNT8A,SFRP1,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,31|24,0.17599999904632568,31|24,100.0
CPI-SS076940BCD,LGALS3_MERTK,simple:P17931,simple:Q12866,LGALS3,MERTK,True,False,True,curated,False,Ligand-Receptor,Signaling by Galectin,27|4,0.19300000369548798,27|4,100.0
CPI-CS040CDD259,b-Endorphin_byPOMC_OPRK1,complex:b-Endorphin_byPOMC,simple:P41145,,OPRK1,True,False,True,curated,False,Ligand-Receptor,Signaling by Proopiomelanocortin,17|17,0.19699999690055847,17|17,100.0
CPI-SS0D184698A,WNT8A_FRZB,simple:Q9H1J5,simple:Q92765,WNT8A,FRZB,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,31|29,0.20200000703334808,31|29,100.0
CPI-CC07936BEBD,GABA_byGAD1_and_SLC6A13_GABA-A_a4b2d_complex,complex:GABA_byGAD1_and_SLC6A13,complex:GABA-A_a4b2d_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,29|5,0.2199999988079071,29|5,100.0
CPI-SS002CC4C02,WNT1_SFRP1,simple:P04628,simple:Q8N474,WNT1,SFRP1,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,27|24,0.22100000083446503,27|24,100.0
CPI-SS0ED712AE3,WNT8A_SFRP5,simple:Q9H1J5,simple:Q5T4F7,WNT8A,SFRP5,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,31|24,0.22200000286102295,31|24,100.0
CPI-CS008E4E6F9,SerotoninDopamin_byDDC_HTR5A,complex:SerotoninDopamin_byDDC,simple:P47898,,HTR5A,True,False,True,curated,False,Ligand-Receptor,Signaling by Serotonin/Dopamine,28|28,0.22300000488758087,28|28,100.0
CPI-SS01E6C2BB8,WNT2_SFRP1,simple:P09544,simple:Q8N474,WNT2,SFRP1,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,12|24,0.23199999332427979,12|24,100.0
CPI-SS0DF9024C0,WNT3_SFRP1,simple:P56703,simple:Q8N474,WNT3,SFRP1,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,2|24,0.23399999737739563,2|24,100.0
CPI-SS0C72D53A2,NTN4_UNC5B,simple:Q9HB63,simple:Q8IZJ1,NTN4,UNC5B,True,False,True,curated,False,Ligand-Receptor,Signaling by Netrin,14|8,0.23899999260902405,14|8,100.0
CPI-SC089FF57F2,WNT8A_FZD3_LRP6,simple:Q9H1J5,complex:FZD3_LRP6,WNT8A,,True,False,False,curated,False,Ligand-Receptor,Signaling by WNT,31|27,0.2409999966621399,31|27,100.0
CPI-CS0E5E6A50E,SerotoninDopamin_byDDC_DRD3,complex:SerotoninDopamin_byDDC,simple:P35462,,DRD3,True,False,True,curated,False,Ligand-Receptor,Signaling by Serotonin/Dopamine,28|28,0.24300000071525574,28|28,100.0
CPI-CS02C89A362,Dopamine_byDDC_and_SLC18A2_DRD3,complex:Dopamine_byDDC_and_SLC18A2,simple:P35462,,DRD3,True,False,True,curated,False,Ligand-Receptor,Signaling by Serotonin/Dopamine,28|28,0.24300000071525574,28|28,100.0
CPI-SS0FD44484F,TENM4_ADGRL2,simple:Q6N022,simple:O95490,TENM4,ADGRL2,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,24|25,3.0850000381469727,24|25,100.0
CPI-SS0F6BE4D47,UNC5A_ADGRL3,simple:Q6ZN44,simple:Q9HAR2,UNC5A,ADGRL3,False,True,True,curated,False,Receptor-Receptor,,25|11,3.1019999980926514,25|11,100.0
CPI-SS083BB1EB3,TENM1_ADGRL2,simple:Q9UKZ4,simple:O95490,TENM1,ADGRL2,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,24|25,3.115000009536743,24|25,100.0
CPI-SS0D0235DCE,SLIT2_ROBO2,simple:O94813,simple:Q9HCK4,SLIT2,ROBO2,True,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,21|11,3.1459999084472656,21|11,100.0
CPI-SS084EA55C0,CLSTN1_NRXN1,simple:O94985,simple:Q9ULB1,CLSTN1,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Calsyntenin,11|12,3.25600004196167,11|12,100.0
CPI-CS029D39F39,Glutamate_byGLS_and_SLC17A6_GRIA3,complex:Glutamate_byGLS_and_SLC17A6,simple:P42263,,GRIA3,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|11,3.2639999389648438,27|11,100.0
CPI-SS00373B59C,LRRC4C_PTPRF,simple:Q9HCJ2,simple:P10586,LRRC4C,PTPRF,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,18|18,3.305999994277954,18|18,100.0
CPI-SS02B2C16ED,NELL2_ROBO3,simple:Q99435,simple:Q96MS0,NELL2,ROBO3,True,False,True,curated,False,Ligand-Receptor,,13|12,3.3340001106262207,13|12,100.0
CPI-SS01F00A48A,TENM4_ADGRL3,simple:Q6N022,simple:Q9HAR2,TENM4,ADGRL3,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,24|11,3.375,24|11,100.0
CPI-SS038A612D7,TENM1_ADGRL3,simple:Q9UKZ4,simple:Q9HAR2,TENM1,ADGRL3,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,24|11,3.4049999713897705,24|11,100.0
CPI-SS075F456AF,TENM3_ADGRL2,simple:Q9P273,simple:O95490,TENM3,ADGRL2,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,17|25,3.431999921798706,17|25,100.0
CPI-SS0193D81E1,NRXN2_DAG1,simple:P58401,simple:Q14118,NRXN2,DAG1,True,False,True,curated,False,Receptor-Receptor,Signaling by Neurexin,7|9,3.509000062942505,7|9,100.0
CPI-SS0E3C09735,NTN1_DSCAM,simple:O95631,simple:O60469,NTN1,DSCAM,True,False,False,curated,False,Ligand-Receptor,Signaling by Netrin,24|18,3.513000011444092,24|18,100.0
CPI-SS07C26C799,NLGN4Y_NRXN2,simple:Q8NFZ3,simple:P58401,NLGN4Y,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,16|7,3.5220000743865967,16|7,100.0
CPI-CS054C4533B,Glutamate_byGLS_and_SLC17A6_GRM8,complex:Glutamate_byGLS_and_SLC17A6,simple:O00222,,GRM8,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|16,3.5290000438690186,27|16,100.0
CPI-SS0D2DF7881,NLGN1_NRXN1,simple:Q8N2Q7,simple:Q9ULB1,NLGN1,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,13|12,3.5929999351501465,13|12,100.0
