,meanscell_abundance_w_sf_0,meanscell_abundance_w_sf_1,meanscell_abundance_w_sf_2,meanscell_abundance_w_sf_3,meanscell_abundance_w_sf_4,meanscell_abundance_w_sf_5,meanscell_abundance_w_sf_6,meanscell_abundance_w_sf_7,meanscell_abundance_w_sf_8,meanscell_abundance_w_sf_9,meanscell_abundance_w_sf_10,meanscell_abundance_w_sf_11,meanscell_abundance_w_sf_12,meanscell_abundance_w_sf_13,meanscell_abundance_w_sf_14,meanscell_abundance_w_sf_15,meanscell_abundance_w_sf_16,meanscell_abundance_w_sf_17,meanscell_abundance_w_sf_18,meanscell_abundance_w_sf_19,meanscell_abundance_w_sf_20,meanscell_abundance_w_sf_21,meanscell_abundance_w_sf_22,meanscell_abundance_w_sf_23,meanscell_abundance_w_sf_24,meanscell_abundance_w_sf_25,meanscell_abundance_w_sf_26
cellid_000000009-1_1,0.123020574,0.07186099,0.440161,0.20259961,0.18053456,0.29202044,0.23736356,0.19916157,0.20700927,0.30663255,0.23019737,0.13736553,0.28662604,0.1652852,0.104073554,0.11121842,0.16739616,0.16669765,0.21343336,0.17713083,0.20088711,0.09586025,0.107328996,0.22142097,0.183108,0.16717039,0.07019525
cellid_000000053-1_1,0.11057935,0.118292056,0.12725781,0.16588189,0.24162666,0.16695943,0.1328108,0.17004338,0.16284338,0.22340094,0.30311033,0.38923112,0.14235474,0.24793686,0.12048312,0.085294515,0.15701607,0.14399415,0.17325892,0.1951033,0.20003304,0.12062048,0.07007795,0.2035444,0.11464803,0.13825151,0.08230706
cellid_000000128-1_1,0.34285495,0.14610566,0.27801147,0.5864855,0.65002817,0.6977761,0.4078009,0.42254996,0.46838462,0.5156465,0.5136613,0.2622785,0.3970974,0.34946567,0.4362644,0.217612,0.55309653,0.36608073,0.28839493,0.45284975,0.34004062,0.39705932,0.2392487,0.39913368,0.3180221,0.5831135,0.1551256
cellid_000000172-1_1,0.15621024,0.18204767,0.18769373,0.2919853,0.37468258,0.3609487,0.25696436,0.23987523,0.18707861,0.320952,0.30194488,0.24519728,0.2829592,0.31675088,0.24147192,0.1543283,0.21461608,0.26343742,0.33310908,0.20055097,0.2950572,0.12955838,0.16262817,0.24179487,0.20683163,0.1695156,0.10819122
cellid_000000201-1_1,0.3993573,0.24507555,0.6478075,1.0646802,0.61295164,1.2927638,0.548214,0.4262092,0.4877374,0.6406153,0.5306466,0.40549555,0.51204246,0.41572547,0.37088215,0.23726436,0.6517077,0.45905495,0.3596186,0.44445089,0.4139679,0.48036563,0.593376,0.41918185,0.4434785,0.45965034,0.31726554
cellid_000000217-1_1,0.1865319,0.08662258,0.114824265,0.17948566,0.2258751,0.18361992,0.15070543,0.16080436,0.15437022,0.18059997,0.2042478,0.18211941,0.14397457,0.12747179,0.16537559,0.1002982,0.1988502,0.14527649,0.13841583,0.19804758,0.13231166,0.11922037,0.08939533,0.1759062,0.119412415,0.101729944,0.08024597
cellid_000000225-1_1,0.22803728,0.12373717,0.32553357,0.97207206,0.52234966,0.5737455,0.29660863,0.33898324,0.31183895,0.3990017,0.44956383,0.30563247,0.4505063,0.25274402,0.26808354,0.1675593,0.3766004,0.2972727,0.3291803,0.2890628,0.33471835,0.22841865,0.21460119,0.30938724,0.38738364,0.41084674,0.18085358
cellid_000000240-1_1,0.08814407,0.08786579,0.10883838,0.21988761,0.120903656,0.13346285,0.13928826,0.1933586,0.09153435,0.15543026,0.26821077,0.1535321,0.1644023,0.10700059,0.12628345,0.1398932,0.21400434,0.10917574,0.17788735,0.12892824,0.18666553,0.1272381,0.05954228,0.17350328,0.09824124,0.1754691,0.07267859
cellid_000000246-1_1,0.11193046,0.20496807,0.33123574,0.21689862,0.1632901,0.23302208,0.18863088,0.24993558,0.12042489,0.2518009,0.20312221,0.12120171,0.17227206,0.1823161,0.18494374,0.22545405,0.14962427,0.1673844,0.1326607,0.11229858,0.16767298,0.1524408,0.077359185,0.15420267,0.20534122,0.13900979,0.11421882
cellid_000000257-1_1,0.3044402,0.1023177,0.24292476,0.24096224,0.24412441,0.14034691,0.21473616,0.3222269,0.22738636,0.31046033,0.3171299,0.35203046,0.22709177,0.19226217,0.5151519,0.12800275,0.23144774,0.18939619,0.3262792,0.3994248,0.20660242,0.23235844,0.24805245,0.21068092,0.17799275,0.26516074,0.1699083
cellid_000000298-1_1,0.0441359,0.11418657,0.10911648,0.10408561,0.09311578,0.07066181,0.05719686,0.2267215,0.19449802,0.11015783,0.103976294,0.78779167,0.11408367,0.084939726,0.0934823,0.12903303,0.12617154,0.05990838,0.118668295,0.11860068,0.22708122,0.04642383,0.041448787,0.12261006,0.070828326,0.044996276,0.20781726
cellid_000000303-1_1,0.13174771,0.08239565,0.19646892,0.7038475,0.21204746,0.25492284,0.16115381,0.30707696,0.20112783,0.29624173,0.22798619,0.6939847,0.19351017,0.19040872,0.1501915,0.14434715,0.21993387,0.16073546,0.1435906,0.1462412,0.21524177,0.15118165,0.09049168,0.17471376,0.1081838,0.2130539,0.13615473
cellid_000000306-1_1,0.09747566,0.18016365,1.0614706,0.20064488,0.18050833,0.12522869,0.12802725,0.18485527,0.10871503,0.22513764,0.36158627,0.21558289,0.4954908,0.16266204,0.09860025,0.22552477,0.20649034,0.13321841,0.14305094,0.114032075,0.267126,0.14403199,0.12398778,0.27791795,0.13596009,0.1116046,0.12724218
cellid_000000308-1_1,0.15409519,0.13701221,0.31707478,0.9557637,0.3719188,0.25996187,0.17876658,0.3624099,0.32746,0.31489238,0.24403307,0.28850687,0.34576902,0.16776274,0.20148413,0.19273537,0.29017308,0.28635934,0.22015978,0.18531342,0.31874537,0.15519506,0.15963238,0.27883372,0.24252987,0.16595308,0.1659823
cellid_000000314-1_1,0.19620907,0.08567494,0.18125148,0.7547947,0.23611996,0.46241942,0.25169536,0.21774113,0.24428663,0.37172648,0.3525937,0.27943492,0.21883327,0.21019794,0.19582222,0.13919345,0.20864446,0.23621394,0.2629644,0.18379422,0.17731416,0.15861264,0.16123253,0.3448608,0.20358503,0.16607502,0.16343486
cellid_000000335-1_1,0.28714553,0.2350691,0.39851117,1.181783,1.1178999,0.6375344,0.4940096,0.5012665,0.52570295,0.4720329,1.0709573,0.3269663,0.48523548,0.4775492,0.31089413,0.2174485,0.2944723,0.42445773,0.40152115,0.34945697,0.32497886,0.26118293,0.3350175,0.33671683,0.3357714,0.34181973,0.23637562
cellid_000000342-1_1,0.16042276,0.1198274,0.1750538,0.28761512,0.21020421,0.26831168,0.16458306,0.2391856,0.10401607,0.35499945,0.2946692,0.1932113,0.21096694,0.25245732,0.17975917,0.140657,0.17886625,0.25246394,0.21135876,0.17297561,0.19395465,0.16860381,0.1161096,0.24040885,0.21022019,0.1424324,0.09870755
cellid_000000394-1_1,0.1538754,0.081611134,0.115900554,0.119129874,0.16415864,0.16512342,0.15004471,0.13266404,0.12013443,0.15698904,0.20291069,0.15827197,0.1455699,0.12106766,0.12942915,0.070926815,0.15491322,0.24193314,0.10075337,0.15355176,0.2279757,0.15228169,0.10843442,0.15589999,0.11683135,0.13042611,0.06493618
cellid_000000407-1_1,0.1950882,0.15890227,0.17549029,0.55710524,0.3930091,0.5040424,0.2581041,0.2914396,0.18221632,0.23834407,0.25075844,0.139913,0.16154623,0.15342541,0.14984906,0.16379668,0.2804282,0.2560376,0.18791343,0.18926607,0.21799655,0.1465208,0.3848111,0.25972998,0.19045113,0.22177458,0.13843687
cellid_000000441-1_1,0.89883965,0.29116917,0.58960134,1.6614515,1.2999382,1.3086946,0.7631372,0.8698649,1.6684784,0.8125675,0.7763108,0.530942,0.8141899,0.6042305,0.92328894,0.3925313,0.731819,0.7589985,1.0622168,1.0140439,0.641138,0.74708277,1.240421,0.65791154,0.6183506,0.8454912,0.39323375
cellid_000000462-1_1,0.16779959,0.08250288,0.2045244,0.91493994,0.24566235,0.57562983,0.43355858,0.25316328,0.14983016,0.39852023,0.4235379,0.14636992,0.2047731,0.20748201,0.19064794,0.11391404,0.30762282,0.23217405,0.19886547,0.18887942,0.23080817,0.21299191,0.10574403,0.17510681,0.16425785,0.16033354,0.1176711
cellid_000000472-1_1,0.08223274,0.06371723,0.08022139,0.11786644,0.12866014,0.121986434,0.081203535,0.11651825,0.08209841,0.15441233,0.21901105,0.12932485,0.15254955,0.11473689,0.07338329,0.07632787,0.20581885,0.20362091,0.10053056,0.10416883,0.09409396,0.09569647,0.050204292,0.15778929,0.05747698,0.05803117,0.05036295
cellid_000000475-1_1,0.4250789,0.14649308,0.37780732,1.249147,0.6094981,1.0003538,0.53555775,0.42640486,0.477373,0.59375167,0.6684198,0.42545253,0.50573874,0.33362228,0.42613602,0.23119612,0.6596794,0.4568629,0.3898655,0.32966885,0.5239815,0.3625979,0.28061858,0.4751607,0.3255309,0.33943635,0.14920379
cellid_000000484-1_1,0.1450078,0.14669129,0.24028912,0.4720554,0.34070736,0.45108074,0.22737415,0.261329,0.2412145,0.2906719,0.21865621,0.2001757,0.34277207,0.2383268,0.2150799,0.2089672,0.19148056,0.19441216,0.15908886,0.1860331,0.28462338,0.16830862,0.1049698,0.17425667,0.16602701,0.13972294,0.08629814
cellid_000000490-1_1,0.121824004,0.20970725,0.12577127,0.27040204,0.21066113,0.12852043,0.13666812,0.23957063,0.11100118,0.22051674,0.1699361,0.22533895,0.19386053,0.16326748,0.11978443,0.17038924,0.18961339,0.18150932,0.19104996,0.13976662,0.1691914,0.1351962,0.14055793,0.21633944,0.20953895,0.12834851,0.066220544
cellid_000000491-1_1,0.14539696,0.7206696,0.23964757,0.5920036,0.30811,0.25660914,0.2806573,0.33694103,0.20912954,0.38063872,0.40559292,0.34461936,0.30671299,0.33838058,0.16876368,0.3529848,0.38323236,0.20345072,0.2944208,0.21950813,0.35495242,0.2127825,0.1261016,0.2913188,0.2298883,0.17523952,0.1665195
cellid_000000540-1_1,0.21245123,0.15301888,0.30081567,0.96996886,0.7503188,0.61266667,0.4307173,0.2964999,0.57541484,0.37161613,0.32635906,0.2767843,0.30040526,0.22993518,0.20807207,0.17558096,0.42883477,0.39370814,0.31752163,0.25510663,0.39822087,0.21384694,0.454944,0.32036555,0.27176762,0.29447472,0.12569442
cellid_000000544-1_1,0.28169745,0.13868552,0.21660523,0.4320255,0.5848166,0.43748,0.26578274,0.34835255,0.39726272,0.3835577,0.4040395,0.33411017,0.33097035,0.30896968,0.46048927,0.27790055,0.39506733,0.32020837,0.29032895,0.5130075,0.43456474,0.28145877,0.3036069,0.25297618,0.25444987,0.36944473,0.2484592
cellid_000000575-1_1,0.15781093,0.110343836,0.16468367,0.35973027,0.35552588,0.28491685,0.2974518,0.22138187,0.23540376,0.2712658,0.26292223,0.22275518,0.24465446,0.16307844,0.20137945,0.12317794,0.16867384,0.54205525,0.18305007,0.21738985,0.23830616,0.17508978,0.09960949,0.22997038,0.2069315,0.16237178,0.1146768
cellid_000000576-1_1,0.09830323,0.089403085,0.120569736,0.3226456,0.30745438,0.26425883,0.2082485,0.20646423,0.2781483,0.16225809,0.15290594,0.18476234,0.16271456,0.13014318,0.16384463,0.12316207,0.14463995,0.1499254,0.13673273,0.12657352,0.17153612,0.14782771,0.13524745,0.15724856,0.13257997,0.1318674,0.07879975
cellid_000000604-1_1,0.34192657,0.15630008,0.22626871,0.4721827,0.76153105,0.7659239,0.361622,0.4238096,0.33621627,0.38714755,0.27320817,0.26869518,0.30322772,0.36072555,0.2955475,0.16342232,0.33329722,0.36132216,0.5013521,0.40863192,0.3029885,0.3074766,0.2589,0.3145146,0.28703672,0.3723912,0.157168
cellid_000000608-1_1,0.2253063,0.1945554,0.28190193,1.0064129,0.55144686,0.6044222,0.40459156,0.6016379,0.39253327,0.5142037,0.62252223,0.3522761,0.37329265,0.25054145,0.3502492,0.22971465,0.53811944,0.4023474,0.29640222,0.3106332,0.30383918,0.250895,0.2725283,0.45782924,0.27093923,0.25595838,0.14740472
cellid_000000615-1_1,0.28667182,0.16245067,0.2981254,0.7021803,0.7715248,0.5331729,0.2870785,0.4100591,0.5004804,0.43454275,0.3879781,0.2958016,0.42195073,0.35834655,0.2662083,0.16214222,0.48153985,0.5731816,0.3598378,0.41801748,0.35082185,0.27883664,0.68608177,0.35012463,0.4013229,0.5064917,0.24657023
cellid_000000624-1_1,0.14983472,0.092953615,0.38455036,0.41466984,0.34852082,0.24736392,0.1910508,0.20352352,0.1305659,0.2937582,0.2480597,0.23165326,0.18934813,0.20042302,0.15094443,0.1200837,0.15452035,0.18181238,0.15670428,0.21839924,0.29063138,0.13903044,0.14123783,0.17346436,0.16260451,0.15055892,0.15017307
cellid_000000628-1_1,0.3104396,0.13738184,0.38999173,1.5930398,0.77718276,1.1585811,0.5022821,0.5190406,0.4966597,0.4508334,0.6666886,0.36302814,0.49560478,0.2730222,0.3824688,0.293604,0.44429258,0.5526391,0.39719146,0.37658006,0.37954444,0.3528617,0.41923538,0.3232342,0.40758443,0.477773,0.19150576
cellid_000000643-1_1,0.13034411,0.06607203,0.19217633,0.39323208,0.23067921,0.1717567,0.1928888,0.19998218,0.14778572,0.26763713,0.30307794,0.13869135,0.19576555,0.18609121,0.15038492,0.10393506,0.23745817,0.18490535,0.33892253,0.12802732,0.21700759,0.11677068,0.07412569,0.18908004,0.16484627,0.091981985,0.097101696
cellid_000000672-1_1,0.21555296,0.14901909,0.2892481,1.1766416,0.89473945,0.83717865,0.27428436,0.36088294,0.3667089,0.32351926,0.35726312,0.33831307,0.33883405,0.31194133,0.20227563,0.19844404,0.34676412,0.27918524,0.3197419,0.22579357,0.35544473,0.20565042,0.17482038,0.27583942,0.4076241,0.20234244,0.21001014
cellid_000000701-1_1,0.22173089,0.68766737,0.54314035,0.8169869,0.6933841,0.6895702,0.4297953,0.5360708,0.4743829,0.487558,0.50325525,0.41756085,0.5091122,0.75293183,0.353482,0.26935825,0.51485175,0.37016103,0.3056566,0.27514115,0.5175439,0.30581686,0.16790661,0.4872175,0.52700824,0.27047414,0.24843605
cellid_000000708-1_1,0.4363187,0.19966587,0.27304935,0.4105242,0.38142928,0.3482829,0.3134048,0.2946624,0.5829871,0.5169471,0.40226716,0.39622253,0.36061275,0.29342926,0.49881974,0.21055472,0.4701236,0.5579118,0.5320215,0.39507148,0.40593585,0.33837473,0.3858445,0.37836084,0.23518011,0.6695709,0.2621841
cellid_000000757-1_1,0.139365,0.13091315,0.3285395,0.2294814,0.24284405,0.27692494,0.24488726,0.24380508,0.20885576,0.3711797,0.44735566,0.8501748,0.23862606,0.18344566,0.19150536,0.25697398,0.21905996,0.20106532,0.20558184,0.12175629,0.3690235,0.17041071,0.13039626,0.27065718,0.18012287,0.1861825,0.31282455
cellid_000000816-1_1,0.20833743,0.12706888,0.20832792,0.6383902,0.48584592,0.504707,0.18401079,0.23203687,0.27395067,0.37014365,0.27561915,0.19087596,0.18709841,0.2588291,0.20224258,0.115570344,0.35309547,0.18826385,0.20344883,0.287289,0.25378653,0.2845311,0.28500968,0.28101605,0.20228043,0.17104755,0.22380964
cellid_000000829-1_1,0.16947144,0.11904569,0.19519043,0.5319915,0.3543585,0.6059467,0.22401585,0.31432387,0.11793524,0.26022848,0.3144271,0.15565357,0.20669782,0.2311564,0.10532226,0.15509185,0.18525784,0.19526872,0.14175369,0.19259533,0.26371875,0.14417374,0.110115595,0.253168,0.16185243,0.16662034,0.06926707
cellid_000000849-1_1,0.20114811,0.20792094,0.3357425,0.8025494,0.49959567,0.53616667,0.31902874,0.46101665,0.22636245,0.553035,0.35615173,0.47374046,0.31338298,0.27839357,0.25028035,0.30642834,0.48930782,0.31063107,0.32256776,0.30216673,0.5213649,0.44014537,0.3295987,0.29945016,0.44266433,0.27138716,0.2639846
cellid_000000864-1_1,0.123286046,0.18533021,1.4959304,0.29569656,0.22569403,0.14825863,0.24589911,0.21683654,0.23129267,0.26923078,0.27220935,0.26204053,0.2853467,0.2386581,0.19685301,0.1186497,0.18954694,0.13315049,0.15068851,0.21424076,0.3837693,0.1372919,0.109650925,0.18221846,0.21129715,0.27507746,0.19025938
cellid_000000865-1_1,0.64421254,0.29450533,0.55703145,1.1446495,0.87871146,1.2805333,0.724888,0.5823448,1.1503403,0.8447497,0.59932405,0.42427722,0.7812574,0.52209747,0.61190796,0.3304061,0.72867686,0.63893104,0.76259726,0.58002573,0.565742,0.649309,0.83291894,0.5026449,0.6684944,0.8632619,0.6154121
cellid_000000866-1_1,0.14148119,0.22037955,0.38957942,0.7483196,0.35109836,0.5276607,0.2729788,0.3206541,0.66765976,0.44994536,0.57758504,0.33676064,0.38599795,0.33223277,0.26182544,0.1627192,0.3216508,0.2343548,0.22024064,0.1822797,0.3612546,0.22894888,0.2075655,0.3669879,0.195133,0.23446552,0.23497371
cellid_000000874-1_1,0.24287339,0.13575235,0.17757483,0.35947633,0.3274086,0.33500415,0.31317872,0.20611294,0.37217546,0.30243933,0.34184414,0.32828295,0.2578323,0.21521091,0.3107539,0.17948627,0.23743382,0.31266356,0.20158413,0.45332947,0.2241815,0.26364172,0.15087244,0.2932312,0.20717932,0.24884613,0.121241845
cellid_000000923-1_1,0.06657399,0.06728413,0.06467316,0.066482104,0.083252,0.068350814,0.078660496,0.1507442,0.052460548,0.10728777,0.098462604,0.07248888,0.10213218,0.08635069,0.058059935,0.08926807,0.08872634,0.10482304,0.057033066,0.059017237,0.06341354,0.060853537,0.03252019,0.08790415,0.046617452,0.088469505,0.058135998
cellid_000000943-1_1,0.028029218,0.027902843,0.07730283,0.06832948,0.050738167,0.042777706,0.040877137,0.062152557,0.02522937,0.05379031,0.1295643,0.11909392,0.0997141,0.072007276,0.054159082,0.06338727,0.06244465,0.03469129,0.027489247,0.050548874,0.11261522,0.020842576,0.026317725,0.05608908,0.021763852,0.027424214,0.13885632
cellid_000000968-1_1,0.09284049,0.17289248,0.34986717,0.120333545,0.12508556,0.16570996,0.14861041,0.16474546,0.108433,0.21789639,0.19233069,0.10397639,0.2948088,0.32336426,0.10314418,0.30644202,0.118447304,0.16087931,0.10866353,0.18786784,0.16676925,0.0926997,0.07789531,0.1466411,0.20818962,0.09437294,0.096753426
cellid_000000971-1_1,0.33814263,0.21005939,0.32255772,0.65815717,0.45481482,0.65804935,0.30499223,0.28400433,0.38237694,0.40385666,0.50973606,0.51217985,0.38758928,0.39963752,0.30911088,0.288497,0.354152,0.36598822,0.31928188,0.31292525,0.35328248,0.2165246,0.34446454,0.28516972,0.35295674,0.37566826,0.25546882
cellid_000001012-1_1,0.45222974,0.25640914,0.33790407,1.2684851,0.7692103,0.90399855,0.7712628,0.49573216,0.7239742,0.51345205,0.7037236,0.4567002,0.4671315,0.36834005,0.40782347,0.32092914,0.56189233,0.43253383,0.54181707,0.43692538,0.6151609,0.5034906,0.4784027,0.5484973,0.3597411,0.44580844,0.3227435
cellid_000001098-1_1,0.13907008,0.14660609,0.21097924,0.34349173,0.5730673,0.47391888,0.18939796,0.32705384,0.22785334,0.2903939,0.41307545,0.14070863,0.2550314,0.17120945,0.18362474,0.13809901,0.26073992,0.22770764,0.23904045,0.25180888,0.2212133,0.15966482,0.14202344,0.16522004,0.16329569,0.25384334,0.14883871
cellid_000001149-1_1,0.22753982,0.17508045,0.27918065,0.42044017,0.86910355,0.44509324,0.34112674,0.30588487,0.33938202,0.4349304,0.34628224,0.30698544,0.6081628,0.30542335,0.33107108,0.16006838,0.33678222,0.30618238,0.2672964,0.24885468,0.27407718,0.25523156,0.33575425,0.39931804,0.39440536,0.318268,0.20401508
cellid_000001157-1_1,0.20411378,0.12388145,0.14812624,0.49814644,0.30388373,0.28106883,0.29425523,0.26779714,0.25983042,0.35399652,0.20958614,0.29232314,0.18329972,0.18099278,0.22881004,0.1159375,0.2500873,0.19721192,0.25272173,0.21498224,0.3018048,0.1313871,0.11403404,0.183993,0.15377104,0.15669368,0.16437177
cellid_000001180-1_1,0.31965518,0.17106217,0.19559067,0.13474351,0.20051202,0.18270722,0.1823405,0.16028062,0.25766763,0.27025855,0.22446041,0.1414094,0.22873665,0.13409232,0.2824577,0.17104717,0.1928869,0.14173561,0.15484759,0.3595121,0.20217359,0.14537264,0.25402272,0.17173609,0.13480559,0.14486177,0.11538287
cellid_000001184-1_1,0.26950637,0.18882799,0.20736898,0.6593339,0.5428571,0.5482427,0.313208,0.41497055,0.5253029,0.44969666,0.3623363,0.22400114,0.25386494,0.25107345,0.29625112,0.2562167,0.4799814,0.29794145,0.21803549,0.27790865,0.32246703,0.35977286,0.45488417,0.35539126,0.2483953,0.36782086,0.19041933
cellid_000001216-1_1,0.26020846,0.12735592,0.41539222,1.3158772,0.4775317,0.62589806,0.3949637,0.43779314,0.37715173,0.38732946,0.36002037,0.29779282,0.41192803,0.31024522,0.2751851,0.1748918,0.2665956,0.43632382,0.29883224,0.29022193,0.30522513,0.2554203,0.23591445,0.41654074,0.38258755,0.25204864,0.13560991
cellid_000001221-1_1,0.32252324,0.18109228,0.26795527,0.9338836,0.31628945,0.46754524,0.3387341,0.41598484,0.2735153,0.4515587,0.43766168,0.31135592,0.4619481,0.23235296,0.37395325,0.22744651,0.360367,0.32727894,0.2852456,0.36418697,0.3347186,0.36301705,0.27177173,0.39439404,0.3028355,0.38758388,0.34943748
cellid_000001234-1_1,0.1627106,0.23842077,0.3112859,0.6903074,0.22617345,0.34960556,0.2834832,0.30258822,0.26511896,0.2913008,0.39477965,0.51376176,0.34397537,0.40515268,0.24110697,0.29879317,0.24691577,0.15506597,0.18428986,0.2716436,0.41973782,0.16545396,0.16333169,0.27598375,0.24995539,0.28959745,0.67215544
cellid_000001259-1_1,0.10340836,0.066341355,0.16846937,0.15404771,0.20658787,0.105363004,0.19481032,0.1837887,0.10484552,0.20499384,0.17717782,0.18812563,0.15732908,0.0865699,0.15716325,0.08741786,0.16363405,0.115003936,0.15314423,0.16791348,0.15501872,0.09628303,0.12527603,0.10545784,0.116447255,0.11645022,0.09964053
cellid_000001264-1_1,0.9426857,0.14367142,0.20830595,0.18966745,0.2565813,0.17932273,0.2135001,0.17765044,0.28742844,0.2713471,0.21949194,0.22296719,0.21167491,0.23878655,0.36047462,0.1506389,0.20726986,0.3436016,0.30211678,0.7496066,0.21384902,0.24039595,0.78440577,0.17324911,0.17566103,0.43600255,0.16769204
cellid_000001337-1_1,0.5288371,0.27423516,0.39201364,0.58173674,0.6859531,0.8477694,0.5710877,0.6355663,0.50438327,0.8023734,0.63015527,0.47914445,0.5951679,0.5245865,0.60196763,0.40863988,0.86307716,0.64783263,0.5139857,0.7599681,0.43984452,0.46158123,0.4508671,0.3968169,0.5489577,0.46333322,0.6870529
cellid_000001338-1_1,0.05811017,0.15996629,0.16999328,0.12689409,0.21133551,0.10808668,0.082408525,0.113983296,0.06577338,0.13708204,0.13228586,0.16200197,0.124111,0.14202559,0.12722382,0.0999657,0.09512681,0.08406357,0.12308231,0.069094084,0.1377383,0.056487132,0.06305711,0.102663346,0.10176257,0.08785446,0.08609965
cellid_000001340-1_1,0.22892636,0.11576922,0.5760439,0.44456917,0.32266685,0.43896925,0.35836306,0.32145706,0.35431233,0.39942002,0.46872208,0.23039083,0.33385533,0.23163058,0.23839226,0.18861258,0.46670532,0.34675094,0.31215364,0.24660125,0.29748198,0.19230466,0.22689235,0.29012528,0.26405868,0.25729027,0.18333542
cellid_000001358-1_1,0.8197868,0.32742634,0.46163726,1.8111252,1.2105709,1.9257054,0.74264765,0.82329047,0.8372971,0.7503694,0.84727883,0.47047645,0.6294334,0.56886953,0.5659744,0.36076126,0.75302213,0.7220336,0.6938837,0.57297295,0.64275855,0.5882873,1.0461414,0.6007208,0.618326,0.77092135,0.30831987
cellid_000001393-1_1,0.38791907,0.2617751,0.4908543,0.74955505,0.697421,0.87788934,0.4308274,0.46482533,0.5399864,0.5607559,0.5924255,0.69523674,0.45430458,0.6154448,0.369535,0.22331004,0.5080594,0.27646524,0.30995333,0.5145737,0.4700157,0.3076683,0.37450555,0.4473534,0.40904984,0.44338077,0.4040534
cellid_000001431-1_1,0.3453975,0.14855815,0.38489887,1.2238474,0.9150312,1.2427636,0.5066654,0.488719,0.48848653,0.525381,0.6194678,0.3428061,0.6590694,0.33186805,0.4228587,0.19810751,0.698143,0.4846141,0.59214824,0.34583133,0.5110889,0.39040738,0.29418582,0.5226255,0.4662305,0.4144833,0.27021098
cellid_000001432-1_1,0.20694888,0.117568314,0.19787441,0.8040401,0.29761618,0.44064918,0.23646325,0.3048787,0.24045125,0.20826675,0.395811,0.21803565,0.23950787,0.17130162,0.24275337,0.16040161,0.29309806,0.2793552,0.21908373,0.20819996,0.2817764,0.28254026,0.282555,0.2558491,0.22488643,0.15203764,0.1574604
cellid_000001448-1_1,0.5282747,0.20280737,0.32108822,1.4227424,0.8250447,1.0559212,0.6367276,0.5248636,0.54233515,0.6673943,0.5837611,0.524298,0.5636299,0.42340392,0.6664409,0.3011715,0.60727996,0.68575937,0.7428453,0.44319797,0.48359683,0.5163289,0.31337297,0.6535236,0.44308993,0.62188375,0.34643614
cellid_000001466-1_1,0.3109628,0.18643625,0.27203524,1.3917804,1.0538601,0.77411425,0.38131455,0.3725593,0.40144053,0.40409148,0.48390815,0.36363658,0.38875,0.37322918,0.31995186,0.2551216,0.35322076,0.3474079,0.43846753,0.29755092,0.44586486,0.3419345,0.24599344,0.418978,0.29724836,0.55283356,0.28759825
cellid_000001511-1_1,0.18446003,0.10677206,0.15062565,0.2772807,0.43748614,0.31902543,0.22322826,0.2488937,0.5394953,0.3176321,0.24270365,0.17674164,0.2511798,0.18925337,0.23823538,0.13896266,0.13934988,0.1730781,0.22581738,0.25626776,0.21250896,0.28234357,0.1604923,0.18686998,0.18725339,0.28466558,0.12969586
cellid_000001521-1_1,0.43188506,0.17686501,0.29265454,0.26368138,6.3590703,0.44919232,0.30520287,0.61990225,0.69859093,0.44790992,0.49160472,0.32783893,0.4254753,0.35142195,0.34844443,0.1874949,0.3345382,0.5570874,1.3199757,0.37656698,0.3015865,0.36926964,0.9842303,0.28168452,0.38671353,0.29821822,0.17859574
cellid_000001537-1_1,0.58808446,0.19270691,0.30655196,0.4982713,0.5948581,1.2129656,0.43532604,0.46798736,0.50680333,0.47659823,0.7138241,0.35613826,0.39611316,0.46643022,0.33832568,0.2367999,0.4739332,0.48919925,0.4653414,0.39365247,0.32170162,0.3883712,0.4413963,0.39836723,0.33462998,0.28913918,0.21845989
cellid_000001556-1_1,0.19431001,0.12446811,1.0238701,0.32870924,0.22091421,0.29233214,0.21276002,0.24330834,0.18455851,0.2915067,0.3691318,0.24889134,0.33044866,0.16927567,0.16171046,0.19390588,0.1871188,0.1663485,0.25782,0.19280235,0.38415483,0.17105135,0.2594497,0.3206549,0.19818145,0.24630296,0.15529968
cellid_000001582-1_1,0.24607734,0.1203907,0.30843455,0.29155904,0.36154273,0.3733074,0.27036932,0.33459938,0.5139543,0.30814645,0.5243052,0.2266006,0.27359208,0.6742788,0.24103521,0.19645655,0.23333412,0.23603448,0.2826856,0.25454137,0.26026714,0.3042224,0.18478045,0.28015882,0.21469675,0.20937704,0.13826065
cellid_000001593-1_1,0.063814394,0.05813078,1.5728846,0.12930751,0.11115728,0.07758961,0.09755741,0.112099044,0.05917171,0.14349833,0.16823736,1.633563,0.21715204,0.15207441,0.0745822,0.10672461,0.1394945,0.079831645,0.07756789,0.086112395,0.21887833,0.09020976,0.050176706,0.16956262,0.07051511,0.077249676,0.13626018
cellid_000001594-1_1,0.14957744,0.31042674,0.36185792,0.3193496,0.29832175,0.18658629,0.21436366,0.39776024,0.21117498,0.2737643,0.32536536,0.21740845,0.296436,0.30603397,0.2167607,0.341232,0.3467064,0.2401577,0.3228776,0.23652527,0.30203173,0.15710093,0.16120808,0.21378729,0.16370894,0.20003416,0.13971734
