,meanscell_abundance_w_sf_0,meanscell_abundance_w_sf_1,meanscell_abundance_w_sf_2,meanscell_abundance_w_sf_3,meanscell_abundance_w_sf_4,meanscell_abundance_w_sf_5,meanscell_abundance_w_sf_6,meanscell_abundance_w_sf_7,meanscell_abundance_w_sf_8,meanscell_abundance_w_sf_9,meanscell_abundance_w_sf_10,meanscell_abundance_w_sf_11,meanscell_abundance_w_sf_12,meanscell_abundance_w_sf_13,meanscell_abundance_w_sf_14,meanscell_abundance_w_sf_15,meanscell_abundance_w_sf_16,meanscell_abundance_w_sf_17,meanscell_abundance_w_sf_18,meanscell_abundance_w_sf_19,meanscell_abundance_w_sf_20,meanscell_abundance_w_sf_21,meanscell_abundance_w_sf_22,meanscell_abundance_w_sf_23,meanscell_abundance_w_sf_24,meanscell_abundance_w_sf_25,meanscell_abundance_w_sf_26
cellid_000042630-1_3,0.086196326,0.16255501,0.23008978,0.13399139,0.19102691,0.11721385,0.18421352,0.14643961,0.07496958,0.1542713,0.19174843,0.17126253,0.18951206,0.16813695,0.09356448,0.18211576,0.20930569,0.107115716,0.1184274,0.09440249,0.24145912,0.10010331,0.06831665,0.1209895,0.1077991,0.12263932,0.46896726
cellid_000042631-1_3,0.81521624,1.7343122,0.5999222,0.55174154,0.5381962,0.78621554,0.80118066,0.61816174,0.5311244,0.74858755,0.70186716,0.5611803,0.5587914,0.46941835,0.56475884,0.57758427,0.55173904,0.68157244,0.58010477,0.6314361,0.5405359,0.60490197,0.48201966,0.7291347,0.64563537,0.55810374,0.47921017
cellid_000042633-1_3,0.14922734,0.15959564,0.18713339,0.26450574,0.11374616,0.21852793,0.33166572,0.1650381,0.2129011,0.2848139,0.21896335,0.24224494,0.16898723,0.23055023,0.1809979,0.22186077,0.19910896,0.14780782,0.12324286,0.19862351,0.2668057,0.20372035,0.09840587,0.23690428,0.14902133,0.17345792,0.23292644
cellid_000042639-1_3,0.08851422,0.049107227,0.19832216,0.19735493,0.15789142,0.15058877,0.19195908,0.12654644,0.1409202,0.17658105,0.15893301,0.22076048,0.12866397,0.17964996,0.1254826,0.09177429,0.14339927,0.13117856,0.17255339,0.11570655,0.12893863,0.10332067,0.09353404,0.13983779,0.13231301,0.14641024,0.08961175
cellid_000042642-1_3,0.667321,0.30290002,0.5407189,1.1664429,0.598707,0.7220513,2.25098,0.6810613,0.68854773,0.73769116,0.88809097,0.5972775,0.725353,0.6076612,0.7412145,0.4404712,0.91425323,0.89059716,0.5023838,0.649284,0.6282487,0.8433887,0.47733372,1.0629879,0.56865454,0.4675972,0.44803274
cellid_000042644-1_3,0.5415157,0.27288032,0.42045102,0.71245843,0.38534224,0.5550014,1.412737,0.54234624,0.35829344,0.54324526,0.5492965,0.3699683,0.5730547,0.4831051,0.5548069,0.3518528,0.40796298,0.48421243,0.4095398,0.3966881,0.5750212,0.6346496,0.24519907,0.49496022,0.49682254,0.30666518,0.47829494
cellid_000042645-1_3,0.85384727,0.27760258,0.33133373,0.6892453,0.4482354,0.84821045,0.92175615,0.5146777,0.56195754,0.6138649,0.5338092,0.373636,0.5530674,0.52281845,0.5949836,0.30145928,0.47543564,0.538913,0.35504147,0.47153094,0.44255614,0.77308726,0.37817967,0.46180898,0.4489559,0.3718146,0.25068846
cellid_000042653-1_3,1.2741071,4.772507,1.2145033,1.2690543,1.2555044,1.4320105,1.3187217,1.4275535,1.0471526,1.5998138,1.3545854,1.2234222,1.2674681,1.4814291,1.103506,1.7019986,1.1308312,1.4773074,1.0987186,1.3119415,1.5060501,1.1603174,1.1361437,1.4373049,1.0771825,1.0170541,1.6668097
cellid_000042659-1_3,0.2299287,0.1410835,0.1253653,0.27962497,0.16357645,0.16940922,0.31501657,0.23238,0.1663255,0.2921556,0.23920923,0.21896459,0.17360638,0.15262014,0.19011915,0.14585605,0.24327607,0.1574856,0.12214705,0.2424992,0.30086175,0.27358073,0.11888524,0.21720989,0.13622439,0.19103883,0.20776919
cellid_000042662-1_3,0.30577648,0.11210431,0.17356531,0.2617919,0.15217291,0.3117173,0.18889937,0.19174148,0.09387261,0.23997806,0.5685499,0.1468669,0.2524688,0.19554351,0.23774652,0.16555968,0.22248182,0.1372255,0.18130277,0.28059658,0.18512602,0.27822506,0.11185159,0.18599756,0.1297214,0.21448286,0.11640845
cellid_000042663-1_3,0.5601444,0.20308714,0.26295707,0.38442746,0.31915748,0.48304206,0.48698676,0.39265323,0.31051114,0.44193918,0.38007432,0.21779074,0.3071884,0.3484538,0.24252939,0.38799167,0.33475044,0.42833155,0.30120552,0.23500116,0.2422877,0.3192618,0.3302742,0.36865646,0.31598052,0.24842127,0.20458353
cellid_000042669-1_3,0.99184835,0.65472543,0.5159134,0.8154476,0.7352958,1.0794505,0.74063647,0.7824652,0.6184034,0.8608668,0.52618176,0.50537837,0.5438301,0.5111303,0.6072774,0.6657624,0.5658251,0.6618249,0.5376403,0.5209927,0.59134936,0.68828887,0.69350207,0.7621061,0.62851685,0.5985637,0.34425718
cellid_000042670-1_3,0.42018834,0.20599134,0.37985924,0.45373845,0.34201106,0.4089513,0.6332115,0.34619236,0.38922542,0.48724815,0.5073207,0.30520353,0.43836263,0.4236636,0.4763852,0.23712677,0.42608505,0.5310284,0.38801852,0.40745008,0.32081163,0.4898365,0.41698605,0.5883607,0.35555896,0.30114073,0.48756972
cellid_000042682-1_3,1.252568,0.3500561,0.6754188,1.0263925,1.0867296,1.008696,0.77326566,0.7058794,0.8897319,0.78626585,0.64931214,0.76093346,0.8115913,0.5582648,0.5507775,0.4783419,0.64469314,0.59211355,0.89579093,0.7739468,0.72681344,0.7138846,1.3844148,0.71836644,0.8071619,0.58043474,0.49003536
cellid_000042693-1_3,0.30480042,0.12391946,0.17683446,0.28528678,0.23342502,0.30682784,0.28302673,0.28536758,0.317355,0.27019334,0.28881797,0.14913826,0.18693222,0.15231627,0.2713501,0.14446324,0.21323563,0.27531266,0.3045874,0.25369805,0.2646202,0.28147468,0.12243002,0.20373139,0.20785673,0.23927347,0.09778534
cellid_000042694-1_3,0.42240977,0.38059866,0.46636376,0.38332886,0.3696504,0.42124644,0.530455,0.4524123,0.38816893,0.5335377,0.530556,0.33052775,0.35486305,0.34402344,0.4230167,0.25903422,0.4269592,0.57296556,0.3356954,0.3063205,0.33369195,0.38412723,0.23168296,0.55048454,0.39927113,0.26410788,0.43253693
cellid_000042703-1_3,0.60852784,0.22905168,0.2511704,0.43177179,0.3055385,0.30240607,0.5562122,0.31468552,0.2674946,0.49258518,0.5434853,0.20649299,0.38071153,0.3616693,0.33104053,0.2500835,0.44587955,0.21584451,0.32797992,0.32946056,0.27494657,0.29010093,0.14005524,0.37807384,0.26450732,0.24767114,0.17959005
cellid_000042710-1_3,0.24789093,0.1280997,0.18349071,0.5116608,0.19739701,0.32960206,0.40065837,0.24000691,0.18827315,0.50436366,0.35365155,0.28215477,0.2328312,0.24816425,0.3442485,0.13695922,0.30704242,0.34038222,0.2529425,0.28341067,0.32187492,0.35671932,0.16554238,0.43752074,0.21408537,0.17042248,0.19383556
cellid_000042711-1_3,0.2617504,0.34511033,0.29346412,0.2063438,0.21491227,0.27789012,0.25347602,0.20830622,0.24594632,0.29553315,0.274655,0.2299174,0.3742755,0.24690361,0.22318402,0.20740409,0.35235894,0.21308792,0.153928,0.24860564,0.28619727,0.2695277,0.2968179,0.20729773,0.16814674,0.11073351,0.28968883
cellid_000042715-1_3,0.67901874,0.25507417,0.49566424,0.9036648,0.43270832,0.8698621,1.1512014,0.59609175,0.4255223,0.6484139,0.55325955,0.41098,0.67665845,0.48369244,0.60979915,0.28107196,0.46486136,0.4530281,0.4918806,0.4524104,0.5550831,0.83002496,0.20883268,0.5755119,0.5246342,0.43173534,0.2783696
cellid_000042722-1_3,0.7235462,0.26586753,0.47359085,0.665262,0.57697314,0.65185285,1.8064384,0.48684257,0.4165697,0.54205155,0.68589455,0.4478438,0.45220608,0.38784242,0.51383203,0.28816766,0.57427984,0.49375442,0.58569276,0.5476341,0.48953012,0.6022091,0.26453492,0.5305207,0.46580592,0.40050456,0.4174468
cellid_000042728-1_3,0.22723623,0.12537801,0.124761775,0.22384608,0.17723173,0.21696348,0.26388484,0.25109482,0.12095263,0.25436214,0.2734495,0.13405462,0.21421392,0.12643959,0.28996393,0.09488292,0.22030644,0.16440634,0.16130932,0.19137344,0.17627701,0.15998203,0.070434116,0.15839437,0.170121,0.11323252,0.16562536
cellid_000042730-1_3,1.1560335,0.27447784,0.49720463,0.63765305,0.45983002,1.0300819,1.4190965,0.5745748,0.45905206,0.7343856,0.63974166,0.63279843,0.39829636,0.5094022,0.80976605,0.3078418,0.5048419,0.64885414,0.45467728,0.5895804,0.52202666,0.9793331,0.55657476,0.44484517,0.52719855,0.56417066,0.4012622
cellid_000042731-1_3,0.27049083,0.40162742,0.48575392,0.27574965,0.33821097,0.30041942,0.40162498,0.40699098,0.35269803,0.4258411,0.296505,0.38098836,0.3320263,0.28994796,0.3500415,0.22573963,0.36052045,0.28683788,0.29785916,0.3039357,0.30818975,0.30467993,0.3983897,0.38710788,0.37694377,0.29853603,0.33854407
cellid_000042738-1_3,0.54438245,1.1270571,0.30644265,0.43672818,0.37788036,0.54089546,0.47837108,0.43172315,0.27997693,0.5016146,0.4917634,0.42104828,0.30659813,0.48925078,0.37782112,0.5601346,0.40242085,0.49816158,0.54660875,0.39926365,0.46836987,0.38762105,0.41323814,0.43643215,0.35579383,0.20240289,0.41379592
cellid_000042739-1_3,0.26757142,0.38933128,0.21045503,0.487657,0.27953517,0.88330984,0.41820762,0.3838219,0.24828339,0.3723788,0.42127272,0.32007915,0.36938065,0.2854616,0.21315637,0.43580467,0.35712186,0.36574686,0.27558917,0.2462566,0.3785203,0.42345414,0.15597537,0.42093006,0.25507706,0.17542769,0.31481254
cellid_000042747-1_3,0.4280256,0.22688602,0.36325568,0.95937175,0.39180702,0.57819444,1.6186419,0.43310302,0.40814444,0.5475989,0.50827307,0.43762624,0.36251637,0.39574936,0.66914016,0.30435565,0.40667954,0.3521121,0.49188536,0.44965735,0.44449103,0.65799177,0.21629898,0.669133,0.2855479,0.26252833,0.26594085
cellid_000042749-1_3,0.07101315,0.1186237,0.21222298,0.19179626,0.10368688,0.11227122,0.11825205,0.11885515,0.06972779,0.15681486,0.212442,3.0995312,0.11914314,0.16248915,0.09547284,0.20710498,0.13650176,0.088846706,0.08406649,0.13306421,0.29046422,0.09258025,0.05183884,0.19723421,0.14610675,0.08847845,0.18444954
cellid_000042752-1_3,0.19102244,0.10353731,0.19562124,0.14006987,0.23872241,0.2699076,0.5563138,0.30580598,0.18540919,0.28705427,0.41616318,0.19604096,0.27259213,0.15563622,0.22266656,0.11281817,0.1750758,0.16541792,0.18275276,0.21838497,0.21266308,0.24093172,0.12155997,0.35780895,0.203503,0.12995276,0.34248832
cellid_000042756-1_3,0.12527472,0.35943967,0.4970023,0.22974,0.18167639,0.2122889,0.16861334,0.25201067,0.14760084,0.28872284,0.2247334,1.2960073,0.28642264,0.27817884,0.18417929,0.32807443,0.3720662,0.19613265,0.15872502,0.19539946,0.68722963,0.19017404,0.18091646,0.2364825,0.123469256,0.20817654,1.9654869
cellid_000042762-1_3,0.08758595,0.14715727,0.15670796,0.088182256,0.12742837,0.13768941,0.22144783,0.17675528,0.10525632,0.19762951,0.117763594,0.13049248,0.1541444,0.11051422,0.09803374,0.12226418,0.13314629,0.11615428,0.108979076,0.08183626,0.17891422,0.10688033,0.038639843,0.102088615,0.101593584,0.07537881,0.07866386
cellid_000042765-1_3,0.5213039,0.18041857,0.30526334,0.6282919,0.54858327,0.6171027,0.7805282,0.5825767,0.38404068,0.4872327,0.5305512,0.449337,0.41809237,0.36245304,0.38340816,0.21910134,0.5287624,0.5192463,0.6230624,0.4300592,0.4017838,0.6532528,0.38604406,0.6964699,0.5876187,0.3472962,0.32328376
cellid_000042771-1_3,0.23125009,0.17295973,0.2550001,0.2519085,0.21521898,0.3010554,0.38430917,0.2446161,0.27420336,0.3570467,0.26477274,0.27126008,0.36347112,0.21639605,0.3802746,0.16109383,0.26484233,0.37568915,0.25517637,0.33122236,0.26125666,0.35348737,0.13517372,0.2529005,0.2098089,0.28799033,0.13423246
cellid_000042782-1_3,0.3268163,0.14113913,0.22916856,0.2810845,0.20702587,0.29446483,0.5569859,0.32436958,0.26412907,0.34822705,0.32781133,0.32056972,0.3544963,0.2514541,0.28794953,0.21378209,0.29215184,0.242198,0.23357996,0.403262,0.3902055,0.43186492,0.17300285,0.40838447,0.23311166,0.2016058,0.5211426
cellid_000042786-1_3,0.6439419,1.1138995,0.48458833,0.6356785,0.57969475,0.6223233,0.59613717,0.7317775,0.82252043,0.67663974,0.6490264,0.51449955,0.58245915,0.58752495,0.58072793,0.70993096,0.54116255,0.6994432,0.82294214,0.7431818,0.6682316,0.6175477,0.6650804,0.536229,0.5124493,0.45607644,0.5062991
cellid_000042789-1_3,0.40267116,0.19225806,0.27029982,0.7349956,0.25302482,0.4261574,1.3359272,0.31686586,0.3507563,0.4438486,0.58984554,0.41294453,0.3716576,0.30993727,0.40440574,0.21353163,0.48432082,0.34452865,0.30717656,0.37112302,0.3351003,0.3942761,0.1980836,0.42188138,0.2912354,0.24954116,0.28127792
cellid_000042790-1_3,0.39489925,0.5572844,0.5028569,0.6025002,0.43380547,0.51850814,0.71473086,0.5516746,0.4757656,0.71234155,0.60590655,1.4298282,0.482792,0.63921064,0.4878675,0.72337645,0.6031018,0.45084938,0.4925008,0.6557355,1.1885277,0.5282635,0.46986234,0.639123,0.4546979,0.40573233,1.271793
cellid_000042817-1_3,0.20915024,0.92984235,0.2622292,0.22087456,0.18915428,0.18999732,0.1647601,0.26448336,0.1471621,0.25806475,0.25692594,0.27791217,0.18803816,0.3074162,0.1809058,0.39446273,0.18059349,0.19588383,0.15087381,0.2411521,0.19417927,0.15070798,0.08308086,0.35988164,0.1755245,0.12965903,0.40511215
cellid_000042818-1_3,0.45523074,0.16802077,0.28649616,0.41270313,0.34167743,0.63487947,0.6664192,0.37510964,0.3258263,0.38850623,0.3055986,0.4646353,0.40795943,0.30494085,0.5240326,0.18902057,0.3754022,0.41456237,0.32788315,0.3751644,0.38899705,0.5162661,0.41306794,0.49978742,0.34992912,0.17470038,0.28850463
cellid_000042823-1_3,0.055255596,0.20720066,0.1238772,0.13847415,0.08353135,0.072922155,0.15932702,0.14245054,0.080023006,0.18008293,0.19366239,0.37415078,0.14682938,0.73741114,0.12722918,0.33005118,0.14068851,0.06426155,0.08755246,0.13169031,0.18222088,0.0880552,0.069045275,0.17763415,0.07707857,0.15180123,1.0164024
cellid_000042830-1_3,0.29360452,0.14489569,0.2169614,0.30812702,0.28392953,0.40426788,0.4321842,0.34794068,0.22744629,0.48263413,0.47460198,0.19643633,0.3536905,0.35031077,0.31028545,0.15368538,0.4353094,0.29048786,0.39650306,0.3203579,0.25801924,0.54044634,0.28159693,0.46419597,0.3315672,0.3057908,0.31162947
cellid_000042831-1_3,1.0695416,0.23908117,0.42215016,1.3100917,0.40687028,0.7162281,0.9808471,0.63613874,0.44268817,0.6802246,0.75878507,1.097273,0.49536055,0.46281224,0.51948285,0.31803715,0.5738094,0.4673139,0.44331765,0.57803965,0.6454381,0.8434972,0.36909637,0.49881563,0.6722671,0.4083357,0.502202
cellid_000042842-1_3,0.5237404,0.28061354,0.38173488,0.45288777,0.40656358,0.5726412,0.6996609,0.5360925,0.34736383,0.4936536,0.4712612,0.2819311,0.4758248,0.50687784,0.37540662,0.25813964,0.52920514,0.44373563,0.40903285,0.49772355,0.39697567,0.5543068,0.38256276,0.47513625,0.4345101,0.39330205,0.3607914
cellid_000042849-1_3,0.6633112,0.28041545,0.3234079,0.45049804,0.35680237,0.52485853,0.64716744,0.43239608,0.3653167,0.497159,0.6423002,0.4255125,0.47165358,0.40368554,0.44237542,0.34290344,0.42453393,0.38531408,0.41348684,0.44783446,0.41162762,0.60250956,0.33698562,0.59778875,0.40787983,0.30613467,0.34957373
cellid_000042853-1_3,0.36604223,0.15166414,0.3003262,0.384297,0.22426948,0.35703227,0.5768146,0.3761593,0.22247715,0.45077622,0.44898525,0.25646472,0.27979165,0.53236794,0.31061253,0.28249854,0.31654218,0.26341835,0.22205223,0.33454373,0.4103252,0.4443098,0.106316544,0.5432778,0.28317085,0.25917193,0.33413944
cellid_000042857-1_3,0.41385528,0.37684873,0.3622642,0.66198516,0.36336884,0.5410331,1.9112847,0.44211793,0.31344014,0.5671051,0.53211,0.36395425,0.40396568,0.40799728,0.49307364,0.30400956,0.54947394,0.3394027,0.3014821,0.47194946,0.48607692,0.45490646,0.14341652,0.61615974,0.3822017,0.25775987,0.23623127
cellid_000042862-1_3,0.28086895,0.85719156,0.25048274,0.27374968,0.26868615,0.28461087,0.9712258,0.31044063,0.20976815,0.3631797,0.36438859,0.30025557,0.27352992,0.2505281,0.38032806,0.29493356,0.6078296,0.24740462,0.27363387,0.32279134,0.34620574,0.3155562,0.12919345,0.34844667,0.237985,0.2149443,0.3354372
cellid_000042866-1_3,0.2959853,0.103291295,0.24287999,0.45433843,0.2262084,0.37083885,0.5690231,0.24838234,0.20521054,0.33406118,0.35930023,0.169333,0.24682388,0.29775345,0.25171733,0.16109833,0.21703292,0.16438077,0.21236978,0.20807333,0.20469691,0.32225648,0.13593386,0.5080871,0.21971028,0.17971234,0.15866722
cellid_000042867-1_3,0.18702602,0.1508955,0.21677512,0.32166553,0.18169433,0.21090573,0.22576866,0.18012923,0.1360378,0.29746023,0.22014111,0.22275652,0.2826309,0.32729885,0.21972466,0.11705041,0.26368284,0.15491982,0.18692963,0.1931242,0.32261795,0.2565381,0.1604188,0.24865076,0.20303936,0.12750058,0.43431664
cellid_000042868-1_3,0.20398693,0.11074798,0.13120535,0.25546604,0.21773642,0.17335795,0.27128696,0.24718535,0.15380414,0.2827001,0.24001606,0.16023777,0.2439189,0.20955792,0.53644204,0.14046177,0.27556857,0.27974018,0.2311013,0.23095159,0.21249439,0.34025517,0.14613327,0.15595445,0.15816227,0.21618456,0.14343233
cellid_000042878-1_3,0.38932654,0.13079582,0.20064792,0.44927815,0.2145961,0.35913265,0.34072873,0.22288464,0.29547143,0.4084385,0.25086567,0.23224911,0.28579602,0.2641178,0.35040206,0.20350786,0.27525073,0.41968787,0.26045525,0.40862668,0.20576178,0.58120966,0.21490517,0.2651773,0.21274823,0.24779311,0.34501484
cellid_000042887-1_3,0.51096797,0.16080685,0.4825779,0.571643,0.46309176,0.5312886,1.0977137,0.36841238,0.30128267,0.34451795,0.42167646,0.54205835,0.3340208,0.32401153,0.3855162,0.18757752,0.25454026,0.30797875,0.38768318,0.37362593,0.3565937,0.5427415,0.6298511,0.36661008,0.35212526,0.28375012,0.236904
cellid_000042891-1_3,3.188787,2.4436567,1.429865,2.1676993,2.122305,2.6427805,2.3953092,1.80838,2.095877,2.1388938,1.9913629,1.6018264,1.8735617,1.7669591,2.0059416,1.4496154,1.7204971,2.4289472,1.9457169,1.7599688,1.6838171,2.0175653,1.8895166,1.6820723,2.1265047,1.4348538,1.3988262
cellid_000042897-1_3,0.47188735,0.26175666,0.34646773,0.5836054,0.33192965,0.4580957,0.8475454,0.4040333,0.3059876,0.420951,0.46699718,0.29313403,0.38052917,0.441721,0.53177696,0.3157375,0.4816223,0.5080448,0.4776125,0.33838502,0.3877888,0.561518,0.19824709,0.57091707,0.37446904,0.4903553,0.29357213
cellid_000042904-1_3,0.2092414,0.14570071,0.15709986,0.25961238,0.14980784,0.25027764,0.5271539,0.38014716,0.19378042,0.29074004,0.27191553,0.17748457,0.19533871,0.12260468,0.1707244,0.19806707,0.25872332,0.23100184,0.18019058,0.157912,0.1832928,0.39869502,0.15016271,0.2768309,0.1881098,0.14971095,0.12611204
cellid_000042907-1_3,0.19115075,0.13291076,0.18099628,0.17851475,0.1896993,0.1514907,0.15902746,0.18162672,0.1412999,0.22197098,0.23534286,0.11200717,0.15886894,0.16756937,0.15331624,0.10612641,0.1690271,0.14137113,0.18279833,0.18554577,0.1376108,0.2943542,0.08652642,0.1543908,0.12473034,0.15263072,0.08607485
cellid_000042909-1_3,1.1436946,0.34137592,0.66625917,0.9234314,0.5723158,1.0428758,1.1810968,0.68031645,0.65033114,0.8383451,0.7316826,0.80260766,0.7027507,0.70241684,0.79237425,0.47138155,0.8902086,0.7665729,0.75399095,0.8331793,0.95410126,1.2544243,0.62068695,0.5941753,0.6233882,0.6209968,0.6354248
cellid_000042912-1_3,0.22237404,0.21486424,0.23606002,0.21520954,0.22715746,0.24569109,0.46426007,0.28513965,0.25410265,0.31734735,0.42529,0.18291639,0.17881548,0.34300762,0.29919925,0.27191368,0.32947472,0.19964966,0.21262488,0.26776025,0.34547058,0.2322424,0.18530817,0.3109562,0.19573857,0.32984376,0.27911153
cellid_000042913-1_3,0.13536476,0.80668616,0.13398127,0.1274885,0.09652185,0.14189278,0.23247741,0.1539354,0.072207645,0.18992102,0.16460396,0.16386509,0.18333198,0.18623672,0.1652864,0.22056702,0.16668148,0.09873146,0.09411082,0.1503158,0.253222,0.12416261,0.07451002,0.20491499,0.108491056,0.08209608,0.29795018
cellid_000042918-1_3,1.4103721,0.3217245,0.58033144,1.1813881,0.82862985,1.1810895,1.1778405,0.79080033,0.9095767,0.8376088,0.6233855,0.49147484,0.68466127,0.5380937,0.7199817,0.37520015,0.6781467,0.9918301,0.8141945,0.6026601,0.6717358,1.3197366,0.5030663,0.7298217,0.73086286,0.5912937,0.41863754
cellid_000042932-1_3,0.79632926,0.28020057,0.49996144,0.77472556,0.4844529,0.8119425,1.3076123,0.5955081,0.52688646,0.82359636,0.66800505,0.53060424,0.5551858,0.59436315,0.5650074,0.4048684,0.6455301,0.6092254,0.5395823,0.60867745,0.6564841,0.81781465,0.5602108,0.9068849,0.71927506,0.40292224,0.5945645
cellid_000042950-1_3,0.9562413,1.2722363,0.7401061,0.7901513,0.8759021,1.2743968,0.8791119,0.7972507,0.7340343,0.87930536,1.0604693,0.5915623,0.69825953,0.7665249,0.7126749,0.5812812,0.7165579,0.7943356,0.82702875,0.5920176,0.8235018,0.6922032,0.65019226,0.80893904,0.7883332,0.6520296,0.9175889
cellid_000042953-1_3,0.39371717,0.50451493,0.3142404,0.4060458,0.32487518,0.64166456,0.49429938,0.3171527,0.23413935,0.43135807,0.31591308,0.2891649,0.36245692,0.25809366,0.30455524,0.2851432,0.3229697,0.38236263,0.2737824,0.35860482,0.4031902,0.31489456,0.2598018,0.38891992,0.47830704,0.3948972,0.3257871
cellid_000042954-1_3,0.0756344,0.31020778,0.5895617,0.16718598,0.13638417,0.11836366,0.11396584,0.19548641,0.0803758,0.18576922,0.1871389,0.5209481,0.16264124,0.20805685,0.10075954,0.30072606,0.19049221,0.08555827,0.14886366,0.104812324,0.25996628,0.1093693,0.07864634,0.16293667,0.09756963,0.112340756,2.1051278
cellid_000042957-1_3,0.48232594,0.35122937,0.25143197,0.57196116,0.2652003,0.7262911,1.1225069,0.4378406,0.18891661,0.5025682,0.4394281,0.4054099,0.4916567,0.29869142,0.53911865,0.31362975,0.43475842,0.4964123,0.32135734,0.39575127,0.40512034,0.43982494,0.20237921,0.42758617,0.38766056,0.31541508,0.30600175
cellid_000042961-1_3,0.4503121,0.15685154,0.20336878,0.55521756,0.23894462,0.461352,0.5846342,0.33285084,0.27247056,0.36747307,0.34335712,0.25325,0.279792,0.20014422,0.28499594,0.1703015,0.3210334,0.43015346,0.33132482,0.26050627,0.25462377,0.5465549,0.17154923,0.42136967,0.31552196,0.15553357,0.19597033
cellid_000042969-1_3,0.09802303,0.117298536,0.14292927,0.12876981,0.16057374,0.13711827,0.21448842,0.20273846,0.119768836,0.18123177,0.16199686,0.1333094,0.1538391,0.10520316,0.15212469,0.10416725,0.091951154,0.10812786,0.108525954,0.12380403,0.13363901,0.11457291,0.08251669,0.09756032,0.112752706,0.089441754,0.10134246
cellid_000042983-1_3,0.42915156,0.1907871,0.2804234,0.4837054,0.3811922,0.45447162,0.53583163,0.35826343,0.32875705,0.57791805,0.39682335,0.27293694,0.40797177,0.2954265,0.5946851,0.22987215,0.35518754,0.54965985,0.42097422,0.3986951,0.39873585,0.42663997,0.22029223,0.3585393,0.3175701,0.30481824,0.26932374
cellid_000042988-1_3,0.14349927,0.25808284,0.2691277,0.2887855,0.25835687,0.24616012,0.51089734,0.27948335,0.23966934,0.38860157,0.3191023,0.39592418,0.27735394,0.29076526,0.17428222,0.27736822,0.27818483,0.2718542,0.1899367,0.19118252,0.37640426,0.23835443,0.17588015,0.32878503,0.24386841,0.17525014,0.31569722
cellid_000042989-1_3,0.11033164,0.17957522,0.17524657,0.23811501,0.15996143,0.16364843,0.21064691,0.28482926,0.1339054,0.20455681,0.27511916,3.5458338,0.21220481,0.27779567,0.1552618,0.29496622,0.21033664,0.12781626,0.14799005,0.15878369,0.44847497,0.14860861,0.10783837,0.27486965,0.13508147,0.1370966,0.15505165
cellid_000043006-1_3,0.26514944,0.18060201,0.19075017,0.5234999,0.21385173,0.25744608,0.46937764,0.24365792,0.27355078,0.32983312,0.22959228,0.28044108,0.24149561,0.16118586,0.2614046,0.19735573,0.2581968,0.20951253,0.24559702,0.21575478,0.31257096,0.37048137,0.094639584,0.29988372,0.17494574,0.16594371,0.20953505
cellid_000043015-1_3,0.9266606,0.31873825,0.48812044,1.8721442,0.61234903,1.3397245,0.8798627,0.69261813,0.63749796,0.8233531,0.7608519,0.4135,0.8179409,0.5394742,0.7628933,0.31915686,0.75468373,0.55448747,0.7084269,0.6666952,0.6291276,0.78512263,0.49043986,0.6143172,0.5948919,0.65135384,0.3536585
cellid_000043030-1_3,0.9068909,0.32091415,0.6281527,0.9634002,0.89255977,0.930464,1.0857655,1.2226355,0.7535964,1.036622,0.68138885,0.5451317,0.80489767,0.71646065,0.8733429,0.58019453,0.8742802,0.8033559,0.9538179,0.75691956,0.68542206,0.90943164,1.0571305,0.87949175,0.8045998,0.624009,0.5931194
cellid_000043046-1_3,1.0376259,2.0329387,0.993894,0.9993208,0.8922992,1.0369776,1.2507685,1.048683,0.75125855,1.0042479,0.9290564,1.0633953,0.887598,1.1138898,0.84082663,1.0049641,1.0418098,1.0274115,0.780568,1.0017424,0.85853744,1.014075,0.7956995,0.7401001,0.94403183,0.85428464,1.1540092
cellid_000043048-1_3,0.16788584,0.16966307,0.22595732,0.40026867,0.16811436,0.31063172,0.513117,0.2463694,0.18492849,0.2536277,0.41210976,0.17950748,0.2767993,0.25403422,0.18400137,0.11319651,0.28866008,0.16471988,0.1797465,0.16544054,0.22355808,0.2140369,0.121232554,0.27254027,0.18322924,0.15019172,0.13541786
cellid_000043051-1_3,0.020744676,0.111052215,0.144177,0.058122672,0.058529142,0.037083503,0.051523495,0.087442294,0.043972444,0.07807701,0.16742276,0.664808,0.1155063,0.1106295,0.052839737,0.23337188,0.08989919,0.05041759,0.060610604,0.07364303,0.32216123,0.032372452,0.021149619,0.06298202,0.07766041,0.039808966,0.1319661
cellid_000043052-1_3,0.55560213,0.69397134,0.6269494,0.906213,0.6168695,0.74363387,1.0655994,0.8953755,0.5027709,0.97882766,0.74778575,1.9072303,0.8933828,1.004024,0.61044085,0.7530811,0.9333813,0.798229,0.5041916,0.721604,1.2721938,0.62314105,0.53177786,0.90868324,0.81362134,0.5913235,1.7185445
cellid_000043053-1_3,0.53286344,0.360986,0.49614343,0.81804967,0.5223953,0.6547354,1.1962347,0.68602914,0.6435821,0.68162155,0.7283754,0.8834965,0.5511541,0.68633085,0.7357728,0.4738152,0.59682786,0.47875908,0.51126134,0.62930727,0.77827287,0.67046046,0.36798713,0.6233372,0.46631172,0.46604806,0.61126363
