dissection,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
In,0.2132438,0.36404705,0.34529898,0.22662906,0.26092732,0.2118628,0.23026086,0.25178942,0.20154351,0.26591408,0.28834283,0.29473966,0.25488442,0.23441501,0.23275426,0.24088031,0.23641571,0.20975664,0.21832293,0.2153807,0.26981914,0.2060368,0.1956403,0.2568282,0.18004024,0.1948346,0.24859464
