,q95cell_abundance_w_sf_0,q95cell_abundance_w_sf_1,q95cell_abundance_w_sf_2,q95cell_abundance_w_sf_3,q95cell_abundance_w_sf_4,q95cell_abundance_w_sf_5,q95cell_abundance_w_sf_6,q95cell_abundance_w_sf_7,q95cell_abundance_w_sf_8,q95cell_abundance_w_sf_9,q95cell_abundance_w_sf_10,q95cell_abundance_w_sf_11,q95cell_abundance_w_sf_12,q95cell_abundance_w_sf_13,q95cell_abundance_w_sf_14,q95cell_abundance_w_sf_15,q95cell_abundance_w_sf_16,q95cell_abundance_w_sf_17,q95cell_abundance_w_sf_18,q95cell_abundance_w_sf_19,q95cell_abundance_w_sf_20,q95cell_abundance_w_sf_21,q95cell_abundance_w_sf_22,q95cell_abundance_w_sf_23,q95cell_abundance_w_sf_24,q95cell_abundance_w_sf_25,q95cell_abundance_w_sf_26
cellid_000067188-1_1,0.76525855,0.61539835,0.81084466,0.68803746,0.8579565,0.74102414,0.69048065,0.8322,0.69565535,1.2068477,1.6031374,0.84446263,1.110033,1.1652896,1.0122073,0.5781119,8.436948,0.721441,1.1525161,0.8903309,1.0896127,1.1353425,0.9989544,0.88687104,0.89712554,1.1042727,0.80835366
cellid_000067194-1_1,0.25734144,0.61833966,0.53244233,0.52038485,0.42217284,0.5268898,0.4615764,0.45563558,0.3927658,0.5769761,5.6707034,0.5154452,0.6717489,0.35880002,0.47046074,0.3249795,1.034244,0.33576024,0.46819344,0.42730314,0.518533,0.39149064,0.27449277,0.67135453,0.2815462,0.3074632,0.44833654
cellid_000067206-1_1,0.6564586,0.9703608,0.67890096,0.79508066,0.5518155,0.5534785,0.63431627,0.8880391,1.0594928,0.9573844,2.2974565,0.8071482,0.6037805,0.61131334,0.6946379,1.2817365,4.8247857,0.86498547,0.86099666,0.6138326,0.93269813,0.7694149,0.7001684,0.777505,0.6738739,0.46829188,0.7000483
cellid_000067211-1_1,0.5819708,10.468883,1.5013802,0.6558254,0.86925024,0.76450324,0.93520933,1.1426306,0.74998116,1.7092198,6.118118,1.1459954,1.2515217,1.1240596,0.7493962,2.308605,1.5331322,1.0713294,0.7011929,0.82220745,1.3596997,0.8954314,0.7837605,1.5686053,0.77766746,0.8755643,3.5872614
cellid_000067224-1_1,0.31187752,3.0195222,0.7552637,0.5675007,0.40508866,0.5408141,0.67032874,0.74679697,0.5719094,0.6904564,4.6944404,0.69087374,0.6989157,1.3894664,0.47976536,0.998437,0.81041116,0.5685088,0.57588553,0.712373,0.92600614,0.4430542,0.29256654,1.0521408,0.47041202,0.84979904,1.295652
cellid_000067243-1_1,0.56642705,5.8250885,1.0745109,0.5983186,0.5395354,0.71490055,0.6988966,1.123902,0.66088945,0.7402399,3.1115623,0.8443954,0.8159545,1.1867822,0.5515409,1.2342291,1.2374936,0.65651554,0.52704316,0.868007,1.0470655,0.65818995,0.43426245,0.90208584,0.52987003,0.45197928,1.4008883
cellid_000067254-1_1,0.17931816,0.44933522,0.23671351,0.22001262,0.3198087,0.29588518,0.32997718,0.46349913,0.17833024,0.32310024,4.4120593,0.2431461,0.30188397,0.2819423,0.30027944,0.43625778,0.5698072,0.2372238,0.3886079,0.1778954,0.31499565,0.26529217,0.13485335,0.2830882,0.17278829,0.3931728,0.18020846
cellid_000067273-1_1,0.45645174,0.22553033,0.9467599,0.45796335,0.41635942,0.29581976,0.33557835,0.3428748,0.30240428,0.47061723,4.3668613,0.880582,0.55425763,0.4167651,0.38970125,0.4891007,0.5297582,0.3529916,0.35758707,0.31616026,0.54810655,0.55506706,0.25196728,0.45879275,0.26873946,0.2929635,0.34913653
cellid_000067291-1_1,0.25387824,0.08783131,0.45661986,0.28799438,0.36914745,0.31700343,0.28165853,0.32275847,0.27547386,0.34119147,2.4646926,0.2668555,0.39131793,0.24519572,0.2998905,0.1627487,0.40667045,0.2832472,0.26588732,0.24561867,0.29778725,0.31333867,0.25191984,0.3059399,0.30291185,0.13797109,0.36461842
cellid_000067293-1_1,1.2192255,1.3022423,1.383989,1.2027011,1.4636288,1.4180053,1.3022587,1.612725,1.456775,1.5534756,2.255628,1.8149896,1.2703983,1.0695089,1.296556,2.1022484,2.976558,1.4483749,1.2937587,2.1943774,1.5831966,1.2315686,1.6770378,2.690832,1.8701433,1.3601836,2.3910599
cellid_000067297-1_1,0.23335172,4.211019,0.45615947,0.31785378,0.22491923,0.19277233,0.28641036,0.4540115,0.22026479,0.7743685,0.6391807,0.6010813,0.5849659,0.4512033,0.29814735,0.5304307,0.6058912,0.45359653,0.28982627,0.28355634,0.89592254,0.264762,0.19307177,0.5246866,0.26260343,0.41785565,1.1834954
cellid_000067328-1_1,0.47279373,0.45069444,0.6017517,0.46840814,0.5733406,0.40950686,0.77935046,0.58321667,1.0444577,0.7430015,1.0662142,0.50734437,0.8620523,0.49172926,0.6355399,0.5170969,2.2379794,0.8247442,0.48592174,1.0928824,0.4245856,0.7378331,0.52187127,0.505967,0.40443668,0.33758333,0.41683185
cellid_000067329-1_1,0.3267157,0.2559509,0.39881572,0.30728582,0.32054058,0.23890515,0.36868796,0.31185427,0.2693083,0.41533902,4.606082,0.5830292,0.59025884,0.2026715,0.38267028,0.47864985,0.47452354,0.3755231,0.36426383,0.19806835,0.32707515,0.30149972,0.22543669,0.43961528,0.4413995,0.22797532,0.26882792
cellid_000067348-1_1,0.3350058,0.7077679,0.7908343,0.65978587,1.2863472,0.7350165,0.76031643,0.84919834,0.825885,0.9082356,2.0375519,0.50642854,0.47706792,0.5179712,0.5727519,0.65441185,0.525642,0.43969357,0.6741823,0.36807153,0.68715554,0.3379639,0.24019177,0.91298056,0.58049613,0.3413873,0.5075836
cellid_000067367-1_1,0.14143464,0.1638666,0.3250781,0.23202327,0.20331219,0.212899,0.23230569,0.27452347,0.13189371,0.3107731,3.4737842,0.49543065,0.2775531,0.24775854,0.11942523,0.1475422,0.31561083,0.15601988,0.17520232,0.15719627,0.24053565,0.119561866,0.10740717,0.15813217,0.10798687,0.13254996,0.21323133
cellid_000067369-1_1,0.28641403,1.9100565,0.5137823,0.39904413,0.58363897,0.33793607,0.3023537,0.44318193,0.30226237,0.63148123,0.42699817,0.92706925,0.48720735,0.649699,0.38095343,0.32720453,0.312331,0.4597117,0.4070933,0.34560183,0.91391563,0.26429364,0.3947181,0.37254265,0.53802747,0.26533005,0.7270254
cellid_000067401-1_1,0.13431665,0.2005222,0.3786698,0.2341468,0.19603322,0.109534204,0.41322377,0.26799828,0.29640746,0.34889627,3.4702418,0.46042693,0.6605809,0.30659884,0.30070013,0.20039588,0.7808608,0.44117248,0.20903236,0.17899416,0.4356076,0.33175796,0.082435794,0.24875821,0.15624721,0.2379593,0.22795708
cellid_000067413-1_1,0.1628224,0.98268306,0.5494837,0.42303428,0.23781182,0.23560019,0.19184332,0.3999482,0.28998038,0.42095295,1.227268,0.81666565,0.4124651,0.19936486,0.39197823,0.32286733,0.41399965,0.20119381,0.26063997,0.36194137,0.3743586,0.1426464,0.11177392,0.36404526,0.17899482,0.19662234,0.50233555
cellid_000067439-1_1,0.21270439,0.24128711,0.7031345,0.2316084,0.25599742,0.23633344,0.21340105,0.23490661,0.20589864,0.27463713,4.851756,0.22709064,0.2947532,0.20996213,0.25129747,0.28091198,0.41583702,0.38699606,0.213818,0.2491637,0.25862685,0.28521293,0.17974833,0.27540776,0.20268811,0.120605506,0.12212857
cellid_000067440-1_1,0.72886974,0.9255806,1.0921481,0.8917868,1.7487124,1.0388154,0.9403066,1.0434682,1.0416329,1.2316368,1.0455736,0.6876763,1.5110134,1.3100454,0.83024925,1.2353634,1.2742437,1.1700822,1.0293212,1.2692639,1.3395288,0.81281817,0.7949877,0.97700036,0.7190035,0.6372334,0.6984868
cellid_000067466-1_1,1.002219,0.42442623,0.73411393,1.2487375,0.9555022,1.4521712,0.8129161,1.2457011,1.0653901,0.6427413,1.3152282,0.6964778,0.7565361,1.0945194,0.63236654,0.58974177,0.76861054,0.88729924,0.7208533,0.62902504,0.7355819,0.8961012,0.9034277,0.7678299,1.0635875,0.58851075,0.4759999
cellid_000067480-1_1,0.3062668,0.23169106,0.36521626,0.2394489,0.42099065,0.22780176,0.32874393,0.39944974,0.20055649,0.37769824,3.184349,0.18974553,0.39740002,0.3754925,0.2630349,0.23668383,0.46319088,0.27277315,0.2792826,0.22071119,0.34638897,0.24788591,0.267454,0.3118131,0.2083361,0.16412847,0.38555244
cellid_000067482-1_1,0.22441012,0.12434002,0.36340204,0.32062942,0.5157845,0.324059,0.37791362,0.34109354,0.24782625,0.8234018,3.9000401,0.58532846,0.31154972,0.4833012,0.23784113,0.33138525,0.62976146,0.36791772,0.19607453,0.34489164,0.41961926,0.46900067,0.3683486,0.38803843,0.32292432,0.29558498,0.20327564
cellid_000067483-1_1,1.3581088,0.7979173,1.0113606,1.4660072,2.7529008,2.4202423,1.4439515,1.9696246,1.6056541,1.6094692,2.0733438,1.3117307,1.525942,1.229257,1.4185324,0.96654934,1.1802266,2.311344,1.9803323,1.3153979,1.6313189,1.415554,1.1859878,1.2633537,1.6491487,1.5375335,0.84810084
cellid_000067509-1_1,0.4249016,2.5766504,1.0850706,0.6725014,1.3258088,1.041036,0.7657157,1.0094972,0.75714475,0.96328,1.247763,1.2156777,0.7453956,1.2632295,0.5444968,1.2608483,0.7911445,0.84358823,0.8795186,0.7372997,1.1588895,0.898876,0.6709773,0.7333873,0.9055693,0.6114016,0.8495956
cellid_000067511-1_1,0.7259296,0.31020007,0.7989817,0.57205003,0.60797244,0.54370403,0.57536364,0.9781738,0.80035716,0.71814513,0.75873446,0.69613695,0.905689,0.48674577,0.33535212,0.34739178,6.8508368,0.6191467,0.5878812,0.6692842,0.59890354,0.58277464,0.6160969,0.62156475,0.46250662,0.53110075,0.3665303
cellid_000067512-1_1,1.0804299,1.2682928,1.1290267,0.92853487,1.0304773,1.1209776,1.4914815,1.3266445,1.0976895,1.2622166,1.949186,1.693234,0.90379214,1.2951099,1.1258059,1.4504012,7.267516,1.2538817,0.7390011,0.78663003,1.2876909,1.4365782,1.5659213,1.179565,1.0618913,1.1232603,1.4302477
cellid_000067537-1_1,0.9705312,0.2896318,0.3743691,0.3638554,0.4051009,0.5483527,0.4183492,0.5016839,0.2781417,0.8806964,1.0135686,0.48595372,0.8493803,0.53487706,0.57101077,0.31376466,0.91491014,0.6014918,0.6730357,0.7581906,0.7500326,0.5522088,0.5363356,0.47351408,0.5950126,0.70663023,0.4369375
cellid_000067539-1_1,1.2416354,1.0053786,1.6145456,1.5542141,3.353208,2.257172,1.4977475,1.5537616,2.0764294,1.5542984,1.9135907,1.724303,1.6314161,1.670372,1.2877557,0.9587802,1.6328799,2.0199373,2.6365254,1.385783,2.3508554,1.4342823,1.3785654,1.2561094,1.4675484,1.472552,1.2767076
cellid_000067541-1_1,0.2494721,0.99077046,0.47411063,0.28343284,0.39131793,0.3128202,0.32340583,0.7822913,0.37756702,0.4756759,2.5012321,0.66987455,0.51136345,0.5060039,0.44750154,1.0508505,0.8313357,0.34648815,0.34099776,0.29456568,0.7169721,0.47613874,0.28963715,0.7991718,0.2702386,0.30631137,0.9710104
cellid_000067543-1_1,1.183855,1.7824194,1.1271467,0.8562603,1.5743034,1.151419,1.3729596,1.3022896,1.2192438,1.2347018,1.9424183,1.1043627,0.9843918,1.1101177,1.0681107,1.2879761,7.37093,1.2011061,1.3235106,1.2908607,1.3959626,1.2600445,1.5097653,1.439223,1.5664084,1.0839036,0.92109686
cellid_000067545-1_1,0.79521626,2.4541984,0.8609243,0.9213328,1.1749413,1.3934519,1.21718,0.9185747,1.1605479,0.96944106,1.3469578,1.2173562,1.0147138,1.208525,0.92681617,1.3196151,3.2276747,1.3224359,1.0433552,0.9806389,1.005891,1.129431,1.0620409,1.1473374,0.83239985,0.76251465,1.0671204
cellid_000067548-1_1,0.20692916,0.26072344,0.5678681,0.25262704,0.30670536,0.28176785,0.28942287,0.42470062,0.32928804,0.38824672,3.3023863,0.36612043,0.46989298,0.48730156,0.27732164,0.20570832,0.864833,0.3275418,0.35202643,0.26178548,0.30025843,0.259164,0.17930448,0.26153648,0.30414894,0.27700457,0.24508615
cellid_000067549-1_1,0.25834054,0.53266287,0.50891906,0.18117689,0.20991687,0.19266026,0.14921178,0.26778942,0.14339651,0.29803246,2.110818,0.5042726,0.404932,0.24257062,0.26489905,0.7890027,0.44419077,0.123829104,0.1655653,0.2124681,0.34628955,0.14609611,0.14996454,0.37879065,0.12643756,0.19980465,0.31427756
cellid_000067570-1_1,1.2723005,0.5658202,1.1599097,0.83856344,0.84921485,0.77613175,0.6438228,0.99844706,0.5900738,1.1221676,0.9018058,0.72962534,1.08874,0.73813283,1.1621222,0.7129926,1.2108122,0.99921054,0.958776,1.1529665,0.9568663,0.8425505,0.8541472,0.94262,0.7860797,0.6187945,1.2180068
cellid_000067581-1_1,0.17674592,0.36084452,0.53594,0.38518205,0.31707174,0.2537812,0.35214624,0.342479,0.4067599,0.42652816,2.7607226,0.30500215,0.4036556,0.44594646,0.27154872,0.366916,0.79141265,0.49502116,0.36429995,0.4651393,0.36489642,0.19731355,0.16454537,0.4721087,0.26338762,0.22808383,0.32028168
cellid_000067582-1_1,0.34166008,0.40213257,1.147635,0.32947513,0.37599283,0.18790618,0.4749941,0.40343618,0.33551437,0.37123194,3.134469,0.59340155,0.38734958,0.23687148,0.33562112,0.54487115,0.51100373,0.5827804,0.43991694,0.4047194,0.51375765,0.31464136,0.26613957,0.72042894,0.3696052,0.34995916,0.64091456
cellid_000067585-1_1,0.3539357,0.53470045,0.9415128,0.43225044,0.8353608,0.44137967,0.45893806,0.6481385,0.47001353,0.813859,1.015641,0.6156135,0.67574537,0.62463564,0.7336224,0.92628044,0.8254883,0.5640707,0.7974608,0.7780441,1.1616176,0.60993004,0.565035,0.7339783,0.56634545,0.7937313,1.190115
cellid_000067586-1_1,0.34761733,0.18685076,0.41603947,0.46528578,0.33793822,0.3040459,0.28640252,0.5559814,0.3669668,0.42451397,5.1001115,0.43049684,0.510281,0.40076107,0.30635875,0.2804929,0.6674459,0.40700775,0.3569551,0.3321278,0.6167399,0.24178995,0.17783934,0.33374998,0.41974643,0.33790666,0.36161363
cellid_000067605-1_1,0.8696166,1.1068854,1.0549622,0.6550548,1.2001294,1.0260065,0.7483875,1.0106964,0.9177579,1.1003526,1.1954448,0.881901,0.85720706,1.0244712,0.66514957,0.6398494,1.2018872,0.9638454,1.0962042,0.6111418,0.8435262,0.98885906,0.6292749,0.85847366,0.7523842,0.75429076,0.7528655
cellid_000067606-1_1,0.33405566,0.4123121,0.54541564,0.3135438,0.62063277,0.3530001,0.35510102,0.38951108,0.40859857,0.6662415,0.9112424,0.6137903,0.58690906,0.44358256,0.36397088,0.79916406,0.69401276,0.45928362,0.4079612,0.37220258,0.79375887,0.46134657,0.2605227,1.0677077,0.27207142,0.25733304,0.8171793
cellid_000067615-1_1,0.3801864,0.38366947,0.8788625,0.34206077,0.43104893,0.27548385,0.4155401,0.44368035,0.31064707,0.57118815,6.0972757,0.56368357,0.6737928,0.49237835,0.42509353,0.51941615,1.2378349,0.44771296,0.5158935,0.5972249,0.537367,0.3045679,0.60616547,0.9763753,0.3306157,0.4013224,0.3187616
cellid_000067629-1_1,0.7330342,0.5060959,0.61478865,0.9552041,1.2459813,1.3930613,0.60045034,1.0042307,1.1704602,0.7235732,0.7072611,0.5306975,0.8068291,0.6491586,0.87143946,0.5162234,0.8351836,1.180007,0.57775444,0.7320966,0.7157181,0.88475513,0.68288404,0.63118833,0.61928284,1.1416161,0.37264144
cellid_000067635-1_1,0.46380994,0.59045666,0.37352908,0.24243553,0.22607553,0.29888514,0.28886288,0.64101774,0.27355838,0.6597367,3.7484314,0.24740693,0.35731676,0.28521746,0.30851907,0.43522367,0.47579432,0.2451489,0.18186912,0.29853582,0.3369356,0.23679462,0.256614,0.6477308,0.453516,0.31737363,0.27337766
cellid_000067648-1_1,0.36212656,1.9933028,0.5075997,0.6966082,0.6360987,0.44074917,0.7074242,0.69786966,0.58725023,0.8854765,0.81125987,0.8006982,0.6731106,0.8766711,0.66313934,0.6443897,0.5847315,0.5767232,0.90795517,0.60069644,0.8069706,0.46549976,0.29930454,0.6109685,0.60951304,0.637867,0.9561657
cellid_000067657-1_1,0.40367994,0.29673257,0.8132819,0.30584568,0.45783365,0.27932745,0.47976562,0.66981417,0.31937855,0.74329114,9.06106,0.5047354,0.7450736,0.41461805,0.3343336,0.4457464,1.0455015,0.5012857,0.5078965,0.5307407,0.37762704,0.40666237,0.40330595,0.5485336,0.39921,0.2627111,0.5554604
cellid_000067659-1_1,0.22271933,0.21230015,0.58594507,0.18991108,0.38946438,0.2036546,0.32506397,0.44227177,0.26545164,0.6803398,2.892721,0.44140747,0.5612094,0.39312577,0.20422074,0.41258755,0.539133,0.3282632,0.31075016,0.55100906,0.30520862,0.26104122,0.19910157,0.29986948,0.3445444,0.22214407,0.47046742
cellid_000067667-1_1,0.8638872,1.0784744,1.1309242,1.1706123,1.283911,0.89297044,1.5393487,0.93162656,0.77039516,1.1019192,2.3724444,1.1637368,0.83658904,1.1022794,1.1227124,1.2287316,1.0997913,0.8868547,1.0828857,0.79259145,1.8488904,1.0218574,0.99356025,0.8831499,1.2601155,0.82515824,1.0942426
cellid_000067671-1_1,0.21298443,0.18513617,0.5293277,0.24211062,0.26706326,0.21209304,0.22749095,0.21799491,0.21434528,0.30674875,3.4339983,0.30580664,0.29117748,0.334376,0.26334316,0.23323964,0.46906453,0.18195441,0.22894432,0.28909108,0.4255322,0.22517526,0.12045865,0.2682712,0.12459962,0.35486576,0.13288617
cellid_000067690-1_1,0.35815704,0.27589452,0.419511,0.20993817,0.35548452,0.38284206,0.45523438,0.58306056,0.4476297,0.5354391,0.9851248,0.36570537,0.27630654,0.37459052,0.31770262,0.31825694,4.487746,0.43552452,0.28020325,0.4731236,0.4774575,0.3510179,0.28723928,0.71782696,0.29113477,0.25210556,0.25177965
cellid_000067692-1_1,0.35525215,0.43701705,0.43677405,0.5021136,0.7582935,0.66985464,0.69707763,0.9250258,0.56980866,1.1307898,0.7834029,0.3687289,0.750599,0.6726406,0.76356095,0.31154373,0.5435866,0.6239874,0.5584818,0.4361373,0.8183315,0.42888516,0.50125426,0.87163466,0.49260017,0.62923145,0.50688875
cellid_000067712-1_1,0.3643965,0.18671207,0.5340798,0.3044448,0.35517898,0.30095834,0.34559828,0.69493854,0.37918553,0.4252552,6.2619324,0.5166332,0.7010858,0.52962774,0.41000205,0.40673447,0.752528,0.6715055,0.4477814,0.3426453,0.6738087,0.3667322,0.3081047,0.5028771,0.33873147,0.40495974,0.76356846
cellid_000067723-1_1,1.3961915,1.054709,2.0044868,0.90945596,1.1147665,1.2432135,1.5999428,1.3599066,1.4939249,1.6684122,7.599174,0.9039382,1.4649276,2.726413,1.0497339,1.0988195,2.5573072,1.2943623,1.166624,1.1347944,1.3827809,1.30366,1.2668061,1.3874623,1.148501,1.0122952,1.4945555
cellid_000067730-1_1,0.14884508,0.2290668,0.5573663,0.16174598,0.31637982,0.43997893,0.1784749,0.5505308,0.16065192,0.4826483,2.2978892,0.3417011,0.2689856,0.25771877,0.19306037,0.18422699,0.5799398,0.18266009,0.2567758,0.17655835,0.28600204,0.17416382,0.13809732,0.5041343,0.170224,0.3256014,0.23611459
cellid_000067733-1_1,0.055785183,0.29651308,0.59848803,0.17520675,0.15754952,0.14266469,0.3683781,0.34537566,0.09342732,0.3924646,0.17460334,0.6424575,0.25052184,0.22488469,0.20237468,0.34825507,0.123318456,0.25515413,0.13850638,0.13621303,0.22851184,0.12047634,0.07598107,0.27751714,0.17878231,0.12685472,0.22108775
cellid_000067740-1_1,0.13871014,1.0467527,0.3738044,0.30346888,0.39238214,0.29638395,0.3100059,0.47976503,0.23138104,0.47188884,0.73582745,0.74997896,0.60362566,0.5680995,0.31905428,0.27740583,0.36620364,0.21051288,0.2332478,0.1947796,0.29982662,0.32840776,0.13612667,0.35748103,0.25048003,0.18147945,0.38941926
cellid_000067741-1_1,0.20416398,1.0998474,0.70512533,0.22726126,0.57371426,0.22101873,0.26454544,0.28268763,0.1739905,0.48322096,0.40629053,1.8552228,0.3443572,0.47065243,0.2927725,0.59843856,0.36225134,0.2693967,0.24318814,0.20018424,0.6813606,0.33713213,0.20265214,0.29295704,0.18015091,0.12119875,1.2439764
cellid_000067754-1_1,0.31108624,1.0224884,1.0571011,0.29597893,0.40021008,0.28375313,0.49596474,0.45391098,0.33740646,0.52439106,2.6609812,0.43220747,0.63055956,0.56322134,0.34479827,0.46629977,0.5571254,0.43093404,0.3351013,0.3898664,0.67120117,0.28128695,0.24590106,0.7997314,0.38456765,0.31910378,1.0350599
cellid_000067758-1_1,0.37526953,0.7399975,0.79470146,0.22783442,0.45484895,0.3143229,0.4496059,0.41174504,0.1943482,0.83540046,4.54217,0.316154,0.44222257,0.42755747,0.38494253,0.7052039,0.48069847,0.39122397,0.35513195,0.39830968,0.59456724,0.30963668,0.31964248,0.568961,0.25026867,0.2389566,0.62835014
cellid_000067761-1_1,0.8184529,0.67017484,0.8838383,1.4450905,2.3192382,1.971034,1.4824219,1.671355,1.3712066,1.3349003,1.3644093,1.08732,1.2072135,0.8939529,0.9031979,1.356003,1.087037,1.378441,1.5857714,1.2378306,1.392245,1.0534712,0.78072304,1.1449592,1.5910484,0.9884214,0.69168305
cellid_000067772-1_1,0.28632772,0.32104787,0.47609004,0.339361,0.3649503,0.3485041,0.5338259,0.41309267,0.33090007,0.7273773,0.7589167,1.3210618,0.5258816,0.45888814,0.6401138,1.3356404,0.5932968,0.37353975,0.3763971,0.41001117,0.64747506,0.39683068,0.24597794,0.47445524,0.29984003,0.3816085,1.0702046
cellid_000067782-1_1,0.5965551,0.9666832,2.837034,0.6642275,0.86382836,0.7997389,0.7789889,1.1459068,0.6800596,1.2848865,0.94287276,0.9946525,1.1408613,1.3036652,0.8503441,1.0625224,1.2148426,0.9775211,0.73804814,1.1467849,1.5836419,0.8699396,0.7384991,0.8465942,1.073147,0.77931726,0.9319345
cellid_000067784-1_1,1.186455,1.8698629,1.1539247,1.7945664,1.8072547,2.5759377,1.2068108,1.943528,1.4055026,2.3810725,1.8573093,1.5235081,1.468218,1.2099441,1.1040884,1.6269144,1.7102817,1.8261343,1.3748631,1.4961412,1.603848,1.5986825,0.89229095,1.6387042,1.2392019,1.513111,0.98869145
cellid_000067790-1_1,0.25996995,0.2409414,0.49985084,0.27307802,0.47683948,0.2756924,0.34044027,0.4479267,0.32168046,0.37879074,3.110719,0.35222083,0.7377307,0.44928595,0.36257032,0.20206502,0.8320422,0.25919482,0.35837904,0.4830935,0.38304982,0.2573989,0.27907106,0.5166604,0.38159364,0.31165203,0.48025358
cellid_000067791-1_1,0.29835433,0.265641,0.46299934,0.32676002,0.40508074,0.28319255,0.40067852,0.34036908,0.21623623,0.41101328,4.6570315,0.2624158,0.3847177,0.5300297,0.4353547,0.44340056,0.66785246,0.38024482,0.2681964,0.37548083,0.32443953,0.36904967,0.1957177,0.3433721,0.36937293,0.17908533,0.3446221
cellid_000067793-1_1,0.58557236,0.35202143,0.27321967,0.4313061,0.66650885,0.77750814,0.42341194,1.063522,0.97875696,0.666288,0.6313232,0.62947005,0.39233562,0.64255506,0.5658625,0.4388852,0.66392887,0.8472271,1.0392758,0.4471639,0.35660678,0.6256462,0.41538644,0.47996607,0.47224432,0.4644676,0.46767163
cellid_000067802-1_1,0.29549316,0.6891779,0.8238816,0.39729655,0.3893502,0.31234765,0.3446402,0.8434989,0.36240157,0.60948324,2.436814,0.64491105,0.5501547,0.47638565,0.47007942,0.79350096,1.5180364,0.55867994,0.3169906,0.67452174,0.44917116,0.3935894,0.4024046,0.4694892,0.3605289,0.28368902,0.48698133
cellid_000067813-1_1,0.108488396,0.103703074,0.95909303,0.22712691,0.23502226,0.2734213,0.127469,0.34246606,0.2050061,0.35232157,2.6817024,0.2835265,0.20224486,0.14177227,0.11643969,0.14149328,0.48853895,0.19497655,0.21671835,0.17764717,0.1936063,0.17801476,0.13911653,0.31341815,0.1387034,0.16545655,0.18912199
cellid_000067818-1_1,0.14611024,0.20100984,0.28018406,0.18994887,0.19123508,0.18665166,0.20007975,0.25294727,0.1388058,0.30681705,1.6503894,0.40203097,0.40070066,0.5098368,0.23720233,0.28756326,0.6269016,0.23274544,0.31474862,0.36700487,0.32286197,0.20586371,0.18847367,0.36639744,0.23870459,0.12516683,0.31009838
cellid_000067819-1_1,0.1903296,1.3012102,0.5153836,0.41691005,0.23868825,0.2983761,0.25134277,0.37518892,0.17023431,0.5861819,2.4297683,0.38967705,0.4646301,0.45798385,0.31790137,0.72214013,0.6592334,0.4656697,0.2786943,0.44363916,0.56751496,0.1599597,0.18320838,0.43577248,0.2673499,0.2371251,1.0670776
cellid_000067825-1_1,0.1567385,0.1789679,0.29621023,0.2631672,0.39760515,0.268943,0.28811195,0.32696024,0.18500514,0.23205538,4.5548887,0.22882521,0.2868392,0.23408377,0.21756306,0.26404408,0.4898204,0.41167635,0.27086452,0.18372002,0.44565228,0.1901979,0.09404051,0.5126014,0.16845816,0.25979784,0.26587337
cellid_000067837-1_1,0.27464283,0.26185298,0.74516284,0.35726917,0.27764186,0.24490005,0.2796423,0.6025394,0.30458736,0.58833164,5.1120777,1.464646,0.5106443,0.40785936,0.29585752,0.31789252,0.75196695,0.32669073,0.32717755,0.2474706,1.0859432,0.2661453,0.21295373,0.43084323,0.24681987,0.2491362,0.63585573
cellid_000067841-1_1,1.2794667,0.8602983,1.4368994,1.4893532,2.3593025,2.384637,1.6787257,2.1140857,1.4422258,1.7344788,2.8300235,1.4081064,1.48856,1.4110047,1.3663887,0.98179024,1.7293471,1.7686574,1.5141257,1.3598319,1.7465403,0.8739871,0.85664856,1.1456175,1.292237,0.8992565,1.3313272
cellid_000067842-1_1,0.22861716,0.18724841,0.39739364,0.33286232,0.5665953,0.3269188,0.43284118,0.5780884,0.24494202,0.57202935,4.8101954,0.45948339,0.4442942,0.41239133,0.32602888,0.35386533,0.7273699,0.45675266,0.3933821,0.33028296,0.39944297,0.44548017,0.21243285,0.6877736,0.2839431,0.27535775,0.44310737
cellid_000067852-1_1,0.27335328,0.18531722,0.5005518,0.36636367,0.2624547,0.3709412,0.3573527,0.3709973,0.25003085,0.5077246,4.5034704,0.40057886,0.50652444,0.5225954,0.4024484,0.1628186,0.703088,0.32244515,0.27565396,0.3614358,0.33789495,0.32556996,0.24240205,0.38152844,0.19122845,0.3691871,0.17507589
cellid_000067857-1_1,0.070377074,0.27565533,0.33331165,0.18674947,0.18147026,0.117047474,0.17878412,0.310666,0.11232824,0.29813364,2.4339275,0.16074005,0.1834737,0.20282096,0.15801585,0.39525354,0.28073534,0.19222346,0.3741378,0.23790736,0.22721659,0.24486248,0.117479876,0.13973685,0.14603801,0.10188822,0.13535339
cellid_000067865-1_1,0.3898208,0.9260102,0.61382395,0.5239605,0.65985364,0.48189893,0.5090679,0.7041554,0.6921541,0.8461123,0.9409356,0.56018776,0.9335853,1.081612,0.7870166,0.53485596,2.3965418,1.0490395,0.47954926,0.6492283,0.80480117,0.75461745,0.30362713,0.6852771,0.36593562,0.44058448,0.37825152
cellid_000067872-1_1,1.2185806,1.2612082,1.0522029,1.8695126,2.4283311,2.4909194,1.522701,1.9925412,1.4562148,1.6967392,2.072268,0.9074176,1.6244037,1.4879903,1.3796234,0.92591554,1.1375585,1.3851615,1.8681465,1.2733314,1.1553583,1.2101562,0.8648808,1.379409,1.2037978,1.1508851,0.6188584
