,q95cell_abundance_w_sf_0,q95cell_abundance_w_sf_1,q95cell_abundance_w_sf_2,q95cell_abundance_w_sf_3,q95cell_abundance_w_sf_4,q95cell_abundance_w_sf_5,q95cell_abundance_w_sf_6,q95cell_abundance_w_sf_7,q95cell_abundance_w_sf_8,q95cell_abundance_w_sf_9,q95cell_abundance_w_sf_10,q95cell_abundance_w_sf_11,q95cell_abundance_w_sf_12,q95cell_abundance_w_sf_13,q95cell_abundance_w_sf_14,q95cell_abundance_w_sf_15,q95cell_abundance_w_sf_16,q95cell_abundance_w_sf_17,q95cell_abundance_w_sf_18,q95cell_abundance_w_sf_19,q95cell_abundance_w_sf_20,q95cell_abundance_w_sf_21,q95cell_abundance_w_sf_22,q95cell_abundance_w_sf_23,q95cell_abundance_w_sf_24,q95cell_abundance_w_sf_25,q95cell_abundance_w_sf_26
cellid_000000009-1_1,0.27624226,0.20781074,1.0859847,0.45354202,0.44082218,0.8311556,0.93086123,0.6272014,0.5039118,1.1374964,0.5886308,0.3338336,0.8143947,0.47705728,0.2958093,0.35985443,0.4968809,0.52845055,0.6562315,0.43765822,0.5291801,0.26063555,0.27382144,0.62836605,0.5762357,0.32933596,0.21176285
cellid_000000053-1_1,0.2723836,0.27047443,0.41262442,0.5492692,0.8190491,0.5190803,0.4640332,0.47673312,0.40930927,0.6047923,0.9495678,0.8656601,0.48649532,0.717986,0.34757856,0.23786275,0.4470123,0.37769538,0.56162405,0.5085386,0.5670249,0.40724456,0.19047937,0.48487687,0.4326227,0.3976531,0.29454777
cellid_000000128-1_1,0.6238389,0.30554974,0.5656017,1.2359185,1.2734772,1.2742567,0.9005662,0.84991914,0.9402454,1.15565,1.4149417,0.54285634,0.9848631,0.7983481,0.7658326,0.59566796,1.1172104,0.97713375,0.7311219,0.9559322,0.6079781,1.0525289,0.590504,0.88328636,0.7350236,1.2468532,0.38864687
cellid_000000172-1_1,0.41574502,0.4881556,0.42935196,0.5358222,1.0564322,0.7691319,0.5817095,0.5525993,0.48837116,0.85512805,0.7094101,0.5861189,0.7824193,0.9428213,0.5533509,0.39439562,0.4757735,0.9841512,1.0459129,0.580692,0.7414085,0.35168013,0.33448073,0.5681899,0.4739891,0.44666943,0.3153947
cellid_000000201-1_1,0.74845266,0.5286316,1.4001797,1.9968941,1.484033,2.2950513,1.2469717,1.0189588,1.0362716,1.4596859,1.2762725,0.952241,1.0680205,1.0525863,0.82777005,0.6187017,1.6373718,1.053168,0.6770173,1.0028384,0.8446176,1.0631377,0.96943873,0.85010004,0.8907931,0.90467083,0.6407552
cellid_000000217-1_1,0.45949817,0.24800919,0.2637046,0.52078974,0.5839896,0.4819281,0.44994918,0.44030437,0.42998108,0.5267121,0.462168,0.60369736,0.42659828,0.31492296,0.48666605,0.29976043,0.5661964,0.49194875,0.4074117,0.49786964,0.36102653,0.3223292,0.35906807,0.46349677,0.4050606,0.25960574,0.19704157
cellid_000000225-1_1,0.5136644,0.34265494,1.0380023,1.5939263,1.0352162,1.2985537,0.5715211,0.7691431,0.76016104,0.89762807,1.0925256,0.77869517,1.0900007,0.6009945,0.7964405,0.36008137,0.8063243,0.678995,0.77099615,0.7982098,0.8936201,0.49576798,0.40265086,0.7549915,0.96899486,0.8172479,0.57355285
cellid_000000240-1_1,0.25999752,0.25190586,0.3231976,0.6232584,0.34128845,0.34817523,0.36130086,0.579893,0.24806406,0.43001318,1.0901648,0.6174785,0.46910152,0.3279065,0.36152166,0.36437273,0.68148136,0.33493707,0.6009071,0.33583844,0.5118654,0.40585065,0.13972226,0.49388102,0.25646397,0.46665344,0.21143238
cellid_000000246-1_1,0.329935,0.5305849,0.87824196,0.5015413,0.5319864,0.5996406,0.4252976,0.9562164,0.3260379,0.6828174,0.57286084,0.36325547,0.4915124,0.5090276,0.4860978,0.6706905,0.38226002,0.5565027,0.39342958,0.41484472,0.41211182,0.48652568,0.23280343,0.4437409,0.46444553,0.33021894,0.28152087
cellid_000000257-1_1,0.8067369,0.2935363,0.61551964,0.5739184,0.5048882,0.32875893,0.4120825,0.7213875,0.46244037,0.6453946,0.8286747,1.0065749,0.56279755,0.54339063,1.1424187,0.41538185,0.7752575,0.43702546,0.7835135,0.9070943,0.5328291,0.5177404,0.43336576,0.5697116,0.43761283,0.6503475,0.39893198
cellid_000000298-1_1,0.11255935,0.323784,0.3477151,0.29821095,0.34586635,0.19404075,0.19669572,0.73946095,0.5942249,0.36099356,0.2764907,1.3307076,0.3929226,0.2565735,0.3094207,0.3653769,0.5085496,0.18432629,0.3628549,0.38985842,0.68456995,0.12834458,0.118004434,0.35373196,0.15080683,0.12703022,0.53750134
cellid_000000303-1_1,0.34095475,0.22192381,0.56325537,1.1382997,0.66566014,0.636384,0.4445988,0.77966774,0.5468418,1.0210928,0.6043335,1.2020712,0.5498991,0.45370442,0.38243714,0.39458868,0.6847072,0.4013872,0.46098715,0.37562174,0.5159165,0.44151396,0.22578332,0.43528858,0.34867308,0.62434244,0.3735524
cellid_000000306-1_1,0.2771036,0.52844477,1.9287865,0.59924537,0.448722,0.29827857,0.32231662,0.46980536,0.2517321,0.57823044,0.78565717,0.57343173,0.87850195,0.3937253,0.30948558,0.6823253,0.51125014,0.31755358,0.41748765,0.33218154,0.6259107,0.38865662,0.4478646,0.6095099,0.4179485,0.27176318,0.4421245
cellid_000000308-1_1,0.38140607,0.38351652,0.8071589,1.5599114,0.7997248,0.5877764,0.41161147,0.82027006,0.70809245,0.7988159,0.56557554,0.746523,0.9470138,0.4842625,0.5478928,0.5259017,0.8289831,0.60492164,0.62239546,0.5127168,0.8619577,0.40269607,0.4150676,0.91591805,0.6306778,0.3886092,0.45250192
cellid_000000314-1_1,0.52633005,0.24300264,0.46239352,1.2146584,0.58435327,0.867516,0.65632445,0.4824934,0.6451739,0.81244594,0.914079,0.88611335,0.5348146,0.49975958,0.6055685,0.36216286,0.54237556,0.4640183,0.56985503,0.5336118,0.40768784,0.3774197,0.40762293,0.7914782,0.54027826,0.39422742,0.46305314
cellid_000000335-1_1,0.65522206,0.5742245,0.8054162,1.788938,1.7942019,1.1408882,0.9868672,1.2867389,1.0856924,1.1441263,2.1344154,0.7581262,0.945697,1.0276569,0.65507686,0.41744986,0.64863,0.92316693,0.8463606,0.77573323,0.7168644,0.5562363,0.69973123,0.86917305,0.60930187,0.7997614,0.6079509
cellid_000000342-1_1,0.37851083,0.34287685,0.61462057,0.6351756,0.6324145,0.7172414,0.43216604,0.59007454,0.25919774,0.9009691,0.8035288,0.5896773,0.55976903,0.6526927,0.52708113,0.38191575,0.48047438,0.68070024,0.46594942,0.5566632,0.4132632,0.42300665,0.29786402,0.7206131,0.7217002,0.36097854,0.30928338
cellid_000000394-1_1,0.35450816,0.20079805,0.31833565,0.34516084,0.57651716,0.4474639,0.51956826,0.34633335,0.32276553,0.38072285,0.66471785,0.4179786,0.39530662,0.4234702,0.37820932,0.20104578,0.4047523,0.6617034,0.28696012,0.38741994,0.5614738,0.4349352,0.33385354,0.5066693,0.30139,0.37014136,0.17319271
cellid_000000407-1_1,0.5220027,0.48241475,0.4644782,1.1727594,1.0273542,1.1001596,0.6330421,1.037598,0.4890059,0.6084404,0.6259089,0.4133517,0.46185088,0.43351525,0.35928053,0.40372667,0.80161124,0.78018427,0.4537505,0.45153192,0.5115938,0.34436965,0.7094143,0.68906564,0.46121383,0.5928043,0.41610268
cellid_000000441-1_1,1.47058,0.6007076,1.1779232,2.8120718,2.4558249,1.8961308,1.4929216,2.0548701,2.644022,1.5940399,1.3295996,0.92970294,1.5808992,1.0558325,1.7877187,0.90514684,1.3369817,1.9353172,1.8765544,1.8318399,1.6172607,1.1140018,1.746468,1.3824704,1.1433848,1.612003,0.84319293
cellid_000000462-1_1,0.394704,0.31133118,0.56159467,1.6920401,0.5543231,1.001316,0.89398324,0.77779084,0.38466662,0.92373776,1.0839391,0.39081612,0.4669709,0.6746846,0.50399595,0.3597618,0.98111683,0.6273735,0.47224325,0.42381725,0.68103325,0.53864914,0.28251004,0.40138435,0.5027527,0.3984408,0.40314838
cellid_000000472-1_1,0.23811828,0.29422927,0.19813778,0.40879846,0.4033815,0.3774439,0.21331914,0.37430835,0.24288097,0.35455889,0.6384338,0.32710865,0.42326123,0.39125472,0.1846594,0.30941787,0.54943866,0.5197894,0.3609144,0.33675775,0.27465266,0.3150128,0.15842116,0.42215443,0.14244662,0.1509115,0.13846593
cellid_000000475-1_1,1.0282034,0.3412596,1.0117112,2.1443589,1.5534772,1.5771261,1.1963353,1.1425785,1.2311026,1.1497661,1.3698575,0.89008605,1.3322699,0.7409193,1.0040528,0.6170093,1.5256337,0.88252854,0.8603544,0.7149108,1.0893811,0.7952786,0.4938092,1.3178844,0.58452195,0.77493584,0.30899888
cellid_000000484-1_1,0.3167866,0.40122727,0.77250135,1.0306898,0.8669369,1.0201489,0.53122824,0.61022663,0.7825514,0.7425792,0.4903731,0.4930367,0.71939754,0.54264927,0.5690345,0.58799684,0.5592202,0.48285973,0.39167738,0.48467344,0.74542814,0.42985362,0.24422762,0.4799705,0.42451617,0.3718451,0.25392038
cellid_000000490-1_1,0.39354685,0.6586127,0.3455182,0.682517,0.50866777,0.3242271,0.43870598,0.67807096,0.30705696,0.5257859,0.43777448,0.7957715,0.40281248,0.47137472,0.3104733,0.4815236,0.41299552,0.5384417,0.5297005,0.35826266,0.47530293,0.33485585,0.3793963,0.59577,0.62539786,0.29521593,0.22898403
cellid_000000491-1_1,0.35733703,1.4169568,0.5980326,1.106016,0.6612907,0.6053918,0.83036083,1.1127954,0.53705496,1.1380032,1.0015765,0.86623305,0.8845115,0.8852023,0.3579091,0.8673934,0.95339954,0.582558,0.691794,0.59743184,1.0417786,0.5331823,0.30457547,0.90413654,0.5236891,0.48924634,0.5525133
cellid_000000540-1_1,0.5272804,0.29744515,0.93464303,1.7781954,1.3482956,1.1449633,1.1315336,0.6746267,1.3347217,0.78341687,0.7808362,0.70853347,0.65327775,0.50839853,0.48849204,0.50637,1.2664504,1.0658097,0.6441128,0.6590909,0.869095,0.5588136,0.8938404,0.7080191,0.6668084,0.7404084,0.37221226
cellid_000000544-1_1,0.5561671,0.37347528,0.5066353,0.95288754,1.2982702,0.81136936,0.6992425,0.8316961,0.8246959,0.76514786,1.1211689,0.73319125,0.8119063,0.7345576,1.0692201,0.6953851,0.9408838,0.65021974,0.65478843,1.0601479,1.0417061,0.74222183,0.5586897,0.65627056,0.52410346,0.7527857,0.6283203
cellid_000000575-1_1,0.3492091,0.35814917,0.41931045,1.0074301,0.8197567,0.6944124,0.7282049,0.48832363,0.73152953,0.78368384,0.728395,0.5510269,0.6679093,0.45538655,0.53677577,0.270678,0.4434396,1.0229079,0.4709127,0.47864497,0.72045076,0.41144198,0.27754313,0.6411451,0.55550843,0.4499462,0.3228921
cellid_000000576-1_1,0.23504026,0.3309415,0.38697475,0.7654933,0.6569926,0.7172951,0.56636125,0.5854349,0.7623515,0.43080425,0.4120671,0.46605498,0.4822355,0.3633665,0.47393227,0.3915414,0.44543028,0.4269275,0.41955617,0.41338387,0.5006318,0.433894,0.3144984,0.495287,0.3487716,0.44059953,0.19909686
cellid_000000604-1_1,0.7266727,0.3731649,0.5136787,1.0067476,1.8059833,1.6151711,1.0378119,0.96454537,0.7801925,0.81427866,0.6203181,0.57833534,0.66767436,1.1859615,0.62000185,0.33011937,0.7571693,0.88092554,0.91902435,0.8167936,0.7620214,0.7846378,0.57528865,0.956072,0.6610945,0.7827617,0.45654202
cellid_000000608-1_1,0.5395015,0.60455847,0.68382317,1.7064509,1.2094367,1.1902,0.8235232,1.3104924,0.83849883,1.4445372,1.3148944,0.9584274,1.0353765,0.5277218,0.70774966,0.5648737,1.2163992,0.7914358,0.74983835,0.66530883,0.6614846,0.63217187,0.5593998,0.9713177,0.6233203,0.60064846,0.33778888
cellid_000000615-1_1,0.6404207,0.3430217,0.67293334,1.2090696,1.5974087,1.1597143,0.6076752,1.0217606,0.93059456,0.8855564,1.0608566,0.75885564,1.0099331,0.93158394,0.6436606,0.44001725,1.0172992,1.2393606,0.80313396,0.90099174,0.9791612,0.58167094,1.0098394,0.8032992,0.9325231,0.8670171,0.65942144
cellid_000000624-1_1,0.36458826,0.27488247,1.0556245,0.9670033,0.8485108,0.6729472,0.54043543,0.6281477,0.32084256,1.0472076,0.6990962,0.72296613,0.5245822,0.5432533,0.41356426,0.37285593,0.379094,0.4967743,0.48560798,0.5695199,0.7401436,0.46378773,0.31727746,0.6951058,0.54306114,0.41259292,0.4049025
cellid_000000628-1_1,0.77880174,0.34208184,0.91814804,2.555901,1.7829056,1.9664978,1.035081,1.1771626,0.8548151,0.9000083,1.6252308,0.89956546,1.1947947,0.71651495,0.80163056,0.75972444,0.8897602,1.2384343,0.93939334,0.8688451,0.78365564,0.7352036,0.7486804,0.9151589,1.1938937,0.98062754,0.4724148
cellid_000000643-1_1,0.42811826,0.19219412,0.61352646,0.81685007,0.6232878,0.40250757,0.46320784,0.6399656,0.34604418,0.7656054,0.87139875,0.4671326,0.5225016,0.45764473,0.4192724,0.33324084,0.4431021,0.5007141,0.98971045,0.3424188,0.6104242,0.36737117,0.28944808,0.48227194,0.40404463,0.27457574,0.25095513
cellid_000000672-1_1,0.48212308,0.33521205,0.7745722,1.6801623,1.7068543,1.3716388,0.5996508,0.93293387,0.8081966,0.75718105,0.657661,0.79685694,0.8371925,0.9270812,0.43163005,0.52807647,0.79502976,0.61019874,0.61950874,0.54061097,0.8909583,0.48579353,0.40448192,0.8138675,0.9115354,0.54274255,0.4895858
cellid_000000701-1_1,0.598174,1.2701474,1.212665,1.3349159,1.2255534,1.3640301,1.1461072,1.1986951,1.0838639,1.1328624,1.1373113,0.8166449,1.1212263,1.5808519,0.8096611,0.5584293,1.0520978,0.78980756,0.77524656,0.52104074,1.1687366,0.6690939,0.4084783,0.84708464,0.9481697,0.6881004,0.45009467
cellid_000000708-1_1,0.74025804,0.8377642,0.721257,0.8287314,0.9663465,0.8065563,0.8275218,0.7033093,1.0973334,1.2988833,0.93197393,0.82212335,0.85126054,0.6783753,1.0016792,0.50396836,1.0137564,1.107253,0.9661917,0.858335,1.1399089,0.72045213,0.6465011,1.058358,0.54770845,1.192854,0.73058283
cellid_000000757-1_1,0.2743622,0.36079687,0.96463805,0.49967003,0.619102,0.6287417,0.56648684,0.75484,0.4771939,0.8858628,1.1433069,1.4506862,0.865625,0.45514125,0.4856722,0.66686803,0.59077746,0.6638098,0.5361589,0.2784797,0.7572422,0.49963894,0.37222856,0.6207148,0.5282917,0.40434638,0.8379352
cellid_000000816-1_1,0.55097735,0.35660914,0.59706545,1.3068379,1.1581802,0.9522621,0.4695759,0.56187546,0.5324565,0.9838843,0.73664594,0.45065647,0.4232299,0.73501253,0.4849798,0.34368545,0.89806557,0.45234907,0.5230797,0.79052883,0.63728976,0.7081026,0.46730188,0.7799046,0.5372796,0.37615874,0.544414
cellid_000000829-1_1,0.48241034,0.31164435,0.5593733,0.98098236,0.92038935,1.3310126,0.4856006,0.82440144,0.3857271,0.64161193,0.69603187,0.44723973,0.54956007,0.726588,0.35438138,0.5328612,0.49957603,0.45920432,0.3372336,0.5388589,0.67292,0.33669695,0.276788,0.6681046,0.45486662,0.5223327,0.15880945
cellid_000000849-1_1,0.48808247,0.52557814,0.8093407,1.3893882,1.1411276,1.0190133,0.86366695,1.1295643,0.5221047,1.4753939,0.7717434,1.0392478,0.84414876,0.66239554,0.5953472,0.7638954,1.1507056,0.6547318,0.66090417,0.6935226,1.1923245,1.0968918,0.7082999,0.6765084,1.0252817,0.5955316,0.57594866
cellid_000000864-1_1,0.35771984,0.5435114,2.198581,0.6045862,0.46700892,0.39084885,0.8735192,0.5181741,0.56861085,0.5471845,0.8886306,0.65410215,0.6864916,0.59310436,0.466461,0.3893927,0.5079657,0.35823184,0.3412132,0.53240305,1.0974584,0.36580577,0.27549118,0.41621915,0.7563691,0.6314904,0.5136496
cellid_000000865-1_1,1.138663,0.68038225,1.106039,2.364827,1.5529246,2.2523274,1.7157614,1.2400494,2.02366,1.6262031,1.1965443,0.97502446,1.6783409,1.16506,1.3870184,0.7773105,1.686192,1.4759256,1.4908724,1.1920544,1.1827623,1.4058245,1.2891905,1.0177097,1.0978099,1.4872359,1.1399463
cellid_000000866-1_1,0.28204548,0.6251148,0.84528595,1.5210481,0.65297884,0.9826501,0.6321566,0.8363707,1.3132439,1.1031225,1.3604614,0.8126256,1.005005,0.8631304,0.58449954,0.37395236,0.9199646,0.53163886,0.47064978,0.39532366,0.98051447,0.53651965,0.47932786,0.9168668,0.45412987,0.61038417,0.61630553
cellid_000000874-1_1,0.71599597,0.3341599,0.5638498,0.9212342,0.65421396,0.7606986,0.7854193,0.5842752,0.8843279,0.76719534,0.84180987,0.88095134,0.8022242,0.55254966,1.0183575,0.52566,0.5812401,0.7582763,0.6508564,1.1666033,0.61825275,0.54925597,0.33808798,0.79183984,0.5425864,0.5944232,0.32827598
cellid_000000923-1_1,0.21001959,0.18915004,0.20860535,0.2676978,0.28424817,0.2255286,0.16925314,0.28981712,0.14841375,0.3457704,0.362184,0.21708877,0.32804117,0.27746558,0.20478386,0.2650398,0.2890789,0.47535446,0.20401336,0.14377718,0.21614662,0.19715844,0.11317051,0.3649223,0.13267797,0.24865398,0.17008069
cellid_000000943-1_1,0.10844903,0.07919761,0.22403497,0.23927519,0.17578544,0.1339203,0.14715739,0.18901616,0.057499763,0.15344238,0.39652663,0.32179624,0.31782675,0.21160802,0.21582785,0.22340296,0.21949388,0.10273607,0.09050011,0.21694812,0.34898832,0.05279297,0.09742729,0.15802397,0.073798336,0.057369314,0.5166314
cellid_000000968-1_1,0.27611542,0.5038746,0.83776,0.3127887,0.3387024,0.43343914,0.5214861,0.6073483,0.28596047,0.58622885,0.42946744,0.31700367,0.96954155,0.6601664,0.2859798,0.8204303,0.3111547,0.47341198,0.32910988,0.52667236,0.389471,0.22187248,0.2583641,0.4342243,0.6581977,0.37797067,0.343344
cellid_000000971-1_1,0.77584434,0.47681302,0.83651865,1.4294297,0.97915095,1.291038,0.6800451,0.67941093,0.7299221,0.8993746,1.241448,1.3047173,0.9024028,0.8770676,0.6620911,0.62160265,0.73441255,0.8479342,0.73983055,0.70402396,0.96542734,0.5220645,0.6120982,0.56413645,0.687862,0.8978522,0.6926347
cellid_000001012-1_1,1.0559342,0.59143215,0.73736537,2.1473489,1.5225302,1.585088,1.8106518,1.035852,1.3360047,1.2068752,1.3405073,1.0482112,1.0267886,1.0213042,0.992277,0.84436315,1.2506793,0.85316515,1.0748838,1.0222533,1.5042411,0.90433615,1.0142554,1.085772,0.7952608,0.9577011,0.67702836
cellid_000001098-1_1,0.32544804,0.35671094,0.79108113,0.92859215,1.2625371,0.80002725,0.4459377,0.9076818,0.5364255,0.7299032,1.170119,0.37329063,0.7895476,0.5118798,0.5260796,0.40340745,0.8124881,0.6333502,0.7714532,0.7726442,0.61534387,0.37090042,0.39399418,0.43771008,0.44855163,0.6859704,0.5899963
cellid_000001149-1_1,0.5087413,0.589875,0.60605174,0.89769346,1.5576322,0.9744626,1.156504,0.7298471,0.87654424,1.1012338,0.8189861,0.9178877,1.244223,0.8189033,0.9184341,0.3913795,0.74191654,0.7138772,0.57663447,0.52373946,0.5884822,0.68259716,0.7116406,0.87605464,1.0226517,0.5808653,0.50157934
cellid_000001157-1_1,0.6324207,0.38830876,0.37302834,1.0026301,0.6355487,0.7851997,0.83188,0.5976388,0.5797244,0.88395506,0.5159968,0.66546375,0.5300837,0.5366955,0.56351817,0.36162814,0.58572215,0.62396497,0.7777222,0.62655616,0.78687197,0.38359442,0.29936478,0.44506845,0.3720798,0.43619528,0.42181963
cellid_000001180-1_1,0.8755834,0.45951238,0.6208393,0.3655315,0.40406555,0.5086851,0.5004339,0.46008557,0.6704862,0.6874542,0.6718852,0.3685929,0.5969559,0.29920864,0.6292116,0.5013344,0.58331,0.3830539,0.40470722,0.8101089,0.66302985,0.3905123,0.5552551,0.49435166,0.37394577,0.4314971,0.31330395
cellid_000001184-1_1,0.59918714,0.44469556,0.5087809,1.1104363,1.0673505,1.0670854,0.6487102,0.8517409,1.0262775,1.013876,0.86449176,0.7414655,0.65149814,0.5710318,0.7730507,0.5852696,1.311603,0.6234789,0.5199882,0.63201684,0.7207495,0.85865104,0.8332733,1.0052487,0.6045709,0.7374411,0.45201558
cellid_000001216-1_1,0.6113486,0.34523463,0.9932375,1.982001,1.1141,1.2119786,0.8946063,1.0761129,0.8081683,0.94787943,1.0092422,0.68066585,1.0786505,0.7116445,0.5425336,0.4659651,0.5725471,1.1298319,0.817779,0.6670393,0.79770684,0.59390426,0.44779387,0.9939625,0.7393962,0.6972801,0.29671505
cellid_000001221-1_1,0.6357286,0.43956134,0.5808997,1.6893364,0.6060625,0.9773489,0.882169,1.0230604,0.700573,1.09649,1.2995162,0.75378186,1.3072511,0.50962716,0.92072845,0.5100343,1.0410898,0.72372013,0.5363956,0.7855315,0.8117721,0.800271,0.55828524,0.85899234,0.6232255,0.8778663,0.8382211
cellid_000001234-1_1,0.48669675,0.5361149,0.75620335,1.1845578,0.57759625,0.93004864,0.70627534,0.67185515,0.61134934,0.78944045,0.8806134,0.98381364,0.9192806,0.9297467,0.6884403,0.7718015,0.5664481,0.3986804,0.53277117,0.5508709,1.0766732,0.37021562,0.42928436,0.68462193,0.5816835,0.60215163,1.2583114
cellid_000001259-1_1,0.25729722,0.207707,0.4995046,0.40556416,0.6228456,0.27259004,0.601686,0.52299786,0.27863997,0.50281876,0.4511263,0.58489126,0.5233312,0.23449138,0.3780172,0.30728894,0.52635455,0.30137518,0.44620377,0.52187496,0.4432756,0.24023898,0.3733806,0.28864968,0.3253724,0.36112767,0.36336964
cellid_000001264-1_1,1.5339257,0.3967861,0.62051415,0.51584345,0.709897,0.40816933,0.60444224,0.48751375,0.6704022,0.60193044,0.607469,0.5605923,0.55237347,0.62778014,0.72711307,0.44095135,0.6058397,0.9456846,0.7064872,1.3892677,0.54588574,0.60925,1.3069564,0.5096941,0.5574682,1.032625,0.4905511
cellid_000001337-1_1,0.97987455,0.6282437,0.98525786,1.2353903,1.2480762,1.5761726,1.2544358,1.3727654,1.1009147,1.7159117,1.2411349,0.8956267,1.3111414,1.0653515,1.1581671,0.884831,1.9627849,1.1726522,1.0197831,1.7613609,0.91081417,0.81340045,0.8311918,0.7526725,1.2115437,1.0460315,1.4404311
cellid_000001338-1_1,0.18548344,0.5205687,0.5433174,0.4460822,0.6550203,0.276041,0.24991474,0.31106293,0.17327188,0.39969963,0.4116963,0.38018772,0.45168537,0.35789084,0.37961036,0.39009246,0.21851662,0.33239803,0.3309385,0.22007926,0.51769054,0.15143947,0.1687822,0.35908642,0.24349168,0.357251,0.23679008
cellid_000001340-1_1,0.7697056,0.30367148,1.5432693,1.0104538,0.89415807,0.9726023,0.8049443,0.83476406,0.8037666,0.9913499,1.1579615,0.5638341,1.1324962,0.62553966,0.59566504,0.48884013,1.3408304,0.82730156,0.7886564,0.6153588,0.7590411,0.45720518,0.52782923,0.6882564,0.70644593,0.60922843,0.4636797
cellid_000001358-1_1,1.4011716,0.66558903,1.0085388,2.7736583,2.306271,2.8746173,1.3472505,1.5059235,1.4144709,1.6399964,1.7001661,1.1072105,1.3937886,1.2201706,1.1760811,0.81091917,1.3829842,1.4517927,1.3137585,1.0283566,1.1804976,1.1286756,1.5714353,1.5218093,1.1549081,1.643537,0.59742594
cellid_000001393-1_1,1.0605286,0.6765818,1.2250164,1.7311981,1.3665619,1.4951941,0.9489284,0.9650421,1.1687626,1.5413654,1.2611395,1.6897444,1.0123241,1.2420231,0.9652121,0.5497916,1.3492866,0.55798244,0.7582537,1.0273676,1.0850078,0.572543,0.6663359,0.9764348,0.8607801,0.8562486,1.1627561
cellid_000001431-1_1,0.67052424,0.4042782,0.8026387,2.102721,1.717389,1.8682154,1.0464922,1.0543423,1.0210383,1.0496137,1.2786402,0.86661226,1.5604588,0.65581995,0.9171176,0.4200807,1.402998,0.98293406,1.1721917,0.73482263,1.3098873,0.8565077,0.5627219,1.2130213,0.9529262,0.7759836,0.61671877
cellid_000001432-1_1,0.5401496,0.35693845,0.46630913,1.4391291,0.8623944,1.0633879,0.6074426,0.93862283,0.5508346,0.44484514,0.96826506,0.52070343,0.60054004,0.49633065,0.5832926,0.41638556,0.68606997,0.8936441,0.60413814,0.5913967,0.88328445,0.7239728,0.6148339,0.50770676,0.5605569,0.38450363,0.47588068
cellid_000001448-1_1,0.9818718,0.42392546,0.6253237,2.1742582,1.6264939,1.8771331,1.3354506,1.2676109,1.0678267,1.3899974,1.2830546,1.0250351,1.3344744,0.87630904,1.2549678,0.6460422,1.2167788,1.3762006,1.4394238,0.96702015,0.9980741,0.92943543,0.57038593,1.3342202,0.958894,1.3050938,0.7596452
cellid_000001466-1_1,0.7042998,0.47211024,0.6236571,1.9922518,1.9986651,1.2548984,0.87898064,0.7963579,0.8428207,0.7703011,1.1179967,0.7880398,0.95848674,0.9524406,0.6983954,0.5450896,0.9519183,0.9836076,0.98975563,0.61728114,0.9228405,0.76087636,0.47463247,0.95255756,0.7140511,0.9352574,0.65988666
cellid_000001511-1_1,0.41912594,0.28026664,0.3790224,0.6663557,1.0920328,0.70705616,0.6557268,0.6679758,0.9889685,0.85215396,0.57104325,0.5385153,0.765714,0.55408806,0.695971,0.334749,0.36234292,0.44198984,0.54201424,0.59546036,0.5684776,0.8121897,0.44226575,0.43972808,0.50685996,0.65633875,0.3275417
cellid_000001521-1_1,0.9443373,0.5279227,0.62306994,0.5955174,7.6648912,0.94009095,0.79259783,1.2455409,1.3138646,0.9755509,1.1383702,0.69333935,1.1593778,0.7773087,0.7995079,0.47150764,0.6797429,1.2184494,2.001504,0.7196019,0.6625625,0.780565,1.4397744,0.6199064,0.8049623,0.7017515,0.38479534
cellid_000001537-1_1,1.1140709,0.51559114,0.72015053,0.93878,1.1033663,1.8468667,0.88051164,1.1502025,1.1424431,1.1428833,1.7168125,0.88622534,0.82410836,1.0417044,0.9143322,0.53103477,0.9555229,1.1449811,0.87038475,0.91573024,0.7375928,0.7094848,0.83343846,0.9335653,0.5864495,0.6499367,0.59031653
cellid_000001556-1_1,0.44550332,0.37693036,1.9858246,0.7737128,0.49385917,0.7100443,0.68168104,0.6132909,0.47058257,0.6813403,0.769274,0.57034045,0.7586259,0.45720908,0.4367146,0.5813406,0.42080384,0.32394332,0.6086962,0.4470138,1.2845525,0.41558775,0.49263802,0.7751417,0.5154941,0.5740293,0.51356393
cellid_000001582-1_1,0.61035025,0.27786413,0.684674,0.6193673,0.8729992,1.0787939,0.69748545,0.6798709,0.8794415,0.69510394,1.3581017,0.5734883,0.7265899,1.4631318,0.59441584,0.67933077,0.5641379,0.58349913,0.6535489,0.6183745,0.6728802,0.74417293,0.3977611,0.7647082,0.5470486,0.46417043,0.33365873
cellid_000001593-1_1,0.3121085,0.17335649,2.2778966,0.35425976,0.26562744,0.25122744,0.27311808,0.33494648,0.18244176,0.4781359,0.53519374,2.2243955,0.47026122,0.58264333,0.18707521,0.2712829,0.3385793,0.21899527,0.27802238,0.21923696,0.6690909,0.27115455,0.17288491,0.46550056,0.20888764,0.2298589,0.43365535
cellid_000001594-1_1,0.4299982,0.7129463,0.9717056,0.8011331,1.000385,0.5335964,0.54524434,0.9528629,0.51363087,0.6921979,0.9929889,0.6270341,0.87158185,0.6048979,0.45906597,0.9051101,0.8039416,0.59030855,0.71473205,0.6231842,0.6818886,0.3590025,0.37481865,0.57011265,0.48909393,0.5274782,0.35715017
