,q05cell_abundance_w_sf_0,q05cell_abundance_w_sf_1,q05cell_abundance_w_sf_2,q05cell_abundance_w_sf_3,q05cell_abundance_w_sf_4,q05cell_abundance_w_sf_5,q05cell_abundance_w_sf_6,q05cell_abundance_w_sf_7,q05cell_abundance_w_sf_8,q05cell_abundance_w_sf_9,q05cell_abundance_w_sf_10,q05cell_abundance_w_sf_11,q05cell_abundance_w_sf_12,q05cell_abundance_w_sf_13,q05cell_abundance_w_sf_14,q05cell_abundance_w_sf_15,q05cell_abundance_w_sf_16,q05cell_abundance_w_sf_17,q05cell_abundance_w_sf_18,q05cell_abundance_w_sf_19,q05cell_abundance_w_sf_20,q05cell_abundance_w_sf_21,q05cell_abundance_w_sf_22,q05cell_abundance_w_sf_23,q05cell_abundance_w_sf_24,q05cell_abundance_w_sf_25,q05cell_abundance_w_sf_26
cellid_000080744-13P5,0.008296538,0.06185659,0.01772636,0.010868934,0.011178088,0.008467312,0.016127951,0.015430958,0.00703525,0.028331727,0.02829252,0.019144962,0.01816236,0.016938316,0.00784453,0.03466083,0.022056926,0.01117608,0.008750382,0.017725622,0.021536741,0.011766556,0.012629818,0.06901154,0.0067329532,0.01158833,0.081204265
cellid_000080749-13P5,0.0049823914,0.008435032,0.012041802,0.0043481644,0.0053120223,0.0075196982,0.010969409,0.0123021705,0.008035379,0.011795729,0.014662402,0.01481673,0.009640042,0.007499481,0.007271715,0.010670333,0.026291814,0.0054903217,0.0032159602,0.006768009,0.011177154,0.00555382,0.0048991167,0.6808475,0.0045991126,0.005788373,0.014462854
cellid_000080750-13P5,0.0039046274,0.0034581048,0.010524041,0.010353145,0.017091261,0.008716515,0.013029591,0.018205281,0.006536512,0.015105533,0.0315642,0.031068133,0.01719886,0.0073238313,0.006560836,0.008828212,0.01654864,0.009190873,0.009899872,0.008246042,0.011490049,0.00783181,0.009233618,0.25000054,0.007805333,0.007818735,0.015521812
cellid_000080751-13P5,0.1440126,0.077985905,0.18270595,0.1241626,0.053526804,0.19140649,0.6113375,0.09403535,0.07635392,0.08699994,0.1218027,0.12479281,0.07690024,0.05356639,0.04924253,0.08494952,0.07790575,0.08824472,0.09411487,0.06193972,0.09925705,0.1314907,0.4040433,0.17730168,0.07027112,0.03970839,0.17678171
cellid_000080752-13P5,0.0046393503,0.62571377,0.009815441,0.0062402,0.0073142517,0.005879315,0.008593823,0.011943458,0.00556349,0.017011773,0.019570673,0.026761413,0.010422723,0.025030658,0.005405976,0.06243113,0.017783068,0.008877859,0.0062960805,0.012049031,0.019561758,0.008798427,0.005084124,0.015184338,0.006357535,0.007330779,0.30341545
cellid_000080753-13P5,0.46315074,2.3083284,0.31022313,0.28643924,0.20556481,0.16852464,0.23378775,0.25706908,0.18797351,0.2179704,0.28568092,0.23927033,0.23582983,0.31112212,0.4854187,0.22795069,0.21917367,0.17588553,0.16630746,0.43062395,0.27656028,0.36870188,0.5713896,0.31017476,0.17865364,0.3209618,0.45574087
cellid_000080757-13P5,0.01760104,2.6489565,0.058312736,0.018888792,0.017702488,0.017604727,0.031439252,0.04417826,0.023097936,0.049389355,0.050617933,0.07725305,0.044604257,0.04221314,0.019602677,0.19195299,0.054180775,0.027058788,0.025191355,0.037981402,0.056497704,0.03351786,0.02503721,0.10512381,0.023898471,0.021211721,0.24403228
cellid_000080758-13P5,0.12047845,0.033915676,0.095624395,0.062150672,0.047802515,0.10331929,0.19943932,0.090808585,0.15170516,0.09402523,0.0740324,0.053199504,0.07711791,0.04750601,0.07478161,0.035489246,0.04768746,0.117849074,0.12787719,0.13788146,0.08323237,0.075394355,0.08311334,0.09788072,0.0661536,0.06072595,0.07770675
cellid_000080759-13P5,0.3661122,0.0789876,0.14024231,0.1373877,0.11704696,0.122391425,0.12082482,0.12756452,0.2398348,0.18357408,0.17503019,0.113836385,0.13252789,0.1502295,0.10908093,0.11308267,0.1525712,0.13599843,0.1781523,0.18270004,0.12565106,0.21785551,0.60206145,0.18165661,0.11441039,0.11584121,0.14665012
cellid_000080766-13P5,0.30051032,0.111608624,0.24872409,0.21407671,0.18986747,0.1875642,0.32838425,0.1860319,0.14769003,0.22043921,0.23143207,0.34881762,0.25531292,0.18006381,0.20994975,0.12833431,0.36824322,0.22876662,0.24384344,0.18217753,0.20737623,0.22029774,0.20811099,0.5986912,0.23134255,0.1365604,0.4014334
cellid_000080770-13P5,0.024176598,0.7561906,0.08584005,0.03424814,0.044971064,0.037451744,0.027221832,0.076285295,0.041396007,0.070066474,0.07467433,0.16197553,0.033978224,0.0690498,0.03483001,0.17310458,0.04692525,0.054316334,0.04609363,0.048176035,0.26297697,0.043065958,0.042805262,0.07081443,0.034302216,0.049833704,1.6326344
cellid_000080775-13P5,0.0050295917,0.35132596,0.013514569,0.005900569,0.0049376944,0.011009428,0.007953009,0.019189516,0.006181154,0.011149532,0.025567152,0.01359987,0.0122342575,0.010621215,0.007940727,0.031274654,0.009751307,0.0036726664,0.008388244,0.005151733,0.010284833,0.0062115076,0.0029660426,0.075455375,0.005657537,0.0074926936,0.017617177
cellid_000080781-13P5,0.07105441,1.4821396,0.08576156,0.057003222,0.10680776,0.06766613,0.07614737,0.11835107,0.14743651,0.10034679,0.13107726,0.12319955,0.08538129,0.07265832,0.0627098,0.26243305,0.12281026,0.097237244,0.08895134,0.101079196,0.13136068,0.05301389,0.063782714,0.07460476,0.078564644,0.127261,0.1488981
cellid_000080785-13P5,0.0061860294,0.048185557,0.062048227,0.026235618,0.016972689,0.011361792,0.009677881,0.025571851,0.007220664,0.026697671,0.020413235,0.10997988,0.016972454,0.019353405,0.011216974,0.07191124,0.027620709,0.010137126,0.014029274,0.019946767,0.03958304,0.012035312,0.0063385945,0.016446933,0.012844997,0.02079801,0.57806855
cellid_000080788-13P5,0.10323894,1.3236606,0.14042982,0.07884446,0.0796376,0.0700853,0.063291006,0.11501914,0.07540873,0.10389485,0.10187661,0.12185787,0.098948464,0.0879555,0.053973906,0.17128831,0.07107043,0.11163308,0.0674336,0.07378314,0.10236984,0.086366296,0.18249026,0.0728397,0.085962586,0.1434697,0.11188334
cellid_000080789-13P5,0.014751483,0.017677339,0.021003278,0.11655007,0.042254385,0.021675946,0.026482305,0.059755173,0.033967305,0.03491458,0.028601635,0.01447976,0.022917183,0.01889334,0.016702645,0.02294201,0.022013502,0.019689048,0.020025354,0.015411724,0.041880686,0.02919883,0.020869961,0.019770158,0.015120878,0.019605977,0.0154730575
cellid_000080790-13P5,0.006249145,0.021345502,0.014430851,0.008710405,0.012324474,0.009093713,0.015717248,0.017520234,0.007793154,0.017894436,0.022747563,0.016556079,0.013081462,0.018081337,0.016001772,0.013223124,0.031131413,0.006218059,0.0067451023,0.011879715,0.019965405,0.011925448,0.0095684305,0.4340237,0.011632169,0.008479532,0.118187696
cellid_000080793-13P5,0.004396099,0.017127523,0.045981232,0.0064498107,0.017476223,0.007393518,0.008648511,0.015739141,0.006519095,0.014168367,0.026489025,0.011396412,0.017399943,0.0100568645,0.007347762,0.013633576,0.020580547,0.00758921,0.01150899,0.009012916,0.01626002,0.006357605,0.0075341235,0.48553154,0.006465174,0.010096346,0.012568617
cellid_000080809-13P5,0.012461982,0.073023096,0.0411578,0.023429977,0.023706868,0.02417084,0.03199282,0.03506592,0.020210488,0.029525785,0.03837704,0.029328601,0.029427063,0.051499937,0.045364782,0.027496522,0.032333273,0.01648602,0.022233214,0.018123403,0.037693404,0.019278005,0.015428158,0.50903106,0.026289694,0.016449586,0.015891511
cellid_000080818-13P5,0.016169136,0.8814568,0.13217832,0.020756662,0.04723283,0.022203438,0.029488824,0.07838155,0.043596793,0.038755435,0.065578446,0.10308308,0.042758323,0.049974278,0.021676064,0.1748939,0.06719744,0.020670056,0.013547397,0.033958334,0.093738616,0.017428538,0.012050218,0.30834487,0.040860694,0.026740666,0.2588357
cellid_000080832-13P5,0.0061350698,0.37620872,0.03192018,0.017558705,0.01435065,0.009528892,0.023848243,0.029726703,0.011449197,0.022536188,0.023494264,0.022496317,0.01345683,0.017057963,0.011310225,0.0472746,0.014131994,0.01066351,0.012714023,0.009155547,0.0315572,0.009453428,0.015939733,0.01622226,0.008934519,0.009956087,0.022240095
cellid_000080843-13P5,0.12547146,0.16583486,0.11815655,0.07934172,0.14047849,0.1386482,0.16614002,0.11295403,0.102304034,0.15386236,0.12204438,0.14667132,0.122634284,0.099900015,0.09602863,0.13232155,0.15876561,0.14100316,0.109692566,0.075973295,0.1730189,0.103701964,0.2278442,0.10369054,0.12006749,0.04845865,0.08902128
cellid_000080845-13P5,0.03546842,0.062106937,0.07081903,0.028656138,0.033518113,0.026755622,0.051550608,0.040899225,0.025959194,0.039948795,0.15613739,0.09900341,0.07050296,0.04206224,0.033418775,0.046933834,0.091274545,0.04017091,0.022535898,0.040909212,0.08697334,0.04890719,0.058774948,2.669587,0.046215557,0.03286798,0.15139079
cellid_000080848-13P5,0.24444918,0.015076328,0.031210918,0.027073456,0.04263373,0.06907125,0.10675882,0.03842267,0.02972857,0.047845423,0.031463724,0.04689404,0.0325004,0.034279566,0.056356505,0.0173955,0.037684128,0.031393263,0.036890335,0.029831069,0.031207312,0.030692454,0.018162197,0.09231474,0.03867002,0.02858948,0.017917844
cellid_000080850-13P5,0.13769929,0.052327693,0.16804425,0.11073198,0.099946864,0.15464064,0.12316487,0.10924711,0.07922878,0.12543681,0.161754,0.1467758,0.13102923,0.100682385,0.1649721,0.051477294,0.48082232,0.1561377,0.181767,0.111392505,0.12254606,0.10700708,0.100465216,0.39266974,0.094080426,0.079609506,0.14484057
cellid_000080856-13P5,0.0076875053,0.007647615,0.0141443815,0.0053747697,0.0060917796,0.004558475,0.00719964,0.012350994,0.0031932106,0.014498039,0.016403068,0.017100535,0.015859185,0.00845446,0.00994776,0.006631493,0.022750327,0.011519955,0.006953539,0.009970325,0.008522155,0.0056343996,0.0056619677,0.3392781,0.0057424274,0.0070323087,0.01966158
cellid_000080860-13P5,0.01645381,0.89884824,0.058067586,0.015411229,0.019748606,0.016594732,0.028742192,0.045337535,0.0149037205,0.07595083,0.068617895,0.15438296,0.03932886,0.038248733,0.021432228,0.13364777,0.03467767,0.04973006,0.034618568,0.03600949,0.08902603,0.017434523,0.017970556,0.060594812,0.018744074,0.03057059,1.381901
cellid_000080861-13P5,0.004410766,0.15905747,0.014335267,0.0051956186,0.013716177,0.009322754,0.008205683,0.018611327,0.011959541,0.0180606,0.020954495,0.02275158,0.013789959,0.013346989,0.0110418135,0.26986364,0.012926011,0.008088243,0.007063546,0.008611145,0.03686097,0.006212273,0.0050295605,0.01260821,0.0061592115,0.008931369,0.27305922
cellid_000080866-13P5,0.16158476,0.056996323,0.14823398,0.0858267,0.06732298,0.13460466,0.17986985,0.102718085,0.07003468,0.14153613,0.13715152,0.1824942,0.13497823,0.08338702,0.09767102,0.2057405,0.124649726,0.13221395,0.091011845,0.090200245,0.15205373,0.14518633,0.2065676,0.20672286,0.15403093,0.059060834,0.12021015
cellid_000080869-13P5,0.039168272,0.39471108,1.008611,0.07438847,0.050532285,0.03219132,0.048578594,0.08019248,0.052680492,0.08113668,0.11962923,0.34740162,0.1192619,0.11115052,0.06955413,0.13149604,0.07844389,0.09142803,0.057538252,0.06986531,0.20750086,0.057370476,0.056372285,0.087335385,0.058758896,0.06919264,0.22595468
cellid_000080893-13P5,0.017802594,0.047929615,0.08674594,0.025897935,0.020022731,0.010130251,0.016643377,0.040498868,0.02030448,0.036451016,0.033162057,0.033516403,0.029325841,0.022039965,0.037283406,0.056344256,0.03279633,0.016395418,0.01663272,0.041519612,0.04132041,0.024489764,0.012805188,0.133429,0.015713539,0.018106163,0.13752688
cellid_000080894-13P5,0.07116771,0.033893257,0.03813699,0.04590016,0.042308323,0.020324372,0.081011824,0.058080908,0.06253188,0.08945222,0.078808874,0.328364,0.052529637,0.15197809,0.05473376,0.025193615,0.06998522,0.02661679,0.04917754,0.06477835,0.09905783,0.024604304,0.03074836,0.10279625,0.03710523,0.054997206,0.07220919
cellid_000080908-13P5,0.027196515,0.47857437,0.030228851,0.040366936,0.02444477,0.024035295,0.021888023,0.037931167,0.020703414,0.04749607,0.042579606,0.027834726,0.030682085,0.028134262,0.035742186,0.06257941,0.046553515,0.0700857,0.023138158,0.023234108,0.039422184,0.022077968,0.021724584,0.03557308,0.024228077,0.019638788,0.20317036
cellid_000080919-13P5,0.005092043,0.012964146,0.014134945,0.008025157,0.013063498,0.006078471,0.009610621,0.016131552,0.009248348,0.019809553,0.022863911,0.026769739,0.015694916,0.015643891,0.009014789,0.020547971,0.024309337,0.017330026,0.008735674,0.013642171,0.036186367,0.009441426,0.0066212504,0.1313939,0.009245178,0.01135359,0.0808127
cellid_000080921-13P5,0.008240948,0.0146453,0.017211743,0.0070410506,0.0119298315,0.0062733735,0.010756119,0.014277887,0.010064672,0.022302363,0.034785327,0.015575392,0.016773144,0.014215682,0.015133586,0.010036287,0.02436513,0.006189744,0.020845212,0.016293883,0.018347854,0.013400343,0.008179384,0.32231328,0.01059688,0.011534799,0.014392294
cellid_000080929-13P5,0.0048389956,0.03462243,0.0110145705,0.0053524626,0.0039124535,0.0048805433,0.009580601,0.010106813,0.0031896564,0.009858215,0.013129631,0.01528406,0.010282605,0.0063431053,0.0052739666,0.015644088,0.02571097,0.005873527,0.0049520535,0.0042272983,0.013152757,0.006182618,0.004145192,0.4663555,0.0057927123,0.0033678622,0.015807092
cellid_000080932-13P5,0.007681728,0.11245729,0.047542717,0.0073382077,0.011432764,0.009307967,0.006812988,0.020236704,0.009303623,0.018434446,0.030531202,0.2733958,0.017253019,0.013058033,0.006130755,0.09914404,0.033650566,0.012357736,0.013013309,0.016075395,0.077752456,0.008808618,0.008017015,0.0421823,0.009659795,0.0123696625,0.37295502
cellid_000080937-13P5,0.017864306,0.02475648,0.019681348,0.0137240235,0.021226646,0.0118027935,0.02843563,0.018382702,0.014684096,0.026083887,0.03895035,0.029557018,0.018108487,0.02276408,0.033590004,0.031525843,0.022525268,0.011596011,0.015696306,0.03614601,0.021717547,0.016388258,0.018243609,0.426259,0.010213631,0.009684674,0.045696188
cellid_000080940-13P5,0.0046353745,0.0052381298,0.010822406,0.011147712,0.006056166,0.004702577,0.0054590134,0.008306743,0.006672687,0.009216632,0.016078325,0.11041292,0.010071576,0.0087900115,0.005083004,0.010993735,0.010527778,0.0042247204,0.0061810366,0.0071743443,0.015188147,0.006427863,0.004491811,0.013569084,0.0050114407,0.005543952,0.014006395
cellid_000080941-13P5,0.3747549,0.09440264,0.11435632,0.111624755,0.13792226,0.1808975,0.28095368,0.17561337,0.18417169,0.15436131,0.13233352,0.13630098,0.13026522,0.099291824,0.14861028,0.12879185,0.26221943,0.099775486,0.13955103,0.096253194,0.19196531,0.3508669,0.5921038,0.51819706,0.10032886,0.12775424,0.12165629
cellid_000080948-13P5,0.0057543507,0.004337541,0.024040584,0.004454977,0.006451294,0.004083211,0.004639444,0.008143137,0.0054821344,0.009871708,0.020180292,0.012311064,0.013167285,0.007892415,0.006809269,0.018094413,0.020531522,0.007547097,0.008194399,0.0064384947,0.011692952,0.007361242,0.00676546,0.34726143,0.0059067467,0.006226704,0.007955852
cellid_000080956-13P5,0.10091989,0.89417964,0.08762226,0.05455121,0.06340413,0.06352289,0.053278077,0.077470884,0.050106637,0.07878809,0.12652183,0.056259185,0.1078826,0.05755918,0.081887126,0.17418793,0.10345091,0.035537396,0.1145009,0.093197316,0.07278762,0.098807245,0.08804559,0.10116106,0.08486239,0.073428124,0.13636614
cellid_000080957-13P5,0.101811804,0.02342874,0.050290983,0.045289632,0.060174182,0.07259395,0.03584918,0.052378036,0.030785313,0.056478225,0.11540965,0.08713533,0.061717417,0.0706494,0.051297743,0.03073301,0.06021612,0.038805667,0.030152773,0.09209194,0.06008447,0.059505764,0.04050182,0.043581206,0.035190605,0.046521977,0.07881226
cellid_000080968-13P5,0.011689881,0.026273923,0.019637592,0.009457221,0.011856928,0.015721437,0.011866678,0.026074437,0.016751368,0.025683578,0.03890779,0.017560998,0.026203971,0.020212308,0.008829119,0.01649293,0.04921622,0.01715774,0.013465938,0.021014707,0.036345515,0.015055875,0.018872255,0.7753024,0.013245676,0.015944738,0.036400396
cellid_000080970-13P5,0.0076055955,0.0072879074,0.019345887,0.01504074,0.008873747,0.015918856,0.022267485,0.021607358,0.012023888,0.016550459,0.056224238,0.009396676,0.018320825,0.01775541,0.016622856,0.008561413,0.020184012,0.00930038,0.008775809,0.017726352,0.029152216,0.025436161,0.00403337,0.016174395,0.0115690995,0.0064080986,0.019482002
cellid_000080972-13P5,0.3311349,0.03842531,0.1178744,0.3087045,0.15646589,0.2176333,0.19635947,0.1583197,0.11708878,0.18499339,0.10311109,0.09970671,0.10991525,0.072475515,0.15939802,0.053982396,0.17734133,0.1108822,0.17452669,0.1312864,0.13690707,0.15267287,0.25235495,0.12317839,0.13390799,0.15456602,0.06827753
cellid_000080985-13P5,0.0075104623,0.015185172,0.030652698,0.0102144275,0.018457755,0.0097667705,0.008595842,0.023365788,0.011209799,0.025074152,0.01464601,0.012538379,0.018606361,0.013236476,0.009105797,0.013795348,0.025082301,0.0070583136,0.010553583,0.01652753,0.028427545,0.011468767,0.0053442875,0.4132434,0.010499435,0.02651454,0.027911263
cellid_000080996-13P5,0.008312771,0.09653514,0.030074472,0.009059151,0.024222912,0.009212338,0.011594007,0.029888403,0.014922546,0.021743253,0.022241201,0.21876101,0.010606278,0.6850191,0.008573461,0.048084725,0.015795667,0.014433665,0.021172766,0.016150024,0.024648283,0.011920305,0.005432086,0.0137778055,0.008381348,0.007498552,0.0575488
cellid_000081000-13P5,0.2705245,0.022590661,0.069742784,0.25831148,0.083001286,0.22863874,0.21239504,0.07897672,0.055135407,0.11395672,0.14270127,0.09535012,0.08887802,0.054669842,0.123755544,0.034346316,0.068596914,0.08008873,0.06493621,0.09190475,0.07598114,0.14617614,0.20184784,0.088841856,0.055814855,0.057969972,0.03489691
cellid_000081006-13P5,0.016626833,0.016769687,0.024082037,0.08717654,0.03027902,0.019159386,0.032088615,0.018974848,0.008856171,0.032115683,0.042891216,0.033168074,0.0192076,0.026831083,0.024345284,0.021639133,0.019736968,0.013951118,0.013307079,0.022606818,0.031039346,0.014797711,0.008695047,0.04796577,0.013924546,0.039092973,0.03403761
cellid_000081009-13P5,0.05651935,0.68419415,0.06373794,0.055746365,0.053805724,0.058009695,0.04354289,0.071794234,0.047949098,0.07695994,0.08802668,0.05191635,0.073747694,0.033088274,0.07877826,0.14915575,0.06769551,0.06013058,0.06389211,0.08520887,0.09293921,0.046145767,0.075399786,0.11596539,0.054849338,0.0827994,0.111447744
cellid_000081010-13P5,0.007846995,0.89971167,0.02258423,0.008181928,0.026516706,0.009994715,0.009281639,0.035582967,0.01192265,0.02315384,0.0211952,0.039932203,0.023326762,0.04343179,0.012663759,0.11641175,0.022563512,0.014463642,0.026537832,0.022713404,0.03294815,0.01018812,0.009091757,0.045274816,0.012078487,0.019545423,0.041277144
cellid_000081013-13P5,0.005474476,0.052392427,0.02062858,0.0076597705,0.00959577,0.007302517,0.009553755,0.012776727,0.0049889986,0.019020407,0.030861225,0.013878272,0.012418199,0.015051136,0.009176939,0.09056033,0.022597056,0.0067702644,0.008495849,0.011345288,0.027755903,0.0074502975,0.003736172,0.049581297,0.007951083,0.0075220233,0.037353106
cellid_000081015-13P5,0.008840765,0.023353871,0.03983822,0.0077616405,0.010537025,0.009856548,0.014602589,0.022365067,0.0061267517,0.031691063,0.02972072,0.03179161,0.021249369,0.024033247,0.010188664,0.059448022,0.052731253,0.010697663,0.0290264,0.008471347,0.038524006,0.0067641535,0.006403249,0.008074467,0.014726453,0.0077899657,0.06888955
cellid_000081021-13P5,0.040494725,0.021054232,0.025387436,0.015370898,0.013561125,0.023007823,0.037982926,0.032626364,0.017639255,0.047556527,0.05890731,0.039724752,0.022294275,0.024481226,0.057581697,0.028500115,0.0432708,0.04831938,0.022681272,0.025582176,0.052012023,0.06136649,0.025755994,0.026176827,0.019712219,0.019017821,0.031192355
cellid_000081026-13P5,0.020652395,0.0046543875,0.014431451,0.010457439,0.014411041,0.017852189,0.023031786,0.013731813,0.004367298,0.021147415,0.017525665,0.01755976,0.023284327,0.005575224,0.013113029,0.01068701,0.012649992,0.0141493315,0.011015308,0.009740208,0.01775932,0.015599066,0.006983363,0.023791922,0.0051593096,0.015671764,0.03206168
cellid_000081047-13P5,0.011899019,0.014376352,0.016384957,0.01514816,0.013557712,0.011654029,0.012272681,0.028422521,0.010003612,0.030661236,0.024210759,0.048116144,0.023145838,0.013236224,0.017676672,0.049678728,0.03236092,0.013707664,0.012390436,0.019059407,0.03904798,0.015665662,0.0110218255,0.50982195,0.008799526,0.013527294,0.008080198
cellid_000081051-13P5,0.014625199,0.09394833,0.046447072,0.10777801,0.020805413,0.018766697,0.023344083,0.025401132,0.016711365,0.034027528,0.06740618,0.032784488,0.032454282,0.037068803,0.017300285,0.035665162,0.036854986,0.024972813,0.014211836,0.016330985,0.041613095,0.03519901,0.007976083,0.05130155,0.010739111,0.033671204,0.09811303
cellid_000081052-13P5,0.0037887145,0.034336638,0.02773656,0.0056861187,0.006571366,0.003911033,0.0062832334,0.014076225,0.0041525317,0.0065959,0.017755441,0.02946063,0.012368549,0.0095171835,0.0050332937,0.012825899,0.027958633,0.0022216511,0.0035717466,0.0038851777,0.023470594,0.00569126,0.002795213,0.07725007,0.005175432,0.007958781,0.0107170595
cellid_000081061-13P5,0.07431599,0.017875433,0.041841,0.082404,0.040008906,0.10162915,0.23304094,0.05841595,0.047352783,0.08267174,0.059858892,0.045123935,0.09257461,0.061051387,0.09160153,0.02338004,0.06723281,0.04895051,0.040476937,0.06630332,0.07107469,0.06300271,0.044869836,0.058551807,0.06967801,0.047707535,0.10504134
cellid_000081080-13P5,0.014210165,0.008913706,0.041456915,0.01370158,0.017519923,0.018558025,0.019767955,0.024843898,0.012176439,0.01924269,0.03561397,0.0406643,0.01837595,0.0139282765,0.02158856,0.018407322,0.042797923,0.011698515,0.016085412,0.03270168,0.031357784,0.026758753,0.00870235,0.5120572,0.0125541,0.01355647,0.025958171
cellid_000081081-13P5,0.03647738,0.2405547,0.16564721,0.050154828,0.051629495,0.03975475,0.048934914,0.06507042,0.07194144,0.08628763,0.0707651,0.06517057,0.082014106,0.066057116,0.043173373,0.13304368,0.099126525,0.054516368,0.062919796,0.047410466,0.10231385,0.045100972,0.030307654,1.1854376,0.064784065,0.04534866,0.18460456
cellid_000081087-13P5,0.086001605,0.013890924,0.06898856,0.03797002,0.03140913,0.0604033,0.05573737,0.0532114,0.03944184,0.088327475,0.09792258,0.03697523,0.038214162,0.06344749,0.04004091,0.008390393,0.09825267,0.041793704,0.04857796,0.02372037,0.048170473,0.08593551,0.02937427,0.032932613,0.033000614,0.03832707,0.026935074
cellid_000081094-13P5,0.0071682306,0.011990908,0.053920165,0.0076240855,0.008857966,0.012568653,0.004451949,0.013428257,0.0059288843,0.025501003,0.017835593,0.022021256,0.01803721,0.014741157,0.007419318,0.017042667,0.010797327,0.013178053,0.00676649,0.014747987,0.039112225,0.007507512,0.0051737297,0.00975385,0.013024287,0.006000252,0.009998653
cellid_000081100-13P5,0.004121818,0.038381785,0.058991663,0.009288132,0.009502583,0.009832951,0.014182316,0.015985392,0.007722115,0.023058763,0.014374421,0.02266017,0.017151166,0.032609023,0.010732595,0.025435258,0.018611649,0.010180174,0.0107637495,0.012747294,0.028990483,0.0045007174,0.0032062542,1.012913,0.005294805,0.010394401,0.080395535
cellid_000081104-13P5,0.025214942,0.010281789,0.0490403,0.03214669,0.0578652,0.040166035,0.039562166,0.032223437,0.03911618,0.050070513,0.06874728,0.046847776,0.043518472,0.037719414,0.03926314,0.024613427,0.031067666,0.048145823,0.036977366,0.04473739,0.04787422,0.018784406,0.020188639,0.028782876,0.029658813,0.026423045,0.02233239
cellid_000081106-13P5,0.053784803,0.48224902,0.050021503,0.06893232,0.0332812,0.044690564,0.05073505,0.051772963,0.026619118,0.07204622,0.0576554,0.26859415,0.049024884,0.055336487,0.02374454,0.111938216,0.04906661,0.029589433,0.034995507,0.06426949,0.16861485,0.06341042,0.03687571,0.19867638,0.031712893,0.035651915,0.40395594
cellid_000081110-13P5,0.16548528,0.016302858,0.052342944,0.066536605,0.045144863,0.1731161,0.10756281,0.05370287,0.039302878,0.09647347,0.0623353,0.03396708,0.039300326,0.035546165,0.0650113,0.030289978,0.078896515,0.052524574,0.09961051,0.061228696,0.057785753,0.12179648,0.1547372,0.24248192,0.061381273,0.05936271,0.03214798
cellid_000081111-13P5,0.011772843,0.0058582784,0.010512097,0.017477382,0.0074645802,0.008461971,0.0122256,0.014463961,0.013638883,0.016563432,0.014217888,0.011500711,0.012233124,0.010269188,0.021619784,0.008902877,0.008358447,0.014516552,0.0068183877,0.014788107,0.014858576,0.010355392,0.01912234,0.016236886,0.008948448,0.012909843,0.010912875
cellid_000081114-13P5,0.057282995,4.244505,0.1387731,0.080787,0.07393597,0.06081152,0.06509115,0.120951205,0.060585715,0.094668895,0.09346426,0.08839951,0.10333635,0.18606582,0.050977625,0.1620294,0.102855556,0.06113772,0.07438531,0.0958744,0.11592673,0.08458128,0.06431882,0.13060197,0.06671635,0.12945612,0.12336777
cellid_000081124-13P5,0.021940714,1.5384282,0.035386514,0.01807242,0.037951745,0.018721849,0.022897031,0.06569839,0.02035212,0.06571701,0.05596937,0.037527077,0.050171033,0.033250235,0.04827346,0.07133084,0.06343939,0.037263185,0.03061967,0.03959727,0.06435421,0.023327783,0.030586585,0.108123474,0.031274598,0.04296821,0.03584498
cellid_000081128-13P5,0.30957532,0.037716396,0.08934283,0.10388415,0.09316896,0.1387665,0.18008064,0.07991612,0.078607135,0.21027991,0.09405389,0.11549338,0.09636168,0.073721,0.12521617,0.14503202,0.09491093,0.12500888,0.08665479,0.11678661,0.11794864,0.1396308,0.36672476,0.1501357,0.13537784,0.04000432,0.18234539
cellid_000081129-13P5,0.0027945773,0.036740374,0.039287448,0.013978874,0.0053043235,0.006991637,0.005711053,0.009639452,0.0039164857,0.017370831,0.0095961075,0.10361347,0.011262472,0.022350024,0.005209937,0.023222428,0.0058187395,0.004385045,0.00549909,0.0060157105,0.026814878,0.0040393355,0.0017682563,0.012993082,0.005936809,0.0041097794,0.5657837
cellid_000081138-13P5,0.018811684,0.008088989,0.046518624,0.033140667,0.03593878,0.069092356,0.036033046,0.02967186,0.042630944,0.032352265,0.02790702,0.024948886,0.02611319,0.01843821,0.020111104,0.009977641,0.05450558,0.01896783,0.031327013,0.018847676,0.02515117,0.033363096,0.009539219,0.03130044,0.02265862,0.012873108,0.019123834
cellid_000081139-13P5,0.003146524,0.04482875,0.022661494,0.0070883906,0.008270035,0.0056386446,0.00525458,0.010239859,0.004558966,0.0123361545,0.018034086,0.043886006,0.009541514,0.043460477,0.008708975,0.00572329,0.024684008,0.006095272,0.0051393993,0.00784719,0.01496588,0.007534573,0.002969114,0.093244925,0.00917999,0.0059990445,0.021866687
cellid_000081141-13P5,0.017687315,0.0764028,0.015407768,0.01542254,0.015612479,0.02814392,0.021814702,0.019877573,0.010690178,0.030353874,0.024944015,0.023136508,0.025268065,0.013427885,0.013348039,0.016622853,0.016600067,0.01513902,0.012846437,0.012972921,0.025540182,0.013505029,0.015364209,0.017811423,0.011585911,0.0076171383,0.012197456
cellid_000081144-13P5,0.005126807,0.03473235,0.028640427,0.008863365,0.011434739,0.012887779,0.00992564,0.024727657,0.006742188,0.017417574,0.026725197,0.02111615,0.027625013,0.018709918,0.009377748,0.015448413,0.026057146,0.012818709,0.010544216,0.01671218,0.020796305,0.012079317,0.0049905134,0.32148838,0.013788046,0.011426492,0.2534377
