"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"660","arnt2",1.22226263289679e-07,FALSE,NA,2.33098049410204e-05,1.24220030931172,1.12571006706372e-07,0.40469595016637,0.0920499578859709,0.83750435914535,7.0447549933538e-05
"17895","LOC111575561",3.86606052468642e-06,TRUE,NA,0.000730470658025473,1.0206507471984,8.15063532528087e-06,0.217155509469587,0.359463206871129,0.80349523772881,0.000103966473354854
"19222","LOC111575473",5.42089760671499e-06,TRUE,NA,0.00101485171158373,0.505749468773488,0.0200732737644641,-0.50906908017799,0.0194931349461976,1.01481854895148,8.45853984005625e-07
"14431","pi4kaa",6.75416164589882e-05,TRUE,NA,0.0125295838678374,1.25140580712721,0.000270002035496033,0.283435779424449,0.458333215599017,0.96797002770276,0.000794467711836284
"4757","fras1",9.8885159896034e-05,TRUE,NA,0.0181788339895358,0.622542705169808,0.00400881075657193,-0.225704372176042,0.301004380869055,0.84824707734585,3.22212121481765e-05
"1372","si:ch211-51h4.2",0.000127009574578928,TRUE,NA,0.0231406908826572,0.484382323259966,0.0362678387754056,-0.492395319560637,0.0554593359514513,0.976777642820603,2.61672519441016e-05
"10592","LOC111580831",0.000168559346777976,TRUE,NA,0.0304391330119591,0.896329989307974,0.00100730119540323,0.0152438037681919,0.959584992458058,0.881086185539783,0.000421979536389709
"4705","LOC111569137",0.000239068860538893,FALSE,NA,0.0427933260364618,0.903088794579905,0.000338107595267399,0.18349330576253,0.493077770679832,0.719595488817375,0.00152614480741797
"484","myo5aa",0.000336750045175423,TRUE,NA,0.059754099320432,NA,NA,NA,NA,NA,NA
"14884","aatkb",0.000393071887011132,TRUE,NA,0.0691467666064582,NA,NA,NA,NA,NA,NA
"4785","zmat4a",0.000512541849486007,TRUE,NA,0.0893925553898416,NA,NA,NA,NA,NA,NA
"17637","LOC111563581",0.000538202410120514,FALSE,NA,0.0930725286518577,NA,NA,NA,NA,NA,NA
"8976","LOC111576972",0.000546926010698338,TRUE,NA,0.0937863207925234,NA,NA,NA,NA,NA,NA
"18977","psmb6",0.000736634050473898,TRUE,NA,0.125264620283086,NA,NA,NA,NA,NA,NA
"7133","tktb",0.000755839910585853,FALSE,NA,0.127468340623264,NA,NA,NA,NA,NA,NA
"7727","ptprub",0.000812469902953581,TRUE,NA,0.135895580653039,NA,NA,NA,NA,NA,NA
"18693","tesk1b",0.000856561935492551,TRUE,NA,0.142105714273667,NA,NA,NA,NA,NA,NA
"10989","enox2",0.000936258246072007,TRUE,NA,0.154074885236656,NA,NA,NA,NA,NA,NA
"2734","LOC111568891",0.000953497233682153,TRUE,NA,0.155656516404144,NA,NA,NA,NA,NA,NA
"17062","cnih1",0.000975177610352385,TRUE,NA,0.157932335848022,NA,NA,NA,NA,NA,NA
"7861","znf385d",0.00100934450695243,TRUE,NA,0.162178614243081,NA,NA,NA,NA,NA,NA
"5328","frmd3",0.00107488733956796,FALSE,NA,0.171360555087686,NA,NA,NA,NA,NA,NA
"8518","dnm3b",0.00111612192649278,TRUE,NA,0.176554914976835,NA,NA,NA,NA,NA,NA
"2746","LOC111564581",0.00114743886761213,FALSE,NA,0.180112596403792,NA,NA,NA,NA,NA,NA
"347","def8",0.00115851781881983,FALSE,NA,0.180463470311737,NA,NA,NA,NA,NA,NA
"12032","LOC111572993",0.00130578387043492,TRUE,NA,0.201862315606781,NA,NA,NA,NA,NA,NA
"17154","cdca4",0.00132051071651933,TRUE,NA,0.202604072791681,NA,NA,NA,NA,NA,NA
"11960","LOC111575218",0.00135599115056188,TRUE,NA,0.206495189689296,NA,NA,NA,NA,NA,NA
"2177","LOC129347891",0.00142363171414815,FALSE,NA,0.213607564403728,NA,NA,NA,NA,NA,NA
"13280","LOC111571501",0.00142001393189298,TRUE,NA,0.213607564403728,NA,NA,NA,NA,NA,NA
"732","c1qtnf4",0.00146516198090633,TRUE,NA,0.218234272864048,NA,NA,NA,NA,NA,NA
"12952","thsd7aa",0.00148977883836997,TRUE,NA,0.220292949099838,NA,NA,NA,NA,NA,NA
"6273","nova2",0.00152027603334494,TRUE,NA,0.223185271485157,NA,NA,NA,NA,NA,NA
"12270","mpzl1l",0.00161017935651625,TRUE,NA,0.234695142493362,NA,NA,NA,NA,NA,NA
"18313","phex",0.00165030228618615,TRUE,NA,0.238837364907195,NA,NA,NA,NA,NA,NA
"13574","btbd3b",0.00180338198709388,TRUE,NA,0.259153611469279,NA,NA,NA,NA,NA,NA
"11070","slc25a5",0.00191749718829209,TRUE,NA,0.273625507862156,NA,NA,NA,NA,NA,NA
"6501","LOC111564475",0.00209572464955707,FALSE,NA,0.296981647214316,NA,NA,NA,NA,NA,NA
"11","csnk1g1",0.00226881491709341,TRUE,NA,0.319292670332469,NA,NA,NA,NA,NA,NA
"6029","LOC111566020",0.00238391638707383,TRUE,NA,0.333193135579647,NA,NA,NA,NA,NA,NA
"4392","cers5",0.00241710510879175,FALSE,NA,0.335533652040846,NA,NA,NA,NA,NA,NA
"14091","LOC118470274",0.00247396239377585,FALSE,NA,0.338816621526107,NA,NA,NA,NA,NA,NA
"17622","dennd5b",0.00247234520432961,TRUE,NA,0.338816621526107,NA,NA,NA,NA,NA,NA
"641","LOC111563330",0.00256190173652483,FALSE,NA,0.346213025400832,NA,NA,NA,NA,NA,NA
"10619","tmem200a",0.00254946868260217,FALSE,NA,0.346213025400832,NA,NA,NA,NA,NA,NA
"10875","slc36a1",0.00261507854994168,TRUE,NA,0.351074295329671,NA,NA,NA,NA,NA,NA
"19466","nlgn4xa",0.00263413749286319,TRUE,NA,0.351321631891282,NA,NA,NA,NA,NA,NA
"9902","arglu1a",0.00268219489945822,TRUE,NA,0.355408241028211,NA,NA,NA,NA,NA,NA
"7446","cacng8b",0.00280080738607976,TRUE,NA,0.368730809808669,NA,NA,NA,NA,NA,NA
"1153","znhit6",0.00289686016871189,TRUE,NA,0.373568058655294,NA,NA,NA,NA,NA,NA
"3357","LOC111585880",0.00290757632261778,TRUE,NA,0.373568058655294,NA,NA,NA,NA,NA,NA
"10953","fam13b",0.00294739083816046,TRUE,NA,0.373568058655294,NA,NA,NA,NA,NA,NA
"13337","LOC111580706",0.00293964599802158,TRUE,NA,0.373568058655294,NA,NA,NA,NA,NA,NA
"17641","LOC118471687",0.00285978100843353,FALSE,NA,0.373568058655294,NA,NA,NA,NA,NA,NA
"17983","amer2",0.00292617959571985,FALSE,NA,0.373568058655294,NA,NA,NA,NA,NA,NA
"12815","adcy2b",0.00303174943971281,FALSE,NA,0.381888142387529,NA,NA,NA,NA,NA,NA
"17330","grip1",0.00312196428701808,TRUE,NA,0.390839283686448,NA,NA,NA,NA,NA,NA
"18453","rap1gds1",0.00317791977808973,FALSE,NA,0.395418481656701,NA,NA,NA,NA,NA,NA
"11037","drp2",0.00322841457802052,TRUE,NA,0.396618350404497,NA,NA,NA,NA,NA,NA
"12938","gabbr1b",0.00324587202379452,FALSE,NA,0.396618350404497,NA,NA,NA,NA,NA,NA
"15709","slc29a4a",0.00320848771619981,TRUE,NA,0.396618350404497,NA,NA,NA,NA,NA,NA
"4372","rbm5",0.00332321231132389,TRUE,NA,0.398902767205149,NA,NA,NA,NA,NA,NA
"7771","atp2c1",0.00331064511441684,FALSE,NA,0.398902767205149,NA,NA,NA,NA,NA,NA
"15420","mmp21",0.0033182706282158,TRUE,NA,0.398902767205149,NA,NA,NA,NA,NA,NA
"15763","si:dkeyp-113d7.10",0.00334622455439814,TRUE,NA,0.399316130158178,NA,NA,NA,NA,NA,NA
"14505","slc12a2",0.00338176221184035,FALSE,NA,0.401210695900083,NA,NA,NA,NA,NA,NA
"5415","lifra",0.0034314588530557,TRUE,NA,0.402486580948869,NA,NA,NA,NA,NA,NA
"18795","mllt3",0.00343196437739406,FALSE,NA,0.402486580948869,NA,NA,NA,NA,NA,NA
"12280","capn5b",0.00367147134404744,TRUE,NA,0.428114538552184,NA,NA,NA,NA,NA,NA
"15144","gspt1",0.00378471166834385,TRUE,NA,0.438811513092185,NA,NA,NA,NA,NA,NA
"11325","rlim",0.00386499636375348,TRUE,NA,0.443084920217716,NA,NA,NA,NA,NA,NA
"13079","pleca",0.00386491697505292,TRUE,NA,0.443084920217716,NA,NA,NA,NA,NA,NA
"18728","sat2a.1",0.0039012228986469,TRUE,NA,0.444739410445747,NA,NA,NA,NA,NA,NA
"1178","lurap1",0.00430305579747722,TRUE,NA,0.482516446021168,NA,NA,NA,NA,NA,NA
"10387","igf2r",0.00431433251841371,TRUE,NA,0.482516446021168,NA,NA,NA,NA,NA,NA
"16249","zgc:112183",0.00432718365293902,TRUE,NA,0.482516446021168,NA,NA,NA,NA,NA,NA
"18337","tnikb",0.00427298662591032,FALSE,NA,0.482516446021168,NA,NA,NA,NA,NA,NA
"1285","LOC118470954",0.0043792687776618,TRUE,NA,0.483045182037657,NA,NA,NA,NA,NA,NA
"10888","LOC111564844",0.00435963720836386,FALSE,NA,0.483045182037657,NA,NA,NA,NA,NA,NA
"18588","rpl34",0.00459250204804619,FALSE,NA,0.503841918238874,NA,NA,NA,NA,NA,NA
"19375","LOC111569301",0.00470818789025066,TRUE,NA,0.513771561970347,NA,NA,NA,NA,NA,NA
"11800","hmgb1a",0.00480352089478247,TRUE,NA,0.521386422228357,NA,NA,NA,NA,NA,NA
"3806","zgc:171566",0.00487610031986453,TRUE,NA,0.526464037709818,NA,NA,NA,NA,NA,NA
"8938","pde1cb",0.00495210989628082,TRUE,NA,0.526666380979773,NA,NA,NA,NA,NA,NA
"9651","LOC111562388",0.00494181895411624,TRUE,NA,0.526666380979773,NA,NA,NA,NA,NA,NA
"11268","ndst1a",0.0049812119733949,FALSE,NA,0.526666380979773,NA,NA,NA,NA,NA,NA
"11433","hprt1",0.00497111840963016,TRUE,NA,0.526666380979773,NA,NA,NA,NA,NA,NA
"6135","LOC118470655",0.00522771135969727,FALSE,NA,0.548608066293,NA,NA,NA,NA,NA,NA
"17709","camk1da",0.00524250577904219,TRUE,NA,0.548608066293,NA,NA,NA,NA,NA,NA
"12890","nkiras1",0.00531726962655834,TRUE,NA,0.553592877548722,NA,NA,NA,NA,NA,NA
"2210","tmem117",0.00536847508006398,FALSE,NA,0.555127419724261,NA,NA,NA,NA,NA,NA
"12096","cnih2",0.00538641718638654,TRUE,NA,0.555127419724261,NA,NA,NA,NA,NA,NA
"4121","LOC111579732",0.00541516360166934,TRUE,NA,0.555285570128968,NA,NA,NA,NA,NA,NA
