"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"4007","ppp1r16b",5.73732641947204e-07,TRUE,NA,9.21892733502166e-05,0.474280753187917,0.0791531646830965,-1.09065530776752,0.00043392090436028,1.56493606095544,8.94964482632248e-08
"10961","msi2b",1.93842385611105e-05,TRUE,NA,0.0030889825449201,0.263708170058762,0.321371725596635,-0.909733324858033,0.00089456560082855,1.1734414949168,6.84789736615069e-06
"15336","dnajc17",0.000253102045932874,TRUE,NA,0.0400025708989973,-1.96041483524294,0.00246765007311031,-2.42036812847679,0.00156232613374045,0.459953293233854,0.617631547682163
"9096","man1a2",0.000566389921190425,TRUE,NA,0.0887896785397868,NA,NA,NA,NA,NA,NA
"9121","kalrna",0.000571747581204862,TRUE,NA,0.0889067488773561,NA,NA,NA,NA,NA,NA
"270","adam10a",0.00092732130770219,FALSE,NA,0.143044875640909,NA,NA,NA,NA,NA,NA
"13185","rxraa",0.000946591239216942,TRUE,NA,0.144858510115723,NA,NA,NA,NA,NA,NA
"9468","ncoa1",0.00142723504715126,TRUE,NA,0.216692489599769,NA,NA,NA,NA,NA,NA
"5432","LOC111566102",0.00146245684436738,TRUE,NA,0.22030541307103,NA,NA,NA,NA,NA,NA
"5562","usp32",0.00148864723358818,TRUE,NA,0.222512371767808,NA,NA,NA,NA,NA,NA
"2235","cpne2",0.00171094812134563,TRUE,NA,0.253773089813741,NA,NA,NA,NA,NA,NA
"12849","znf618",0.00207490997878219,TRUE,NA,0.305407742067772,NA,NA,NA,NA,NA,NA
"8539","senp7",0.00230899379895159,TRUE,NA,0.336208827848937,NA,NA,NA,NA,NA,NA
"16007","LOC111565841",0.00231904232465038,TRUE,NA,0.336208827848937,NA,NA,NA,NA,NA,NA
"15678","tbk1",0.00242068154907468,TRUE,NA,0.348325236039239,NA,NA,NA,NA,NA,NA
"2754","camk2d2",0.00251652055978248,FALSE,NA,0.35943369950908,NA,NA,NA,NA,NA,NA
"187","ano5b",0.00269404697657722,TRUE,NA,0.381960395605602,NA,NA,NA,NA,NA,NA
"7105","si:dkey-7j14.6",0.00272417503729485,TRUE,NA,0.383412723132258,NA,NA,NA,NA,NA,NA
"10572","pcf11",0.00331442141197487,FALSE,NA,0.463106330910866,NA,NA,NA,NA,NA,NA
"11703","trappc9",0.0033908677649579,TRUE,NA,0.47037922477639,NA,NA,NA,NA,NA,NA
"9144","sf3b1",0.00348979947427886,FALSE,NA,0.480645096164607,NA,NA,NA,NA,NA,NA
"11211","grk6",0.00360249965314657,FALSE,NA,0.492648214978525,NA,NA,NA,NA,NA,NA
"4331","mapk1",0.00383607138590812,TRUE,NA,0.520895270866763,NA,NA,NA,NA,NA,NA
"14962","alk",0.00396248118045447,FALSE,NA,0.534297637213447,NA,NA,NA,NA,NA,NA
"81","pde8a",0.00421390404431615,FALSE,NA,0.558562974929403,NA,NA,NA,NA,NA,NA
"6813","zgc:92606",0.00421443991215575,TRUE,NA,0.558562974929403,NA,NA,NA,NA,NA,NA
"8218","LOC111576976",0.00422934313555092,TRUE,NA,0.558562974929403,NA,NA,NA,NA,NA,NA
"10377","si:zfos-2326c3.2",0.00450751930407998,FALSE,NA,0.591251613750137,NA,NA,NA,NA,NA,NA
"2394","lrba",0.00479021240179987,TRUE,NA,0.624086996834493,NA,NA,NA,NA,NA,NA
"17370","raph1b",0.00510242791367088,TRUE,NA,0.660302114304711,NA,NA,NA,NA,NA,NA
"4070","foxj3",0.00519563515512348,TRUE,NA,0.667881580407273,NA,NA,NA,NA,NA,NA
"11125","camkk1a",0.00527722086804244,TRUE,NA,0.67387664091122,NA,NA,NA,NA,NA,NA
"4304","antxr2a",0.0053354837109405,FALSE,NA,0.676834190226017,NA,NA,NA,NA,NA,NA
"12127","slka",0.00545000982485212,TRUE,NA,0.686843721848357,NA,NA,NA,NA,NA,NA
"10672","cpeb4b",0.00555694022423653,TRUE,NA,0.695772216907329,NA,NA,NA,NA,NA,NA
"5716","mark4b",0.00588992713741604,TRUE,NA,0.732706935894555,NA,NA,NA,NA,NA,NA
"2817","LOC111575318",0.00615303967864616,TRUE,NA,0.760531481305482,NA,NA,NA,NA,NA,NA
"9935","fgf2",0.00620418306887754,TRUE,NA,0.761968521873228,NA,NA,NA,NA,NA,NA
"9313","LOC111566654",0.00626860371790351,TRUE,NA,0.76500770182668,NA,NA,NA,NA,NA,NA
"487","adcy7",0.00711103373523534,TRUE,NA,0.862358191715773,NA,NA,NA,NA,NA,NA
