"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"12647","pcdh10b",1.10580365085201e-07,TRUE,NA,1.36326358782212e-05,0.71272672476398,2.76487065601831e-05,-0.124024190258507,0.472550761601562,0.836750915022487,1.28661947529812e-07
"16544","baiap2b",7.76365136101355e-06,TRUE,NA,0.000946831545555007,-0.190517899500097,0.233708351567673,-0.739892193383323,3.15629832681468e-06,0.549374293883226,0.000532021304848513
"5536","dgcr8",9.56910348065431e-06,TRUE,NA,0.0011607783067121,0.766894076703244,0.000579314354157146,-0.157546268828397,0.513736946143528,0.92444034553164,1.02972779019763e-05
"17321","caskin1",1.04751387357463e-05,FALSE,NA,0.0012639257823493,0.664807196188087,0.000139974469215064,-0.0816449835626719,0.596848915564209,0.746452179750759,4.64271681537433e-06
"856","LOC111588881",1.16234600199073e-05,FALSE,NA,0.00139506120154274,0.449907165017379,0.00425334754600133,-0.247343704715975,0.0908242922848384,0.697250869733354,1.993310737997e-06
"316","zfhx3b",1.97055274137312e-05,FALSE,NA,0.00235263254659514,0.883799428469997,3.44861746526386e-06,0.360647015781597,0.0410628648888562,0.523152412688401,0.00425891845672054
"11735","LOC111589000",2.11833069036256e-05,TRUE,NA,0.002515822690062,0.628089043926142,0.000362472755038854,-0.0642814375656313,0.71837135473572,0.692370481491773,2.10769027093778e-05
"3468","tacr3a",2.23682577681753e-05,FALSE,NA,0.00264271645423588,0.56751046105899,0.0374878920864338,-0.861447946635855,0.0109369825690531,1.42895840769484,4.40944395714584e-06
"6827","LOC111562717",4.05633367674218e-05,TRUE,NA,0.00476755819291294,-0.806019218009709,0.00272071446781174,-1.13738352625321,2.72760543721653e-05,0.331364308243504,0.28060516423698
"11793","fynb",4.22483099036182e-05,FALSE,NA,0.00494000341161688,0.595702640841648,0.000317232383992222,-0.0328443339209155,0.839124682077049,0.628546974762564,4.22898582893136e-05
"21229","LOC111571714",6.60491976726694e-05,FALSE,NA,0.00768338461541966,0.0747417283020413,0.805870162164808,0.943473787380151,0.000331212562588213,-0.868732059078109,0.000509127302914998
"9775","LOC118470193",7.53755936235009e-05,TRUE,NA,0.00872357125385456,0.703760738056038,0.00219916848604242,-0.173271721274041,0.485541751834987,0.877032459330079,5.40804715263637e-05
