"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"342","LOC111577165",6.45549996078598e-05,FALSE,NA,0.00852870860203841,-1.11422595617305,0.000322768611237778,-1.16596830999458,0.000209881716399664,0.0517423538215282,0.881425823035217
"15902","LOC111574825",0.000243985239511787,TRUE,NA,0.0320288903588404,0.484726870798629,0.0391058007462994,-0.534297979951132,0.0454957691030576,1.01902485074976,5.13352808858438e-05
"2603","ndrg4",0.000305222769087367,TRUE,NA,0.0398141852588015,0.871619977704091,7.1315876583505e-05,0.363304296741424,0.100018666658122,0.508315680962667,0.0150208577474275
"17936","zic1",0.000321268429601382,TRUE,NA,0.0416436624785188,0.870353636179341,0.0101519169744449,-0.56812647811112,0.19778918423087,1.43848011429046,0.000241729909614758
"5390","cdc14b",0.000345366421118299,FALSE,NA,0.044487512120301,0.827653024290238,0.0104779437994733,-0.479241634557528,0.2293421338734,1.30689465884777,0.000213196714902427
"5991","LOC111569167",0.000393995231763552,TRUE,NA,0.0504362840164398,NA,NA,NA,NA,NA,NA
"12861","LOC111571910",0.00113585293382214,TRUE,NA,0.144505734358483,NA,NA,NA,NA,NA,NA
"570","LOC111587385",0.00115095403901988,TRUE,NA,0.145528605792637,NA,NA,NA,NA,NA,NA
"18134","LOC129347957",0.00129418165047849,FALSE,NA,0.162640754977815,NA,NA,NA,NA,NA,NA
"7851","paqr6",0.00138574002607785,FALSE,NA,0.173091526893724,NA,NA,NA,NA,NA,NA
"5738","cux1b",0.00146225412247715,TRUE,NA,0.181548538941289,NA,NA,NA,NA,NA,NA
"13095","meis1b",0.00156678407855553,TRUE,NA,0.193361795563051,NA,NA,NA,NA,NA,NA
"11221","nexmifb",0.00188317023103395,TRUE,NA,0.231024633700058,NA,NA,NA,NA,NA,NA
"1148","LOC111567448",0.00230875355968244,TRUE,NA,0.281558644171923,NA,NA,NA,NA,NA,NA
"7605","tmem245",0.00264849245301916,FALSE,NA,0.321090761510146,NA,NA,NA,NA,NA,NA
"1104","brinp3a.1",0.00344008421443207,TRUE,NA,0.414620676371023,NA,NA,NA,NA,NA,NA
"13983","LOC111566833",0.00354104738352269,TRUE,NA,0.424308061479086,NA,NA,NA,NA,NA,NA
"11263","LOC111583589",0.00371831333814209,FALSE,NA,0.442973629474616,NA,NA,NA,NA,NA,NA
"15689","LOC111567381",0.0039896012141249,TRUE,NA,0.472561385190312,NA,NA,NA,NA,NA,NA
"4930","zdhhc8b",0.00412902502380797,TRUE,NA,0.486281175661042,NA,NA,NA,NA,NA,NA
"714","ppip5k1a",0.00415572796585944,TRUE,NA,0.486645189638427,NA,NA,NA,NA,NA,NA
"10227","akap12b",0.00421657991752616,TRUE,NA,0.490981424294995,NA,NA,NA,NA,NA,NA
"9360","LOC129350005",0.00440393166513701,TRUE,NA,0.509915907968953,NA,NA,NA,NA,NA,NA
"18930","atp5pf",0.00458177436731879,TRUE,NA,0.527543964862794,NA,NA,NA,NA,NA,NA
"8083","gnrhr1",0.00469925928238078,TRUE,NA,0.538065187832599,NA,NA,NA,NA,NA,NA
"15468","usp43b",0.00472697927972923,TRUE,NA,0.538248856106185,NA,NA,NA,NA,NA,NA
"9333","atp6ap2",0.00490091019012176,FALSE,NA,0.554987686914338,NA,NA,NA,NA,NA,NA
"14320","dync2i2",0.00498586256563092,FALSE,NA,0.561522554522695,NA,NA,NA,NA,NA,NA
"740","pacsin3",0.00520251637182122,TRUE,NA,0.582738382734974,NA,NA,NA,NA,NA,NA
"5250","dnah10",0.00525381708299036,TRUE,NA,0.585303622056385,NA,NA,NA,NA,NA,NA
"16015","prmt1",0.00531225232125947,FALSE,NA,0.58863182979117,NA,NA,NA,NA,NA,NA
"1805","eea1",0.00579854612291776,TRUE,NA,0.639080404242434,NA,NA,NA,NA,NA,NA
"10622","pak5",0.00586507479078932,FALSE,NA,0.642974422543446,NA,NA,NA,NA,NA,NA
"5091","bin3",0.00610306951061767,TRUE,NA,0.660197935000152,NA,NA,NA,NA,NA,NA
"13893","scarb2c",0.0060702245664098,TRUE,NA,0.660197935000152,NA,NA,NA,NA,NA,NA
"19176","LOC129348282",0.00611828265817705,TRUE,NA,0.660197935000152,NA,NA,NA,NA,NA,NA
"7439","myh14",0.00619767887670559,TRUE,NA,0.665282091921366,NA,NA,NA,NA,NA,NA
"2511","ambra1b",0.00681402794194918,TRUE,NA,0.723902659193673,NA,NA,NA,NA,NA,NA
"17928","oxsr1b",0.00681116410346465,TRUE,NA,0.723902659193673,NA,NA,NA,NA,NA,NA
"5941","veph1",0.00709493371344189,TRUE,NA,0.749879917097627,NA,NA,NA,NA,NA,NA
