"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"6510","LOC111583974",3.7011349095985e-09,FALSE,NA,4.49230019156267e-07,-0.112026628126168,0.40105242246591,-0.904493148584582,4.43716879196527e-09,0.792466520458414,1.36534617394411e-07
"8006","tmem269",3.24020326189309e-07,FALSE,NA,3.89270745958146e-05,0.199443762478958,0.152444340153776,0.725054777735479,2.18491549460179e-07,-0.525611015256521,6.59457751452265e-05
"2955","LOC111587547",4.19181479488214e-07,TRUE,NA,5.01038898350709e-05,0.918756824369022,0.000908695883762122,-0.777877633084584,0.0502100981135959,1.69663445745361,1.06731913287793e-06
"5478","LOC111584294",1.55615299428301e-06,TRUE,NA,0.000185064315941324,0.783937566352312,1.25928351745576e-05,0.122011081858436,0.539294830270658,0.661926484493875,4.97063812255988e-05
"2281","LOC111564869",2.29307704155547e-06,FALSE,NA,0.000271332085917119,0.15041566385101,0.246159536553667,-0.533857327036061,0.00023399517048933,0.684272990887071,5.61497870077678e-07
"1987","ccnd2a",2.92687623623714e-06,TRUE,NA,0.00034459577367338,0.424675900887712,0.000680482136827592,-0.160119371512827,0.240869662387333,0.584795272400539,1.8660125820791e-06
"21819","lrch4",2.97791355836312e-06,TRUE,NA,0.000348860351038688,0.34300364481923,0.00837049594161273,-0.318560627554634,0.0285720429906164,0.661564272373865,6.16623610612555e-07
"542","znf710b",5.61371831121426e-06,FALSE,NA,0.000654387252842387,0.616463368299688,9.31134334332605e-05,-0.0168628610950102,0.922552681733792,0.633326229394698,2.54263834209861e-05
"2240","sema3ab",1.05792467039161e-05,FALSE,NA,0.00122714050313849,-0.0884962286355539,0.581376283442224,-0.860118044741881,6.66337995762838e-06,0.771621816106327,3.68706665296294e-05
"16733","LOC111566120",7.4639320035542e-05,FALSE,NA,0.00861535327880837,0.653556460584275,0.0416891273416774,-1.58932215536997,0.00544980669655938,2.24287861595425,3.0457572107109e-05
"7604","dnmt3bb.1",7.956353311852e-05,FALSE,NA,0.00913893909435019,0.0892970738040077,0.478840622773813,-0.438454857618405,0.00101188753919404,0.527751931422413,3.25985526332999e-05
"16660","LOC111570352",0.000142228929994785,TRUE,NA,0.0162575952164428,0.369098951785658,0.00315226614375712,-0.108829468271146,0.417982887680682,0.477928420056804,8.18220181024216e-05
"20121","grip1",0.000156239948717923,TRUE,NA,0.0177728602534345,0.427911535013122,0.00234136116656651,-0.0938575321605684,0.540049521089954,0.521769067173691,0.000127741773658015
"5200","gli1",0.000168540906496756,FALSE,NA,0.0190799650253804,0.0965580025185843,0.591741302931015,-0.614431402609664,0.00113248637388851,0.710989405128248,8.57995726385974e-05
"20892","skida1",0.000182950458444308,TRUE,NA,0.0206121265310437,-0.370870066222738,0.119367340844738,-1.33842879362744,3.38185117003206e-05,0.967558727404697,0.00329308414128622
"4350","fhit",0.000186407888566746,TRUE,NA,0.0209016502480055,0.183221499686761,0.100489258161335,-0.277735717601697,0.0197198111637165,0.460957217288458,3.44752701562859e-05
"19750","si:dkey-288a3.2",0.000240448608526572,FALSE,NA,0.0268333809714464,0.810011956489358,0.182228835764561,1.91929629665349,0.000572332334263422,-1.10928434016414,0.00409954251319978
"22241","LOC111563996",0.000251059420949537,FALSE,NA,0.0278853593636733,0.223262149419595,0.0711186996037761,-0.271300348767844,0.0384773698639601,0.494562498187438,4.67583997878192e-05
"5750","ppp1cc",0.000253985879963028,TRUE,NA,0.028077960166617,0.318441460954051,0.171223185147426,-0.861500122885522,0.00568142632796711,1.17994158383957,4.76492772796545e-05
"6787","rsrc1",0.000258604645770367,TRUE,NA,0.0284549700652095,0.377862043408422,0.0119500819804651,-0.209163945467445,0.210521311561817,0.587025988875867,9.17139907061181e-05
"22462","LOC129348282",0.000260409778679291,FALSE,NA,0.0285203212026105,-0.506510678452812,0.362047808034357,1.36966961966445,0.00462366805935098,-1.87618029811727,0.000181548020115401
"9869","carmil3",0.000268787322959871,FALSE,NA,0.0293015513598893,0.42751791582187,0.0470525379346883,-0.475389486512967,0.0474773451586826,0.902907402334836,5.43314135058586e-05
"5823","pop5",0.000270859468057706,TRUE,NA,0.0293913727850451,1.98871648481321,0.00114678090588787,0.807008050987294,0.234382129625793,1.18170843382591,0.00367497131262251
"13548","fgfr4",0.000314653406089522,FALSE,NA,0.0339868979504127,0.0069058949505826,0.966441471037237,-0.624070303220804,0.000522496259688069,0.630976198171387,0.00027508903855318
"5928","ciao1",0.000358943552217636,TRUE,NA,0.0385938074158387,0.979493247469455,0.00160821663715983,0.0743174796025643,0.836222506071542,0.905175767866891,0.00140635769095085
"4049","pcdh18a",0.000364041337068688,FALSE,NA,0.0389640061998018,0.230261515827716,0.323156530705068,-0.813425953384868,0.00360071733667221,1.04368746921258,8.01251029720089e-05
"2448","LOC111577263",0.000370165210551135,FALSE,NA,0.0394401819585863,-0.579646374483205,0.00645525167542177,0.22790790638589,0.296844267050363,-0.807554280869095,0.000126408046677425
"6580","smarca2",0.000385599418607954,FALSE,NA,0.0408995923872139,0.395026294862913,0.00115724694562151,0.000754764705584832,0.99515459168095,0.394271530157328,0.000509988014929347
"736","LOC111563338",0.000404150713147222,FALSE,NA,0.0425347140209483,0.10681209851295,0.543741030219395,-0.638817427601731,0.00176024437829848,0.745629526114682,0.000130030029911783
"13191","glod5",0.000404628018035946,TRUE,NA,0.0425347140209483,0.648655457163948,0.0452347824623619,-1.03653986002569,0.0344851006322978,1.68519531718964,0.000164151804526768
"8517","ube4b",0.000435522854024294,TRUE,NA,0.0455789184164891,0.337640431377696,0.0931190645690691,-0.53598859743678,0.0279322151968398,0.873629028814476,8.93809436180748e-05
"8694","si:dkeyp-69b9.6",0.000471607032899594,TRUE,NA,0.0491368619632157,0.413533042669679,0.00292624306131616,-0.0548234740871514,0.71458035904761,0.46835651675683,0.000446558210039419
"3354","add3a",0.000482708070942963,FALSE,NA,0.0500719248744226,NA,NA,NA,NA,NA,NA
"4017","slc44a2",0.000546965080520935,FALSE,NA,0.056488538381695,NA,NA,NA,NA,NA,NA
"15079","thsd7aa",0.000559532382961424,FALSE,NA,0.0575341005309723,NA,NA,NA,NA,NA,NA
"1071","qsox1",0.000566869087827514,TRUE,NA,0.0577838372773786,NA,NA,NA,NA,NA,NA
"4465","tomm34",0.000565978046101699,TRUE,NA,0.0577838372773786,NA,NA,NA,NA,NA,NA
"15943","LOC111586884",0.000569588902898984,TRUE,NA,0.0578108185196654,NA,NA,NA,NA,NA,NA
"1315","atp11b",0.000590084929417606,TRUE,NA,0.0596340336180101,NA,NA,NA,NA,NA,NA
"17138","tap2t",0.000596977045138432,TRUE,NA,0.0600727285550199,NA,NA,NA,NA,NA,NA
"7215","cuedc1b",0.000604049967153965,FALSE,NA,0.0605258067088273,NA,NA,NA,NA,NA,NA
"16709","LOC111575953",0.000644301766351561,TRUE,NA,0.06428548174695,NA,NA,NA,NA,NA,NA
"4395","phtf1",0.000661249206053896,TRUE,NA,0.0656980382065447,NA,NA,NA,NA,NA,NA
"7360","nova2",0.000679224371066092,FALSE,NA,0.0672004044768625,NA,NA,NA,NA,NA,NA
"1606","scp2b",0.000697860592807374,TRUE,NA,0.0687553279449173,NA,NA,NA,NA,NA,NA
"12042","foxo3b",0.000709446693298847,FALSE,NA,0.0696055886962831,NA,NA,NA,NA,NA,NA
"1205","trmt1l",0.000715765323346541,TRUE,NA,0.0699341330657303,NA,NA,NA,NA,NA,NA
"10649","epc1b",0.000729303405139845,TRUE,NA,0.0709624267802807,NA,NA,NA,NA,NA,NA
"11321","LOC111584793",0.000743582001886241,TRUE,NA,0.0720540139852483,NA,NA,NA,NA,NA,NA
"14155","LOC111570546",0.000754900899246755,FALSE,NA,0.0728510306334563,NA,NA,NA,NA,NA,NA
"5204","arhgap9",0.000817742835538017,FALSE,NA,0.0785934308098518,NA,NA,NA,NA,NA,NA
"11115","uggt2",0.000834571390308297,TRUE,NA,0.0798847663723149,NA,NA,NA,NA,NA,NA
"19868","psen1",0.000841652513088225,TRUE,NA,0.0802364037477265,NA,NA,NA,NA,NA,NA
"6898","clpb",0.000961878137828478,TRUE,NA,0.0912044804559683,NA,NA,NA,NA,NA,NA
"13370","tenm2a",0.00096445048768574,TRUE,NA,0.0912044804559683,NA,NA,NA,NA,NA,NA
"578","nptnb",0.000987106852905497,TRUE,NA,0.092973620261463,NA,NA,NA,NA,NA,NA
"13144","ctbp1",0.00100373643945459,TRUE,NA,0.0941632746607064,NA,NA,NA,NA,NA,NA
"14459","LOC111568093",0.00105561311298317,FALSE,NA,0.098636991950058,NA,NA,NA,NA,NA,NA
"20622","dmtf1",0.0010666476558092,TRUE,NA,0.0992741199657674,NA,NA,NA,NA,NA,NA
"3518","atf7ip",0.0010862086994911,FALSE,NA,0.100696678137468,NA,NA,NA,NA,NA,NA
