"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"2506","ambra1b",9.37056815327377e-06,TRUE,NA,0.00166413142082009,1.05053147983358,5.60271506220199e-05,0.106210745825661,0.707836338466247,0.94432073400792,8.94215726332316e-05
"12501","LOC111575028",1.37130771969544e-05,TRUE,NA,0.00241432909994311,1.23558093313785,4.97159969043389e-05,0.262364264467497,0.429767862378763,0.973216668670356,0.000272405333202381
"19175","LOC111580292",2.71461884955517e-05,FALSE,NA,0.00473851801405686,1.11472924800655,7.40274938710081e-06,0.913003283509494,0.000202936497563538,0.201725964497061,0.316891481415655
"13496","tacc2",2.76381287940181e-05,FALSE,NA,0.00478350427423926,0.534760870458429,0.147955571598909,1.36389904249909,2.71574513662461e-05,-0.829138172040663,0.00362290149344225
"11001","zic3",2.86519419206343e-05,TRUE,NA,0.00491729924239591,0.73915053268537,1.85460684758253e-05,0.604854572277681,0.00021190775008641,0.134295960407689,0.398965930001239
"1201","sgip1a",6.24233206364985e-05,FALSE,NA,0.0106239289779934,0.761409403328104,0.000123755955871615,0.0570773716820577,0.773872789750487,0.704332031646046,0.000200214616591533
"11903","LOC111575218",6.37061956893687e-05,TRUE,NA,0.0107526581368924,0.39491758404525,0.0380700247794728,-0.476714173260774,0.0185422816702618,0.871631757306024,1.10671496625062e-05
"14218","map1b",7.83740881407135e-05,TRUE,NA,0.0131199508368672,0.811456084297428,2.68338022586388e-05,0.28823593566173,0.133135062255725,0.523220148635698,0.0031227055498352
"16157","atp6v0ca",8.03155601782075e-05,TRUE,NA,0.0133356478497523,0.69605960200698,0.000453562236002334,-0.0436895580418446,0.831164523208838,0.739749160048824,0.000112430196041608
"14956","spag9b",8.76877279953808e-05,TRUE,NA,0.0144423102326586,1.00079897864509,2.88528297587996e-05,0.834225778819274,0.000334910892564304,0.166573199825815,0.390788955991626
"9783","LOC111575549",0.00013225696379143,FALSE,NA,0.021608671772099,0.488186216288728,0.00683348849536943,-0.248256997148106,0.155450166510187,0.736443213436835,2.91107536673961e-05
"5577","smarca2",0.00014835768981835,FALSE,NA,0.0240468976123823,0.763992974212639,0.000872290472656207,-0.0659475088046376,0.784198379219379,0.829940483017277,0.000181340973358326
"13896","LOC111565724",0.000166357471100257,TRUE,NA,0.0267521152148075,0.456856053977466,0.0057058871807546,-0.206179865613318,0.19183689836168,0.663035919590785,3.85725178399961e-05
"11372","gpc3",0.000250255682650839,FALSE,NA,0.0399294672404537,0.882307289740297,0.000282925335080568,0.158444399553593,0.529445829193418,0.723862890186704,0.00132844967084232
"7544","si:ch211-197h24.6",0.000271368011790154,TRUE,NA,0.0429623946107776,1.66414048296947,0.00291376098807095,-0.160104441378552,0.821912825947999,1.82424492434802,0.00109247092717002
"1412","kif1aa",0.000284417098664603,TRUE,NA,0.0443408427941007,0.530812091486489,0.00153258717468285,-0.0845573880159041,0.600740438629757,0.615369479502394,0.000150118999170577
"19033","atp5pf",0.00028352886690365,TRUE,NA,0.0443408427941007,0.941738485881952,0.00124763402971136,-0.0123618514790148,0.969473362472148,0.954100337360966,0.000607373938053102
"836","plekhg4",0.000292534242546599,FALSE,NA,0.0452608093600696,0.490643801967984,0.0103675311182349,-0.249081614079276,0.177958428285221,0.73972541604726,6.5344026744155e-05
"1659","zgc:92140",0.000371370888914684,TRUE,NA,0.0566008034649597,NA,NA,NA,NA,NA,NA
"6805","ankrd52a",0.000370890938957041,TRUE,NA,0.0566008034649597,NA,NA,NA,NA,NA,NA
"12538","necab1",0.000383494946342246,FALSE,NA,0.0580156836233162,NA,NA,NA,NA,NA,NA
"13544","LOC111574718",0.000449549495641436,TRUE,NA,0.0675084510991547,NA,NA,NA,NA,NA,NA
"13306","kcnma1a",0.000495697252360947,TRUE,NA,0.0738950728829753,NA,NA,NA,NA,NA,NA
"6469","lamb2l",0.000518751845097733,TRUE,NA,0.0767715140031232,NA,NA,NA,NA,NA,NA
"4693","sncaip",0.000564269368578115,TRUE,NA,0.0829070022623802,NA,NA,NA,NA,NA,NA
"7200","sort1b",0.000594875115047241,TRUE,NA,0.0867795319614986,NA,NA,NA,NA,NA,NA
"1015","b4galt6",0.000620457809689183,TRUE,NA,0.0898695733849801,NA,NA,NA,NA,NA,NA
"8617","LOC111567455",0.000625860796126967,TRUE,NA,0.0900137678824017,NA,NA,NA,NA,NA,NA
"15688","med15",0.000679003258456579,TRUE,NA,0.0969740108213895,NA,NA,NA,NA,NA,NA
"14098","LOC111578237",0.000722559021480892,TRUE,NA,0.102477936775724,NA,NA,NA,NA,NA,NA
"15641","actb2",0.00081432438333112,TRUE,NA,0.114696185384631,NA,NA,NA,NA,NA,NA
"5631","ncam1b",0.000895692385980164,FALSE,NA,0.12529264108817,NA,NA,NA,NA,NA,NA
"5566","camsap1b",0.000908176630935648,TRUE,NA,0.126174770976862,NA,NA,NA,NA,NA,NA
"17958","stau2",0.000932831480723859,FALSE,NA,0.128724441424482,NA,NA,NA,NA,NA,NA
"14682","srcap",0.000989827952742244,TRUE,NA,0.135672860931912,NA,NA,NA,NA,NA,NA
"12988","erf",0.00100937100996854,TRUE,NA,0.137429227577251,NA,NA,NA,NA,NA,NA
"4795","si:ch211-158d24.2",0.00108027480071787,TRUE,NA,0.145221966789794,NA,NA,NA,NA,NA,NA
"5232","osbp2b",0.00108082744709635,TRUE,NA,0.145221966789794,NA,NA,NA,NA,NA,NA
"6020","epha4l",0.00110171848134177,TRUE,NA,0.147061415323157,NA,NA,NA,NA,NA,NA
"13793","LOC111562825",0.00110923353291537,TRUE,NA,0.147103093783965,NA,NA,NA,NA,NA,NA
"8594","ano8a",0.00114279713234906,TRUE,NA,0.150576424735257,NA,NA,NA,NA,NA,NA
"9655","LOC111584793",0.00115549979709397,TRUE,NA,0.151274181769552,NA,NA,NA,NA,NA,NA
"18770","zbtb4",0.00116400348740053,TRUE,NA,0.151416835816439,NA,NA,NA,NA,NA,NA
"8439","rpl37a",0.00118693718425936,TRUE,NA,0.153422899456512,NA,NA,NA,NA,NA,NA
"6258","actn4",0.00121442017420664,TRUE,NA,0.15598807055234,NA,NA,NA,NA,NA,NA
"1765","mapk8ip2",0.00123207714217376,TRUE,NA,0.157266946716342,NA,NA,NA,NA,NA,NA
"10328","msraa",0.001398560670776,TRUE,NA,0.177408724094771,NA,NA,NA,NA,NA,NA
"139","LOC111562565",0.00142579739436186,TRUE,NA,0.179267201170342,NA,NA,NA,NA,NA,NA
"8942","LOC111576980",0.00143076696816167,TRUE,NA,0.179267201170342,NA,NA,NA,NA,NA,NA
"3444","sclt1",0.00144653968056829,TRUE,NA,0.180138292050282,NA,NA,NA,NA,NA,NA
"375","rps6ka2",0.00146068267229738,TRUE,NA,0.180797104341391,NA,NA,NA,NA,NA,NA
"91","pde8a",0.00150247826531776,FALSE,NA,0.182649485789194,NA,NA,NA,NA,NA,NA
"10417","slc10a1",0.00150214593598195,TRUE,NA,0.182649485789194,NA,NA,NA,NA,NA,NA
"16376","wdr35",0.0014894441108126,TRUE,NA,0.182649485789194,NA,NA,NA,NA,NA,NA
"9091","LOC111563873",0.00156065049900125,TRUE,NA,0.188598610302382,NA,NA,NA,NA,NA,NA
"6295","spcs2",0.00157979271402091,TRUE,NA,0.189788862343818,NA,NA,NA,NA,NA,NA
"18713","LOC129348182",0.00162332823288444,TRUE,NA,0.193878552632742,NA,NA,NA,NA,NA,NA
"812","rpl12",0.00170106920597129,TRUE,NA,0.201982188334603,NA,NA,NA,NA,NA,NA
"11436","tmsb2",0.0017412892219468,TRUE,NA,0.205562715490286,NA,NA,NA,NA,NA,NA
"9543","b3galt1b",0.00177567961667941,TRUE,NA,0.208417843743928,NA,NA,NA,NA,NA,NA
"13646","gbf1",0.00185431230351132,TRUE,NA,0.216403543854924,NA,NA,NA,NA,NA,NA
"12026","vamp2",0.00192108160448128,TRUE,NA,0.222921872774552,NA,NA,NA,NA,NA,NA
"10670","atad2b",0.00194335886357996,FALSE,NA,0.224232870457026,NA,NA,NA,NA,NA,NA
"12037","prdx5",0.00202434310401547,TRUE,NA,0.22841524427242,NA,NA,NA,NA,NA,NA
"15339","LOC111569350",0.00200004369859765,FALSE,NA,0.22841524427242,NA,NA,NA,NA,NA,NA
"18006","atp8a2",0.00202312514487456,TRUE,NA,0.22841524427242,NA,NA,NA,NA,NA,NA
"18272","nrn1a",0.00200556481198454,FALSE,NA,0.22841524427242,NA,NA,NA,NA,NA,NA
"15340","mmp21",0.00213105688498324,FALSE,NA,0.239135026164906,NA,NA,NA,NA,NA,NA
"565","ntrk3b",0.00225744456272201,FALSE,NA,0.251933280352304,NA,NA,NA,NA,NA,NA
"14993","LOC111578316",0.00229584280781946,TRUE,NA,0.254826074261396,NA,NA,NA,NA,NA,NA
"8200","ldlrad4b",0.0023957257332603,FALSE,NA,0.264475171083108,NA,NA,NA,NA,NA,NA
"6426","LOC111571153",0.00245558279865993,TRUE,NA,0.268183783406587,NA,NA,NA,NA,NA,NA
"11460","sncb",0.00244376000737247,TRUE,NA,0.268183783406587,NA,NA,NA,NA,NA,NA
"10568","LOC111578767",0.00247446979591472,TRUE,NA,0.268809024691311,NA,NA,NA,NA,NA,NA
"10416","max",0.00250687064954473,TRUE,NA,0.270887932675407,NA,NA,NA,NA,NA,NA
"10543","lrfn2b",0.00265077873695998,FALSE,NA,0.283439026936825,NA,NA,NA,NA,NA,NA
"12335","eno2",0.00264079027816218,FALSE,NA,0.283439026936825,NA,NA,NA,NA,NA,NA
"4841","ptar1",0.00272235051261257,TRUE,NA,0.289575856870243,NA,NA,NA,NA,NA,NA
"14377","lmo4a",0.00274631628451037,FALSE,NA,0.290611489526193,NA,NA,NA,NA,NA,NA
