"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"11902","ntrk2b",1.58550679504795e-05,TRUE,NA,0.00536633069093152,-0.278493652802945,0.538145092283017,-1.78812969875618,2.14866796097729e-05,1.50963604595324,0.000308869257979346
"15705","LOC129348169",4.45942208126694e-05,TRUE,NA,0.014808646911377,0.15600424847658,0.708977700293724,-1.48160454092422,0.000176503553139108,1.6376087894008,8.72567836398708e-05
"9912","aldocb",0.000164789280117098,TRUE,NA,0.0537090987048321,NA,NA,NA,NA,NA,NA
"15761","nat16",0.000267487589395442,TRUE,NA,0.0855960286065414,NA,NA,NA,NA,NA,NA
"6663","iglon5",0.000349388733373267,TRUE,NA,0.109807887631598,NA,NA,NA,NA,NA,NA
"16013","ndfip2",0.000357099158100702,TRUE,NA,0.11026219618548,NA,NA,NA,NA,NA,NA
"6803","triob",0.000442147627818892,TRUE,NA,0.134168935338146,NA,NA,NA,NA,NA,NA
"2321","kcnh1b",0.000660401447175984,TRUE,NA,0.197001109666056,NA,NA,NA,NA,NA,NA
"11448","vps8",0.00068717251592873,TRUE,NA,0.201570604672427,NA,NA,NA,NA,NA,NA
"12276","apc",0.000796419669682974,TRUE,NA,0.227146447088018,NA,NA,NA,NA,NA,NA
"14898","upf2",0.000800174984060064,TRUE,NA,0.227146447088018,NA,NA,NA,NA,NA,NA
"981","LOC111567450",0.000818245818359237,TRUE,NA,0.228589307986073,NA,NA,NA,NA,NA,NA
"3505","LOC111566622",0.000861241767306391,TRUE,NA,0.236841486009258,NA,NA,NA,NA,NA,NA
"10327","rnasekb",0.000944120898255493,TRUE,NA,0.255638889373795,NA,NA,NA,NA,NA,NA
"13245","plcl5",0.000992079412972458,TRUE,NA,0.264554510125989,NA,NA,NA,NA,NA,NA
"5414","atp6ap1a",0.00120900920898745,FALSE,NA,0.317590478778793,NA,NA,NA,NA,NA,NA
"11011","thrap3b",0.00127219643974143,TRUE,NA,0.329274372638957,NA,NA,NA,NA,NA,NA
"3509","LOC111566634",0.00129435930006408,TRUE,NA,0.330155415668519,NA,NA,NA,NA,NA,NA
"3698","slc32a1",0.00143107702270044,TRUE,NA,0.359813651421825,NA,NA,NA,NA,NA,NA
"2578","lcorl",0.00162352239197543,TRUE,NA,0.402450621109403,NA,NA,NA,NA,NA,NA
"3372","rplp0",0.00165206287783976,TRUE,NA,0.403837592360831,NA,NA,NA,NA,NA,NA
"7621","cadm3",0.00187923592052004,TRUE,NA,0.453076057550038,NA,NA,NA,NA,NA,NA
"5723","sdf4",0.00209559610081571,TRUE,NA,0.496182898975882,NA,NA,NA,NA,NA,NA
"9468","mgarpa",0.00211499632367904,TRUE,NA,0.496182898975882,NA,NA,NA,NA,NA,NA
"14745","ptpn12",0.0021426079728504,TRUE,NA,0.496182898975882,NA,NA,NA,NA,NA,NA
"10172","fez1",0.0023134317275342,TRUE,NA,0.52878439486496,NA,NA,NA,NA,NA,NA
"14922","gnsa",0.00242975178718552,TRUE,NA,0.548251685313656,NA,NA,NA,NA,NA,NA
"3741","syn2b",0.00260524493787084,FALSE,NA,0.575186325404183,NA,NA,NA,NA,NA,NA
"12624","LOC111578316",0.00261448329729174,TRUE,NA,0.575186325404183,NA,NA,NA,NA,NA,NA
"1817","LOC111574671",0.00278695195657157,TRUE,NA,0.589304505910947,NA,NA,NA,NA,NA,NA
"2425","LOC111583502",0.0027888916156596,TRUE,NA,0.589304505910947,NA,NA,NA,NA,NA,NA
"8564","kidins220b",0.00281258968730225,FALSE,NA,0.589304505910947,NA,NA,NA,NA,NA,NA
"10431","LOC111569693",0.00272396915029704,TRUE,NA,0.589304505910947,NA,NA,NA,NA,NA,NA
"4821","calm3a",0.00289399103110054,TRUE,NA,0.597395373242205,NA,NA,NA,NA,NA,NA
"4984","LOC111568819",0.00291909102834259,TRUE,NA,0.597395373242205,NA,NA,NA,NA,NA,NA
"9848","ubl3a",0.00295896010783467,TRUE,NA,0.598594228711382,NA,NA,NA,NA,NA,NA
"12881","LOC111567997",0.00300782596112192,TRUE,NA,0.601565192224384,NA,NA,NA,NA,NA,NA
"15461","kiaa0232",0.00305865004671975,TRUE,NA,0.604856638452444,NA,NA,NA,NA,NA,NA
"8267","slc37a1",0.00311376355046324,TRUE,NA,0.608913760979478,NA,NA,NA,NA,NA,NA
"3305","ndrg3a",0.00317114597506452,TRUE,NA,0.609298737148867,NA,NA,NA,NA,NA,NA
"6837","gapdhs",0.00320795953828992,TRUE,NA,0.609298737148867,NA,NA,NA,NA,NA,NA
"12374","cdk5r1b",0.0032195899178889,TRUE,NA,0.609298737148867,NA,NA,NA,NA,NA,NA
"5681","LOC129349531",0.00327722357947582,TRUE,NA,0.6122629390779,NA,NA,NA,NA,NA,NA
"8973","LOC111566088",0.00330482836434094,TRUE,NA,0.6122629390779,NA,NA,NA,NA,NA,NA
"4659","pebp1",0.00352244917664996,TRUE,NA,0.634564157045611,NA,NA,NA,NA,NA,NA
