"","gene","av_p.value","singular","warning","av_q.value","d_m_estimate","d_m_p.value","f_m_estimate","f_m_p.value","d_f_estimate","d_f_p.value"
"11382","rab15",6.546776029208e-07,TRUE,NA,7.69331874217662e-05,0.879914493952815,6.66600893267996e-07,0.244523978153942,0.166544855390361,0.635390515798873,6.8762448454155e-05
"20356","adam19a",2.16346061627159e-06,TRUE,NA,0.000252910799646958,0.149099715802008,0.291743225531873,-0.465934024319733,0.00014691781602113,0.615033740121741,3.70248820029995e-06
"14385","tnfaip3",3.58682464752892e-06,TRUE,NA,0.000417130980382314,0.953537110702022,0.000966527215987043,-0.518195351385445,0.146925838122659,1.47173246208747,4.02087902554169e-06
"19124","LOC111573495",6.02299653990146e-06,TRUE,NA,0.000696835862567466,0.656058201232051,8.06686649040568e-06,0.101137708788125,0.474789237631666,0.554920492443927,5.87534914665849e-05
"6845","si:ch211-14c7.2",5.83238982656286e-05,FALSE,NA,0.00664507561711692,0.534311781831241,0.00162141242480665,-0.173533268292767,0.294083795567427,0.707845050124007,1.93761043609636e-05
"11477","tab2",6.34333383355848e-05,TRUE,NA,0.00719071353001112,0.565150079764373,0.0012704421816153,-0.146142680081886,0.413701957027685,0.71129275984626,3.2976014853219e-05
"9013","grik2",6.65368893517534e-05,TRUE,NA,0.0075046255351764,0.659421545851834,0.00041997328651599,0.618026550091837,0.000161499727527639,0.041394995759997,0.831783766802702
"19484","cntnap2a",7.28063239620754e-05,FALSE,NA,0.00817068970664391,0.312090251246658,0.0560857661930944,-0.379019229969199,0.0099377694419083,0.691109481215857,1.72823981216497e-05
"11261","rps7",0.000100974915988647,FALSE,NA,0.0112755322853989,0.74382191147267,2.59231404068829e-05,0.292031021547164,0.0926034541885513,0.451790889925505,0.00573439205284999
"5658","homer1b",0.000111684776226928,TRUE,NA,0.0124097267446208,0.738457567403336,2.3324600349937e-05,0.344883205816695,0.040951634374013,0.393574361586641,0.0115419649693109
"18551","LOC111573547",0.000115758952487794,TRUE,NA,0.0127990625053622,0.420537561028943,0.0412474914789846,-0.517401727962162,0.0222110559734389,0.937939288991105,2.10653474196603e-05
"11086","lpgat1",0.000127542702044253,TRUE,NA,0.0140328232714865,0.519709544021094,0.000505824493072335,-0.0313437515629237,0.828634149348612,0.551053295584018,0.000116606431180179
