"","cluster","gene","Time_estimate","Time_p.value","Time_q.value"
"1",30,"LOC129348986",-0.00215501306891196,0.278238345016926,0.789225713884947
"2",30,"trip4",-0.00124184215075302,0.40471140493879,0.877015253285475
"3",30,"csnk1g1",0.00018359152925344,0.812957470489162,0.963952122889503
"4",30,"neo1a",2.7887631174677e-05,0.97433309457004,0.996404539290795
"5",30,"LOC111567962",-0.000102662971244156,0.931773708935584,0.988258631592653
"6",30,"anp32a",0.000546338479506523,0.082120765984523,0.671244521315647
"7",30,"coro2ba",0.000193619769187942,0.871932823975174,0.979450619075782
"8",30,"itga11a",0.000517332758518977,0.220305501926799,0.751585336640534
"9",30,"glceb",0.000141233184581384,0.88864383261438,0.983328529099242
"10",30,"LOC111564639",0.000450320113154472,0.660859792930325,0.936405730819704
"11",30,"map2k5",0.000195491418391329,0.847867685287046,0.975341362995879
"12",30,"LOC111565738",-0.000910063993135274,0.17562321999405,0.722196232903791
"13",30,"secisbp2l",-0.000700259359169363,0.362122482431376,0.849767339817292
"14",30,"ctxn2",0.00118880546210419,0.227863789759473,0.755719355960839
"15",30,"myef2",0.000429193717216877,0.671632706614046,0.936405730819704
"16",30,"sema6dl",0.000934467540673961,0.348351521313049,0.838095223216372
"17",30,"dmxl2",-0.000903988820214762,0.230030575333193,0.756434191647042
"18",30,"scg3",0.000746218446304343,0.319336231438296,0.821750646950704
"19",30,"usp8",0.000551840272149543,0.114017789845536,0.671244521315647
"20",30,"homer2",-0.00196205662288382,0.0631009269415908,0.671244521315647
"21",30,"zrsr2",0.000912369370460224,0.078599801326468,0.671244521315647
"22",30,"scml2",0.000782797566655036,0.0330639095068661,0.671244521315647
"23",30,"nhsb",-0.000796957044830242,0.547100237772343,0.919207967529732
"24",30,"LOC111564831",0.000410626025365235,0.244924265027931,0.763322979739881
"25",30,"baz2ba",-0.000231957076662592,0.655653267105555,0.936405730819704
"26",30,"LOC111562565",0.000850465886350529,0.684065225190739,0.941500422363112
"27",30,"tdrd3",0.00115808303852707,0.256122071970324,0.774358673400744
"28",30,"pcdh17",-0.00157934586784435,0.164760206555551,0.718377012632394
"29",30,"rasa3",-0.000197946826753342,0.857827156712038,0.976901754294727
"30",30,"gpc6a",-0.0018159679089154,0.00672248627783193,0.671244521315647
"31",30,"dync1li2",0.000399513154019547,0.572648636859811,0.931889502800317
"32",30,"cbfa2t3",0.000228333371174321,0.834048492535278,0.97443342598238
"33",30,"ankrd11",-0.00112717368719795,0.537423841195827,0.918822255790655
"34",30,"LOC111580055",0.000954468418922383,0.318576773660158,0.821750646950704
"35",30,"ano5b",4.0441553880123e-05,0.970256134974768,0.994484034937416
"36",30,"igdcc3",0.000677478069134639,0.126273461510379,0.671244521315647
"37",30,"golm2",-0.00162609572599658,0.144410735890788,0.689685154236236
"38",30,"fam189a1",0.00162426780484484,0.133866252812087,0.672742639894641
"39",30,"tjp1a",-0.000195632961679793,0.791542125872628,0.960253990670931
"40",30,"apba2b",-0.00164898022652594,0.0917352395560384,0.671244521315647
"41",30,"syt7b",-0.000345120985295793,0.860354907699581,0.976901754294727
