"","cluster","gene","Time_estimate","Time_p.value","Time_q.value"
"1",14,"LOC129348986",0.000593960190813842,0.0203348995766028,0.985242459639962
"2",14,"trip4",9.2487120257582e-07,0.997141478626182,0.99974819801105
"3",14,"cln6a",-8.4821335408379e-05,0.339111254788504,0.985242459639962
"4",14,"LOC118470268",5.40462863760352e-05,0.142998377771721,0.985242459639962
"5",14,"LOC111568352",0.000137888257314192,0.515301148636104,0.985242459639962
"6",14,"rps17",3.7742542896113e-05,0.768677488133376,0.995005566831568
"7",14,"csnk1g1",0.000106504104328897,0.588111728957349,0.985242459639962
"8",14,"LOC111571203",0.00021951059111266,0.0628220469356438,0.985242459639962
"9",14,"neo1a",0.000379797004222291,0.260126240012511,0.985242459639962
"10",14,"LOC111567962",-6.60624810123226e-05,0.694219566036394,0.989009593608974
"11",14,"bbs4",8.64224916757114e-05,0.507564652670866,0.985242459639962
"12",14,"scamp2l",2.42452999144495e-05,0.439250475651747,0.985242459639962
"13",14,"myo9aa",-0.000140919149454862,0.530941464455846,0.985242459639962
"14",14,"LOC111580711",-0.000152831496568647,0.628635000446462,0.985242459639962
"15",14,"anp32a",3.77046770558189e-05,0.450027769951458,0.985242459639962
"16",14,"coro2ba",0.000127733790888558,0.243967037954019,0.985242459639962
"17",14,"itga11a",4.81952748984481e-05,0.402620563510181,0.985242459639962
"18",14,"LOC111588606",2.05584645536206e-05,0.500188062885015,0.985242459639962
"19",14,"LOC111564416",8.98605611188742e-06,0.8838607802253,0.9986330392432
"20",14,"LOC111564418",-3.74323620086851e-05,0.672192241485348,0.988557247092439
"21",14,"LOC111564417",3.57479197858238e-05,0.428154971339896,0.985242459639962
"22",14,"LOC111564410",-5.68934856306301e-05,0.45086814532661,0.985242459639962
"23",14,"cars1",0.000221620349240905,0.2567261992298,0.985242459639962
"24",14,"pex16",0.000144568970382475,0.0775657764766876,0.985242459639962
"25",14,"arfgap2",0.000160516919600118,0.296565341191645,0.985242459639962
"26",14,"glceb",-0.000145577152177566,0.501280623864306,0.985242459639962
"27",14,"tle3b",2.57927555429964e-05,0.906291330734272,0.9986330392432
"28",14,"LOC129348677",-3.05028340638865e-05,0.57530304203123,0.985242459639962
"29",14,"uacab",1.08655742229624e-05,0.6787518991105,0.98867555119089
"30",14,"LOC111564639",-0.00019898367820703,0.191027388155774,0.985242459639962
"31",14,"pias1a",0.000186380565107524,0.429715850730051,0.985242459639962
"32",14,"skor1a",-6.77512791087231e-05,0.139581383546168,0.985242459639962
"33",14,"map2k5",-3.74009148934418e-05,0.864002484986728,0.9986330392432
"34",14,"smad3a",5.53389722292829e-05,0.660170450916731,0.987496823536369
"35",14,"smad6a",-0.000221620923728086,0.241590399944775,0.985242459639962
"36",14,"tmem208",-0.000114785024048472,0.108721164790019,0.985242459639962
"37",14,"slc39a1",-2.46519718598619e-05,0.802630606789375,0.996876395969541
"38",14,"LOC111565738",-1.54809617363774e-05,0.906557211587479,0.9986330392432
"39",14,"LOC111565745",-1.91386459756617e-05,0.718887863314031,0.991660170030698
"40",14,"mibp2",2.94211338241749e-05,0.547645878590245,0.985242459639962
"41",14,"bloc1s6",0.000102133187648952,0.550407529583329,0.985242459639962
"42",14,"slc30a4",5.30053953707382e-05,0.766962775347828,0.994928364480489
"43",14,"spata5l1",-1.92691682332143e-05,0.650694527027997,0.985781943699237
"44",14,"LOC129349619",-3.6713537462436e-05,0.347651599265539,0.985242459639962
"45",14,"cops2",6.5990292224536e-06,0.901107439792282,0.9986330392432
"46",14,"secisbp2l",-0.000100868348401592,0.417319655351502,0.985242459639962
"47",14,"slc12a1",3.06069957722505e-05,0.492253390730812,0.985242459639962
"48",14,"ctxn2",7.51798529875136e-06,0.824558728844642,0.9986330392432
"49",14,"myef2",-2.19926367304979e-05,0.850850388873835,0.9986330392432
"50",14,"LOC111565754",0.000109681072470569,0.153185133185922,0.985242459639962
"51",14,"rnf128a",3.22931899591534e-05,0.386470951974115,0.985242459639962
"52",14,"sema6dl",-0.000117913607928473,0.552080809816556,0.985242459639962
"53",14,"LOC118470001",-3.7024628050353e-06,0.830062765335047,0.9986330392432
"54",14,"dmxl2",0.000122142554933103,0.542881480058328,0.985242459639962
"55",14,"LOC111565746",-3.66370842417154e-05,0.395463757273101,0.985242459639962
"56",14,"tnfaip8l3",5.62240580915292e-06,0.898027984003802,0.9986330392432
"57",14,"scg3",0.000207348590718225,0.182619892311636,0.985242459639962
"58",14,"lysmd2",9.13285298509524e-05,0.0908757758512801,0.985242459639962
"59",14,"tmod2",-0.000113494525319454,0.0171777785484498,0.985242459639962
"60",14,"leo1",-1.08113615546615e-05,0.807622841275107,0.996876395969541
"61",14,"mapk6",7.51600017989285e-05,0.34978677072802,0.985242459639962
"62",14,"LOC118471234",-0.000176403608452104,0.0177724251368763,0.985242459639962
"63",14,"usp8",-1.46970438755193e-05,0.86923110073457,0.9986330392432
"64",14,"pde8a",-8.41889540667376e-05,0.345594386016408,0.985242459639962
"65",14,"LOC111563916",2.32361210125016e-05,0.816397974358412,0.997915332197849
"66",14,"LOC111563902",-7.16471415250363e-06,0.931252106017095,0.9986330392432
"67",14,"LOC111563893",-6.95431297155224e-05,0.370410127882018,0.985242459639962
"68",14,"homer2",6.63328410700733e-05,0.171032752958504,0.985242459639962
"69",14,"ramac",-1.30202410125913e-05,0.797795398499175,0.996876395969541
"70",14,"LOC111567331",-9.37751791827076e-05,0.12362045340752,0.985242459639962
"71",14,"zrsr2",-0.000125735190400614,0.131388265034159,0.985242459639962
"72",14,"LOC111567330",3.39762327389742e-05,0.808393019543537,0.996876395969541
"73",14,"phka2",-4.11574788671531e-05,0.705108624424375,0.989159386838926
"74",14,"ppef1",9.77803588317863e-06,0.751754364278859,0.993717689301974
"75",14,"cdkl5",2.34226853837047e-05,0.850831132927331,0.9986330392432
"76",14,"scml2",0.000124328258440009,0.224707170536384,0.985242459639962
"77",14,"LOC118470148",-1.38187088755353e-05,0.724926778155689,0.99191949454936
"78",14,"nhsb",-5.97097118916997e-05,0.731897314401317,0.99191949454936
"79",14,"ace2",-0.000103478515969031,0.352299414409314,0.985242459639962
"80",14,"il1fma",0.000110670545635817,0.851977771759133,0.9986330392432
"81",14,"tmem39a",4.1292089682061e-05,0.649300454680776,0.985548459148648
"82",14,"LOC111564828",-2.52965018341529e-05,0.618682721812158,0.985242459639962
"83",14,"LOC111564831",5.90077962706278e-06,0.943571744287909,0.9986330392432
"84",14,"atic",-6.31516556099277e-05,0.304848174053594,0.985242459639962
"85",14,"psmd14",-6.99591361286689e-05,0.314485235976252,0.985242459639962
"86",14,"rbms1a",0.000321785409905139,0.126793463430867,0.985242459639962
"87",14,"ly75",7.92750008077462e-05,0.411699833782581,0.985242459639962
"88",14,"marchf7",4.04192029515615e-05,0.655226972592692,0.986897855413892
"89",14,"baz2ba",-0.000106084779891536,0.622830949628428,0.985242459639962
"90",14,"wdsub1",9.63775848438431e-05,0.129381283980268,0.985242459639962
"91",14,"LOC111564834",-1.61902877560142e-05,0.833832527227742,0.9986330392432
"92",14,"LOC111564858",-8.48885549721582e-05,0.238869296457684,0.985242459639962
"93",14,"gtf2f2a",-9.23349527583773e-06,0.886012649313065,0.9986330392432
"94",14,"gpalpp1",7.34534030509145e-05,0.213156501815692,0.985242459639962
"95",14,"ercc3",-0.000136024531486964,0.0248747200196297,0.985242459639962
