"","cluster","gene","Time_estimate","Time_p.value","Time_q.value"
"1",19,"LOC129348986",7.53513262543895e-05,0.707281424731454,0.999353846998693
"2",19,"trip4",-0.000218304415869817,0.175277275144824,0.999353846998693
"3",19,"chrna7a",1.12850333220765e-05,0.809655488469192,0.999353846998693
"4",19,"cln6a",6.44242303600253e-05,0.543472823807674,0.999353846998693
"5",19,"LOC118470268",8.46680618219034e-05,0.402569696682511,0.999353846998693
"6",19,"calml4a",-6.81995896409424e-05,0.152919356436571,0.999353846998693
"7",19,"LOC111568352",-0.000129911196809851,0.168401195740955,0.999353846998693
"8",19,"rxfp3.3a2",-2.55759493618536e-05,0.845144028129975,0.999353846998693
"9",19,"rps17",5.44642145866234e-05,0.636425588619827,0.999353846998693
"10",19,"LOC129347713",3.04299670985605e-05,0.350460324319272,0.999353846998693
"11",19,"csnk1g1",-0.000173969176325126,0.338846565900033,0.999353846998693
"12",19,"LOC111571203",-6.78551796132874e-05,0.577729695189708,0.999353846998693
"13",19,"neo1a",-0.000272240429427706,0.427118812722314,0.999353846998693
"14",19,"LOC129349243",1.65547850724366e-05,0.505639920025338,0.999353846998693
"15",19,"LOC111567962",-0.000191232774061026,0.427847718896538,0.999353846998693
"16",19,"bbs4",0.000250393404304534,0.208245073891764,0.999353846998693
"17",19,"scamp2l",-0.000228800410850198,0.121643660922176,0.999353846998693
"18",19,"LOC129347348",7.14000383495287e-05,0.165097640507597,0.999353846998693
"19",19,"myo9aa",-0.000178658992598909,0.13963717369213,0.999353846998693
"20",19,"senp8",1.49400215050885e-05,0.791209615831162,0.999353846998693
"21",19,"LOC111580711",-7.99117304542479e-05,0.337375493268156,0.999353846998693
"22",19,"anp32a",-0.000147134095604834,0.0050025737457991,0.988166624091076
"23",19,"coro2ba",-1.2148168687701e-05,0.923923558579718,0.999353846998693
"24",19,"itga11a",-1.04004338345912e-05,0.871019398989721,0.999353846998693
"25",19,"LOC111564424",-3.27807056212385e-05,0.292241960022633,0.999353846998693
"26",19,"LOC111564416",-2.11658446089493e-06,0.967062628373431,0.999353846998693
"27",19,"cpeb1b",0.000102678994154311,0.335073715172124,0.999353846998693
"28",19,"LOC111564421",5.19126631195043e-06,0.9091580908617,0.999353846998693
"29",19,"LOC111564418",-0.000106593917214214,0.170112399095751,0.999353846998693
"30",19,"LOC111564417",-2.51333547035525e-05,0.622904012784299,0.999353846998693
"31",19,"LOC111564410",-8.4796470800201e-05,0.436780192508744,0.999353846998693
"32",19,"cars1",-6.22001458291725e-06,0.947659510186905,0.999353846998693
"33",19,"pex16",-8.02464022945046e-05,0.259363598550697,0.999353846998693
"34",19,"arfgap2",-7.38350609889654e-05,0.577850586236942,0.999353846998693
"35",19,"glceb",0.000196543495078904,0.340368075271027,0.999353846998693
"36",19,"LOC111564414",-1.48598886583277e-05,0.585681973123477,0.999353846998693
"37",19,"tle3b",0.000284503507797387,0.0497724395488333,0.999353846998693
"38",19,"uacab",-6.58734615264384e-05,0.115577544898333,0.999353846998693
"39",19,"LOC111564639",-2.34676043493917e-05,0.863670657644441,0.999353846998693
"40",19,"rxfp3.3a1",-0.000180758635016298,0.0118693029495726,0.999353846998693
"41",19,"pias1a",0.000297975233409393,0.149576277847393,0.999353846998693
"42",19,"skor1a",6.68593788461673e-05,0.328421053083533,0.999353846998693
"43",19,"map2k5",-5.38481106807092e-05,0.734380101286139,0.999353846998693
"44",19,"smad3a",-5.26200248044623e-06,0.961597082320444,0.999353846998693
"45",19,"tmem208",4.5208645867398e-05,0.543185923529257,0.999353846998693
"46",19,"slc39a1",4.6951635841538e-05,0.335891994850676,0.999353846998693
"47",19,"LOC111565738",-9.49815689652721e-05,0.579142625324379,0.999353846998693
"48",19,"LOC111565745",-3.10914207395705e-05,0.470339099687646,0.999353846998693
"49",19,"mibp2",4.79069679694533e-05,0.465832086422796,0.999353846998693
"50",19,"bloc1s6",1.72192786985305e-05,0.896271886446824,0.999353846998693
"51",19,"slc30a4",7.43236643096928e-05,0.256346372632033,0.999353846998693
"52",19,"c1h15orf48",-1.01043496728542e-05,0.820150950007613,0.999353846998693
"53",19,"spata5l1",3.07945158120386e-05,0.492776169377921,0.999353846998693
"54",19,"LOC111565744",-1.80817577741738e-05,0.430103176902225,0.999353846998693
"55",19,"dtwd1",3.24590796838492e-05,0.562192958525369,0.999353846998693
"56",19,"cops2",0.000104903410866338,0.255391539101576,0.999353846998693
"57",19,"secisbp2l",-0.000192019816077002,0.0772226191341963,0.999353846998693
"58",19,"LOC111565759",2.88536359743101e-05,0.457966529031224,0.999353846998693
"59",19,"LOC129349512",3.86105645180565e-05,0.226326411361988,0.999353846998693
"60",19,"dut",3.88603957550346e-05,0.630294386300547,0.999353846998693
"61",19,"slc12a1",-0.000176529835401648,0.0345213520168113,0.999353846998693
"62",19,"ctxn2",0.00014802971199581,0.265897761111526,0.999353846998693
"63",19,"myef2",8.61476497560954e-05,0.394781383336233,0.999353846998693
"64",19,"LOC111565754",-2.80405129364128e-05,0.633781331839537,0.999353846998693
"65",19,"sema6dl",-9.03392538029865e-05,0.278295521412034,0.999353846998693
"66",19,"LOC118470001",-4.73147471722788e-06,0.817261667758108,0.999353846998693
"67",19,"dmxl2",7.67525621817157e-05,0.692693181466588,0.999353846998693
"68",19,"gldn",-3.03328767362218e-07,0.99339192220387,0.999353846998693
"69",19,"LOC111565746",-4.32329855721417e-05,0.432603841292117,0.999353846998693
"70",19,"tnfaip8l3",3.35692236339751e-05,0.566038924821629,0.999353846998693
"71",19,"scg3",-0.000379678320031988,0.1367218958626,0.999353846998693
"72",19,"lysmd2",7.32597237243935e-05,0.513740672979805,0.999353846998693
"73",19,"tmod2",-1.14935022676039e-05,0.881164009368473,0.999353846998693
"74",19,"leo1",3.74344038728861e-05,0.716885651242214,0.999353846998693
"75",19,"mapk6",-5.21870171472231e-05,0.76053920647074,0.999353846998693
"76",19,"LOC118471234",-0.000127180451949844,0.161524102591178,0.999353846998693
"77",19,"usp8",-0.000205590211038186,0.0269298193615736,0.999353846998693
"78",19,"LOC111577621",-1.46511027737584e-05,0.458505556268398,0.999353846998693
"79",19,"pde8a",5.25220870224586e-05,0.80004215869405,0.999353846998693
"80",19,"LOC111563916",-4.71728573959643e-05,0.563811814642444,0.999353846998693
"81",19,"LOC111563902",0.000102359950097162,0.100925853555091,0.999353846998693
"82",19,"LOC111563893",-5.07596395813256e-05,0.494103937330716,0.999353846998693
"83",19,"homer2",-0.00020027910342905,0.0423472329392585,0.999353846998693
"84",19,"ramac",5.74169114733145e-05,0.20257700266165,0.999353846998693
"85",19,"LOC111567331",2.93233865673172e-05,0.777902710274927,0.999353846998693
"86",19,"LOC111567348",-2.57003882962316e-05,0.601255333296322,0.999353846998693
"87",19,"zrsr2",-9.71947197147376e-05,0.317000102892068,0.999353846998693
"88",19,"LOC111567330",-7.28497144622971e-05,0.578579119606582,0.999353846998693
"89",19,"phka2",0.000137776245747161,0.302077804630395,0.999353846998693
"90",19,"ppef1",-4.42805899576783e-05,0.615370695463181,0.999353846998693
"91",19,"cdkl5",-7.31344741886394e-05,0.762398066345129,0.999353846998693
"92",19,"scml2",3.49555090806854e-05,0.787727158375391,0.999353846998693
"93",19,"nhsb",0.000382181336322491,0.116790117831371,0.999353846998693
"94",19,"ace2",-0.000103222501018185,0.103301744102974,0.999353846998693
"95",19,"pir",-8.8882783969726e-06,0.686241469371729,0.999353846998693
"96",19,"LOC111566424",-3.9537323602138e-05,0.188548239682745,0.999353846998693
"97",19,"tmem39a",5.04174090726863e-06,0.948523613486179,0.999353846998693
"98",19,"LOC111564828",6.93043664639265e-05,0.438233903585335,0.999353846998693
"99",19,"LOC111564831",-7.55212124593954e-05,0.537722310112017,0.999353846998693
"100",19,"stk16",-2.57049848815241e-06,0.97195058512851,0.999353846998693
"101",19,"atic",3.58527623370678e-06,0.942293090455947,0.999353846998693
"102",19,"psmd14",-3.19754176289232e-05,0.680659797179548,0.999353846998693
"103",19,"rbms1a",-5.70057494722491e-05,0.523237228787139,0.999353846998693
"104",19,"ly75",-8.7249139231678e-05,0.236551053920245,0.999353846998693
"105",19,"marchf7",-5.95873065057864e-05,0.504183267197395,0.999353846998693
