,gene,gene_name,f_m_estimate,f_m_p.value,d_m_estimate,d_m_p.value,d_f_estimate,d_f_p.value,av_p.value,warning,singular,av_q.value,cluster,full_label,first_word,second_word,short_label
15418,LOC111580719,E3 ubiquitin-protein ligase NEURL1,-0.492723001,0.01836389,-0.917628401,8.89E-05,-0.4249054,0.072279498,0.000355401,NA,FALSE,0.028999679,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
15930,LOC111567620,contactin-associated protein-like 4,-0.547741646,0.026493544,0.486493495,0.0227845,1.034235141,3.63E-06,1.79E-05,NA,FALSE,0.00162839,6,"Transiently upregulated, high rebound",Transiently,Upregulated,Transiently Upregulated
17748,LOC111566724,potassium voltage-gated channel subfamily H member 4-like,1.186467831,0.001089158,0.018136944,0.965877758,-1.168330886,0.000515098,0.000126824,NA,FALSE,0.010980414,6,Late upregulated_1,Late,Upregulated,Late Upregulated
17958,LOC111563870,carbonic anhydrase-related protein 10-like,-0.359813023,0.000460361,0.043341277,0.67845328,0.4031543,4.99E-05,5.06E-05,NA,FALSE,0.004487271,6,Late_downregulated_1,Late,Downregulated,Late Downregulated
18381,LOC111588913,neurexophilin-1,0.664391225,2.93E-05,0.319201824,0.059171201,-0.345189401,0.018146331,0.000116515,NA,FALSE,0.010126556,6,Late upregulated_1,Late,Upregulated,Late Upregulated
20193,pim3,"Pim-3 proto-oncogene, serine/threonine kinase",-0.433912038,0.039366071,-1.006028462,5.54E-05,-0.572116423,0.022461586,0.000270876,NA,FALSE,0.022343784,6,"Transiently downregulated, reduced rebound",Transiently,Downregulated,Transiently Downregulated
20860,drd3,dopamine receptor D3,1.500456382,0.001158777,0.291108613,0.58614953,-1.209347769,0.001499735,0.000192566,NA,FALSE,0.016118706,6,Late upregulated_1,Late,Upregulated,Late Upregulated
21007,LOC111585095,dermatan sulfate epimerase like,0.463966802,0.006168217,-0.267078584,0.167205196,-0.731045386,1.60E-05,3.80E-05,NA,FALSE,0.003410578,6,Late upregulated_1,Late,Upregulated,Late Upregulated
22054,LOC111571714,FERM and PDZ domain-containing protein 4-like,1.059999138,5.53E-05,-0.263066067,0.37143296,-1.323065205,1.53E-07,6.47E-08,NA,FALSE,6.09E-06,6,Late upregulated_1,Late,Upregulated,Late Upregulated
15212,ppiab,Peptidyl-prolyl cis-trans isomerase Ab,0.433560206,0.006534679,0.683103493,3.05E-05,0.249543287,0.073557872,0.000166399,NA,FALSE,0.016624695,7,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
7187,LOC129349321,NA,0.487892715,0.089787947,-0.865029044,0.02247442,-1.352921759,7.25E-05,0.000317926,NA,FALSE,0.033604484,8,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
7412,ostn,osteocrin,1.85108265,0.000993214,0.667653051,0.283753947,-1.183429599,0.003477364,0.000311912,NA,FALSE,0.033122134,8,Late upregulated_1,Late,Upregulated,Late Upregulated
9819,carmil3,capping protein regulator and myosin 1 linker 3,0.88810746,0.009591059,-0.470128119,0.278952755,-1.358235579,0.000177102,0.000197186,NA,FALSE,0.021235676,8,Late upregulated_1,Late,Upregulated,Late Upregulated
11474,LOC118471098,NA,-0.152727659,0.402661677,-0.801499101,0.00011075,-0.648771442,0.001216492,0.000295577,NA,FALSE,0.031534198,8,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
18925,cacng5b,"calcium channel, voltage-dependent, gamma subunit 5b",-0.272305129,0.120043146,0.34926986,0.033197239,0.621574989,8.69E-05,0.000384477,NA,FALSE,0.040451621,8,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
20427,LOC118470016,NA,0.458793045,0.024767171,-0.405686262,0.080519141,-0.864479308,3.44E-05,0.00013965,NA,FALSE,0.015328585,8,Late upregulated_1,Late,Upregulated,Late Upregulated
20910,rdh10a,retinol dehydrogenase 10a,-0.67695454,5.97E-05,-0.195864592,0.23402933,0.481089948,0.003501782,0.000191593,NA,FALSE,0.020731117,8,Late_downregulated_1,Late,Downregulated,Late Downregulated
11869,LOC111569679,kelch-like protein 29,-0.25544061,0.034194235,0.280911927,0.011756866,0.536352537,6.58E-06,3.37E-05,NA,FALSE,0.00399815,9,"Transiently upregulated, high rebound",Transiently,Upregulated,Transiently Upregulated
12407,LOC111572933,protocadherin alpha-C2-like,-0.096019589,0.16592165,0.202988268,0.001377095,0.299007857,1.05E-05,2.33E-05,NA,FALSE,0.002771816,9,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
18995,esr2b,estrogen receptor 2b,1.163685716,0.00035752,0.31067183,0.373699098,-0.853013885,0.003935693,0.000421024,NA,FALSE,0.049101393,9,Late upregulated_1,Late,Upregulated,Late Upregulated
2241,dync1li2,Dynein cytoplasmic 1 light intermediate chain 2,0.189379612,0.00134529,-0.018984137,0.750290402,-0.208363749,0.000230452,0.000278347,NA,TRUE,0.028586721,0,Late upregulated_1,Late,Upregulated,Late Upregulated
1178,LOC111568755,voltage-dependent R-type calcium channel subunit alpha-1E,0.129617882,0.019126685,-0.0900126,0.105673233,-0.219630482,5.05E-05,0.000246243,NA,TRUE,0.025495132,0,Late upregulated_1,Late,Upregulated,Late Upregulated
4400,LOC129348769,NA,-0.640219076,0.027611751,-1.414570901,9.78E-05,-0.774351825,0.048538413,0.000275255,NA,TRUE,0.02838358,0,"Transiently downregulated, reduced rebound",Transiently,Downregulated,Transiently Downregulated
6173,ddr2l,"discoidin domain receptor family, member 2, like",-1.654061109,0.000240883,-0.872849944,0.006510286,0.781211165,0.107077791,0.000202438,NA,TRUE,0.021218473,0,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
7375,kiaa0753,kiaa0753,0.083379037,0.462189105,-0.4600423,0.000212173,-0.543421336,5.81E-06,1.35E-05,NA,TRUE,0.001471425,0,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
8279,LOC129349297,NA,0.437755142,0.010242453,-0.411822781,0.03848906,-0.849577923,2.52E-06,9.92E-06,NA,TRUE,0.001093863,0,"Transiently downregulated, high rebound",Transiently,Downregulated,Transiently Downregulated
9917,LOC118471263,NA,-0.807777241,0.002721592,-1.040090496,0.000188912,-0.232313255,0.466779949,0.000155586,NA,TRUE,0.016443092,0,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
13419,LOC129350154,NA,0.485411936,0.001706295,-0.004224283,0.979617485,-0.489636219,0.000735363,0.000482344,NA,TRUE,0.047617468,0,Late upregulated_1,Late,Upregulated,Late Upregulated
15433,LOC111582645,multidrug and toxin extrusion protein 1-like ,0.908940544,5.44E-05,-0.002299328,0.992856971,-0.911239873,1.25E-05,1.22E-06,NA,TRUE,0.000136689,0,Late upregulated_1,Late,Upregulated,Late Upregulated
15906,LOC111564926,carbohydrate-responsive element-binding protein,1.10066306,5.31E-05,0.693628181,0.013848835,-0.407034879,0.043733993,0.000213871,NA,TRUE,0.022233897,0,Progressively upregulated,Progressively,Upregulated,Progressively Upregulated
16380,chrac1,chromatin accessibility complex subunit 1,0.610961774,0.000135742,-0.002707896,0.987652387,-0.61366967,4.15E-05,9.97E-06,NA,TRUE,0.001094132,0,Late upregulated_1,Late,Upregulated,Late Upregulated
17651,LOC111571804,hyaluronan-binding protein 2-like,0.494283934,0.096689723,-1.031377231,0.015705035,-1.525661165,0.000123295,0.000511612,NA,TRUE,0.049926263,0,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
19035,hs3st3b1b,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1b,0.428211308,4.56E-05,0.353573502,0.000679942,-0.074637806,0.423319813,0.000122648,NA,TRUE,0.013070437,0,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
20039,LOC118471785,complement c3 alpha chain-like,-0.555040201,0.000191705,-0.084793115,0.507440121,0.470247086,0.001165939,0.000470395,NA,TRUE,0.046618561,0,Late_downregulated_1,Late,Downregulated,Late Downregulated
20516,LOC111584513,SH3 and cysteine-rich domain-containing protein 2-like,0.005276257,0.951268336,-0.314389497,0.000405893,-0.319665754,0.000272817,0.000211791,NA,TRUE,0.022107831,0,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
22024,bcl11ba,BCL11 transcription factor B a,0.008607284,0.919622527,0.298566955,0.000319991,0.289959671,0.000367165,0.000154856,NA,TRUE,0.016434048,0,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
22074,gng2,"guanine nucleotide binding protein (G protein), gamma 2",-0.259060744,0.000104299,-0.210170229,0.001185458,0.048890515,0.460356593,0.000167912,NA,TRUE,0.017672415,0,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
22765,LOC111565840,diphosphoinositol polyphosphate phosphohydrolase 3-beta-like,-0.301656803,3.36E-06,-0.268207997,2.02E-05,0.033448806,0.606185033,1.46E-06,NA,TRUE,0.000163446,0,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
22827,tmbim4,transmembrane BAX inhibitor motif containing 4,0.231934737,0.000595872,-0.014818182,0.829622329,-0.246752919,0.000123906,0.000105239,NA,TRUE,0.01126239,0,Late upregulated_1,Late,Upregulated,Late Upregulated
23596,hhla2b.1,"HERV-H LTR-associating 2b, tandem duplicate 1",-0.986757095,5.81E-05,-0.265849376,0.161743671,0.720907719,0.003448825,0.000306034,NA,TRUE,0.03117873,0,Late_downregulated_1,Late,Downregulated,Late Downregulated
24272,LOC111587507,NA,-1.163544569,0.000192104,-0.609749104,0.014033735,0.553795465,0.092856482,0.000402333,NA,TRUE,0.040185922,0,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
42,glceb,glucuronic acid epimerase b,-0.430033138,3.79E-05,-0.112828069,0.239203281,0.317205069,0.00146086,0.00011777,NA,TRUE,0.007470963,1,Late_downregulated_1,Late,Downregulated,Late Downregulated
558,znf710b,zinc finger protein 710b,-0.037997341,0.813706525,0.453290469,0.001683553,0.49128781,0.000370258,0.000225903,NA,TRUE,0.014102484,1,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
1970,ssbp4,single stranded DNA binding protein 4,-0.146915503,0.116385441,0.176421479,0.042726972,0.323336982,0.000152622,0.000674159,NA,TRUE,0.040475344,1,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
3110,mical2b,"microtubule associated monooxygenase, calponin and LIM domain containing 2b",0.517214511,0.052425711,-0.531008582,0.095190179,-1.048223093,0.000205756,0.000763479,NA,TRUE,0.045489791,1,Late upregulated_2,Late,Upregulated,Late Upregulated
4141,slc44a2,solute carrier family 44 member 2 (CTL2 blood group),-0.506178527,0.00047352,-0.400107894,0.003105614,0.106070633,0.464321058,0.000721049,NA,TRUE,0.043070759,1,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
6624,LOC111566713,rho guanine nucleotide exchange factor 28-like,0.521106946,2.28E-05,0.320003552,0.00976317,-0.201103394,0.056449127,0.000126065,NA,TRUE,0.007951369,1,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
7909,tmed4,transmembrane p24 trafficking protein 4,-0.675423407,0.000146713,-0.050355491,0.731305287,0.625067916,0.000215101,0.000192348,NA,TRUE,0.012039676,1,Late_downregulated_1,Late,Downregulated,Late Downregulated
7960,LOC111564014,formin 1-like,-1.863910287,0.000670075,-2.055036312,0.000177322,-0.191126025,0.787859096,1.58E-05,NA,TRUE,0.001027959,1,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
11196,rpl24,ribosomal protein L24,0.637342261,0.000177548,0.38105491,0.026094753,-0.25628735,0.066135021,0.000830144,NA,TRUE,0.049212683,1,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
17665,tap2t,"transporter associated with antigen processing, subunit type t, teleost specific",1.020192062,0.00010464,0.356317078,0.203723672,-0.663874984,0.001506945,6.38E-05,NA,TRUE,0.0040683,1,Late upregulated_1,Late,Upregulated,Late Upregulated
18349,plce1,"phospholipase C, epsilon 1",-0.567465922,8.16E-05,-0.285462247,0.029046284,0.282003675,0.045744708,0.000400805,NA,TRUE,0.024564934,1,Progressively downregulated,Progressively,Downregulated,Progressively Downregulated
20099,pcnx4,pecanex 4,0.500297602,0.051401202,-0.535057816,0.081656577,-1.035355418,0.000164181,0.000629144,NA,TRUE,0.037869341,1,Late upregulated_2,Late,Upregulated,Late Upregulated
20292,nkx2.2a,NK2 homeobox 2a,0.46184461,0.000204257,-0.074908682,0.565410832,-0.536753292,4.28E-06,3.66E-06,NA,TRUE,0.000239729,1,Late upregulated_1,Late,Upregulated,Late Upregulated
20826,lhfpl3,LHFPL tetraspan subfamily member 3,0.675036722,0.00025505,-0.207674484,0.322833774,-0.882711206,6.63E-07,4.28E-07,NA,TRUE,2.84E-05,1,Late upregulated_1,Late,Upregulated,Late Upregulated
20894,foxp2,foxp2,0.66731073,2.86E-05,-0.032306711,0.851945705,-0.699617441,1.78E-06,3.46E-07,NA,TRUE,2.30E-05,1,Late upregulated_1,Late,Upregulated,Late Upregulated
21073,zgc:113263,uncharacterized LOC111565846,-0.314662674,0.081515145,-0.74786301,0.00010788,-0.433200336,0.028303355,0.000554634,NA,TRUE,0.033556054,1,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
21100,cog5,component of oligomeric golgi complex 5,-0.496375839,0.000497438,0.026970001,0.828177259,0.52334584,8.70E-05,0.000164454,NA,TRUE,0.010321103,1,Late_downregulated_1,Late,Downregulated,Late Downregulated
21538,skida1,SKI/DACH domain containing 1,-1.564070543,8.76E-07,-0.624910801,0.004889577,0.939159742,0.003970276,2.27E-06,NA,TRUE,0.00014944,1,Progressively downregulated,Progressively,Downregulated,Progressively Downregulated
22488,lrch4,leucine-rich repeats and calponin homology (CH) domain containing 4,-0.307471314,0.02395875,0.245666278,0.039528327,0.553137593,6.96E-06,3.74E-05,NA,TRUE,0.002397927,1,"Transiently upregulated, high rebound",Transiently,Upregulated,Transiently Upregulated
23102,LOC111574283,gap junction gamma-1 protein-like,1.578703025,0.001271913,-0.007309786,0.990104363,-1.58601281,0.000204764,3.47E-05,NA,TRUE,0.002239103,1,Late upregulated_1,Late,Upregulated,Late Upregulated
3658,LOC111577946,endonuclease V,-0.636745468,0.023066831,-1.366929164,0.000143981,-0.730183696,0.053346605,0.000395483,NA,TRUE,0.043894364,10,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
13071,LOC111575028,14-3-3-like protein,0.062214186,0.847583458,0.972418339,0.000652085,0.910204152,0.000442054,9.61E-05,NA,TRUE,0.011023547,10,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
15629,spag9b,Sperm-associated antigen 9,0.810271384,0.000369937,0.902617837,7.54E-05,0.092346453,0.600467196,0.000215102,NA,TRUE,0.024136325,10,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
17535,fsip1,fibrous sheath interacting protein 1,-0.811308901,0.016909166,-1.841448951,0.000233244,-1.030140051,0.050942782,0.000375385,NA,TRUE,0.041891349,10,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
18383,mkln1,"muskelin 1, intracellular mediator containing kelch motifs",-0.655380168,0.001258778,-0.828536718,0.000132476,-0.173156551,0.457044934,0.000111981,NA,TRUE,0.012775861,10,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
20013,LOC111580292,thymosin beta 4 X-linked ,0.914819937,1.93E-05,0.926219443,2.04E-05,0.011399506,0.944937662,2.34E-05,NA,TRUE,0.002703826,10,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
7005,stk35,serine/threonine kinase 35,-0.493025826,0.06852185,-1.449361845,5.45E-05,-0.95633602,0.008957195,0.000265493,NA,TRUE,0.01541047,11,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
10642,tdh,L-threonine dehydrogenase,0.967352126,0.00233919,-0.113353928,0.761576695,-1.080706054,0.000254028,0.000118304,NA,TRUE,0.006983952,11,Late upregulated_1,Late,Upregulated,Late Upregulated
13066,nelfe,negative elongation factor complex member E,-1.325639242,0.001857632,-1.230458834,0.002693985,0.095180407,0.84779461,0.000740622,NA,TRUE,0.041934948,11,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
15113,mast4,microtubule associated serine/threonine kinase family member 4,-1.034282247,4.99E-06,-0.673880615,0.001201908,0.360401632,0.126049632,1.00E-05,NA,TRUE,0.000597028,11,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
15352,slc31a2,Copper Transporter 2,-1.011524132,6.75E-05,-0.38353865,0.079214651,0.627985482,0.013875015,0.000355292,NA,TRUE,0.020451446,11,Late_downregulated_1,Late,Downregulated,Late Downregulated
17789,coq6,coenzyme Q6 monooxygenase,-2.900457485,0.005281179,-1.817907603,0.00477623,1.082549881,0.350037324,0.00086038,NA,TRUE,0.048190532,11,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
19145,chst2b,carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2b,-1.209928175,0.002778521,-1.247621362,0.002085646,-0.037693187,0.937416581,0.000824338,NA,TRUE,0.046422067,11,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
2528,zcchc14,"zinc finger, CCHC domain containing 14",-1.100654717,0.002232144,-1.407774254,0.000744439,-0.307119537,0.518307048,0.000262523,NA,TRUE,0.04208971,12,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
11696,gria1a,"glutamate receptor, ionotropic, AMPA 1a",-0.537338722,0.000333384,-0.506439427,0.001064176,0.030899295,0.850559817,0.000241431,NA,TRUE,0.039020369,12,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
13001,csmd2,CUB and Sushi multiple domains 2,-0.163765282,0.141140773,0.279251438,0.011888878,0.44301672,6.63E-05,0.000290531,NA,TRUE,0.046210495,12,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
19518,LOC129348253,NA,1.262657415,0.002088788,-0.335827954,0.543274338,-1.598485369,0.000517459,0.00012444,NA,TRUE,0.020441803,12,Late upregulated_1,Late,Upregulated,Late Upregulated
6281,clmpb,CXADR like membrane protein b,-0.493042539,0.009142394,-0.759079477,9.57E-05,-0.266036938,0.202930948,0.00026639,NA,TRUE,0.034063185,13,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
7941,efna3b,ephrin-A3b,-0.182927934,0.244281364,0.388447146,0.007195466,0.57137508,0.000115389,0.000300938,NA,TRUE,0.038243239,13,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
18779,LOC111575561,guanine nucleotide exchange factor VAV3,-2.063224884,0.000851885,-1.250615976,0.002766372,0.812608908,0.235217358,0.00018767,NA,TRUE,0.024147294,13,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
354,LOC111577165,AFG3-like protein 1,-0.866720942,0.001413508,-1.269818782,1.32E-05,-0.40309784,0.216599964,1.34E-05,NA,TRUE,0.0013823,15,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
14396,LOC111586556,cytochrome P450 1B1,1.232187403,0.000727855,0.016685679,0.967679209,-1.215501724,0.00020214,5.78E-05,NA,TRUE,0.005926104,15,Late upregulated_1,Late,Upregulated,Late Upregulated
12685,dbpa,D site albumin promoter binding protein a,-0.028118622,0.905354054,-1.046128803,0.000229563,-1.018010181,0.00028289,0.000299346,NA,TRUE,0.0415363,16,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
18919,dennd4c,DENN/MADD domain containing 4C,1.693947643,0.002316512,-0.087986179,0.897724301,-1.781933822,0.000447614,9.92E-05,NA,TRUE,0.014057786,16,Late upregulated_1,Late,Upregulated,Late Upregulated
4103,lrig1,Leucine-rich repeats and immunoglobulin-like domains 1,1.066906641,5.95E-05,0.201570919,0.490082109,-0.865335722,7.21E-05,4.05E-06,NA,TRUE,0.000576423,18,Late upregulated_1,Late,Upregulated,Late Upregulated
7703,zgc:92606,uncharacterized LOC111568932,-0.671990214,0.004629186,-1.177591404,7.95E-06,-0.50560119,0.062484638,2.64E-05,NA,TRUE,0.003721589,18,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
9944,LOC111575390,high-affinity choline transporter 1-like,1.332576184,0.008612497,-0.93450582,0.209945772,-2.267082004,0.000272591,0.000136577,NA,TRUE,0.019016384,18,Late upregulated_1,Late,Upregulated,Late Upregulated
12359,pcdh1a,procadherin 1a,0.945934992,4.07E-05,0.631556518,0.008028606,-0.314378473,0.083757932,0.000210378,NA,TRUE,0.028694431,18,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
18236,usp6nl,USP6 N-terminal like,0.648713218,0.022849314,-0.52301924,0.125899629,-1.171732459,5.80E-05,0.000162565,NA,TRUE,0.022324861,18,Late upregulated_1,Late,Upregulated,Late Upregulated
19174,LOC111587492,glycogen phosphorylase,1.069174338,0.002812704,-0.053307942,0.897099255,-1.12248228,0.000322998,0.000150751,NA,TRUE,0.020845237,18,Late upregulated_1,Late,Upregulated,Late Upregulated
4976,tubb2b,tubulin beta 2b class Iib,0.666999147,0.001400542,0.913207443,1.71E-05,0.246208296,0.154686282,8.68E-05,NA,TRUE,0.013327131,19,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
7682,epn1a,epsin 1a,-0.862612591,0.004488132,0.312195407,0.224778687,1.174807998,6.11E-05,0.000297979,NA,TRUE,0.045073195,19,Late_downregulated_1,Late,Downregulated,Late Downregulated
3087,smc3,Structural Maintenance Of Chromosomes 3,0.073905526,0.716188873,-0.9294746,0.000387788,-1.003380125,3.93E-05,0.000125585,NA,TRUE,0.009044241,2,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
4802,dusp7,dual specificity phosphatase 7,-0.305268807,0.004901524,0.08859182,0.393505021,0.393860627,6.11E-05,0.000209018,NA,TRUE,0.014950784,2,Late_downregulated_1,Late,Downregulated,Late Downregulated
11790,LOC118469578,NA,0.784436032,1.95E-06,0.228063344,0.200684971,-0.556372688,5.93E-05,3.79E-07,NA,TRUE,2.76E-05,2,Late upregulated_1,Late,Upregulated,Late Upregulated
13424,mrps21,Mitochondrial Ribosomal Protein S21,-1.534518804,0.001165905,-1.345038728,0.002621735,0.189480076,0.734788308,0.000418868,NA,TRUE,0.02936389,2,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
14574,macrod2,mono-ADP ribosylhydrolase 2,0.357441448,0.001574267,0.475820573,2.83E-05,0.118379124,0.207352744,0.000134947,NA,TRUE,0.009685456,2,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
16019,reep3b,receptor accessory protein 3b,0.484711055,0.000644746,0.100780869,0.506760005,-0.383930186,0.001949434,0.000386701,NA,TRUE,0.027290229,2,Late upregulated_1,Late,Upregulated,Late Upregulated
18672,ppfia2,PTPRF interacting protein alpha 2,-0.230301263,0.002213055,0.005100431,0.946108878,0.235401694,0.000652566,0.000716475,NA,TRUE,0.049731408,2,Late_downregulated_1,Late,Downregulated,Late Downregulated
4326,ppp1r16b,"protein phosphatase 1, regulatory subunit 16B",-0.645374458,0.012548798,0.302477256,0.170126285,0.947851714,8.13E-05,0.000422229,NA,TRUE,0.033335202,20,Late_downregulated_1,Late,Downregulated,Late Downregulated
8686,LOC111579927,zinc finger protein 521,-1.354335878,0.00031652,-1.049986525,0.000859308,0.304349352,0.460405008,9.28E-05,NA,TRUE,0.007418801,20,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
10787,atp1b4,ATPase Na+/K+ transporting subunit beta 4,-1.24018764,0.002874728,-1.349112537,0.000604446,-0.108924897,0.822398399,0.000308794,NA,TRUE,0.02448025,20,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
17359,etv6,ETS variant transcription factor 6,1.074631124,0.000630112,0.069647562,0.840886132,-1.004983562,0.000601463,0.000167608,NA,TRUE,0.013342588,20,Late upregulated_1,Late,Upregulated,Late Upregulated
1978,gnrhr4,gonadotropin releasing hormone receptor 4,1.417771019,0.007032614,-0.473340107,0.472771138,-1.891111126,0.000308628,0.000211594,NA,TRUE,0.036723795,21,Late upregulated_1,Late,Upregulated,Late Upregulated
4168,LOC111583687,"RNA-binding motif, single-stranded-interacting protein 2-like",-1.874503746,0.003799,-2.208954388,0.000639523,-0.334450642,0.68850807,0.000186006,NA,TRUE,0.032570998,21,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
19413,LOC111573844,ETS translocation variant 5-like,-1.307404946,0.002828941,-1.497442023,0.000372455,-0.190037078,0.710317475,0.000221768,NA,TRUE,0.038151941,21,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
16911,LOC111567730,protein FAM163A-like,1.911078134,0.000368562,0.731671343,0.188746248,-1.179406792,0.003276605,0.000293489,NA,TRUE,0.043071634,24,Late upregulated_1,Late,Upregulated,Late Upregulated
18112,prkcq,"protein kinase C, theta",2.42389021,0.000176167,0.794845096,0.220885191,-1.629045114,0.001841096,0.000185376,NA,TRUE,0.027406757,24,Late upregulated_1,Late,Upregulated,Late Upregulated
7285,triob,trio Rho guanine nucleotide exchange factor b,-0.629775127,0.366412452,1.314207931,0.00212869,1.943983058,0.002302709,0.000382416,NA,TRUE,0.046914194,25,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
10498,LOC111567431,actin-binding LIM protein 3-like,2.326205245,1.00E-04,0.78417662,0.23211178,-1.542028624,0.001058264,3.42E-05,NA,TRUE,0.004219883,25,Late upregulated_1,Late,Upregulated,Late Upregulated
4858,srpk1b,SRSF protein kinase 1b,0.430220548,0.002872859,-0.077372775,0.610942082,-0.507593323,0.000301828,0.000418129,NA,TRUE,0.040432345,3,Late upregulated_1,Late,Upregulated,Late Upregulated
11904,wdr3,WD repeat domain 3,1.369208698,0.000689222,0.220673682,0.632539972,-1.148535017,0.000959947,0.000129148,NA,TRUE,0.0127519,3,Late upregulated_1,Late,Upregulated,Late Upregulated
17995,bhlha15,"basic helix-loop-helix family, member a15",0.540323412,0.016056435,-0.445795686,0.092992938,-0.986119098,4.78E-05,0.000151477,NA,TRUE,0.014893781,3,Late upregulated_1,Late,Upregulated,Late Upregulated
18486,igf2bp1,insulin-like growth factor 2 mRNA binding protein 1,-1.774767299,1.79E-05,-0.276540738,0.231587791,1.498226561,0.000319735,0.000100754,NA,TRUE,0.009990491,3,Late_downregulated_1,Late,Downregulated,Late Downregulated
19343,dhrs7b,dehydrogenase/reductase (SDR family) member 7B,0.700560602,0.007062952,-0.240428328,0.421899587,-0.940988931,0.000354115,0.000506836,NA,TRUE,0.048808473,3,Late upregulated_1,Late,Upregulated,Late Upregulated
2616,LOC111567884,uncharacterized LOC111567884,-0.2120187,0.038532364,-0.622578442,1.13E-07,-0.410559742,0.000356497,7.10E-07,NA,TRUE,7.78E-05,4,"Transiently downregulated, reduced rebound",Transiently,Downregulated,Transiently Downregulated
4966,slc6a11a,solute carrier family 6 member 11a,1.595528198,0.000370109,0.312477247,0.566819447,-1.283050951,0.00133364,5.66E-05,NA,TRUE,0.006050005,4,Late upregulated_1,Late,Upregulated,Late Upregulated
5674,arvcfb,delta catenin family member b,-0.315935018,0.002714061,0.107836117,0.313153676,0.423771135,7.53E-05,0.000191899,NA,TRUE,0.019844271,4,Late_downregulated_1,Late,Downregulated,Late Downregulated
10238,b4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",-0.388810051,2.01E-05,-0.277057886,0.004595186,0.111752165,0.25216099,7.18E-05,NA,TRUE,0.007636918,4,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
10753,fgf14,fibroblast growth factor 14,-0.38225584,0.000276736,-0.332265099,0.002934125,0.049990741,0.658420142,0.000453681,NA,TRUE,0.045652941,4,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
