,gene,gene_name,f_m_estimate,f_m_p.value,d_m_estimate,d_m_p.value,d_f_estimate,d_f_p.value,av_p.value,warning,singular,av_q.value,cluster,full_label,first_word,second_word,short_label
11162,ccnt2a,cyclin T2a,0.647423281,0.000228812,-0.013344199,0.948321315,-0.660767481,0.000212798,3.34E-05,NA,TRUE,0.003587603,4,Late upregulated_1,Late,Upregulated,Late Upregulated
12528,cxcl14,chemokine (C-X-C motif) ligand 14,0.549918854,0.023097806,-0.587462296,0.074760757,-1.13738115,0.000154273,0.000344876,NA,TRUE,0.035018156,4,Late upregulated_1,Late,Upregulated,Late Upregulated
12846,spock1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",-0.301680221,0.000431768,-0.293805277,0.001543729,0.007874944,0.931986718,0.000465378,NA,TRUE,0.046620897,4,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
14069,fam53c,family with sequence similarity 53 member C,-0.09771423,0.593599604,0.545815362,0.001342369,0.643529592,0.000116452,0.000121797,NA,TRUE,0.012771614,4,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
14450,LOC129350740,uncharacterized LOC129350740,0.488212772,0.01089013,-0.623911704,0.015734306,-1.112124476,2.75E-06,7.76E-06,NA,TRUE,0.000845105,4,"Transiently downregulated, high rebound",Transiently,Downregulated,Transiently Downregulated
15089,kcnq5a,"potassium voltage-gated channel, KQT-like subfamily, member 5a",1.319182673,0.000237401,0.112208563,0.801870961,-1.20697411,0.00051614,2.34E-05,NA,TRUE,0.002520124,4,Late upregulated_1,Late,Upregulated,Late Upregulated
15145,tnfaip3,"tumor necrosis factor, alpha-induced protein 3",-0.502666542,0.156011093,0.77400798,0.005718297,1.276674521,5.17E-05,7.25E-05,NA,TRUE,0.007670508,4,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
16963,grid1b,"glutamate receptor, ionotropic, delta 1b",0.214383487,0.00076632,-0.032872197,0.641276683,-0.247255684,0.000238753,0.000157302,NA,TRUE,0.016341976,4,Late upregulated_1,Late,Upregulated,Late Upregulated
4734,LOC111565896,NA,0.526970849,0.292813174,1.636274663,0.000269973,1.109303814,0.000888105,4.20E-05,NA,TRUE,0.004153876,5,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
10995,shox,shox homeobox,0.558862039,0.002617977,0.734170458,0.000125904,0.175308418,0.314216297,0.000393992,NA,TRUE,0.03817879,5,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
13767,ubl3a,Ubiquitin-like protein 3a,-0.037665672,0.797851106,0.459411773,0.001071036,0.497077444,0.000173111,0.00015184,NA,TRUE,0.014839416,5,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
190351,baiap2l1b,BAR/IMD domain containing adaptor protein 2 like 1b,-0.369060786,0.24891898,0.809884909,0.002148685,1.178945696,1.76E-05,1.67E-05,NA,TRUE,0.001656396,5,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
21886,vgf,VGF nerve growth factor inducible,-0.280487019,0.038009283,-0.647441638,1.22E-05,-0.366954619,0.01142794,7.00E-05,NA,TRUE,0.006896393,5,"Transiently downregulated, reduced rebound",Transiently,Downregulated,Transiently Downregulated
1597,LOC111576154,shisa-like-2A,0.610380222,0.001309754,-0.04606008,0.828916018,-0.656440302,0.000286766,0.00015172,NA,TRUE,0.012938428,6,Late upregulated_1,Late,Upregulated,Late Upregulated
1903,ell,elongation factor RNA polymerase II,-0.826828096,0.000147142,-0.556136108,0.008014847,0.270691987,0.240212124,0.000376192,NA,TRUE,0.030476961,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
2735,ptprz1a,protein tyrosine phosphatase receptor type Z1a,0.501519253,0.051461715,-0.581492221,0.074864386,-1.083011474,0.000169424,0.000564337,NA,TRUE,0.04476018,6,Late upregulated_2,Late,Upregulated,Late Upregulated
3197,LOC111568896,calpain-1 catalytic subunit-like,1.191288824,0.00017509,0.657772021,0.053119951,-0.533516803,0.022648745,0.000366151,NA,TRUE,0.029769815,6,Late upregulated_1,Late,Upregulated,Late Upregulated
3327,mxi1,"max interactor 1, dimerization protein",-0.341687474,0.012781645,-0.636552641,2.08E-05,-0.294865168,0.0435356,0.000103417,NA,TRUE,0.009022723,6,"Transiently downregulated, reduced rebound",Transiently,Downregulated,Transiently Downregulated
3813,LOC111562847,teneurin-3,0.641324049,3.83E-08,0.167524095,0.179113481,-0.473799954,1.50E-05,1.69E-08,NA,TRUE,1.60E-06,6,Late upregulated_1,Late,Upregulated,Late Upregulated
4521,cntn4,contactin 4,0.327692714,0.008277401,-0.148536254,0.268087004,-0.476228968,8.10E-05,0.000216405,NA,TRUE,0.01798141,6,Late upregulated_1,Late,Upregulated,Late Upregulated
5077,ca16b,carbonic anhydrase XVI b,0.636150805,5.27E-07,0.474347795,0.000358333,-0.161803011,0.14948301,2.97E-06,NA,TRUE,0.000274723,6,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
5148,LOC111576659,potassium voltage-gated channel subfamily D member 3-like,-0.405907872,0.006100878,0.166196642,0.255981781,0.572104514,4.54E-05,0.000167605,NA,TRUE,0.01413368,6,Late_downregulated_1,Late,Downregulated,Late Downregulated
6201,LOC111576468,G-protein coupled receptor-associated protein LMBRD2B-like,-1.075090633,0.003988393,-1.451813999,0.000925724,-0.376723366,0.442127664,0.000522156,NA,TRUE,0.041559953,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
7309,nova2,NOVA alternative splicing regulator 2,-0.078944568,0.180608875,0.143128317,0.017939147,0.222072885,7.62E-05,0.000354506,NA,TRUE,0.028999679,6,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
9952,rgs5b,regulator of G protein signaling 5b,1.047840975,6.64E-05,0.916955017,0.000679508,-0.130885957,0.513025525,0.000261448,NA,TRUE,0.021644811,6,"Early upregulated, no rebound",Early,Upregulated,Early Upregulated
10169,LOC118470193,NA,-0.065623895,0.777575653,0.65775623,0.002040174,0.723380125,0.000228853,0.00018958,NA,TRUE,0.015927497,6,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
11896,nmbr,neuromedin B receptor,-0.523595011,0.000451686,-0.511007401,0.00098517,0.01258761,0.934729194,0.000416328,NA,TRUE,0.033608452,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
12589,gfra3,GDNF family receptor alpha 3,-0.181636455,0.292897799,0.474021316,0.005482766,0.655657771,4.36E-05,0.000139842,NA,TRUE,0.012061507,6,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
13137,pcdh10b,procadherin 10b,-0.109526761,0.467317876,0.454075039,0.001640958,0.5636018,2.66E-05,4.50E-05,NA,TRUE,0.003998817,6,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
13362,npy7r,neuropeptide Y receptor Y7,-2.049183725,0.000198587,-1.066888754,0.006630796,0.982294971,0.1013969,0.000155725,NA,TRUE,0.013180848,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
13531,LOC111575683,NA,0.797088201,0.001609261,0.079261037,0.780842324,-0.717827165,0.001655404,0.000488267,NA,TRUE,0.03913725,6,Late upregulated_1,Late,Upregulated,Late Upregulated
13706,grm5a,"glutamate receptor, metabotropic 5a",0.633017807,1.14E-05,-0.584166966,0.000540735,-1.217184773,2.95E-16,6.75E-16,NA,TRUE,6.46E-14,6,"Transiently downregulated, high rebound",Transiently,Downregulated,Transiently Downregulated
13991,gabra3,gamma-aminobutyric acid type A receptor subunit alpha3,-0.517348601,1.38E-05,-0.288086272,0.017501948,0.229262329,0.052467828,7.80E-05,NA,TRUE,0.006828262,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
15299,camk2g2,calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 2,-0.282655057,0.00666998,-0.519725592,3.60E-06,-0.237070535,0.02663232,2.02E-05,NA,TRUE,0.001834434,6,"Transiently downregulated, reduced rebound",Transiently,Downregulated,Transiently Downregulated
16982,LOC111567440,regulator of G-protein signaling 9,0.40263298,0.021254009,-0.246113483,0.219580457,-0.648746463,0.000214351,0.000580278,NA,TRUE,0.045864172,6,Late upregulated_1,Late,Upregulated,Late Upregulated
17746,LOC111566726,zinc finger protein 385C-like,0.638188017,0.000181922,0.276861164,0.126929742,-0.361326854,0.017619848,0.000520444,NA,TRUE,0.041559953,6,Late upregulated_1,Late,Upregulated,Late Upregulated
19255,stxbp6,Syntaxin Binding Protein 6,-0.756048662,9.80E-06,-0.195127049,0.233659169,0.560921613,0.000851431,2.92E-05,NA,TRUE,0.002627056,6,Late_downregulated_1,Late,Downregulated,Late Downregulated
20082,si:dkey-97m3.1,Fatty acyl-CoA reductase,0.181705484,0.154536414,-0.362686979,0.010684294,-0.544392463,2.64E-05,0.000142501,NA,TRUE,0.012244292,6,"Transiently downregulated, full rebound",Transiently,Downregulated,Transiently Downregulated
20328,LOC111565841,NA,-0.806947371,0.003694131,-1.450849755,4.22E-05,-0.643902384,0.087657005,5.15E-05,NA,TRUE,0.004546988,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
20330,LOC111565832,SIN3-HDAC complex-associated factor-like,-1.087310916,4.46E-05,-1.436416975,3.16E-06,-0.349106059,0.308414891,3.49E-07,NA,TRUE,3.27E-05,6,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
6437,igsf11,Immunoglobulin Superfamily Member 11,-1.020992241,0.019661219,0.622344401,0.048033637,1.643336642,4.73E-05,0.000172437,NA,TRUE,0.017145472,7,"Transiently upregulated, high rebound",Transiently,Upregulated,Transiently Upregulated
11736,sesn4,sestrin 4,-0.21885866,0.553834487,0.885864308,0.006173681,1.104722968,0.000427268,0.00049349,NA,TRUE,0.048834381,7,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
18833,LOC111581796,plexin-B2-like,-0.517950006,0.001134235,0.22795098,0.148981515,0.745900985,1.65E-06,6.19E-06,NA,TRUE,0.000627041,7,Late_downregulated_1,Late,Downregulated,Late Downregulated
19882,adam19a,ADAM metallopeptidase domain 19a,-0.496067951,2.57E-06,-0.146293201,0.19468816,0.34977475,0.001352374,7.42E-06,NA,TRUE,0.000748136,7,Late_downregulated_1,Late,Downregulated,Late Downregulated
19977,si:ch211-200p22.4,phosphatidylinositol-binding clathrin assembly protein,-0.559055363,6.62E-06,-0.149491762,0.243922473,0.409563601,0.001296738,1.89E-05,NA,TRUE,0.001899292,7,Late_downregulated_1,Late,Downregulated,Late Downregulated
1058,ncln,nicalin,-0.76833351,0.000764076,0.030522552,0.87661141,0.798856061,0.000241719,0.000436179,NA,TRUE,0.045680771,8,Late_downregulated_1,Late,Downregulated,Late Downregulated
7315,caln1,calneuron 1,1.329994288,0.001690946,-0.099715776,0.850311634,-1.429710064,0.000367924,7.00E-05,NA,TRUE,0.007722453,8,Late upregulated_1,Late,Upregulated,Late Upregulated
14008,acaca,Acetyl-CoA Carboxylase Alpha,-0.711381056,0.000103052,-0.554532048,0.002314979,0.156849008,0.415926608,0.00017755,NA,TRUE,0.019303085,8,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
19621,LOC111577954,TOG array regulator of axonemal microtubules protein 1,-1.11686159,7.55E-05,-0.604519163,0.015640237,0.512342427,0.085933754,0.000240185,NA,TRUE,0.025744934,8,"Early downregulated, no rebound",Early,Downregulated,Early Downregulated
5529,fbrsl1,fibrosin 1-like,0.065765992,0.621605658,0.438938134,0.000212261,0.373172142,0.003336961,0.000319729,NA,TRUE,0.037489509,9,"Transiently upregulated, full rebound",Transiently,Upregulated,Transiently Upregulated
5556,cabp1a,calcium binding protein 1a,1.633783473,0.00052253,0.427340097,0.418594485,-1.206443376,0.002227586,0.000207717,NA,TRUE,0.024488059,9,Late upregulated_1,Late,Upregulated,Late Upregulated
