"","cluster","gene","Mass_estimate","Mass_summary_p.value","Mass_summary_q.value"
"1",23,"LOC129348986",0.00798931870655986,0.159329784476742,0.844610188164761
"2",23,"trip4",0.00768373621876355,0.0510501089606219,0.800932461388441
"3",23,"chrna7a",-0.00127555513818141,0.664520291635932,0.999063088440736
"4",23,"cln6a",0.00617710560678642,0.408920054006023,0.999063088440736
"5",23,"LOC118470268",0.00070733378931152,0.288302576319551,0.969691138287642
"6",23,"calml4a",-0.000283457816103412,0.59651987873629,0.999063088440736
"7",23,"LOC111568352",-0.000308083185259149,0.677832433907457,0.999063088440736
"8",23,"rxfp3.3a2",0.000177309348032445,0.803206333919222,0.999063088440736
"9",23,"rps17",0.00139588290571939,0.612051841431704,0.999063088440736
"10",23,"csnk1g1",0.00195567009007543,0.569716691982092,0.999063088440736
"11",23,"LOC111571203",0.00195439656490249,0.573083135920338,0.999063088440736
"12",23,"neo1a",0.00055421299137409,0.96356076010422,0.999063088440736
"13",23,"LOC129349243",0.000753970345280568,0.676320843856654,0.999063088440736
"14",23,"LOC111567962",0.00430240240213006,0.0273695563265154,0.800932461388441
"15",23,"bbs4",0.00253841969020418,0.428864082890753,0.999063088440736
"16",23,"scamp2l",0.000896166628565917,0.518780473024069,0.999063088440736
"17",23,"LOC129347348",-0.00133814743429254,0.0373186198476006,0.800932461388441
"18",23,"myo9aa",0.000982019618017219,0.592513258906038,0.999063088440736
"19",23,"senp8",-0.000950785094431393,0.0784858953256791,0.800932461388441
"20",23,"LOC111580711",0.0017365874935237,0.142816207301224,0.820974432724749
"21",23,"anp32a",-0.000450439098821438,0.815161554591646,0.999063088440736
"22",23,"coro2ba",0.0013983309654608,0.798174637509338,0.999063088440736
"23",23,"LOC111564424",0.00127562376492755,0.373279900275872,0.999063088440736
"24",23,"LOC111564416",-0.000808474607808808,0.537327398680513,0.999063088440736
"25",23,"cpeb1b",-5.29264978174026e-05,0.943207957298451,0.999063088440736
"26",23,"LOC111564421",-0.000933711940437145,0.035604601931958,0.800932461388441
"27",23,"LOC111564418",-0.000198754974185668,0.894372684842047,0.999063088440736
"28",23,"LOC111564417",0.00113590547168942,0.408772966222181,0.999063088440736
"29",23,"LOC111564410",0.00355585672403274,0.34546375947174,0.999063088440736
"30",23,"cars1",-0.00282798680546311,0.59111002975882,0.999063088440736
"31",23,"pex16",0.00103152912470189,0.567509141738056,0.999063088440736
"32",23,"arfgap2",-0.00412694632340821,0.120422307506893,0.802041396840785
"33",23,"LOC118469870",-0.000454931455227593,0.560924116443836,0.999063088440736
"34",23,"glceb",0.00487153463104854,0.229475243410512,0.917740340311818
"35",23,"paqr5b",0.000157949914418707,0.703955319244232,0.999063088440736
"36",23,"LOC111564414",0.00100071213008618,0.302382049653151,0.980616648094595
"37",23,"tle3b",0.00229456558473987,0.352791851577574,0.999063088440736
