"","cluster","gene","Mass_estimate","Mass_summary_p.value","Mass_summary_q.value"
"1",2,"LOC129348986",0.00400045587467368,0.496770509061964,0.976675762564314
"2",2,"trip4",0.000838277568567718,0.738115361005352,0.976675762564314
"3",2,"chrna7a",0.00166535973958056,0.0448047743779042,0.813405274235378
"4",2,"cln6a",0.00156476572294412,0.109659106772793,0.813405274235378
"5",2,"LOC118470268",-0.000302233936388203,0.382639953739513,0.957568636140114
"6",2,"calml4a",-0.000522714167666522,0.231194879641002,0.908057692762206
"7",2,"LOC111568352",0.00354840951160383,0.205437914651053,0.894076930684297
"8",2,"rxfp3.3a2",-0.000131744520462611,0.560924116443836,0.976675762564314
"9",2,"rps17",-0.000121323922013457,0.914655232077245,0.995201664086587
"10",2,"LOC129347713",0.000197984151365529,0.286610174493165,0.929942740530164
"11",2,"csnk1g1",0.000422556091484255,0.758013772313803,0.976675762564314
"12",2,"LOC111571203",0.000347223456295623,0.184904387607744,0.879930910467462
"13",2,"neo1a",0.00554003101229424,0.221139141185777,0.902633689171326
"14",2,"LOC129349243",-2.79869898465816e-05,0.917534758207548,0.995869305428634
"15",2,"LOC111567962",-0.0035493116547437,0.173608380594115,0.8683485372925
"16",2,"bbs4",-0.00117829903538112,0.207436073891389,0.895770399494484
"17",2,"scamp2l",0.000820982308323808,0.562072411803846,0.976675762564314
"18",2,"LOC129347348",0.000420555080729924,0.357439230611217,0.951066214423934
"19",2,"myo9aa",0.0014658395639746,0.601159270698301,0.976675762564314
"20",2,"senp8",0.000360772214589329,0.37359562680555,0.955333187420766
"21",2,"LOC111580711",-7.05575223319272e-05,0.941162304267794,0.997378013825242
"22",2,"anp32a",0.000427713646994701,0.604447612284549,0.976675762564314
"23",2,"coro2ba",-0.00309017425479743,0.366085425176269,0.954677809750032
"24",2,"itga11a",-0.00132797670197778,0.241062858933144,0.912064606929107
"25",2,"LOC111588606",0.000219301285519493,0.375765442930576,0.956157601413889
"26",2,"LOC129348621",3.65613672536945e-05,0.781793010962478,0.976675762564314
"27",2,"LOC111564424",0.000357881769083957,0.172655710084199,0.868171397481168
"28",2,"LOC129349160",0.000487488436524505,0.163617615535135,0.863446627366049
"29",2,"LOC111564416",-0.000273848349213912,0.228571490491486,0.90726884810607
"30",2,"cpeb1b",-0.000208349169617312,0.843191064197414,0.982881399694465
"31",2,"LOC111564421",-0.000166002326951116,0.769106732224349,0.976675762564314
"32",2,"LOC111564418",0.000188122286658622,0.718321811787794,0.976675762564314
"33",2,"LOC111564417",0.000941833849278911,0.0694631774151006,0.813405274235378
"34",2,"LOC111564410",7.06618968058956e-05,0.910984406481549,0.994094709618201
"35",2,"LOC111564425",0.000171465559767697,0.374135536507442,0.955333187420766
"36",2,"ccnb2",8.86658779174457e-05,0.148676633009635,0.848467307926164
"37",2,"cars1",1.74553643509154e-05,0.985899316885854,0.997957540665448
"38",2,"pex16",0.000530873000905686,0.69243773232092,0.976675762564314
"39",2,"arfgap2",0.00068618109633511,0.46909328594288,0.976675762564314
"40",2,"LOC118469870",-0.00106921794335274,0.073049330276545,0.813405274235378
"41",2,"glceb",0.0035797612356925,0.223977208152702,0.903321449262604
"42",2,"paqr5b",-0.000283694975493159,0.24767020957417,0.912105004854143
"43",2,"LOC111564414",-0.00015324604541686,0.497301699324418,0.976675762564314
"44",2,"tle3b",-8.76275947791686e-05,0.967516775857611,0.997378013825242
"45",2,"uacab",0.00095784030038727,0.603463597341625,0.976675762564314
"46",2,"LOC111564639",-0.00102556074050313,0.607851099596175,0.976675762564314
"47",2,"rxfp3.3a1",5.12208198816003e-05,0.698917778984695,0.976675762564314
"48",2,"pias1a",0.00291140398730413,0.0141222826566504,0.813405274235378
"49",2,"skor1a",0.000530735556628426,0.233470770185882,0.909474629747671
"50",2,"map2k5",0.00264453519755233,0.0456188984084652,0.813405274235378
"51",2,"smad3a",0.000825545675038312,0.484753250858113,0.976675762564314
"52",2,"smad6a",0.00142603575161714,0.260055447827362,0.91767082037533
"53",2,"tmem208",-0.000607259831344734,0.468769649759945,0.976675762564314
"54",2,"slc39a1",0.0004030218066213,0.525641450160542,0.976675762564314
"55",2,"rlbp1a",0.000290549383371313,0.15104224184131,0.850540183261841
"56",2,"LOC111565738",0.00264494374087847,0.0504385618104421,0.813405274235378
"57",2,"LOC111565745",-0.00126218422992246,0.75286358847856,0.976675762564314
"58",2,"mibp2",-0.00117853388047572,0.150552215443199,0.850136399209772
"59",2,"LOC129350229",-6.57986895035914e-05,0.560924116443836,0.976675762564314
"60",2,"bloc1s6",-0.000315631094382602,0.824287729713398,0.979822976744904
"61",2,"slc30a4",0.00184704266963077,0.0388783839835195,0.813405274235378
"62",2,"c1h15orf48",-3.49410124531436e-05,0.820911119165749,0.978688916265634
"63",2,"spata5l1",0.000163736462393473,0.579842413456008,0.976675762564314
"64",2,"LOC111565744",0.000146767486229072,0.667277452916824,0.976675762564314
"65",2,"dtwd1",-0.000356341751379274,0.552972911381629,0.976675762564314
"66",2,"LOC129349619",-0.00183851723210622,0.287035744567622,0.929949889776657
"67",2,"fgf7",-0.000831846543159243,0.0171156132701443,0.813405274235378
"68",2,"cops2",-0.00098170535610212,0.217758368485974,0.902633689171326
"69",2,"secisbp2l",0.000860006986502519,0.552536653948962,0.976675762564314
"70",2,"LOC111565759",8.89610030708254e-05,0.703955319244232,0.976675762564314
"71",2,"LOC129349512",-0.000754873478176535,0.00803925861953023,0.813405274235378
"72",2,"fbn1",-0.00140741804321478,0.0792695875690454,0.813405274235378
"73",2,"dut",7.83141553008227e-05,0.88803995344136,0.988921481634603
"74",2,"slc12a1",0.000548317462923283,0.583125765516266,0.976675762564314
"75",2,"ctxn2",0.000304481430061912,0.451771272479824,0.976675762564314
"76",2,"myef2",-0.00197592576589853,0.115220493851157,0.813405274235378
"77",2,"slc24a5",-7.7555435156466e-05,0.560924116443836,0.976675762564314
"78",2,"LOC111565754",0.000897085360905037,0.458608990411419,0.976675762564314
"79",2,"sema6dl",0.00393022792371627,0.0764227607892151,0.813405274235378
"80",2,"LOC118470001",0.00137756520627704,0.304158543387033,0.934707563995368
"81",2,"dmxl2",0.000922818776400763,0.437666848855344,0.976675762564314
"82",2,"LOC111565746",0.000119326742089279,0.58527716463207,0.976675762564314
"83",2,"tnfaip8l3",0.000266280410565503,0.703513449018843,0.976675762564314
"84",2,"LOC129349365",0.000203733950574439,0.501375952067761,0.976675762564314
"85",2,"scg3",0.00114212842866653,0.395115689592168,0.964800002853434
"86",2,"lysmd2",-0.000230533498958629,0.790909884040157,0.976675762564314
"87",2,"tmod2",-0.000126141883848937,0.847977755436286,0.983148777968139
"88",2,"leo1",6.4802039764559e-06,0.993413525377743,0.999190461526636
"89",2,"mapk6",-0.00100680817036723,0.590927332847539,0.976675762564314
"90",2,"LOC118471234",-0.00180041787628459,0.0876790501066905,0.813405274235378
"91",2,"LOC111577620",-0.000316059647737457,0.0356046019319579,0.813405274235378
"92",2,"usp8",-0.000226394388265523,0.75596655605665,0.976675762564314
"93",2,"LOC111577621",-0.000124218397297495,0.795513325605686,0.976675762564314
"94",2,"LOC129349535",0.000369063615657927,0.402501426694517,0.96782831930081
"95",2,"zgc:158482",-0.000677485653196752,0.828308382532833,0.980642843831676
"96",2,"LOC129349407",5.01507776092587e-05,0.691746774336623,0.976675762564314
"97",2,"pde8a",-0.000867005994831096,0.719415319678462,0.976675762564314
"98",2,"LOC111563916",-0.000718354178643454,0.287892374653128,0.93053209485559
"99",2,"LOC111563902",0.000146201940912978,0.798618193927607,0.976675762564314
"100",2,"LOC111563893",0.000864927763242961,0.103278323266018,0.813405274235378
"101",2,"homer2",-0.000798268219645393,0.133675252464772,0.830882437497665
"102",2,"ramac",0.00050987106696142,0.160733156380284,0.859728641227242
"103",2,"LOC111567331",0.00030556864659767,0.675121896585978,0.976675762564314
"104",2,"LOC111567348",0.000133627475665787,0.673939547314772,0.976675762564314
"105",2,"zrsr2",0.000400260026903712,0.703023132792697,0.976675762564314
"106",2,"LOC111567330",0.000640278284117224,0.62587927690435,0.976675762564314
"107",2,"phka2",0.0013985977129769,0.392476047735623,0.962223701006882
"108",2,"ppef1",0.000175525352309435,0.629888384363936,0.976675762564314
"109",2,"cdkl5",9.12856641051439e-05,0.922548268750549,0.996900684703151
"110",2,"scml2",0.000822828262408075,0.530171193657241,0.976675762564314
"111",2,"LOC118470148",3.28923891532326e-05,0.869089657657904,0.987553265819179
"112",2,"nhsb",-7.17157202099092e-05,0.97983640192024,0.997378013825242
"113",2,"ace2",-0.0011456929444411,0.273976701053025,0.926750989068999
"114",2,"zgc:113276",-4.86943841126996e-06,0.981915478590663,0.997378013825242
"115",2,"pir",0.000127446874273761,0.893886539016465,0.989672876377149
"116",2,"vegfd",7.65728929325975e-05,0.881462656606593,0.988035253407678
"117",2,"LOC111566429",0.000199387988042331,0.107856265279457,0.813405274235378
"118",2,"LOC129350612",4.59337601036703e-05,0.770685275885823,0.976675762564314
"119",2,"gpa33a",0.000131473781444261,0.119556779181047,0.813405274235378
"120",2,"LOC111566424",0.000928833053135966,0.100936193464973,0.813405274235378
"121",2,"ildr1a",0.000614413434315172,0.116272882299692,0.813405274235378
"122",2,"tmem39a",0.000696918357132636,0.495620536912556,0.976675762564314
"123",2,"LOC111566425",0.000472126087678566,0.34747026424815,0.948681215403753
"124",2,"LOC111566431",0.000492517811994568,0.584482555593777,0.976675762564314
"125",2,"LOC111566421",-0.000241408410549614,0.676729932918422,0.976675762564314
"126",2,"LOC111564828",0.000703086244725476,0.439707052020991,0.976675762564314
"127",2,"LOC118469910",0.000234249601124519,0.431840327541311,0.976675762564314
"128",2,"LOC111564831",0.000109752020555209,0.861957705224227,0.986188448375348
"129",2,"stk16",-0.00047782388228221,0.687688585421198,0.976675762564314
"130",2,"LOC129349502",6.64980754424361e-05,0.803206333919222,0.976675762564314
"131",2,"atic",0.00078874673728389,0.18486621184182,0.879930910467462
"132",2,"fn1b",-6.07627965229997e-05,0.767157505880412,0.976675762564314
"133",2,"LOC118469909",0.000116742230357644,0.562100805797767,0.976675762564314
"134",2,"psmd14",0.000150790463041941,0.806918693802697,0.977430123329836
"135",2,"rbms1a",0.000880657096194026,0.298091001475419,0.932228290019055
"136",2,"itgb6",0.000148650485507628,0.714180127260028,0.976675762564314
"137",2,"pla2r1",-0.00150927401860292,0.182744508117698,0.877029733968778
"138",2,"ly75",-0.000318792077956664,0.69136633134617,0.976675762564314
"139",2,"marchf7",0.000707361756601296,0.567136832289765,0.976675762564314
"140",2,"baz2ba",0.00243671819603598,0.325554011164405,0.939300678279636
"141",2,"wdsub1",0.000944551376515081,0.385885461176366,0.958621703647212
"142",2,"LOC111564834",0.000190687233805267,0.778116011750026,0.976675762564314
"143",2,"LOC111564858",-0.000250405967715587,0.736332874189358,0.976675762564314
"144",2,"gtf2f2a",0.000717830482812143,0.254598878698178,0.915061909581676
