"","cluster","gene","Mass_estimate","Mass_summary_p.value","Mass_summary_q.value"
"1",24,"LOC129348986",-0.00591324243240565,0.128719505908565,0.740105780074122
"2",24,"trip4",-0.00588964694406274,0.114233486544013,0.740105780074122
"3",24,"cln6a",-0.0038195930551692,0.263349031600943,0.871180194517843
"4",24,"LOC118470268",-0.000343788485923902,0.411531423273481,0.975875442093449
"5",24,"calml4a",0.000617857661157067,0.360532353391064,0.947608297741938
"6",24,"LOC111568352",0.000244019207472365,0.789386342899933,0.980119395292899
"7",24,"rxfp3.3a2",0.000273298972758137,0.69926691159784,0.980119395292899
"8",24,"rps17",-0.000209265563400601,0.929754437552123,0.99621744165555
"9",24,"LOC129347713",0.000959782536907634,0.137700833708646,0.740105780074122
"10",24,"csnk1g1",0.00310891653252776,0.239731247953452,0.848982324899352
"11",24,"LOC111571203",-0.00139781889408219,0.337342248034449,0.930384119084538
"12",24,"neo1a",0.0109290124414245,0.190651935941737,0.790763140226023
"13",24,"LOC129349243",0.000467047209262878,0.574556192443927,0.980119395292899
"14",24,"LOC111567962",0.00528843572689663,0.0090838947478374,0.740105780074122
"15",24,"bbs4",0.0034623959521464,0.281796706809387,0.884151005367526
"16",24,"scamp2l",-0.00264845713949623,0.231047748608281,0.840431018120439
"17",24,"LOC129347348",0.000985773963679541,0.320648137261063,0.917091188178018
"18",24,"myo9aa",-0.00116406506187583,0.424591304519854,0.980119395292899
"19",24,"senp8",-0.00167944816882251,0.0885422477731193,0.740105780074122
"20",24,"LOC111580711",-0.00433395026645551,0.403946566536802,0.972422646734222
"21",24,"anp32a",-0.000782840375530095,0.538722721237528,0.980119395292899
"22",24,"coro2ba",0.00203057620041394,0.697830285322077,0.980119395292899
"23",24,"itga11a",0.000732949900394965,0.570226130080269,0.980119395292899
"24",24,"LOC111564416",-0.00081210518204141,0.548119443270746,0.980119395292899
"25",24,"cpeb1b",0.00253197227726155,0.377407240465929,0.959418956761759
"26",24,"LOC111564421",-0.000790729604188485,0.661954254675986,0.980119395292899
"27",24,"LOC111564418",0.00300856516061317,0.062011616863015,0.740105780074122
"28",24,"LOC111564417",0.000883653650301539,0.629667638563753,0.980119395292899
"29",24,"LOC111564410",0.00309075316506679,0.112769917430526,0.740105780074122
"30",24,"cars1",0.00295489993662478,0.0651470236983276,0.740105780074122
"31",24,"pex16",0.00328206334202624,0.076699814327613,0.740105780074122
"32",24,"arfgap2",0.000227133067329288,0.946506202770758,0.99621744165555
"33",24,"LOC118469870",1.47540003327107e-05,0.983200705808289,0.99621744165555
"34",24,"glceb",0.000543876927412919,0.854141997487852,0.988594504420498
"35",24,"LOC111564414",0.000419504118961867,0.597289674010342,0.980119395292899
"36",24,"tle3b",0.00530368244041814,0.0671560983766211,0.740105780074122
"37",24,"LOC129348677",9.76795100733257e-05,0.789205695570969,0.980119395292899
"38",24,"uacab",0.000635017025108738,0.617670548892754,0.980119395292899
"39",24,"LOC111564639",-0.00813806143707958,0.178578632774779,0.775609948454816
"40",24,"LOC129348555",1.15392956067073e-05,0.983200705808289,0.99621744165555
"41",24,"rxfp3.3a1",0.000155588937628007,0.789205695570969,0.980119395292899
"42",24,"pias1a",0.0059026131681652,0.179707136810434,0.776737177287029
"43",24,"skor1a",-0.000379644178334816,0.765304951934323,0.980119395292899
"44",24,"map2k5",-0.000888672841043225,0.790701360164094,0.980119395292899
"45",24,"smad3a",0.000300076434450607,0.861572316432935,0.990452282371633
"46",24,"smad6a",-0.000343032314666179,0.629724420024604,0.980119395292899
"47",24,"tmem208",9.68278075332677e-05,0.78920569557097,0.980119395292899
"48",24,"slc39a1",0.000455623350230666,0.647706711908525,0.980119395292899
"49",24,"rlbp1a",9.65395519263753e-05,0.789205695570969,0.980119395292899
"50",24,"LOC111565738",0.0043736783132597,0.131101548128703,0.740105780074122
"51",24,"LOC111565745",0.000369904101006208,0.903369608335776,0.99621744165555
"52",24,"mibp2",1.19672222118166e-05,0.99017431875402,0.998450708639133
"53",24,"bloc1s6",0.00357689026136619,0.00587513851223958,0.740105780074122
"54",24,"slc30a4",-0.000585409930940513,0.599117511171056,0.980119395292899
"55",24,"c1h15orf48",0.000728683529273446,0.137700833708646,0.740105780074122
"56",24,"spata5l1",-0.000580285520051357,0.69690560311684,0.980119395292899
"57",24,"LOC111565744",0.000104212950328927,0.78920569557097,0.980119395292899
"58",24,"dtwd1",-0.00116912801051677,0.151886678922951,0.750733408917271
"59",24,"LOC129349619",0.000716470092513189,0.137700833708646,0.740105780074122
"60",24,"cops2",0.00206180215167752,0.133105216467461,0.740105780074122
"61",24,"secisbp2l",0.00150815875181129,0.646171620991206,0.980119395292899
"62",24,"LOC129349512",0.000776612663824437,0.625026487214154,0.980119395292899
"63",24,"dut",-0.000558808518289615,0.609819122629817,0.980119395292899
"64",24,"slc12a1",0.00195168855016233,0.288160542244283,0.887451152814936
"65",24,"ctxn2",0.000137709344287112,0.93835912788693,0.99621744165555
"66",24,"myef2",0.000159306071127822,0.943717633633939,0.99621744165555
"67",24,"LOC111565754",-0.000508642350984434,0.629193847904906,0.980119395292899
"68",24,"sema6dl",-0.00271808697124149,0.114768913481453,0.740105780074122
"69",24,"LOC118470001",-0.000373721650328282,0.629724420024604,0.980119395292899
"70",24,"dmxl2",0.00061854241871417,0.837754797882549,0.98702020305709
"71",24,"LOC111565746",-4.6864155521712e-05,0.992412748182342,0.998715746225187
"72",24,"tnfaip8l3",-0.00201671750665833,0.644065413520587,0.980119395292899
"73",24,"LOC129349365",-0.000187980721924035,0.701837375998529,0.980119395292899
"74",24,"scg3",0.00217038120017184,0.631158820386174,0.980119395292899
"75",24,"lysmd2",-0.000925002367886922,0.410564687603062,0.974973828860815
"76",24,"tmod2",-0.000705783144225513,0.732663370432411,0.980119395292899
"77",24,"leo1",0.00294608337625852,0.322448783411269,0.917926260747272
"78",24,"LOC129350374",9.80970330855208e-06,0.983200705808289,0.99621744165555
"79",24,"mapk6",0.000177137822391788,0.946018792996139,0.99621744165555
"80",24,"LOC118471234",-0.000665502744977869,0.608599799415768,0.980119395292899
"81",24,"usp8",0.00118569161163477,0.608090290077753,0.980119395292899
"82",24,"LOC129349535",-0.00137926374699353,0.0654289153580607,0.740105780074122
"83",24,"LOC129349407",0.000640744774767945,0.111754527873637,0.740105780074122
"84",24,"pde8a",0.00401918907622493,0.523004111397,0.980119395292899
"85",24,"LOC111563916",-0.00154547043264138,0.52444809601061,0.980119395292899
"86",24,"LOC111563902",-0.00101311040203346,0.677827945767578,0.980119395292899
"87",24,"LOC111563893",0.00215539592877861,0.0720302018617904,0.740105780074122
"88",24,"homer2",0.00263362708028242,0.0453950705525268,0.740105780074122
"89",24,"ramac",0.000120654428123705,0.950036861186628,0.99621744165555
"90",24,"LOC111567331",-0.00110736122814947,0.162282777551458,0.76118132371272
"91",24,"LOC111567348",0.000571199428889029,0.605976973928643,0.980119395292899
"92",24,"zrsr2",0.000367251398196911,0.726287402276645,0.980119395292899
"93",24,"LOC111567330",0.0042332033162066,0.03243734591981,0.740105780074122
"94",24,"phka2",0.000314778486211118,0.847969836883594,0.988245905555862
"95",24,"ppef1",-0.000131081092957663,0.897193678792865,0.995979844888903
"96",24,"rs1a",-0.00109602072686246,0.0654289153580606,0.740105780074122
