"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Kiss1r.17",0,3.11524267590305,0.515,0.092,0,"19","Kiss1r"
"Hmx3.14",0,7.31438977455006,0.407,0.005,0,"19","Hmx3"
"Ush2a.18",0,3.52729051782706,0.358,0.036,0,"19","Ush2a"
"Hmx2.1",0,6.91783427489537,0.229,0.002,0,"19","Hmx2"
"Rorb.16",0,3.91018123043799,0.209,0.021,0,"19","Rorb"
"Eomes.1",0,6.03540533537056,0.122,0.003,0,"19","Eomes"
"Prlh",0,7.30416245223709,0.119,0.004,0,"19","Prlh"
"Pgr",0,6.58435966846143,0.112,0.002,0,"19","Pgr"
"Prdm13.1",0,6.02875520791269,0.086,0.001,0,"19","Prdm13"
"Zfhx4.18",2.85247431885687e-303,1.86898943863723,0.708,0.216,3.16253827731661e-299,"19","Zfhx4"
"Ar.2",6.81390789016665e-278,4.2005593741061,0.113,0.007,7.55457967782777e-274,"19","Ar"
"Ecel1.18",8.82825601907966e-250,2.38285851830836,0.376,0.078,9.78788744835363e-246,"19","Ecel1"
"Prkd1.19",1.75326564260795e-245,2.20296192906475,0.547,0.16,1.94384561795943e-241,"19","Prkd1"
"Baiap3.18",2.46388160408439e-240,1.8370253769903,0.672,0.232,2.73170553444836e-236,"19","Baiap3"
"Pcdh17.18",1.99249538125993e-225,1.94021559395314,0.816,0.379,2.20907962920288e-221,"19","Pcdh17"
"Npr2.16",4.36245575121519e-222,2.95025134039912,0.287,0.052,4.83665469137228e-218,"19","Npr2"
"Zfhx3.17",1.48007331309377e-219,1.39549123154097,0.701,0.246,1.64095728222707e-215,"19","Zfhx3"
"Trhr.16",2.54532926272024e-205,3.89274197893945,0.302,0.062,2.82200655357793e-201,"19","Trhr"
"Nptx2.17",5.65604298232528e-199,2.98649141204067,0.334,0.076,6.27085485450404e-195,"19","Nptx2"
"Cacna2d1.17",3.39300984608928e-193,2.21058739534875,0.663,0.265,3.76183001635918e-189,"19","Cacna2d1"
"Dscam.18",6.4386303904049e-184,0.252129478790289,0.822,0.371,7.13850951384191e-180,"19","Dscam"
"Vwa5b1.19",2.96854415497421e-183,2.31485149875718,0.328,0.076,3.2912249046199e-179,"19","Vwa5b1"
"Foxg1.18",3.22255634790137e-178,2.00835796167884,0.341,0.082,3.57284822291825e-174,"19","Foxg1"
"Gal.16",8.56010125735026e-170,6.6728928027304,0.228,0.043,9.49058426402423e-166,"19","Gal"
"Insm1.16",1.85317292226969e-158,2.59402126637058,0.232,0.046,2.0546128189204e-154,"19","Insm1"
"Grid1.19",9.78068226957885e-152,1.47746378418894,0.973,0.718,1.08438424322821e-147,"19","Grid1"
"Trpc7.18",5.20598977882347e-145,2.77318143121162,0.238,0.052,5.77188086778158e-141,"19","Trpc7"
"Lrfn5.18",3.6762683536776e-142,1.34102899838962,0.715,0.373,4.07587872372236e-138,"19","Lrfn5"
"Nfix.19",7.73254929037418e-141,-5.25191318818342,0.138,0.542,8.57307739823786e-137,"19","Nfix"
"Fam131c.15",1.36079673963489e-140,3.23492619750129,0.167,0.028,1.5087153452332e-136,"19","Fam131c"
"Id4.19",3.0599963323743e-140,1.84322677505026,0.444,0.154,3.39261793370338e-136,"19","Id4"
"Fxyd6.16",1.35556200488202e-136,1.30744673792196,0.713,0.365,1.5029115948127e-132,"19","Fxyd6"
"Itga3.13",1.23408454324783e-134,2.05873461498339,0.311,0.086,1.36822953309887e-130,"19","Itga3"
"Lrfn3.19",1.65350975712481e-133,1.25799459730349,0.751,0.395,1.83324626772428e-129,"19","Lrfn3"
"Ret.16",1.03415300895364e-129,3.03717772054785,0.133,0.019,1.1465654410269e-125,"19","Ret"
"Car10.19",7.16258331527676e-129,1.47513834599331,0.912,0.633,7.94115612164735e-125,"19","Car10"
"Efnb3.16",2.22817197802072e-128,1.39911848574899,0.675,0.341,2.47037427203158e-124,"19","Efnb3"
"Sox3.19",2.00633986392169e-125,1.86710632079146,0.221,0.048,2.22442900712998e-121,"19","Sox3"
"Cdh20.17",2.76096537832085e-125,1.81090370592673,0.403,0.139,3.06108231494433e-121,"19","Cdh20"
"Zeb2.18",4.8330192960328e-125,-4.74086381307845,0.059,0.448,5.35836849351157e-121,"19","Zeb2"
"Efna3.17",3.3598492420839e-119,1.78377645530856,0.548,0.25,3.72506485469842e-115,"19","Efna3"
"Tenm1.18",1.62915984646426e-118,1.1186731403833,0.865,0.583,1.80624952177493e-114,"19","Tenm1"
"Efna5.18",4.42414251199263e-118,1.67235410443361,0.348,0.109,4.90504680304623e-114,"19","Efna5"
"Nrp1.19",4.71469072609289e-114,1.0193169691902,0.69,0.346,5.22717760801919e-110,"19","Nrp1"
"Sdk2.19",3.6584115704343e-112,1.67013153344986,0.753,0.443,4.05608090814051e-108,"19","Sdk2"
"Esr2.13",6.24931458137364e-112,2.52321298872404,0.277,0.081,6.92861507636895e-108,"19","Esr2"
"Csmd3.18",6.86848512599294e-110,1.00826809686039,0.859,0.569,7.61508945918837e-106,"19","Csmd3"
"Grik5.19",6.27546301010414e-106,1.20565852377974,0.859,0.548,6.95760583930246e-102,"19","Grik5"
"Cadps.19",8.2419865187239e-106,1.21355485167261,0.906,0.669,9.13789045330919e-102,"19","Cadps"
"Oprl1.18",1.58797231248608e-102,1.37712278710888,0.546,0.253,1.76058490285332e-98,"19","Oprl1"
"Prdx1.16",2.18978906369765e-100,2.18045161703524,0.153,0.03,2.42781913492158e-96,"19","Prdx1"
"Pde9a.18",6.5253379667961e-98,1.84312018230871,0.27,0.081,7.23464220378683e-94,"19","Pde9a"
"Cd44.17",3.00037614038968e-96,1.20578700394985,0.395,0.152,3.32651702685003e-92,"19","Cd44"
"Pcdh15.18",6.70885221169106e-94,1.4519095926845,0.509,0.24,7.43810444710188e-90,"19","Pcdh15"
"Sorcs3.18",6.91113832738854e-93,0.699339417702009,0.682,0.366,7.66237906357568e-89,"19","Sorcs3"
"Ptprn2.18",7.36468503328105e-92,0.531279588274784,0.985,0.82,8.1652262963987e-88,"19","Ptprn2"
"Sox13.18",2.04992886629819e-88,1.34571036156107,0.186,0.045,2.2727561340648e-84,"19","Sox13"
"Pdzd2.17",2.27173649775647e-87,1.45637783322515,0.287,0.096,2.5186742550626e-83,"19","Pdzd2"
"Fstl4.19",2.03874126922165e-85,0.957566606702522,0.671,0.381,2.26035244518604e-81,"19","Fstl4"
"Pcdh9.18",2.73574376562504e-85,0.84808430118707,0.787,0.478,3.03311911294849e-81,"19","Pcdh9"
"Dpp6.16",2.87774849514387e-85,0.67350603148332,0.887,0.631,3.190559756566e-81,"19","Dpp6"
"Spock2.17",2.028184859243e-84,1.05846559388779,0.65,0.368,2.24864855344272e-80,"19","Spock2"
"Adcyap1r1.18",1.45291279275754e-83,1.07695319695762,0.673,0.389,1.61084441333029e-79,"19","Adcyap1r1"
"Tead1.17",1.56803320647221e-82,1.46360396396831,0.264,0.085,1.73847841601573e-78,"19","Tead1"
"Glra4.19",3.97210141820882e-82,1.8510442298487,0.268,0.09,4.40386884236812e-78,"19","Glra4"
"Alcam.14",6.780401097663e-81,2.53440098557203,0.133,0.028,7.51743069697897e-77,"19","Alcam"
"Cr2.17",1.16354610618146e-80,1.0747099893025,0.799,0.52,1.29002356792338e-76,"19","Cr2"
"Gpr6.4",2.1885108235859e-80,3.36916415543287,0.06,0.006,2.42640195010969e-76,"19","Gpr6"
"Dlx1.18",9.98250359659866e-79,2.47103021337269,0.177,0.047,1.10676017375489e-74,"19","Dlx1"
"Adamts18.13",4.37555960782068e-78,2.44069628897507,0.113,0.021,4.85118293719079e-74,"19","Adamts18"
"Nrn1.17",5.30526205826109e-78,-3.92535583194876,0.045,0.332,5.88194404399408e-74,"19","Nrn1"
"Ptprn.14",5.1729427710311e-77,1.26926767125628,0.699,0.446,5.73524165024218e-73,"19","Ptprn"
"Lhcgr",7.7348365696485e-77,5.46713881836655,0.023,0.001,8.57561330476929e-73,"19","Lhcgr"
"Ntrk3.16",8.18226967990518e-77,0.771717357760695,0.91,0.658,9.07168239411087e-73,"19","Ntrk3"
"Grin2b.16",1.04945788266152e-76,0.488905774005437,0.94,0.645,1.16353395450683e-72,"19","Grin2b"
"Ptpn5.13",2.4338165340342e-75,1.25880803419788,0.483,0.242,2.69837239128372e-71,"19","Ptpn5"
"Scgn.14",2.92612476518729e-74,1.99961230195111,0.142,0.033,3.24419452716315e-70,"19","Scgn"
"Patl2.1",5.09652938628538e-74,4.91768635916465,0.029,0.002,5.6505221305746e-70,"19","Patl2"
"Nsg1.17",1.03741268683004e-73,0.901595027292596,0.69,0.427,1.15017944588846e-69,"19","Nsg1"
"Lsamp.17",3.94029740281622e-73,0.712348304049566,0.866,0.609,4.36860773050234e-69,"19","Lsamp"
"Fibcd1.16",5.90025483271916e-73,1.15746677531938,0.541,0.29,6.54161253303573e-69,"19","Fibcd1"
"Ptprt.18",8.15369437876075e-73,1.3996447337136,0.569,0.343,9.04000095773204e-69,"19","Ptprt"
"Kcnh2.16",1.12506908219158e-71,1.17739013153877,0.562,0.31,1.24736409142581e-67,"19","Kcnh2"
"Scg2.14",2.39422404767537e-71,2.31027896014985,0.838,0.618,2.65447620165768e-67,"19","Scg2"
"Cdh11.17",2.528568009548e-71,0.814688998403785,0.663,0.384,2.80342335218587e-67,"19","Cdh11"
"Rgmb.16",3.35662949601321e-71,2.38359850184902,0.16,0.042,3.72149512222984e-67,"19","Rgmb"
"Oprd1.16",4.45282953026633e-71,1.94739130181347,0.368,0.164,4.93685210020628e-67,"19","Oprd1"
"Cyb561.17",5.3507269896311e-70,1.79730975783726,0.281,0.108,5.932351013404e-66,"19","Cyb561"
"Hs3st4.19",1.7698256295058e-69,1.21745279127043,0.433,0.205,1.96220567543308e-65,"19","Hs3st4"
"Syt10.19",1.12336969588495e-68,1.93331817219534,0.259,0.094,1.24547998182764e-64,"19","Syt10"
"Lrp1b.17",1.75867558581166e-68,0.812259593160029,0.738,0.468,1.94984362198938e-64,"19","Lrp1b"
"Magi2.18",1.81453593679412e-67,1.00478772757117,0.633,0.378,2.01177599312364e-63,"19","Magi2"
"Slc4a11.18",2.38569971048622e-67,0.537527007706609,0.744,0.452,2.64502526901607e-63,"19","Slc4a11"
"Galnt16.18",2.49002668592753e-67,1.26632016083,0.448,0.224,2.76069258668785e-63,"19","Galnt16"
"Celf2.17",2.5783982257323e-67,-1.58535167455934,0.892,0.882,2.8586701128694e-63,"19","Celf2"
"Cpe.16",5.6615556277185e-67,0.681514835743284,0.9,0.693,6.27696672445151e-63,"19","Cpe"
"Rab26.19",5.74926856888595e-67,0.971849628848771,0.542,0.288,6.37421406232385e-63,"19","Rab26"
"Slco1c1.16",6.45733256788333e-67,2.09496321180048,0.273,0.106,7.15924461801225e-63,"19","Slco1c1"
"Dab1.18",7.66808306428886e-67,0.751698898885359,0.609,0.335,8.50160369337706e-63,"19","Dab1"
"Grik4.16",1.37753582789872e-65,1.04398925243673,0.527,0.285,1.52727397239131e-61,"19","Grik4"
"Vwc2.16",1.39476348587409e-64,1.5378196494012,0.25,0.09,1.5463742767886e-60,"19","Vwc2"
"Kcnh8.16",2.00013754219492e-63,1.64123420230483,0.26,0.099,2.2175524930315e-59,"19","Kcnh8"
"Gria1.19",3.02767384217048e-63,1.02283751919397,0.669,0.407,3.35678198881441e-59,"19","Gria1"
"Ikzf2.16",3.10108147831174e-63,2.2390012108118,0.123,0.029,3.43816903500423e-59,"19","Ikzf2"
"Nxph3.18",6.98396819936905e-63,2.6731282195432,0.301,0.128,7.74312554264047e-59,"19","Nxph3"
"Cxxc4.11",1.13594086612312e-62,1.39090391318078,0.51,0.286,1.25941763827071e-58,"19","Cxxc4"
"Gfra3.18",1.20093341383381e-62,1.19478454196673,0.335,0.146,1.33147487591754e-58,"19","Gfra3"
"Pcdh10.16",1.20401626703669e-61,1.20693144579143,0.454,0.239,1.33489283526358e-57,"19","Pcdh10"
"Sdk1.16",2.2679341058761e-61,1.08359563987877,0.435,0.218,2.51445854318483e-57,"19","Sdk1"
"Csmd1.17",2.41404630111844e-61,0.773566171237063,0.819,0.568,2.67645313405001e-57,"19","Csmd1"
"Trhde.19",2.60074485953457e-61,0.606819859962932,0.77,0.505,2.88344582576598e-57,"19","Trhde"
"Adcyap1.18",4.70707061400872e-61,-2.54652213755926,0.15,0.392,5.21872918975147e-57,"19","Adcyap1"
"Gabrg3.13",2.08999246355059e-60,1.18080962627732,0.553,0.311,2.31717464433853e-56,"19","Gabrg3"
"Lrrc4c.16",1.52530525687156e-59,1.01035971406653,0.808,0.581,1.69110593829349e-55,"19","Lrrc4c"
"Cacng4.18",2.20274820919528e-59,0.840246330538374,0.479,0.249,2.4421869395348e-55,"19","Cacng4"
"Slc7a14.15",6.0261593198851e-59,0.974198512876909,0.567,0.336,6.68120283795661e-55,"19","Slc7a14"
"Kirrel1.17",1.87873507433392e-58,0.966973632534869,0.699,0.448,2.08295357691402e-54,"19","Kirrel1"
"Cbln1.19",3.69204714311461e-58,0.894793618853586,0.347,0.153,4.09337266757117e-54,"19","Cbln1"
"Ctsf.13",3.77335079329029e-58,0.766950091404418,0.669,0.441,4.18351402452094e-54,"19","Ctsf"
"Pdzd4.18",1.62505923208893e-57,1.42370568440083,0.435,0.229,1.801703170617e-53,"19","Pdzd4"
"Ptprd.18",4.90768982664865e-57,-1.84709411051201,0.258,0.483,5.44115571080536e-53,"19","Ptprd"
"Stk32a.14",8.40609023306398e-57,1.90045517592997,0.297,0.132,9.31983224139804e-53,"19","Stk32a"
"Nebl.19",4.16980661046744e-56,-2.08170148169119,0.196,0.433,4.62306458902525e-52,"19","Nebl"
"Frmpd3.15",4.69765095444983e-56,0.951170773568584,0.506,0.286,5.20828561319853e-52,"19","Frmpd3"
"Gabra3.19",7.27759065054619e-56,1.17300457590239,0.45,0.241,8.06866475426056e-52,"19","Gabra3"
"Asic4.19",7.47656667566237e-56,1.02447907290931,0.335,0.148,8.28926947330687e-52,"19","Asic4"
"Gabrd.18",1.25332029621506e-55,-2.56193598386838,0.107,0.341,1.38955621241364e-51,"19","Gabrd"
"Cpne7.19",1.34089410958785e-55,0.854948565320258,0.436,0.218,1.48664929930005e-51,"19","Cpne7"
"Pasd1.14",3.57862606861929e-55,1.11910496434869,0.359,0.17,3.9676227222782e-51,"19","Pasd1"
"Vipr1.17",4.25512342587736e-55,1.96061581145998,0.171,0.054,4.71765534227022e-51,"19","Vipr1"
"Lrrtm1.19",3.953092487144e-52,1.26514810188031,0.356,0.176,4.38279364049655e-48,"19","Lrrtm1"
"Lrrc4b.18",9.17701151048785e-52,0.783134772693177,0.737,0.517,1.01745526616779e-47,"19","Lrrc4b"
"Celf3.17",1.07886330518916e-51,0.842223342368093,0.741,0.527,1.19613574646323e-47,"19","Celf3"
"R3hdm1.16",2.20017148974154e-51,-1.94551957639787,0.503,0.616,2.43933013067645e-47,"19","R3hdm1"
"Glra2.16",3.43444347865213e-51,1.32414284802364,0.328,0.157,3.80776748478162e-47,"19","Glra2"
"Gdpd4.16",5.50123928329728e-51,1.11196865442316,0.518,0.311,6.0992239933917e-47,"19","Gdpd4"
"Kcng2.17",7.40371566006072e-51,1.72911552335203,0.188,0.066,8.20849955230932e-47,"19","Kcng2"
"Atp1b1.16",5.71347386202985e-50,0.371629058408825,0.704,0.463,6.33452847083249e-46,"19","Atp1b1"
"Plxna2.17",5.80615604814401e-50,0.932027983448656,0.623,0.406,6.43728521057727e-46,"19","Plxna2"
"Hnrnpk.16",1.3750705082928e-49,1.2146977281011,0.596,0.397,1.52454067254423e-45,"19","Hnrnpk"
"Nrxn1.16",3.20705046408253e-49,0.655451399142065,0.805,0.575,3.5556568495283e-45,"19","Nrxn1"
"Ldb2.17",3.2844152034873e-49,1.16909922269017,0.396,0.21,3.64143113610638e-45,"19","Ldb2"
"Itm2a.14",4.05695515761929e-48,0.604897866566993,0.819,0.626,4.49794618325251e-44,"19","Itm2a"
"Kcnb2.17",4.71374150273262e-48,0.912083531312791,0.483,0.281,5.22612520407965e-44,"19","Kcnb2"
"Cdh4.16",5.16571962841031e-48,0.982519198316573,0.595,0.386,5.72723335201851e-44,"19","Cdh4"
"Tox.17",5.19969864559007e-48,0.88298371448894,0.282,0.124,5.76490588836571e-44,"19","Tox"
"Nmur1.17",5.67698434682881e-48,2.47275156149157,0.097,0.024,6.2940725453291e-44,"19","Nmur1"
"Calcb",6.16973702440737e-47,2.79225136613523,0.028,0.003,6.84038743896045e-43,"19","Calcb"
"Nalcn.16",1.34857062093246e-46,0.688880994669857,0.668,0.45,1.49516024742782e-42,"19","Nalcn"
"Doc2b.18",2.42829626157958e-46,0.745127411431464,0.492,0.278,2.69225206521328e-42,"19","Doc2b"
"Prkar1b.14",3.02248759671516e-46,1.05450428629434,0.444,0.258,3.3510319984781e-42,"19","Prkar1b"
"Zfp536.19",8.49720409236646e-46,-2.61384944101272,0.075,0.28,9.4208501772067e-42,"19","Zfp536"
"Dlx2.19",9.00580172141023e-46,2.2922017649328,0.111,0.03,9.98473236852752e-42,"19","Dlx2"
"Tox2.19",1.34425775455716e-45,0.867270852670397,0.515,0.306,1.49037857247753e-41,"19","Tox2"
"Plppr2.19",1.36557435325676e-45,0.827925095067954,0.562,0.35,1.51401228545577e-41,"19","Plppr2"
"Grin3a.18",1.5493514815751e-45,2.17483508697587,0.128,0.038,1.71776598762232e-41,"19","Grin3a"
"Clstn2.17",2.15322438028534e-45,-2.30221363027172,0.418,0.587,2.38727987042236e-41,"19","Clstn2"
"Sema6c.16",3.46948616716659e-45,0.821310304853032,0.607,0.395,3.8466193135376e-41,"19","Sema6c"
"Slc39a12.18",3.61105142929507e-45,1.18945646972344,0.249,0.107,4.00357271965944e-41,"19","Slc39a12"
"Gfra4.18",6.61836848755009e-45,0.434803086708235,0.681,0.438,7.33778514214679e-41,"19","Gfra4"
"Fam20c.13",7.22869196188529e-45,0.999911774593066,0.582,0.377,8.01445077814223e-41,"19","Fam20c"
"Grin2a.17",8.22965286634059e-45,1.06166734783888,0.726,0.513,9.12421613291181e-41,"19","Grin2a"
"Mcam.17",9.9491673213228e-45,-3.92909460306752,0.037,0.225,1.10306418091506e-40,"19","Mcam"
"Sema6b.15",1.16113216444051e-44,1.00552404658226,0.69,0.489,1.28734723071519e-40,"19","Sema6b"
"Tcf7l2.19",2.29285257994079e-44,-4.08439798705805,0.072,0.261,2.54208565538035e-40,"19","Tcf7l2"
"Nkx2-1.17",2.49778847827105e-44,2.27508183114265,0.067,0.013,2.76929808585912e-40,"19","Nkx2-1"
"Afg3l1.14",2.86759391145296e-44,1.83541302519912,0.205,0.082,3.1793013696279e-40,"19","Afg3l1"
"Cnih2.15",6.13399851937415e-44,0.691185869867543,0.493,0.288,6.80076415843013e-40,"19","Cnih2"
"Dok4.18",9.74218113012034e-44,0.757686654461277,0.576,0.375,1.08011562189644e-39,"19","Dok4"
"Kcnip4.18",1.49400480024034e-43,-3.0244804583839,0.152,0.342,1.65640312202646e-39,"19","Kcnip4"
"Gpr176.15",1.68003819647551e-43,2.05162817947078,0.14,0.046,1.86265834843239e-39,"19","Gpr176"
"Ucn3.2",1.87824296090308e-43,3.4288059132992,0.047,0.007,2.08240797075324e-39,"19","Ucn3"
"Cpne5.17",2.19669920350497e-43,0.334677707126597,0.55,0.343,2.43548040692596e-39,"19","Cpne5"
"Sulf2.18",3.24370046819705e-43,0.466668043742062,0.438,0.24,3.59629070909007e-39,"19","Sulf2"
"Nrxn2.18",5.33823865673798e-43,0.424445107950006,0.975,0.842,5.9185051987254e-39,"19","Nrxn2"
"Grm4.18",5.90566053596101e-43,0.469262225910994,0.742,0.513,6.54760583621997e-39,"19","Grm4"
"Tacr3.17",1.75077980919981e-42,1.90188523722647,0.111,0.032,1.94108957445983e-38,"19","Tacr3"
"Mdga2.16",3.86010150571708e-42,0.417232683343665,0.927,0.71,4.27969453938852e-38,"19","Mdga2"
"Ptprg.18",4.82955102597641e-42,0.563216204599686,0.915,0.706,5.35452322250004e-38,"19","Ptprg"
"Nmbr.15",6.75516966421829e-42,1.36905193763772,0.226,0.096,7.48945660671882e-38,"19","Nmbr"
"Ajap1.18",9.80964003845434e-42,0.749876530856767,0.559,0.353,1.08759479106343e-37,"19","Ajap1"
"Tmem59l.14",3.13318711856112e-41,0.724784452255735,0.678,0.486,3.47376455834872e-37,"19","Tmem59l"
"Hlf.16",3.56059958556705e-41,1.44130232231435,0.462,0.288,3.94763676051819e-37,"19","Hlf"
"Dnase1l2.1",4.81753184728377e-41,3.82333638847168,0.023,0.002,5.34119755908352e-37,"19","Dnase1l2"
"Grin2d.18",4.95860524378967e-41,0.614011874341136,0.543,0.328,5.4976056337896e-37,"19","Grin2d"
"Capn5.16",9.27980984950397e-41,0.850527461229599,0.471,0.287,1.0288525180145e-36,"19","Capn5"
"Scg3.15",1.45303859989964e-40,1.1665027663157,0.419,0.249,1.61098389570874e-36,"19","Scg3"
"Necab2.16",2.68600915454162e-40,0.669342952097421,0.652,0.422,2.97797834964029e-36,"19","Necab2"
"Vip.1",9.66395062226694e-40,3.58556507832755,0.031,0.004,1.07144220549074e-35,"19","Vip"
"Zbtb18.19",1.04829458680757e-39,-3.01822467467277,0.065,0.242,1.16224420839355e-35,"19","Zbtb18"
"Ntrk2.18",2.39725085340609e-39,0.52643545390277,0.781,0.569,2.65783202117134e-35,"19","Ntrk2"
"Nrp2.16",7.10804385687453e-39,0.496879697810733,0.672,0.478,7.8806882241168e-35,"19","Nrp2"
"Dner.15",7.68747164034924e-39,0.437478124277686,0.776,0.556,8.5230998076552e-35,"19","Dner"
"Nell1.15",3.72579463707844e-38,-1.38904132383573,0.368,0.534,4.13078851412887e-34,"19","Nell1"
"Greb1l.18",8.11576119461022e-38,1.44101492260193,0.155,0.057,8.99794443646435e-34,"19","Greb1l"
"Sstr2.19",1.05362997947018e-37,1.43439512695659,0.179,0.071,1.16815955823859e-33,"19","Sstr2"
"Adra2b.17",1.05647535494615e-37,1.29783708381003,0.248,0.117,1.1713142260288e-33,"19","Adra2b"
"Sgsm1.14",1.33446536050189e-37,1.24842348307398,0.529,0.356,1.47952174518844e-33,"19","Sgsm1"
"Galnt13.17",1.45587127308099e-37,0.84350494992865,0.321,0.168,1.61412448046489e-33,"19","Galnt13"
"Rasgrf2.19",1.56355394282456e-37,0.873690172408335,0.417,0.235,1.73351225640959e-33,"19","Rasgrf2"
"Grid2.18",1.94347225098842e-37,0.37285202085684,0.861,0.649,2.15472768467086e-33,"19","Grid2"
"Stac.15",2.76611449375793e-37,1.46716165470711,0.151,0.055,3.06679113922942e-33,"19","Stac"
"Mc5r.18",2.77023273776956e-37,1.51274233984897,0.223,0.101,3.07135703636511e-33,"19","Mc5r"
"Gabra6.18",4.72745660432384e-37,-3.49385141556878,0.051,0.218,5.24133113721384e-33,"19","Gabra6"
"Kif26b.16",7.19057294881105e-37,0.883588779881859,0.411,0.242,7.97218822834681e-33,"19","Kif26b"
"Pcsk2.15",8.25901436925213e-37,0.743028710925604,0.542,0.365,9.15676923118983e-33,"19","Pcsk2"
"Cd99l2.15",1.41281443154748e-36,0.934753486426389,0.394,0.232,1.5663873602567e-32,"19","Cd99l2"
"Slit3.18",2.2455386360045e-36,0.761980241378554,0.205,0.087,2.48962868573819e-32,"19","Slit3"
"Frmd3.16",3.09942539855756e-36,0.9730938754711,0.358,0.2,3.43633293938076e-32,"19","Frmd3"
"Fos.12",4.56835404153796e-36,1.78531379851982,0.149,0.055,5.06493412585314e-32,"19","Fos"
"Tmem132c.17",7.49574103684654e-36,0.55105976380829,0.772,0.571,8.31052808755176e-32,"19","Tmem132c"
"Tmem132e.18",1.06775188283517e-35,0.585689834656327,0.786,0.61,1.18381651249936e-31,"19","Tmem132e"
"Neurod2.17",1.0726559231907e-35,-4.53796981629123,0.023,0.177,1.18925362204153e-31,"19","Neurod2"
"Lrrtm4.18",1.11707159245612e-35,0.210601372507171,0.788,0.555,1.2384972745561e-31,"19","Lrrtm4"
"Plppr4.15",1.30092463643598e-35,0.65583750033016,0.744,0.548,1.44233514441658e-31,"19","Plppr4"
"Tent5d.14",1.59399401745179e-35,1.67237486071304,0.263,0.132,1.7672611671488e-31,"19","Tent5d"
"Sox2.18",2.23765396121123e-35,1.04841995276954,0.169,0.066,2.48088694679489e-31,"19","Sox2"
"Slc8a1.15",2.24843973055459e-35,0.406388129983788,0.775,0.536,2.49284512926587e-31,"19","Slc8a1"
"Rbms3.17",3.08406915612971e-35,-1.95887386865032,0.347,0.503,3.41930747340101e-31,"19","Rbms3"
"Il1rapl2.18",3.24878190154022e-35,0.582631284546884,0.698,0.498,3.60192449423765e-31,"19","Il1rapl2"
"Nptx1.16",3.89705093878521e-35,0.824672785414512,0.528,0.344,4.32066037583116e-31,"19","Nptx1"
"Shisa6.19",4.215225702839e-35,0.286622251892431,0.464,0.279,4.6734207367376e-31,"19","Shisa6"
"Thsd7b.18",4.55875563761369e-35,0.823214268841663,0.362,0.2,5.0542923754223e-31,"19","Thsd7b"
"Sycp2l.16",7.631971956018e-35,1.86568332597865,0.1,0.03,8.46156730763715e-31,"19","Sycp2l"
"Pcdh7.14",8.31069361181598e-35,0.576076703262341,0.661,0.466,9.21406600742038e-31,"19","Pcdh7"
"Dcc.17",1.62004147307412e-34,0.44964193590596,0.601,0.396,1.79613998119728e-30,"19","Dcc"
"Hes1",2.05839757495671e-34,2.94725863921065,0.015,0.001,2.2821453913545e-30,"19","Hes1"
"Alk.16",2.57758709214558e-34,0.615179695462632,0.707,0.51,2.85777080906181e-30,"19","Alk"
"Mdga1.18",5.84093999033047e-34,0.614315970658945,0.397,0.226,6.47585016727939e-30,"19","Mdga1"
"Rdh11.13",8.61140213890134e-34,0.876163589639163,0.441,0.271,9.54746155139992e-30,"19","Rdh11"
"Nphp4.14",9.54975694785591e-34,0.966784103612356,0.267,0.134,1.05878155280879e-29,"19","Nphp4"
"Bdnf.18",3.74428555938434e-33,1.14061470947037,0.244,0.119,4.15128939968942e-29,"19","Bdnf"
"Clu.17",4.44807784056281e-33,0.463588409284081,0.621,0.432,4.93158390183199e-29,"19","Clu"
"Slc29a4.15",5.01760232920712e-33,0.957221734106261,0.379,0.227,5.56301570239193e-29,"19","Slc29a4"
"Cckar.11",5.07233329688799e-33,2.66214435909912,0.048,0.009,5.62369592625971e-29,"19","Cckar"
"Flrt2.14",5.95427013166877e-33,0.903184088057847,0.36,0.211,6.60149929498117e-29,"19","Flrt2"
"Sytl5.16",6.59550645919474e-33,0.942583171769994,0.333,0.186,7.31243801130921e-29,"19","Sytl5"
"Htr7.15",8.65009476385244e-33,1.23483365844693,0.218,0.102,9.5903600646832e-29,"19","Htr7"
"Cdh18.18",9.4768351037444e-33,0.688269442471948,0.453,0.28,1.05069670795214e-28,"19","Cdh18"
"Kcnk2.18",1.11264410738866e-32,0.989176291079356,0.271,0.136,1.2335885218618e-28,"19","Kcnk2"
"Cxadr.15",1.39968778806758e-32,1.24243514830176,0.209,0.097,1.55183385063053e-28,"19","Cxadr"
"Lrrtm2.18",2.45365097054446e-32,0.897162543809566,0.365,0.214,2.72036283104264e-28,"19","Lrrtm2"
"Foxo1.14",2.99929155171351e-32,1.3767378362648,0.156,0.062,3.32531454338477e-28,"19","Foxo1"
"Nfib.19",3.42049265399799e-32,-1.76713804778743,0.161,0.33,3.79230020548757e-28,"19","Nfib"
"Ier2.13",6.47098463628013e-32,1.31797015143565,0.103,0.033,7.17438066624378e-28,"19","Ier2"
"Slc35d3.13",7.06185017986351e-32,1.88558615448313,0.084,0.024,7.82947329441467e-28,"19","Slc35d3"
"Celf6.15",7.16702967977804e-32,0.443787198825995,0.778,0.597,7.94608580596991e-28,"19","Celf6"
