"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Esf1.4",0.00120083669750842,0.511402723276551,0.063,0.042,1,"19","Esf1"
"Mbtps2.8",0.00122973273906417,0.356043118629284,0.123,0.094,1,"19","Mbtps2"
"Yes1.16",0.00123103570682706,-1.10331590486402,0.041,0.067,1,"19","Yes1"
"1110002E22Rik.13",0.00123257978099973,0.68289681329756,0.05,0.032,1,"19","1110002E22Rik"
"Cdo1.17",0.001235711804827,-2.62159511234271,0.005,0.02,1,"19","Cdo1"
"Corin.17",0.00124187130141286,1.09022827854227,0.04,0.024,1,"19","Corin"
"Papolg.8",0.00124350889496569,0.141967043723764,0.13,0.099,1,"19","Papolg"
"Trpm6.11",0.0012444297104041,0.672793348186553,0.04,0.024,1,"19","Trpm6"
"Mgrn1.17",0.00127683492137102,0.33726944818717,0.176,0.141,1,"19","Mgrn1"
"Jkamp.11",0.0012854562642114,0.304907175084869,0.178,0.143,1,"19","Jkamp"
"Ints12.6",0.00129075918881285,0.6061781840365,0.027,0.015,1,"19","Ints12"
"Ttll3.16",0.00129314346514956,-0.421392599714303,0.059,0.038,1,"19","Ttll3"
"Rarg.15",0.00129950652566216,-1.18099893342906,0.033,0.058,1,"19","Rarg"
"Pnp.16",0.00130078490709387,0.144940715916158,0.195,0.158,1,"19","Pnp"
"Sntg1.19",0.00130155301335156,0.165225477279995,0.283,0.24,1,"19","Sntg1"
"Csrp1.19",0.0013036308987675,-3.14845841754955,0.006,0.021,1,"19","Csrp1"
"Zdhhc8.14",0.00131137215127342,-0.443947849362196,0.111,0.148,1,"19","Zdhhc8"
"2200002J24Rik.17",0.00131186024047735,0.197549583395547,0.297,0.252,1,"19","2200002J24Rik"
"Tm9sf4.8",0.00132009473831924,0.335547565175905,0.096,0.07,1,"19","Tm9sf4"
"Rps7.12",0.00134488699686322,0.194594727327846,0.231,0.193,1,"19","Rps7"
"Mpc2.14",0.00135483188572483,-0.501424436980849,0.089,0.124,1,"19","Mpc2"
"Notum.17",0.00135679494905378,-2.94238825655203,0.003,0.016,1,"19","Notum"
"Tpp2.13",0.00136040432834109,0.165183839449951,0.143,0.11,1,"19","Tpp2"
"Tram1l1.7",0.00136105218380254,0.51309132110769,0.058,0.038,1,"19","Tram1l1"
"Rgs4.16",0.00136166777834429,1.25466208414542,0.038,0.022,1,"19","Rgs4"
"Cmklr1.19",0.00136354117714385,-5.07147486041096,0.002,0.014,1,"19","Cmklr1"
"Fars2.10",0.00138601696920003,-0.592732901003168,0.16,0.201,1,"19","Fars2"
"Mapk14.12",0.0014018500917886,0.114982047452561,0.137,0.106,1,"19","Mapk14"
"Auts2.13",0.00141496407991636,-0.372137040615441,0.526,0.545,1,"19","Auts2"
"Vps18.7",0.00141502405868146,0.257251336011735,0.09,0.065,1,"19","Vps18"
"Lmnb2.11",0.00141649704271568,0.233961410439361,0.232,0.194,1,"19","Lmnb2"
"Trp53i13.8",0.00143322508970402,0.208684707519523,0.038,0.022,1,"19","Trp53i13"
"Fads6.15",0.00144017852214862,-1.34830453755745,0.014,0.032,1,"19","Fads6"
"Slc16a3.15",0.00144828770262633,0.527700736749371,0.164,0.132,1,"19","Slc16a3"
"Baz1b.5",0.0014528428713875,0.398888128234504,0.096,0.07,1,"19","Baz1b"
"Hipk2.15",0.00145284926031405,0.10273772284814,0.23,0.19,1,"19","Hipk2"
"Myo18b.15",0.00145406013613652,0.653178436625666,0.072,0.05,1,"19","Myo18b"
"Ptger4.14",0.00146201388873384,-2.92854290712434,0.006,0.021,1,"19","Ptger4"
"Rgs5.11",0.0014701592928783,-6.36890263445836,0,0.01,1,"19","Rgs5"
"Igf2r.8",0.00147274358188265,0.1920170234251,0.236,0.196,1,"19","Igf2r"
"Nmd3.4",0.00147481417067822,0.512703587763226,0.032,0.018,1,"19","Nmd3"
"Sppl2b.10",0.0014822009916707,0.264717262555491,0.19,0.155,1,"19","Sppl2b"
"Map3k7cl.19",0.00149499186060333,-2.12992146304461,0.007,0.023,1,"19","Map3k7cl"
"Apbb1.14",0.00149536092812127,-0.552950637896216,0.199,0.238,1,"19","Apbb1"
"Trim37.9",0.00149671882859175,0.221970399447643,0.138,0.106,1,"19","Trim37"
"Tagln.14",0.00150117396962483,-3.28672614327968,0.003,0.016,1,"19","Tagln"
"Insig1.9",0.0015019116911951,-1.13538349512465,0.039,0.064,1,"19","Insig1"
"Aak1.12",0.00150296133376794,0.250103166016594,0.349,0.303,1,"19","Aak1"
"Lhfpl4.16",0.00150593714574554,0.466885584997448,0.177,0.144,1,"19","Lhfpl4"
"Atp6v1a.16",0.00151903107643248,0.255204106265753,0.278,0.233,1,"19","Atp6v1a"
"Eci2.9",0.00152552418862824,0.36059894319082,0.079,0.056,1,"19","Eci2"
"Pura.11",0.00153338779637198,-0.725537596117025,0.169,0.21,1,"19","Pura"
"Rcor2.11",0.00154098929341052,-1.53391701669588,0.01,0.027,1,"19","Rcor2"
"Trpm7.9",0.00154416799733029,0.217621426103011,0.151,0.118,1,"19","Trpm7"
"Atxn7l3.9",0.00155213687305912,0.330933009388167,0.139,0.109,1,"19","Atxn7l3"
"Tcn2.11",0.00156511686348994,0.470920792279566,0.048,0.03,1,"19","Tcn2"
"Rad54l2.17",0.00158044149870777,-0.103064121258559,0.408,0.35,1,"19","Rad54l2"
"Eml4.9",0.00159462199067708,0.168758036702206,0.117,0.088,1,"19","Eml4"
"Slc13a4.16",0.00159565635460395,-3.79333128842227,0.004,0.018,1,"19","Slc13a4"
"Accsl.13",0.00160744983695634,0.189629833116852,0.048,0.03,1,"19","Accsl"
"Aldh5a1.12",0.00162462910306091,0.227244656838533,0.219,0.181,1,"19","Aldh5a1"
"Nuak1.14",0.001632325651612,-0.806748616326503,0.051,0.079,1,"19","Nuak1"
"Pdgfrb.18",0.00163739508643661,-2.38425248927043,0.021,0.041,1,"19","Pdgfrb"
"Sgcd.17",0.00165998759802801,-0.472745409023251,0.565,0.568,1,"19","Sgcd"
"Abcb11",0.00166148315126765,1.00709806460132,0.01,0.004,1,"19","Abcb11"
"Inhbb.18",0.00166196426654727,-2.82204397704758,0.008,0.024,1,"19","Inhbb"
"Gng4.8",0.0016711012768947,0.635202110282027,0.088,0.064,1,"19","Gng4"
"Ndnf.17",0.00167664024595382,0.864402399844098,0.033,0.019,1,"19","Ndnf"
"Dus2.5",0.00168772198458395,0.208326338132444,0.07,0.048,1,"19","Dus2"
"Plcb4.14",0.00168936395496593,-0.102224550415829,0.414,0.355,1,"19","Plcb4"
"Ppa1.13",0.00170740413110033,0.531800551552895,0.049,0.031,1,"19","Ppa1"
"Rilpl1.16",0.00171225757419344,-1.29975710518803,0.089,0.12,1,"19","Rilpl1"
"Sh3gl3.15",0.00173509938980071,0.599485827790022,0.127,0.099,1,"19","Sh3gl3"
"Limk2.14",0.00173526885356727,-2.11695284313838,0.01,0.027,1,"19","Limk2"
"Ksr1.13",0.00174558527012152,-0.683997955165556,0.104,0.139,1,"19","Ksr1"
"Slc2a13.6",0.00175321419781999,0.353947497216506,0.051,0.033,1,"19","Slc2a13"
"Tsku.19",0.00175757568806426,-4.13946193526943,0.002,0.014,1,"19","Tsku"
"Gpam.14",0.00175963611399112,-0.905107119275169,0.052,0.08,1,"19","Gpam"
"Sim1.18",0.00176467529550269,-2.89894441846463,0.002,0.014,1,"19","Sim1"
"Uaca.16",0.00176537224285917,-2.04469799264204,0.012,0.028,1,"19","Uaca"
"Il17rd.11",0.00177415961171007,0.59415735742369,0.021,0.01,1,"19","Il17rd"
"Pcnx4.10",0.0017768704933053,0.398898179865755,0.082,0.058,1,"19","Pcnx4"
"Twf1.11",0.00179398893797836,-1.03151575573213,0.039,0.064,1,"19","Twf1"
"P3h3.11",0.00180418583856634,0.637817089430285,0.038,0.023,1,"19","P3h3"
"Mgst1.19",0.00180543928527877,-2.67321945663738,0.008,0.024,1,"19","Mgst1"
"Yap1.17",0.00180568963113359,-6.1889166503721,0,0.01,1,"19","Yap1"
"Adora1.19",0.00180936453830544,-0.715860459290594,0.052,0.08,1,"19","Adora1"
"Foxk2.12",0.00181321622083169,0.501943338857376,0.16,0.128,1,"19","Foxk2"
"Rbbp5.8",0.00181426037962122,0.28217704137979,0.087,0.062,1,"19","Rbbp5"
"Chmp5.8",0.0018144236038504,0.25898291919462,0.119,0.091,1,"19","Chmp5"
"Prkab2.12",0.0018265472907997,0.349367475082097,0.077,0.054,1,"19","Prkab2"
"Cdc42ep4.14",0.00182762339571142,-1.59026934269403,0.035,0.058,1,"19","Cdc42ep4"
"Stk35.13",0.00183716039427621,0.554079268776504,0.168,0.135,1,"19","Stk35"
"Spry1.15",0.00183876019273884,-2.61484235490609,0.005,0.019,1,"19","Spry1"
"Taok2.11",0.0018482039678219,0.107976883791497,0.499,0.435,1,"19","Taok2"
"Cnksr2.16",0.00186639130231435,-0.583553956174549,0.101,0.136,1,"19","Cnksr2"
"Srd5a2.8",0.00187915951540486,1.02990099223493,0.064,0.043,1,"19","Srd5a2"
"Elavl2.17",0.0019010990277147,-0.695136384927721,0.52,0.5,1,"19","Elavl2"
"Hibch.7",0.00191284003250047,0.358100443629861,0.094,0.069,1,"19","Hibch"
"Chchd6.12",0.00191796768277451,0.232021280873153,0.329,0.286,1,"19","Chchd6"
"Lman2.8",0.00192159030110103,0.312656533252476,0.088,0.063,1,"19","Lman2"
"Shisal1.15",0.00192328823351035,-0.656459757267783,0.183,0.219,1,"19","Shisal1"
"Btbd6.14",0.00192536765192922,-0.645329550785273,0.068,0.098,1,"19","Btbd6"
"Prelp.19",0.00192699901201448,-2.33884903082039,0.007,0.022,1,"19","Prelp"
"Tuba1b.14",0.00192765751471042,-0.492241195920716,0.219,0.259,1,"19","Tuba1b"
"Mrc1.17",0.00194883527783511,-5.83435939763536,0.003,0.015,1,"19","Mrc1"
"Ppp2ca.13",0.0019518461368196,0.21025504976764,0.23,0.194,1,"19","Ppp2ca"
"Cntn2.15",0.00196602416817819,-3.46463732565624,0.004,0.017,1,"19","Cntn2"
"Git2.9",0.00197291325657425,0.172310496585621,0.207,0.171,1,"19","Git2"
"Tmem39a.6",0.00197425755745875,0.351963432732488,0.055,0.036,1,"19","Tmem39a"
"Ecm1.9",0.00197584482629351,-2.8150238497377,0.006,0.02,1,"19","Ecm1"
"Smg6.7",0.00198450255023067,0.15357849445347,0.107,0.079,1,"19","Smg6"
"Mfsd10.7",0.00198582980855938,0.530979452518873,0.212,0.176,1,"19","Mfsd10"
"Pim1.11",0.00199156269387621,0.342219348695018,0.045,0.028,1,"19","Pim1"
"Myo1f.15",0.00199616736130081,-3.90042147609056,0.001,0.012,1,"19","Myo1f"
"Gnas.9",0.00200445876617635,0.109788704880163,0.395,0.35,1,"19","Gnas"
"Slco2b1.19",0.00201922704202437,-3.71715231071018,0.005,0.019,1,"19","Slco2b1"
"Mcl1.15",0.00202109343627079,-0.863192772510657,0.212,0.25,1,"19","Mcl1"
"Rgs20.16",0.00202417917479154,0.274469275551162,0.182,0.149,1,"19","Rgs20"
"Sh3d19.17",0.00203339157625418,-2.55896528765594,0.013,0.029,1,"19","Sh3d19"
"Itsn2.16",0.00203499400121734,-1.8465752686415,0.018,0.036,1,"19","Itsn2"
"Serinc3.11",0.00205187969463289,0.730439966058585,0.027,0.015,1,"19","Serinc3"
"Spidr.9",0.00205266258263568,0.286522557732054,0.075,0.053,1,"19","Spidr"
"Med13l.13",0.00206201388546082,0.109472595594316,0.308,0.265,1,"19","Med13l"
"Rassf1.10",0.00206650504602471,-1.72856513376228,0.006,0.02,1,"19","Rassf1"
"Stx3.15",0.00207434940815296,0.414749129428702,0.048,0.031,1,"19","Stx3"
"Dll4.2",0.00208009063388886,1.4199425498817,0.017,0.008,1,"19","Dll4"
"C1ql1.15",0.0020886638382526,-3.62165445695619,0.004,0.017,1,"19","C1ql1"
"Acvrl1.16",0.00209954754960601,-0.734144966318603,0.142,0.178,1,"19","Acvrl1"
"Tuft1.18",0.00210521698113542,-1.042129419408,0.035,0.057,1,"19","Tuft1"
"Nelfcd.9",0.00211831337253621,0.575576348454656,0.052,0.034,1,"19","Nelfcd"
"Map3k5.13",0.00211870798799056,-0.739184188466186,0.119,0.154,1,"19","Map3k5"
"Rpl7.10",0.00211874821143917,0.161854445029086,0.242,0.205,1,"19","Rpl7"
"Mbl2.15",0.00213297932259542,-1.34589226509115,0.017,0.035,1,"19","Mbl2"
"Gbgt1.12",0.0021519386221464,0.162730511876802,0.103,0.076,1,"19","Gbgt1"
"Akna.14",0.00215517694684771,-2.08012276007219,0.01,0.026,1,"19","Akna"
"Nrn1l.18",0.00217566046028085,0.344615822319681,0.101,0.075,1,"19","Nrn1l"
"Plod2.16",0.00217680290181808,-2.19148629153683,0.004,0.017,1,"19","Plod2"
"Phldb1.18",0.0021775080089829,-2.22739458041522,0.021,0.04,1,"19","Phldb1"
"Rasal2.19",0.00217888297555675,-1.52380049437895,0.059,0.085,1,"19","Rasal2"
"Myo18a.16",0.00217969971449878,-3.23658439898087,0.005,0.019,1,"19","Myo18a"
"Epha4.13",0.00218043510951791,-0.481278205444015,0.217,0.257,1,"19","Epha4"
"Arhgef15.9",0.00218803047345533,1.14976756557485,0.022,0.011,1,"19","Arhgef15"
"Rarb.19",0.00219473612433649,-0.969176297884822,0.085,0.115,1,"19","Rarb"
"Kmt2d.9",0.00220601790057072,-0.529215856689824,0.101,0.137,1,"19","Kmt2d"
"Rpia.9",0.00221052285695462,0.4862816483537,0.091,0.067,1,"19","Rpia"
"Cobl.18",0.00221892295902501,-2.12783993260207,0.013,0.029,1,"19","Cobl"
"Stmn4.14",0.00221939498602061,0.24768741475698,0.242,0.202,1,"19","Stmn4"
"Bnc1.16",0.00222460496837378,-3.10533258279797,0.004,0.017,1,"19","Bnc1"
"Spire2.17",0.00222974530816746,-0.596272712096662,0.12,0.157,1,"19","Spire2"
"Apod.2",0.00223673482527404,1.29973000312834,0.016,0.007,1,"19","Apod"
"Gsg1.3",0.00225327663355417,0.780363535397755,0.019,0.009,1,"19","Gsg1"
"Aldh1a2.15",0.00226494377530697,-6.46921521081524,0,0.01,1,"19","Aldh1a2"
"Ift70a1.13",0.0022652871077508,0.165607009350274,0.093,0.068,1,"19","Ift70a1"
"Atl1.16",0.00228803667300524,0.254480719008499,0.255,0.22,1,"19","Atl1"
"Mnt.13",0.00229070088433057,0.413943785329229,0.101,0.076,1,"19","Mnt"
"Ift140.10",0.00229248414530486,0.282725692298718,0.049,0.032,1,"19","Ift140"
"Fastkd2.7",0.00232318408536356,0.537121413347456,0.04,0.024,1,"19","Fastkd2"
"Ccdc88c.17",0.00232479847357937,0.241834678674249,0.054,0.036,1,"19","Ccdc88c"
"Gpcpd1.15",0.00232553062542705,0.124422361967217,0.184,0.15,1,"19","Gpcpd1"
"Pafah1b3.8",0.0023398320446483,0.24188626175743,0.111,0.084,1,"19","Pafah1b3"
"Kcnv1.15",0.00235710276316984,1.18294233305538,0.022,0.011,1,"19","Kcnv1"
"Rab3gap1.7",0.00236120149969167,0.164621259230356,0.139,0.109,1,"19","Rab3gap1"
"Cflar.16",0.00236798004604971,0.729570709339097,0.067,0.046,1,"19","Cflar"
"Ppp1cb.15",0.00237035501025006,-0.579107118385949,0.112,0.147,1,"19","Ppp1cb"
"Tcim.9",0.00239285676918074,0.451031540639564,0.053,0.035,1,"19","Tcim"
"Sptssb.13",0.00239609047567592,0.687063431214904,0.05,0.033,1,"19","Sptssb"
"Itga6.13",0.00239802594014822,-1.88246761375739,0.016,0.033,1,"19","Itga6"
"Rab8b.12",0.00246603839814831,0.303297812840903,0.138,0.109,1,"19","Rab8b"
"Swap70.17",0.00247244921880755,-1.21173279789064,0.089,0.119,1,"19","Swap70"
"Raly.19",0.00247508811948345,0.211016925308486,0.15,0.118,1,"19","Raly"
"Chic1.5",0.00248218621763534,0.420533760737317,0.073,0.052,1,"19","Chic1"
"Pik3r5.14",0.00249049579053033,-4.50109434699655,0.002,0.013,1,"19","Pik3r5"
"Pde6d.8",0.00249092859371736,0.20349340340116,0.136,0.105,1,"19","Pde6d"
"Arl10.19",0.00249157130048408,0.399768463270493,0.164,0.134,1,"19","Arl10"
"Fbxl14.8",0.00250424860124372,-0.682959436975855,0.041,0.065,1,"19","Fbxl14"
"Cd53.18",0.00250552900358746,-3.20205187007162,0.006,0.02,1,"19","Cd53"
"Card11.18",0.00253819049258587,-5.12435254433806,0.001,0.011,1,"19","Card11"
"Fance.3",0.0025402188144115,0.960552275991938,0.017,0.008,1,"19","Fance"
"Sgce.16",0.00256619175546035,0.177499443925645,0.227,0.19,1,"19","Sgce"
"Zgpat.11",0.00256873112979339,0.968454809672276,0.037,0.022,1,"19","Zgpat"
"Ank1.15",0.00256999010420032,-0.879939108837293,0.68,0.641,1,"19","Ank1"
"Mapk13.14",0.00258526086789296,0.172423391180245,0.159,0.127,1,"19","Mapk13"
"Cdk17.12",0.00260155293641111,-0.545407324589577,0.225,0.261,1,"19","Cdk17"
"Dgcr2.12",0.00260948066119156,0.239989356130026,0.197,0.162,1,"19","Dgcr2"
"Ppih.7",0.0026122505030281,0.511452315745725,0.054,0.036,1,"19","Ppih"
"Dmgdh.18",0.0026185170824433,-3.79635845613204,0.002,0.013,1,"19","Dmgdh"
"Boc.14",0.00266176382741211,-4.00664854106173,0.001,0.011,1,"19","Boc"
"Tmem47.16",0.00266529316854803,-1.04917054023548,0.055,0.082,1,"19","Tmem47"
"Tstd2.6",0.00268568802342382,0.532197098791718,0.043,0.027,1,"19","Tstd2"
"Ror2.15",0.00270419036129057,-2.11908493608011,0.012,0.027,1,"19","Ror2"
"Plekho2.18",0.00270451214404592,-2.73712741041523,0.003,0.015,1,"19","Plekho2"
"Praf2.15",0.00271271568535187,0.432317661738357,0.103,0.077,1,"19","Praf2"
"Foxn2.11",0.00271408932776028,0.129070897190146,0.115,0.087,1,"19","Foxn2"
"Ube3d.8",0.00272992581090249,0.650172666157018,0.061,0.041,1,"19","Ube3d"
"Snap25.16",0.00273271071854249,-1.18623059256064,0.939,0.854,1,"19","Snap25"
"Gpr20.17",0.00274538513631971,-1.12284107000005,0.015,0.032,1,"19","Gpr20"
"Mmp23.15",0.00275195279524934,-1.42176359612729,0.02,0.038,1,"19","Mmp23"
"Cyb5r3.8",0.00276943616038501,0.372375457039589,0.087,0.064,1,"19","Cyb5r3"
"Strip2.16",0.00277384364957642,-0.505209801068176,0.137,0.175,1,"19","Strip2"
"Anapc4.6",0.00277575637943478,0.740707233941226,0.029,0.017,1,"19","Anapc4"
"Arhgap22.15",0.00280300036898556,0.253255217316083,0.115,0.088,1,"19","Arhgap22"
"Creld2.8",0.00280954041279716,1.00165160852245,0.036,0.022,1,"19","Creld2"
"Pacsin2.18",0.00281011291228202,-1.95849408069165,0.013,0.029,1,"19","Pacsin2"
"Slc25a25.16",0.00281206018118946,0.416692745900812,0.162,0.133,1,"19","Slc25a25"
"Fam13a.14",0.00282479346273263,-1.66913347701429,0.019,0.037,1,"19","Fam13a"
"Sqor.14",0.00283092784638446,0.824734361507918,0.071,0.051,1,"19","Sqor"
"Snrpf.10",0.00283102110805229,0.408164858406752,0.06,0.04,1,"19","Snrpf"
"Bicd2.15",0.00285840480270335,-0.618681135649136,0.241,0.276,1,"19","Bicd2"
"Usf1.9",0.00286582158341417,0.350522114367229,0.082,0.059,1,"19","Usf1"
"Thada.12",0.00286587425337141,0.270619669737635,0.11,0.084,1,"19","Thada"
"Ddit4l.15",0.00287806862540909,0.796096520496119,0.043,0.027,1,"19","Ddit4l"
"Rhbg.18",0.00288493315339693,-4.11980745833122,0.002,0.013,1,"19","Rhbg"
"Gpc4.18",0.00293189158440525,-2.91724514148857,0.006,0.02,1,"19","Gpc4"
"Foxa2.16",0.00294232379168008,-2.24190359813772,0.002,0.013,1,"19","Foxa2"
"Tmem231.13",0.00299028474712924,0.302820025327417,0.053,0.035,1,"19","Tmem231"
"Mbp.16",0.00299378035843875,-3.19262079812263,0.22,0.247,1,"19","Mbp"
"Tbck.8",0.0029981375614661,0.152705696027002,0.156,0.125,1,"19","Tbck"
"Slc22a2.15",0.00303843186835425,-2.55119308050142,0.002,0.013,1,"19","Slc22a2"
"Fam3a.14",0.00303920214053927,0.337965258613996,0.088,0.064,1,"19","Fam3a"
"Inpp1.9",0.00304328920782048,0.365498889840253,0.062,0.042,1,"19","Inpp1"
"Gm11992.12",0.00305133929020728,-0.634153354236814,0.116,0.151,1,"19","Gm11992"
"Setdb1.6",0.00305224441489655,0.128406893140437,0.138,0.108,1,"19","Setdb1"
"Gas2l3.17",0.00305829661385185,-2.32353295274482,0.009,0.024,1,"19","Gas2l3"
"Fam181b.17",0.00305930900547409,-4.12792729789676,0.002,0.013,1,"19","Fam181b"
"Slc25a24.11",0.00307426933215622,0.444859557825827,0.068,0.048,1,"19","Slc25a24"
"Supv3l1.4",0.00307796038162853,0.673424583750021,0.038,0.023,1,"19","Supv3l1"
"2900026A02Rik.12",0.00309065873576266,0.239316907851916,0.074,0.053,1,"19","2900026A02Rik"
"Calml4.1",0.00309482419408782,1.60851267639667,0.017,0.008,1,"19","Calml4"
"Cfap70.12",0.00311860836152049,-3.10999022880659,0.002,0.013,1,"19","Cfap70"
"Gjb1.18",0.00313134034522238,-3.17849967322489,0.007,0.021,1,"19","Gjb1"
"Prkg2.17",0.00313691449663795,-0.580990028734493,0.072,0.101,1,"19","Prkg2"
"Sarm1.12",0.00314650352470146,0.434080342238605,0.081,0.058,1,"19","Sarm1"
"Pou4f1.19",0.0031696718254493,-3.55743048899198,0.002,0.013,1,"19","Pou4f1"
"Ipo8.8",0.00317449904135989,0.119187084473154,0.211,0.175,1,"19","Ipo8"
"Aqp1.17",0.00317575728623325,-2.4233728887449,0.005,0.018,1,"19","Aqp1"
"Sh3tc2.15",0.00317655596807888,-5.32387250360082,0.001,0.011,1,"19","Sh3tc2"
"Tgfbi.18",0.00318871492230889,-4.49069436282366,0.002,0.013,1,"19","Tgfbi"
"Nlrx1.7",0.00319176824593014,0.217694476796573,0.136,0.107,1,"19","Nlrx1"
"Maff.10",0.0032038101170827,0.420639534581113,0.054,0.036,1,"19","Maff"
"Ergic3.9",0.00323461144150945,0.238373193378539,0.139,0.111,1,"19","Ergic3"
"Fam53b.16",0.00323829099428087,-2.32241996303728,0.016,0.032,1,"19","Fam53b"
"Chst7.14",0.00325959201248723,-1.38438985479522,0.016,0.033,1,"19","Chst7"
"Pou6f2.18",0.00326231687612644,-1.74096014475938,0.027,0.047,1,"19","Pou6f2"
"Htra1.14",0.00327478607650368,-3.72857185286188,0.003,0.015,1,"19","Htra1"
"Appbp2.9",0.00327908050094402,0.193670459221386,0.18,0.148,1,"19","Appbp2"
"Xylt1.17",0.00329968836451132,-0.148803255478946,0.416,0.36,1,"19","Xylt1"
"Tbc1d10b.11",0.00329977022341289,-0.76845210674416,0.054,0.081,1,"19","Tbc1d10b"
"Pawr.16",0.00330077443692235,-0.632623637744556,0.007,0.021,1,"19","Pawr"
"Ube2b.15",0.00330576288780518,-0.46887694271492,0.106,0.139,1,"19","Ube2b"
"Paip1.10",0.00330674967540357,0.292890784463796,0.095,0.071,1,"19","Paip1"
"Nemp1.4",0.00332064155571077,1.05952896022277,0.022,0.012,1,"19","Nemp1"
"Trmt6.7",0.00332075265913217,0.311335650513183,0.053,0.036,1,"19","Trmt6"
"Zc4h2.8",0.00335187121878507,0.12298475922485,0.138,0.109,1,"19","Zc4h2"
"Lrrfip1.14",0.00337455363025255,0.505057899128863,0.054,0.037,1,"19","Lrrfip1"
"Cecr2.14",0.00337862799920023,-1.98300885043643,0.01,0.025,1,"19","Cecr2"
"Casd1.13",0.00338130796176246,0.278122354051713,0.131,0.103,1,"19","Casd1"
"Ldlrap1.15",0.00338812507846636,-1.29944593541555,0.05,0.075,1,"19","Ldlrap1"
"Fezf1.18",0.00339186272643836,-1.99570789513642,0.004,0.016,1,"19","Fezf1"
"Riox1.5",0.0034129976935398,0.360203861536184,0.061,0.042,1,"19","Riox1"
"Necab1.18",0.00341970719854792,0.31794994008777,0.173,0.141,1,"19","Necab1"
"Ftsj3.5",0.00346482166008583,0.527940022952624,0.046,0.03,1,"19","Ftsj3"
"Blvra.10",0.00347503487319176,0.598900033161276,0.056,0.038,1,"19","Blvra"
"Lin7c.11",0.00348794080622567,-0.834577229989474,0.053,0.079,1,"19","Lin7c"
"Fabp2.15",0.00349395141118362,-3.2490764431255,0.003,0.014,1,"19","Fabp2"
"Nr6a1.13",0.00349698392102286,-1.3836478528834,0.042,0.065,1,"19","Nr6a1"
"Msi2.18",0.0035145775540606,-1.11266138317886,0.419,0.425,1,"19","Msi2"
"Marco.17",0.00352993397110459,-4.75964100567693,0.001,0.011,1,"19","Marco"
"Add2.11",0.00353774993138953,0.154826480212097,0.294,0.256,1,"19","Add2"
"Chml.8",0.00353778324326212,0.423922279413797,0.09,0.067,1,"19","Chml"
"Btbd3.15",0.00354566112562839,-0.692254760783483,0.083,0.112,1,"19","Btbd3"
"Acyp1.10",0.00355701222252048,0.740644256946475,0.061,0.042,1,"19","Acyp1"
"Slc6a21.7",0.00357152819814955,0.285947165601491,0.085,0.062,1,"19","Slc6a21"
"Clcn1.10",0.00358141869172023,-1.35809352600344,0.006,0.019,1,"19","Clcn1"
"Scrn2.10",0.00358701102951796,0.27507586588548,0.104,0.079,1,"19","Scrn2"
"P2ry12.17",0.00360249084789878,-4.74421384759536,0.001,0.011,1,"19","P2ry12"
"Ipo4.9",0.00360852417018459,0.818963277027954,0.03,0.018,1,"19","Ipo4"
"Ets1.14",0.00361194007721794,0.205694438776025,0.052,0.035,1,"19","Ets1"
"Pth1r.16",0.00362016290317572,0.584143330465015,0.045,0.029,1,"19","Pth1r"
"Usp22.10",0.00366950669410183,0.150396208482807,0.249,0.214,1,"19","Usp22"
"Hnrnph3.8",0.00368566440190305,0.462261492229446,0.069,0.049,1,"19","Hnrnph3"
"Onecut3.18",0.00369616339072997,-2.76855710654896,0.005,0.018,1,"19","Onecut3"
"Dgkz.15",0.00369955112738029,-0.378751604902564,0.081,0.058,1,"19","Dgkz"
"Ift20.6",0.00370977918676681,1.18134739827123,0.023,0.012,1,"19","Ift20"
"Kitl.17",0.00371654549212348,-0.739329666114541,0.027,0.047,1,"19","Kitl"
"Cc2d1a.10",0.00372679771436081,0.288240185175056,0.112,0.086,1,"19","Cc2d1a"
"Fam169a.17",0.00373213520817456,-1.83024203777184,0.021,0.039,1,"19","Fam169a"
"Slc29a2.14",0.00376395152790417,0.253990867060638,0.141,0.113,1,"19","Slc29a2"
"Slc15a2.15",0.00384147162634469,-3.14551015106703,0.004,0.016,1,"19","Slc15a2"
"Anks6.15",0.00384983267171517,-2.70489898493514,0.004,0.016,1,"19","Anks6"
"Uqcr11.17",0.0038533675590447,-0.798068608066142,0.038,0.06,1,"19","Uqcr11"
"Igf2.16",0.00385794714384091,-1.89880724621156,0.017,0.033,1,"19","Igf2"
"Fzr1.9",0.00387571010019908,0.552592552189157,0.065,0.046,1,"19","Fzr1"
"Cln6.9",0.00388106717264788,0.147095418232028,0.113,0.086,1,"19","Cln6"
"Cdc37.10",0.00388293045457047,0.402565281267801,0.158,0.129,1,"19","Cdc37"
"Abhd16a.11",0.00389589747676809,0.30392263337301,0.13,0.103,1,"19","Abhd16a"
"Fcho1.19",0.00390359119549659,-0.974161877553496,0.152,0.182,1,"19","Fcho1"
"Klhl24.14",0.00390431192107282,-5.00948511512454,0.001,0.011,1,"19","Klhl24"
"Adamts2.18",0.0039088265543492,0.528137084720829,0.197,0.165,1,"19","Adamts2"
"Hacd4.10",0.00390933139477809,-2.64467698735082,0.004,0.016,1,"19","Hacd4"
