"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"mycb.1",0.00785023597329288,-3.47835585756415,0.017,0.143,1,"NB.2","mycb"
"wwc1",0.00794753272638546,1.3941661250242,0.103,0.028,1,"NB.2","wwc1"
"auts2a.1",0.00794895550770407,-1.15402012820387,0.034,0.178,1,"NB.2","auts2a"
"slc44a5b.1",0.00797526790533665,-3.15067347901922,0.034,0.164,1,"NB.2","slc44a5b"
"hnrnpaba.1",0.00797838754532441,0.79601040232429,0.655,0.573,1,"NB.2","hnrnpaba"
"rsf1b.1",0.00798982437240338,-0.929107045431222,0.052,0.203,1,"NB.2","rsf1b.1"
"hsd17b12a",0.00802743428792899,2.4447296774341,0.155,0.059,1,"NB.2","hsd17b12a"
"casp3a",0.00808858068601659,-3.91961898026889,0.034,0.164,1,"NB.2","casp3a"
"rnf115a",0.00809076223123335,-3.34165873810366,0.017,0.143,1,"NB.2","rnf115a"
"sox11a",0.00809337571034636,-1.34273614624242,0.052,0.203,1,"NB.2","sox11a"
"tsc22d1.1",0.00810496425349847,1.09346829941293,0.603,0.556,1,"NB.2","tsc22d1"
"mrpl32",0.00815191538305858,-2.74334434694618,0.017,0.143,1,"NB.2","mrpl32"
"pam.1",0.00818833730194057,1.22212228172956,0.379,0.22,1,"NB.2","pam"
"sec61b",0.00823633516087859,-1.60706642110638,0.052,0.192,1,"NB.2","sec61b"
"hmgn7.1",0.00829275544437547,-0.455280877882674,0.414,0.671,1,"NB.2","hmgn7"
"lgi1b",0.00831602565974697,-1.53372700480267,0.034,0.171,1,"NB.2","lgi1b"
"syt9a.1",0.00833786471365229,-2.32806531020921,0.017,0.143,1,"NB.2","syt9a"
"dab1a",0.00834857593578359,3.71450449187556,0.224,0.108,1,"NB.2","dab1a"
"cbx3b.1",0.00835905404502075,-2.12895967211533,0.069,0.217,1,"NB.2","cbx3b"
"pa2g4b",0.00843178831230204,-0.252009028338141,0.052,0.199,1,"NB.2","pa2g4b"
"smim18.1",0.00844554334404906,-1.4913343067835,0.034,0.175,1,"NB.2","smim18"
"rps25",0.00845110496102772,-0.753573151742272,0.569,0.759,1,"NB.2","rps25"
"srsf7b",0.00849297454567043,2.86425012233808,0.19,0.084,1,"NB.2","srsf7b"
"nell2b.1",0.00850223353524092,-3.92671455672417,0.069,0.21,1,"NB.2","nell2b"
"ppm1j.1",0.00861419330280348,-0.165979435847202,0.155,0.056,1,"NB.2","ppm1j"
"glyr1.1",0.00868091405243015,-1.00300758382915,0.069,0.227,1,"NB.2","glyr1"
"apln.1",0.00868467541182115,2.48782000718055,0.276,0.157,1,"NB.2","apln"
"crebzf.1",0.00870135974790523,1.79441146387455,0.431,0.322,1,"NB.2","crebzf"
"gstr.1",0.00874104446735742,-1.07378090033031,0.172,0.371,1,"NB.2","gstr"
"fasn",0.00875421026112589,-0.566093427552115,0.069,0.22,1,"NB.2","fasn"
"hmgcs1",0.00876715372323221,-1.91063621102152,0.034,0.168,1,"NB.2","hmgcs1"
"si:ch1073-429i10.3.1",0.00880582938739449,1.1825262365981,0.552,0.476,1,"NB.2","si:ch1073-429i10.3"
"akt2",0.00880863342752854,-3.43167668934561,0,0.108,1,"NB.2","akt2"
"grb2a",0.00880863342752854,-4.04807910348245,0,0.108,1,"NB.2","grb2a"
"hspb15.1",0.00880863342752854,-6.43137851380862,0,0.108,1,"NB.2","hspb15"
"icam3",0.00880863342752854,-4.09793976969947,0,0.108,1,"NB.2","icam3"
"krt8.1",0.00880863342752854,-5.84493011391577,0,0.108,1,"NB.2","krt8"
"nog2.1",0.00880863342752854,-5.41073041478515,0,0.108,1,"NB.2","nog2"
"ntng2a.1",0.00880863342752854,-4.53679068038926,0,0.108,1,"NB.2","ntng2a"
"slc6a16b",0.00880863342752854,-1.91568857843701,0,0.108,1,"NB.2","slc6a16b"
"tspan6.1",0.00880863342752854,-5.34217143798729,0,0.108,1,"NB.2","tspan6"
"zgc:162707.1",0.00880863342752854,-4.86961013900398,0,0.108,1,"NB.2","zgc:162707"
"pdia8.1",0.00881058713616994,2.29279493529941,0.155,0.059,1,"NB.2","pdia8"
"cyp51",0.0089009076247376,-3.2500323704143,0.017,0.14,1,"NB.2","cyp51"
"epb41a.1",0.0089470186285237,1.8337127925248,0.431,0.325,1,"NB.2","epb41a"
"tshz1.1",0.00894972392763936,1.92523407955301,0.259,0.129,1,"NB.2","tshz1"
"mfsd2aa.1",0.00896821352952664,-2.86868563141989,0.017,0.14,1,"NB.2","mfsd2aa"
"si:ch73-362m14.2.1",0.00906623580127911,2.03744220298325,0.259,0.136,1,"NB.2","si:ch73-362m14.2"
"htr1ab",0.00908123086242017,4.83035639706707,0.052,0.007,1,"NB.2","htr1ab"
"mef2ab",0.00908123086242017,4.99410601555322,0.052,0.007,1,"NB.2","mef2ab"
"nrn1la",0.00908123086242017,4.62355198017495,0.052,0.007,1,"NB.2","nrn1la"
"rasd2b",0.00908123086242017,4.08364719103633,0.052,0.007,1,"NB.2","rasd2b"
"si:dkey-28n18.7",0.00908123086242017,3.74211815487651,0.052,0.007,1,"NB.2","si:dkey-28n18.7"
"tbcela",0.00908123086242017,6.70513033911743,0.052,0.007,1,"NB.2","tbcela"
"rab6bb.1",0.00909480145881205,1.22261938575545,0.431,0.315,1,"NB.2","rab6bb"
"acaa2",0.00914418759143058,-5.44929343622687,0.017,0.136,1,"NB.2","acaa2"
"metap1",0.00922782708391402,-1.47861837789851,0.069,0.217,1,"NB.2","metap1"
"si:ch211-116o3.6",0.00926830182512447,3.32787639417354,0.052,0.007,1,"NB.2","si:ch211-116o3.6"
"si:dkey-222h21.4",0.00926830182512447,2.50034986583331,0.052,0.007,1,"NB.2","si:dkey-222h21.4"
"slit1b",0.00926830182512447,3.64377381607498,0.052,0.007,1,"NB.2","slit1b"
"calm2a.1",0.00926858503686109,1.04996507107556,0.569,0.5,1,"NB.2","calm2a"
"cdk6",0.00928405945263362,-3.65873143107484,0.017,0.136,1,"NB.2","cdk6"
"atp6v1g1.1",0.00929108230924088,1.27174722318614,0.5,0.42,1,"NB.2","atp6v1g1"
"skia",0.00935470875344253,-4.47881912548068,0.017,0.136,1,"NB.2","skia"
"hyou1.1",0.00938167798221277,-2.45176728525863,0.017,0.14,1,"NB.2","hyou1"
"acbd7",0.00939284813539935,-1.33549179260281,0.155,0.346,1,"NB.2","acbd7"
"slc16a3a",0.00941992133256933,3.96633876216334,0.086,0.021,1,"NB.2","slc16a3a"
"trmt9b",0.00941992133256933,3.03618372495793,0.086,0.021,1,"NB.2","trmt9b"
"mab21l2",0.00945880397341177,6.10079032984854,0.052,0.007,1,"NB.2","mab21l2"
"phlpp2",0.00945880397341177,3.5808139655361,0.052,0.007,1,"NB.2","phlpp2"
"kdm6bb.1",0.00948798923811681,-1.97825538156035,0.138,0.294,1,"NB.2","kdm6bb"
"pold4",0.00949292552511868,-0.835174154563993,0.052,0.203,1,"NB.2","pold4"
"cst14a.1",0.00960912438803391,-1.00001435419004,0.052,0.196,1,"NB.2","cst14a.1"
"arhgef25b",0.00965279077534646,3.54975786079096,0.052,0.007,1,"NB.2","arhgef25b"
"atg16l2",0.00965279077534646,1.11710552813038,0.052,0.007,1,"NB.2","atg16l2"
"pcdh2ab9",0.00965279077534646,6.02369570861858,0.052,0.007,1,"NB.2","pcdh2ab9"
"bace1",0.00966668580624525,-2.68311919096627,0.017,0.14,1,"NB.2","bace1"
"dynll2b.1",0.0096743324989256,1.9038471075235,0.362,0.245,1,"NB.2","dynll2b"
"dusp1.1",0.0098628285839782,-4.04813531643709,0.017,0.136,1,"NB.2","dusp1"
"ctsla",0.00995374049929645,-1.25715378749736,0.19,0.353,1,"NB.2","ctsla"
"LOC101885743.1",1.51696053342988e-31,5.76569337463124,0.533,0.017,2.36054228607024e-27,"MN","LOC101885743"
"add3b.1",4.94322517523118e-30,3.28703145618449,0.578,0.03,7.69215269517725e-26,"MN","add3b"
"map7d2b.1",1.40519102014633e-29,3.30729674075913,0.689,0.06,2.1866177464497e-25,"MN","map7d2b"
"ngb.1",4.1245223715701e-29,6.37798302032712,0.556,0.03,6.41816926240023e-25,"MN","ngb"
"smim18.2",2.84743075004518e-28,4.11926859042128,0.689,0.07,4.4308869901453e-24,"MN","smim18"
"camk2a.1",4.25143052930971e-28,4.05269956519054,0.689,0.07,6.61565104665885e-24,"MN","camk2a"
"sult4a1.2",6.78751130329641e-26,2.56783952963975,0.867,0.154,1.05620463390595e-21,"MN","sult4a1"
"tmsb1.1",1.87340182418125e-25,3.25882960222178,0.667,0.074,2.91520057860844e-21,"MN","tmsb1"
"gabrb3.1",6.86191210155724e-25,4.05418620462975,0.556,0.043,1.06778214212332e-20,"MN","gabrb3"
"slc6a17.1",2.69856871971178e-24,2.51657588314132,0.8,0.124,4.19924278474351e-20,"MN","slc6a17"
"ndufa4b.2",4.10121749460176e-24,2.9728254705571,0.844,0.174,6.3819045433498e-20,"MN","ndufa4b"
"pcsk1nl.2",4.34381322067378e-24,2.50647786697686,0.978,0.294,6.75940775269047e-20,"MN","pcsk1nl"
"clstn3.2",1.04611470327612e-23,2.60974616733433,0.956,0.251,1.62785908976797e-19,"MN","clstn3"
"sv2a.1",1.16296076194346e-23,2.65786975612085,0.8,0.151,1.80968324166021e-19,"MN","sv2a"
"grid2ipb.1",2.86860964752389e-23,4.06540549484914,0.533,0.04,4.46384347251192e-19,"MN","grid2ipb"
"nell2b.2",3.24548047032366e-23,3.67193708462469,0.689,0.11,5.05029215987064e-19,"MN","nell2b"
"syngr1a.1",4.15999950252233e-23,4.0279366140967,0.467,0.027,6.473375225875e-19,"MN","syngr1a"
"gabrg2.1",7.17150525821766e-23,2.74687402400218,0.733,0.117,1.11595793323125e-18,"MN","gabrg2"
"cpe.2",1.23743993701881e-22,2.38839495417463,1,0.385,1.92558028599498e-18,"MN","cpe"
"gprc5bb.1",1.53570025983706e-22,4.58063319326544,0.356,0.007,2.38970317433245e-18,"MN","gprc5bb"
"nrgna.2",2.59158034404902e-22,4.92099754590345,0.689,0.127,4.03275817337468e-18,"MN","nrgna"
"pam.2",3.45767537931912e-22,2.88406719839719,0.8,0.164,5.38048865775849e-18,"MN","pam"
"ccdc136a.2",3.5063459626679e-22,2.66037089003567,0.644,0.08,5.45622495250752e-18,"MN","ccdc136a"
"gas7a.1",4.12732367897375e-22,2.69298107873171,0.8,0.154,6.42252837685105e-18,"MN","gas7a"
"nptna.1",5.96699259281515e-22,2.45580240623883,0.822,0.157,9.28523717367966e-18,"MN","nptna"
"dnm1b.1",6.04456212347044e-22,3.19132643349954,0.689,0.11,9.40594312033236e-18,"MN","dnm1b"
"camkvb.2",6.18563265470173e-22,4.25914033405358,0.489,0.04,9.62546297398136e-18,"MN","camkvb"
"atp2b3b.1",8.50782282762577e-22,3.58241161974385,0.711,0.124,1.32390231020685e-17,"MN","atp2b3b"
"baiap3.1",1.26083314156707e-21,6.25963860366288,0.422,0.023,1.96198245159252e-17,"MN","baiap3"
"sprn2.1",3.35216189659499e-21,3.15141086559744,0.689,0.11,5.21629912729147e-17,"MN","sprn2"
"pfkpa.1",4.53973949003962e-21,2.48809523931797,0.756,0.14,7.06428862045065e-17,"MN","pfkpa"
"tulp4b.1",5.48596344073243e-21,3.11663709812676,0.667,0.104,8.53670771012373e-17,"MN","tulp4b"
"spryd7b.1",6.26862477450577e-21,3.34771211939477,0.578,0.07,9.75460701160843e-17,"MN","spryd7b"
"neff2.1",7.52917023095598e-21,1.75595854512143,0.689,0.12,1.17161417963906e-16,"MN","neff2"
"chga.1",9.54716030418514e-21,3.60099774777905,0.778,0.174,1.48563361493425e-16,"MN","chga"
"fndc5b.1",1.39698691095629e-20,3.2839490308718,0.533,0.057,2.17385133213908e-16,"MN","fndc5b"
"nsfa.2",1.86110382160562e-20,1.68504629129144,0.911,0.247,2.8960636568005e-16,"MN","nsfa"
"cacna1g.2",1.95286474415533e-20,4.8040128755808,0.511,0.054,3.03885282838011e-16,"MN","cacna1g"
"atp6v1h.1",3.90779301836814e-20,2.29409883917747,0.844,0.201,6.08091671588267e-16,"MN","atp6v1h"
"spock2.2",3.99426615556272e-20,2.978027106168,0.622,0.09,6.21547756467115e-16,"MN","spock2"
"si:ch211-153l6.6.1",4.05364236646152e-20,3.52295998092937,0.489,0.047,6.30787288645077e-16,"MN","si:ch211-153l6.6"
"camkva.1",5.59402382638243e-20,4.3732295769706,0.444,0.033,8.7048604762337e-16,"MN","camkva"
"ankrd67.1",6.71529646129773e-20,1.79138461801769,0.489,0.047,1.04496728234254e-15,"MN","ankrd67"
"ak5.1",8.81636359781659e-20,2.91463494320653,0.733,0.147,1.37191433945624e-15,"MN","ak5"
"sybu.1",1.01946130055552e-19,2.74607972768267,0.667,0.11,1.58638372979444e-15,"MN","sybu"
"arhgef9b.1",1.28509787928313e-19,3.96086944889338,0.533,0.064,1.99974080995247e-15,"MN","arhgef9b"
"stx1b.1",1.44081657844161e-19,2.58578934990417,0.867,0.237,2.242054677713e-15,"MN","stx1b"
"stxbp1a.2",1.79261466584243e-19,2.19323614046663,0.911,0.288,2.78948768151741e-15,"MN","stxbp1a"
"prickle2b.1",2.47076843860403e-19,4.12781881600777,0.489,0.05,3.84476276731173e-15,"MN","prickle2b"
"LOC100535713.1",2.80535778216265e-19,3.81456302803714,0.444,0.037,4.3654172448233e-15,"MN","LOC100535713"
"syt5b.1",4.6816687174665e-19,5.33649150845951,0.356,0.017,7.28514469124963e-15,"MN","syt5b"
"atp6v0cb.2",4.95916163640994e-19,2.25670724964534,0.978,0.421,7.71695142241751e-15,"MN","atp6v0cb"
"sez6l2.2",6.90401932849797e-19,2.45133683857966,0.844,0.231,1.07433444770757e-14,"MN","sez6l2"
"atp1b2a.2",9.14388537990615e-19,2.14160012251095,1,0.418,1.4228800039672e-14,"MN","atp1b2a"
"ube2ka.1",1.38755494275594e-18,1.77672397614326,0.667,0.11,2.15917424642252e-14,"MN","ube2ka"
"septin5a.1",1.64436311753701e-18,2.63965318778362,0.733,0.161,2.55879344719934e-14,"MN","septin5a"
"ngef.1",1.68121051734637e-18,5.49775606731058,0.333,0.013,2.61613168604268e-14,"MN","ngef"
"rgs8.1",1.70310419286598e-18,2.59551069204793,0.578,0.077,2.65020043451875e-14,"MN","rgs8"
"atp6v0a1b.1",1.73574065216994e-18,1.93905559411875,0.844,0.214,2.70098602884165e-14,"MN","atp6v0a1b"
"spon1a.1",1.76750915428901e-18,4.82069945965835,0.467,0.047,2.75042099498913e-14,"MN","spon1a"
"eno2.2",1.86499998348808e-18,1.89933259305109,0.889,0.237,2.90212647430579e-14,"MN","eno2"
"calm1a.2",2.06257197451034e-18,2.45739158848643,0.978,0.448,3.20956824953554e-14,"MN","calm1a"
"atp2a3.2",2.33515052881278e-18,2.36856440354109,0.533,0.064,3.63372773788556e-14,"MN","atp2a3"
"si:dkey-35i13.1.1",2.39733685410815e-18,3.15636817161911,0.578,0.087,3.73049587867769e-14,"MN","si:dkey-35i13.1"
"ajap1.1",2.42476149333003e-18,3.51904513441039,0.422,0.033,3.77317135977086e-14,"MN","ajap1"
"rab11ba.1",2.886472136524e-18,2.12671434014796,0.8,0.197,4.49163929164499e-14,"MN","rab11ba"
"hrh3.1",2.97063449326119e-18,4.93653830920835,0.4,0.03,4.62260433496374e-14,"MN","hrh3"
"map2k1.1",3.31599194268693e-18,3.35916561662648,0.756,0.221,5.16001506201513e-14,"MN","map2k1"
"fkbp1ab.1",3.59218916830168e-18,3.37712766889607,0.533,0.074,5.58980556479425e-14,"MN","fkbp1ab"
"dner.1",3.67365413796001e-18,3.36949481364148,0.467,0.047,5.71657320407958e-14,"MN","dner"
"calm3a.1",3.88819491258773e-18,1.96772042577743,0.867,0.244,6.05042010347776e-14,"MN","calm3a"
"gabra5.1",5.31438696773128e-18,4.36063666315527,0.467,0.05,8.26971756048665e-14,"MN","gabra5"
"ppfia3.1",5.92732861339972e-18,1.5252659142153,0.667,0.11,9.2235160553113e-14,"MN","ppfia3"
"ppp3cb.1",6.70255355311064e-18,2.93207477088854,0.711,0.167,1.04298435839955e-13,"MN","ppp3cb"
"necap1.1",7.06794727948383e-18,2.26388837215243,0.778,0.184,1.09984327616048e-13,"MN","necap1"
"vamp2.2",8.26259031529375e-18,1.89418016775226,0.889,0.278,1.28574167896286e-13,"MN","vamp2"
"si:dkey-222p3.1.1",8.47986502176182e-18,1.57550059649788,0.289,0.007,1.31955179603636e-13,"MN","si:dkey-222p3.1"
"vsnl1b.2",1.03706270138177e-17,1.73528619141885,0.867,0.224,1.61377326962017e-13,"MN","vsnl1b"
"adra2c.1",1.10445154618831e-17,4.59838383713372,0.356,0.02,1.71863705102362e-13,"MN","adra2c"
"kif1aa.1",1.28756019753118e-17,2.04546586669498,0.889,0.324,2.00357242337826e-13,"MN","kif1aa"
"atp1a3a.2",1.30026752901678e-17,2.22851418203099,0.933,0.375,2.02334630190301e-13,"MN","atp1a3a"
"ccdc167.1",1.73535154485736e-17,1.52647269869026,0.578,0.08,2.70038053895254e-13,"MN","ccdc167"
"gnao1a.1",1.78318291684473e-17,2.0037483504711,0.933,0.338,2.77481093690209e-13,"MN","gnao1a"
"atp6v1e1b.2",2.01464652608217e-17,1.86366050275424,0.911,0.291,3.13499145923646e-13,"MN","atp6v1e1b"
"sncb.2",2.62545392283181e-17,2.07748322838454,0.978,0.425,4.08546884931857e-13,"MN","sncb"
"prkar1b.1",2.96542917225264e-17,2.50854907951386,0.733,0.174,4.61450433494233e-13,"MN","prkar1b"
"gpr22a",2.96892095609965e-17,7.65677598552093,0.311,0.013,4.61993789978666e-13,"MN","gpr22a"
"pdgfc.1",3.04458993362116e-17,1.9799279518125,0.578,0.094,4.73768639570788e-13,"MN","pdgfc"
"calm3b.2",3.27043210939167e-17,1.99765256729988,1,0.635,5.08911940542438e-13,"MN","calm3b"
"appb.1",3.71609817363289e-17,2.33732660497906,0.933,0.421,5.78262036799013e-13,"MN","appb"
"rin1b.1",4.00877423768754e-17,4.67280564701973,0.444,0.05,6.23805359126558e-13,"MN","rin1b"
"gabra1.2",4.39137407077226e-17,2.13818525871638,0.6,0.094,6.83341719152871e-13,"MN","gabra1"
"atp6v1f.1",5.59967982929003e-17,2.16010429679444,0.644,0.117,8.71366178235821e-13,"MN","atp6v1f"
"rasgrf2b.1",6.71456417327211e-17,4.47725037570275,0.311,0.013,1.04485333100287e-12,"MN","rasgrf2b"
"serinc1.1",6.76412189014808e-17,1.83590806407005,1,0.528,1.05256500732594e-12,"MN","serinc1"
"clstn1.2",7.19931118065213e-17,2.02430730504339,0.956,0.408,1.12028481282128e-12,"MN","clstn1"
"pcp4a.1",8.29111270758792e-17,2.39517807595455,0.711,0.151,1.29018004842776e-12,"MN","pcp4a"
"atp1b3b.2",8.85698419145303e-17,2.16973171556091,0.889,0.338,1.37823531003201e-12,"MN","atp1b3b"
"camk2n1a.2",9.3584546221281e-17,2.42274002650935,0.867,0.291,1.45626912374935e-12,"MN","camk2n1a"
"kcnf1b.1",1.0457498004097e-16,3.83703569625205,0.356,0.023,1.62729126441754e-12,"MN","kcnf1b"
"atpv0e2.2",1.19612065317279e-16,1.90054488064638,0.911,0.291,1.86128334840217e-12,"MN","atpv0e2"
"rnasekb.2",1.25800488131662e-16,1.60989989183492,1,0.458,1.9575813958168e-12,"MN","rnasekb"
"aplp2.1",1.32562949471664e-16,1.69945853304088,0.756,0.177,2.06281205672857e-12,"MN","aplp2"
"cyfip2.1",1.40823323736936e-16,2.4507575529613,0.778,0.217,2.19135174067047e-12,"MN","cyfip2"
"c1ql3b",1.46785098020696e-16,8.97624726037551,0.267,0.007,2.28412291030006e-12,"MN","c1ql3b"
"map7a.1",1.4914035292863e-16,2.39615283755429,0.444,0.047,2.32077303192242e-12,"MN","map7a"
"camk2b1.1",1.49643781245435e-16,2.82224341350364,0.711,0.177,2.32860687996022e-12,"MN","camk2b1"
"gng7.1",1.93401941735888e-16,2.11447144333887,0.756,0.197,3.00952761535215e-12,"MN","gng7"
"LOC101883130.1",2.15190182728939e-16,2.57418057609874,0.489,0.06,3.34857443344503e-12,"MN","LOC101883130"
"scg2b.2",2.28401091677895e-16,2.59287496978174,0.844,0.274,3.55414938759972e-12,"MN","scg2b"
"LOC100330746.2",2.29546657940051e-16,1.82395367351894,0.933,0.331,3.57197554420513e-12,"MN","LOC100330746"
"nrde2.1",2.30458607109128e-16,2.82717055587301,0.667,0.147,3.58616638522513e-12,"MN","nrde2"
"map4l.1",2.34875956619553e-16,2.24401824511172,0.867,0.291,3.65490476095687e-12,"MN","map4l"
"psd3l.2",2.58566165193518e-16,3.63586117713908,0.689,0.187,4.02354809657633e-12,"MN","psd3l"
"snap25a.2",3.16733721533542e-16,1.99181885712808,0.978,0.405,4.92869344078345e-12,"MN","snap25a"
"napgb.1",4.30414430199978e-16,2.05430158948529,0.622,0.114,6.69767894834186e-12,"MN","napgb"
"hdac9b.2",4.53912194838502e-16,2.02777297583814,0.556,0.087,7.06332766388193e-12,"MN","hdac9b"
"syngr3b.2",5.13979515061367e-16,1.73658460061835,0.844,0.231,7.99803523386993e-12,"MN","syngr3b"
"aatkb.1",5.46131599894112e-16,3.1405719862088,0.533,0.084,8.49835382595228e-12,"MN","aatkb"
"kiaa1549la.1",7.21153842053751e-16,1.87511898442257,0.778,0.201,1.12218749361984e-11,"MN","kiaa1549la"
"lrmp",8.68691106459791e-16,8.6524740709855,0.289,0.013,1.35177023076208e-11,"MN","lrmp"
"kcnma1a.1",1.14109679298582e-15,1.36002527388471,0.778,0.207,1.77566071956523e-11,"MN","kcnma1a"
"arrb1.1",1.19069757988089e-15,2.23825170127311,0.578,0.104,1.85284450405265e-11,"MN","arrb1"
"cadpsb.1",1.41536906022936e-15,2.57072506813802,0.644,0.13,2.20245579462291e-11,"MN","cadpsb"
"atp6v1g1.2",1.49533329755391e-15,1.71390255416778,0.956,0.355,2.32688814432364e-11,"MN","atp6v1g1"
"sh3gl2a.1",1.59689350134693e-15,3.26591006982381,0.8,0.334,2.48492597744595e-11,"MN","sh3gl2a"
"mapk3.1",2.18478259595763e-15,1.96632925546469,0.689,0.154,3.39974019756967e-11,"MN","mapk3"
"fam163ba.1",2.29531536924374e-15,3.41719557931138,0.289,0.013,3.57174024608019e-11,"MN","fam163ba"
"fkbp1aa.1",2.81187613954713e-15,1.67827008302681,0.978,0.505,4.37556046074929e-11,"MN","fkbp1aa"
"wdr11.1",2.93744393257434e-15,2.56284403411944,0.4,0.04,4.57095650347892e-11,"MN","wdr11"
"diras1a.1",3.31957341504678e-15,1.83846339812558,0.822,0.237,5.16558819115429e-11,"MN","diras1a"
"atp6v0b.1",3.68949203822547e-15,2.11975871326523,0.822,0.278,5.74121856068266e-11,"MN","atp6v0b"
"tacc1.1",3.78150622286296e-15,2.9137794159595,0.489,0.074,5.88440183339705e-11,"MN","tacc1"
"cacna2d2a.1",4.09166071369664e-15,1.74950475822974,0.556,0.094,6.36703323658334e-11,"MN","cacna2d2a"
"ywhag2.2",4.21894020405912e-15,1.92589994780669,0.933,0.428,6.5650928515364e-11,"MN","ywhag2"
"oaz2b.1",4.22685904251372e-15,2.06101755949654,0.422,0.047,6.5774153560556e-11,"MN","oaz2b"
"syt1a.2",4.36656933484909e-15,2.01653601325492,0.889,0.351,6.79481854195867e-11,"MN","syt1a"
"dtnbp1a.1",4.52953566163724e-15,2.1668632711109,0.622,0.127,7.04841044307371e-11,"MN","dtnbp1a"
"madd.1",5.02866365609563e-15,2.72492570229213,0.6,0.124,7.82510351525041e-11,"MN","madd"
"si:ch73-103b11.2.1",5.64128590858546e-15,1.61884243629423,0.511,0.077,8.77840500234983e-11,"MN","si:ch73-103b11.2"
"slc1a6.1",5.66457153057482e-15,6.4672928113202,0.244,0.007,8.81463975872747e-11,"MN","slc1a6"
"tmem30aa",5.92957597196435e-15,3.19736633571634,0.378,0.037,9.22701316997373e-11,"MN","tmem30aa"
"fam131ab.1",6.18290403889188e-15,4.50526727160018,0.311,0.02,9.62121697491965e-11,"MN","fam131ab"
"pea15.1",7.00636526959602e-15,2.08845387174385,0.467,0.064,1.09026049960184e-10,"MN","pea15"
"rab41.1",7.47743562811476e-15,2.24436436595139,0.667,0.157,1.16356375809094e-10,"MN","rab41"
"ndrg3b.1",7.54704263289011e-15,1.88813136278825,0.8,0.237,1.17439530410403e-10,"MN","ndrg3b"
"nptxrb.1",7.67827051088122e-15,1.87681940180355,0.578,0.11,1.19481567419823e-10,"MN","nptxrb"
"iqsec2b.2",7.93560238902641e-15,1.99484072633008,0.6,0.117,1.2348590877564e-10,"MN","iqsec2b"
"npy8ar.1",8.01137915132105e-15,4.15429445468351,0.244,0.007,1.24665070973707e-10,"MN","npy8ar"
"dnajc5aa.2",8.85578102238435e-15,1.88538090721842,0.8,0.261,1.37804808489323e-10,"MN","dnajc5aa"
"atp5if1b.2",9.13096043646087e-15,1.55710799394903,0.844,0.288,1.42086875351768e-10,"MN","atp5if1b"
"atp6v0d1.1",1.11088515291491e-14,2.13180244672554,0.689,0.181,1.72864838645089e-10,"MN","atp6v0d1"
"atp6v1b2.2",1.19823757911648e-14,1.69364433909646,0.844,0.284,1.86457749686315e-10,"MN","atp6v1b2"
"phyhipla.1",1.62473793258251e-14,1.95236723975281,0.578,0.11,2.52825469689164e-10,"MN","phyhipla"
"tmem108.1",1.78584444326944e-14,2.65092586294758,0.511,0.084,2.77895253817157e-10,"MN","tmem108"
"acyp1.1",1.81566898013424e-14,2.29174642881668,0.467,0.064,2.82536249998689e-10,"MN","acyp1"
"mgarpa.2",1.90623942934461e-14,1.88118851967332,0.689,0.174,2.96629917600315e-10,"MN","mgarpa"
"ank2a.1",1.95922850665349e-14,2.56808509760638,0.533,0.094,3.04875547920349e-10,"MN","ank2a"
"atp6ap2.1",2.2109599920128e-14,1.55894667300756,0.889,0.328,3.44047484357112e-10,"MN","atp6ap2"
"cplx3b.2",2.43342376119139e-14,2.26124096896155,0.422,0.05,3.78665071478992e-10,"MN","cplx3b"
"cds2.1",2.58587900908127e-14,1.96126840264867,0.733,0.201,4.02388632603136e-10,"MN","cds2"
"LOC103910262",2.6743051031454e-14,1.72998146752928,0.556,0.097,4.16148617100455e-10,"MN","LOC103910262"
"serpini1.1",2.7279860042502e-14,1.71980845717802,0.622,0.124,4.24501902121373e-10,"MN","serpini1"
"il1rapl2.1",2.78940309242256e-14,3.65480227403001,0.378,0.04,4.34059015211874e-10,"MN","il1rapl2"
"trim9.1",3.01355081727198e-14,2.3533022201084,0.711,0.221,4.68938642675693e-10,"MN","trim9"
"spred3.1",3.16715757456599e-14,2.80478701107873,0.422,0.054,4.92841390178214e-10,"MN","spred3"
"gabrd.1",3.26188398270674e-14,2.62034048380293,0.489,0.08,5.07581766548997e-10,"MN","gabrd"
"rgs20.1",3.55114165008362e-14,2.91863708695942,0.4,0.047,5.52593152169512e-10,"MN","rgs20"
"fam49al.2",3.57590295216428e-14,1.21359282839488,0.867,0.281,5.56446258386284e-10,"MN","fam49al"
"slc32a1.1",3.92588432334124e-14,5.68892833639329,0.267,0.013,6.1090685955513e-10,"MN","slc32a1"
"pcdh2ac.1",3.96798176841114e-14,3.05471606022847,0.444,0.064,6.17457642982457e-10,"MN","pcdh2ac"
"rimbp2b.1",4.3456588105259e-14,6.60248139806045,0.267,0.013,6.76227967505936e-10,"MN","rimbp2b"
"cpne2.1",4.35918723459591e-14,2.90550984696177,0.6,0.14,6.7833312557547e-10,"MN","cpne2"
"nat9.1",4.58158372319879e-14,1.30325223338761,0.511,0.08,7.12940243166963e-10,"MN","nat9"
"gucy1b1.2",4.7521030587196e-14,2.59835350061608,0.489,0.08,7.39474756967356e-10,"MN","gucy1b1"
