cluster,gene,gene_name,short_label,av_q.value,status,valid_correlation,invalid_reason,n_cluster_cells,n_animals_in_cluster,expected_n_animals,n_peaks_tested,n_valid_peaks,selected_peak,peak_chr,peak_start,peak_end,peak_relation,distance_to_gene,pearson_r,pearson_p,pearson_FDR_global,spearman_rho,spearman_p,cor_n,n_nonzero_atac,n_nonzero_rna,n_zero_atac,n_zero_rna
11,slc31a2,Copper Transporter 2,Late Downregulated,0.020451446,valid,TRUE,NA,1107,22,22,2,1,NC-072782.1-27666765-27667758,NC_072782.1,27666765,27667758,gene_body,0,-0.271183767,0.222179069,0.827275403,-0.163184641,0.468076935,22,21,22,1,0
11,coq6,coenzyme Q6 monooxygenase,Early Downregulated,0.048190532,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,1107,22,22,3,0,NC-072785.1-16099296-16099495,NC_072785.1,16099296,16099495,gene_body,0,0.312751284,0.156439492,NA,0.328011121,0.1361472,22,1,9,21,13
11,chst2b,carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2b,Early Downregulated,0.046422067,valid,TRUE,NA,1107,22,22,1,1,NC-072787.1-17386040-17388104,NC_072787.1,17386040,17388104,gene_body,0,0.285982761,0.196971866,0.821153825,0.414966587,0.054811457,22,19,18,3,4
12,zcchc14,"zinc finger, CCHC domain containing 14",Early Downregulated,0.04208971,valid,TRUE,NA,957,22,22,6,1,NC-072768.1-35172154-35173752,NC_072768.1,35172154,35173752,gene_body,0,0.23530329,0.291819266,0.838558948,0.034013655,0.880552749,22,19,18,3,4
12,gria1a,"glutamate receptor, ionotropic, AMPA 1a",Early Downregulated,0.039020369,valid,TRUE,NA,957,22,22,19,3,NC-072778.1-33494119-33495761,NC_072778.1,33494119,33495761,gene_body,0,0.326315354,0.138304458,0.753320591,0.177865613,0.428412475,22,22,22,0,0
12,csmd2,CUB and Sushi multiple domains 2,Transiently Upregulated,0.046210495,valid,TRUE,NA,957,22,22,48,7,NC-072780.1-14692992-14694283,NC_072780.1,14692992,14694283,gene_body,0,-0.436282268,0.042366417,0.548242927,-0.610987726,0.002522309,22,18,22,4,0
12,LOC129348253,NA,Late Upregulated,0.020441803,valid,TRUE,NA,957,22,22,5,1,NC-072789.1-4758593-4761916,NC_072789.1,4758593,4761916,gene_body,0,0.158664842,0.480654273,0.946093448,0.315969556,0.151993718,22,22,18,0,4
13,clmpb,CXADR like membrane protein b,Early Downregulated,0.034063185,valid,TRUE,NA,968,22,22,13,2,NC-072772.1-14289688-14291220,NC_072772.1,14289688,14291220,gene_body,0,0.26076807,0.241143815,0.832698197,0.280632411,0.205851335,22,22,22,0,0
13,efna3b,ephrin-A3b,Transiently Upregulated,0.038243239,valid,TRUE,NA,968,22,22,24,2,NC-072774.1-4186567-4188304,NC_072774.1,4186567,4188304,gene_body,0,-0.501565484,0.017396214,0.447591623,-0.15866742,0.480647052,22,21,22,1,0
13,LOC111575561,guanine nucleotide exchange factor VAV3,Early Downregulated,0.024147294,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,968,22,22,26,0,NC-072787.1-4774388-4774884,NC_072787.1,4774388,4774884,gene_body,0,0.505484609,0.016402367,NA,0.592200799,0.003687078,22,3,14,19,8
15,LOC111577165,AFG3-like protein 1,Early Downregulated,0.0013823,valid,TRUE,NA,724,22,22,2,1,NC-072766.1-13934647-13935923,NC_072766.1,13934647,13935923,gene_body,0,0.165180785,0.462576308,0.946093448,0.185258409,0.40914567,22,20,22,2,0
15,LOC111586556,cytochrome P450 1B1,Late Upregulated,0.005926104,valid,TRUE,NA,724,22,22,3,1,NC-072781.1-22807802-22809423,NC_072781.1,22807802,22809423,gene_body,0,0.261300504,0.240149657,0.832698197,0.116015846,0.607153785,22,19,19,3,3
16,dbpa,D site albumin promoter binding protein a,Transiently Downregulated,0.0415363,valid,TRUE,NA,706,22,22,10,2,NC-072780.1-1629490-1630417,NC_072780.1,1629490,1630417,gene_body,0,0.32272318,0.142954227,0.753320591,0.534726143,0.010347789,22,21,22,1,0
16,dennd4c,DENN/MADD domain containing 4C,Late Upregulated,0.014057786,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,706,22,22,10,0,NC-072788.1-9212716-9213336,NC_072788.1,9212716,9213336,gene_body,0,0.556905315,0.007098402,NA,0.542215701,0.00913657,22,7,14,15,8
18,lrig1,Leucine-rich repeats and immunoglobulin-like domains 1,Late Upregulated,0.000576423,valid,TRUE,NA,607,21,22,12,2,NC-072770.1-19238619-19239517,NC_072770.1,19238619,19239517,gene_body,0,0.320595596,0.156507072,0.772650702,0.323481667,0.152601078,21,19,20,2,1
18,zgc:92606,uncharacterized LOC111568932,Early Downregulated,0.003721589,valid,TRUE,NA,607,21,22,3,1,NC-072774.1-2193339-2194583,NC_072774.1,2193339,2194583,gene_body,0,0.311197838,0.16970692,0.782921139,-0.025982463,0.910986643,21,19,20,2,1
18,LOC111575390,high-affinity choline transporter 1-like,Late Upregulated,0.019016384,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,607,21,22,1,0,NC-072776.1-14646974-14648542,NC_072776.1,14646974,14648542,proximal_promoter,1742,0.142895868,0.536629383,NA,0.177109922,0.44247315,21,16,14,5,7
18,pcdh1a,procadherin 1a,Early Upregulated,0.028694431,valid,TRUE,NA,607,21,22,28,2,NC-072779.1-17881073-17884116,NC_072779.1,17881073,17884116,gene_body,0,-0.285373432,0.209862903,0.827106737,-0.407792208,0.066503047,21,21,21,0,0
18,usp6nl,USP6 N-terminal like,Late Upregulated,0.022324861,invalid,FALSE,too_many_atac_zeros,607,21,22,25,0,NC-072786.1-29110179-29111137,NC_072786.1,29110179,29111137,gene_body,0,0.411159929,0.064073871,NA,0.367641908,0.101089655,21,10,19,11,2
18,LOC111587492,glycogen phosphorylase,Late Upregulated,0.020845237,valid,TRUE,NA,607,21,22,2,1,NC-072788.1-18207209-18209054,NC_072788.1,18207209,18209054,gene_body,0,-0.116623295,0.614659478,0.951963705,-0.017538163,0.93985344,21,21,19,0,2
19,tubb2b,tubulin beta 2b class Iib,Early Upregulated,0.013327131,valid,TRUE,NA,575,21,22,1,1,NC-072771.1-8154219-8156932,NC_072771.1,8154219,8156932,gene_body,0,-0.061578881,0.790884784,0.970472354,-0.08961039,0.699289385,21,21,21,0,0
19,epn1a,epsin 1a,Late Downregulated,0.045073195,valid,TRUE,NA,575,21,22,2,1,NC-072774.1-1989323-1991017,NC_072774.1,1989323,1991017,gene_body,0,0.496528527,0.02204511,0.490555302,0.400779495,0.071784097,21,20,19,1,2
2,smc3,Structural Maintenance Of Chromosomes 3,Transiently Downregulated,0.009044241,valid,TRUE,NA,2849,22,22,9,1,NC-072769.1-8504725-8505985,NC_072769.1,8504725,8505985,gene_body,0,0.000836924,0.997050734,0.997050734,-0.156408809,0.486995084,22,22,21,0,1
2,dusp7,dual specificity phosphatase 7,Late Downregulated,0.014950784,valid,TRUE,NA,2849,22,22,2,2,NC-072770.1-33679738-33681338,NC_072770.1,33679738,33681338,gene_body,0,-0.287636529,0.194280446,0.820878642,-0.322416714,0.143355981,22,22,22,0,0
2,LOC118469578,NA,Late Upregulated,2.76e-05,valid,TRUE,NA,2849,22,22,11,1,NC-072778.1-9514917-9516827,NC_072778.1,9514917,9516827,gene_body,0,0.386474226,0.075619623,0.605374107,0.361942405,0.097876551,22,22,22,0,0
2,mrps21,Mitochondrial Ribosomal Protein S21,Early Downregulated,0.02936389,valid,TRUE,NA,2849,22,22,1,1,NC-072780.1-4204878-4206422,NC_072780.1,4204878,4206422,gene_body,0,-0.118931286,0.598087791,0.951963705,-0.179197401,0.424906147,22,22,19,0,3
2,macrod2,mono-ADP ribosylhydrolase 2,Early Upregulated,0.009685456,valid,TRUE,NA,2849,22,22,93,4,NC-072781.1-16184560-16185652,NC_072781.1,16184560,16185652,gene_body,0,-0.237087027,0.288069672,0.838558948,-0.250141163,0.261545679,22,22,22,0,0
2,reep3b,receptor accessory protein 3b,Late Upregulated,0.027290229,valid,TRUE,NA,2849,22,22,11,3,NC-072783.1-11007590-11008877,NC_072783.1,11007590,11008877,gene_body,0,-0.156193578,0.487602181,0.946093448,-0.253035876,0.255882603,22,20,22,2,0
2,ppfia2,PTPRF interacting protein alpha 2,Late Downregulated,0.049731408,valid,TRUE,NA,2849,22,22,46,14,NC-072786.1-4724152-4725970,NC_072786.1,4724152,4725970,gene_body,0,-0.364730705,0.095128725,0.670907852,-0.399209486,0.065688713,22,22,22,0,0
20,ppp1r16b,"protein phosphatase 1, regulatory subunit 16B",Late Downregulated,0.033335202,invalid,FALSE,too_many_atac_zeros,454,22,22,23,0,NC-072770.1-32416438-32417411,NC_072770.1,32416438,32417411,gene_body,0,0.407297594,0.059917553,NA,0.299766549,0.175299489,22,7,22,15,0
20,LOC111579927,zinc finger protein 521,Early Downregulated,0.007418801,invalid,FALSE,too_many_atac_zeros,454,22,22,25,0,NC-072775.1-18129740-18130610,NC_072775.1,18129740,18130610,gene_body,0,0.296857775,0.179729939,NA,0.341880435,0.119396158,22,3,19,19,3
20,atp1b4,ATPase Na+/K+ transporting subunit beta 4,Early Downregulated,0.02448025,invalid,FALSE,too_many_atac_zeros,454,22,22,4,0,NC-072778.1-13619124-13619675,NC_072778.1,13619124,13619675,proximal_promoter,1909,0.331228765,0.132119958,NA,0.32266166,0.143034811,22,6,19,16,3
20,etv6,ETS variant transcription factor 6,Late Upregulated,0.013342588,invalid,FALSE,too_many_atac_zeros,454,22,22,10,0,NC-072786.1-27171439-27172556,NC_072786.1,27171439,27172556,gene_body,0,0.544012202,0.008864101,NA,0.50672747,0.016096975,22,5,22,17,0
21,gnrhr4,gonadotropin releasing hormone receptor 4,Late Upregulated,0.036723795,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,384,20,22,2,0,NC-072768.1-10905390-10906047,NC_072768.1,10905390,10906047,gene_body,0,0.34637861,0.134634159,NA,0.269840421,0.24991246,20,6,16,14,4
21,LOC111583687,"RNA-binding motif, single-stranded-interacting protein 2-like",Early Downregulated,0.032570998,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,384,20,22,9,0,NC-072770.1-24808429-24810036,NC_072770.1,24808429,24810036,gene_body,0,0.392513495,0.086927669,NA,0.381542178,0.096929369,20,10,11,10,9
21,LOC111573844,ETS translocation variant 5-like,Early Downregulated,0.038151941,invalid,FALSE,too_many_rna_zeros,384,20,22,4,0,NC-072789.1-19761501-19762611,NC_072789.1,19761501,19762611,gene_body,0,-0.19059817,0.420868156,NA,-0.01812015,0.939559345,20,18,16,2,4
24,LOC111567730,protein FAM163A-like,Late Upregulated,0.043071634,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,302,19,22,4,0,NC-072785.1-9433964-9434504,NC_072785.1,9433964,9434504,gene_body,0,0.30308612,0.207180135,NA,0.331580536,0.16549937,19,3,14,16,5
24,prkcq,"protein kinase C, theta",Late Upregulated,0.027406757,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,302,19,22,7,0,NC-072786.1-27619734-27620431,NC_072786.1,27619734,27620431,gene_body,0,-0.237573773,0.327394793,NA,-0.2274707,0.348981265,19,1,10,18,9
25,triob,trio Rho guanine nucleotide exchange factor b,Transiently Upregulated,0.046914194,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,198,19,22,30,0,NC-072774.1-25768682-25769179,NC_072774.1,25768682,25769179,gene_body,0,-0.506039228,0.027062264,NA,-0.448006572,0.054402826,19,3,15,16,4
25,LOC111567431,actin-binding LIM protein 3-like,Late Upregulated,0.004219883,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,198,19,22,22,0,NC-072779.1-8572142-8572451,NC_072779.1,8572142,8572451,gene_body,0,-0.329509928,0.16831783,NA,-0.284110813,0.238468144,19,1,13,18,6
3,srpk1b,SRSF protein kinase 1b,Late Upregulated,0.040432345,valid,TRUE,NA,2160,22,22,5,5,NC-072770.1-22666491-22666940,NC_072770.1,22666491,22666940,gene_body,0,0.559169528,0.006820666,0.359571667,0.458451395,0.03188264,22,19,22,3,0
3,wdr3,WD repeat domain 3,Late Upregulated,0.0127519,valid,TRUE,NA,2160,22,22,1,1,NC-072776.1-32634968-32636382,NC_072776.1,32634968,32636382,gene_body,0,-0.063667483,0.778341546,0.970472354,-0.197119466,0.379251746,22,22,20,0,2
3,bhlha15,"basic helix-loop-helix family, member a15",Late Upregulated,0.014893781,valid,TRUE,NA,2160,22,22,5,5,NC-072783.1-21717195-21717875,NC_072783.1,21717195,21717875,gene_body,0,0.482149589,0.023062077,0.490555302,0.204968944,0.36017087,22,21,22,1,0
3,igf2bp1,insulin-like growth factor 2 mRNA binding protein 1,Late Downregulated,0.009990491,valid,TRUE,NA,2160,22,22,6,2,NC-072784.1-1693030-1695533,NC_072784.1,1693030,1695533,gene_body,0,0.770987894,2.67337433473753e-05,0.025076251,0.765574982,3.29507712862448e-05,22,21,18,1,4
3,dhrs7b,dehydrogenase/reductase (SDR family) member 7B,Late Upregulated,0.048808473,valid,TRUE,NA,2160,22,22,3,3,NC-072784.1-25924063-25925181,NC_072784.1,25924063,25925181,gene_body,0,-0.196882632,0.37983621,0.90567544,-0.003952569,0.986072032,22,21,22,1,0
4,LOC111567884,uncharacterized LOC111567884,Transiently Downregulated,7.78e-05,valid,TRUE,NA,1862,21,22,13,9,NC-072768.1-21744894-21746686,NC_072768.1,21744894,21746686,gene_body,0,0.571387923,0.00681474,0.359571667,0.684415584,0.000621272,21,21,21,0,0
4,slc6a11a,solute carrier family 6 member 11a,Late Upregulated,0.006050005,invalid,FALSE,too_many_rna_zeros,1862,21,22,1,0,NC-072770.1-28833573-28835049,NC_072770.1,28833573,28835049,gene_body,0,-0.23320791,0.308977557,NA,-0.075570433,0.744751476,21,21,17,0,4
4,arvcfb,delta catenin family member b,Late Downregulated,0.019844271,valid,TRUE,NA,1862,21,22,56,17,NC-072771.1-14499373-14500541,NC_072771.1,14499373,14500541,gene_body,0,0.474798939,0.029635622,0.534581035,0.531168831,0.013221702,21,20,21,1,0
4,b4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",Early Downregulated,0.007636918,valid,TRUE,NA,1862,21,22,56,12,NC-072775.1-21731604-21732985,NC_072775.1,21731604,21732985,gene_body,0,0.408773812,0.065787932,0.582161133,0.456437317,0.037539677,21,18,21,3,0
4,fgf14,fibroblast growth factor 14,Early Downregulated,0.045652941,valid,TRUE,NA,1862,21,22,22,7,NC-072776.1-3621902-3622219,NC_072776.1,3621902,3622219,gene_body,0,-0.42841424,0.05266774,0.551627749,-0.325430352,0.150002579,21,19,21,2,0
4,ccnt2a,cyclin T2a,Late Upregulated,0.003587603,valid,TRUE,NA,1862,21,22,3,1,NC-072776.1-18082477-18083732,NC_072776.1,18082477,18083732,gene_body,0,0.147003625,0.524858208,0.948380768,0.242857143,0.288804254,21,21,21,0,0
4,cxcl14,chemokine (C-X-C motif) ligand 14,Late Upregulated,0.035018156,valid,TRUE,NA,1862,21,22,4,3,NC-072778.1-10166777-10167572,NC_072778.1,10166777,10167572,gene_body,0,0.44281622,0.044399015,0.548242927,0.280519481,0.218060074,21,21,20,0,1
4,spock1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",Early Downregulated,0.046620897,valid,TRUE,NA,1862,21,22,29,7,NC-072778.1-19827763-19828417,NC_072778.1,19827763,19828417,gene_body,0,0.441647592,0.045029882,0.548242927,0.427272727,0.053370405,21,20,21,1,0
4,fam53c,family with sequence similarity 53 member C,Transiently Upregulated,0.012771614,valid,TRUE,NA,1862,21,22,4,1,NC-072779.1-31537010-31538920,NC_072779.1,31537010,31538920,gene_body,0,0.220238794,0.337402411,0.867657276,-0.023376623,0.919884832,21,21,21,0,0
4,LOC129350740,uncharacterized LOC129350740,Transiently Downregulated,0.000845105,valid,TRUE,NA,1862,21,22,1,1,NC-072780.1-9973506-9975308,NC_072780.1,9973506,9975308,gene_body,0,0.169217266,0.463386909,0.946093448,0.368831169,0.099906705,21,21,20,0,1
4,kcnq5a,"potassium voltage-gated channel, KQT-like subfamily, member 5a",Late Upregulated,0.002520124,valid,TRUE,NA,1862,21,22,15,2,NC-072781.1-1859211-1859736,NC_072781.1,1859211,1859736,gene_body,0,-0.240876932,0.292876094,0.838558948,-0.079323864,0.732510361,21,20,18,1,3
4,tnfaip3,"tumor necrosis factor, alpha-induced protein 3",Transiently Upregulated,0.007670508,valid,TRUE,NA,1862,21,22,3,1,NC-072781.1-4339401-4341022,NC_072781.1,4339401,4341022,gene_body,0,0.143231213,0.535663868,0.949073878,0.090909091,0.695131076,21,21,20,0,1
4,grid1b,"glutamate receptor, ionotropic, delta 1b",Late Upregulated,0.016341976,valid,TRUE,NA,1862,21,22,43,5,NC-072783.1-8005852-8006723,NC_072783.1,8005852,8006723,gene_body,0,0.326955415,0.147990695,0.761941001,0.405194805,0.068423645,21,21,21,0,0
5,LOC111565896,NA,Transiently Upregulated,0.004153876,valid,TRUE,NA,1502,22,22,6,3,NC-072770.1-22072262-22073690,NC_072770.1,22072262,22073690,gene_body,0,-0.109511955,0.627579202,0.951963705,0.219761499,0.325761338,22,18,18,4,4
5,shox,shox homeobox,Early Upregulated,0.03817879,valid,TRUE,NA,1502,22,22,2,1,NC-072776.1-3822356-3822916,NC_072776.1,3822356,3822916,gene_body,0,-0.08496963,0.706946462,0.967353044,-0.010740538,0.962164072,22,19,22,3,0
5,ubl3a,Ubiquitin-like protein 3a,Transiently Upregulated,0.014839416,valid,TRUE,NA,1502,22,22,12,9,NC-072779.1-10186309-10186787,NC_072779.1,10186309,10186787,proximal_promoter,1487,0.296289612,0.180604207,0.794723265,0.314270795,0.154329218,22,18,22,4,0
5,baiap2l1b,BAR/IMD domain containing adaptor protein 2 like 1b,Transiently Upregulated,0.001656396,valid,TRUE,NA,1502,22,22,11,4,NC-072784.1-30221573-30222482,NC_072784.1,30221573,30222482,gene_body,0,0.417050208,0.053483747,0.551627749,0.460886774,0.030869122,22,20,22,2,0
5,vgf,VGF nerve growth factor inducible,Transiently Downregulated,0.006896393,valid,TRUE,NA,1502,22,22,1,1,NC-072788.1-19764573-19765889,NC_072788.1,19764573,19765889,gene_body,0,0.276883464,0.212230504,0.827275403,0.288537549,0.19282461,22,21,22,1,0
6,LOC111576154,shisa-like-2A,Late Upregulated,0.012938428,valid,TRUE,NA,1305,22,22,1,1,NC-072767.1-28913774-28914804,NC_072767.1,28913774,28914804,gene_body,0,-0.012135233,0.95725504,0.994147805,-0.05364201,0.812589297,22,22,22,0,0
6,ell,elongation factor RNA polymerase II,Early Downregulated,0.030476961,valid,TRUE,NA,1305,22,22,11,3,NC-072767.1-39947371-39948988,NC_072767.1,39947371,39948988,gene_body,0,0.194064551,0.386829859,0.91368536,0.244494636,0.272820489,22,22,22,0,0
6,ptprz1a,protein tyrosine phosphatase receptor type Z1a,Late Upregulated,0.04476018,valid,TRUE,NA,1305,22,22,12,2,NC-072768.1-26192570-26193842,NC_072768.1,26192570,26193842,gene_body,0,0.037908665,0.866986043,0.985575771,-0.054833274,0.8085012,22,19,22,3,0
6,LOC111568896,calpain-1 catalytic subunit-like,Late Upregulated,0.029769815,valid,TRUE,NA,1305,22,22,2,1,NC-072769.1-5478006-5479713,NC_072769.1,5478006,5479713,gene_body,0,0.238462419,0.285199024,0.838558948,0.481063055,0.023418206,22,19,22,3,0
6,mxi1,"max interactor 1, dimerization protein",Transiently Downregulated,0.009022723,valid,TRUE,NA,1305,22,22,11,5,NC-072769.1-8416212-8417865,NC_072769.1,8416212,8417865,gene_body,0,-0.406413044,0.060529117,0.556630507,-0.354037267,0.105984584,22,21,22,1,0
6,LOC111562847,teneurin-3,Late Upregulated,1.6e-06,valid,TRUE,NA,1305,22,22,61,5,NC-072769.1-24737280-24738276,NC_072769.1,24737280,24738276,gene_body,0,0.148509131,0.509521958,0.946093448,0.173544486,0.439895379,22,19,22,3,0
6,cntn4,contactin 4,Late Upregulated,0.01798141,valid,TRUE,NA,1305,22,22,25,3,NC-072770.1-15012699-15014503,NC_072770.1,15012699,15014503,gene_body,0,0.102189427,0.650894127,0.951963705,0.067193676,0.766386221,22,22,22,0,0
6,ca16b,carbonic anhydrase XVI b,Early Upregulated,0.000274723,valid,TRUE,NA,1305,22,22,29,10,NC-072770.1-29368368-29368827,NC_072770.1,29368368,29368827,gene_body,0,0.508079342,0.015770044,0.447591623,0.466365476,0.028682225,22,19,22,3,0
6,LOC111576659,potassium voltage-gated channel subfamily D member 3-like,Late Downregulated,0.01413368,valid,TRUE,NA,1305,22,22,17,4,NC-072770.1-31857684-31858933,NC_072770.1,31857684,31858933,gene_body,0,0.446744052,0.037127451,0.548242927,0.540372671,0.009423218,22,21,22,1,0
6,LOC111576468,G-protein coupled receptor-associated protein LMBRD2B-like,Early Downregulated,0.041559953,invalid,FALSE,too_many_rna_zeros,1305,22,22,3,0,NC-072771.1-27142382-27143022,NC_072771.1,27142382,27143022,gene_body,0,0.301058268,0.173356341,NA,0.398526009,0.066195089,22,19,17,3,5
6,nova2,NOVA alternative splicing regulator 2,Transiently Upregulated,0.028999679,valid,TRUE,NA,1305,22,22,32,14,NC-072772.1-32405973-32407724,NC_072772.1,32405973,32407724,gene_body,0,0.323306912,0.142191206,0.753320591,0.309994353,0.160319651,22,22,22,0,0
6,rgs5b,regulator of G protein signaling 5b,Early Upregulated,0.021644811,valid,TRUE,NA,1305,22,22,2,1,NC-072775.1-10409691-10410502,NC_072775.1,10409691,10410502,gene_body,0,-0.014279762,0.949709729,0.994147805,0.036743947,0.871039257,22,19,22,3,0
6,LOC118470193,NA,Transiently Upregulated,0.015927497,valid,TRUE,NA,1305,22,22,3,3,NC-072775.1-15022302-15022949,NC_072775.1,15022302,15022949,gene_body,0,0.153305348,0.495785278,0.946093448,0.071914218,0.750461977,22,18,22,4,0
6,nmbr,neuromedin B receptor,Early Downregulated,0.033608452,valid,TRUE,NA,1305,22,22,13,4,NC-072777.1-7744083-7745107,NC_072777.1,7744083,7745107,gene_body,0,0.462214906,0.030327246,0.536735034,0.499858817,0.017843946,22,20,22,2,0
6,gfra3,GDNF family receptor alpha 3,Transiently Upregulated,0.012061507,valid,TRUE,NA,1305,22,22,12,4,NC-072778.1-2707856-2708972,NC_072778.1,2707856,2708972,gene_body,0,0.357398131,0.102479533,0.70680737,0.400338792,0.06485849,22,22,22,0,0
6,pcdh10b,procadherin 10b,Transiently Upregulated,0.003998817,valid,TRUE,NA,1305,22,22,6,3,NC-072778.1-23009782-23010701,NC_072778.1,23009782,23010701,gene_body,0,-0.305006269,0.167509518,0.782921139,-0.326933936,0.137514738,22,21,22,1,0
6,npy7r,neuropeptide Y receptor Y7,Early Downregulated,0.013180848,invalid,FALSE,too_many_rna_zeros,1305,22,22,1,0,NC-072778.1-35497891-35498749,NC_072778.1,35497891,35498749,gene_body,0,-0.307023664,0.164575216,NA,-0.351584297,0.108597579,22,18,15,4,7
6,LOC111575683,NA,Late Upregulated,0.03913725,valid,TRUE,NA,1305,22,22,19,11,NC-072779.1-5974022-5975881,NC_072779.1,5974022,5975881,gene_body,0,0.424586969,0.048887033,0.551627749,0.315640881,0.152443641,22,22,22,0,0
6,grm5a,"glutamate receptor, metabotropic 5a",Transiently Downregulated,6.46e-14,valid,TRUE,NA,1305,22,22,7,3,NC-072779.1-11468825-11469995,NC_072779.1,11468825,11469995,gene_body,0,0.156464707,0.486837475,0.946093448,0.062676454,0.781710425,22,21,22,1,0
6,gabra3,gamma-aminobutyric acid type A receptor subunit alpha3,Early Downregulated,0.006828262,valid,TRUE,NA,1305,22,22,15,2,NC-072779.1-18717032-18717663,NC_072779.1,18717032,18717663,gene_body,0,-0.288338043,0.193146325,0.819779425,-0.077944087,0.730263474,22,20,22,2,0
6,camk2g2,calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma 2,Transiently Downregulated,0.001834434,valid,TRUE,NA,1305,22,22,19,8,NC-072781.1-3136446-3137232,NC_072781.1,3136446,3137232,gene_body,0,0.60220202,0.003021025,0.283372152,0.64539808,0.00117985,22,22,22,0,0
6,LOC111567440,regulator of G-protein signaling 9,Late Upregulated,0.045864172,valid,TRUE,NA,1305,22,22,3,1,NC-072783.1-184810-188129,NC_072783.1,184810,188129,gene_body,0,0.066956869,0.767187525,0.970472354,0.071710898,0.751145889,22,22,22,0,0
6,LOC111566726,zinc finger protein 385C-like,Late Upregulated,0.041559953,valid,TRUE,NA,1305,22,22,21,5,NC-072783.1-29034311-29035129,NC_072783.1,29034311,29035129,gene_body,0,0.271781603,0.221121366,0.827275403,0.099094395,0.660845876,22,18,22,4,0
6,stxbp6,Syntaxin Binding Protein 6,Late Downregulated,0.002627056,valid,TRUE,NA,1305,22,22,11,3,NC-072785.1-10585095-10585806,NC_072785.1,10585095,10585806,gene_body,0,-0.068735786,0.761173715,0.970472354,0.169876106,0.449770065,22,18,22,4,0
6,si:dkey-97m3.1,Fatty acyl-CoA reductase,Transiently Downregulated,0.012244292,valid,TRUE,NA,1305,22,22,21,9,NC-072786.1-5795048-5796309,NC_072786.1,5795048,5796309,gene_body,0,0.566612698,0.00597027,0.359571667,0.682665161,0.000464017,22,22,22,0,0
6,LOC111565841,NA,Early Downregulated,0.004546988,valid,TRUE,NA,1305,22,22,2,1,NC-072786.1-17872958-17875256,NC_072786.1,17872958,17875256,gene_body,0,0.373658171,0.086713836,0.647285896,0.421795596,0.0505524,22,22,22,0,0
6,LOC111565832,SIN3-HDAC complex-associated factor-like,Early Downregulated,3.27e-05,valid,TRUE,NA,1305,22,22,1,1,NC-072786.1-18083701-18086981,NC_072786.1,18083701,18086981,gene_body,0,0.437926857,0.041506743,0.548242927,0.245901797,0.269982472,22,22,19,0,3
7,igsf11,Immunoglobulin Superfamily Member 11,Transiently Upregulated,0.017145472,valid,TRUE,NA,1349,21,22,29,2,NC-072772.1-16347123-16348461,NC_072772.1,16347123,16348461,gene_body,0,0.260558288,0.253971435,0.832698197,0.171707399,0.456734611,21,19,18,2,3
7,sesn4,sestrin 4,Transiently Upregulated,0.048834381,valid,TRUE,NA,1349,21,22,3,1,NC-072778.1-15676672-15679872,NC_072778.1,15676672,15679872,gene_body,0,-0.049533614,0.831153467,0.981891627,-0.149399163,0.51805013,21,21,19,0,2
7,LOC111581796,plexin-B2-like,Late Downregulated,0.000627041,valid,TRUE,NA,1349,21,22,34,2,NC-072786.1-26585853-26587688,NC_072786.1,26585853,26587688,gene_body,0,0.113282605,0.624900258,0.951963705,-0.081195198,0.726430422,21,19,21,2,0
7,adam19a,ADAM metallopeptidase domain 19a,Late Downregulated,0.000748136,valid,TRUE,NA,1349,21,22,40,4,NC-072788.1-19249876-19250911,NC_072788.1,19249876,19250911,gene_body,0,0.405787436,0.067981796,0.587925762,0.391417756,0.079317946,21,18,21,3,0
7,si:ch211-200p22.4,phosphatidylinositol-binding clathrin assembly protein,Late Downregulated,0.001899292,valid,TRUE,NA,1349,21,22,28,5,NC-072788.1-23193588-23194519,NC_072788.1,23193588,23194519,gene_body,0,0.212763175,0.354464428,0.884275621,-0.102597403,0.658097058,21,20,21,1,0
8,ncln,nicalin,Late Downregulated,0.045680771,valid,TRUE,NA,1317,22,22,4,1,NC-072767.1-3898945-3900388,NC_072767.1,3898945,3900388,gene_body,0,-0.424889359,0.048709204,0.551627749,-0.104460757,0.643627147,22,21,22,1,0
8,caln1,calneuron 1,Late Upregulated,0.007722453,valid,TRUE,NA,1317,22,22,11,2,NC-072772.1-32173642-32174660,NC_072772.1,32173642,32174660,gene_body,0,0.411415881,0.057132228,0.556630507,0.398526653,0.06619461,22,19,18,3,4
