cluster,gene,gene_name,short_label,av_q.value,status,valid_correlation,invalid_reason,n_cluster_cells,n_animals_in_cluster,expected_n_animals,n_peaks_tested,n_valid_peaks,selected_peak,peak_chr,peak_start,peak_end,peak_relation,distance_to_gene,pearson_r,pearson_p,pearson_FDR_global,spearman_rho,spearman_p,cor_n,n_nonzero_atac,n_nonzero_rna,n_zero_atac,n_zero_rna
3,zgc:110319,uncharacterized LOC111564387,Late Upregulated,0.025331,valid,TRUE,NA,2160,22,22,1,1,NC-072781.1-10521810-10522760,NC_072781.1,10521810,10522760,gene_body,0,-0.010480469,0.963079612,0.994147805,0.150762281,0.503045986,22,22,22,0,0
3,pik3ap1,phosphoinositide-3-kinase adaptor protein 1,Late Upregulated,0.021138784,valid,TRUE,NA,2160,22,22,4,3,NC-072781.1-19100318-19101107,NC_072781.1,19100318,19101107,gene_body,0,-0.092203805,0.683199495,0.951963705,0.083003953,0.713445832,22,21,21,1,1
4,kif5ab,"kinesin family member 5A, b",Late Downregulated,0.039641352,valid,TRUE,NA,1862,21,22,13,7,NC-072770.1-33012062-33013187,NC_072770.1,33012062,33013187,gene_body,0,-0.346791644,0.123526743,0.738224872,-0.381292648,0.088114116,21,19,21,2,0
4,pdlim5a,PDZ and LIM domain 5a,Transiently Downregulated,0.022929962,valid,TRUE,NA,1862,21,22,8,3,NC-072771.1-26956794-26957256,NC_072771.1,26956794,26957256,gene_body,0,-0.277574491,0.22313505,0.827275403,-0.264935065,0.245792619,21,20,21,1,0
4,LOC129349487,uncharacterized LOC129349487,Transiently Downregulated,0.023189653,valid,TRUE,NA,1862,21,22,13,6,NC-072773.1-16794967-16795457,NC_072773.1,16794967,16795457,gene_body,0,0.340958258,0.130397021,0.743662149,0.351412815,0.118271349,21,19,21,2,0
4,efna2a,ephrin-A2a,Late Upregulated,0.001389705,valid,TRUE,NA,1862,21,22,25,3,NC-072785.1-7992895-7994688,NC_072785.1,7992895,7994688,gene_body,0,-0.441593632,0.045059178,0.548242927,-0.466145833,0.033178126,21,18,18,3,3
4,chst11,carbohydrate (chondroitin 4) sulfotransferase 11,Transiently Upregulated,0.010718703,valid,TRUE,NA,1862,21,22,28,3,NC-072786.1-21516202-21517384,NC_072786.1,21516202,21517384,gene_body,0,-0.155180211,0.501795294,0.946093448,0.022734655,0.922078423,21,19,21,2,0
4,LOC129348286,NA,Late Upregulated,0.025881621,invalid,FALSE,no_peak_over_gene_or_promoter,1862,21,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,LOC111567884,uncharacterized LOC111567884,Early Downregulated,0.034047462,valid,TRUE,NA,1502,22,22,13,7,NC-072768.1-21755302-21757291,NC_072768.1,21755302,21757291,gene_body,0,-0.588638157,0.003952238,0.308933244,-0.311123659,0.158722214,22,22,22,0,0
5,kcnd1,"potassium voltage-gated channel, Shal-related subfamily, member 1",Late Downregulated,0.001407396,valid,TRUE,NA,1502,22,22,4,2,NC-072773.1-1021568-1022166,NC_072773.1,1021568,1022166,gene_body,0,0.2176649,0.330514163,0.864196578,0.036240236,0.872793142,22,18,22,4,0
5,LOC111582900,ankyrin repeat domain-containing protein 34C ,Transiently Upregulated,0.009395262,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,1502,22,22,2,0,NC-072785.1-9599892-9600243,NC_072785.1,9599892,9600243,gene_body,0,-0.255238544,0.251626483,NA,-0.284899842,0.198747838,22,8,14,14,8
6,ptprfa,protein tyrosine phosphatase receptor type Fa,Early Upregulated,0.000177928,valid,TRUE,NA,1305,22,22,45,7,NC-072767.1-31673594-31674846,NC_072767.1,31673594,31674846,gene_body,0,0.417262617,0.053349801,0.551627749,0.421795596,0.0505524,22,21,22,1,0
6,nudt4a,nudix (nucleoside diphosphate linked moiety X)-type motif 4a,Transiently Upregulated,6.36e-140,valid,TRUE,NA,1305,22,22,4,2,NC-072768.1-4406579-4407571,NC_072768.1,4406579,4407571,gene_body,0,0.480712308,0.023534103,0.490555302,0.440362068,0.040258869,22,22,19,0,3
6,tacr3a,tachykinin receptor 3a,Late Downregulated,0.001614388,valid,TRUE,NA,1305,22,22,3,1,NC-072769.1-18358525-18359376,NC_072769.1,18358525,18359376,gene_body,0,-0.047924718,0.832273398,0.981977921,0.032194297,0.886901087,22,20,21,2,1
6,LOC111565100,G-protein coupled receptor 22-like,Late Upregulated,4.05e-07,valid,TRUE,NA,1305,22,22,6,2,NC-072770.1-18328339-18330935,NC_072770.1,18328339,18330935,proximal_promoter,430,0.497017748,0.018609886,0.447591623,0.197063806,0.379389059,22,21,21,1,1
6,si:dkey-178e17.1,"tricarboxylate transport protein B, mitochondrial",Early Downregulated,0.002285358,invalid,FALSE,too_many_atac_zeros;too_many_rna_zeros,1305,22,22,8,0,NC-072771.1-32393851-32394661,NC_072771.1,32393851,32394661,gene_body,0,0.492064322,0.020008579,NA,0.45472198,0.033485469,22,6,15,16,7
6,LOC111562717,unconventional myosin-Ic,Early Downregulated,0.0169657,valid,TRUE,NA,1305,22,22,13,4,NC-072772.1-21402480-21404292,NC_072772.1,21402480,21404292,gene_body,0,0.423454363,0.049557561,0.551627749,0.415019763,0.05477726,22,22,22,0,0
6,pgr,progesterone receptor,Transiently Downregulated,0.005127317,invalid,FALSE,too_many_atac_zeros,1305,22,22,1,0,NC-072772.1-30377308-30377701,NC_072772.1,30377308,30377701,proximal_promoter,1626,0.332758264,0.130235772,NA,0.31257282,0.156688657,22,12,20,10,2
6,LOC111577100,urokinase plasminogen activator surface receptor-like,Transiently Downregulated,0.000864676,invalid,FALSE,no_peak_over_gene_or_promoter,1305,22,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,bcan,brevican,Late Downregulated,0.025264072,valid,TRUE,NA,1305,22,22,6,1,NC-072774.1-17817490-17818101,NC_072774.1,17817490,17818101,gene_body,0,0.091549225,0.685336755,0.951963705,0.166478583,0.459017996,22,18,22,4,0
6,LOC111587111,low-density lipoprotein receptor-related protein 8-like,Transiently Downregulated,0.003871117,valid,TRUE,NA,1305,22,22,26,10,NC-072775.1-10022379-10023544,NC_072775.1,10022379,10023544,gene_body,0,0.470156066,0.02724252,0.51163046,0.42412401,0.049160261,22,18,22,4,0
6,pde1cb,"phosphodiesterase 1C, calmodulin-dependent b",Late Downregulated,0.036837776,valid,TRUE,NA,1305,22,22,19,5,NC-072775.1-22365854-22366280,NC_072775.1,22365854,22366280,gene_body,0,0.349182005,0.111201848,0.7121809,0.285472201,0.197807838,22,19,22,3,0
6,wdfy2,WD repeat and FYVE domain containing 2,Late Upregulated,0.012718752,valid,TRUE,NA,1305,22,22,4,2,NC-072776.1-5185694-5186519,NC_072776.1,5185694,5186519,gene_body,0,0.42669587,0.047657245,0.551627749,0.431317404,0.045046137,22,19,22,3,0
6,chgb,Chromogranin b,Transiently Downregulated,1.17e-06,valid,TRUE,NA,1305,22,22,2,1,NC-072777.1-31433774-31434535,NC_072777.1,31433774,31434535,gene_body,0,-0.009774205,0.965566148,0.994147805,-0.047995483,0.83202914,22,21,22,1,0
6,LOC111568069,progesterone receptor-like,Late Upregulated,0.04971424,valid,TRUE,NA,1305,22,22,3,2,NC-072778.1-32529530-32530679,NC_072778.1,32529530,32530679,gene_body,0,0.410450197,0.057776256,0.556630507,0.376729752,0.083950848,22,20,22,2,0
6,LOC111572204,glutathione S-transferase A-like,Late Upregulated,0.001490006,invalid,FALSE,no_peak_over_gene_or_promoter,1305,22,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,sdc2,syndecan 2,Late Upregulated,0.012957953,valid,TRUE,NA,1305,22,22,1,1,NC-072780.1-32730939-32731512,NC_072780.1,32730939,32731512,proximal_promoter,1117,0.111109227,0.622537779,0.951963705,0.18351214,0.413653234,22,21,22,1,0
6,LOC111580719,E3 ubiquitin-protein ligase NEURL1,Early Downregulated,0.028999679,valid,TRUE,NA,1305,22,22,8,5,NC-072781.1-7951560-7952208,NC_072781.1,7951560,7952208,gene_body,0,0.508493468,0.015670978,0.447591623,0.538266048,0.009759873,22,20,22,2,0
6,LOC111567620,contactin-associated protein-like 4,Transiently Upregulated,0.00162839,valid,TRUE,NA,1305,22,22,3,1,NC-072781.1-27454541-27455721,NC_072781.1,27454541,27455721,gene_body,0,0.27464441,0.216102616,0.827275403,0.326933936,0.137514738,22,21,22,1,0
6,LOC111566724,potassium voltage-gated channel subfamily H member 4-like,Late Upregulated,0.010980414,valid,TRUE,NA,1305,22,22,13,1,NC-072783.1-29100949-29102026,NC_072783.1,29100949,29102026,gene_body,0,-0.008867857,0.968757567,0.994147805,-0.08641627,0.702175781,22,21,20,1,2
6,LOC111563870,carbonic anhydrase-related protein 10-like,Late Downregulated,0.004487271,valid,TRUE,NA,1305,22,22,40,11,NC-072784.1-2290122-2290632,NC_072784.1,2290122,2290632,gene_body,0,0.395700833,0.068319731,0.587925762,0.488424619,0.021089248,22,21,22,1,0
6,LOC111588913,neurexophilin-1,Late Upregulated,0.010126556,valid,TRUE,NA,1305,22,22,6,4,NC-072784.1-14304158-14304916,NC_072784.1,14304158,14304916,proximal_promoter,1069,-0.475870138,0.025181503,0.492088534,-0.51552795,0.014063853,22,22,22,0,0
6,pim3,"Pim-3 proto-oncogene, serine/threonine kinase",Transiently Downregulated,0.022343784,valid,TRUE,NA,1305,22,22,1,1,NC-072786.1-10054354-10057870,NC_072786.1,10054354,10057870,gene_body,0,0.032206781,0.886857501,0.992558701,0.330321852,0.133246338,22,22,21,0,1
6,drd3,dopamine receptor D3,Late Upregulated,0.016118706,valid,TRUE,NA,1305,22,22,8,2,NC-072787.1-15967654-15968462,NC_072787.1,15967654,15968462,gene_body,0,-0.317944781,0.14930947,0.761941001,-0.271080928,0.22236135,22,19,19,3,3
6,LOC111585095,dermatan sulfate epimerase like,Late Upregulated,0.003410578,valid,TRUE,NA,1305,22,22,2,1,NC-072787.1-20773380-20774562,NC_072787.1,20773380,20774562,gene_body,0,0.174059236,0.438519008,0.939832838,0.220779221,0.323469106,22,22,22,0,0
6,LOC111571714,FERM and PDZ domain-containing protein 4-like,Late Upregulated,6.09e-06,invalid,FALSE,too_many_atac_zeros,1305,22,22,13,0,NC-072789.1-5357443-5358188,NC_072789.1,5357443,5358188,gene_body,0,0.47002096,0.027292827,NA,0.474432244,0.025688021,22,5,22,17,0
7,ppiab,Peptidyl-prolyl cis-trans isomerase Ab,Early Upregulated,0.016624695,valid,TRUE,NA,1349,21,22,3,1,NC-072782.1-20865274-20866337,NC_072782.1,20865274,20866337,gene_body,0,-0.174861212,0.448380608,0.946093448,-0.233766234,0.307787547,21,21,21,0,0
8,LOC129349321,NA,Transiently Downregulated,0.033604484,invalid,FALSE,no_peak_over_gene_or_promoter,1317,22,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,ostn,osteocrin,Late Upregulated,0.033122134,invalid,FALSE,no_peak_over_gene_or_promoter,1317,22,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,carmil3,capping protein regulator and myosin 1 linker 3,Late Upregulated,0.021235676,valid,TRUE,NA,1317,22,22,20,8,NC-072775.1-7188196-7189143,NC_072775.1,7188196,7189143,gene_body,0,0.350682495,0.109569931,0.7121809,0.001132827,0.996007999,22,20,18,2,4
8,LOC118471098,NA,Transiently Downregulated,0.031534198,invalid,FALSE,too_many_atac_zeros,1317,22,22,1,0,NC-072776.1-24816305-24816670,NC_072776.1,24816305,24816670,gene_body,0,-0.372139063,0.088105084,NA,-0.311705447,0.15790361,22,13,22,9,0
8,cacng5b,"calcium channel, voltage-dependent, gamma subunit 5b",Transiently Upregulated,0.040451621,valid,TRUE,NA,1317,22,22,4,1,NC-072784.1-28734930-28736115,NC_072784.1,28734930,28736115,gene_body,0,0.05233217,0.817089758,0.975849515,0.014132287,0.950228478,22,19,22,3,0
8,LOC118470016,NA,Late Upregulated,0.015328585,valid,TRUE,NA,1317,22,22,18,2,NC-072786.1-17493906-17495262,NC_072786.1,17493906,17495262,gene_body,0,0.52625458,0.011873384,0.439997058,0.543037284,0.009011121,22,18,22,4,0
8,rdh10a,retinol dehydrogenase 10a,Late Downregulated,0.020731117,valid,TRUE,NA,1317,22,22,5,4,NC-072787.1-14205655-14206489,NC_072787.1,14205655,14206489,gene_body,0,0.527974367,0.011549672,0.439997058,0.286278938,0.196488012,22,21,22,1,0
9,LOC111569679,kelch-like protein 29,Transiently Upregulated,0.00399815,valid,TRUE,NA,1218,22,22,74,16,NC-072777.1-31934107-31935331,NC_072777.1,31934107,31935331,gene_body,0,0.280398797,0.206245051,0.827106737,0.144960943,0.519801067,22,18,22,4,0
9,LOC111572933,protocadherin alpha-C2-like,Transiently Upregulated,0.002771816,valid,TRUE,NA,1218,22,22,29,10,NC-072778.1-19199855-19202134,NC_072778.1,19199855,19202134,gene_body,0,0.294737973,0.183006637,0.794723265,0.220779221,0.323469106,22,22,22,0,0
9,esr2b,estrogen receptor 2b,Late Upregulated,0.049101393,invalid,FALSE,too_many_atac_zeros,1218,22,22,10,0,NC-072785.1-30006557-30007761,NC_072785.1,30006557,30007761,gene_body,0,-0.31380694,0.154971286,NA,-0.286601481,0.195962,22,11,22,11,0
0,dync1li2,Dynein cytoplasmic 1 light intermediate chain 2,Late Upregulated,0.028586721,valid,TRUE,NA,6602,22,22,2,2,NC-072766.1-8138226-8138567,NC_072766.1,8138226,8138567,gene_body,0,-0.289711636,0.190938685,0.814093123,-0.096555618,0.669050647,22,22,22,0,0
0,LOC111568755,voltage-dependent R-type calcium channel subunit alpha-1E,Late Upregulated,0.025495132,valid,TRUE,NA,6602,22,22,28,25,NC-072767.1-4724722-4725086,NC_072767.1,4724722,4725086,gene_body,0,0.558514311,0.006900096,0.359571667,0.462016398,0.030407755,22,20,22,2,0
0,LOC129348769,NA,Transiently Downregulated,0.02838358,valid,TRUE,NA,6602,22,22,2,2,NC-072769.1-28452701-28454036,NC_072769.1,28452701,28454036,gene_body,0,0.20460429,0.361044755,0.893434931,0.037842419,0.867216493,22,22,20,0,2
0,ddr2l,"discoidin domain receptor family, member 2, like",Early Downregulated,0.021218473,valid,TRUE,NA,6602,22,22,2,1,NC-072771.1-1786731-1787322,NC_072771.1,1786731,1787322,gene_body,0,0.051985038,0.818283401,0.975849515,-0.022071307,0.922335549,22,19,19,3,3
0,kiaa0753,kiaa0753,Transiently Downregulated,0.001471425,valid,TRUE,NA,6602,22,22,4,4,NC-072772.1-889541-890324,NC_072772.1,889541,890324,gene_body,0,-0.441908045,0.039482017,0.548242927,-0.428571429,0.046583798,22,22,22,0,0
0,LOC129349297,NA,Transiently Downregulated,0.001093863,valid,TRUE,NA,6602,22,22,2,2,NC-072772.1-34601415-34602135,NC_072772.1,34601415,34602135,gene_body,0,0.385057628,0.076790445,0.605374107,0.438735178,0.041089233,22,22,22,0,0
0,LOC118471263,NA,Early Downregulated,0.016443092,valid,TRUE,NA,6602,22,22,3,3,NC-072774.1-5715254-5716830,NC_072774.1,5715254,5716830,gene_body,0,0.268845003,0.226348935,0.832609023,0.095426313,0.672712133,22,22,21,0,1
0,LOC129350154,NA,Late Upregulated,0.047617468,valid,TRUE,NA,6602,22,22,1,1,NC-072777.1-9636778-9637092,NC_072777.1,9636778,9637092,gene_body,0,0.006213598,0.978106182,0.994147805,0.005081875,0.982093161,22,22,22,0,0
0,LOC111582645,multidrug and toxin extrusion protein 1-like ,Late Upregulated,0.000136689,valid,TRUE,NA,6602,22,22,3,3,NC-072779.1-12403985-12404400,NC_072779.1,12403985,12404400,gene_body,0,-0.24375503,0.274319675,0.836024326,-0.270468662,0.22344863,22,22,22,0,0
0,LOC111564926,carbohydrate-responsive element-binding protein,Progressively Upregulated,0.022233897,valid,TRUE,NA,6602,22,22,3,3,NC-072779.1-26653881-26654363,NC_072779.1,26653881,26654363,gene_body,0,0.243912088,0.274000883,0.836024326,0.317424469,0.150013291,22,20,22,2,0
0,chrac1,chromatin accessibility complex subunit 1,Late Upregulated,0.001094132,valid,TRUE,NA,6602,22,22,1,1,NC-072780.1-8723181-8724134,NC_072780.1,8723181,8724134,gene_body,0,0.282871801,0.202102773,0.827106737,0.345002823,0.115840262,22,22,22,0,0
0,LOC111571804,hyaluronan-binding protein 2-like,Transiently Downregulated,0.049926263,invalid,FALSE,no_peak_over_gene_or_promoter,6602,22,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,hs3st3b1b,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1b,Early Upregulated,0.013070437,valid,TRUE,NA,6602,22,22,5,3,NC-072783.1-1502996-1505126,NC_072783.1,1502996,1505126,gene_body,0,0.305806867,0.166340742,0.782921139,0.059288538,0.793255452,22,22,22,0,0
0,LOC118471785,complement c3 alpha chain-like,Late Downregulated,0.046618561,valid,TRUE,NA,6602,22,22,1,1,NC-072783.1-33532231-33534191,NC_072783.1,33532231,33534191,gene_body,0,0.244498134,0.272813411,0.836024326,0.120271033,0.59394077,22,22,22,0,0
0,LOC111584513,SH3 and cysteine-rich domain-containing protein 2-like,Transiently Downregulated,0.022107831,valid,TRUE,NA,6602,22,22,9,8,NC-072784.1-11963195-11963661,NC_072784.1,11963195,11963661,gene_body,0,-0.61082797,0.002530715,0.26375674,-0.745906268,6.74290359022304e-05,22,21,22,1,0
0,bcl11ba,BCL11 transcription factor B a,Transiently Upregulated,0.016434048,valid,TRUE,NA,6602,22,22,12,12,NC-072785.1-23235492-23236650,NC_072785.1,23235492,23236650,gene_body,0,0.370420608,0.089698833,0.662500039,0.323546019,0.141879494,22,22,22,0,0
0,gng2,"guanine nucleotide binding protein (G protein), gamma 2",Early Downregulated,0.017672415,valid,TRUE,NA,6602,22,22,5,5,NC-072785.1-24435289-24435990,NC_072785.1,24435289,24435990,gene_body,0,0.439516037,0.040689029,0.548242927,0.421795596,0.0505524,22,22,22,0,0
0,LOC111565840,diphosphoinositol polyphosphate phosphohydrolase 3-beta-like,Early Downregulated,0.000163446,valid,TRUE,NA,6602,22,22,7,7,NC-072786.1-17665115-17666307,NC_072786.1,17665115,17666307,gene_body,0,-0.331643133,0.131607587,0.743662149,-0.339356296,0.122327878,22,22,22,0,0
0,tmbim4,transmembrane BAX inhibitor motif containing 4,Late Upregulated,0.01126239,valid,TRUE,NA,6602,22,22,2,2,NC-072786.1-20784779-20786258,NC_072786.1,20784779,20786258,gene_body,0,-0.236714945,0.28884934,0.838558948,-0.294184077,0.183869509,22,22,22,0,0
0,hhla2b.1,"HERV-H LTR-associating 2b, tandem duplicate 1",Late Downregulated,0.03117873,valid,TRUE,NA,6602,22,22,3,2,NC-072787.1-22947863-22948149,NC_072787.1,22947863,22948149,gene_body,0,-0.476927679,0.02481408,0.492088534,-0.42066629,0.051238474,22,22,22,0,0
0,LOC111587507,NA,Early Downregulated,0.040185922,valid,TRUE,NA,6602,22,22,1,1,NC-072788.1-18240261-18240960,NC_072788.1,18240261,18240960,gene_body,0,0.107157228,0.635040648,0.951963705,0.15866742,0.480647052,22,22,21,0,1
1,glceb,glucuronic acid epimerase b,Late Downregulated,0.007470963,valid,TRUE,NA,3543,22,22,23,12,NC-072766.1-1883822-1884799,NC_072766.1,1883822,1884799,gene_body,0,0.384116668,0.077575648,0.605374107,0.490375691,0.020504273,22,18,22,4,0
1,znf710b,zinc finger protein 710b,Transiently Upregulated,0.014102484,valid,TRUE,NA,3543,22,22,6,6,NC-072766.1-19248175-19248409,NC_072766.1,19248175,19248409,proximal_promoter,1280,0.440304365,0.040288095,0.548242927,0.462450593,0.030231878,22,21,22,1,0
1,ssbp4,single stranded DNA binding protein 4,Transiently Upregulated,0.040475344,valid,TRUE,NA,3543,22,22,23,16,NC-072767.1-40030679-40032342,NC_072767.1,40030679,40032342,gene_body,0,0.388163682,0.074240909,0.605374107,0.314511575,0.153996667,22,22,22,0,0
1,mical2b,"microtubule associated monooxygenase, calponin and LIM domain containing 2b",Late Upregulated,0.045489791,valid,TRUE,NA,3543,22,22,3,3,NC-072768.1-39694854-39695613,NC_072768.1,39694854,39695613,gene_body,0,-0.06586247,0.770893716,0.970472354,-0.203839639,0.362881202,22,22,21,0,1
1,slc44a2,solute carrier family 44 member 2 (CTL2 blood group),Early Downregulated,0.043070759,valid,TRUE,NA,3543,22,22,3,3,NC-072769.1-30174345-30175517,NC_072769.1,30174345,30175517,gene_body,0,-0.25511448,0.251864988,0.832698197,-0.048131563,0.831559479,22,18,22,4,0
1,LOC111566713,rho guanine nucleotide exchange factor 28-like,Early Upregulated,0.007951369,valid,TRUE,NA,3543,22,22,11,5,NC-072771.1-32586745-32587912,NC_072771.1,32586745,32587912,gene_body,0,0.331681807,0.131559838,0.743662149,0.173962165,0.438778389,22,20,22,2,0
1,tmed4,transmembrane p24 trafficking protein 4,Late Downregulated,0.012039676,valid,TRUE,NA,3543,22,22,1,1,NC-072773.1-5208144-5209243,NC_072773.1,5208144,5209243,gene_body,0,0.680517722,0.000491391,0.091652537,0.438735178,0.041089233,22,22,22,0,0
1,LOC111564014,formin 1-like,Early Downregulated,0.001027959,invalid,FALSE,too_many_rna_zeros,3543,22,22,2,0,NC-072773.1-7390500-7391717,NC_072773.1,7390500,7391717,gene_body,0,0.305157907,0.167287709,NA,0.22505195,0.313951778,22,22,14,0,8
1,rpl24,ribosomal protein L24,Early Upregulated,0.049212683,valid,TRUE,NA,3543,22,22,1,1,NC-072776.1-225986-227640,NC_072776.1,225986,227640,gene_body,0,-0.22394798,0.316394371,0.846293712,-0.162055336,0.471203613,22,22,22,0,0
1,tap2t,"transporter associated with antigen processing, subunit type t, teleost specific",Late Upregulated,0.0040683,valid,TRUE,NA,3543,22,22,4,2,NC-072783.1-3448178-3449037,NC_072783.1,3448178,3449037,gene_body,0,0.729056795,0.000118596,0.055621481,0.696216827,0.000319626,22,22,22,0,0
1,plce1,"phospholipase C, epsilon 1",Progressively Downregulated,0.024564934,valid,TRUE,NA,3543,22,22,9,6,NC-072783.1-27677931-27678971,NC_072783.1,27677931,27678971,gene_body,0,0.27924554,0.208196061,0.827106737,0.310307019,0.159876258,22,18,22,4,0
1,pcnx4,pecanex 4,Late Upregulated,0.037869341,valid,TRUE,NA,3543,22,22,1,1,NC-072785.1-15076977-15078154,NC_072785.1,15076977,15078154,gene_body,0,0.478227975,0.024368197,0.492088534,0.40824393,0.059268514,22,22,22,0,0
1,nkx2.2a,NK2 homeobox 2a,Late Upregulated,0.000239729,valid,TRUE,NA,3543,22,22,4,4,NC-072785.1-19714600-19715975,NC_072785.1,19714600,19715975,gene_body,0,0.095829337,0.671404603,0.951963705,-0.044607566,0.843739473,22,22,22,0,0
1,lhfpl3,LHFPL tetraspan subfamily member 3,Late Upregulated,2.84e-05,valid,TRUE,NA,3543,22,22,13,7,NC-072786.1-5963349-5965528,NC_072786.1,5963349,5965528,gene_body,0,-0.453755779,0.033910913,0.548242927,-0.380011293,0.08107218,22,22,22,0,0
1,foxp2,foxp2,Late Upregulated,2.3e-05,valid,TRUE,NA,3543,22,22,21,14,NC-072786.1-8365715-8366494,NC_072786.1,8365715,8366494,gene_body,0,0.416998925,0.053516125,0.551627749,0.445511011,0.037717048,22,22,22,0,0
1,zgc:113263,uncharacterized LOC111565846,Transiently Downregulated,0.033556054,valid,TRUE,NA,3543,22,22,3,1,NC-072786.1-17460030-17461220,NC_072786.1,17460030,17461220,gene_body,0,0.151935116,0.499691002,0.946093448,0.263692829,0.235715642,22,22,22,0,0
1,cog5,component of oligomeric golgi complex 5,Late Downregulated,0.010321103,valid,TRUE,NA,3543,22,22,15,4,NC-072786.1-18659600-18661662,NC_072786.1,18659600,18661662,gene_body,0,0.388660362,0.07383921,0.605374107,0.233296518,0.296073694,22,18,22,4,0
1,skida1,SKI/DACH domain containing 1,Progressively Downregulated,0.00014944,valid,TRUE,NA,3543,22,22,2,2,NC-072787.1-12728072-12728874,NC_072787.1,12728072,12728874,gene_body,0,0.342619559,0.118547379,0.734911835,0.311123659,0.158722214,22,22,21,0,1
1,lrch4,leucine-rich repeats and calponin homology (CH) domain containing 4,Transiently Upregulated,0.002397927,valid,TRUE,NA,3543,22,22,14,11,NC-072788.1-19013112-19013709,NC_072788.1,19013112,19013709,gene_body,0,0.406650747,0.060364306,0.556630507,0.41789522,0.052952409,22,18,22,4,0
1,LOC111574283,gap junction gamma-1 protein-like,Late Upregulated,0.002239103,invalid,FALSE,too_many_atac_zeros,3543,22,22,1,0,NC-072789.1-15547618-15548280,NC_072789.1,15547618,15548280,gene_body,0,-0.084749812,0.707672305,NA,-0.072423269,0.748750468,22,9,18,13,4
10,LOC111577946,endonuclease V,Early Downregulated,0.043894364,valid,TRUE,NA,1157,22,22,12,2,NC-072769.1-34031699-34032625,NC_072769.1,34031699,34032625,gene_body,0,0.20001429,0.37214917,0.897367407,-0.070115943,0.756517088,22,20,19,2,3
10,LOC111575028,14-3-3-like protein,Transiently Upregulated,0.011023547,valid,TRUE,NA,1157,22,22,2,1,NC-072780.1-7309303-7310296,NC_072780.1,7309303,7310296,gene_body,0,-0.504635146,0.01661378,0.447591623,-0.639932248,0.001339245,22,20,22,2,0
10,spag9b,Sperm-associated antigen 9,Early Upregulated,0.024136325,valid,TRUE,NA,1157,22,22,9,3,NC-072783.1-19912555-19914142,NC_072783.1,19912555,19914142,gene_body,0,-0.271102777,0.222322614,0.827275403,-0.159796725,0.477488714,22,22,22,0,0
10,fsip1,fibrous sheath interacting protein 1,Early Downregulated,0.041891349,invalid,FALSE,too_many_rna_zeros,1157,22,22,8,0,NC-072785.1-17139864-17141437,NC_072785.1,17139864,17141437,gene_body,0,0.289302837,0.191593908,NA,0.052811754,0.815441306,22,21,17,1,5
10,mkln1,"muskelin 1, intracellular mediator containing kelch motifs",Early Downregulated,0.012775861,valid,TRUE,NA,1157,22,22,9,1,NC-072786.1-21365999-21367924,NC_072786.1,21365999,21367924,gene_body,0,-0.052050397,0.81805863,0.975849515,0.015814742,0.944311571,22,20,22,2,0
10,LOC111580292,thymosin beta 4 X-linked ,Early Upregulated,0.002703826,valid,TRUE,NA,1157,22,22,1,1,NC-072789.1-11851850-11854075,NC_072789.1,11851850,11854075,gene_body,0,0.18089309,0.42046422,0.931519511,0.249011858,0.263776494,22,22,22,0,0
11,stk35,serine/threonine kinase 35,Transiently Downregulated,0.01541047,valid,TRUE,NA,1107,22,22,5,1,NC-072773.1-8136127-8137949,NC_072773.1,8136127,8137949,gene_body,0,0.45975836,0.031335509,0.543055906,-0.03049986,0.892819569,22,21,20,1,2
11,tdh,L-threonine dehydrogenase,Late Upregulated,0.006983952,valid,TRUE,NA,1107,22,22,2,1,NC-072777.1-576921-578810,NC_072777.1,576921,578810,gene_body,0,0.077045262,0.733263739,0.970100687,0.176936235,0.430868507,22,21,19,1,3
11,nelfe,negative elongation factor complex member E,Early Downregulated,0.041934948,invalid,FALSE,too_many_atac_zeros,1107,22,22,2,0,NC-072780.1-94540-94751,NC_072780.1,94540,94751,gene_body,0,0.081970903,0.716869278,NA,-0.05040177,0.823732505,22,4,19,18,3
11,mast4,microtubule associated serine/threonine kinase family member 4,Early Downregulated,0.000597028,invalid,FALSE,too_many_atac_zeros,1107,22,22,18,0,NC-072782.1-17664310-17664597,NC_072782.1,17664310,17664597,gene_body,0,0.42012009,0.051572869,NA,0.363321779,0.096509985,22,4,22,18,0
