"","cluster","gene","Mass_estimate","Mass_summary_p.value","Mass_summary_q.value"
"1",11,"LOC129348986",-0.000448637767940412,0.90887745765342,0.999988268263527
"2",11,"trip4",0.00127379527630146,0.819467501109435,0.999988268263527
"3",11,"cln6a",-4.94218904387485e-05,0.966711806298881,0.999988268263527
"4",11,"LOC111568352",-0.000957273201313621,0.45729054599221,0.999988268263527
"5",11,"rps17",-0.00092974483763419,0.386223203441159,0.999988268263527
"6",11,"csnk1g1",9.06095406071361e-05,0.966858473083974,0.999988268263527
"7",11,"LOC111571203",-0.000340605222422994,0.790569488026178,0.999988268263527
"8",11,"neo1a",-0.002171644692235,0.603652639794066,0.999988268263527
"9",11,"LOC111567962",-0.00356724824705362,0.372315142721789,0.999988268263527
"10",11,"LOC129347359",-9.30677619594043e-06,0.972967353542865,0.999988268263527
"11",11,"bbs4",0.0034870602265607,0.16170274473772,0.999988268263527
"12",11,"scamp2l",-0.00135062727977554,0.480124696777316,0.999988268263527
"13",11,"myo9aa",4.09994378160125e-05,0.980698633064878,0.999988268263527
"14",11,"senp8",-0.000154248371847856,0.807775396562522,0.999988268263527
"15",11,"LOC111580711",-0.0013102003924482,0.519213020571769,0.999988268263527
"16",11,"anp32a",0.00105837153254306,0.44844459011711,0.999988268263527
"17",11,"coro2ba",-0.00356483510284351,0.325241679036638,0.999988268263527
"18",11,"itga11a",-0.000713484959835629,0.520773988329412,0.999988268263527
"19",11,"LOC111564424",2.30221391459948e-05,0.937571210318029,0.999988268263527
"20",11,"LOC111564416",-0.00102608662931223,0.0133177044894182,0.999988268263527
"21",11,"cpeb1b",-0.00111084373977313,0.54131152140092,0.999988268263527
"22",11,"LOC111564418",-0.000913808549788007,0.57018629248789,0.999988268263527
"23",11,"LOC111564417",-0.00118074876367822,0.212891483488081,0.999988268263527
"24",11,"LOC111564410",0.000516621757193016,0.689983131620013,0.999988268263527
"25",11,"cars1",-0.00162762336395559,0.455227268234779,0.999988268263527
"26",11,"pex16",-0.000844003203238434,0.760696855015174,0.999988268263527
"27",11,"arfgap2",-0.00351468891968683,0.024472794736841,0.999988268263527
"28",11,"LOC118469870",-1.77814885357477e-05,0.971964066052109,0.999988268263527
"29",11,"glceb",-0.00138627182316774,0.776303942389812,0.999988268263527
"30",11,"paqr5b",0.0001834565117759,0.791407258988465,0.999988268263527
"31",11,"tle3b",-0.000613533699081553,0.703100133979591,0.999988268263527
"32",11,"uacab",0.000715379709554221,0.6499539630402,0.999988268263527
"33",11,"LOC111564639",-0.00323111543583202,0.102845182288885,0.999988268263527
"34",11,"rxfp3.3a1",0.000940435442485808,0.671357971849838,0.999988268263527
"35",11,"pias1a",0.00425048715396675,0.46965566021338,0.999988268263527
"36",11,"skor1a",-0.000118129732706107,0.867815040568124,0.999988268263527
"37",11,"map2k5",0.00207370870432653,0.248999977541171,0.999988268263527
"38",11,"smad3a",-0.00057815623213174,0.911248117419134,0.999988268263527
"39",11,"smad6a",-0.00054483607333743,0.143157893481908,0.999988268263527
"40",11,"tmem208",0.000837717326496657,0.446576350687976,0.999988268263527
"41",11,"slc39a1",-0.00045181422125821,0.468256967307422,0.999988268263527
"42",11,"LOC111565738",-0.00173676565865885,0.342563490244344,0.999988268263527
"43",11,"LOC111565745",0.000146722338840149,0.881538084081177,0.999988268263527
"44",11,"mibp2",-0.00157850237791122,0.167457583510074,0.999988268263527
"45",11,"bloc1s6",-5.51102857424591e-05,0.978842457960743,0.999988268263527
"46",11,"slc30a4",-0.000859559557432325,0.432440718174336,0.999988268263527
"47",11,"spata5l1",0.000329385230431865,0.70134576040616,0.999988268263527
"48",11,"dtwd1",-0.00142278701497245,0.0657374649932769,0.999988268263527
"49",11,"cops2",0.000121411755398777,0.926039531576691,0.999988268263527
"50",11,"secisbp2l",-0.00111320098073221,0.461867093129894,0.999988268263527
"51",11,"dut",0.000561130821911094,0.553903027762474,0.999988268263527
"52",11,"slc12a1",0.000486823701336445,0.796656593793504,0.999988268263527
"53",11,"ctxn2",0.000105367277915491,0.812767310499894,0.999988268263527
"54",11,"myef2",0.00125759750088012,0.637339556127506,0.999988268263527
"55",11,"LOC111565754",-3.74202517179755e-05,0.932518180532458,0.999988268263527
"56",11,"sema6dl",-0.000289008411898268,0.757013645171025,0.999988268263527
"57",11,"dmxl2",-0.00251521491737951,0.584385610328827,0.999988268263527
"58",11,"LOC111565746",0.000555106726867747,0.625130090607284,0.999988268263527
"59",11,"tnfaip8l3",-0.00151958888679231,0.447199995255322,0.999988268263527
"60",11,"scg3",-0.00229436593214989,0.231424647448362,0.999988268263527
"61",11,"lysmd2",-0.00130744241391002,0.438449154067541,0.999988268263527
"62",11,"tmod2",0.000547891250313988,0.56616306478864,0.999988268263527
"63",11,"leo1",0.000266157815717702,0.833377030081548,0.999988268263527
"64",11,"LOC129350374",0.000608484226450509,0.044571071107444,0.999988268263527
"65",11,"mapk6",-0.00461985207830075,0.0127433721284693,0.999988268263527
"66",11,"LOC118471234",-0.00219093166932407,0.0157631882590936,0.999988268263527
"67",11,"LOC111577620",0.000413684939961024,0.012264590448085,0.999988268263527
"68",11,"usp8",-2.61116548841013e-05,0.986256234135286,0.999988268263527
