"","cluster","gene","Mass_estimate","Mass_summary_p.value","Mass_summary_q.value"
"1",27,"LOC129348986",-0.00351516242412011,0.334905694992279,0.999943852669311
"2",27,"trip4",0.00123842421780885,0.707121046322381,0.999943852669311
"3",27,"cln6a",6.14622559271655e-05,0.944619243352399,0.999943852669311
"4",27,"rxfp3.3a2",-2.63350907548421e-05,0.955870508925492,0.999943852669311
"5",27,"rps17",0.00186208830300887,0.468274099838115,0.999943852669311
"6",27,"csnk1g1",-0.00106037428679414,0.787271951129296,0.999943852669311
"7",27,"LOC111571203",0.00071099747915643,0.664004915762183,0.999943852669311
"8",27,"neo1a",-0.00909228290236925,0.0974347266065642,0.999943852669311
"9",27,"LOC111567962",-0.00304211024962495,0.626018803931267,0.999943852669311
"10",27,"bbs4",0.000194961709263926,0.951060313310034,0.999943852669311
"11",27,"scamp2l",0.00319070605911083,0.163581534214224,0.999943852669311
"12",27,"LOC129347348",0.00130359859653173,0.546429371707974,0.999943852669311
"13",27,"myo9aa",0.000682612827385849,0.923857319225956,0.999943852669311
"14",27,"senp8",-0.00181787601214252,0.117473566221416,0.999943852669311
"15",27,"LOC111580711",-0.00100877214713282,0.739157779369156,0.999943852669311
"16",27,"anp32a",0.00213280764461658,0.0187796205788776,0.999943852669311
"17",27,"coro2ba",0.000584797403439919,0.907264377405304,0.999943852669311
"18",27,"cpeb1b",-0.000840582992226284,0.606337668989387,0.999943852669311
"19",27,"LOC111564421",0.000849571240452289,0.210286512438845,0.999943852669311
"20",27,"LOC111564418",-0.00153521167784064,0.400130843479131,0.999943852669311
"21",27,"LOC111564410",-0.00177627047925514,0.430195971849813,0.999943852669311
"22",27,"LOC111564425",-0.000365412300261055,0.616096995643553,0.999943852669311
"23",27,"cars1",-0.000361967687716627,0.899048924093907,0.999943852669311
"24",27,"pex16",-2.32256417477155e-05,0.989849940070539,0.999943852669311
"25",27,"arfgap2",0.00197312785144561,0.474405386662329,0.999943852669311
