"","cluster","gene","Mass_estimate","Mass_summary_p.value","Mass_summary_q.value"
"1",16,"LOC129348986",0.00265783055745756,0.45876073813738,0.997635705792649
"2",16,"trip4",0.00383041499168537,0.277742939509824,0.997635705792649
"3",16,"chrna7a",-0.000707544485768874,0.757005056642466,0.997635705792649
"4",16,"cln6a",0.00116265609864599,0.244078009976298,0.997635705792649
"5",16,"calml4a",0.000742961628012144,0.584110073634623,0.997635705792649
"6",16,"LOC111568352",0.000358367327133163,0.448575739432095,0.997635705792649
"7",16,"rps17",-0.00148012586564121,0.248035617186568,0.997635705792649
"8",16,"csnk1g1",0.00124839195529525,0.547229726555699,0.997635705792649
"9",16,"LOC111571203",-0.000472873605064309,0.734749302188507,0.997635705792649
"10",16,"neo1a",-0.00259147097824257,0.68130092876009,0.997635705792649
"11",16,"LOC129349243",-0.000925420105682619,0.259788002517147,0.997635705792649
"12",16,"LOC111567962",0.000140730459054795,0.976723942613936,0.998898548312457
"13",16,"bbs4",0.0013716399489454,0.225584582971028,0.997635705792649
"14",16,"scamp2l",0.000666675814546636,0.684708859668641,0.997635705792649
"15",16,"myo9aa",0.000511273879673303,0.741971398755492,0.997635705792649
"16",16,"LOC111580711",-0.000241957563475032,0.781023866406491,0.997635705792649
"17",16,"anp32a",0.000804930037162077,0.325232803695437,0.997635705792649
"18",16,"coro2ba",0.000245923172565198,0.910671017938517,0.998629103036811
"19",16,"itga11a",0.000174613164876838,0.850713564721308,0.997635705792649
"20",16,"LOC111564416",-0.00121861102367119,0.0403676501311583,0.997635705792649
"21",16,"cpeb1b",5.08314024549528e-05,0.923661333972977,0.998629103036811
"22",16,"LOC111564421",0.000156765904099513,0.790507163981672,0.997635705792649
"23",16,"LOC111564418",0.00138343376633664,0.0956952917764542,0.997635705792649
"24",16,"LOC111564417",0.00143641012164886,0.246988861470934,0.997635705792649
"25",16,"LOC111564410",0.000544651484988399,0.81029715178559,0.997635705792649
"26",16,"cars1",-0.00133532413458114,0.411947262971748,0.997635705792649
"27",16,"pex16",0.00116919318390994,0.539005866637006,0.997635705792649
"28",16,"arfgap2",-0.000274681855979884,0.916462088865362,0.998629103036811
