"","cluster","gene","behavior_p.value","behavior_estimate","behavior_p.value.1","behavior_q.value"
"1",12,"LOC129348986",0.293894878754709,-0.00020879550225833,0.293894878754709,0.936123558458499
"2",12,"trip4",0.688743565183045,4.79762550551889e-05,0.688743565183045,0.973922751750801
"3",12,"cln6a",0.405023158402738,-4.12959964587615e-05,0.405023158402738,0.941161031978608
"4",12,"LOC118470268",0.956924663164844,-1.09090480850552e-06,0.956924663164844,0.997992120718608
"5",12,"rps17",0.187991643374851,6.78221057947308e-05,0.187991643374851,0.934042333419467
"6",12,"csnk1g1",0.463340676902402,0.000101207141625531,0.463340676902402,0.948529547454996
"7",12,"LOC111571203",0.936386339748176,-4.73790217023926e-06,0.936386339748176,0.997417296982537
"8",12,"neo1a",0.807719257832143,-4.64736618445782e-05,0.807719257832143,0.985072450245434
"9",12,"LOC129349243",0.691507964080416,-1.34714736732249e-05,0.691507964080416,0.974145828188377
"10",12,"LOC111567962",0.632290942964667,-9.14729027924814e-05,0.632290942964667,0.967637273332015
"11",12,"bbs4",0.769709147099084,-2.67868826949674e-05,0.769709147099084,0.985039323911074
"12",12,"scamp2l",0.711862878052654,1.59437534221879e-05,0.711862878052654,0.977182872283351
"13",12,"LOC129347348",0.0559879187151967,3.68357955264018e-05,0.0559879187151967,0.926923053927181
"14",12,"myo9aa",0.245640237955477,-6.68719967802201e-05,0.245640237955477,0.936123558458499
"15",12,"senp8",0.972720103762049,7.48455504068633e-07,0.972720103762049,0.999835916714124
"16",12,"LOC111580711",0.775242363765588,8.43771904915251e-06,0.775242363765588,0.985072450245434
"17",12,"anp32a",0.123294751177421,-5.48048167975401e-05,0.123294751177421,0.926923053927181
"18",12,"coro2ba",0.54245626622684,-9.69991750947618e-05,0.54245626622684,0.959533716408311
"19",12,"itga11a",0.636742035943424,1.88950443441266e-05,0.636742035943424,0.967637273332015
"20",12,"LOC111564424",0.310012191543889,2.35722658320936e-05,0.310012191543889,0.936123558458499
"21",12,"LOC111564416",0.00137309092106728,7.86218462015792e-05,0.00137309092106728,0.926923053927181
"22",12,"cpeb1b",0.134992059975493,-5.26664409398557e-05,0.134992059975493,0.928328723285844
"23",12,"LOC111564421",0.204147715131122,2.35229300333273e-05,0.204147715131122,0.93605314128891
"24",12,"LOC111564418",0.309522665125601,2.88685151170751e-05,0.309522665125601,0.936123558458499
"25",12,"LOC111564410",0.71884911068017,-1.82028430608571e-05,0.71884911068017,0.979976075571674
"26",12,"cars1",0.509900214699083,-4.35841936134088e-05,0.509900214699083,0.952439980320381
"27",12,"pex16",0.296489821684675,-4.4418737623158e-05,0.296489821684675,0.936123558458499
"28",12,"arfgap2",0.790858336394215,2.58631805313678e-05,0.790858336394215,0.985072450245434
"29",12,"glceb",0.937025922478382,7.3573147282288e-06,0.937025922478382,0.997417296982537
"30",12,"tle3b",0.637056002681949,-2.93880283540045e-05,0.637056002681949,0.967637273332015
"31",12,"LOC111564639",0.647186195067643,-6.71608198130945e-05,0.647186195067643,0.968109639647444
"32",12,"pias1a",0.329881402879594,0.000141561187919963,0.329881402879594,0.936123558458499
"33",12,"skor1a",0.293771727481592,-3.59218131181332e-05,0.293771727481592,0.936123558458499
"34",12,"map2k5",0.414828296870896,-9.65951017040332e-05,0.414828296870896,0.941161031978608
"35",12,"smad3a",0.461941379483587,-5.19318795678223e-05,0.461941379483587,0.948529547454996
"36",12,"tmem208",0.325490455007641,2.87164980636856e-05,0.325490455007641,0.936123558458499
"37",12,"slc39a1",0.631495176934915,1.24284736613627e-05,0.631495176934915,0.967516931797715
"38",12,"LOC111565738",0.896731007234928,-7.33657222930158e-06,0.896731007234928,0.992130311037145
"39",12,"LOC111565745",0.545972921952546,-3.49048948862344e-05,0.545972921952546,0.959533716408311
"40",12,"mibp2",0.968064419582415,-1.32455199467295e-06,0.968064419582415,0.998877640131025
"41",12,"bloc1s6",0.275818843374699,-5.57051386134896e-05,0.275818843374699,0.936123558458499
"42",12,"slc30a4",0.125462323909751,7.83710982962293e-05,0.125462323909751,0.926923053927181
"43",12,"spata5l1",0.0997580321864841,-4.63960619532483e-05,0.0997580321864841,0.926923053927181
