"","cluster","gene","behavior_p.value","behavior_estimate","behavior_p.value.1","behavior_q.value"
"1",14,"LOC129348986",0.0836961295437711,0.000283499813354841,0.0836961295437711,0.813175813977883
"2",14,"trip4",0.346189738922812,0.000145180789301498,0.346189738922812,0.877588729595019
"3",14,"cln6a",0.849508693094705,1.09801426380212e-05,0.849508693094705,0.979221658406871
"4",14,"LOC118470268",0.544677055819296,1.35985978255254e-05,0.544677055819296,0.929871549663277
"5",14,"LOC111568352",0.474198321859883,-9.334316020015e-05,0.474198321859883,0.913449362703225
"6",14,"rps17",0.529373532272874,-4.9667934722283e-05,0.529373532272874,0.924059829456527
"7",14,"csnk1g1",0.0166006899231203,0.000266844906380744,0.0166006899231203,0.79404790624057
"8",14,"LOC111571203",0.628160087030454,3.82931268187533e-05,0.628160087030454,0.944042824597543
"9",14,"neo1a",0.521259731862298,0.00013270267206688,0.521259731862298,0.923282924842344
"10",14,"LOC111567962",0.551794172908712,-6.35766658632313e-05,0.551794172908712,0.930439723218079
"11",14,"bbs4",0.219179227691748,9.18715316560668e-05,0.219179227691748,0.842582709175288
"12",14,"scamp2l",0.977971316006521,5.14861455495491e-07,0.977971316006521,0.996891857002488
"13",14,"myo9aa",0.827602475869777,3.54103740738145e-05,0.827602475869777,0.975748890780719
"14",14,"LOC111580711",0.615934215216406,0.000107192021715771,0.615934215216406,0.943558944185237
"15",14,"anp32a",0.470910274778194,-2.16884327069021e-05,0.470910274778194,0.912594808071468
"16",14,"coro2ba",0.93083525383309,5.69357695792287e-06,0.93083525383309,0.991448612200756
"17",14,"itga11a",0.651089018588619,-1.92830794001496e-05,0.651089018588619,0.949994511248215
"18",14,"LOC111588606",0.0319121787315038,3.62105781895292e-05,0.0319121787315038,0.79404790624057
"19",14,"LOC111564416",0.247027864877588,4.53175454769338e-05,0.247027864877588,0.854150248226429
"20",14,"LOC111564418",0.7272014136033,1.81953845953851e-05,0.7272014136033,0.961298944410755
"21",14,"LOC111564417",0.0647748451456358,4.71516809698739e-05,0.0647748451456358,0.79404790624057
"22",14,"LOC111564410",0.766096931012049,-1.36434193068605e-05,0.766096931012049,0.966768605040376
"23",14,"cars1",0.881650058114673,1.7116346657412e-05,0.881650058114673,0.984252507874539
"24",14,"pex16",0.415162101610558,-4.20787731048885e-05,0.415162101610558,0.903493581056952
"25",14,"arfgap2",0.723807504787583,3.45712635832078e-05,0.723807504787583,0.960264807115739
"26",14,"glceb",0.162108907954012,-0.000178795357012574,0.162108907954012,0.830588741756883
"27",14,"tle3b",0.919775058920349,1.28966355786706e-05,0.919775058920349,0.989410210855105
"28",14,"LOC129348677",0.368044092611964,-3.54720035483446e-05,0.368044092611964,0.8861570271801
"29",14,"uacab",0.591397033718047,-1.07405611479061e-05,0.591397033718047,0.938369872524006
"30",14,"LOC111564639",0.475361066900391,-6.92930065309309e-05,0.475361066900391,0.913449362703225
"31",14,"pias1a",0.464447493220104,0.000105888808908206,0.464447493220104,0.911031355218159
"32",14,"skor1a",0.778321727599461,-7.81265849120799e-06,0.778321727599461,0.969043531364226
"33",14,"map2k5",0.746543654367439,4.11023348677386e-05,0.746543654367439,0.963151300403352
"34",14,"smad3a",0.796787586686484,-1.95536487858943e-05,0.796787586686484,0.971794844487742
