"","cluster","gene","behavior_p.value","behavior_estimate","behavior_p.value.1","behavior_q.value"
"1",29,"LOC129348986",0.909051823311881,5.71146328654057e-05,0.909051823311881,0.997944461484492
"2",29,"trip4",0.878712193593823,3.85467057195498e-05,0.878712193593823,0.994092220477652
"3",29,"chrna7a",0.0474554675073481,0.000519472019614864,0.0474554675073481,0.926393736366608
"4",29,"cln6a",0.68545515423954,-6.61490352922584e-05,0.68545515423954,0.969839728646264
"5",29,"LOC111568352",0.904747888639577,1.79872322129734e-05,0.904747888639577,0.997944461484492
"6",29,"rps17",0.853509327199413,-3.2585906451803e-05,0.853509327199413,0.989650909007042
"7",29,"csnk1g1",0.142286228112877,0.000314179692620582,0.142286228112877,0.926393736366608
"8",29,"LOC111571203",0.344753041518225,-0.000111186691356355,0.344753041518225,0.94372807087133
"9",29,"neo1a",0.419390139836918,-0.000452641419543321,0.419390139836918,0.944403691542761
"10",29,"LOC111567962",0.989417645491109,-3.97563914190926e-06,0.989417645491109,0.999885089877898
"11",29,"bbs4",0.969083061589564,6.16525726616277e-06,0.969083061589564,0.998657931766544
"12",29,"scamp2l",0.240325488397306,-9.94295999612271e-05,0.240325488397306,0.931938054534445
"13",29,"myo9aa",0.975038579706511,1.59114829501832e-05,0.975038579706511,0.998657931766544
"14",29,"LOC111580711",0.164750416158996,-0.000858256752458872,0.164750416158996,0.926393736366608
"15",29,"anp32a",0.796621439442416,-1.14484651347489e-05,0.796621439442416,0.985915190091302
"16",29,"coro2ba",0.0255895423737952,-0.000270590890710952,0.0255895423737952,0.926393736366608
"17",29,"itga11a",0.657122749066897,-7.70168531248085e-05,0.657122749066897,0.965013145248487
"18",29,"LOC111564416",0.0423885138623513,-0.000150350580095056,0.0423885138623513,0.926393736366608
"19",29,"cpeb1b",0.593489637890332,4.46920085353782e-05,0.593489637890332,0.962683601465335
"20",29,"LOC111564421",0.50252187104946,-0.000114289891379484,0.50252187104946,0.953940223224121
"21",29,"LOC111564418",0.0636390515950366,-0.000142317274909285,0.0636390515950366,0.926393736366608
"22",29,"LOC111564410",0.132565182165159,-0.000215986037801151,0.132565182165159,0.926393736366608
"23",29,"cars1",0.927372574272193,-1.20655804270659e-05,0.927372574272193,0.998657931766544
"24",29,"pex16",0.950176129240085,-5.82841224809716e-06,0.950176129240085,0.998657931766544
"25",29,"arfgap2",0.619183247336269,8.07820396574592e-05,0.619183247336269,0.962683601465335
"26",29,"glceb",0.0247239365054906,0.000455467401947504,0.0247239365054906,0.926393736366608
"27",29,"tle3b",0.434295608758005,-0.000110208218098099,0.434295608758005,0.9449667352401
"28",29,"uacab",0.642440603530837,-9.34618074540593e-05,0.642440603530837,0.963565644820563
"29",29,"LOC111564639",0.150066459725308,-0.000255071281408855,0.150066459725308,0.926393736366608
"30",29,"pias1a",0.363783157270089,-0.000295651824276158,0.363783157270089,0.944015188776565
"31",29,"map2k5",0.642470349127511,0.000149681057624055,0.642470349127511,0.963565644820563
"32",29,"smad3a",0.0300808120626721,-0.000340021314178342,0.0300808120626721,0.926393736366608
"33",29,"tmem208",0.0146957878663181,0.000177653032114556,0.0146957878663181,0.926393736366608
"34",29,"LOC111565738",0.500584603020884,-0.000179845813434599,0.500584603020884,0.953940223224121
"35",29,"bloc1s6",0.699873574559474,7.20862318535985e-05,0.699873574559474,0.971788523924461
"36",29,"slc30a4",0.290241800081801,-0.000103417441701566,0.290241800081801,0.934617674260261
"37",29,"LOC111565744",0.0688337706863116,-0.000138199753989179,0.0688337706863116,0.926393736366608
"38",29,"cops2",0.311193123741359,-0.000137285787534322,0.311193123741359,0.940051723222258
"39",29,"secisbp2l",0.892259185287456,1.73877384007773e-05,0.892259185287456,0.994349796906524
"40",29,"fbn1",0.0945655822210165,-0.000484290800795954,0.0945655822210165,0.926393736366608
"41",29,"slc12a1",0.490537285121445,-4.83607962199525e-05,0.490537285121445,0.950820988119444
"42",29,"myef2",0.312327221675682,-0.000212269474087864,0.312327221675682,0.940051723222258
"43",29,"LOC111565754",0.873946673992998,1.85359180425764e-05,0.873946673992998,0.994092220477652
"44",29,"sema6dl",0.0433220348038834,0.000523041096410777,0.0433220348038834,0.926393736366608
"45",29,"LOC118470001",0.949892699376406,-1.3606930017712e-05,0.949892699376406,0.998657931766544
"46",29,"dmxl2",0.791319627121969,4.72624171003767e-05,0.791319627121969,0.98464057387669
"47",29,"tnfaip8l3",0.135727724829575,-0.000179457448578998,0.135727724829575,0.926393736366608
"48",29,"scg3",0.492679594533121,0.000157181963230615,0.492679594533121,0.951097284799144
"49",29,"lysmd2",0.902826663276463,1.03348626540555e-05,0.902826663276463,0.997944461484492
"50",29,"tmod2",0.0743560993605537,-0.000312578357945958,0.0743560993605537,0.926393736366608
"51",29,"leo1",0.718591431545253,-2.66154351312303e-05,0.718591431545253,0.973994330365287
"52",29,"mapk6",0.140228927365931,-0.00080561548954538,0.140228927365931,0.926393736366608
"53",29,"LOC118471234",0.0105569271933595,0.000163869044436986,0.0105569271933595,0.926393736366608
"54",29,"usp8",0.00896099635553683,0.000196736422920282,0.00896099635553683,0.926393736366608
"55",29,"zgc:158482",0.351995850241534,-0.000312784624920659,0.351995850241534,0.944015188776565
"56",29,"gatm",0.441928331999875,7.49630735841205e-05,0.441928331999875,0.9449667352401
"57",29,"pde8a",0.658130834601985,0.000122579837798388,0.658130834601985,0.965013145248487
"58",29,"LOC111563916",0.60226725571865,-7.45200201907038e-05,0.60226725571865,0.962683601465335
"59",29,"zrsr2",0.541841227857361,-7.7288290607992e-05,0.541841227857361,0.957487758117337
"60",29,"LOC111567330",0.373351316927967,-0.000156246507897149,0.373351316927967,0.944403691542761
"61",29,"phka2",0.915330048624389,-1.06365894944394e-05,0.915330048624389,0.997944461484492
"62",29,"cdkl5",0.263995144075988,-0.000156905439698845,0.263995144075988,0.933207830867403
"63",29,"scml2",0.336900919486945,0.000215196234865933,0.336900919486945,0.943401495215113
