"","cluster","gene","behavior_p.value","behavior_estimate","behavior_p.value.1","behavior_q.value"
"1",10,"LOC129348986",0.677073694010979,-0.000119387233757285,0.677073694010979,0.999716457765815
"2",10,"trip4",0.641232208219568,5.06974189151199e-05,0.641232208219568,0.999716457765815
"3",10,"cln6a",0.194186574552773,0.000113362187905198,0.194186574552773,0.999716457765815
"4",10,"LOC118470268",0.906912542416863,-3.36303856066279e-06,0.906912542416863,0.999716457765815
"5",10,"calml4a",0.000356375354660274,7.45491265483583e-05,0.000356375354660274,0.999716457765815
"6",10,"LOC111568352",0.969557067500894,-1.55638173531432e-06,0.969557067500894,0.999716457765815
"7",10,"rps17",0.0701906212663804,7.97243480055249e-05,0.0701906212663804,0.999716457765815
"8",10,"csnk1g1",0.323293981594866,8.23484677802915e-05,0.323293981594866,0.999716457765815
"9",10,"LOC111571203",0.277786535147855,-4.97389314326609e-05,0.277786535147855,0.999716457765815
"10",10,"neo1a",0.197158802786764,-0.000260069936080617,0.197158802786764,0.999716457765815
"11",10,"LOC129349243",0.624327006117039,1.21697802149586e-05,0.624327006117039,0.999716457765815
"12",10,"LOC111567962",0.505182661721697,-7.93576561184762e-05,0.505182661721697,0.999716457765815
"13",10,"bbs4",0.00641653436869969,0.000174702346595926,0.00641653436869969,0.999716457765815
"14",10,"scamp2l",0.615784698518104,-3.1322256677969e-05,0.615784698518104,0.999716457765815
"15",10,"myo9aa",0.825372038520734,-9.33436622084275e-06,0.825372038520734,0.999716457765815
"16",10,"senp8",0.831963120110405,5.49796121325048e-06,0.831963120110405,0.999716457765815
"17",10,"LOC111580711",0.958487966701067,-7.60169452046646e-07,0.958487966701067,0.999716457765815
"18",10,"anp32a",0.282598261912535,7.65208788814733e-05,0.282598261912535,0.999716457765815
"19",10,"coro2ba",0.50734346205433,8.84150022767872e-05,0.50734346205433,0.999716457765815
"20",10,"itga11a",0.976248135960815,8.59351695331006e-07,0.976248135960815,0.999716457765815
"21",10,"LOC111564416",0.246452703659232,-2.10805410751166e-05,0.246452703659232,0.999716457765815
"22",10,"cpeb1b",0.387933860227047,5.82283390500114e-05,0.387933860227047,0.999716457765815
"23",10,"LOC111564421",0.52084068762475,-9.29431488847512e-06,0.52084068762475,0.999716457765815
"24",10,"LOC111564418",0.136068032498728,-5.07066002329508e-05,0.136068032498728,0.999716457765815
"25",10,"LOC111564417",0.297453147569906,2.76454674016887e-05,0.297453147569906,0.999716457765815
"26",10,"LOC111564410",0.955097237055305,-3.45779423762953e-06,0.955097237055305,0.999716457765815
"27",10,"cars1",0.566881069103684,-3.35428401317606e-05,0.566881069103684,0.999716457765815
"28",10,"pex16",0.357852455902085,-4.82377532559125e-05,0.357852455902085,0.999716457765815
"29",10,"arfgap2",0.800355710120442,1.40036490030958e-05,0.800355710120442,0.999716457765815
"30",10,"glceb",0.726084481059018,6.80905459657119e-05,0.726084481059018,0.999716457765815
"31",10,"LOC111564414",0.487044275275469,2.4746614533317e-05,0.487044275275469,0.999716457765815
"32",10,"tle3b",0.292596645780405,5.93096118520029e-05,0.292596645780405,0.999716457765815
"33",10,"uacab",0.91420249728146,-1.2049447794006e-05,0.91420249728146,0.999716457765815
"34",10,"LOC111564639",0.618233159770613,5.9170607546341e-05,0.618233159770613,0.999716457765815
"35",10,"pias1a",0.993093789035394,-1.34439317347244e-06,0.993093789035394,0.999716457765815
"36",10,"skor1a",0.0860319803628213,5.06761350206137e-05,0.0860319803628213,0.999716457765815
"37",10,"map2k5",0.804756548881554,-2.48776514325489e-05,0.804756548881554,0.999716457765815
"38",10,"smad3a",0.300474954562541,5.48131386132606e-05,0.300474954562541,0.999716457765815
"39",10,"tmem208",0.907992951185592,-3.49963663058715e-06,0.907992951185592,0.999716457765815
"40",10,"slc39a1",0.551181440527837,1.23058081015314e-05,0.551181440527837,0.999716457765815
"41",10,"LOC111565738",0.683310016886522,4.48438862683783e-05,0.683310016886522,0.999716457765815
"42",10,"mibp2",0.652458121080513,-2.11187241339866e-05,0.652458121080513,0.999716457765815
"43",10,"bloc1s6",0.560550900331075,-7.30674407508903e-05,0.560550900331075,0.999716457765815
"44",10,"slc30a4",0.347189972906628,-3.0398899616718e-05,0.347189972906628,0.999716457765815
"45",10,"c1h15orf48",0.473362088978263,-1.18906035494333e-05,0.473362088978263,0.999716457765815
"46",10,"spata5l1",0.637932250778961,-1.93599063512786e-05,0.637932250778961,0.999716457765815
"47",10,"dtwd1",0.657864570322213,2.06440114626342e-05,0.657864570322213,0.999716457765815
"48",10,"cops2",0.439198682695797,4.25444969540108e-05,0.439198682695797,0.999716457765815
"49",10,"secisbp2l",0.48229313454789,6.60757062875459e-05,0.48229313454789,0.999716457765815
"50",10,"LOC129349512",0.0153501578222072,5.00625165273647e-05,0.0153501578222072,0.999716457765815
"51",10,"dut",0.387150275123397,2.80900144785848e-05,0.387150275123397,0.999716457765815
"52",10,"slc12a1",0.367821551557621,4.83469929999643e-05,0.367821551557621,0.999716457765815
"53",10,"ctxn2",0.586884083139994,2.41101403809527e-05,0.586884083139994,0.999716457765815
"54",10,"myef2",0.609477244550326,-4.74409689825497e-05,0.609477244550326,0.999716457765815
"55",10,"sema6dl",0.36880723156572,-5.00340804193489e-05,0.36880723156572,0.999716457765815
"56",10,"LOC118470001",0.563360638742617,9.59175519779636e-06,0.563360638742617,0.999716457765815
"57",10,"dmxl2",0.399320735969079,0.000107065738533514,0.399320735969079,0.999716457765815
"58",10,"LOC111565746",0.558182790898649,3.09932191257771e-05,0.558182790898649,0.999716457765815
"59",10,"tnfaip8l3",0.488226848467052,-9.50324544609622e-05,0.488226848467052,0.999716457765815
"60",10,"scg3",0.144890905082106,-0.000144565528416424,0.144890905082106,0.999716457765815
"61",10,"lysmd2",0.354352348485631,4.4645192878281e-05,0.354352348485631,0.999716457765815
"62",10,"tmod2",0.537934930107517,-2.77346783342078e-05,0.537934930107517,0.999716457765815
"63",10,"leo1",0.739860386512074,-1.11357845384474e-05,0.739860386512074,0.999716457765815
"64",10,"mapk6",0.381352827535727,0.000106633119341127,0.381352827535727,0.999716457765815
"65",10,"LOC118471234",0.945283954313582,3.70601495886484e-06,0.945283954313582,0.999716457765815
"66",10,"usp8",0.444293943258123,3.10153038372302e-05,0.444293943258123,0.999716457765815
"67",10,"LOC111577621",0.502940947146039,-9.16493002712005e-06,0.502940947146039,0.999716457765815
"68",10,"LOC129349407",0.839558746659359,3.92010611072191e-06,0.839558746659359,0.999716457765815
"69",10,"pde8a",0.0252694718857264,-0.000194334810551971,0.0252694718857264,0.999716457765815
"70",10,"LOC111563916",0.501192615963652,-3.21572239685184e-05,0.501192615963652,0.999716457765815
"71",10,"LOC111563902",0.251809385062939,-3.74812463695101e-05,0.251809385062939,0.999716457765815
"72",10,"LOC111563893",0.97601905447191,-1.79646023441579e-06,0.97601905447191,0.999716457765815
"73",10,"homer2",0.264467107174489,7.86092977852655e-05,0.264467107174489,0.999716457765815
"74",10,"ramac",0.3906588018171,-2.87949696515116e-05,0.3906588018171,0.999716457765815
"75",10,"LOC111567331",0.811768591858209,-1.28196058449499e-05,0.811768591858209,0.999716457765815
"76",10,"zrsr2",0.26266016159609,-5.5902172769609e-05,0.26266016159609,0.999716457765815
"77",10,"LOC111567330",0.938788977807669,-4.78677239019915e-06,0.938788977807669,0.999716457765815
"78",10,"phka2",0.983189942839102,-1.24813798878622e-06,0.983189942839102,0.999716457765815
"79",10,"ppef1",0.240942435003144,2.10804480418393e-05,0.240942435003144,0.999716457765815
"80",10,"cdkl5",0.776480624298948,-3.85364378924834e-05,0.776480624298948,0.999716457765815
"81",10,"scml2",0.468950057172776,8.15909660648555e-05,0.468950057172776,0.999716457765815
"82",10,"nhsb",0.49649076529208,0.000100874690835116,0.49649076529208,0.999716457765815
"83",10,"ace2",0.230156537893574,4.55714484451933e-05,0.230156537893574,0.999716457765815
"84",10,"ildr1a",0.0271393192679621,5.07207351576691e-05,0.0271393192679621,0.999716457765815
"85",10,"tmem39a",0.795800431074617,1.03979913759152e-05,0.795800431074617,0.999716457765815
"86",10,"LOC111566421",0.553438007503796,6.71147908960617e-06,0.553438007503796,0.999716457765815
"87",10,"LOC111564828",0.422014725392975,-6.05101968105633e-05,0.422014725392975,0.999716457765815
"88",10,"LOC118469910",0.872181951444223,-3.74902303408622e-06,0.872181951444223,0.999716457765815
"89",10,"LOC111564831",0.249765076209154,6.37494308950073e-05,0.249765076209154,0.999716457765815
"90",10,"stk16",0.628864836816253,1.74907438415244e-05,0.628864836816253,0.999716457765815
"91",10,"atic",0.939925108873765,1.95090587534427e-06,0.939925108873765,0.999716457765815
"92",10,"psmd14",0.721117297298481,1.68732356919349e-05,0.721117297298481,0.999716457765815
"93",10,"rbms1a",0.464924613607318,-5.68838093261315e-05,0.464924613607318,0.999716457765815
"94",10,"itgb6",0.227305760275435,-5.66164181266381e-05,0.227305760275435,0.999716457765815
"95",10,"ly75",0.748004590616125,1.6052048398237e-05,0.748004590616125,0.999716457765815
"96",10,"marchf7",0.158518554297107,-6.14620690652428e-05,0.158518554297107,0.999716457765815
"97",10,"baz2ba",0.942413071669228,4.84399852176154e-06,0.942413071669228,0.999716457765815
"98",10,"wdsub1",0.165832687351616,-4.87775259946284e-05,0.165832687351616,0.999716457765815
"99",10,"LOC111564834",0.143226131805962,0.000145107789156681,0.143226131805962,0.999716457765815
"100",10,"LOC111564858",0.631196920970278,-1.11327495866489e-05,0.631196920970278,0.999716457765815
"101",10,"gtf2f2a",0.354474340290548,4.03904985357142e-05,0.354474340290548,0.999716457765815
"102",10,"gpalpp1",0.391797757330167,-3.45509658054138e-05,0.391797757330167,0.999716457765815
"103",10,"ercc3",0.932846431457973,-3.2868325782773e-06,0.932846431457973,0.999716457765815
"104",10,"rbm26",0.777215704260906,-1.79718212334073e-05,0.777215704260906,0.999716457765815
"105",10,"LOC129349311",0.0184100296023291,0.00022771507067148,0.0184100296023291,0.999716457765815
"106",10,"LOC111562565",0.270650835490713,0.000189031218814407,0.270650835490713,0.999716457765815
"107",10,"tdrd3",0.797468684464862,-1.50034680508866e-05,0.797468684464862,0.999716457765815
"108",10,"LOC111562582",0.747886544686084,-7.2695234905834e-06,0.747886544686084,0.999716457765815
"109",10,"LOC118470526",0.366415994895853,-3.22042093687328e-05,0.366415994895853,0.999716457765815
"110",10,"pcdh17",0.743922478706916,7.75180746591467e-05,0.743922478706916,0.999716457765815
"111",10,"LOC129348781",0.186663704217597,-2.47050868816964e-05,0.186663704217597,0.999716457765815
"112",10,"lims1",0.432961120618261,3.02009512144009e-05,0.432961120618261,0.999716457765815
"113",10,"LOC111562382",0.24568407915949,-9.00630024352079e-05,0.24568407915949,0.999716457765815
"114",10,"tgfbrap1",0.153352507018728,-4.17871391275229e-05,0.153352507018728,0.999716457765815
"115",10,"cul4a",0.636016142225407,1.76880939376679e-05,0.636016142225407,0.999716457765815
"116",10,"lamp1a",0.637797484849761,-2.17783722847033e-05,0.637797484849761,0.999716457765815
"117",10,"dcun1d2b",0.668311213860383,-1.29953154170227e-05,0.668311213860383,0.999716457765815
"118",10,"tmco3",0.415520839763777,-4.82543197254387e-05,0.415520839763777,0.999716457765815
"119",10,"gas6",0.164522931402605,7.89646839132681e-05,0.164522931402605,0.999716457765815
"120",10,"pros1",0.834233496772687,-2.140718830121e-06,0.834233496772687,0.999716457765815
"121",10,"rasa3",0.272956295417068,-0.000129275964922022,0.272956295417068,0.999716457765815
