"","cluster","gene","behavior_p.value","behavior_estimate","behavior_p.value.1","behavior_q.value"
"1",21,"LOC129348986",0.0700338468041047,-0.000359798551065937,0.0700338468041047,0.819367580111448
"2",21,"trip4",0.60437374708611,-8.41327945864745e-05,0.60437374708611,0.959330847812921
"3",21,"chrna7a",0.0243577334118977,7.71549319403912e-05,0.0243577334118977,0.782471024008035
"4",21,"cln6a",0.254114130369009,6.87760547709811e-05,0.254114130369009,0.895295107781818
"5",21,"LOC118470268",0.747561529228317,1.19163330810507e-05,0.747561529228317,0.967379047722542
"6",21,"rxfp3.3a2",0.821245474810124,-5.13661404595472e-06,0.821245474810124,0.979060115669203
"7",21,"rps17",0.25911515358489,-8.25428607976569e-05,0.25911515358489,0.895295107781818
"8",21,"csnk1g1",0.258545614042153,0.000227377956220895,0.258545614042153,0.895295107781818
"9",21,"LOC111571203",0.569474655949268,-3.68060880961854e-05,0.569474655949268,0.953255629675999
"10",21,"neo1a",0.607537454381755,0.000120332052650619,0.607537454381755,0.959508678039823
"11",21,"LOC129349243",0.374590109448787,-4.48940738869424e-05,0.374590109448787,0.924714183203876
"12",21,"LOC111567962",0.992453845591718,-2.00442674203417e-06,0.992453845591718,0.998617386615675
"13",21,"bbs4",0.803200744569904,-2.8833522839367e-05,0.803200744569904,0.978005978215435
"14",21,"scamp2l",0.333983075246673,-7.75927763266772e-05,0.333983075246673,0.920025701523142
"15",21,"myo9aa",0.661467466291411,2.28150280255829e-05,0.661467466291411,0.965084208254837
"16",21,"senp8",0.223005193400313,3.38107399300909e-05,0.223005193400313,0.888997407432708
"17",21,"LOC111580711",0.139234771909391,-6.20372281560921e-05,0.139234771909391,0.851144513308837
"18",21,"anp32a",0.412771258771136,-3.45587496777037e-05,0.412771258771136,0.928465817689994
"19",21,"coro2ba",0.764896608706264,3.02360459529578e-05,0.764896608706264,0.97187145762104
"20",21,"itga11a",0.187834208707326,9.31528267124074e-05,0.187834208707326,0.875150016949599
"21",21,"LOC111564416",0.189386255436869,6.71373897019099e-05,0.189386255436869,0.875150016949599
"22",21,"cpeb1b",0.0237576919663198,-0.000194468336501525,0.0237576919663198,0.782471024008035
"23",21,"LOC111564418",0.784959011645223,1.27910735666175e-05,0.784959011645223,0.975542821294948
"24",21,"LOC111564417",0.489157776356483,2.85069691360433e-05,0.489157776356483,0.942968137535231
"25",21,"LOC111564410",0.392636140033443,6.97803341975542e-05,0.392636140033443,0.92667684855048
"26",21,"cars1",0.172999630149597,0.000187860798472379,0.172999630149597,0.864560825822238
"27",21,"pex16",0.126490907303954,8.11323296334763e-05,0.126490907303954,0.844555150942088
"28",21,"arfgap2",0.167519556979328,0.000170373808867033,0.167519556979328,0.864560825822238
"29",21,"glceb",0.133540298314325,-0.000286755724499072,0.133540298314325,0.847912444003257
"30",21,"tle3b",0.444859401197001,-9.89753038844653e-05,0.444859401197001,0.933486713799854
"31",21,"uacab",0.270743850833672,5.15759418556513e-05,0.270743850833672,0.895608804898084
"32",21,"LOC111564639",0.89956863303815,-1.97634052588117e-05,0.89956863303815,0.992197262179321
"33",21,"pias1a",0.568848167724698,-7.76123768055979e-05,0.568848167724698,0.953255629675999
"34",21,"map2k5",0.0867484425623083,-0.000240519319385663,0.0867484425623083,0.820696866773731
"35",21,"tmem208",0.0627477034460112,9.72264273667586e-05,0.0627477034460112,0.819367580111448
"36",21,"slc39a1",0.0647482548576724,8.18331038703123e-05,0.0647482548576724,0.819367580111448
"37",21,"LOC111565738",0.910624983134729,1.14251468308831e-05,0.910624983134729,0.993521424121452
"38",21,"LOC111565745",0.926592990166344,3.26573091833816e-06,0.926592990166344,0.99357817654603
"39",21,"mibp2",0.0186939821095974,0.000123155163043207,0.0186939821095974,0.758304017126968
