"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",112,101,71,171,200,130,0.654970760233918,0.505,0.546153846153846,0.0131161347258452,0.00374310843675893,0.0560429612465914,0.464776401975309,TRUE,NA,"LOC129348986",24,0.497281808770185,0.218467067516395,0.969267301336837,0.985464941701623
"2",58,44,30,171,200,130,0.339181286549708,0.22,0.230769230769231,0.0982595750730656,0.0732795692080812,0.0642010377847865,0.808241175859007,FALSE,NA,"trip4",24,0.852633672410697,0.611435694376039,0.969267301336837,0.985464941701623
"3",16,19,11,171,200,130,0.0935672514619883,0.095,0.0846153846153846,0.945856512203928,0.962464489072072,0.787839593202247,0.74861179758368,TRUE,NA,"cln6a",24,0.994514076199221,0.988876167264964,0.977564820610406,0.985464941701623
"4",2,1,1,171,200,130,0.0116959064327485,0.005,0.00769230769230769,0.779037888449705,0.48590556835104,0.730948128971288,0.759946541568506,TRUE,NA,"LOC118470268",24,0.994514076199221,0.903523458790418,0.977564820610406,0.985464941701623
"5",2,1,1,171,200,130,0.0116959064327485,0.005,0.00769230769230769,0.779037851131163,0.485905539787764,0.730948073192877,0.759946527576121,TRUE,NA,"calml4a",24,0.994514076199221,0.903523458790418,0.977564820610406,0.985464941701623
"6",3,2,1,171,200,130,0.0175438596491228,0.01,0.00769230769230769,0.709170580070049,0.535211873222639,0.472153950489641,0.829608153391981,TRUE,NA,"LOC111568352",24,0.994514076199221,0.909038058086538,0.969267301336837,0.985464941701623
"7",11,17,9,171,200,130,0.064327485380117,0.085,0.0692307692307692,0.691136130762916,0.421595359253279,0.893717696052413,0.540287715244532,FALSE,NA,"rps17",24,0.994514076199221,0.864076981386656,0.980732806418571,0.985464941701623
"8",66,60,35,171,200,130,0.385964912280702,0.3,0.269230769230769,0.0716007193756882,0.0819732352479121,0.0343910594991565,0.546533620824983,TRUE,NA,"csnk1g1",24,0.803735009616032,0.631418556786058,0.957264772935406,0.985464941701623
"9",12,12,8,171,200,130,0.0701754385964912,0.06,0.0615384615384615,0.916074910726093,0.69151783867476,0.76584090655609,0.954362008795354,TRUE,NA,"LOC111571203",24,0.994514076199221,0.958141207952108,0.977564820610406,0.991904188594575
"10",108,128,86,171,200,130,0.631578947368421,0.64,0.661538461538462,0.880051636919726,0.840803188999495,0.614314747936575,0.751383699567519,FALSE,NA,"neo1a",24,0.994514076199221,0.975781126084724,0.977564820610406,0.985464941701623
"11",3,3,2,171,200,130,0.0175438596491228,0.015,0.0153846153846154,0.9793696628219,0.846618573850166,0.88464535200821,0.977704581454335,TRUE,NA,"LOC129349243",24,0.998041345174971,0.975781126084724,0.977564820610406,0.991904188594575
"12",59,65,30,171,200,130,0.345029239766082,0.325,0.230769230769231,0.094424631692493,0.769512774918948,0.038254317936167,0.0744347397061174,FALSE,NA,"LOC111567962",24,0.852633672410697,0.975781126084724,0.957264772935406,0.985464941701623
"13",27,29,20,171,200,130,0.157894736842105,0.145,0.153846153846154,0.939244902885371,0.729537392830201,0.923641875538842,0.825251230711587,TRUE,NA,"bbs4",24,0.994514076199221,0.975781126084724,0.985548809615059,0.985464941701623
"14",15,13,15,171,200,130,0.087719298245614,0.065,0.115384615384615,0.284755538433717,0.410544191147716,0.428688282084722,0.112975238548335,TRUE,NA,"scamp2l",24,0.944591966679987,0.855582291686682,0.969267301336837,0.985464941701623
