"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",43,34,48,53,58,65,0.811320754716981,0.586206896551724,0.738461538461539,0.0323652078937002,0.012698590345071,0.358624271711572,0.078384008490265,FALSE,NA,"LOC129348986",31,0.747453438065473,0.454308778266422,0.976833109234522,0.81943848960408
"2",19,13,20,53,58,65,0.358490566037736,0.224137931034483,0.307692307692308,0.345243621819657,0.150980998808689,0.659246647143891,0.303234137537137,FALSE,NA,"trip4",31,0.969822686697161,0.730285112840244,0.976833109234522,0.920342527194484
"3",4,5,9,53,58,65,0.0754716981132075,0.0862068965517241,0.138461538461538,0.479282481626749,0.836144924339245,0.283766053502729,0.36638296890878,TRUE,NA,"cln6a",31,0.980193010333236,0.973381361644992,0.976833109234522,0.929597938307244
"4",3,5,5,53,58,65,0.0566037735849057,0.0862068965517241,0.0769230769230769,0.860138124932696,0.585366650390473,0.792208945333762,0.76799704090426,FALSE,NA,"rps17",31,0.991336832592283,0.897593512266909,0.976833109234522,0.967552785855589
"5",24,17,17,53,58,65,0.452830188679245,0.293103448275862,0.261538461538462,0.0724946613314967,0.0834089058011419,0.0315369714983265,0.696104685290001,TRUE,NA,"csnk1g1",31,0.849945792842915,0.668500559685497,0.976833109234522,0.967552785855589
"6",5,4,8,53,58,65,0.0943396226415094,0.0689655172413793,0.123076923076923,0.619466033667033,0.599027617407262,0.653387879416214,0.329393707817081,FALSE,NA,"LOC111571203",31,0.989823003867534,0.897593512266909,0.976833109234522,0.927866636747641
"7",23,25,17,53,58,65,0.433962264150943,0.431034482758621,0.261538461538462,0.0802928981763851,0.975189780616322,0.0508933213129505,0.049588902096888,TRUE,NA,"neo1a",31,0.858515301154139,0.986755748450466,0.976833109234522,0.779313869661784
"8",5,3,8,53,58,65,0.0943396226415094,0.0517241379310345,0.123076923076923,0.444252337849582,0.44709133303964,0.62046105478308,0.202961999275092,FALSE,NA,"LOC111567962",31,0.980193010333236,0.88964431476319,0.976833109234522,0.895079996529186
"9",11,7,13,53,58,65,0.207547169811321,0.120689655172414,0.2,0.405582598269427,0.219717399832856,0.919308523042849,0.238362462327271,TRUE,NA,"bbs4",31,0.971119025313836,0.778043094442108,0.980138215604091,0.895079996529186
"10",8,2,4,53,58,65,0.150943396226415,0.0344827586206897,0.0615384615384615,0.163669386283692,0.0862485597917165,0.183176671003029,0.5833097939724,FALSE,NA,"LOC111580711",31,0.915528289666868,0.672251559844575,0.976833109234522,0.933933942000271
"11",2,1,4,53,58,65,0.0377358490566038,0.0172413793103448,0.0615384615384615,0.488430571920807,0.516479052223824,0.561998307439137,0.244591312979172,TRUE,NA,"anp32a",31,0.980193010333236,0.890351964858074,0.976833109234522,0.895079996529186
"12",10,5,6,53,58,65,0.188679245283019,0.0862068965517241,0.0923076923076923,0.196607734343041,0.125934545607587,0.143332638859461,0.904516197695846,FALSE,NA,"coro2ba",31,0.939525882046102,0.699460492177846,0.976833109234522,0.967552785855589
"13",5,8,4,53,58,65,0.0943396226415094,0.137931034482759,0.0615384615384615,0.372334073085621,0.47796655874779,0.507301610616584,0.164314710032624,TRUE,NA,"itga11a",31,0.969822686697161,0.88964431476319,0.976833109234522,0.871134835192268
"14",1,4,3,53,58,65,0.0188679245283019,0.0689655172413793,0.0461538461538462,0.494382615662737,0.23723983346059,0.443847178059917,0.574607758023301,FALSE,NA,"LOC111564416",31,0.980193010333236,0.793188190702646,0.976833109234522,0.933933942000271
"15",5,2,4,53,58,65,0.0943396226415094,0.0344827586206897,0.0615384615384615,0.486757608146287,0.232280928524291,0.569156625049047,0.505381074668642,FALSE,NA,"cpeb1b",31,0.980193010333236,0.790723526234937,0.976833109234522,0.933933942000271
