"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",38,32,30,128,135,108,0.296875,0.237037037037037,0.277777777777778,0.664331952156632,0.366081218413991,0.696812140436556,0.627801690150162,FALSE,NA,"LOC129348986",26,0.998264122312174,0.988483322591144,0.984579022002532,0.970080469256943
"2",11,14,14,128,135,108,0.0859375,0.103703703703704,0.12962962962963,0.710195866223664,0.675582848347309,0.408209238055945,0.670550634549427,FALSE,NA,"trip4",26,0.998264122312174,0.988483322591144,0.984579022002532,0.970080469256943
"3",2,6,7,128,135,108,0.015625,0.0444444444444444,0.0648148148148148,0.192080103121707,0.193095394326561,0.0697822006451194,0.485624468448473,TRUE,NA,"cln6a",26,0.998264122312174,0.988483322591144,0.984579022002532,0.95506374623713
"4",1,2,2,128,135,108,0.0078125,0.0148148148148148,0.0185185185185185,0.823341413277617,0.606692371348118,0.553446661654177,0.929092796549006,FALSE,NA,"LOC118470268",26,0.998264122312174,0.988483322591144,0.984579022002532,0.979322555029302
"5",4,4,3,128,135,108,0.03125,0.0296296296296296,0.0277777777777778,0.987810345290534,0.939044042293415,0.875594772449685,0.931668971427888,TRUE,NA,"LOC111568352",26,0.998264122312174,0.988483322591144,0.984579022002532,0.979322555029302
"6",1,1,2,128,135,108,0.0078125,0.00740740740740741,0.0185185185185185,0.66961186907032,0.96985225500707,0.478044375833362,0.45138384585575,TRUE,NA,"rxfp3.3a2",26,0.998264122312174,0.988483322591144,0.984579022002532,0.95506374623713
"7",7,6,7,128,135,108,0.0546875,0.0444444444444444,0.0648148148148148,0.978618307445321,0.956890202621533,0.880487440475937,0.841524265842596,FALSE,NA,"rps17",26,0.998264122312174,0.988483322591144,0.984579022002532,0.970080469256943
"8",16,13,21,128,135,108,0.125,0.0962962962962963,0.194444444444444,0.0831990321553316,0.45873018359959,0.146572075245128,0.0313147589931595,TRUE,NA,"csnk1g1",26,0.998264122312174,0.988483322591144,0.984579022002532,0.95506374623713
"9",8,7,8,128,135,108,0.0625,0.0518518518518519,0.0740740740740741,0.930845073540401,0.782375662935607,0.921388021378111,0.715114330754307,FALSE,NA,"LOC111571203",26,0.998264122312174,0.988483322591144,0.984579022002532,0.970080469256943
"10",24,26,17,128,135,108,0.1875,0.192592592592593,0.157407407407407,0.772249988675293,0.87003650941816,0.587853009859828,0.48731134384058,FALSE,NA,"neo1a",26,0.998264122312174,0.988483322591144,0.984579022002532,0.95506374623713
"11",22,18,20,128,135,108,0.171875,0.133333333333333,0.185185185185185,0.514383202091921,0.385413080312785,0.79001933894278,0.270638571864372,TRUE,NA,"LOC111567962",26,0.998264122312174,0.988483322591144,0.984579022002532,0.95506374623713
"12",9,4,5,128,135,108,0.0703125,0.0296296296296296,0.0462962962962963,0.423066680768495,0.200103611996704,0.458568475084757,0.597297300547217,FALSE,NA,"bbs4",26,0.998264122312174,0.988483322591144,0.984579022002532,0.970080469256943
"13",5,3,4,128,135,108,0.0390625,0.0222222222222222,0.037037037037037,0.70969917308484,0.432627475569825,0.935497029040358,0.497209724363289,TRUE,NA,"scamp2l",26,0.998264122312174,0.988483322591144,0.984579022002532,0.95506374623713
"14",5,4,6,128,135,108,0.0390625,0.0296296296296296,0.0555555555555556,0.599211583159947,0.674999679483377,0.551264945393509,0.319649056667512,TRUE,NA,"myo9aa",26,0.998264122312174,0.988483322591144,0.984579022002532,0.95506374623713
"15",1,1,1,128,135,108,0.0078125,0.00740740740740741,0.00925925925925926,0.986400083903394,0.96985226903742,0.903967999821022,0.874108208535957,TRUE,NA,"senp8",26,0.998264122312174,0.988483322591144,0.984579022002532,0.970080469256943
