"","cells_expressing_D","cells_expressing_F","cells_expressing_M","cells_total_D","cells_total_F","cells_total_M","prop_expressing_D","prop_expressing_F","prop_expressing_M","anova_p.value","d_f_p.value","d_m_p.value","f_m_p.value","singular","warning","gene","cluster","anova_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",394,170,313,1132,527,1030,0.348056537102473,0.32258064516129,0.303883495145631,0.579196345205892,0.686419599254756,0.296094150111706,0.637783872877774,FALSE,NA,"LOC129348986",3,0.945395200128675,0.97762686408374,0.791089754124636,0.975735232535743
"2",166,60,112,1132,527,1030,0.146643109540636,0.113851992409867,0.10873786407767,0.294013830147987,0.287953788459367,0.141589942440131,0.864024027367622,FALSE,NA,"trip4",3,0.831023131775751,0.97357266293223,0.641323962174997,0.988977318449814
"3",50,11,33,1132,527,1030,0.0441696113074205,0.0208728652751423,0.0320388349514563,0.0493319191758752,0.0218072266311422,0.144251300678079,0.211791194067228,TRUE,NA,"cln6a",3,0.520741319391169,0.699692143168935,0.642847688749944,0.912546819128675
"4",3,3,1,1132,527,1030,0.00265017667844523,0.00569259962049336,0.000970873786407767,0.282007367016956,0.348169833827881,0.384026864868295,0.124978470238173,TRUE,NA,"calml4a",3,0.82615155292285,0.97357266293223,0.825487401787717,0.836877758335369
"5",2,4,2,1132,527,1030,0.00176678445229682,0.00759013282732448,0.00194174757281553,0.135238138164692,0.0916406656576699,0.924700320516128,0.114639177081686,TRUE,NA,"LOC111568352",3,0.703332561061393,0.940871217430985,0.979961401728732,0.836877758335369
"6",2,1,1,1132,527,1030,0.00176678445229682,0.00189753320683112,0.000970873786407767,0.863082520909888,0.953473529669216,0.624699481695915,0.635387544817049,TRUE,NA,"rxfp3.3a2",3,0.978966543424635,0.988301830157364,0.911234357918114,0.97569920020398
"7",45,14,29,1132,527,1030,0.0397526501766784,0.0265654648956357,0.0281553398058252,0.257974204650363,0.211897095216912,0.158533573044501,0.906039216311135,FALSE,NA,"rps17",3,0.812793567018403,0.955292743577304,0.661709203373107,0.994552629606192
"8",203,94,142,1132,527,1030,0.179328621908127,0.178368121442125,0.137864077669903,0.019809076451536,0.962107017794085,0.0087168549961356,0.0354017604898377,TRUE,NA,"csnk1g1",3,0.374740526128804,0.989045313137317,0.219406033174233,0.69658792354437
"9",33,19,16,1132,527,1030,0.0291519434628975,0.0360531309297913,0.0155339805825243,0.0327291558960076,0.453456323047436,0.0365417840648939,0.0120236078084902,TRUE,NA,"LOC111571203",3,0.443983600102256,0.97357266293223,0.394661877670642,0.48503883824196
"10",438,190,388,1132,527,1030,0.386925795053004,0.360531309297913,0.376699029126214,0.945837805335617,0.739560341242532,0.91293071191694,0.812938811397989,FALSE,NA,"neo1a",3,0.991535920242659,0.97762686408374,0.979961401728732,0.985858381488218
