"Barcode","fullumapsketch_1","fullumapsketch_2"
"cellid_000000004-1",-1.83963787555695,-5.07744073867798
"cellid_000000005-1",-2.28227496147156,-5.8118143081665
"cellid_000000006-1",-1.25550961494446,-5.77492141723633
"cellid_000000007-1",-1.76854002475739,-5.94899368286133
"cellid_000000008-1",-1.9662070274353,-7.18271684646606
"cellid_000000009-1",-1.5898026227951,-6.54911851882935
"cellid_000000010-1",-1.70587825775146,-4.19064664840698
"cellid_000000011-1",-1.71688270568848,-6.96752452850342
"cellid_000000012-1",-0.840480625629425,-6.58522319793701
"cellid_000000013-1",-0.877390384674072,-5.90523052215576
"cellid_000000014-1",-1.84165453910828,-7.13771390914917
"cellid_000000015-1",-1.93817722797394,-5.16431522369385
"cellid_000000016-1",-2.27440810203552,-6.65122747421265
"cellid_000000017-1",-2.17743492126465,-6.0372838973999
"cellid_000000018-1",-1.50348675251007,-6.33871459960938
"cellid_000000020-1",-1.20112442970276,-6.30703592300415
"cellid_000000024-1",-3.10130572319031,-6.61202144622803
"cellid_000000026-1",-2.43193101882935,-6.53399276733398
"cellid_000000027-1",0.159382253885269,-5.83669757843018
"cellid_000000028-1",4.3583607673645,-3.97577142715454
"cellid_000000029-1",3.14774918556213,-5.47345972061157
"cellid_000000030-1",2.87520670890808,-5.32879447937012
"cellid_000000031-1",3.41329598426819,1.06701350212097
"cellid_000000032-1",-1.59165632724762,-6.03275156021118
"cellid_000000033-1",3.29133772850037,-5.11039590835571
"cellid_000000034-1",3.96252250671387,2.62860822677612
"cellid_000000035-1",4.28110599517822,-5.31020450592041
"cellid_000000036-1",-1.20349848270416,0.339782148599625
"cellid_000000037-1",3.41872763633728,-5.47166585922241
"cellid_000000038-1",4.7849235534668,0.541134893894196
"cellid_000000039-1",3.04005408287048,1.53764593601227
"cellid_000000040-1",-1.31212258338928,-4.92286682128906
"cellid_000000041-1",2.56627774238586,-5.0125470161438
"cellid_000000042-1",2.26572513580322,2.01801371574402
"cellid_000000043-1",-6.71028280258179,-4.12927675247192
"cellid_000000044-1",-1.29709100723267,-6.58004713058472
"cellid_000000045-1",2.70116972923279,2.49572443962097
"cellid_000000046-1",-1.47113335132599,-1.53209245204926
"cellid_000000047-1",2.9372718334198,1.23156762123108
"cellid_000000048-1",3.82517886161804,-5.15456819534302
"cellid_000000049-1",-0.493650436401367,-6.43731546401978
"cellid_000000050-1",1.11591732501984,-0.367074340581894
"cellid_000000051-1",3.22782373428345,1.88314759731293
"cellid_000000052-1",-2.32490348815918,-1.41315460205078
"cellid_000000053-1",3.62107348442078,-5.65121269226074
"cellid_000000054-1",-2.3549382686615,-7.16139936447144
"cellid_000000055-1",0.323367297649384,0.0297474693506956
"cellid_000000056-1",-1.54489231109619,-6.90110301971436
"cellid_000000057-1",-3.7048978805542,-2.52871346473694
"cellid_000000058-1",-1.32419610023499,-6.64382171630859
"cellid_000000059-1",4.80457973480225,-5.33450984954834
"cellid_000000060-1",-0.704146683216095,3.29756212234497
"cellid_000000061-1",3.83763456344604,-5.64629507064819
"cellid_000000062-1",2.90985107421875,1.47558343410492
"cellid_000000063-1",3.22259473800659,3.54615592956543
"cellid_000000064-1",-2.08698725700378,-1.44904601573944
"cellid_000000065-1",2.11329555511475,2.40789580345154
"cellid_000000066-1",4.87599611282349,1.69849467277527
"cellid_000000067-1",3.14998173713684,-5.77062034606934
"cellid_000000068-1",-0.670253157615662,-6.96373796463013
"cellid_000000069-1",2.78730273246765,1.48070669174194
"cellid_000000070-1",-2.75162816047668,-1.91073274612427
"cellid_000000071-1",0.684098362922668,2.0910906791687
"cellid_000000072-1",3.13834500312805,3.00701689720154
"cellid_000000073-1",-1.65263903141022,-6.76799488067627
"cellid_000000074-1",-2.23272466659546,-1.27289116382599
"cellid_000000075-1",3.01321625709534,-5.53335428237915
"cellid_000000076-1",4.17935800552368,1.78471899032593
"cellid_000000077-1",1.14557433128357,0.107640750706196
"cellid_000000078-1",-1.78356349468231,-1.14292144775391
"cellid_000000079-1",-1.4755744934082,-6.60926055908203
"cellid_000000080-1",3.29068899154663,-5.67969036102295
"cellid_000000081-1",1.49177539348602,1.76256549358368
"cellid_000000082-1",3.86767888069153,-5.80616521835327
"cellid_000000083-1",-1.82111942768097,-6.89428758621216
"cellid_000000085-1",4.85357761383057,1.98994326591492
"cellid_000000086-1",3.41409826278687,-5.71030044555664
"cellid_000000087-1",-0.32217800617218,-6.34692621231079
"cellid_000000088-1",-1.1783846616745,-0.504742622375488
"cellid_000000090-1",4.85869979858398,0.434574007987976
"cellid_000000091-1",-2.62270188331604,-0.186822190880775
"cellid_000000092-1",2.92532992362976,3.34253692626953
"cellid_000000093-1",4.23968744277954,1.25772225856781
"cellid_000000094-1",-0.659840166568756,-0.488902002573013
"cellid_000000095-1",2.3870313167572,3.50233173370361
"cellid_000000096-1",-0.0741636008024216,0.792715191841125
"cellid_000000097-1",3.17776346206665,2.58589363098145
"cellid_000000098-1",4.24456357955933,2.13789319992065
"cellid_000000099-1",3.13982462882996,2.81314158439636
"cellid_000000100-1",-2.32723069190979,-7.11029434204102
"cellid_000000101-1",0.856606066226959,1.73646414279938
"cellid_000000102-1",3.17429375648499,2.45768260955811
"cellid_000000103-1",-3.45484852790833,-3.92906308174133
"cellid_000000104-1",-0.536172032356262,3.37927579879761
"cellid_000000105-1",-1.89031457901001,-4.89835166931152
"cellid_000000106-1",0.336048930883408,-0.827590703964233
"cellid_000000107-1",4.53092575073242,2.13429617881775
"cellid_000000108-1",-0.240073397755623,4.30550193786621
"cellid_000000109-1",2.98230791091919,-5.6068696975708
"cellid_000000110-1",3.12582778930664,-5.06719970703125
"cellid_000000111-1",-1.86510241031647,-5.82222414016724
"cellid_000000112-1",2.68934464454651,1.40634536743164
"cellid_000000113-1",3.34648609161377,-5.37666416168213
"cellid_000000114-1",4.09730672836304,-5.37950420379639
"cellid_000000115-1",-1.87921118736267,-1.52533674240112
"cellid_000000116-1",-2.04586267471313,-6.71597242355347
"cellid_000000117-1",-1.5383083820343,-3.91323232650757
"cellid_000000118-1",1.86712944507599,1.23988831043243
"cellid_000000119-1",1.61177670955658,-3.23033905029297
"cellid_000000120-1",2.46653389930725,1.36467170715332
"cellid_000000121-1",-2.35282802581787,-1.02341997623444
"cellid_000000122-1",2.76741671562195,3.33325600624084
"cellid_000000123-1",2.97125363349915,-5.55313587188721
"cellid_000000124-1",-1.99446296691895,-2.57530641555786
"cellid_000000125-1",0.562536716461182,2.46045613288879
"cellid_000000126-1",4.98121356964111,0.890909433364868
"cellid_000000127-1",2.08054828643799,0.94414097070694
"cellid_000000128-1",2.10460495948792,1.85845696926117
"cellid_000000129-1",-0.0926772654056549,-6.67541933059692
"cellid_000000130-1",4.26661396026611,-4.61656618118286
"cellid_000000131-1",-2.2685604095459,-7.17787981033325
"cellid_000000132-1",3.56713008880615,1.73723411560059
"cellid_000000133-1",4.70053291320801,0.897511661052704
"cellid_000000134-1",4.08023357391357,-5.03708839416504
"cellid_000000135-1",1.38371956348419,4.39535760879517
"cellid_000000136-1",4.61533069610596,-0.109075374901295
"cellid_000000137-1",1.71214210987091,1.9284166097641
"cellid_000000138-1",-6.31842947006226,-3.97960472106934
"cellid_000000139-1",1.24965727329254,1.46254813671112
"cellid_000000140-1",-0.885873854160309,-2.41454863548279
"cellid_000000141-1",4.51042366027832,0.915394127368927
"cellid_000000142-1",4.08180570602417,0.359902143478394
"cellid_000000143-1",2.50792384147644,3.32489919662476
"cellid_000000144-1",-2.55555462837219,-4.9378342628479
"cellid_000000145-1",-0.158416375517845,-0.732298374176025
"cellid_000000146-1",-2.30200290679932,-6.21384620666504
"cellid_000000147-1",3.1350724697113,-5.71582174301147
"cellid_000000148-1",-1.51253199577332,-5.96903705596924
"cellid_000000149-1",1.77379596233368,1.57950627803802
"cellid_000000150-1",2.02148795127869,4.41605806350708
"cellid_000000151-1",3.47886157035828,-5.78513622283936
"cellid_000000152-1",3.73034453392029,-5.48493576049805
"cellid_000000153-1",4.59102296829224,-0.912206768989563
"cellid_000000154-1",-3.02022433280945,-2.72194766998291
"cellid_000000155-1",2.37998867034912,0.976627349853516
"cellid_000000156-1",1.05299210548401,2.48902487754822
"cellid_000000157-1",-1.66893780231476,-1.70608556270599
"cellid_000000158-1",3.06721591949463,-5.58115243911743
"cellid_000000159-1",-1.9207683801651,-6.41268491744995
"cellid_000000160-1",-0.0545134730637074,1.07750880718231
"cellid_000000161-1",3.07620978355408,-4.74205541610718
"cellid_000000162-1",-0.73051255941391,-6.96596956253052
"cellid_000000163-1",-1.75854516029358,0.152344599366188
"cellid_000000164-1",-1.70272922515869,1.28024792671204
"cellid_000000165-1",4.78125095367432,0.473655432462692
"cellid_000000166-1",3.98173928260803,2.45625329017639
"cellid_000000167-1",4.8835825920105,-4.96153116226196
"cellid_000000168-1",1.18876659870148,2.01495265960693
"cellid_000000169-1",0.536761224269867,0.451036363840103
"cellid_000000170-1",4.52698469161987,-0.719329059123993
"cellid_000000171-1",4.17599296569824,2.60101795196533
"cellid_000000172-1",-3.25461602210999,4.21720314025879
"cellid_000000173-1",4.68108892440796,0.978537142276764
"cellid_000000174-1",4.8057107925415,0.435999989509583
"cellid_000000175-1",-4.27648639678955,-0.00170400564093143
"cellid_000000176-1",1.65569376945496,1.52326393127441
"cellid_000000177-1",4.2630934715271,0.847363948822021
"cellid_000000178-1",-1.35972285270691,-6.75352907180786
"cellid_000000179-1",4.23773193359375,-0.600519120693207
"cellid_000000180-1",4.67375373840332,0.682896137237549
"cellid_000000181-1",3.13918781280518,2.35415315628052
"cellid_000000182-1",4.72776937484741,0.844452321529388
"cellid_000000183-1",-3.16442346572876,0.228267073631287
"cellid_000000184-1",4.74658107757568,0.933264076709747
"cellid_000000185-1",-0.346500962972641,-3.95794868469238
"cellid_000000186-1",3.1568284034729,2.50003051757812
"cellid_000000187-1",2.23416423797607,1.60156548023224
"cellid_000000188-1",1.38438677787781,4.63450765609741
"cellid_000000189-1",-2.31053137779236,-1.84056901931763
"cellid_000000190-1",0.833336651325226,-2.19473910331726
"cellid_000000191-1",1.96279060840607,2.0618052482605
"cellid_000000192-1",-1.7502304315567,-5.76519107818604
"cellid_000000194-1",2.58863019943237,1.28903615474701
"cellid_000000195-1",-2.50474667549133,-6.31534194946289
"cellid_000000196-1",1.68904781341553,-3.11745023727417
"cellid_000000197-1",-0.756821990013123,1.95697581768036
"cellid_000000198-1",2.60067486763,-5.5445728302002
"cellid_000000199-1",-1.74304270744324,-5.5879340171814
"cellid_000000200-1",2.01705932617188,1.54756665229797
"cellid_000000201-1",-0.712435483932495,2.93657541275024
"cellid_000000202-1",4.03867816925049,1.73069143295288
"cellid_000000203-1",1.26908254623413,2.14957714080811
"cellid_000000204-1",-1.95693647861481,-1.16182291507721
"cellid_000000205-1",2.38268876075745,3.16264176368713
"cellid_000000206-1",4.72302436828613,0.680802345275879
"cellid_000000207-1",4.81132745742798,1.80624866485596
"cellid_000000208-1",-0.849490404129028,-0.363307535648346
"cellid_000000209-1",-1.87390565872192,-1.42284345626831
"cellid_000000210-1",0.0165695324540138,-4.00206565856934
"cellid_000000211-1",4.65722417831421,0.751674830913544
"cellid_000000212-1",-2.87735390663147,0.156742215156555
"cellid_000000213-1",3.00348472595215,1.67989909648895
"cellid_000000214-1",1.91686391830444,1.74468839168549
"cellid_000000215-1",4.56935501098633,0.365775138139725
"cellid_000000216-1",1.61077797412872,6.2103967666626
"cellid_000000217-1",4.66068935394287,0.228010803461075
"cellid_000000218-1",0.657170534133911,1.87518405914307
"cellid_000000219-1",-0.0659498274326324,1.41944003105164
"cellid_000000220-1",-0.00623442372307181,-1.47949326038361
"cellid_000000221-1",1.34017980098724,1.44583797454834
"cellid_000000222-1",2.22376012802124,2.02094292640686
"cellid_000000223-1",-2.70925831794739,-6.77644491195679
"cellid_000000224-1",2.42258644104004,2.51332783699036
"cellid_000000225-1",1.19180834293365,-0.0947364792227745
"cellid_000000226-1",-1.26828098297119,-6.56668758392334
"cellid_000000227-1",2.14424729347229,0.668513655662537
"cellid_000000228-1",2.26616954803467,-5.38214492797852
"cellid_000000229-1",2.03943371772766,1.77069973945618
"cellid_000000230-1",-3.54287552833557,-3.90423083305359
"cellid_000000231-1",3.18382263183594,-5.48868703842163
"cellid_000000232-1",0.403738290071487,-2.90068411827087
"cellid_000000233-1",2.46763253211975,2.27493476867676
"cellid_000000234-1",0.827292442321777,2.18656015396118
"cellid_000000235-1",2.11175966262817,4.32962369918823
"cellid_000000236-1",0.433308660984039,-3.74047327041626
"cellid_000000237-1",-1.94358396530151,-6.1131739616394
"cellid_000000238-1",-1.25820016860962,-5.70903253555298
"cellid_000000239-1",0.43269807100296,-4.31900644302368
"cellid_000000240-1",-2.52711868286133,-7.14211702346802
"cellid_000000241-1",-2.66728544235229,-1.47873735427856
"cellid_000000242-1",3.62457585334778,2.92779946327209
"cellid_000000243-1",1.20918655395508,-0.207421943545341
"cellid_000000244-1",0.217570573091507,1.67152142524719
"cellid_000000245-1",4.16434049606323,-0.765937805175781
"cellid_000000246-1",-2.72086334228516,-0.872765123844147
"cellid_000000247-1",2.88446807861328,1.19602990150452
"cellid_000000248-1",-0.682189166545868,-1.11715281009674
"cellid_000000249-1",2.76143765449524,3.27204370498657
"cellid_000000250-1",4.21696043014526,2.60826683044434
"cellid_000000251-1",-2.06078362464905,-1.624875664711
"cellid_000000254-1",1.19000518321991,-6.02705335617065
"cellid_000000255-1",-0.83035534620285,-6.44040489196777
"cellid_000000256-1",3.11294293403625,3.07030391693115
"cellid_000000257-1",2.13591146469116,2.16113948822021
"cellid_000000258-1",3.93431949615479,-5.75345373153687
"cellid_000000259-1",3.85482931137085,2.48639512062073
"cellid_000000260-1",-2.78002762794495,-6.61250782012939
"cellid_000000261-1",1.86529052257538,-2.57327270507812
"cellid_000000262-1",-1.51649904251099,-3.55856657028198
"cellid_000000263-1",4.45537281036377,0.208102166652679
"cellid_000000264-1",-1.55728983879089,-1.96682739257812
"cellid_000000265-1",2.91419434547424,2.72353076934814
"cellid_000000266-1",-2.62168121337891,-1.36880898475647
"cellid_000000267-1",-1.66694605350494,-6.91357421875
"cellid_000000268-1",2.90395331382751,0.830402910709381
"cellid_000000269-1",-2.74424362182617,-2.8905770778656
"cellid_000000270-1",-1.75534689426422,-5.23206996917725
"cellid_000000271-1",2.68902158737183,-5.53145313262939
"cellid_000000273-1",1.97023248672485,4.36353778839111
"cellid_000000274-1",0.576313436031342,0.667721271514893
"cellid_000000275-1",3.68987512588501,2.32834672927856
"cellid_000000276-1",0.518188655376434,4.16892242431641
"cellid_000000277-1",1.99508631229401,2.00868105888367
"cellid_000000278-1",0.260589152574539,-4.29054880142212
"cellid_000000279-1",0.156888887286186,1.59063577651978
"cellid_000000280-1",3.52170133590698,-3.73450112342834
"cellid_000000281-1",3.87222337722778,2.60205960273743
"cellid_000000282-1",0.541665196418762,1.39492630958557
"cellid_000000283-1",2.09221220016479,3.59549689292908
"cellid_000000284-1",4.68587017059326,0.794361114501953
"cellid_000000285-1",2.31962656974792,-5.31023073196411
"cellid_000000286-1",-1.34120142459869,1.27151358127594
"cellid_000000287-1",-0.0730340182781219,-4.20247507095337
"cellid_000000288-1",3.9162905216217,-5.63070678710938
"cellid_000000289-1",-0.713101744651794,-6.54692697525024
"cellid_000000290-1",-0.76300436258316,-6.86838054656982
"cellid_000000291-1",-3.1591956615448,-3.0521125793457
"cellid_000000292-1",-2.6366753578186,-0.649098694324493
"cellid_000000293-1",2.16327333450317,0.73747980594635
"cellid_000000294-1",3.29094648361206,3.46644115447998
"cellid_000000295-1",-1.52605140209198,-6.97039365768433
"cellid_000000296-1",-1.90930020809174,0.100444450974464
"cellid_000000297-1",2.64997005462646,1.39486253261566
"cellid_000000298-1",2.9993577003479,3.25348973274231
"cellid_000000299-1",-1.38421130180359,-6.83858442306519
"cellid_000000300-1",-2.38579916954041,-7.00845336914062
"cellid_000000301-1",-0.723543584346771,-3.98866510391235
"cellid_000000303-1",1.97385776042938,1.30764245986938
"cellid_000000304-1",3.13308525085449,3.58272743225098
"cellid_000000305-1",-1.90218281745911,-6.62264823913574
"cellid_000000306-1",-2.44430351257324,-7.11442089080811
"cellid_000000307-1",2.02109026908875,0.70956152677536
"cellid_000000308-1",-3.55368256568909,-3.99608469009399
"cellid_000000309-1",0.00436950521543622,-3.38043665885925
"cellid_000000310-1",2.08029198646545,1.36295187473297
"cellid_000000311-1",-2.0870532989502,-0.698348581790924
"cellid_000000312-1",4.58902215957642,1.78921067714691
"cellid_000000313-1",2.72133350372314,1.65962493419647
"cellid_000000314-1",2.85693216323853,2.82984209060669
"cellid_000000315-1",2.60613107681274,3.14810657501221
"cellid_000000316-1",3.80012345314026,-5.56453418731689
"cellid_000000317-1",-6.95374631881714,-4.31009769439697
