"Barcode","fullumapsketch_1","fullumapsketch_2"
"cellid_000000008-1",-3.80527687072754,3.35889482498169
"cellid_000000009-1",-0.833784162998199,-0.608417451381683
"cellid_000000010-1",-3.07570576667786,-2.13867735862732
"cellid_000000011-1",0.933550417423248,-1.33406949043274
"cellid_000000012-1",-1.67015659809113,-3.04569959640503
"cellid_000000013-1",-4.71622848510742,3.28513216972351
"cellid_000000014-1",-0.999544501304626,-0.432870864868164
"cellid_000000015-1",-2.51630210876465,1.96920359134674
"cellid_000000016-1",0.367174923419952,-0.774372339248657
"cellid_000000017-1",-2.12755537033081,-2.47036814689636
"cellid_000000018-1",2.06859302520752,-1.11184227466583
"cellid_000000019-1",-3.42934608459473,5.00119924545288
"cellid_000000020-1",-3.72539401054382,1.41282629966736
"cellid_000000021-1",-2.21605896949768,3.54627966880798
"cellid_000000022-1",-2.12827086448669,-2.5556013584137
"cellid_000000023-1",-2.26537394523621,3.76387500762939
"cellid_000000024-1",-0.848755896091461,2.65662503242493
"cellid_000000025-1",2.93471145629883,-3.26116609573364
"cellid_000000026-1",-0.85215699672699,-2.19223833084106
"cellid_000000027-1",-2.81349349021912,0.202359691262245
"cellid_000000028-1",-0.731633484363556,-2.26183080673218
"cellid_000000029-1",0.481747686862946,-5.2953634262085
"cellid_000000030-1",-2.0781261920929,2.17005038261414
"cellid_000000031-1",0.856074094772339,-2.75462245941162
"cellid_000000032-1",-2.98243236541748,5.59550714492798
"cellid_000000033-1",-3.09596824645996,5.13684558868408
"cellid_000000035-1",2.3387131690979,-1.28720378875732
"cellid_000000036-1",-3.08833837509155,-1.18613171577454
"cellid_000000037-1",-1.12409389019012,2.49209046363831
"cellid_000000038-1",-1.27863049507141,5.55552434921265
"cellid_000000039-1",0.358362048864365,6.11341142654419
"cellid_000000040-1",-3.7681827545166,-1.0902214050293
"cellid_000000041-1",-0.454013466835022,2.94317245483398
"cellid_000000042-1",-0.899029612541199,2.70541095733643
"cellid_000000043-1",-2.65044331550598,6.04474401473999
"cellid_000000044-1",-5.26595592498779,3.68227076530457
"cellid_000000045-1",-5.43337917327881,-0.351123064756393
"cellid_000000046-1",-2.6639621257782,6.04855918884277
"cellid_000000047-1",-4.01586294174194,-1.42457985877991
"cellid_000000048-1",1.89438045024872,-1.3453996181488
"cellid_000000049-1",1.25043153762817,-0.387649178504944
"cellid_000000050-1",1.346151471138,0.655795753002167
"cellid_000000051-1",-3.57586812973022,-2.37085890769958
"cellid_000000052-1",-2.02660346031189,-2.42902064323425
"cellid_000000053-1",-2.7767858505249,-0.735480308532715
"cellid_000000054-1",-1.84603583812714,-2.55737352371216
"cellid_000000055-1",-1.89192378520966,-2.903151512146
"cellid_000000056-1",-1.21083116531372,-1.01366424560547
"cellid_000000058-1",-3.05617809295654,5.8490138053894
"cellid_000000059-1",1.89106011390686,-3.27825927734375
"cellid_000000060-1",-3.70994472503662,0.444136440753937
"cellid_000000061-1",-2.36016249656677,-0.857166945934296
"cellid_000000062-1",-1.21499681472778,5.54335498809814
"cellid_000000063-1",-2.72399568557739,6.16482162475586
"cellid_000000064-1",-4.30410242080688,0.69088613986969
"cellid_000000065-1",-2.44747447967529,-2.82382369041443
"cellid_000000066-1",3.53968453407288,-2.41744041442871
"cellid_000000067-1",-1.19536983966827,5.60388517379761
"cellid_000000068-1",2.28888630867004,-0.0555008687078953
"cellid_000000069-1",-3.77858948707581,0.708800733089447
"cellid_000000070-1",2.96193861961365,0.739414393901825
"cellid_000000071-1",-1.30578947067261,-2.64570641517639
"cellid_000000072-1",-2.10929083824158,5.23054838180542
"cellid_000000073-1",-2.65558195114136,-2.85998916625977
"cellid_000000074-1",-6.99699831008911,-4.28753852844238
"cellid_000000075-1",-0.925833523273468,3.09180569648743
"cellid_000000076-1",-1.06819832324982,-0.41683155298233
"cellid_000000077-1",-3.81003999710083,-0.410034984350204
"cellid_000000078-1",-3.48054718971252,1.86472582817078
"cellid_000000079-1",-2.69643664360046,-3.34755682945251
"cellid_000000080-1",-2.67803168296814,-1.50124609470367
"cellid_000000081-1",-1.3858814239502,-2.56028890609741
"cellid_000000082-1",-0.81208735704422,-0.264814049005508
"cellid_000000083-1",-2.531742811203,5.82450199127197
"cellid_000000084-1",-3.53131175041199,1.7762758731842
"cellid_000000085-1",3.31210708618164,0.316582858562469
"cellid_000000086-1",-1.58116507530212,-3.87321496009827
"cellid_000000087-1",-2.48134231567383,-0.402054309844971
