"Barcode","Seurat_res0.2","Seurat_res0.4","Sample","Slice","Sex","Region"
"cellid_000041840-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041841-1","c_01","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041842-1","c_13","c_18","M_2_4P10","4P10","M","none"
"cellid_000041843-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000041844-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000041845-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041846-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041847-1","c_03","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041848-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041849-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041850-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041851-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041852-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000041853-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041854-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041855-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041856-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041857-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041858-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000041859-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041860-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041861-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041862-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041863-1","c_07","c_06","M_2_4P10","4P10","M","none"
"cellid_000041864-1","c_03","c_24","M_2_4P10","4P10","M","none"
"cellid_000041865-1","c_05","c_09","M_2_4P10","4P10","M","NLT"
"cellid_000041866-1","c_13","c_25","M_2_4P10","4P10","M","NLT"
"cellid_000041867-1","c_03","c_05","M_2_4P10","4P10","M","none"
"cellid_000041868-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000041869-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041870-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000041871-1","c_07","c_06","M_2_4P10","4P10","M","NDILI"
"cellid_000041872-1","c_03","c_05","M_2_4P10","4P10","M","none"
"cellid_000041873-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041874-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041875-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000041876-1","c_01","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000041877-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000041878-1","c_13","c_18","M_2_4P10","4P10","M","none"
"cellid_000041879-1","c_07","c_06","M_2_4P10","4P10","M","none"
"cellid_000041880-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000041881-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000041882-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041883-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041884-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041885-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041886-1","c_01","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000041887-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041888-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041889-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041890-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041891-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000041892-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000041893-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041894-1","c_01","c_03","M_2_4P10","4P10","M","NDILI"
"cellid_000041895-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041896-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000041897-1","c_10","c_12","M_2_4P10","4P10","M","none"
"cellid_000041898-1","c_08","c_12","M_2_4P10","4P10","M","none"
"cellid_000041899-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041900-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041901-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041902-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000041903-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000041904-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041905-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041906-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041908-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041909-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041910-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041911-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041912-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041913-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041914-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041915-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041916-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041917-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041918-1","c_01","c_02","M_2_4P10","4P10","M","NDILI"
"cellid_000041919-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041920-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041921-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041922-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041923-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041924-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041925-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000041926-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041927-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000041928-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041929-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041930-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000041931-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041932-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041933-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041934-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041935-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000041936-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000041937-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041938-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041939-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041940-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041941-1","c_04","c_15","M_2_4P10","4P10","M","none"
"cellid_000041942-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000041943-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041944-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041945-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041946-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041947-1","c_17","c_28","M_2_4P10","4P10","M","none"
"cellid_000041948-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041949-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041950-1","c_12","c_11","M_2_4P10","4P10","M","none"
"cellid_000041951-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041952-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041953-1","c_01","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041954-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000041955-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041956-1","c_13","c_25","M_2_4P10","4P10","M","NLT"
"cellid_000041957-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041958-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000041959-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041960-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041961-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000041962-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041963-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000041965-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000041966-1","c_03","c_24","M_2_4P10","4P10","M","none"
"cellid_000041967-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000041968-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041969-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000041970-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000041971-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041972-1","c_03","c_01","M_2_4P10","4P10","M","none"
"cellid_000041973-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000041974-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041975-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041976-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000041977-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041978-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041979-1","c_09","c_10","M_2_4P10","4P10","M","none"
"cellid_000041980-1","c_03","c_16","M_2_4P10","4P10","M","NLT"
"cellid_000041981-1","c_01","c_01","M_2_4P10","4P10","M","none"
"cellid_000041982-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000041983-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041984-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041985-1","c_09","c_10","M_2_4P10","4P10","M","none"
"cellid_000041986-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000041987-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000041988-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041989-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041990-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000041991-1","c_03","c_05","M_2_4P10","4P10","M","none"
"cellid_000041992-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000041993-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000041994-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000041995-1","c_03","c_24","M_2_4P10","4P10","M","none"
"cellid_000041996-1","c_13","c_25","M_2_4P10","4P10","M","none"
"cellid_000041997-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000041998-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000041999-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042000-1","c_01","c_08","M_2_4P10","4P10","M","NDILI"
"cellid_000042001-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042002-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042003-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042004-1","c_03","c_05","M_2_4P10","4P10","M","none"
"cellid_000042005-1","c_03","c_24","M_2_4P10","4P10","M","none"
"cellid_000042006-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042007-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042008-1","c_04","c_15","M_2_4P10","4P10","M","none"
"cellid_000042009-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042010-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042011-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042012-1","c_03","c_05","M_2_4P10","4P10","M","none"
"cellid_000042013-1","c_09","c_10","M_2_4P10","4P10","M","none"
"cellid_000042014-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042015-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042016-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042017-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042018-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042019-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000042020-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042021-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042022-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042023-1","c_17","c_28","M_2_4P10","4P10","M","none"
"cellid_000042024-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042025-1","c_07","c_06","M_2_4P10","4P10","M","NDILI"
"cellid_000042026-1","c_01","c_17","M_2_4P10","4P10","M","none"
"cellid_000042027-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042028-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042029-1","c_04","c_04","M_2_4P10","4P10","M","NDILI"
"cellid_000042030-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000042031-1","c_15","c_26","M_2_4P10","4P10","M","NDILI"
"cellid_000042032-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042033-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042034-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042035-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042036-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042038-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042039-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042040-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042041-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042042-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042043-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000042044-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042045-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042046-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042047-1","c_03","c_22","M_2_4P10","4P10","M","none"
"cellid_000042048-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042049-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042050-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042051-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042052-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042053-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042054-1","c_13","c_25","M_2_4P10","4P10","M","none"
"cellid_000042055-1","c_01","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042056-1","c_03","c_24","M_2_4P10","4P10","M","none"
"cellid_000042057-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042058-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042059-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042060-1","c_01","c_29","M_2_4P10","4P10","M","none"
"cellid_000042061-1","c_08","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042062-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042063-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042064-1","c_03","c_05","M_2_4P10","4P10","M","none"
"cellid_000042065-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042066-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042067-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042068-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042069-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042070-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042071-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042072-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042073-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000042074-1","c_13","c_25","M_2_4P10","4P10","M","none"
"cellid_000042075-1","c_01","c_03","M_2_4P10","4P10","M","NDILI"
"cellid_000042076-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042077-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042078-1","c_09","c_10","M_2_4P10","4P10","M","none"
"cellid_000042079-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042080-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042081-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042082-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042083-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042084-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042085-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042086-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042087-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042088-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042090-1","c_08","c_12","M_2_4P10","4P10","M","none"
"cellid_000042091-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042092-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042093-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042094-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042095-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042096-1","c_06","c_07","M_2_4P10","4P10","M","none"
"cellid_000042097-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042099-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042100-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042101-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042102-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042103-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042104-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042105-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042106-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042107-1","c_02","c_01","M_2_4P10","4P10","M","NDILI"
"cellid_000042108-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042109-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042111-1","c_01","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042112-1","c_04","c_15","M_2_4P10","4P10","M","none"
"cellid_000042113-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042114-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042115-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042116-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000042117-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042118-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042119-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042120-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042121-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042122-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042123-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042124-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042125-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042126-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042127-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042128-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000042129-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042130-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042131-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042132-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042133-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042134-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042135-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042136-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042137-1","c_01","c_06","M_2_4P10","4P10","M","none"
"cellid_000042138-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042139-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042140-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042141-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042142-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042143-1","c_04","c_15","M_2_4P10","4P10","M","none"
"cellid_000042145-1","c_07","c_06","M_2_4P10","4P10","M","none"
"cellid_000042146-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042147-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042148-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042149-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042150-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042151-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042152-1","c_01","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042153-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042154-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042155-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042156-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042157-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042158-1","c_06","c_07","M_2_4P10","4P10","M","none"
"cellid_000042159-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042160-1","c_01","c_07","M_2_4P10","4P10","M","none"
"cellid_000042161-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042162-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042163-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042164-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042165-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042166-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000042167-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042168-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042169-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042171-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042172-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000042173-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042174-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000042175-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042176-1","c_04","c_04","M_2_4P10","4P10","M","none"
"cellid_000042177-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042178-1","c_05","c_09","M_2_4P10","4P10","M","NLT"
"cellid_000042179-1","c_03","c_24","M_2_4P10","4P10","M","none"
"cellid_000042180-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042181-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042182-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042183-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042185-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042186-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042187-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042188-1","c_01","c_11","M_2_4P10","4P10","M","none"
"cellid_000042189-1","c_10","c_13","M_2_4P10","4P10","M","NLT"
"cellid_000042190-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042191-1","c_14","c_20","M_2_4P10","4P10","M","NLT"
"cellid_000042192-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042193-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042194-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042195-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042196-1","c_07","c_06","M_2_4P10","4P10","M","none"
"cellid_000042197-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000042198-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042199-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042200-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042201-1","c_04","c_15","M_2_4P10","4P10","M","none"
"cellid_000042202-1","c_04","c_15","M_2_4P10","4P10","M","none"
"cellid_000042203-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042204-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042205-1","c_05","c_09","M_2_4P10","4P10","M","NLT"
"cellid_000042206-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042207-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042208-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042209-1","c_01","c_06","M_2_4P10","4P10","M","none"
"cellid_000042210-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042211-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042212-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042213-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042214-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042215-1","c_03","c_05","M_2_4P10","4P10","M","none"
"cellid_000042216-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042217-1","c_01","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042218-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042219-1","c_13","c_18","M_2_4P10","4P10","M","none"
"cellid_000042220-1","c_01","c_01","M_2_4P10","4P10","M","none"
"cellid_000042221-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042222-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042223-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042224-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042225-1","c_15","c_26","M_2_4P10","4P10","M","NLT"
"cellid_000042226-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042227-1","c_11","c_21","M_2_4P10","4P10","M","none"
"cellid_000042228-1","c_05","c_09","M_2_4P10","4P10","M","none"
