"Barcode","Seurat_res0.2","Seurat_res0.4","Sample","Slice","Sex","Region"
"cellid_000141632-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141633-1","c_04","c_15","F_1_4P10","4P10","F","Mpoa"
"cellid_000141634-1","c_03","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141635-1","c_07","c_06","F_1_4P10","4P10","F","ON"
"cellid_000141636-1","c_01","c_20","F_1_4P10","4P10","F","Mpoa"
"cellid_000141637-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141638-1","c_10","c_13","F_1_4P10","4P10","F","Mpoa"
"cellid_000141639-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141640-1","c_10","c_13","F_1_4P10","4P10","F","Mpoa"
"cellid_000141641-1","c_08","c_05","F_1_4P10","4P10","F","Dc"
"cellid_000141642-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141643-1","c_02","c_01","F_1_4P10","4P10","F","none"
"cellid_000141644-1","c_06","c_19","F_1_4P10","4P10","F","Mpoa"
"cellid_000141645-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141646-1","c_01","c_02","F_1_4P10","4P10","F","none"
"cellid_000141647-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141648-1","c_03","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141649-1","c_03","c_08","F_1_4P10","4P10","F","Vs"
"cellid_000141650-1","c_10","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141651-1","c_04","c_15","F_1_4P10","4P10","F","Dc"
"cellid_000141652-1","c_04","c_04","F_1_4P10","4P10","F","ON"
"cellid_000141653-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141654-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141655-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141656-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141657-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141658-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141659-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141660-1","c_04","c_15","F_1_4P10","4P10","F","Vs"
"cellid_000141661-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141662-1","c_06","c_19","F_1_4P10","4P10","F","none"
"cellid_000141663-1","c_05","c_14","F_1_4P10","4P10","F","Mpoa"
"cellid_000141664-1","c_10","c_13","F_1_4P10","4P10","F","Dc"
"cellid_000141665-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141666-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141667-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141668-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141669-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141670-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141671-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141672-1","c_03","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141673-1","c_08","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141674-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141675-1","c_08","c_17","F_1_4P10","4P10","F","Mpoa"
"cellid_000141676-1","c_04","c_15","F_1_4P10","4P10","F","Mpoa"
"cellid_000141677-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141678-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141679-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141680-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141681-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141682-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141683-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141684-1","c_06","c_07","F_1_4P10","4P10","F","Mpoa"
"cellid_000141685-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141686-1","c_05","c_14","F_1_4P10","4P10","F","Dc"
"cellid_000141687-1","c_01","c_08","F_1_4P10","4P10","F","ON"
"cellid_000141688-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141689-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141690-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141691-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141692-1","c_05","c_14","F_1_4P10","4P10","F","Dc"
"cellid_000141693-1","c_04","c_15","F_1_4P10","4P10","F","Mpoa"
"cellid_000141694-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141695-1","c_04","c_04","F_1_4P10","4P10","F","Dc"
"cellid_000141696-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141697-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141698-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141699-1","c_04","c_04","F_1_4P10","4P10","F","Mpoa"
"cellid_000141700-1","c_10","c_13","F_1_4P10","4P10","F","Mpoa"
"cellid_000141701-1","c_01","c_02","F_1_4P10","4P10","F","none"
"cellid_000141702-1","c_08","c_05","F_1_4P10","4P10","F","Mpoa"
"cellid_000141703-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141704-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141705-1","c_03","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141706-1","c_09","c_10","F_1_4P10","4P10","F","Dc"
"cellid_000141707-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141708-1","c_01","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141709-1","c_04","c_04","F_1_4P10","4P10","F","Mpoa"
"cellid_000141710-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141711-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141712-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141714-1","c_05","c_14","F_1_4P10","4P10","F","Mpoa"
"cellid_000141715-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141716-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141717-1","c_12","c_23","F_1_4P10","4P10","F","Mpoa"
"cellid_000141718-1","c_04","c_04","F_1_4P10","4P10","F","none"
"cellid_000141719-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141720-1","c_07","c_06","F_1_4P10","4P10","F","Dc"
"cellid_000141721-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141722-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141724-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141725-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141726-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141727-1","c_13","c_18","F_1_4P10","4P10","F","Mpoa"
"cellid_000141728-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141729-1","c_01","c_08","F_1_4P10","4P10","F","none"
"cellid_000141730-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141731-1","c_02","c_01","F_1_4P10","4P10","F","ON"
"cellid_000141732-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141733-1","c_01","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141734-1","c_03","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141735-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141736-1","c_15","c_26","F_1_4P10","4P10","F","Mpoa"
"cellid_000141737-1","c_11","c_21","F_1_4P10","4P10","F","Mpoa"
"cellid_000141738-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141739-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141740-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141741-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141742-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141743-1","c_10","c_13","F_1_4P10","4P10","F","Mpoa"
"cellid_000141744-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141745-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141746-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141747-1","c_03","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141748-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141749-1","c_01","c_08","F_1_4P10","4P10","F","ON"
"cellid_000141750-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141751-1","c_03","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141753-1","c_02","c_01","F_1_4P10","4P10","F","none"
"cellid_000141754-1","c_05","c_14","F_1_4P10","4P10","F","Vs"
"cellid_000141755-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141756-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141757-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141758-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141759-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141760-1","c_02","c_01","F_1_4P10","4P10","F","none"
"cellid_000141761-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141762-1","c_03","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141763-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141764-1","c_10","c_13","F_1_4P10","4P10","F","Mpoa"
"cellid_000141765-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141766-1","c_02","c_01","F_1_4P10","4P10","F","ON"
"cellid_000141767-1","c_08","c_17","F_1_4P10","4P10","F","Mpoa"
"cellid_000141768-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141769-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141770-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141771-1","c_03","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141772-1","c_03","c_08","F_1_4P10","4P10","F","Dc"
"cellid_000141773-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141774-1","c_16","c_27","F_1_4P10","4P10","F","Mpoa"
"cellid_000141775-1","c_03","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141776-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141777-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141778-1","c_08","c_12","F_1_4P10","4P10","F","Mpoa"
"cellid_000141779-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141780-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141781-1","c_03","c_24","F_1_4P10","4P10","F","ON"
"cellid_000141782-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141783-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141784-1","c_03","c_08","F_1_4P10","4P10","F","none"
"cellid_000141785-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141786-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141787-1","c_01","c_16","F_1_4P10","4P10","F","none"
"cellid_000141788-1","c_04","c_15","F_1_4P10","4P10","F","Mpoa"
"cellid_000141789-1","c_01","c_06","F_1_4P10","4P10","F","ON"
"cellid_000141790-1","c_01","c_02","F_1_4P10","4P10","F","Vs"
"cellid_000141791-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141792-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141793-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141794-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141795-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141796-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141797-1","c_15","c_26","F_1_4P10","4P10","F","Mpoa"
"cellid_000141798-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141799-1","c_08","c_17","F_1_4P10","4P10","F","Mpoa"
"cellid_000141800-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141801-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141802-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141803-1","c_01","c_08","F_1_4P10","4P10","F","ON"
"cellid_000141804-1","c_01","c_06","F_1_4P10","4P10","F","ON"
"cellid_000141805-1","c_05","c_14","F_1_4P10","4P10","F","Mpoa"
"cellid_000141806-1","c_04","c_15","F_1_4P10","4P10","F","Dc"
"cellid_000141807-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141808-1","c_06","c_07","F_1_4P10","4P10","F","none"
"cellid_000141809-1","c_03","c_05","F_1_4P10","4P10","F","Mpoa"
"cellid_000141810-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141811-1","c_01","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141812-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141813-1","c_12","c_11","F_1_4P10","4P10","F","Mpoa"
"cellid_000141814-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141815-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141816-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141817-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141818-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141821-1","c_01","c_06","F_1_4P10","4P10","F","none"
"cellid_000141822-1","c_03","c_24","F_1_4P10","4P10","F","Mpoa"
"cellid_000141823-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141824-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141825-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141826-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141827-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141828-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141829-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141830-1","c_01","c_11","F_1_4P10","4P10","F","ON"
"cellid_000141831-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141832-1","c_01","c_08","F_1_4P10","4P10","F","ON"
"cellid_000141833-1","c_05","c_14","F_1_4P10","4P10","F","Vs"
"cellid_000141834-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141835-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141836-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141837-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141838-1","c_09","c_10","F_1_4P10","4P10","F","Vs"
"cellid_000141839-1","c_04","c_15","F_1_4P10","4P10","F","Vs"
"cellid_000141840-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141841-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141842-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141843-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141844-1","c_06","c_07","F_1_4P10","4P10","F","Mpoa"
"cellid_000141845-1","c_02","c_01","F_1_4P10","4P10","F","ON"
"cellid_000141846-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141847-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141848-1","c_01","c_01","F_1_4P10","4P10","F","Dc"
"cellid_000141849-1","c_01","c_02","F_1_4P10","4P10","F","Vs"
"cellid_000141850-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141851-1","c_11","c_22","F_1_4P10","4P10","F","Vs"
"cellid_000141852-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141853-1","c_04","c_04","F_1_4P10","4P10","F","Dc"
"cellid_000141854-1","c_01","c_11","F_1_4P10","4P10","F","Mpoa"
"cellid_000141855-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141856-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141857-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141858-1","c_03","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141859-1","c_01","c_08","F_1_4P10","4P10","F","ON"
"cellid_000141860-1","c_06","c_07","F_1_4P10","4P10","F","Mpoa"
"cellid_000141861-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141862-1","c_08","c_17","F_1_4P10","4P10","F","none"
"cellid_000141863-1","c_12","c_23","F_1_4P10","4P10","F","none"
"cellid_000141864-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141865-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141866-1","c_08","c_17","F_1_4P10","4P10","F","Mpoa"
"cellid_000141868-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141869-1","c_04","c_04","F_1_4P10","4P10","F","Dc"
"cellid_000141870-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141871-1","c_06","c_07","F_1_4P10","4P10","F","Mpoa"
"cellid_000141872-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141873-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141874-1","c_09","c_10","F_1_4P10","4P10","F","Dc"
"cellid_000141875-1","c_16","c_27","F_1_4P10","4P10","F","Dc"
"cellid_000141876-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141877-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141878-1","c_04","c_15","F_1_4P10","4P10","F","Mpoa"
"cellid_000141879-1","c_01","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141880-1","c_09","c_10","F_1_4P10","4P10","F","Vs"
"cellid_000141881-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141882-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141883-1","c_01","c_08","F_1_4P10","4P10","F","ON"
"cellid_000141884-1","c_13","c_18","F_1_4P10","4P10","F","Mpoa"
"cellid_000141885-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141886-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141887-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141888-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141889-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141890-1","c_11","c_21","F_1_4P10","4P10","F","ON"
"cellid_000141891-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141892-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141893-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141894-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141895-1","c_11","c_21","F_1_4P10","4P10","F","none"
"cellid_000141896-1","c_02","c_01","F_1_4P10","4P10","F","ON"
"cellid_000141897-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141898-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141899-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141900-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141901-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141903-1","c_01","c_07","F_1_4P10","4P10","F","Mpoa"
"cellid_000141904-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141905-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141906-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141907-1","c_02","c_01","F_1_4P10","4P10","F","ON"
"cellid_000141908-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141909-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141910-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141911-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141912-1","c_03","c_24","F_1_4P10","4P10","F","Mpoa"
"cellid_000141913-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141914-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141915-1","c_09","c_10","F_1_4P10","4P10","F","Dc"
"cellid_000141916-1","c_08","c_17","F_1_4P10","4P10","F","Mpoa"
"cellid_000141917-1","c_11","c_22","F_1_4P10","4P10","F","ON"
"cellid_000141918-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141919-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141920-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141921-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141922-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141923-1","c_04","c_15","F_1_4P10","4P10","F","Mpoa"
"cellid_000141924-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141925-1","c_01","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141926-1","c_04","c_04","F_1_4P10","4P10","F","Dc"
"cellid_000141927-1","c_11","c_21","F_1_4P10","4P10","F","Mpoa"
"cellid_000141928-1","c_13","c_18","F_1_4P10","4P10","F","Vs"
"cellid_000141929-1","c_01","c_03","F_1_4P10","4P10","F","ON"
"cellid_000141930-1","c_07","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141931-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141932-1","c_10","c_13","F_1_4P10","4P10","F","Mpoa"
"cellid_000141933-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141934-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141935-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141936-1","c_01","c_16","F_1_4P10","4P10","F","ON"
"cellid_000141937-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141938-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141939-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141941-1","c_01","c_02","F_1_4P10","4P10","F","ON"
"cellid_000141942-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141943-1","c_11","c_22","F_1_4P10","4P10","F","ON"
"cellid_000141944-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141945-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141946-1","c_01","c_02","F_1_4P10","4P10","F","none"
"cellid_000141947-1","c_10","c_13","F_1_4P10","4P10","F","none"
"cellid_000141948-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141949-1","c_01","c_02","F_1_4P10","4P10","F","Dc"
"cellid_000141950-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141951-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141952-1","c_15","c_26","F_1_4P10","4P10","F","Mpoa"
"cellid_000141953-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141954-1","c_13","c_18","F_1_4P10","4P10","F","Dc"
"cellid_000141955-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141956-1","c_08","c_12","F_1_4P10","4P10","F","Mpoa"
"cellid_000141957-1","c_01","c_03","F_1_4P10","4P10","F","Dc"
"cellid_000141958-1","c_10","c_13","F_1_4P10","4P10","F","Mpoa"
"cellid_000141959-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141960-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141961-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141962-1","c_06","c_07","F_1_4P10","4P10","F","none"
"cellid_000141963-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141964-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141965-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141966-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141967-1","c_01","c_08","F_1_4P10","4P10","F","none"
"cellid_000141968-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
"cellid_000141969-1","c_04","c_15","F_1_4P10","4P10","F","Mpoa"
"cellid_000141970-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141971-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141972-1","c_01","c_08","F_1_4P10","4P10","F","Mpoa"
"cellid_000141973-1","c_02","c_01","F_1_4P10","4P10","F","Vs"
"cellid_000141974-1","c_01","c_17","F_1_4P10","4P10","F","Mpoa"
"cellid_000141975-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141976-1","c_02","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141977-1","c_13","c_25","F_1_4P10","4P10","F","ON"
"cellid_000141978-1","c_04","c_04","F_1_4P10","4P10","F","Mpoa"
"cellid_000141979-1","c_04","c_04","F_1_4P10","4P10","F","Mpoa"
"cellid_000141980-1","c_11","c_21","F_1_4P10","4P10","F","Mpoa"
"cellid_000141981-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141982-1","c_01","c_02","F_1_4P10","4P10","F","Mpoa"
"cellid_000141983-1","c_02","c_01","F_1_4P10","4P10","F","none"
"cellid_000141984-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141985-1","c_06","c_07","F_1_4P10","4P10","F","Mpoa"
"cellid_000141986-1","c_01","c_08","F_1_4P10","4P10","F","none"
"cellid_000141987-1","c_03","c_16","F_1_4P10","4P10","F","Mpoa"
"cellid_000141988-1","c_06","c_07","F_1_4P10","4P10","F","Mpoa"
"cellid_000141989-1","c_01","c_03","F_1_4P10","4P10","F","Mpoa"
"cellid_000141990-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141991-1","c_11","c_22","F_1_4P10","4P10","F","Mpoa"
"cellid_000141992-1","c_09","c_10","F_1_4P10","4P10","F","Mpoa"
"cellid_000141993-1","c_02","c_01","F_1_4P10","4P10","F","Mpoa"
"cellid_000141994-1","c_07","c_06","F_1_4P10","4P10","F","Mpoa"
