gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	0	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	3	4	5	6_0	6_1	6_2	6_3	7	8	9
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS05760BB78	UBASH3B	0.176	0.032	0.022	0.084	0.011	0.064	0.159	0.025	0.08	0.074	0.215	0.03	0.184	0.08	0.139	0.292	0.023	0.171	0.07	0.03	0.065	0.169	0.156	0.088	0.101	0.158	0.063	0.209	0.34	0.07
UBASH3B	Q8TF42	True	UBS3B_HUMAN	Dehydroepiandrosterone_bySTS	CPI-CS0259A0EB4	UBASH3B	0.176	0.032	0.022	0.084	0.011	0.064	0.159	0.025	0.08	0.074	0.215	0.03	0.184	0.08	0.139	0.292	0.023	0.171	0.07	0.03	0.065	0.169	0.156	0.088	0.101	0.158	0.063	0.209	0.34	0.07
SRD5A3	Q9H8P0	True	PORED_HUMAN	Dihydrotestosterone_bySRD5A3	CPI-CS039E9FE7F	SRD5A3	0.025	0.006	0.011	0.004	0.008	0.016	0.018	0.008	0.008	0.016	0.02	0.017	0.008	0.004	0.026	0.026	0.008	0.022	0.015	0.015	0.018	0.016	0.021	0.026	0.017	0.018	0.016	0.01	0.023	0.014
SRD5A1	P18405	True	S5A1_HUMAN	Dihydrotestosterone_bySRD5A1	CPI-CS0EC7F7C75	SRD5A1	0.033	0.021	0.006	0.01	0.01	0.019	0.013	0.013	0.012	0.025	0.015	0.016	0.004	0.02	0.028	0.038	0.02	0.031	0.075	0.015	0.026	0.019	0.028	0.028	0.022	0.036	0.016	0.013	0.028	0.009
SRD5A2	P31213	True	S5A2_HUMAN	Dihydrotestosterone_bySRD5A2	CPI-CS0D228AF4D	SRD5A2	0.071	0.025	0.023	0.03	0.036	0.016	0.042	0.021	0.029	0.023	0.05	0.054	0.009	0.013	0.068	0.067	0.028	0.093	0.05	0.03	0.052	0.056	0.051	0.063	0.054	0.043	0.047	0.028	0.097	0.031
CYP21A2	P08686	True	CP21A_HUMAN	Desoxycorticosterone_byCYP21A2	CPI-CS012A5546C	CYP21A2	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	DHCR7	0.107	0.036	0.019	0.015	0.029	0.041	0.043	0.036	0.024	0.048	0.062	0.042	0.011	0.02	0.101	0.096	0.071	0.078	0.035	0.03	0.086	0.034	0.083	0.079	0.076	0.097	0.031	0.022	0.072	0.034
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS0A5B6BD7A	PTGR1	0.005	0.002	0.001	0.001	0.001	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.008	0.003	0.0	0.0	0.001	0.005	0.005	0.009	0.005	0.007	0.0	0.001	0.002	0.004
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS04A56D5BE	PTGR1	0.005	0.002	0.001	0.001	0.001	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.008	0.003	0.0	0.0	0.001	0.005	0.005	0.009	0.005	0.007	0.0	0.001	0.002	0.004
CYP11A1	P05108	True	CP11A_HUMAN	22Hydroxycholesterol_byCYP11A1	CPI-CS08D535BCF	CYP11A1	0.015	0.005	0.004	0.005	0.009	0.011	0.007	0.055	0.007	0.007	0.008	0.01	0.008	0.013	0.019	0.036	0.0	0.012	0.03	0.0	0.01	0.012	0.008	0.004	0.0	0.011	0.0	0.007	0.009	0.009
