"","cluster","gene","length_estimate","length_summary_p.value","length_summary_q.value"
"1",2,"LOC129348986",0.0253861886613655,0.374243922111999,0.905037184536262
"2",2,"trip4",0.00126771038212859,0.918958325776122,0.98025906566292
"3",2,"chrna7a",0.00701189021653835,0.112232699510135,0.878820639177383
"4",2,"cln6a",0.00967923501728741,0.0235623476153947,0.619158951557554
"5",2,"LOC118470268",-0.00132465300175298,0.443057231496863,0.921556142579294
"6",2,"calml4a",-0.00125261223836457,0.585109969818606,0.924966483183363
"7",2,"LOC111568352",0.0222144159499178,0.0856019418364746,0.846539821560019
"8",2,"rxfp3.3a2",-0.000137444690620384,0.90403321200743,0.978462872078538
"9",2,"rps17",-0.00149832234352894,0.788116074385754,0.970561509540128
"10",2,"LOC129347713",0.000674555353829975,0.477744511006718,0.924966483183363
"11",2,"csnk1g1",0.0038574890818357,0.564090791296874,0.924966483183363
"12",2,"LOC111571203",0.00238790536534048,0.0351855330981073,0.690420474188676
"13",2,"neo1a",0.0187271547750753,0.424170639938616,0.916373705135782
"14",2,"LOC129349243",0.000607389837484597,0.645596725083487,0.940342988786881
"15",2,"LOC111567962",-0.0245522296885823,0.027246274599535,0.641560920271442
"16",2,"bbs4",-0.00717068511760787,0.1001472297958,0.874441531264174
"17",2,"scamp2l",0.00226951152172405,0.748855847936573,0.967735045076954
"18",2,"LOC129347348",0.00132707999247484,0.567922708423684,0.924966483183363
"19",2,"myo9aa",0.00359051172762875,0.797846331709971,0.970561509540128
"20",2,"senp8",0.00124537211672676,0.543647199394265,0.924966483183363
"21",2,"LOC111580711",-0.000617248494899101,0.895967560758505,0.978462872078538
"22",2,"anp32a",0.00304644597509234,0.447538182701741,0.923599090394191
"23",2,"coro2ba",-0.0175513908169886,0.291087340596362,0.902054837355768
"24",2,"itga11a",-0.00908723958729657,0.0751770278449087,0.825014770953668
"25",2,"LOC111588606",0.00180000174687518,0.10517656832487,0.877708730662717
"26",2,"LOC129348621",0.00035038102431178,0.586584939573145,0.924966483183363
"27",2,"LOC111564424",0.00237554591757503,0.0391911514290514,0.713732222090479
"28",2,"LOC129349160",0.00248132860538869,0.148131242891372,0.902054837355768
"29",2,"LOC111564416",-0.00169630731469265,0.110012717526668,0.877720530358174
"30",2,"cpeb1b",-7.14687561080079e-05,0.989067723319251,0.996798050256568
"31",2,"LOC111564421",-0.00273240213858814,0.302165645670155,0.902054837355768
"32",2,"LOC111564418",-0.000938236254818879,0.715774204602748,0.959012262234101
"33",2,"LOC111564417",0.00350063841793861,0.211135789412761,0.902054837355768
"34",2,"LOC111564410",0.00158127185208572,0.607632570870373,0.93008767785293
"35",2,"LOC111564425",0.00087810557732396,0.355313014784523,0.902054837355768
"36",2,"ccnb2",0.000243618807049845,0.459382035342003,0.924966483183363
"37",2,"cars1",-0.00135668298718748,0.780089607473333,0.970561509540128
"38",2,"pex16",0.00146020091068486,0.826770831304091,0.973580461737754
"39",2,"arfgap2",0.00232147652936416,0.625634731347827,0.935926679075253
"40",2,"LOC118469870",-0.00634121828365296,0.0144845891986435,0.512711855899044
"41",2,"glceb",0.014628375186293,0.328114697856307,0.902054837355768
"42",2,"paqr5b",-0.00156862750959148,0.186188296928713,0.902054837355768
"43",2,"LOC111564414",-0.000965093680895321,0.378828419660917,0.905631299992632
"44",2,"tle3b",-0.00266949483864716,0.801091267133798,0.970561509540128
"45",2,"uacab",0.0082747664730721,0.347644259112804,0.902054837355768
"46",2,"LOC111564639",-0.0051342178487956,0.603000440947565,0.928042083999787
"47",2,"rxfp3.3a1",0.000376541361238369,0.56090839110464,0.924966483183363
"48",2,"pias1a",0.0147700975958443,0.00931300447087491,0.418629894684025
"49",2,"skor1a",0.0022219678511743,0.324361485844438,0.902054837355768
"50",2,"map2k5",0.0116080102929185,0.0937760902745266,0.865340394891694
"51",2,"smad3a",0.000840236268895153,0.888496499292456,0.978462872078538
"52",2,"smad6a",0.00483812720054481,0.456934474117189,0.924966483183363
"53",2,"tmem208",-0.00303613777874111,0.463206632709089,0.924966483183363
"54",2,"slc39a1",0.00258415733615966,0.4025005601002,0.908173068789775
"55",2,"rlbp1a",0.000795282069154128,0.463370594222604,0.924966483183363
"56",2,"LOC111565738",0.0123927205049289,0.0711885487412058,0.814233121109156
"57",2,"LOC111565745",-0.00101153125503452,0.959492391785189,0.988257403712449
"58",2,"mibp2",-0.00573058904224225,0.158948148588047,0.902054837355768
"59",2,"LOC129350229",-6.86455914089759e-05,0.90403321200743,0.978462872078538
"60",2,"bloc1s6",-0.00330392552002007,0.634778188420073,0.937271666993333
"61",2,"slc30a4",0.00761766689843684,0.113699772721326,0.878820639177383
"62",2,"c1h15orf48",0.000112748285494947,0.882672145658883,0.978462872078538
"63",2,"spata5l1",0.000125250014334137,0.932832891581615,0.982883276532634
"64",2,"LOC111565744",-0.000310426861283645,0.855225846732977,0.978462872078538
"65",2,"dtwd1",-0.000620103429778214,0.837286070072088,0.976705070800968
"66",2,"LOC129349619",-0.00868506867046953,0.311625145744013,0.902054837355768
"67",2,"fgf7",-0.00422246551014352,0.0116618401741829,0.459686349533828
