"","cluster","gene","Time_p.value","Time_estimate","Time_x_status_p.value","status_p.value","d_f_p.value","d_f_estimate","d_m_p.value","d_m_estimate","f_m_p.value","f_m_estimate","Time_q.value","status_q.value","Time_x_status_q.value","d_f_q.value","d_m_q.value","f_m_q.value"
"1",26,"LOC129348986",0.761858489727677,-0.000878874702561812,0.268466108595188,0.718910105942289,0.774622024617134,0.0614834281908477,0.998146630469453,0.000485950056894335,0.798409923101934,-0.0609974781339534,0.986048825015148,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"2",26,"trip4",0.292852535096265,-0.000651256780427228,0.987869468632966,0.475136219225892,0.943879304997323,0.0108625885818611,0.353892652107749,-0.142004418715837,0.380529516577352,-0.152867007297698,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"3",26,"cln6a",0.564611548213548,0.000250388518493402,0.478155807865893,0.40720461912539,0.623034508392375,-0.0346138010914077,0.116840827684593,-0.112697422751987,0.325939051979523,-0.0780836216605791,0.979215822391381,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"4",26,"LOC118470268",0.933050265007508,-0.000199518290724802,0.330461070106463,0.802220816267948,0.576477852642819,-0.0192142307588716,0.731016517662881,-0.0114963598933612,0.839343460314094,0.00771787086551039,0.99492842958864,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"5",26,"LOC111568352",0.396143489151676,-6.73938618958432e-05,0.933248632619768,0.956468710841015,0.950342445679892,-0.00357819508286603,0.874138548211416,-0.0088854360494417,0.93383862389168,-0.00530724096657567,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"6",26,"rxfp3.3a2",0.171403001313133,-0.000124741059841261,0.481807217224236,0.426915429398734,0.773642271069248,0.00438190999727557,0.369117331328073,-0.0135475402161515,0.2997664800365,-0.0179294502134271,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"7",26,"rps17",0.834260242858822,-0.000689673523939617,0.276066370738375,0.825653632638618,0.887151202398044,0.0149078582461918,0.716273076654557,0.0373420750655611,0.847838613697483,0.0224342168193692,0.990515515699282,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"8",26,"csnk1g1",0.867573874535686,-0.000285290015665928,0.177756998064211,0.232482544626999,0.412079741664928,0.100743727477784,0.652516990321367,-0.0534644899824919,0.264604280431461,-0.154208217460276,0.991360212281631,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"9",26,"LOC111571203",0.652945832627708,0.000239532013915005,0.795082200625762,0.802385034449018,0.599494304959096,0.0907952608197628,0.854022021138985,0.0308952937668486,0.754673651077498,-0.0598999670529142,0.984136050998537,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"10",26,"neo1a",0.91810908780648,0.000134800358892644,0.969399384641956,0.658716505401345,0.441018537787359,-0.146345708849298,0.861099347433963,0.032071258498441,0.399621260487466,0.178416967347739,0.99492842958864,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"11",26,"LOC111567962",0.443424714512972,0.000251892713259379,0.633249813397983,0.956430713255262,0.645383229160812,-0.0776701482243033,0.550946794821513,-0.0985038953276886,0.911311281247458,-0.0208337471033853,0.968905527756594,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"12",26,"bbs4",0.540142132508395,-0.000396800792096319,0.378465802061772,0.630032325531271,0.454999564945557,0.0591550559057704,0.201225531694834,0.100915204664299,0.633240154939797,0.0417601487585286,0.979215822391381,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"13",26,"scamp2l",0.366110737198177,-0.000466617934365748,0.00967846142051676,0.47822232312682,0.991535996662862,-0.000299824971544849,0.688808608767264,-0.0110808096583475,0.732316320605847,-0.0107809846868026,0.966225796659974,0.999998868646422,0.932121286543016,0.999681140134635,0.99971385624637,0.99998698066016
"14",26,"myo9aa",0.825116553959488,0.000505029390276006,0.110245682390936,0.632310218309753,0.673325818973418,0.0309639306369766,0.161618568525983,-0.103979328894262,0.114977340450024,-0.134943259531239,0.990056452166383,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"15",26,"LOC111580711",0.393469249988536,-0.000125023009087255,0.874942210025063,0.778101726232211,0.595150766981605,0.0188954536330242,0.415486442352773,0.0284716324039897,0.807907068194318,0.0095761787709655,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"16",26,"coro2ba",0.388472889905235,-0.000351727367625961,0.709151853251738,0.120026755508909,0.0761883731805605,0.171326163621518,0.158068254327498,0.129987206962198,0.682915370111377,-0.0413389566593207,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"17",26,"itga11a",0.752443410284162,-0.000191144221870446,0.141394675109626,0.586509451650047,0.383570726320734,0.0155031348232397,0.492833694696511,0.0118390932969869,0.851046068577591,-0.0036640415262528,0.984229739518491,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"18",26,"LOC111564416",0.333591900398851,0.000176485776506166,0.0611128623624959,0.148008474144534,0.947246255150847,-0.00336814745197309,0.434286158331529,-0.0393138500917337,0.528871247758413,-0.0359457026397606,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"19",26,"cpeb1b",0.169249778799786,-0.000224359349361128,0.395796433621769,0.291177731710821,0.143104300251155,-0.0528312058743531,0.614986281567012,0.0170462191038976,0.0867438775270822,0.0698774249782507,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"20",26,"LOC111564418",0.655044029104809,3.28423768877103e-05,0.969076741092115,0.329595810884915,0.524235833660006,0.0424202015826348,0.232138431137099,0.0792825892580087,0.617821739520109,0.036862387675374,0.984136050998537,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"21",26,"LOC111564410",0.42210213159154,0.000165035664052783,0.027742020036586,0.775062228630417,0.734517448278646,-0.0237359715470291,0.404551551371392,-0.0575947080809862,0.664176543060598,-0.0338587365339572,0.966225796659974,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
"22",26,"cars1",0.640899429114949,-0.000465884395608602,0.582342905102104,0.533325972707918,0.441339080013856,0.104186390086382,0.635218709074633,0.0621873080555905,0.778074615810795,-0.0419990820307915,0.983272022136093,0.999998868646422,0.999986540902393,0.999088760430335,0.99971385624637,0.99998698066016
