cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
8	BHLHE22	2.84604845848373e-106	2.56100824123434e-110	3.29092600358409	0.704	0.061
8	PRDM8	2.83278880578781e-94	2.54907658219005e-98	4.18642997564697	0.48	0.028
8	NXPH1	2.30277501427906e-88	2.07214524815897e-92	2.66258054764252	0.908	0.143
8	PRKCQ	3.59211479379933e-84	3.23235381427097e-88	1.43325405588725	0.571	0.046
8	NEUROD2	2.04174387671816e-75	1.83725715532994e-79	4.22614437221416	0.633	0.072
8	SH2D1B	7.86487567508282e-73	7.07718498612689e-77	4.18133201815396	0.265	0.008
8	FOXA2	6.22164898301791e-69	5.5985323342193e-73	6.16974533830505	0.173	0.002
8	IRX3	4.69296892735824e-65	4.22295413241991e-69	3.74373588055094	0.316	0.017
8	PRKG2	1.30683981349117e-63	1.17595591963571e-67	3.16986638093264	0.48	0.045
8	NTNG2	1.19515105318487e-62	1.07545312083584e-66	2.91396217063815	0.622	0.084
8	ZFPM2	1.28436466616031e-61	1.155731725151e-65	2.68099638912196	0.776	0.132
8	ADCY1	2.05664977527173e-60	1.85067018381331e-64	3.45676343969888	0.806	0.182
8	CCK	4.67131533950442e-60	4.20346921578729e-64	2.35260353465253	0.714	0.114
8	IRX5	5.68438646856661e-58	5.11507825840602e-62	3.36529356735809	0.337	0.023
8	TUFT1	1.43492043852872e-57	1.29120888916469e-61	3.00995590504886	0.418	0.037
8	DLGAP3	3.17558273064178e-57	2.85753867600269e-61	2.79398694276011	0.796	0.167
8	PITX1	1.36712689966546e-54	1.23020507483619e-58	2.99925197369954	0.429	0.042
8	KCNMB4	1.60875947615734e-54	1.44763743017848e-58	3.59990913467829	0.347	0.027
8	IGSF3	9.21641570611311e-52	8.29336426357699e-56	2.82635971930414	0.776	0.173
8	ROBO2	1.32940428373261e-51	1.19626049107587e-55	3.44178867736751	0.939	0.324
8	CNTNAP5	9.3325642880061e-51	8.39788021956816e-55	2.76808605584625	0.929	0.345
8	GFRA4	2.63094117080347e-48	2.36744458814314e-52	1.6874787160377	0.99	0.372
8	CACNB4	2.27226871978466e-46	2.04469424978373e-50	2.91283450998229	0.724	0.174
8	BHLHE23	1.13126264747277e-45	1.01796332895957e-49	4.75870838167699	0.214	0.011
8	CLSTN2	4.56479319001409e-45	4.1076155763647e-49	3.78504820258553	0.959	0.471
8	GFRA3	5.64990656301385e-45	5.08405161793741e-49	1.77617219507987	0.643	0.122
8	FSTL4	5.3938941411311e-44	4.85367960148574e-48	2.01718491513377	0.908	0.297
8	GRIA3	6.0274247838929e-43	5.42376026625835e-47	3.19286060469587	0.969	0.441
8	GABRA6	1.50689665219921e-42	1.35597647097922e-46	2.38007411769085	0.5	0.073
8	ANO2	4.8608509225532e-40	4.37402224651597e-44	2.44295391578899	0.469	0.069
8	RDH10	8.06895451316105e-40	7.26082472164227e-44	3.34359479177284	0.296	0.027
8	RAVER2	1.95182474993024e-39	1.75634369650881e-43	2.02790904311843	0.898	0.312
8	FGF11	1.31216699798814e-37	1.1807495707623e-41	2.02954712882343	0.469	0.076
8	PLEKHA7	3.55351025883628e-37	3.19761563829414e-41	2.22416980118485	0.49	0.079
8	RAMP3	1.03555777491504e-36	9.31843584014251e-41	2.82560365605811	0.469	0.078
8	SEMA4G	7.61125293482729e-36	6.84896331758058e-40	2.75561293679192	0.653	0.152
8	CHST11	1.13297443326288e-35	1.01950367431196e-39	2.34111463844217	0.633	0.146
8	ABTB3	1.43149286720597e-35	1.28812459930349e-39	2.91256051849781	0.949	0.41
8	BCL11A	1.70311520899439e-35	1.53254315575847e-39	1.93119220863695	0.857	0.26
8	HOMER3	1.97352791267974e-33	1.77587322296386e-37	1.75335048478736	0.459	0.076
8	TRIM9	7.72065268210895e-33	6.94740635481774e-37	2.63902467082734	0.653	0.175
8	SUSD6	9.87818708810094e-33	8.88885727355435e-37	2.21383518465891	0.571	0.124
8	PRKCB	1.0302188375924e-32	9.27039357142446e-37	3.07610652559736	0.827	0.296
8	HDAC4	1.88947531738679e-32	1.70023874506145e-36	2.09376167949448	0.602	0.139
8	RHBDF1	4.82619515299719e-31	4.34283735534706e-35	2.87347164057173	0.378	0.057
8	FGF5	5.52203619797482e-31	4.9689878502428e-35	4.48463754284882	0.112	0.003
8	PTPRD	1.95955022536865e-30	1.76329544260654e-34	1.76498271524572	0.847	0.318
8	GRIN2B	5.11434927860654e-30	4.60213198830788e-34	2.27610986123471	0.98	0.557
8	RORA	1.0272208107119e-29	9.24341591570143e-34	2.29039018556286	0.5	0.102
8	SHISAL1	1.18394995812077e-29	1.0653738487544e-33	2.23991059370468	0.561	0.131
8	R3HDM1	2.70970606825717e-29	2.43832094687048e-33	1.38906532002713	0.959	0.426
8	GRM4	2.5182473224508e-28	2.26603736385386e-32	2.49327124208356	0.898	0.384
8	NRG3	3.49998140139725e-28	3.14944785512216e-32	1.38905054150765	0.99	0.648
8	RIMS4	5.47662409332687e-28	4.92812390293068e-32	1.94203720341643	0.571	0.137
8	PTPRT	9.47741300868759e-28	8.52822191009412e-32	1.359763917118	0.847	0.287
8	DAZAP1	3.27217712612915e-27	2.9444588555108e-31	2.15838460386996	0.48	0.1
8	TSPAN18	1.82894680557096e-26	1.64577234371543e-30	2.51017323693149	0.551	0.139
8	TTC28	2.42953631130282e-26	2.18621102429841e-30	0.978889700266819	0.602	0.151
8	ADAM12	4.71564521828813e-26	4.243359325374e-30	2.84215429928563	0.469	0.104
8	DLGAP4	2.54843630569851e-25	2.29320283064745e-29	2.12276116293019	0.673	0.226
8	PDZRN4	4.90095379359246e-25	4.41010869575493e-29	1.52764079164323	0.49	0.106
8	AFF2	1.04148685019367e-24	9.37178844770693e-29	1.71319530221821	0.827	0.343
8	GABRD	1.97295003529676e-24	1.77535322171939e-28	2.01865752489461	0.551	0.143
8	ADGRL3	2.40900750853763e-24	2.1677382421827e-28	1.5507247202295	0.98	0.566
8	SV2B	5.54084322125263e-24	4.98591129420735e-28	2.6772772470669	0.367	0.068
8	GRM1	1.17500452899592e-23	1.05732433096007e-27	2.78412880081667	0.673	0.226
8	SPTBN5	2.27937928656077e-23	2.05109267215042e-27	1.87940027738103	0.255	0.032
8	HIVEP2	6.22420999471156e-22	5.60083685297539e-26	1.71249791491259	0.694	0.239
8	STXBP4	6.22549793610194e-22	5.6019958032052e-26	2.37578059355268	0.204	0.022
8	SYT2	6.89109081206843e-22	6.20092757317415e-26	2.0114011447733	0.827	0.364
8	EPHB1	8.98137344224411e-22	8.08186218144885e-26	2.61622713992656	0.816	0.387
8	ADGRB3	1.30542699418567e-21	1.17468459838537e-25	1.23375631796768	0.99	0.6
8	CBLN1	2.2669185849846e-21	2.03987994689517e-25	1.82077662458141	0.48	0.116
8	CDH8	5.45796160330457e-21	4.91133051678626e-25	1.77117419336233	0.643	0.213
8	PLXNA1	8.72983287249127e-21	7.85551414783701e-25	1.33363127384839	0.949	0.558
8	TSKU	1.20157471484266e-20	1.08123343367467e-24	2.71381847215644	0.112	0.006
