"gene","av_p","positive_p","interaction_p","d_m_p.value","d_f_p.value","f_m_p.value","d_m_estimate","d_f_estimate","f_m_estimate","int_d_p.value","int_f_p.value","int_m_p.value","int_d_estimate","int_f_estimate","int_m_estimate","singular","warning","error","av_q","interaction_q","positive_q"
"LOC129348986",0.148581105046581,0.264120151919176,0.729489493418605,0.0940159805946498,0.174449583541971,0.70328963537467,0.0527966464924429,-0.0410922522695377,0.0117043942229052,0.845608572908233,0.225972229474074,0.265752164327715,0.00446236825906973,0.0251987890398865,0.0284541322218708,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.663503735989293
"trip4",0.540827179899645,0.415194349523779,0.0465308077284546,0.0628801236896048,0.0671461049366307,0.927648064083132,0.0612556690826553,-0.0583472217415884,0.00290844734106691,0.00189379002744407,0.781837496466331,0.416393210454116,0.0767574629033584,-0.00645534277341508,0.0238019165562379,FALSE,NA,NA,0.561239806872416,0.77812374264258,0.759445126719965
"cln6a",0.350326929727643,0.475172149923037,0.560032394513376,0.0677772114012758,0.162316391399223,0.617086535279592,0.0684126316276382,-0.0495977349785588,0.0188148966490794,0.0101490211917835,0.137359163256493,0.475928086207431,0.0804629884840329,0.0493656312193459,0.0280908741532511,FALSE,NA,NA,0.408797788251,0.994243796037597,0.788573587348921
"LOC111568352",0.264208853246322,0.632898371286971,0.338094890460833,0.031652966979593,0.232880052650415,0.296314245066669,0.0959307654199376,-0.049484489835766,0.0464462755841716,0.0993197924616627,0.231107350647685,0.63389998789069,0.0760435308301947,0.0547809648173036,-0.0262540406523907,FALSE,NA,NA,0.382734980854205,0.959572825172221,0.86497169131347
"rxfp3.3a2",0.183871029080773,0.577951152542078,0.319290606408113,0.218380709967019,0.829559615766966,0.277582369453128,0.0568204559451273,-0.00866621405454103,0.0481542418905863,0.682986104613059,0.150147981467764,0.578450417900464,-0.0196241633667583,0.0549779314345801,-0.0324515585851219,FALSE,NA,NA,0.382734980854205,0.954218608624703,0.843223030710133
"rps17",0.312787491460019,0.0790555294382529,0.139031988411569,0.0175820385280023,0.284773779702041,0.178264786240676,0.0978478253201261,-0.0408807833730485,0.0569670419470776,0.455858266312454,0.580902639951682,0.0803549877524036,0.0268707978455249,0.0230011631267838,-0.0858967086267111,FALSE,NA,NA,0.390473599343749,0.912620928781559,0.494196850348246
"csnk1g1",0.414400131819891,0.54592390682829,0.318104918869192,0.0592537774724703,0.0960140507769745,0.767682797288246,0.0611570374622698,-0.0519336006470795,0.00922343681519036,0.0186471361606037,0.641335210246287,0.547414877717,0.0589746948664101,0.0106414482944633,0.0166438813851532,FALSE,NA,NA,0.453425638669484,0.954218608624703,0.828607792819909
"LOC111571203",0.208132094800572,0.824458932164875,0.870205074758225,0.196429849680539,0.449116844571724,0.595180099075721,0.0500591276772576,-0.0282386138820585,0.0218205137951991,0.780489843081568,0.392366680940696,0.824858867145153,0.00933401068967284,0.0360404374725651,0.010321264764794,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.94382179582819
"neo1a",0.190000980955753,0.231542414437765,0.896927330147784,0.114168985382968,0.18355259250421,0.761849672203791,0.0499216953825144,-0.0405312841891657,0.00939041119334874,0.451422994931623,0.165496639370645,0.234901052267982,0.0169566169765149,0.0286137856019017,0.0313700977447387,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.647894015408419
"LOC111567962",0.365620870668523,0.0205625521888043,0.022974377894063,0.0328995267917701,0.242442334696511,0.280973074169531,0.0726857457814453,-0.0368105873323125,0.0358751584491328,0.466798029641835,0.1995069412961,0.021105320308707,0.0179569010295256,0.0303618039981519,-0.0681019847162225,FALSE,NA,NA,0.416728020735789,0.731957377628661,0.384108296366441
"bbs4",0.202197285869269,0.551249479427071,0.923818713604819,0.169587782299992,0.215616895129511,0.858963465917547,0.045904769087886,-0.0398829097981753,0.00602185928971072,0.862834492359799,0.863847468957077,0.552726522591671,0.00430286153493768,0.00468286099653452,0.0192882950648988,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.83260872329083
"scamp2l",0.22460520747845,0.300099732251765,0.942643122240626,0.275174150038368,0.184913618297242,0.982517426602255,0.0448088777299513,-0.0456982023825485,-0.000889324652597162,0.144938811499712,0.205382885123262,0.301636177840353,0.05001979394347,0.0382453654074133,0.0568432562602382,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.68882587731243
"senp8",0.225332047263778,0.910966101503929,0.702730196050135,0.120389695155929,0.165561351146789,0.730642707197385,0.0877128801700819,-0.070154543511109,0.0175583366589729,0.22805021430741,0.63911725419208,0.911071311263451,0.0856595589565426,0.0237343590427996,0.00793381369787727,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.972072808871712
"coro2ba",0.431625938939789,0.544464198087651,0.0322149263417768,0.0306240397367445,0.0175784782983356,0.769133539465677,0.0780518934068368,-0.0885918398682519,-0.0105399464614151,0.0735035060108487,0.0672177344551057,0.545044047856874,0.058454125607592,-0.0653407721936006,-0.0188149513823806,FALSE,NA,NA,0.46728666172039,0.769058402084957,0.828575409675023
"cpeb1b",0.347202572475709,0.833970500668233,0.170883892334821,0.0661528129195963,0.0359992211293815,0.888489142935762,0.0771181442525616,-0.0833033924731624,-0.00618524822060072,0.0283366415939484,0.563660632885266,0.834146095628051,0.0796207423818649,-0.0261829561193827,0.0113259701507214,FALSE,NA,NA,0.407096353052431,0.927472689503969,0.949577570943951
"LOC111564410",0.355043135207037,0.630323555131917,0.0982896701109859,0.0119210144025269,0.0549205781788313,0.498558451273322,0.104129812057608,-0.0769960538565371,0.0271337582010709,0.0130601706247567,0.62667901078647,0.630974420306303,0.105398001627507,0.0194659152758082,-0.0203929182116905,FALSE,NA,NA,0.411312538066579,0.86995768721589,0.86487670200659
"cars1",0.174941943345534,0.0168115571543818,0.348639851326369,0.302801531221443,0.128747529482108,0.667355688193006,0.036836173840544,-0.0520241144673038,-0.0151879406267597,0.119031871173356,0.470684612510248,0.0173470876806092,0.0513356975656617,0.0208713567435138,0.0890812656475587,FALSE,NA,NA,0.382734980854205,0.964855532346256,0.372778047204492
"pex16",0.349887345349435,0.000525622612792553,0.00437222712770056,0.000555234723165767,0.0142021779603165,0.211475133298656,0.16307312465016,-0.106361461362752,0.0567116632874078,0.346197560089901,0.0371729486367181,0.000586004393942129,0.0477426260718378,-0.0985846234043237,-0.20061703645655,FALSE,NA,NA,0.40872350002358,0.622137733442621,0.14709924263723
"arfgap2",0.401219237515187,0.557383482845092,0.17606082002937,0.0266752949172545,0.0959452482568674,0.504530196464963,0.0807715635864335,-0.0573567642295863,0.0234147993568472,0.0342458687431444,0.528341588503646,0.559249633876044,0.0654162114375997,0.0178532202581798,-0.0205596115151798,FALSE,NA,NA,0.443309918946561,0.927472689503969,0.83417663809925
"glceb",0.534798468024687,0.870455582198934,0.217267709466359,0.0586006377249645,0.111814684415283,0.709884297922778,0.0623727465692533,-0.0504490698125451,0.0119236767567082,0.0347389514372976,0.924269044743589,0.870842012718292,0.0525075372944208,0.00224204658517622,-0.00452031369974472,FALSE,NA,NA,0.555645822784599,0.936336426906597,0.958735481985901
"tle3b",0.188006218829873,0.360826140652393,0.783590235112313,0.178894388818668,0.481046058190569,0.544344956332996,0.0472124700515295,-0.0248147175404969,0.0223977525110327,0.465777945420475,0.136654733367178,0.361884078336106,0.0225487019450775,0.0563883344387384,0.0325915175124998,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.729095832427064
"LOC111564639",0.144517714155072,0.963816417115284,0.142751653822445,0.0891815347158365,0.44523412598209,0.323738717582173,0.055626749575558,-0.0235892365383705,0.0320375130371876,0.593394338121066,0.00673424296125089,0.963893045403656,0.014418487139027,0.0713572781344021,-0.00137788777631175,FALSE,NA,NA,0.382734980854205,0.912620928781559,0.98983819718419
"pias1a",0.373515576648424,0.71034563066543,0.0954742300545437,0.07319262688393,0.308844920964058,0.40436063265701,0.0571175978355003,-0.0307956804905161,0.0263219173449842,0.057760058906301,0.00506864596920538,0.711309986506947,0.0430977512445862,0.0653940842459278,-0.00983864845014828,FALSE,NA,NA,0.42265242723712,0.866912359800847,0.89927539821652
"map2k5",0.400156507643313,0.999467510146677,0.276354858016908,0.0429613469741725,0.113420634180824,0.591936574502109,0.0676519746886847,-0.0505163387542818,0.0171356359344029,0.0201203118007175,0.200045160510578,0.999469266690049,0.0614204541399298,0.029670002971024,1.86342142474395e-05,FALSE,NA,NA,0.442447635655849,0.944431711110436,0.999921917421573
"smad3a",0.30523079496246,0.664225978504391,0.36908122127088,0.0379752204842098,0.40397972324667,0.326789811304209,0.0844602297510045,-0.0376539321829521,0.0468062975680524,0.10573100141671,0.354393838813581,0.665815211679754,0.0612655838802905,0.0586357903392834,-0.0206282100452986,FALSE,NA,NA,0.387327743659699,0.972908700524712,0.877423258186178
"tmem208",0.212375860424049,0.332839774659652,0.674538735041026,0.351632281042223,0.157779150979405,0.655393377252703,0.048937087730058,-0.0741343533302012,-0.0251972656001432,0.265511246286383,0.915539468667983,0.333702083043376,0.0654327574880622,-0.00748611975020125,0.0687507376009393,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.711602990154692
"LOC111565738",0.327300817222289,0.709093995920021,0.566732673264464,0.0583285022771933,0.129686309878706,0.650894946138346,0.0630682117860648,-0.0484958880188064,0.0145723237672585,0.0576449409124161,0.31154384695662,0.709459845164419,0.0515927629003536,0.0251543112203428,0.0106348457701111,FALSE,NA,NA,0.396917917777332,0.994243796037597,0.898376807118721
"bloc1s6",0.38676188299351,0.589776111805578,0.144050772273503,0.0633084600259058,0.0406991374590396,0.831045332174772,0.067908973947845,-0.0762475621962703,-0.00833858824842534,0.0120882597756243,0.569268068132207,0.591133140878867,0.0749489908699855,-0.0240208030810047,0.0216751807516903,FALSE,NA,NA,0.431949353552905,0.912620928781559,0.847046483157718
"cops2",0.214256240733754,0.378796393084585,0.573157663142238,0.279343404022191,0.106762523548104,0.715928702239287,0.0486507384570493,-0.0647074124870448,-0.0160566740299955,0.294703195850771,0.847981632418858,0.380202080311266,0.0479041378556796,-0.00779511697861628,0.0520558073727616,FALSE,NA,NA,0.382734980854205,0.994243796037597,0.738856733530661
"secisbp2l",0.239284384458319,0.919852708482173,0.925841035204468,0.167121158467825,0.189405658664463,0.838156728796021,0.0559911350366404,-0.0475829357825423,0.00840819925409808,0.570079588285219,0.990585672314331,0.919934329925793,0.0193852168445303,0.000428455033422487,0.00513295834029479,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.974676413628426
"slc12a1",0.32639779445876,0.0175967923992165,0.00709379139780144,0.0030929087203653,0.186259147791909,0.059518643886235,0.124308190641662,-0.0493804265157101,0.074927764125952,0.11063436474801,0.13944019479586,0.0180944828993502,0.0666244181160663,0.0489016180278762,-0.108248809775991,FALSE,NA,NA,0.396658361876371,0.665998533469261,0.373681477615882
"ctxn2",0.144601740725794,0.37355034737775,0.0721253009573382,0.166437014265848,0.938134956686431,0.198990886538438,0.0511900978974879,-0.00271542996680152,0.0484746679306864,0.28447334996991,0.0694220341786376,0.3748668120545,-0.0359034537580976,0.0614046162539958,-0.0354965613939809,FALSE,NA,NA,0.382734980854205,0.828018831602537,0.736073107839716
"myef2",0.199851255003472,0.393208632537274,0.127892555954317,0.085686418497735,0.799121831446305,0.169554498146487,0.05985153533243,-0.00897586485430571,0.0508756704781243,0.963727458823212,0.0599641744955945,0.39464109586924,-0.00140120117792858,0.0735218847401669,-0.0288117219990568,FALSE,NA,NA,0.382734980854205,0.902283827722059,0.746972358489474
"sema6dl",0.223445220820103,0.276383348893406,0.948500407775317,0.168233119607986,0.308995436621938,0.641958728105831,0.0589949897394332,-0.0396447238011906,0.0193502659382427,0.391093106307292,0.324534809341739,0.278172966525263,-0.0375046221246893,-0.0369959274622904,-0.056436007511475,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.673603855179893
"dmxl2",0.26049196226431,0.588081182295552,0.954938950865883,0.105781787095738,0.178162072987678,0.744974744675389,0.0532063622949082,-0.0426876759455692,0.010518686349339,0.333041845640127,0.545954895686921,0.589296119099125,0.0244576004410389,0.0145883265779337,0.0155890958460153,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.846473942775156
"scg3",0.505916461345744,0.0386594772066727,0.127732220146479,0.0437603934984182,0.160366646120613,0.468547267329848,0.0674527371549505,-0.0439453669690589,0.0235073701858916,0.512298312564351,0.766016623772365,0.0393482987262229,0.0154805495954582,-0.00658235851893964,-0.0583124352511087,FALSE,NA,NA,0.529853166413425,0.902283827722059,0.45275836791284
"lysmd2",0.204134650899798,0.552136863287589,0.621718858403813,0.169595016545484,0.111497919793131,0.845114319541981,0.0630731089693421,-0.0712223535405437,-0.00814924457120154,0.370362367361785,0.741841139579775,0.553122790455541,0.0528571157399194,-0.0143352957833992,0.0290181991271488,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.832668294981052
"tmod2",0.181364262084976,0.27448857353937,0.924420158312045,0.405576443048575,0.379931517566216,0.991942188331793,0.0403362199185367,-0.0407716023534052,-0.000435382434868525,0.635000680622439,0.472360439233416,0.275583519374196,0.0305183161394761,0.0314254749578151,0.0559647769817995,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.673603855179893
"usp8",0.146223939598442,0.498010577303457,0.568294617397458,0.548860212827623,0.62423350212622,0.872508568459721,0.0251163461145343,-0.0185448051573603,0.00657154095717404,0.557159035678536,0.457394882688422,0.499025395720115,-0.0249967584389018,0.0272780895750278,0.0348890684086705,FALSE,NA,NA,0.382734980854205,0.994243796037597,0.804786736182695
"pde8a",0.24596432104168,0.485362928259128,0.85600040908128,0.117895231620049,0.208749285061321,0.708155487523183,0.0521479597729662,-0.0398904514381831,0.0122575083347831,0.218331014654572,0.0738074941587736,0.485873093984043,0.0300456623399938,0.0397134480019828,0.0198059662296898,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.79703188518801
"LOC111563902",0.167392077337541,0.051983808714643,0.574366964718372,0.586873757573981,0.431839235478529,0.800377071010768,0.022623797372094,-0.0339995620632327,-0.0113757646911387,0.523032922684738,0.458995594714729,0.0528759260235807,0.0278796659288575,0.0399974846127316,0.0940111836422444,FALSE,NA,NA,0.382734980854205,0.994243796037597,0.461975512083007
"LOC111563893",0.247094635061038,0.541714279363792,0.719250269933859,0.0859773516255563,0.223190919781661,0.611060833586066,0.0761601257840388,-0.0532068543013681,0.0229532714826707,0.593477172260328,0.951878700854182,0.54299545671557,0.0257237532321918,-0.00306716092395729,-0.0317187683300547,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.828073156313291
"LOC111567331",0.161708101460128,0.0718625208936219,0.53352468734008,0.729986581867237,0.460634045932183,0.763035356409516,0.0147815992072291,-0.0281909188881318,-0.0134093196809027,0.474501503039309,0.216926040092496,0.0730159632588123,0.0273637982235943,0.0534955102939001,0.105864674691891,FALSE,NA,NA,0.382734980854205,0.994243796037597,0.487593618169898
"zrsr2",0.123552263095962,0.333075155466573,0.27437009968005,0.873497327174807,0.769019654146443,0.935033952355278,0.00715355667600957,-0.0108688454399447,-0.00371528876393512,0.32518943317235,0.382496968457551,0.334044386080907,-0.0377735276753032,0.034005256515106,0.0618039100019953,FALSE,NA,NA,0.382734980854205,0.944062131905359,0.711602990154692
"LOC111567330",0.149637163110396,0.151260935345727,0.932050511522801,0.224878292950717,0.296963010066691,0.812740449400271,0.044351627500866,-0.0358734583567429,0.00847816914412312,0.277472794670646,0.0949493382225304,0.154868881991827,0.0391670862069592,0.0533030465844957,0.0580109051739093,FALSE,NA,NA,0.382734980854205,0.997960058335665,0.589770945277349
