"","gene","av_p.value","warning","singular","av_q.value","f_m_p.value","d_m_p.value","d_f_p.value","cluster"
"1","LOC129348986",0.798549614581293,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"2","trip4",0.565308363640129,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"3","chrna7a",0.933809779167691,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"4","cln6a",0.0375330601195104,NA,TRUE,"0.809596701216165",NA,NA,NA,0
"5","LOC118470268",0.671984563149037,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"6","calml4a",0.0236410047175067,NA,TRUE,"0.689696240472538",NA,NA,NA,0
"7","LOC111568352",0.372787020224797,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"8","rxfp3.3a2",0.480088098500153,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"9","rps17",0.269856585522378,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"10","LOC129347713",0.829663894990971,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"11","csnk1g1",0.404987298280382,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"12","LOC111571203",0.229726693096886,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"13","neo1a",0.96207475437273,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"14","LOC129349243",0.920328009055697,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"15","LOC111567962",0.801014943743301,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"16","LOC129347359",0.384515296514815,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"17","bbs4",0.526229275249196,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"18","scamp2l",0.64099790681058,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"19","LOC129347348",0.500553365966153,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"20","myo9aa",0.927381157346213,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"21","senp8",0.625250196142277,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"22","LOC111580711",0.0314077149573537,NA,FALSE,"0.765701685983034",NA,NA,NA,0
"23","anp32a",0.188132655874859,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"24","coro2ba",0.631377052731484,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"25","itga11a",0.036815237088261,NA,FALSE,"0.803594288217029",NA,NA,NA,0
"26","LOC111588606",0.629307435047872,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"27","LOC111564424",0.0978711899411312,NA,FALSE,"0.944961767798542",NA,NA,NA,0
"28","LOC129349160",0.494104682248143,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"29","LOC111564416",0.0351939799973933,NA,TRUE,"0.795695528456667",NA,NA,NA,0
"30","cpeb1b",0.49663244158559,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"31","LOC111564421",0.0954659410189377,NA,TRUE,"0.942650556570944",NA,NA,NA,0
"32","LOC111564418",0.502293881626733,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"33","LOC111564417",0.694554093411819,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"34","LOC111564423",0.535114790976276,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"35","LOC111564410",0.78330889981557,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"36","LOC111564425",0.185982652338641,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"37","crybgx",0.999999999603286,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"38","ccnb2",0.534532370378265,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"39","cars1",0.134868732462929,NA,TRUE,"0.996624131589869",NA,NA,NA,0
"40","pex16",0.384559043219009,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"41","arfgap2",0.216901125434531,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"42","LOC118469870",0.938641885041234,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"43","glceb",0.820473966957166,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"44","paqr5b",0.697063755983907,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"45","LOC111564414",0.195825821295473,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"46","tle3b",0.201282175305394,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"47","LOC129348677",0.369312826090998,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"48","uacab",0.722293365003203,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"49","LOC111564639",0.666689454044967,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"50","LOC129348555",0.695768744952921,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"51","rxfp3.3a1",0.842383927412615,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"52","pias1a",0.103044358504291,NA,TRUE,"0.949829981854721",NA,NA,NA,0
"53","skor1a",0.0307352274190893,NA,FALSE,"0.761512709910772",NA,NA,NA,0
"54","map2k5",0.0512564012565796,NA,TRUE,"0.870602347088962",NA,NA,NA,0
"55","LOC129348584",0.995397511950979,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"56","smad3a",0.149564101266415,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"57","smad6a",0.995026414272773,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"58","tmem208",0.793424521305214,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"59","slc39a1",0.768444953136083,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"60","rlbp1a",0.785119745923028,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"61","LOC111565738",0.721576376435429,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"62","LOC111565745",0.626253398308631,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"63","mibp2",0.201211475943541,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"64","LOC129350229",0.437787400712117,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"65","bloc1s6",0.784679439869151,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"66","slc30a4",0.997583997007114,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"67","c1h15orf48",0.57699433696169,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"68","spata5l1",0.955997794750733,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"69","LOC111565744",0.863590404110196,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"70","dtwd1",0.226073487510849,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"71","LOC129349619",0.00784726828758505,NA,TRUE,"0.382205478182895",NA,NA,NA,0
"72","fgf7",0.999976910106835,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"73","cops2",0.474023303736395,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"74","secisbp2l",0.112341019765428,NA,TRUE,"0.964025081104778",NA,NA,NA,0
"75","LOC111565759",0.403560568026893,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"76","LOC129349512",0.663441268763094,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"77","fbn1",0.35054583807165,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"78","dut",0.310564561973947,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"79","slc12a1",0.392464874236682,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"80","ctxn2",0.270745449178927,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"81","myef2",0.557947890529475,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"82","slc24a5",0.497751003994537,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"83","LOC111565754",0.884835447582283,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"84","rnf128a",0.987677037605753,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"85","sema6dl",0.305419899521806,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"86","LOC118470001",0.344106189020836,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"87","dmxl2",0.0573357102742012,NA,TRUE,"0.884941152399029",NA,NA,NA,0
"88","gldn",0.958369759311318,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,0
"89","LOC111565746",0.0153094942821741,NA,TRUE,"0.566006890928621",NA,NA,NA,0
"90","tnfaip8l3",0.912067217614209,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"91","LOC129349365",0.953664203894851,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"92","scg3",0.00697053109236742,NA,FALSE,"0.359198973884903",NA,NA,NA,0
"93","lysmd2",0.895446748767214,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"94","tmod2",0.0909834850130132,NA,TRUE,"0.937595615007531",NA,NA,NA,0
"95","leo1",0.347323541094412,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"96","LOC129350374",0.795607792285028,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"97","mapk6",0.0182134312312613,NA,TRUE,"0.616955762970636",NA,NA,NA,0
"98","LOC118471234",0.27071876215729,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"99","LOC111577620",0.749326532494683,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"100","usp8",0.873213102794483,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"101","hdc",0.999975471367181,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"102","LOC111577621",0.462393369961929,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"103","LOC129349535",0.229816723706738,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"104","LOC129349506",0.999599822228081,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"105","zgc:158482",0.679550116059038,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"106","LOC129349407",0.623781655581779,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"107","pde8a",0.422402845655394,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"108","LOC111563916",0.139403879035815,NA,TRUE,"0.999715104342453",NA,NA,NA,0
"109","LOC111563902",0.466573345129512,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"110","LOC111563893",0.562418583447902,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"111","homer2",0.689832719587397,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"112","ramac",0.659706074040322,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"113","LOC111567331",0.775403073680896,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"114","LOC111567348",0.890323326973915,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"115","zrsr2",0.827232185092398,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"116","LOC111567330",0.255752535087121,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"117","phka2",0.0319904523447612,NA,TRUE,"0.771678780850475",NA,NA,NA,0
"118","ppef1",0.162342828014078,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"119","rs1a",0.687084106706049,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"120","cdkl5",0.256582117051539,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"121","scml2",0.848997523291631,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"122","LOC118470148",0.207766888639492,NA,TRUE,"0.999999999719518",NA,NA,NA,0
"123","nhsb",0.720981403627407,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"124","ace2",0.887697020520132,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"125","il1fma",0.3841677427805,NA,FALSE,"0.999999999719518",NA,NA,NA,0
"126","zgc:113276",0.995416646729283,NA,TRUE,"0.999999999719518",NA,NA,NA,0
