"","gene","av_p.value","warning","singular","av_q.value","f_m_p.value","d_m_p.value","d_f_p.value","cluster"
"1","LOC129348986",0.368126379932362,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"2","trip4",0.154274237595238,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"3","chrna7a",0.880698564436711,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"4","cln6a",0.689295405988562,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"5","LOC118470268",0.121635205943553,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"6","calml4a",0.64175060941691,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"7","LOC111568352",0.841743589030769,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"8","rxfp3.3a2",0.999999999895672,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"9","rps17",0.859784001448183,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"10","LOC129347713",0.75347998371119,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"11","csnk1g1",0.906672205342715,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"12","LOC111571203",0.145431056199844,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"13","neo1a",0.402302585027132,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"14","LOC129349243",0.937659923092309,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"15","LOC111567962",0.267826822100873,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"16","LOC129347359",0.678133217872463,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"17","bbs4",0.150585499138925,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"18","scamp2l",0.674877043986156,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"19","LOC129347348",0.11623927190514,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"20","myo9aa",0.910823946359337,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"21","senp8",0.985064401117488,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"22","LOC111580711",0.502053955931687,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"23","anp32a",0.992755994155078,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"24","coro2ba",0.029386748001534,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"25","itga11a",0.117284307358958,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"26","LOC111588606",0.70222856773095,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"27","LOC111564424",0.774829652404638,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"28","LOC129349160",0.714371440934213,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,8
"29","LOC111564416",0.935555366799852,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"30","cpeb1b",0.148942325923141,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"31","LOC111564421",0.535109781130994,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"32","LOC111564418",0,"Model failed to converge with max|grad| = 0.012588",FALSE,"NA",NA,NA,NA,8
"33","LOC111564417",0.917462720183928,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"34","LOC111564423",0.99999997027093,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"35","LOC111564410",0.0867905269906274,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"36","LOC111564425",0.999999994450022,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,8
"37","crybgx",0.999999999911279,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"38","ccnb2",0.997336034415034,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"39","cars1",0.627310412654294,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"40","pex16",0.959642199168456,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"41","arfgap2",0.977895525918643,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"42","LOC118469870",0.10922647325103,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"43","glceb",0.579327556415765,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"44","paqr5b",0.294064521542239,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"45","LOC111564414",0.341701189970109,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"46","tle3b",0.888329218909743,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"47","LOC129348677",0.489412046872127,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"48","uacab",0.691606201358214,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"49","LOC111564639",0.400542559441344,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"50","LOC129348555",0.967812967671057,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"51","rxfp3.3a1",0.88266125716213,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"52","pias1a",0.305572376162547,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"53","skor1a",0.0174385756430666,NA,FALSE,"0.890732794368002",NA,NA,NA,8
"54","map2k5",0.371774694247772,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"55","LOC129348584",0.97084118033172,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"56","smad3a",0.822950192402719,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"57","smad6a",0.051574518002934,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"58","tmem208",0.375095467517231,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"59","slc39a1",0.431816841298469,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"60","rlbp1a",0.999999500718633,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"61","LOC111565738",0.161865422212072,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"62","LOC111565745",0.161296836178958,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"63","mibp2",0.573930031375628,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"64","LOC129350229",0.939237484969986,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"65","bloc1s6",0.861890984976941,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"66","slc30a4",0.910426457579482,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"67","c1h15orf48",0.731025122447226,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"68","spata5l1",0.759045164573001,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"69","LOC111565744",0.319283124810932,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"70","dtwd1",0.671583932950732,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"71","LOC129349619",0.902560623553946,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"72","fgf7",0.574033032944066,"Model is nearly unidentifiable: large eigenvalue r",FALSE,"NA",NA,NA,NA,8
"73","cops2",0.502087967897923,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"74","secisbp2l",0.777030523584427,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"75","LOC111565759",0.938657342287887,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"76","LOC129349512",0.306974596314774,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"77","fbn1",0.686220605277426,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,8
"78","dut",0.89908893436932,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"79","slc12a1",0.721479893603017,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"80","ctxn2",0.627992058945326,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"81","myef2",0.268672134571197,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"82","slc24a5",0.79901236231529,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"83","LOC111565754",0.83667155381169,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"84","sema6dl",0.133000562548345,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"85","LOC118470001",0.704545722571209,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"86","dmxl2",0.614414860156073,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"87","gldn",0.969425903806792,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"88","LOC111565746",0,"Model failed to converge with max|grad| = 0.015666",FALSE,"NA",NA,NA,NA,8
"89","tnfaip8l3",0.44142258167443,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"90","LOC129349365",0.963534095712253,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,8
"91","scg3",0.377330646314957,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"92","lysmd2",0.531185404085006,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"93","tmod2",0.282498086998133,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"94","leo1",0.205619804918973,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"95","LOC129350374",0.99999999988696,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"96","mapk6",0.0408313100708554,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"97","LOC118471234",0.908083359285565,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"98","LOC111577620",0.999999999909359,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"99","usp8",0.139100531362217,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"100","hdc",0.999999990918986,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"101","LOC111577621",0.999999966621054,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"102","LOC129349535",0.954512401122444,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"103","zgc:158482",0.999999997769359,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"104","LOC129349407",0.352184657722118,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"105","pde8a",0.26267957614845,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"106","LOC111563916",0.724854825135269,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"107","LOC111563902",0.587597676175156,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"108","LOC111563893",0.0723092129751192,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"109","homer2",0.11983821884878,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"110","ramac",0.558684858337377,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"111","LOC111567331",0.331657926942445,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"112","LOC111567348",0.908036191580026,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"113","zrsr2",0.103850142261014,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"114","LOC111567330",0.204118598788038,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"115","phka2",0.443341357905924,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"116","ppef1",0.232842753511523,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"117","rs1a",0.999999999866204,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"118","cdkl5",0.343786625189675,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"119","scml2",0.2898295105065,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"120","LOC118470148",0.549844846198675,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"121","nhsb",0.823312884838914,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"122","ace2",0.811913890263173,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"123","il1fma",0.982940667971301,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"124","pir",0.522339094851033,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"125","vegfd",0.604266226894752,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,8
"126","LOC111566429",0.848034790594639,"Model is nearly unidentifiable: large eigenvalue r",FALSE,"NA",NA,NA,NA,8
"127","LOC129350612",0.50413105806778,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"128","LOC129350625",0.999998837567639,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"129","LOC111566424",0.393227456913076,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"130","ildr1a",0.950512842015561,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"131","tmem39a",0.0965844872847365,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"132","LOC111566431",0.456672113204824,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"133","LOC111566421",0.653837104622761,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"134","LOC111564828",0.999961478025357,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"135","LOC118469910",0.56865765997167,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"136","LOC111564831",0.404999816471978,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"137","stk16",0.546409935506328,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"138","mnx2b",0.983894274079242,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"139","LOC129349502",0.999885146361328,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,8
"140","atic",0.864322836932564,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"141","fn1b",0.925643383503877,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"142","LOC118469909",0.870226462241154,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"143","psmd14",0.24340439021312,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"144","rbms1a",0.871881667388442,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"145","itgb6",0.770964665266243,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"146","pla2r1",0.99999999751871,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"147","ly75",0.709068662092978,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"148","marchf7",0.193878319093851,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"149","baz2ba",0.7106695067899,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"150","wdsub1",0.960244590696665,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"151","LOC111564834",0.956051364922323,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"152","LOC111564858",0.350831878145528,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"153","gtf2f2a",0.00135738994683449,NA,TRUE,"0.132444133615919",NA,NA,NA,8
"154","gpalpp1",0.493462506584623,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"155","ercc3",0.0994192100697055,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"156","LOC111564848",0.968326982107978,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"157","rbm26",0.219787980521704,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"158","LOC118469912",0.287100841311213,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"159","obi1",0.932725191785882,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"160","pou4f1",0.999999974654547,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"161","LOC129349311",0.719569539043865,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"162","LOC111562565",0.638563863857362,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"163","LOC111562524",0.186258669726179,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"164","LOC129349687",0.810467490632481,"Model is nearly unidentifiable: large eigenvalue r",FALSE,"NA",NA,NA,NA,8
"165","LOC111562668",0.999999982126774,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"166","tdrd3",0.0131512214272622,NA,TRUE,"0.771898939915809",NA,NA,NA,8
"167","LOC111562582",0.699328416742087,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"168","LOC118470526",0.513866287337326,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"169","pcdh17",0.611569054262339,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"170","LOC129348781",0.999999997283595,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"171","lims1",0.645917860431014,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"172","LOC111562382",0.709967523902043,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"173","LOC111587632",0.999999900586407,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"174","tgfbrap1",0.110565452748779,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"175","cul4a",0.702617241196523,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"176","lamp1a",0.825939562418613,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"177","grtp1a",0.999999905212765,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,8
"178","dcun1d2b",0.225945448068301,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"179","tmco3",0.0648875993988838,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"180","grk1a",0.558917981521764,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"181","LOC111585021",0.151376349060682,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"182","LOC129347314",0.499354751353406,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"183","gas6",0.0411591441357099,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"184","pros1",0.385553967521391,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"185","rasa3",0.382080183071412,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"186","tpp2",0.598448353858492,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"187","ercc5",0.752487988175054,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"188","LOC129348925",0.999999999885766,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"189","blzf1",0.354889144965918,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"190","trmt10c",0.869261276902522,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"191","txnl4b",0.581516626834859,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"192","mrpl16",0.880158086845121,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"193","cenpq",0.38235461786717,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"194","LOC111573078",0.881310968614582,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"195","gpc5a",0.543578359700695,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"196","LOC129347566",0.970256687320927,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"197","gpc6a",0.727597190045558,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"198","LOC129348956",0.757105342104205,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"199","LOC111565070",0.467419089587731,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"200","LOC111565062",0.302842904172655,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"201","slc5a7a",0.204003719798342,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"202","arl6",0.611571339390003,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"203","LOC111565060",0.375546677545316,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"204","nsun3",0.966082984539376,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"205","LOC111565057",0.328639206183263,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"206","LOC129349150",0.501180736925781,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"207","rrad",0.730516573643279,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"208","ca7",0.999999997610394,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"209","nae1",0.56697626416253,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"210","si:dkey-56m19.5",0.595133723251099,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"211","LOC129349413",0.587612443112768,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"212","LOC129347791",0.222231086682952,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"213","dync1li2",0.418156293112271,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"214","cmtm4",0.00614828098239935,NA,FALSE,"0.457255867720332",NA,NA,NA,8
"215","cmtm3",0.745784380066886,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"216","galns",0.897220092416666,NA,FALSE,"0.999999999930032",NA,NA,NA,8
"217","trappc2l",0.389817349463503,NA,TRUE,"0.999999999930032",NA,NA,NA,8
"218","pabpn1l",0.408759360553774,NA,TRUE,"0.999999999930032",NA,NA,NA,8
