"","gene","av_p.value","warning","singular","av_q.value","cluster"
"6378","slc6a4a",0.676064145803564,"unable to evaluate scaled gradient",FALSE,"NA",14
"6379","ssh2a",0.90265735110285,NA,TRUE,"0.999999999964445",14
"6380","ankrd13b",0.909696210648754,NA,TRUE,"0.999999999964445",14
"6381","git1",0.194456140671906,NA,TRUE,"0.999999999964445",14
"6382","tp53i13",0.919567189265914,NA,TRUE,"0.999999999964445",14
"6383","LOC111578638",0.999998763721471,NA,TRUE,"0.999999999964445",14
"6384","igsf11",0.165799403208236,NA,TRUE,"0.999999999964445",14
"6385","lsamp",0.265529147155902,NA,TRUE,"0.999999999964445",14
"6386","gap43",0.669010173739055,NA,TRUE,"0.999999999964445",14
"6387","LOC111574542",0.937198540768782,NA,FALSE,"0.999999999964445",14
"6388","LOC129349312",0.745925035020168,NA,TRUE,"0.999999999964445",14
"6389","LOC111574529",0.999999761518082,NA,TRUE,"0.999999999964445",14
"6390","LOC111574541",0.985811323689928,NA,TRUE,"0.999999999964445",14
"6391","LOC111574531",0.072006822650061,NA,FALSE,"0.999999999964445",14
"6392","sik3",0.538854935501041,NA,TRUE,"0.999999999964445",14
"6393","sidt2",0.45555642740125,NA,TRUE,"0.999999999964445",14
"6394","LOC111574546",0.963733012810141,NA,TRUE,"0.999999999964445",14
"6395","apoa1b",0.170274888449902,NA,FALSE,"0.999999999964445",14
"6396","bace1",0.405605738613484,NA,TRUE,"0.999999999964445",14
"6397","pcsk7",0.362240013846221,NA,FALSE,"0.999999999964445",14
"6398","tagln",0.932314769957005,NA,TRUE,"0.999999999964445",14
"6399","nudt8",0.536381517957585,NA,TRUE,"0.999999999964445",14
"6400","si:ch1073-280e3.1",0.999999999913753,NA,TRUE,"0.999999999964445",14
"6401","pnkp",0.957604105852106,NA,TRUE,"0.999999999964445",14
"6402","LOC111574540",0.970952289553942,"Model is nearly unidentifiable: large eigenvalue r",FALSE,"NA",14
"6403","si:dkey-243k1.3",0.999999999943276,NA,TRUE,"0.999999999964445",14
"6404","dpf1",0.134129358854555,NA,TRUE,"0.999999999964445",14
"6405","si:ch211-11n16.2",0.487691466806547,NA,TRUE,"0.999999999964445",14
"6406","LOC129349345",0.999999901672345,NA,TRUE,"0.999999999964445",14
"6407","numbl",0.32369603208941,NA,FALSE,"0.999999999964445",14
"6408","coq8b",0.172636559601772,NA,TRUE,"0.999999999964445",14
"6409","fbxo46",0.948604025891095,NA,TRUE,"0.999999999964445",14
"6410","slc5a2",0.42507448280606,NA,FALSE,"0.999999999964445",14
"6411","si:dkey-260j18.2",0.336245622537358,NA,FALSE,"0.999999999964445",14
"6412","sars2",0.314558528865962,NA,TRUE,"0.999999999964445",14
"6413","LOC111566020",0.359409496234745,NA,TRUE,"0.999999999964445",14
"6414","LOC111566021",0.945025697518115,NA,TRUE,"0.999999999964445",14
"6415","LOC111566036",0.0753314436836543,NA,FALSE,"0.999999999964445",14
"6416","LOC111566035",0.930068393188992,NA,FALSE,"0.999999999964445",14
"6417","nop53",0.32436186400864,NA,FALSE,"0.999999999964445",14
"6418","LOC111566028",0.988289415961672,NA,TRUE,"0.999999999964445",14
"6419","dmac2",0.0810167584711849,NA,TRUE,"0.999999999964445",14
"6420","sirt2",0.362970293028607,NA,TRUE,"0.999999999964445",14
"6421","rinl",0.355191861323667,NA,FALSE,"0.999999999964445",14
"6422","meis3",0.470668715240101,NA,TRUE,"0.999999999964445",14
"6423","LOC111575910",0.999999999899784,NA,TRUE,"0.999999999964445",14
"6424","LOC129349329",0.717415357150366,NA,TRUE,"0.999999999964445",14
"6425","itm2ca",0.801419436955925,NA,TRUE,"0.999999999964445",14
"6426","cab39",0.518119080764087,NA,FALSE,"0.999999999964445",14
"6427","LOC111575908",0.999998513812108,NA,TRUE,"0.999999999964445",14
"6428","her8.2",0.999999993518149,NA,TRUE,"0.999999999964445",14
"6429","her13",0.602684762841811,NA,TRUE,"0.999999999964445",14
"6430","LOC118470548",0.593269348252683,NA,TRUE,"0.999999999964445",14
"6431","LOC111569711",0.363379440064476,NA,TRUE,"0.999999999964445",14
"6432","pik3cb",0.795384557813184,NA,FALSE,"0.999999999964445",14
"6433","mrps22",0.698927091879028,NA,FALSE,"0.999999999964445",14
"6434","LOC111569705",0.999998665606859,NA,TRUE,"0.999999999964445",14
"6435","LOC111569704",0.266126291541612,NA,FALSE,"0.999999999964445",14
"6436","LOC129349217",0.999999924918122,NA,TRUE,"0.999999999964445",14
"6437","LOC129349259",0.932994954877946,NA,TRUE,"0.999999999964445",14
"6438","LOC111582346",0.630636946854335,NA,FALSE,"0.999999999964445",14
"6439","LOC111582348",0.776750665909491,NA,TRUE,"0.999999999964445",14
"6440","pxylp1",0.299117203347163,NA,TRUE,"0.999999999964445",14
"6441","epha4l",0.429460711458145,NA,TRUE,"0.999999999964445",14
"6442","LOC129349230",0.936380428154317,NA,TRUE,"0.999999999964445",14
"6443","LOC111577127",0.359785024959983,NA,FALSE,"0.999999999964445",14
"6444","sgpp2",0.999999898422922,NA,TRUE,"0.999999999964445",14
"6445","farsb",0.433039356169196,NA,TRUE,"0.999999999964445",14
"6446","acsl3a",0.537205426888617,NA,TRUE,"0.999999999964445",14
"6447","LOC129349219",0.605188932599502,NA,TRUE,"0.999999999964445",14
"6448","scg2a",0.0012547255583037,NA,TRUE,"0.209940680415374",14
"6449","ap1s3a",0.978398599185086,NA,TRUE,"0.999999999964445",14
"6450","dhrs12la",0.936973841765439,NA,TRUE,"0.999999999964445",14
"6451","wdfy1",0.423843297697266,NA,TRUE,"0.999999999964445",14
"6452","serpine2",0.864859134508719,NA,FALSE,"0.999999999964445",14
"6453","prss16",0.399647579043227,NA,FALSE,"0.999999999964445",14
"6454","psmd2",0.207017631831733,NA,TRUE,"0.999999999964445",14
"6455","LOC111577109",0.804679075660137,NA,TRUE,"0.999999999964445",14
"6456","fam131ab",0.61201419350076,NA,TRUE,"0.999999999964445",14
"6457","LOC129349220",0.999999898422922,NA,TRUE,"0.999999999964445",14
"6458","LOC111567581",0.726725549809721,NA,FALSE,"0.999999999964445",14
"6459","chrd",0.820452529893082,NA,TRUE,"0.999999999964445",14
"6460","LOC118470186",0.762439790708697,NA,FALSE,"0.999999999964445",14
"6461","zgc:153039",0.999999999893151,"unable to evaluate scaled gradient",FALSE,"NA",14
"6462","LOC111582477",0.982409489252978,"unable to evaluate scaled gradient",FALSE,"NA",14
"6463","ccdc150",0.999999999900566,NA,TRUE,"0.999999999964445",14
"6464","xaf1",0.999999999898874,NA,TRUE,"0.999999999964445",14
"6465","inpp5ka",0.590615931724093,NA,FALSE,"0.999999999964445",14
"6466","LOC111562704",0.885445486391451,NA,FALSE,"0.999999999964445",14
"6467","LOC111562717",0.814964581102095,"unable to evaluate scaled gradient",FALSE,"NA",14
"6468","ywhae1",0.154478466456081,NA,TRUE,"0.999999999964445",14
"6469","crk",0.673519461198142,NA,TRUE,"0.999999999964445",14
"6470","LOC129349255",0.932729596810346,NA,TRUE,"0.999999999964445",14
"6471","lrrc75a",0.224412188022417,NA,TRUE,"0.999999999964445",14
"6472","poldip2",0.62298438239835,NA,TRUE,"0.999999999964445",14
"6473","tmem199",0.289193471796978,NA,TRUE,"0.999999999964445",14
"6474","smtnl",0.665434869863485,NA,FALSE,"0.999999999964445",14
"6475","dhrs13b.2",0.0634784755657501,NA,TRUE,"0.999999999964445",14
"6476","gemin4",0.758176679844519,NA,TRUE,"0.999999999964445",14
"6477","LOC111562701",0.999557639426501,"unable to evaluate scaled gradient",FALSE,"NA",14
"6478","LOC111562702",0.972455223054448,NA,TRUE,"0.999999999964445",14
"6479","usp2a",0.187789224081047,NA,TRUE,"0.999999999964445",14
"6480","LOC111580898",0.799177329130273,NA,TRUE,"0.999999999964445",14
"6481","usf1",0.815610022887428,NA,TRUE,"0.999999999964445",14
"6482","gkup",0.783298983358834,NA,FALSE,"0.999999999964445",14
"6483","ubash3bb",0.464615601946184,NA,TRUE,"0.999999999964445",14
"6484","LOC111585446",0.601775799678675,NA,FALSE,"0.999999999964445",14
"6485","arcn1b",0.213141353871238,NA,TRUE,"0.999999999964445",14
"6486","phldb1b",0.640202158996952,NA,TRUE,"0.999999999964445",14
"6487","LOC111571470",0.722768303406658,NA,TRUE,"0.999999999964445",14
"6488","linc.pou2af1",0.999999999904138,NA,TRUE,"0.999999999964445",14
"6489","zbtb44",0.617891839194911,NA,TRUE,"0.999999999964445",14
"6490","LOC111571472",0.151439159769814,NA,TRUE,"0.999999999964445",14
"6491","LOC111571466",0.391303282536613,NA,FALSE,"0.999999999964445",14
"6492","snx19b",0.229813491772964,NA,TRUE,"0.999999999964445",14
"6493","timm8b",0.70599745190456,NA,FALSE,"0.999999999964445",14
"6494","sdhdb",0.21631791364357,NA,TRUE,"0.999999999964445",14
"6495","LOC111571490",0.999999999467823,"unable to evaluate scaled gradient",FALSE,"NA",14
"6496","sorl1",0.840685742321398,NA,FALSE,"0.999999999964445",14
"6497","LOC129349290",0.154564990388333,NA,TRUE,"0.999999999964445",14
"6498","lyrm9",0.755532146320382,NA,TRUE,"0.999999999964445",14
"6499","ift20",0.999999999943646,NA,TRUE,"0.999999999964445",14
"6500","tnfaip1",0.999999999943339,NA,TRUE,"0.999999999964445",14
"6501","sgsm2",0.826776402033702,NA,TRUE,"0.999999999964445",14
"6502","tpst1",0.860565517507232,NA,FALSE,"0.999999999964445",14
"6503","LOC111581226",0.999996056903171,"unable to evaluate scaled gradient",FALSE,"NA",14
"6504","LOC111581222",0.239934093778781,NA,TRUE,"0.999999999964445",14
"6505","ulk2",0.95839525197544,NA,TRUE,"0.999999999964445",14
"6506","tmem97",0.999999899991498,NA,TRUE,"0.999999999964445",14
"6507","si:ch211-167j9.5",0.999999999903285,NA,TRUE,"0.999999999964445",14
"6508","usp32",0.650749242479884,NA,TRUE,"0.999999999964445",14
"6509","si:ch1073-145m9.1",0.386424553249336,NA,FALSE,"0.999999999964445",14
"6510","appbp2",0.388368327511522,NA,FALSE,"0.999999999964445",14
"6511","LOC111581230",0.455037031027624,NA,TRUE,"0.999999999964445",14
"6512","brip1",0.286285835785371,NA,TRUE,"0.999999999964445",14
"6513","bcas3",0.60250862111383,NA,TRUE,"0.999999999964445",14
"6514","lhx1a",0.884182059428457,"Model is nearly unidentifiable: large eigenvalue r",FALSE,"NA",14
"6515","LOC111571812",0.9999999121618,NA,TRUE,"0.999999999964445",14
"6516","LOC111571814",0.115950849237674,NA,TRUE,"0.999999999964445",14
"6517","phf12b",0.703486926987303,NA,TRUE,"0.999999999964445",14
"6518","sez6b",0.916339140853965,NA,TRUE,"0.999999999964445",14
"6519","LOC118470655",0.450141002953057,NA,TRUE,"0.999999999964445",14
"6520","LOC129349324",0.999999921459572,NA,TRUE,"0.999999999964445",14
"6521","LOC129347292",0.999999962288498,NA,TRUE,"0.999999999964445",14
"6522","LOC111563712",0.743605234185898,NA,TRUE,"0.999999999964445",14
"6523","LOC118469782",0.99999999990404,NA,TRUE,"0.999999999964445",14
"6524","pipox",0.798754442143355,NA,TRUE,"0.999999999964445",14
"6525","LOC129349291",0.603173958210133,"unable to evaluate scaled gradient",FALSE,"NA",14
"6526","myo18ab",0.0517928377796493,NA,TRUE,"0.999999999964445",14
"6527","LOC111577487",0.999999965458839,NA,TRUE,"0.999999999964445",14
"6528","LOC111577493",0.785368969598407,NA,TRUE,"0.999999999964445",14
"6529","wsb1",0.323142071626606,NA,TRUE,"0.999999999964445",14
"6530","cuedc1b",0.486221801318173,NA,TRUE,"0.999999999964445",14
"6531","akap1b",0.0587333420850182,NA,TRUE,"0.999999999964445",14
"6532","nf1a",0.804008762405064,NA,TRUE,"0.999999999964445",14
"6533","LOC111577485",0.338985517322187,"unable to evaluate scaled gradient",FALSE,"NA",14
"6534","LOC118471221",0.750014064442977,NA,TRUE,"0.999999999964445",14
"6535","omgb",0.722408992388544,NA,TRUE,"0.999999999964445",14
"6536","smco4",0.999999999901957,"unable to evaluate scaled gradient",FALSE,"NA",14
"6537","nlrx1",0.157962475078734,NA,TRUE,"0.999999999964445",14
"6538","LOC111565874",0.708535311544789,NA,TRUE,"0.999999999964445",14
"6539","nlk2",0.910102249779899,NA,TRUE,"0.999999999964445",14
"6540","LOC129349321",0.0406327811615479,NA,FALSE,"0.999999999964445",14
"6541","LOC118470019",0.701684783724642,NA,TRUE,"0.999999999964445",14
"6542","LOC111565870",0.358109646115837,NA,TRUE,"0.999999999964445",14
"6543","LOC118470123",0.358444314532239,NA,FALSE,"0.999999999964445",14
"6544","mrps23",0.0655256971392532,NA,TRUE,"0.999999999964445",14
"6545","ngef",0.27208889373346,NA,TRUE,"0.999999999964445",14
"6546","kcnj13",0.999999999939262,NA,TRUE,"0.999999999964445",14
"6547","efhd1",0.126204011274815,NA,TRUE,"0.999999999964445",14
"6548","mtnr1ba",0.881131722687439,NA,TRUE,"0.999999999964445",14
"6549","gal3st2",0.3861832774051,NA,FALSE,"0.999999999964445",14
"6550","fat3a",0.873705620085358,NA,TRUE,"0.999999999964445",14
"6551","LOC129349334",0.22363623210333,NA,TRUE,"0.999999999964445",14
"6552","LOC111568103",0.999999964836026,NA,TRUE,"0.999999999964445",14
"6553","LOC129349246",0.979895536924479,NA,TRUE,"0.999999999964445",14
"6554","LOC111568033",0.323820893483546,NA,FALSE,"0.999999999964445",14
"6555","nectin3a",0.331515506041119,NA,FALSE,"0.999999999964445",14
"6556","rrp8",0.884870742701787,NA,TRUE,"0.999999999964445",14
"6557","LOC111567890",0.280816489402385,NA,TRUE,"0.999999999964445",14
"6558","apbb1",0.532857670460562,NA,FALSE,"0.999999999964445",14
"6559","LOC129349265",0.999999815252739,NA,TRUE,"0.999999999964445",14
"6560","LOC129349216",0.999999999503967,"unable to evaluate scaled gradient",FALSE,"NA",14
"6561","robo1",0.56251631234575,NA,FALSE,"0.999999999964445",14
"6562","LOC111571536",0.999999950298672,"unable to evaluate scaled gradient",FALSE,"NA",14
"6563","robo2",0.674678344717478,NA,FALSE,"0.999999999964445",14
"6564","LOC111571535",0.999999999784648,NA,TRUE,"0.999999999964445",14
"6565","stim1a",0.908598956624078,NA,FALSE,"0.999999999964445",14
"6566","LOC111571520",0.0477424077531529,NA,TRUE,"0.999999999964445",14
"6567","chrna10a",0.567379343866481,NA,TRUE,"0.999999999964445",14
"6568","LOC111571524",0.984653298129129,NA,TRUE,"0.999999999964445",14
"6569","LOC118469784",0.9999999998967,NA,TRUE,"0.999999999964445",14
"6570","LOC129347298",0.999999059941375,NA,TRUE,"0.999999999964445",14
"6571","hmgb1b",0.954411016966336,NA,FALSE,"0.999999999964445",14
"6572","wdr95",0.99999999989933,NA,TRUE,"0.999999999964445",14
"6573","b3glcta",0.0166732212193615,NA,TRUE,"0.999999999964445",14
"6574","frya",0.685427254348759,NA,FALSE,"0.999999999964445",14
"6575","brca2",0.934590316504884,NA,TRUE,"0.999999999964445",14
"6576","n4bp2l2",0.735924070812849,NA,TRUE,"0.999999999964445",14
"6577","trmt9b",0.0146910907380649,NA,TRUE,"0.999999999964445",14
"6578","hdac12",0.216707437008594,NA,TRUE,"0.999999999964445",14
"6579","stard13b",0.999999999896742,NA,TRUE,"0.999999999964445",14
"6580","nbeab",0.978589652543805,NA,TRUE,"0.999999999964445",14
"6581","LOC129349303",0.999999888834725,NA,TRUE,"0.999999999964445",14
"6582","mab21l1",0.792067188275295,NA,FALSE,"0.999999999964445",14
"6583","LOC111563678",0.710140937683781,NA,TRUE,"0.999999999964445",14
"6584","spartb",0.915020127469,NA,TRUE,"0.999999999964445",14
"6585","trpc4b",0.748887490249506,NA,TRUE,"0.999999999964445",14
"6586","frem2b",0.380937974277486,NA,FALSE,"0.999999999964445",14
"6587","LOC111563676",0.71933720218035,NA,FALSE,"0.999999999964445",14
"6588","fhdc4",0.999999965416719,NA,TRUE,"0.999999999964445",14
"6589","LOC111563684",0.903684953286022,NA,TRUE,"0.999999999964445",14
"6590","LOC111563666",0.487533924080658,NA,FALSE,"0.999999999964445",14
"6591","urb1",0.348899325387348,NA,TRUE,"0.999999999964445",14
"6592","LOC111563697",0.25635274193351,NA,TRUE,"0.999999999964445",14
"6593","LOC111563695",0.171090437425095,NA,TRUE,"0.999999999964445",14
"6594","LOC111563711",0.985773677991586,NA,TRUE,"0.999999999964445",14
"6595","LOC111563702",0.260258431347343,NA,TRUE,"0.999999999964445",14
"6596","usp16",0.380931410865884,NA,TRUE,"0.999999999964445",14
"6597","rwdd2b",0.999999999202789,"unable to evaluate scaled gradient",FALSE,"NA",14
"6598","cadm2b",0.265235692397425,NA,FALSE,"0.999999999964445",14
"6599","gbe1b",0.693281803487753,NA,TRUE,"0.999999999964445",14
"6600","LOC111563620",0.610767312230153,NA,TRUE,"0.999999999964445",14
"6601","mtus2b",0.987645318164909,NA,FALSE,"0.999999999964445",14
"6602","stoml3a",0.933879203517939,NA,TRUE,"0.999999999964445",14
"6603","slc25a15a",0.999999999904138,NA,TRUE,"0.999999999964445",14
"6604","foxo1a",0.855394674598942,NA,FALSE,"0.999999999964445",14
"6605","cog6",0.741558567614678,NA,TRUE,"0.999999999964445",14
"6606","LOC111563624",0.174842941584731,NA,TRUE,"0.999999999964445",14
"6607","nek3",0.266442573682796,NA,TRUE,"0.999999999964445",14
"6608","lpar6a",0.944412748662941,NA,TRUE,"0.999999999964445",14
"6609","rcbtb2",0.391167037684147,NA,TRUE,"0.999999999964445",14
"6610","fndc3a",0.24359482272728,NA,FALSE,"0.999999999964445",14
"6611","mlnr",0.999999999949271,NA,TRUE,"0.999999999964445",14
"6612","zgc:153184",0.582124300866648,NA,TRUE,"0.999999999964445",14
"6613","ndufc2",0.0898038693783271,NA,TRUE,"0.999999999964445",14
"6614","rab30",0.676482130162471,NA,TRUE,"0.999999999964445",14
"6615","prcp",0.40273612322298,NA,FALSE,"0.999999999964445",14
"6616","LOC111563630",0.999999970590035,NA,TRUE,"0.999999999964445",14
"6617","tenm4",0.563087483170938,NA,TRUE,"0.999999999964445",14
"6618","nars2",0.221682409941692,NA,TRUE,"0.999999999964445",14
"6619","gab2",0.735550007947458,NA,TRUE,"0.999999999964445",14
"6620","zmp:0000001236",0.199643315401337,NA,TRUE,"0.999999999964445",14
"6621","yap1",0.618430759481457,"unable to evaluate scaled gradient",FALSE,"NA",14
"6622","cep126",0.854259747168884,NA,FALSE,"0.999999999964445",14
"6623","pgr",0.999999994331993,"unable to evaluate scaled gradient",FALSE,"NA",14
"6624","LOC111575400",0.990095489458415,NA,TRUE,"0.999999999964445",14
"6625","cntn5",0.0852942538965499,NA,TRUE,"0.999999999964445",14
"6626","LOC129349223",0.999999999874058,NA,TRUE,"0.999999999964445",14
"6627","nectin1b",0.396707882562644,NA,TRUE,"0.999999999964445",14
"6628","treh",0.932633044559452,NA,TRUE,"0.999999999964445",14
"6629","ddx6",0.78590542629737,NA,TRUE,"0.999999999964445",14
"6630","bcl9l",0.356653278299797,NA,TRUE,"0.999999999964445",14
"6631","cdon",0.263681903344221,NA,FALSE,"0.999999999964445",14
"6632","si:ch211-151h10.2",0.999999992820625,NA,TRUE,"0.999999999964445",14
"6633","LOC111577349",0.235594208170777,NA,TRUE,"0.999999999964445",14
"6634","prdm10",0.142839114863311,NA,TRUE,"0.999999999964445",14
"6635","aplp2",0.130733430328373,NA,TRUE,"0.999999999964445",14
"6636","st14a",0.999999864533956,NA,TRUE,"0.999999999964445",14
"6637","spred3",0.672116418562277,NA,TRUE,"0.999999999964445",14
"6638","dhx34",0.179422150386891,NA,TRUE,"0.999999999964445",14
"6639","psmd8",0.843929721145883,NA,TRUE,"0.999999999964445",14
"6640","nup88",0.999999999910845,NA,TRUE,"0.999999999964445",14
"6641","ehd2b",0.999999474475802,NA,TRUE,"0.999999999964445",14
"6642","bicra",0.778610636459944,NA,FALSE,"0.999999999964445",14
"6643","napab",0.0631970857918677,NA,FALSE,"0.999999999964445",14
"6644","b3gnt2l",0.828193595609951,NA,FALSE,"0.999999999964445",14
"6645","bckdha",0.811489003926045,NA,TRUE,"0.999999999964445",14
"6646","LOC111579611",0.999999999951514,NA,TRUE,"0.999999999964445",14
"6647","exosc5",0.683642132302653,NA,TRUE,"0.999999999964445",14
"6648","tmem91",0.395469137278579,NA,TRUE,"0.999999999964445",14
"6649","ppp1r13l",0.999999668210259,"unable to evaluate scaled gradient",FALSE,"NA",14
"6650","opa3",0.512006131012023,NA,TRUE,"0.999999999964445",14
"6651","hnrnpul1",0.66404284919029,NA,TRUE,"0.999999999964445",14
"6652","rasgrp4",0.241264051819433,NA,TRUE,"0.999999999964445",14
"6653","ryr1b",0.28946570975989,NA,TRUE,"0.999999999964445",14
"6654","LOC111579613",0.434795986965202,NA,FALSE,"0.999999999964445",14
"6655","LOC111579609",0.75008032713464,NA,TRUE,"0.999999999964445",14
"6656","si:ch1073-83n3.2",0.99999997829753,NA,TRUE,"0.999999999964445",14
"6657","LOC111581722",0.999999999941146,NA,TRUE,"0.999999999964445",14
"6658","tgfb1a",0.593080403950205,NA,TRUE,"0.999999999964445",14
"6659","ppp5c",0.640637470370215,NA,TRUE,"0.999999999964445",14
"6660","LOC111581737",0.377994098922985,NA,TRUE,"0.999999999964445",14
"6661","LOC111581742",0.105495941432496,NA,TRUE,"0.999999999964445",14
"6662","sbds",0.87814483698048,NA,TRUE,"0.999999999964445",14
"6663","tyw1",0.268433428756038,NA,FALSE,"0.999999999964445",14
"6664","caln1",0.273088099224659,NA,FALSE,"0.999999999964445",14
"6665","galnt17",0.571827821363163,NA,TRUE,"0.999999999964445",14
"6666","rhbdd1",0.654844245286967,"unable to evaluate scaled gradient",FALSE,"NA",14
"6667","eml2",0.973880098544437,NA,TRUE,"0.999999999964445",14
"6668","gpr4",0.392930552005874,NA,TRUE,"0.999999999964445",14
"6669","nova2",0.35665457526775,NA,TRUE,"0.999999999964445",14
"6670","LOC129349359",0.59282485052433,NA,TRUE,"0.999999999964445",14
"6671","LOC111586835",0.933165163538033,NA,TRUE,"0.999999999964445",14
"6672","polr1g",0.427032969208547,NA,FALSE,"0.999999999964445",14
"6673","irf2bp1",0.861974223193548,NA,TRUE,"0.999999999964445",14
"6674","pld3",0.719762451071435,NA,TRUE,"0.999999999964445",14
"6675","prx",0.999999999869064,NA,TRUE,"0.999999999964445",14
"6676","si:ch211-14c7.2",0.271056654630937,NA,TRUE,"0.999999999964445",14
"6677","kcnk6",0.999999999947723,NA,TRUE,"0.999999999964445",14
"6678","LOC111583325",0.354329888210566,NA,TRUE,"0.999999999964445",14
"6679","LOC129349279",0.493914994303459,NA,TRUE,"0.999999999964445",14
"6680","LOC111585382",0.321958228835364,NA,TRUE,"0.999999999964445",14
"6681","LOC129349281",0.397952054792013,NA,TRUE,"0.999999999964445",14
"6682","LOC129349280",0.779628680709878,NA,TRUE,"0.999999999964445",14
"6683","mark4b",0.277543850398024,NA,TRUE,"0.999999999964445",14
"6684","LOC129349283",0.999999997545672,NA,TRUE,"0.999999999964445",14
"6685","LOC129349282",0.999999999937368,NA,TRUE,"0.999999999964445",14
"6686","klc3",0.00537938958882635,"Model failed to converge with max|grad| = 0.007395",FALSE,"NA",14
"6687","ercc2",0.900790803842163,"unable to evaluate scaled gradient",FALSE,"NA",14
"6688","LOC111570802",0.74662826037087,NA,TRUE,"0.999999999964445",14
"6689","hif1al",0.117036320956594,NA,TRUE,"0.999999999964445",14
"6690","LOC129349276",0.973400691578881,NA,TRUE,"0.999999999964445",14
"6691","zgc:152863",0.167352987275881,NA,TRUE,"0.999999999964445",14
"6692","pak4",0.51095741079966,NA,TRUE,"0.999999999964445",14
"6693","ccdc9",0.255674998623214,NA,FALSE,"0.999999999964445",14
"6694","sae1",0.647137010630442,NA,TRUE,"0.999999999964445",14
"6695","zc3h4",0.510774180083624,NA,TRUE,"0.999999999964445",14
"6696","zgc:154093",0.999080503879771,"unable to evaluate scaled gradient",FALSE,"NA",14
"6697","zmp:0000000529",0.231025686618105,NA,TRUE,"0.999999999964445",14
"6698","LOC111587029",0.656570465816892,NA,FALSE,"0.999999999964445",14
"6699","eif3k",0.217068016853777,NA,TRUE,"0.999999999964445",14
"6700","zgc:85932",0.933468926859269,"unable to evaluate scaled gradient",FALSE,"NA",14
"6701","actn4",0.710310031898421,NA,FALSE,"0.999999999964445",14
"6702","LOC111582788",0.934779804265869,NA,TRUE,"0.999999999964445",14
"6703","slc8a2b",0.58830156870425,NA,TRUE,"0.999999999964445",14
"6704","srsf7a",0.0635594675435339,NA,TRUE,"0.999999999964445",14
"6705","LOC111586943",0.359863742147178,NA,TRUE,"0.999999999964445",14
"6706","LOC111579436",0.999999493735781,NA,TRUE,"0.999999999964445",14
"6707","med17",0.839257226452816,NA,TRUE,"0.999999999964445",14
"6708","cep295",0.731517139912834,NA,TRUE,"0.999999999964445",14
"6709","ech1",0.788167954485627,NA,FALSE,"0.999999999964445",14
"6710","LOC111579451",0.350707719035084,NA,TRUE,"0.999999999964445",14
"6711","LOC111579408",0.10863493284953,NA,TRUE,"0.999999999964445",14
"6712","myo7aa",0.999999426736971,"unable to evaluate scaled gradient",FALSE,"NA",14
"6713","gdpd4a",0.254402868332519,NA,TRUE,"0.999999999964445",14
"6714","pak1",0.0332210589664366,NA,TRUE,"0.999999999964445",14
"6715","aqp11",0.754104231812424,NA,TRUE,"0.999999999964445",14
"6716","clns1a",0.425508599901188,NA,FALSE,"0.999999999964445",14
"6717","LOC111573573",0.940512868972871,NA,TRUE,"0.999999999964445",14
"6718","lrch3",0.53384884881707,NA,TRUE,"0.999999999964445",14
"6719","abcf3",0.370947672617569,NA,TRUE,"0.999999999964445",14
"6720","LOC129349296",0.857855329517708,NA,TRUE,"0.999999999964445",14
"6721","LOC129349297",0.478211364381444,NA,TRUE,"0.999999999964445",14
"6722","LOC111573561",0.819052440209756,NA,FALSE,"0.999999999964445",14
"6723","polr2d",0.806672610774952,NA,FALSE,"0.999999999964445",14
"6724","rpl35a",0.0917812188949863,NA,FALSE,"0.999999999964445",14
"6725","abcc5",0.0471906290936136,NA,FALSE,"0.999999999964445",14
"6726","rnpepl1",0.932776359624344,NA,TRUE,"0.999999999964445",14
"6727","LOC111573553",0.250715100376424,NA,TRUE,"0.999999999964445",14
"6728","ap2m1b",0.581372474841135,NA,TRUE,"0.999999999964445",14
"6729","LOC118470823",0.558783355290114,NA,TRUE,"0.999999999964445",14
"6730","mmp23bb",0.936351432215953,NA,TRUE,"0.999999999964445",14
"6731","LOC111573559",0.0916272396307369,NA,TRUE,"0.999999999964445",14
"6732","eif2a",0.536335199498535,NA,TRUE,"0.999999999964445",14
"6733","tsen34",0.788849546868325,NA,TRUE,"0.999999999964445",14
"6734","clrn1",0.93490748256748,NA,TRUE,"0.999999999964445",14
"6735","masp1",0.591727049312651,NA,TRUE,"0.999999999964445",14
"6736","LOC111583320",0.242364620554704,NA,TRUE,"0.999999999964445",14
"6737","LOC111583319",0.811710635645775,NA,FALSE,"0.999999999964445",14
"6738","LOC111583322",0.721172290227141,NA,TRUE,"0.999999999964445",14
"6739","LOC111583321",0.717171516636015,NA,TRUE,"0.999999999964445",14
"6740","spcs2",0.131121912506721,NA,TRUE,"0.999999999964445",14
"6741","rnf169",0.0673944702441989,NA,TRUE,"0.999999999964445",14
"6742","lipt2",0.430803958548789,NA,FALSE,"0.999999999964445",14
"6743","pgm2l1",0.544932239083378,NA,FALSE,"0.999999999964445",14
"6744","LOC111570949",0.999999899991498,NA,TRUE,"0.999999999964445",14
"6745","ece2b",0.61895508888928,NA,FALSE,"0.999999999964445",14
"6746","sst1.1",0.04262819292779,NA,TRUE,"0.999999999964445",14
"6747","sst1.2",0.459643275767481,NA,FALSE,"0.999999999964445",14
"6748","col4a3",0.426369689299848,NA,TRUE,"0.999999999964445",14
