"","gene","av_p.value","warning","singular","av_q.value","f_m_p.value","d_m_p.value","d_f_p.value","cluster"
"1","LOC129348986",0.79799184822742,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"2","trip4",0.873684559939255,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"3","chrna7a",0,"Model failed to converge with max|grad| = 0.015408",FALSE,"NA",NA,NA,NA,16
"4","cln6a",0.483453624153594,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"5","LOC118470268",0.202128055167364,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"6","LOC111568352",0.999999999938932,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,16
"7","rxfp3.3a2",0.989781420629178,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"8","rps17",0.319785371886306,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"9","LOC129347713",0.999999999798435,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"10","csnk1g1",0.921245665810608,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"11","LOC111571203",0.82580194669815,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"12","neo1a",0.713952802767456,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"13","LOC129349243",0.477139751637487,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"14","LOC111567962",0.516122254702082,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"15","LOC129347359",0.999999782502372,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"16","bbs4",0.781150946536003,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"17","scamp2l",0.85960450694099,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"18","LOC129347348",0.947356310111311,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"19","myo9aa",0.376120151048543,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"20","senp8",0.242792619480972,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"21","LOC111580711",0.151795520434141,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"22","anp32a",0.331992036315199,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"23","coro2ba",0.123024009899257,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"24","itga11a",0.227867610866584,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"25","LOC111588606",0.999999999957705,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,16
"26","LOC111564424",0.668405678021664,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"27","LOC129349160",0.997792890789782,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"28","LOC111564416",0.451149161528591,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"29","cpeb1b",0.128873678338182,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"30","LOC111564421",0.58681962220368,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"31","LOC111564418",0.25117411577792,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"32","LOC111564417",0.966409966971596,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"33","LOC111564410",0.400408597618269,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"34","cars1",0.0870809000281459,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"35","pex16",0.401435402811454,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"36","arfgap2",0.526071905203489,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"37","LOC118469870",0.723073915726432,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"38","glceb",0.0469326887636053,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"39","paqr5b",0.999979856991199,"unable to evaluate scaled gradient",FALSE,"NA",NA,NA,NA,16
"40","LOC111564414",0.980251146208472,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"41","tle3b",0.322246354780691,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"42","LOC129348677",0.99999998998922,NA,TRUE,"0.999999999966019",NA,NA,NA,16
"43","uacab",0.31661101439924,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"44","LOC111564639",0.363584007126888,NA,FALSE,"0.999999999966019",NA,NA,NA,16
"45","LOC129348555",0.999999999925403,NA,TRUE,"0.999999999966019",NA,NA,NA,16
