"","cluster","gene","KT_estimate","KT_p.value","KT_q.value"
"1",31,"trip4",0.37535378454814,0.185856414474924,0.984141231807382
"2",31,"csnk1g1",-0.2152194640333,0.388189732012039,0.99522411978112
"3",31,"neo1a",-0.00718963440695951,0.986476251571969,0.997971559005259
"4",31,"cars1",0.00430609271952797,0.978273374659288,0.997971559005259
"5",31,"arfgap2",-0.181925720557516,0.430429720247191,0.99522411978112
"6",31,"glceb",-0.0110411738688307,0.977492472224963,0.997971559005259
"7",31,"LOC111564639",-0.177863194891295,0.588457479498442,0.99522411978112
"8",31,"map2k5",-0.108419872888957,0.592396887327372,0.99522411978112
"9",31,"rlbp1a",-0.274903903333602,0.0234305520664954,0.984141231807382
"10",31,"myef2",0.0443010230926055,0.846567440160061,0.997971559005259
"11",31,"LOC118470001",-0.0402743113566971,0.842451991359422,0.997971559005259
"12",31,"scg3",-0.12341795742111,0.758218611326762,0.997971559005259
"13",31,"mapk6",-0.132371998387626,0.444491226463065,0.99522411978112
"14",31,"pde8a",0.464500350956327,0.232792779206414,0.984141231807382
"15",31,"LOC111563902",-0.00537138174852454,0.980327573301099,0.997971559005259
"16",31,"homer2",0.00895481919715677,0.977975236950114,0.997971559005259
"17",31,"LOC111567331",-0.0688795177664454,0.628080004537043,0.99522411978112
"18",31,"cdkl5",-0.0227692617562588,0.953526494462667,0.997971559005259
"19",31,"scml2",0.150407896895455,0.44984349805152,0.99522411978112
"20",31,"nhsb",-0.329346182284079,0.223131793768197,0.984141231807382
"21",31,"baz2ba",-0.00470145344626361,0.984757889249508,0.997971559005259
"22",31,"LOC129349311",-0.624613761995888,0.0445566005025789,0.984141231807382
"23",31,"LOC111562565",-0.703333452352958,0.285642971812115,0.984141231807382
"24",31,"rasa3",0.00446280324092212,0.984873640931293,0.997971559005259
"25",31,"tpp2",-0.0437863403496642,0.798283880096562,0.997971559005259
"26",31,"LOC111565060",-0.0877799759570494,0.816938279308316,0.997971559005259
"27",31,"dync1li2",-0.374056084534286,0.113824370788083,0.984141231807382
"28",31,"ankrd11",0.0853501184894663,0.847406285220744,0.997971559005259
"29",31,"LOC111580055",-0.907056568689138,0.010658676318902,0.945715280658937
"30",31,"rplp2l",-0.044274666786889,0.762208964348551,0.997971559005259
"31",31,"mettl15",-0.242708150004114,0.201542897168533,0.984141231807382
"32",31,"tmem276b",-0.382510322852733,0.134014267433638,0.984141231807382
"33",31,"ctdspl2b",0.0537614389893336,0.701462564790914,0.997971559005259
"34",31,"tjp1a",-0.898941337102225,0.0541981794659357,0.984141231807382
"35",31,"apba2b",0.062780687092935,0.790666375793272,0.997971559005259
"36",31,"ext2",-0.343906063911974,0.00764500559220959,0.826609606233821
"37",31,"pde3b",-0.0903705830005128,0.697716367344792,0.997971559005259
"38",31,"tub",-0.0327113782263465,0.907715157416863,0.997971559005259
"39",31,"lmo1",-0.322588754867535,0.550434536244596,0.99522411978112
"40",31,"tmem9b",0.151419526545582,0.537044032466392,0.99522411978112
"41",31,"sbf2",-0.30507430367958,0.341685407986577,0.994365070713444
"42",31,"galnt18b",0.0853616116109043,0.736732760047938,0.997971559005259
"43",31,"rpl13",0.0324660401501598,0.855428954477354,0.997971559005259
"44",31,"ap1g1",-0.0380865505636398,0.844162082860095,0.997971559005259
"45",31,"rnf111",-0.272276563272467,0.129440265172593,0.984141231807382
"46",31,"tcf12",-0.0525811992385965,0.900579981463732,0.997971559005259
"47",31,"ccpg1",0.396243785368682,0.00629010985600904,0.813708431304796
"48",31,"LOC111577159",-0.578730385999221,0.139089104614344,0.984141231807382
"49",31,"dusp22a",0.00966893151887268,0.930436502203115,0.997971559005259
"50",31,"def8",-0.0883421055392095,0.508172724881562,0.99522411978112
"51",31,"tcf25",-0.010747593919281,0.952937630300173,0.997971559005259
"52",31,"gse1b",0.173881126542328,0.553272167545459,0.99522411978112
"53",31,"kiaa1549lb",-0.0479464432217257,0.916667432675559,0.997971559005259
"54",31,"LOC111576189",-0.134051110138253,0.801469998475016,0.997971559005259
"55",31,"rufy2",0.0101202853212201,0.964114693523646,0.997971559005259
"56",31,"galnt2",0.104648077930794,0.729526926357302,0.997971559005259
"57",31,"ctsba",-0.0370015127759994,0.770880992964457,0.997971559005259
"58",31,"LOC111565259",-0.733316224883082,0.257417939430856,0.984141231807382
"59",31,"amfra",-0.0480921140270697,0.77094440625972,0.997971559005259
"60",31,"tln2a",-0.277699340715816,0.451419228018388,0.99522411978112
