"","cluster","gene","KT_estimate","KT_p.value","KT_q.value"
"1",27,"LOC129348986",-0.0499550077366795,0.750489925624215,0.999695215305541
"2",27,"trip4",0.0114423188444537,0.933795118879713,0.999695215305541
"3",27,"cln6a",0.0201071308531868,0.776322491830956,0.999695215305541
"4",27,"rps17",0.0450638186138807,0.716512433220305,0.999695215305541
"5",27,"csnk1g1",-0.0949314311222287,0.577027234856518,0.999695215305541
"6",27,"LOC111571203",0.0528641826347581,0.499037133858957,0.999695215305541
"7",27,"neo1a",0.282264939625049,0.405411037264828,0.999695215305541
"8",27,"LOC111567962",0.215964618203728,0.170189164584848,0.999695215305541
"9",27,"scamp2l",0.0697165845030223,0.544560525193503,0.999695215305541
"10",27,"myo9aa",-0.0605637710789787,0.852034701486626,0.999695215305541
"11",27,"coro2ba",0.0809375576498179,0.672672550262218,0.999695215305541
"12",27,"cpeb1b",0.0288962086445403,0.762745754908838,0.999695215305541
"13",27,"LOC111564421",-0.0152853562682673,0.746441090445708,0.999695215305541
"14",27,"LOC111564410",0.0985721059033441,0.342751400171758,0.999695215305541
"15",27,"cars1",-0.0976832000019851,0.530562106119628,0.999695215305541
"16",27,"pex16",-0.0448165032652195,0.617246940153414,0.999695215305541
"17",27,"arfgap2",0.042223905709393,0.74899982768737,0.999695215305541
"18",27,"glceb",-0.246777339784443,0.114358889339981,0.999695215305541
"19",27,"tle3b",0.00591448261157284,0.978254261672394,0.999695215305541
"20",27,"LOC111564639",0.13516885231803,0.478900783222147,0.999695215305541
"21",27,"pias1a",0.383545198649765,0.0495520856511368,0.999695215305541
"22",27,"map2k5",0.288291198975459,0.111469828734148,0.999695215305541
"23",27,"tmem208",0.0540777278608341,0.362210519026794,0.999695215305541
"24",27,"LOC111565738",0.192168150784257,0.227516365576568,0.999695215305541
"25",27,"LOC111565745",-0.0606260952291462,0.755627447743671,0.999695215305541
"26",27,"bloc1s6",-0.00292233550537137,0.982325970284056,0.999695215305541
"27",27,"slc30a4",-0.0396840022097095,0.593572972509918,0.999695215305541
"28",27,"secisbp2l",0.055745925426438,0.649178703879629,0.999695215305541
"29",27,"LOC111565759",-0.128564637279119,0.0759878060385757,0.999695215305541
"30",27,"myef2",0.144526481805483,0.286239623348423,0.999695215305541
"31",27,"sema6dl",-0.207483634078625,0.324102002884451,0.999695215305541
"32",27,"dmxl2",-0.0827183340671159,0.635266419127879,0.999695215305541
"33",27,"scg3",0.0964243600022944,0.53156445634254,0.999695215305541
"34",27,"lysmd2",-0.163657830368489,0.031948183292481,0.999695215305541
"35",27,"mapk6",0.146345801178537,0.432240269190534,0.999695215305541
"36",27,"LOC118471234",0.0295160552887369,0.588811647100863,0.999695215305541
"37",27,"usp8",-0.128039246925006,0.288479104825129,0.999695215305541
"38",27,"pde8a",0.317004251568386,0.118876706561715,0.999695215305541
"39",27,"LOC111563916",-0.00449186493345884,0.945858424664016,0.999695215305541
"40",27,"homer2",-0.285637875389651,0.319166885783226,0.999695215305541
"41",27,"ramac",-0.148057673794506,0.006667917355524,0.999695215305541
"42",27,"LOC111567331",-0.201145102928378,0.0187023586346128,0.999695215305541
"43",27,"LOC111567330",-0.0581505962009777,0.681968828719036,0.999695215305541
"44",27,"phka2",-0.202837278888923,0.291788451832436,0.999695215305541
"45",27,"ppef1",-0.137854497817758,0.0376892915934821,0.999695215305541
"46",27,"cdkl5",-0.0739891333741055,0.633600644185713,0.999695215305541
"47",27,"scml2",0.102454432265478,0.480469969016504,0.999695215305541
"48",27,"nhsb",-0.254454878390874,0.179039140001755,0.999695215305541
"49",27,"ace2",-0.23410494739489,0.0592938338855175,0.999695215305541
"50",27,"vegfd",-0.0558446141474103,0.521823259499106,0.999695215305541
"51",27,"psmd14",-0.233545043664414,0.00294345030898213,0.999695215305541
"52",27,"rbms1a",0.0560704675881243,0.662942291648279,0.999695215305541
"53",27,"itgb6",-0.0151538716534127,0.799674592464374,0.999695215305541
"54",27,"baz2ba",0.183168193109299,0.199401554036568,0.999695215305541
"55",27,"LOC111564834",0.0225338362945219,0.784630409769294,0.999695215305541
"56",27,"LOC111564858",-0.0318320101179574,0.602725149515575,0.999695215305541
"57",27,"gtf2f2a",-0.180539414588353,0.0647995031060169,0.999695215305541
"58",27,"ercc3",0.104820462946825,0.312140822606289,0.999695215305541
"59",27,"rbm26",-0.0731025038048558,0.459182913612502,0.999695215305541
"60",27,"LOC129349311",0.254400919654964,0.074037566171043,0.999695215305541
"61",27,"LOC111562565",0.243977119974888,0.402004036174317,0.999695215305541
"62",27,"tdrd3",-0.0714520227170789,0.520478495607123,0.999695215305541
"63",27,"pcdh17",0.349462943835548,0.0379725871765466,0.999695215305541
"64",27,"lims1",0.0299647068574138,0.455085578620764,0.999695215305541
"65",27,"tmco3",-0.0385904169270395,0.499242643286335,0.999695215305541
"66",27,"gas6",-0.10667969199882,0.476922090892477,0.999695215305541
"67",27,"rasa3",-0.117096596706142,0.37075796877534,0.999695215305541
"68",27,"tpp2",0.0525151007111476,0.618514241288457,0.999695215305541
"69",27,"mrpl16",0.0665963937530691,0.539367751639578,0.999695215305541
"70",27,"gpc6a",0.528427858298782,0.133088393147792,0.999695215305541
"71",27,"LOC111565060",-0.0837275135270186,0.631053831872688,0.999695215305541
"72",27,"LOC111565057",0.0323870112501929,0.78795893991206,0.999695215305541
"73",27,"si:dkey-56m19.5",-0.195463991976577,0.0526947813099232,0.999695215305541
"74",27,"dync1li2",0.0777336057707252,0.611689247806359,0.999695215305541
"75",27,"cmtm4",-0.0297138065499852,0.752121984867452,0.999695215305541
"76",27,"trappc2l",-0.0789434170029441,0.296197958248879,0.999695215305541
"77",27,"pabpn1l",-0.144100125939527,0.00201390370958252,0.999695215305541
"78",27,"cbfa2t3",0.058587559585692,0.836840465324504,0.999695215305541
"79",27,"acsf3",-0.0988899284352613,0.191887838336615,0.999695215305541
"80",27,"ankrd11",-0.0387918770137065,0.918222438715376,0.999695215305541
"81",27,"hp",0.0293053773594103,0.871379486704213,0.999695215305541
"82",27,"ist1",-0.0476169794101616,0.525718752288447,0.999695215305541
"83",27,"LOC111580055",-0.0458275967078364,0.854108068664504,0.999695215305541
"84",27,"rplp2l",0.111815966253805,0.143193004765246,0.999695215305541
"85",27,"lin7c",0.117015929356998,0.179465578237856,0.999695215305541
"86",27,"bdnf",-0.162798304066314,0.318024195396299,0.999695215305541
"87",27,"mettl15",-0.133146028439714,0.473485177323399,0.999695215305541
"88",27,"lgr4",-0.224854891573699,0.118877658421191,0.999695215305541
"89",27,"slc39a13",-0.0525587795239147,0.444133433966751,0.999695215305541
"90",27,"tmem276b",0.00183083316972788,0.99127433450189,0.999749866751755
"91",27,"slc17a6b",-0.0311654156222095,0.894402373926367,0.999695215305541
"92",27,"ano5b",-0.0226597456648057,0.700308657034887,0.999695215305541
"93",27,"igdcc3",0.0960826938807587,0.386742530787128,0.999695215305541
"94",27,"eif3jb",-0.112294713287078,0.22971688540187,0.999695215305541
"95",27,"strc1",0.0857411412467893,0.247488034048174,0.999695215305541
"96",27,"golm2",0.00732261046200747,0.968270077252751,0.999695215305541
"97",27,"fam189a1",0.0926994177083898,0.338354374732663,0.999695215305541
"98",27,"tjp1a",0.246731368264188,0.266648057206455,0.999695215305541
"99",27,"apba2b",0.120568101691217,0.314107828566467,0.999695215305541
"100",27,"syt7b",-0.033649434417379,0.850380151227477,0.999695215305541
"101",27,"sdhaf2",-0.0589643215496673,0.550455422907813,0.999695215305541
"102",27,"LOC111574613",0.00417570531786626,0.951819464511387,0.999695215305541
"103",27,"dagla",0.0738919649676363,0.383795593306796,0.999695215305541
"104",27,"ext2",-0.0956522522651151,0.561716609991968,0.999695215305541
"105",27,"plekha7b",0.0732897792259985,0.67272080491527,0.999695215305541
"106",27,"sox6",-0.632907666603681,0.151817751807582,0.999695215305541
"107",27,"pde3b",-0.0177172898650428,0.906217226480725,0.999695215305541
"108",27,"copb1",-0.222435934112664,0.133816741241914,0.999695215305541
"109",27,"tub",-0.448090500636581,0.0200950793830808,0.999695215305541
"110",27,"lmo1",0.157429963320154,0.127350903374157,0.999695215305541
"111",27,"stk33",0.0132281561482791,0.890884455599374,0.999695215305541
"112",27,"trim66",0.240117276760551,0.0398042950059467,0.999695215305541
"113",27,"dennd2b",0.055894387860917,0.659298300277519,0.999695215305541
"114",27,"tmem9b",-0.0677050533402627,0.694739774415876,0.999695215305541
"115",27,"dennd5a",0.26317720515349,0.136047715425283,0.999695215305541
"116",27,"swap70a",0.0239299974822776,0.812754385236852,0.999695215305541
"117",27,"sbf2",0.0196548675884264,0.899741433285361,0.999695215305541
"118",27,"eif4g2a",-0.0438369849717419,0.587187984463573,0.999695215305541
"119",27,"galnt18b",0.035563669588446,0.520692987368763,0.999695215305541
"120",27,"tead1b",-0.0579134799103738,0.649633629551375,0.999695215305541
"121",27,"usp47",0.112268747556339,0.292387260022528,0.999695215305541
"122",27,"kars1",0.0435265658715757,0.496216594592396,0.999695215305541
"123",27,"rpl13",0.150251932779333,0.412144122047364,0.999695215305541
"124",27,"cpne7",0.0395924843305673,0.722532361282916,0.999695215305541
"125",27,"dhx38",-0.0496008786107893,0.505099166706255,0.999695215305541
"126",27,"LOC129349115",0.0179957104681536,0.764045978615996,0.999695215305541
"127",27,"zfhx3b",0.195718427732757,0.132612416255249,0.999695215305541
"128",27,"usp10",0.0265498821927252,0.782541552571457,0.999695215305541
"129",27,"phlpp2",0.0785340938152335,0.218388644575897,0.999695215305541
"130",27,"ap1g1",0.0672285516985836,0.588167379500968,0.999695215305541
"131",27,"znf821",-0.0625293201809559,0.576174998378265,0.999695215305541
"132",27,"rnf111",0.0681079010138066,0.641235471536288,0.999695215305541
"133",27,"sltm",0.0522745229109542,0.715294097573579,0.999695215305541
"134",27,"mindy2",0.0118470048909115,0.873990854613606,0.999695215305541
"135",27,"tcf12",0.112860330458685,0.369706483801929,0.999695215305541
"136",27,"znf280d",-0.0200578534957153,0.798789604666134,0.999695215305541
"137",27,"LOC111577798",0.0355486128413115,0.826975572124819,0.999695215305541
"138",27,"nedd4a",-0.175820606325783,0.142905340284126,0.999695215305541
"139",27,"ccpg1",-0.200170130069582,0.316086220767615,0.999695215305541
"140",27,"pigb",-0.041708344981608,0.536761343868171,0.999695215305541
"141",27,"vrk3",-0.0457734736307815,0.393994703212281,0.999695215305541
"142",27,"LOC111577790",-0.122827142460396,0.37628115016096,0.999695215305541
"143",27,"LOC111577783",0.14219566285062,0.274549041151652,0.999695215305541
"144",27,"LOC111577782",0.0455658537707963,0.523535426369573,0.999695215305541
"145",27,"furina",0.0545720122561287,0.767649029832707,0.999695215305541
"146",27,"slc38a7",-0.0155354011536127,0.769230619429839,0.999695215305541
"147",27,"got2b",0.00936674803256227,0.968357527808919,0.999695215305541
"148",27,"LOC111571167",-0.12290943934689,0.272982235856086,0.999695215305541
"149",27,"LOC111577159",-0.205665030559025,0.56770389474636,0.999695215305541
"150",27,"dusp22a",0.0467785955717142,0.80265647040602,0.999695215305541
"151",27,"dbndd1",-0.0475644221858487,0.619617977574977,0.999695215305541
"152",27,"def8",-0.0099116860814069,0.929280055678745,0.999695215305541
"153",27,"mc1r",0.0678795507232216,0.63099664699796,0.999695215305541
"154",27,"gse1b",0.224416592037488,0.122330853414597,0.999695215305541
"155",27,"cmc2",0.0119655320881951,0.867657984529727,0.999695215305541
"156",27,"kiaa1549lb",-0.0707744649780583,0.5144237171299,0.999695215305541
"157",27,"hipk3b",-0.0316624223865994,0.848155720252731,0.999695215305541
"158",27,"cstf3",-0.0098466465704752,0.807338877565491,0.999695215305541
"159",27,"qser1",0.0240258137648033,0.638030985595996,0.999695215305541
"160",27,"elp4",0.0451158216975888,0.564531789435036,0.999695215305541
"161",27,"immp1l",-0.0924871913225761,0.444673722829178,0.999695215305541
"162",27,"rps6ka2",-0.0941669090515584,0.587843853276818,0.999695215305541
"163",27,"LOC111576189",-0.307176938880609,0.267676471394435,0.999695215305541
"164",27,"ddx21",-0.138080695609882,0.144325732229429,0.999695215305541
"165",27,"mpc1",0.112604759984068,0.500182591651694,0.999695215305541
"166",27,"kifbp",0.03844853918211,0.752734596122764,0.999695215305541
"167",27,"vps26a",0.108629130048228,0.114992606165486,0.999695215305541
"168",27,"LOC111576191",0.0568780294659069,0.670212173237765,0.999695215305541
"169",27,"tspan15",-0.084347353047508,0.494882646045117,0.999695215305541
"170",27,"rufy2",-0.0739971361778785,0.63497506149364,0.999695215305541
"171",27,"fam120b",-0.0438523637771166,0.432824700999416,0.999695215305541
"172",27,"LOC129349014",-0.0238901525861052,0.773719170531716,0.999695215305541
"173",27,"psmc3",-0.0724753821108866,0.430056883524235,0.999695215305541
"174",27,"psmb1",0.0265882804639582,0.747351526694432,0.999695215305541
"175",27,"galnt2",0.00661101109633611,0.971384305974103,0.999695215305541
"176",27,"cgref1",-0.112008719670927,0.0100663064244329,0.999695215305541
"177",27,"adpgk2",-0.124690188846791,0.265216810480394,0.999695215305541
"178",27,"ctsba",-0.00585466682408685,0.964355004921333,0.999695215305541
"179",27,"xkr5b",-0.0317575161714194,0.913894449172095,0.999695215305541
"180",27,"itsn2b",0.0628040448263555,0.634270209716379,0.999695215305541
"181",27,"gcfc2",0.0667896677340385,0.15579713269576,0.999695215305541
"182",27,"LOC111585013",0.0498697197555898,0.608886456106432,0.999695215305541
"183",27,"cnsta",-0.0896174635043018,0.382551995871071,0.999695215305541
"184",27,"smyd3",0.0830796916865614,0.494380940210393,0.999695215305541
"185",27,"kif26ba",-0.0115753678131423,0.966672723361265,0.999695215305541
"186",27,"si:dkey-127k13.1",-0.0539718972165758,0.457361384278716,0.999695215305541
"187",27,"ahctf1",-0.0787656734601681,0.166081782657629,0.999695215305541
"188",27,"fzd3b",-0.0797115463050263,0.352391077336559,0.999695215305541
"189",27,"kctd3",0.0209637282786122,0.775636651844296,0.999695215305541
"190",27,"esrrga",-0.18446964317049,0.506213118565739,0.999695215305541
"191",27,"lpin1a",0.061843222358366,0.505101874589247,0.999695215305541
"192",27,"terfa",-0.0512765126142732,0.366012800127126,0.999695215305541
"193",27,"LOC111565170",0.0159234093616564,0.864901768604773,0.999695215305541
"194",27,"LOC111565259",0.0755099946357171,0.471122755160984,0.999695215305541
"195",27,"amfra",0.00904230616345453,0.910866490297449,0.999695215305541
"196",27,"tln2a",-0.081678720411558,0.731419254242872,0.999695215305541
"197",27,"LOC111582592",0.00786242620853556,0.959319875194447,0.999695215305541
"198",27,"LOC111587591",-0.146497601113429,0.558687409781356,0.999695215305541
"199",27,"LOC111587577",0.191506221547125,0.444271350802728,0.999695215305541
"200",27,"LOC111587585",0.215756384866363,0.30887760315922,0.999695215305541
"201",27,"znf710b",-0.08005838750435,0.499763323311645,0.999695215305541
"202",27,"LOC111587575",-0.174570005944045,0.116813001025528,0.999695215305541
"203",27,"serf2b",0.013375070526071,0.927320139196315,0.999695215305541
"204",27,"LOC111568468",-0.119495937735642,0.417847628119161,0.999695215305541
"205",27,"trpm7",-0.0804299089098357,0.530886635438852,0.999695215305541
"206",27,"LOC111568474",-0.0404743723864416,0.552594308648176,0.999695215305541
"207",27,"myo5aa",0.281439119375821,0.228117474389197,0.999695215305541
"208",27,"atosa",0.0630438250973058,0.422693733163745,0.999695215305541
"209",27,"onecut1",-0.296146078945108,0.0554712222157649,0.999695215305541
"210",27,"LOC111562838",0.265332635909234,0.218584737805693,0.999695215305541
"211",27,"LOC111571660",-0.0408525715527962,0.487604323876744,0.999695215305541
"212",27,"insyn1",0.338677422297516,0.105315166448128,0.999695215305541
"213",27,"LOC111571649",0.348733288983786,0.0352967604912973,0.999695215305541
"214",27,"LOC111571642",-0.129746227148607,0.372228780712377,0.999695215305541
"215",27,"nptnb",-0.144813951116888,0.480570172752579,0.999695215305541
"216",27,"hcn4",-0.186949907791623,0.519619433470964,0.999695215305541
"217",27,"pkma",-0.267518557165557,0.330639027679556,0.999695215305541
"218",27,"LOC111567616",0.0114913263437634,0.948499347453425,0.999695215305541
"219",27,"celf6",0.0989528997073718,0.778925971891657,0.999695215305541
"220",27,"lpcat2",-0.154212510905543,0.321462388664376,0.999695215305541
"221",27,"fto",-0.00801595013369291,0.951972492256808,0.999695215305541
"222",27,"chd9",0.045117106312069,0.644760117984517,0.999695215305541
"223",27,"cylda",0.0698470581821829,0.526109091759786,0.999695215305541
"224",27,"nkd1",0.193380148389135,0.331444304413501,0.999695215305541
"225",27,"brd7",-0.149288251582962,0.161026597873365,0.999695215305541
"226",27,"tent4b",0.0188513754418188,0.78781389134197,0.999695215305541
"227",27,"heatr3",-0.116713747383171,0.0353410275767554,0.999695215305541
"228",27,"garre1",0.0260033513595173,0.82998329343346,0.999695215305541
"229",27,"lsm14ab",0.0626698146789665,0.51290666632118,0.999695215305541
"230",27,"LOC111572255",0.0207021910688134,0.89054284019076,0.999695215305541
"231",27,"LOC111572241",0.0260974657610628,0.921370946122382,0.999695215305541
"232",27,"LOC111577669",-0.181541417244002,0.0845614964342625,0.999695215305541
"233",27,"larp6a",-0.056378031015438,0.437734512099818,0.999695215305541
"234",27,"tm2d3",-0.17751514655399,0.0925460395174082,0.999695215305541
"235",27,"LOC118471239",0.421783757891553,0.336886202347346,0.999695215305541
"236",27,"ulk3",0.03774258045827,0.739007421453968,0.999695215305541
"237",27,"cplx3b",-0.191382205081739,0.662842123790367,0.999695215305541
"238",27,"LOC111577671",0.013165347147657,0.927178921679191,0.999695215305541
"239",27,"LOC111577675",-0.0304131027293435,0.840299565852982,0.999695215305541
"240",27,"LOC111587412",-0.248781524225466,0.237048646194223,0.999695215305541
"241",27,"LOC111587406",0.347338119855387,0.206847289735979,0.999695215305541
"242",27,"lrrc28",-0.0261283042609777,0.741151199715311,0.999695215305541
"243",27,"igf1rb",-0.0354587504162511,0.816283401158096,0.999695215305541
"244",27,"ntrk3b",-0.0242285328267015,0.946902386537247,0.999695215305541
"245",27,"znf536",0.0106959190408624,0.948170831677648,0.999695215305541
"246",27,"tshz3b",0.161306957145914,0.573740941969249,0.999695215305541
"247",27,"LOC118471399",-0.0531242213409763,0.402548949799308,0.999695215305541
"248",27,"znf507",-0.178002673595623,0.0952662968335512,0.999695215305541
"249",27,"dpy19l3",-0.217938886402932,0.0446091744352328,0.999695215305541
"250",27,"LOC111563846",0.0515605914566339,0.889963231712783,0.999695215305541
"251",27,"mtss1lb",0.270989908483273,0.0929010615551795,0.999695215305541
"252",27,"LOC111567201",0.15506422764102,0.164228504915059,0.999695215305541
"253",27,"phospho2",-0.0503078113830442,0.604757380792933,0.999695215305541
"254",27,"cdh8",-0.0581384911139657,0.69823009456845,0.999695215305541
"255",27,"phkb",-0.336760645145152,0.200293758219801,0.999695215305541
"256",27,"LOC129349305",0.16296131500275,0.0202260976501774,0.999695215305541
"257",27,"itfg1",-0.184412430509139,0.217126769874495,0.999695215305541
"258",27,"LOC111565766",-0.216998030592366,0.183366921124653,0.999695215305541
"259",27,"spg21",0.0190997267279634,0.795337178576381,0.999695215305541
"260",27,"mtch2",-0.0794372125695821,0.250371468108323,0.999695215305541
"261",27,"znf414",-0.00986692347835544,0.919859227837981,0.999695215305541
"262",27,"fadd",-0.0384403959796547,0.56753587111777,0.999695215305541
"263",27,"hdgfl3",0.114322359473265,0.212736220179119,0.999695215305541
"264",27,"LOC111572897",-0.469263351676363,0.0838453188916674,0.999695215305541
"265",27,"txlng",0.0276544957960066,0.736054608778237,0.999695215305541
"266",27,"ccdc102a",0.110254221748785,0.386584142033714,0.999695215305541
"267",27,"dok4",0.0620857684445424,0.842396365671686,0.999695215305541
"268",27,"nadsyn1",0.0431219412839305,0.693155631104177,0.999695215305541
"269",27,"ankdd1a",-0.173250941763599,0.330963521693932,0.999695215305541
"270",27,"ano1a",0.0885842699479681,0.741193989898254,0.999695215305541
"271",27,"fgf4",0.0540901550289948,0.106138389797,0.999695215305541
"272",27,"vstm2b",-0.0527238816836144,0.30459123095713,0.999695215305541
"273",27,"LOC111583405",-0.136047142416251,0.342566387626798,0.999695215305541
"274",27,"celf1",-0.36450349631187,0.0101628538459318,0.999695215305541
"275",27,"LOC111583408",-0.136539904273489,0.532571214714965,0.999695215305541
"276",27,"kif13ba",0.120369691829289,0.340997151223823,0.999695215305541
"277",27,"LOC111563331",0.0850481788327059,0.539900407754926,0.999695215305541
"278",27,"tdp1",0.0099332127514409,0.728435379217629,0.999695215305541
"279",27,"eprs1",-0.0340490012464825,0.717081332919841,0.999695215305541
"280",27,"LOC111563321",0.154438060593079,0.454591894600146,0.999695215305541
"281",27,"cep89",0.0564341362775331,0.756617293882614,0.999695215305541
"282",27,"zgc:165481",0.058721428401243,0.683612609069592,0.999695215305541
"283",27,"LOC111563325",0.10326254074185,0.495272987630363,0.999695215305541
"284",27,"chsy1",-0.0156738752844639,0.870194373135543,0.999695215305541
"285",27,"lrrk1",-0.106084207453423,0.368895670930983,0.999695215305541
"286",27,"arnt2",-0.0385874633339068,0.876129105394457,0.999695215305541
"287",27,"LOC111564509",0.110639672880353,0.390161308249192,0.999695215305541
"288",27,"stard5",-0.17752305392974,0.214700175551777,0.999695215305541
"289",27,"mex3b",0.148107797134164,0.218799591156575,0.999695215305541
"290",27,"efl1",0.0129784494389681,0.920097820336373,0.999695215305541
"291",27,"adamtsl3",-0.232865898555855,0.322792642463126,0.999695215305541
"292",27,"tollip",-0.1625589401196,0.0965676840577354,0.999695215305541
"293",27,"c1h16orf87",0.149234538604555,0.00434194545733218,0.999695215305541
"294",27,"ppfia1",-0.0022227398488445,0.97946300282558,0.999695215305541
"295",27,"LOC111572572",-0.0561610643199887,0.751095627951908,0.999695215305541
"296",27,"shank2b",0.122732061874482,0.628758673041675,0.999695215305541
"297",27,"si:ch211-220f16.2",0.144922577875706,0.443708518037003,0.999695215305541
"298",27,"LOC111574458",-0.253158528471955,0.314400600316127,0.999695215305541
"299",27,"LOC111574567",0.200693267031909,0.284075662826507,0.999695215305541
"300",27,"large2",-0.232150993707099,0.454121856157832,0.999695215305541
"301",27,"LOC111584428",-0.0507995533985612,0.731222285860297,0.999695215305541
"302",27,"kiaa0895l",0.017372044024661,0.755774097215848,0.999695215305541
"303",27,"csnk2a2a",0.139766619045972,0.228959460769145,0.999695215305541
"304",27,"jph3a",0.0978661400963465,0.40927024563055,0.999695215305541
"305",27,"psmd13",-0.0812955250502473,0.417417900866816,0.999695215305541
"306",27,"sirt3",-0.205252608003206,0.0957571525107166,0.999695215305541
"307",27,"drd4b",-0.0994786300347675,0.331540838994707,0.999695215305541
"308",27,"ctsd",-0.115201820836232,0.416099607775645,0.999695215305541
"309",27,"znf408",0.0782403741281671,0.252077243280656,0.999695215305541
"310",27,"ppip5k1a",0.112198875199369,0.379733430029507,0.999695215305541
"311",27,"map1aa",-0.143783931647211,0.686426903806702,0.999695215305541
"312",27,"tp53bp1",-0.16666598358243,0.362702901856276,0.999695215305541
"313",27,"crtc3",0.0653436768383423,0.418557931812505,0.999695215305541
"314",27,"adamtsl5",0.0325898111310799,0.708825939671486,0.999695215305541
"315",27,"hypk",0.210698501470371,0.0599859290483773,0.999695215305541
"316",27,"mfap1",0.0144382902868892,0.84181003387888,0.999695215305541
"317",27,"ndufs3",0.0140921997134967,0.911480932341575,0.999695215305541
"318",27,"c1qtnf4",0.106183755528403,0.230371042241611,0.999695215305541
"319",27,"aph1b",0.122201523396583,0.264585603547586,0.999695215305541
"320",27,"LOC111581984",0.249508566670237,0.317799601715999,0.999695215305541
"321",27,"LOC111581982",0.0180020067687574,0.923649747172334,0.999695215305541
"322",27,"pacsin3",-0.0871133454944348,0.317668631203402,0.999695215305541
"323",27,"samd4a",0.0537258774445083,0.628476729959085,0.999695215305541
"324",27,"LOC111575108",0.00650538537209585,0.982684665625263,0.999695215305541
"325",27,"LOC111576513",0.432810261600908,0.194639676931788,0.999695215305541
"326",27,"mpped2a",0.0683810349387934,0.750747994808345,0.999695215305541
"327",27,"nav2a",-0.296502976970306,0.270891196266327,0.999695215305541
"328",27,"prmt3",-0.00535341949444222,0.952969322493685,0.999695215305541
"329",27,"slc6a5",-0.106323210985539,0.302793117652461,0.999695215305541
"330",27,"LOC111575341",0.28349621407911,0.19487304936799,0.999695215305541
"331",27,"lrp4",-0.591604311871485,0.216266052497303,0.999695215305541
"332",27,"mapk8ip1b",-0.228544872900049,0.28822593675208,0.999695215305541
"333",27,"chst1",0.139482167295545,0.259117469612722,0.999695215305541
"334",27,"slc35c1",-0.0698882536028435,0.182378141471227,0.999695215305541
"335",27,"LOC111588877",-0.00816488353344655,0.939314285417139,0.999695215305541
"336",27,"LOC111588881",0.0318131294341527,0.838578950600612,0.999695215305541
"337",27,"LOC118471752",-0.214030464186141,0.326176189659591,0.999695215305541
"338",27,"hsd17b12b",0.0523454246081149,0.752723770538093,0.999695215305541
"339",27,"LOC129349598",0.0942377503947949,0.355599843955722,0.999695215305541
"340",27,"ttc17",-0.00141865602931752,0.985375349830794,0.999695215305541
"341",27,"luzp2",-0.00956819203989641,0.973122478626627,0.999695215305541
"342",27,"madd",-0.0768407367834132,0.726395128782685,0.999695215305541
"343",27,"nr1h3",0.049932191133995,0.658067714660912,0.999695215305541
"344",27,"arl14ep",-0.155812248065084,0.2574998280705,0.999695215305541
"345",27,"LOC111571034",0.0217551554320676,0.646615034244004,0.999695215305541
"346",27,"kcna4",0.192059220713025,0.122099826549836,0.999695215305541
"347",27,"cfap70",-0.0353458792716448,0.674289479020909,0.999695215305541
"348",27,"ddb1",0.0217715366518045,0.910629300672303,0.999695215305541
"349",27,"tspan4a",-0.548329393810346,0.145338498058269,0.999695215305541
"350",27,"LOC111588983",-0.113527455694125,0.443160134405524,0.999695215305541
"351",27,"taldo1",-0.0201772369799252,0.853727517735387,0.999695215305541
"352",27,"rab11a",-0.078049651041361,0.658935101458992,0.999695215305541
"353",27,"herc1",-0.0453636808037882,0.733342722824739,0.999695215305541
"354",27,"LOC118469504",0.104384537716975,0.281377558710696,0.999695215305541
"355",27,"kmt5b",-0.192488895226652,0.1425209229931,0.999695215305541
"356",27,"rpl12",-0.113794567832007,0.558536072735599,0.999695215305541
"357",27,"LOC129348539",-0.0425238364605855,0.833480084971182,0.999695215305541
