"","cluster","gene","KT_estimate","KT_p.value","KT_q.value"
"1",0,"LOC129348986",-0.0304496480731211,0.703887131838321,0.999122203155988
"2",0,"trip4",-0.18503003502694,0.0134101344931889,0.927506158314739
"3",0,"chrna7a",-0.00393451487000276,0.830230280842456,0.999122203155988
"4",0,"cln6a",-0.0565525895619782,0.070458748882073,0.983704287688523
"5",0,"LOC118470268",-0.0027596115012778,0.87249731522734,0.999122203155988
"6",0,"calml4a",0.00542609091499065,0.559354884482405,0.999122203155988
"7",0,"LOC111568352",0.00672879091731821,0.825049099404122,0.999122203155988
"8",0,"rxfp3.3a2",-0.00711088383416295,0.665656793551681,0.999122203155988
"9",0,"rps17",0.0100565968665288,0.74108001459277,0.999122203155988
"10",0,"LOC129347713",-0.000790595721972766,0.894269444527628,0.999122203155988
"11",0,"csnk1g1",0.00605415620105735,0.909178555682102,0.999122203155988
"12",0,"LOC111571203",-0.0536329920688205,0.0287282196255328,0.947794754057213
"13",0,"neo1a",-0.143354673968374,0.225113835371446,0.99893025617737
"14",0,"LOC129349243",5.85682297126356e-05,0.995100720832112,0.999473105794903
"15",0,"LOC111567962",-0.0172011262165791,0.867937243624078,0.999122203155988
"16",0,"bbs4",0.0934088461356734,0.029431441368963,0.947794754057213
"17",0,"scamp2l",-0.0503433872650397,0.0623389944234972,0.983704287688523
"18",0,"myo9aa",0.0278086719966147,0.235488438456135,0.999122203155988
"19",0,"senp8",0.000916544009416555,0.937141790254309,0.999122203155988
"20",0,"LOC111580711",-0.0116277131147497,0.738859738329875,0.999122203155988
"21",0,"anp32a",-0.00370183074324047,0.805018716757278,0.999122203155988
"22",0,"coro2ba",-0.0034277234679582,0.957823224373485,0.999122203155988
"23",0,"itga11a",-0.0372626313257639,0.0354763042336544,0.947794754057213
"24",0,"LOC111564424",0.0182474284316122,0.323805754256237,0.999122203155988
"25",0,"LOC111564416",0.00191345986055181,0.869650097757398,0.999122203155988
"26",0,"cpeb1b",0.0124859464731952,0.609343912886174,0.999122203155988
"27",0,"LOC111564421",-0.0101788150303125,0.343865314827849,0.999122203155988
"28",0,"LOC111564418",-0.0296006107837219,0.431503121135375,0.999122203155988
"29",0,"LOC111564417",-0.00194921407800846,0.919295187344189,0.999122203155988
"30",0,"LOC111564410",0.00403196409218474,0.854346467409832,0.999122203155988
"31",0,"cars1",0.0088755510442036,0.8494542200691,0.999122203155988
"32",0,"pex16",-0.026746435184882,0.178579859521451,0.994303075169809
"33",0,"arfgap2",-0.0826762189626959,0.00843167804697171,0.927506158314739
"34",0,"LOC118469870",-0.0136016832569812,0.186875464003399,0.994303075169809
"35",0,"glceb",-0.0296815984219347,0.646726664891165,0.999122203155988
"36",0,"paqr5b",-0.00469959508119932,0.540832852418974,0.999122203155988
"37",0,"LOC111564414",-0.00196090478152708,0.848059913088884,0.999122203155988
"38",0,"tle3b",-0.0261313415953241,0.536518893087369,0.999122203155988
"39",0,"LOC129348677",0.00315422666291445,0.598293714237179,0.999122203155988
"40",0,"LOC111564639",0.0171540964144967,0.724500060039061,0.999122203155988
"41",0,"rxfp3.3a1",0.00412752052333785,0.656549306349922,0.999122203155988
"42",0,"pias1a",0.0201800486398451,0.647368744872138,0.999122203155988
"43",0,"skor1a",0.00300803544492533,0.86043399831791,0.999122203155988
"44",0,"map2k5",-0.0478967909233263,0.411974038605767,0.999122203155988
"45",0,"smad3a",0.0171580120900673,0.426902298946635,0.999122203155988
"46",0,"tmem208",0.0211508835420744,0.108258476301664,0.988171180965467
"47",0,"slc39a1",-0.00762652026873447,0.586778393061686,0.999122203155988
"48",0,"rlbp1a",-0.000850220310763197,0.848401466106137,0.999122203155988
"49",0,"LOC111565738",-0.0277506766604067,0.470241773008754,0.999122203155988
"50",0,"LOC111565745",-0.00654522576743948,0.725739709665059,0.999122203155988
