Barcode,Anatomical
cellid_000015274-1,Vd-r
cellid_000015275-1,Vd-r
cellid_000015276-1,Dl-v2d
cellid_000015277-1,Vd-r
cellid_000015278-1,Vd-r
cellid_000015279-1,Vd-r
cellid_000015280-1,Vd-r
cellid_000015281-1,Vd-r
cellid_000015282-1,Vd-r
cellid_000015283-1,Dl-v2
cellid_000015284-1,Dl-v2
cellid_000015285-1,Vd-r
cellid_000015286-1,Vd-r
cellid_000015288-1,Vd-r
cellid_000015290-1,Vd-r
cellid_000015291-1,Vd-r
cellid_000015292-1,Vd-r
cellid_000015293-1,Vd-r
cellid_000015294-1,Vd-r
cellid_000015296-1,Vd-r
cellid_000015297-1,Vd-r
cellid_000015298-1,Vd-r
cellid_000015299-1,Dl-v2
cellid_000015300-1,Vd-r
cellid_000015301-1,Vd-r
cellid_000015302-1,Vd-r
cellid_000015303-1,Vd-r
cellid_000015304-1,Vd-r
cellid_000015305-1,Vd-r
cellid_000015306-1,Dl-v2
cellid_000015307-1,Vd-r
cellid_000015308-1,Vd-r
cellid_000015309-1,ventral diffuse
cellid_000015310-1,Vd-r
cellid_000015311-1,Vd-r
cellid_000015312-1,Vd-r
cellid_000015313-1,Dl-v2
cellid_000015314-1,Vd-r
cellid_000015315-1,ventral diffuse
cellid_000015317-1,Vd-r
cellid_000015318-1,Vd-r
cellid_000015319-1,Vd-r
cellid_000015320-1,Vd-r
cellid_000015321-1,Vd-r
cellid_000015323-1,Vd-r
cellid_000015324-1,Vd-r
cellid_000015325-1,Vd-r
cellid_000015326-1,Vd-r
cellid_000015327-1,Vd-r
cellid_000015328-1,Vd-r
cellid_000015329-1,Dl-v2
cellid_000015330-1,Vd-r
cellid_000015332-1,Vd-r
cellid_000015333-1,Vd-r
cellid_000015334-1,Vd-r
cellid_000015335-1,Vd-r
cellid_000015336-1,Dl-v2
cellid_000015337-1,ventral diffuse
cellid_000015338-1,Vd-r
cellid_000015340-1,Dl-v2
cellid_000015341-1,Vd-r
cellid_000015342-1,Vd-r
cellid_000015343-1,Vd-r
cellid_000015344-1,Vd-r
cellid_000015345-1,Vd-r
cellid_000015346-1,ventral diffuse
cellid_000015347-1,Vd-r
cellid_000015348-1,Dl-v2
cellid_000015349-1,ventral diffuse
cellid_000015350-1,Vd-r
cellid_000015351-1,Vd-r
cellid_000015352-1,Dl-v2
cellid_000015353-1,Vd-r
cellid_000015354-1,ventral diffuse
cellid_000015355-1,Vd-r
cellid_000015356-1,Vd-r
cellid_000015357-1,Vd-r
cellid_000015358-1,Vd-r
cellid_000015359-1,Vd-r
cellid_000015360-1,Vd-r
cellid_000015361-1,Vd-r
cellid_000015362-1,Vd-r
cellid_000015364-1,Vd-r
cellid_000015365-1,Vd-r
cellid_000015366-1,Vd-r
cellid_000015367-1,Dl-v2
cellid_000015368-1,Vd-r
cellid_000015369-1,Vd-r
cellid_000015370-1,Vd-r
cellid_000015371-1,Vd-r
cellid_000015372-1,Vd-r
cellid_000015373-1,Vd-r
cellid_000015374-1,Vd-r
cellid_000015376-1,Vd-r
cellid_000015377-1,Vd-r
cellid_000015378-1,Vd-r
cellid_000015379-1,Vd-r
cellid_000015380-1,Vd-r
cellid_000015381-1,Vd-r
cellid_000015382-1,Vd-r
cellid_000015383-1,Vd-r
cellid_000015384-1,Vd-r
cellid_000015385-1,Vd-r
cellid_000015386-1,Vd-r
cellid_000015387-1,Dl-v2
cellid_000015388-1,Vd-r
cellid_000015389-1,Vd-r
cellid_000015390-1,Dl-v2
cellid_000015391-1,Vd-r
cellid_000015392-1,Dl-v2
cellid_000015393-1,Vd-r
cellid_000015394-1,Vd-r
cellid_000015395-1,Vd-r
cellid_000015396-1,Vd-r
cellid_000015398-1,Vd-r
cellid_000015399-1,Vd-r
cellid_000015400-1,Vd-r
cellid_000015401-1,Dl-v2d
cellid_000015402-1,Dl-v2
cellid_000015403-1,Vd-r
cellid_000015404-1,Vd-r
cellid_000015405-1,Vd-r
cellid_000015406-1,Vd-r
cellid_000015407-1,Vd-r
cellid_000015408-1,Vd-r
cellid_000015409-1,Vd-r
cellid_000015410-1,Vd-r
cellid_000015411-1,Dl-v2
cellid_000015413-1,Vd-r
cellid_000015414-1,Vd-r
cellid_000015416-1,Dl-v2
cellid_000015417-1,Dl-v2
cellid_000015419-1,Dl-v2
cellid_000015420-1,Vd-r
cellid_000015422-1,Vd-r
cellid_000015423-1,Vd-r
cellid_000015424-1,ventral diffuse
cellid_000015425-1,Vd-r
cellid_000015426-1,Vd-r
cellid_000015427-1,Dl-v2
cellid_000015428-1,Vd-r
cellid_000015429-1,Vd-r
cellid_000015430-1,Vd-r
cellid_000015431-1,Vd-r
cellid_000015432-1,Dl-v2
cellid_000015433-1,Vd-r
cellid_000015434-1,Vd-r
cellid_000015435-1,Vd-r
cellid_000015436-1,Vd-r
cellid_000015437-1,Vd-r
cellid_000015438-1,Dl-v2
cellid_000015440-1,Vd-r
cellid_000015441-1,Vd-r
cellid_000015442-1,Vd-r
cellid_000015443-1,Vd-r
cellid_000015444-1,Vd-r
cellid_000015445-1,Vd-r
cellid_000015446-1,Vd-r
cellid_000015447-1,Vd-r
cellid_000015448-1,Vd-r
cellid_000015449-1,Vd-r
cellid_000015451-1,Dl-v2
cellid_000015454-1,Vd-r
cellid_000015455-1,Vd-r
cellid_000015456-1,Vd-r
cellid_000015457-1,Vd-r
cellid_000015458-1,Vd-r
cellid_000015459-1,Vd-r
cellid_000015461-1,Vd-r
cellid_000015462-1,Vd-r
cellid_000015463-1,Vd-r
cellid_000015464-1,Vd-r
cellid_000015465-1,Dl-v2
cellid_000015466-1,Vd-r
cellid_000015467-1,Vd-r
cellid_000015468-1,Dl-v2
cellid_000015469-1,Vd-r
cellid_000015470-1,Vd-r
cellid_000015471-1,Vd-r
cellid_000015472-1,ventral diffuse
cellid_000015473-1,Vd-r
cellid_000015474-1,Dl-v2
cellid_000015475-1,Vd-r
cellid_000015476-1,Vd-r
cellid_000015477-1,Dln-r
cellid_000015478-1,Dl-v2
cellid_000015479-1,Vd-r
cellid_000015480-1,Dl-v2
cellid_000015481-1,Vd-r
cellid_000015482-1,Vd-r
cellid_000015483-1,Vd-r
cellid_000015484-1,Vd-r
cellid_000015485-1,Dl-v2
cellid_000015486-1,Vd-r
cellid_000015487-1,Vd-r
cellid_000015488-1,Dl-v2
cellid_000015489-1,Vd-r
cellid_000015490-1,Vd-r
cellid_000015491-1,Vd-r
cellid_000015492-1,Vd-r
cellid_000015493-1,Vd-r
cellid_000015494-1,Vd-r
cellid_000015495-1,Vd-r
cellid_000015496-1,Vd-r
cellid_000015497-1,Vd-r
cellid_000015498-1,ventral diffuse
cellid_000015501-1,Vd-r
cellid_000015502-1,Vd-r
cellid_000015503-1,Vd-r
cellid_000015504-1,Vd-r
cellid_000015505-1,Vd-r
cellid_000015506-1,Vd-r
cellid_000015507-1,Vd-r
cellid_000015508-1,Dl-v2
cellid_000015509-1,ventral diffuse
cellid_000015510-1,Vd-r
cellid_000015511-1,ventral diffuse
cellid_000015512-1,Vd-r
cellid_000015513-1,Vd-r
cellid_000015514-1,Vd-r
cellid_000015516-1,Vd-r
cellid_000015517-1,Dl-v2
cellid_000015519-1,Vd-r
cellid_000015520-1,Vd-r
cellid_000015521-1,Vd-r
cellid_000015522-1,Vd-r
cellid_000015523-1,Vd-r
cellid_000015524-1,Vd-r
cellid_000015525-1,Vd-r
cellid_000015526-1,Vd-r
cellid_000015527-1,ventral diffuse
cellid_000015528-1,Vd-r
cellid_000015529-1,Vd-r
cellid_000015530-1,Vd-r
cellid_000015531-1,Vd-r
cellid_000015532-1,Dl-v2
cellid_000015533-1,Dl-v2
cellid_000015534-1,Vd-r
cellid_000015536-1,Vd-r
cellid_000015537-1,Dl-v2
cellid_000015538-1,Vd-r
cellid_000015539-1,Vd-r
cellid_000015542-1,Vd-r
cellid_000015543-1,Dl-v2
cellid_000015544-1,Vd-r
cellid_000015545-1,Vd-r
cellid_000015546-1,ventral diffuse
cellid_000015547-1,Vd-r
cellid_000015548-1,Dl-v2
cellid_000015549-1,Dl-v2
cellid_000015550-1,Vd-r
cellid_000015551-1,Vd-r
cellid_000015552-1,Vd-r
cellid_000015553-1,Vd-r
cellid_000015554-1,Dl-v2
cellid_000015555-1,Vd-r
cellid_000015556-1,Vd-r
cellid_000015558-1,Vd-r
cellid_000015559-1,Dl-v2
cellid_000015560-1,Vd-r
cellid_000015562-1,Dl-v2
cellid_000015563-1,Dl-v2d
cellid_000015564-1,Vd-r
cellid_000015565-1,Vd-r
cellid_000015566-1,Dl-v2
cellid_000015567-1,Vd-r
cellid_000015568-1,Vd-r
cellid_000015569-1,Vd-r
cellid_000015570-1,Vd-r
cellid_000015571-1,Vd-r
cellid_000015572-1,Dl-v2
cellid_000015573-1,Vd-r
cellid_000015574-1,Vd-r
cellid_000015575-1,Dl-v2
cellid_000015576-1,Vd-r
cellid_000015577-1,Vd-r
cellid_000015578-1,Vd-r
cellid_000015579-1,Vd-r
cellid_000015580-1,Vd-r
cellid_000015581-1,Dl-v2
cellid_000015582-1,Vd-r
cellid_000015583-1,Vd-r
cellid_000015584-1,Vd-r
cellid_000015585-1,Vd-r
cellid_000015586-1,Vd-r
cellid_000015587-1,Vd-r
cellid_000015588-1,Vd-r
cellid_000015589-1,Vd-r
cellid_000015590-1,Vd-r
cellid_000015591-1,Vd-r
cellid_000015592-1,Vd-r
cellid_000015593-1,Vd-r
cellid_000015595-1,Vd-r
cellid_000015596-1,Vd-r
cellid_000015598-1,Vd-r
cellid_000015600-1,Vd-r
cellid_000015601-1,Vd-r
cellid_000015602-1,Vd-r
cellid_000015603-1,Vd-r
cellid_000015604-1,Vd-r
cellid_000015605-1,Vd-r
cellid_000015606-1,Dl-v2
cellid_000015607-1,Vd-r
cellid_000015608-1,Vd-r
cellid_000015609-1,Vd-r
cellid_000015610-1,Vd-r
cellid_000015611-1,Vd-r
cellid_000015612-1,Vd-r
cellid_000015613-1,Vd-r
cellid_000015614-1,Vd-r
cellid_000015615-1,Dl-v2
cellid_000015616-1,Vd-r
cellid_000015617-1,Vd-r
cellid_000015618-1,Vd-r
cellid_000015619-1,Vd-r
cellid_000015621-1,Vd-r
cellid_000015622-1,Vd-r
cellid_000015623-1,Dl-v2
cellid_000015624-1,Vd-r
cellid_000015625-1,Vd-r
cellid_000015626-1,Vd-r
cellid_000015627-1,Dl-v2
cellid_000015628-1,Vd-r
cellid_000015630-1,Vd-r
cellid_000015631-1,Vd-r
cellid_000015632-1,Vd-r
cellid_000015633-1,Dl-v2
cellid_000015634-1,Vd-r
cellid_000015635-1,Dl-v2
cellid_000015636-1,Dl-v2
cellid_000015637-1,Vd-r
cellid_000015638-1,Vd-r
cellid_000015639-1,Vd-r
cellid_000015640-1,ventral diffuse
cellid_000015642-1,Vd-r
cellid_000015644-1,Vd-r
cellid_000015645-1,Dl-v2
cellid_000015647-1,Vd-r
cellid_000015648-1,Vd-r
cellid_000015649-1,Vd-r
cellid_000015650-1,ventral diffuse
cellid_000015651-1,Vd-r
cellid_000015652-1,Vd-r
cellid_000015653-1,Dl-v2
cellid_000015655-1,Dl-v2
cellid_000015656-1,Vd-r
cellid_000015657-1,Vd-r
cellid_000015658-1,Vd-r
cellid_000015661-1,Vd-r
cellid_000015662-1,Dl-v2
cellid_000015663-1,Vd-r
cellid_000015664-1,ventral diffuse
cellid_000015665-1,Vd-r
cellid_000015667-1,Vd-r
cellid_000015669-1,Vd-r
cellid_000015670-1,Vd-r
cellid_000015671-1,Vd-r
cellid_000015672-1,Vd-r
cellid_000015673-1,Vd-r
cellid_000015674-1,Vd-r
cellid_000015678-1,Vd-r
cellid_000015679-1,Vd-r
cellid_000015680-1,Vd-r
cellid_000015681-1,Vd-r
cellid_000015682-1,Dl-v2
cellid_000015683-1,Vd-r
cellid_000015684-1,Dl-v2
cellid_000015685-1,Dl-v2
cellid_000015686-1,Vd-r
cellid_000015687-1,Vd-r
cellid_000015688-1,Vd-r
cellid_000015689-1,Vd-r
cellid_000015690-1,Vd-r
cellid_000015691-1,Dl-v2
cellid_000015692-1,ventral diffuse
cellid_000015693-1,Vd-r
cellid_000015695-1,Vd-r
cellid_000015696-1,Vd-r
cellid_000015697-1,Vd-r
cellid_000015698-1,Vd-r
cellid_000015699-1,Vd-r
cellid_000015701-1,Dl-v2
cellid_000015702-1,Vd-r
cellid_000015704-1,Vd-r
cellid_000015705-1,Vd-r
cellid_000015706-1,ventral diffuse
cellid_000015707-1,Vd-r
cellid_000015708-1,Vd-r
cellid_000015709-1,Dl-v2d
cellid_000015710-1,Dl-v2
cellid_000015711-1,Vd-r
cellid_000015712-1,Vd-r
cellid_000015713-1,Vd-r
cellid_000015714-1,Vd-r
cellid_000015716-1,Vd-r
cellid_000015717-1,Vd-r
cellid_000015718-1,Vd-r
cellid_000015719-1,Dl-v2
cellid_000015721-1,Vd-r
cellid_000015722-1,Vd-r
cellid_000015723-1,Vd-r
cellid_000015724-1,Vd-r
cellid_000015725-1,Vd-r
cellid_000015726-1,Vd-r
cellid_000015727-1,Vd-r
cellid_000015728-1,Vd-r
cellid_000015730-1,Vd-r
cellid_000015731-1,Vd-r
cellid_000015732-1,Vd-r
cellid_000015733-1,Vd-r
cellid_000015734-1,Vd-r
cellid_000015736-1,Vd-r
cellid_000015737-1,Vd-r
cellid_000015738-1,Vd-r
cellid_000015739-1,Dl-v2
cellid_000015740-1,Vd-r
cellid_000015741-1,Dl-v2
cellid_000015742-1,Vd-r
cellid_000015743-1,Vd-r
cellid_000015744-1,Vd-r
cellid_000015745-1,Vd-r
cellid_000015746-1,Vd-r
cellid_000015747-1,Vd-r
cellid_000015748-1,Dl-v2
cellid_000015749-1,Vd-r
cellid_000015750-1,Dl-v2
cellid_000015751-1,Vd-r
cellid_000015752-1,Vd-r
cellid_000015753-1,Vd-r
cellid_000015754-1,Vd-r
cellid_000015755-1,Vd-r
cellid_000015756-1,Dl-v2d
cellid_000015757-1,Dl-v2
cellid_000015758-1,Dl-v2
cellid_000015759-1,Vd-r
cellid_000015760-1,Vd-r
cellid_000015761-1,Vd-r
cellid_000015762-1,Vd-r
cellid_000015764-1,Dl-v2
cellid_000015765-1,Vd-r
cellid_000015766-1,Vd-r
cellid_000015767-1,Vd-r
cellid_000015768-1,Vd-r
cellid_000015769-1,Dl-v2
cellid_000015770-1,Vd-r
cellid_000015773-1,Dl-v2
cellid_000015774-1,Vd-r
cellid_000015775-1,Vd-r
cellid_000015776-1,Vd-r
cellid_000015777-1,Vd-r
cellid_000015778-1,Dl-v2
cellid_000015779-1,Vd-r
cellid_000015780-1,Vd-r
cellid_000015781-1,Dl-v2
cellid_000015782-1,Vd-r
cellid_000015783-1,Vd-r
cellid_000015784-1,Vd-r
cellid_000015785-1,Vd-r
cellid_000015786-1,Vd-r
cellid_000015788-1,Vd-r
cellid_000015789-1,Vd-r
cellid_000015791-1,Dl-v2
cellid_000015792-1,Vd-r
cellid_000015793-1,Vd-r
cellid_000015794-1,Dl-v2
cellid_000015795-1,Vd-r
cellid_000015796-1,Vd-r
cellid_000015797-1,Vd-r
cellid_000015798-1,Vd-r
cellid_000015799-1,ventral diffuse
cellid_000015800-1,Dl-v2
cellid_000015802-1,Dl-v2
cellid_000015803-1,Dl-v2
cellid_000015804-1,Vd-r
cellid_000015806-1,Vd-r
cellid_000015808-1,Vd-r
cellid_000015809-1,Vd-r
cellid_000015810-1,Dl-v2
cellid_000015811-1,Vd-r
cellid_000015812-1,Vd-r
cellid_000015813-1,Vd-r
cellid_000015814-1,Vd-r
cellid_000015816-1,Vd-r
cellid_000015817-1,Vd-r
cellid_000015818-1,Vd-r
cellid_000015819-1,Vd-r
cellid_000015820-1,Vd-r
cellid_000015821-1,Vd-r
cellid_000015822-1,Vd-r
cellid_000015824-1,Vd-r
cellid_000015825-1,Dl-v2
cellid_000015826-1,Vd-r
cellid_000015827-1,Vd-r
cellid_000015829-1,Vd-r
cellid_000015830-1,Vd-r
cellid_000015831-1,Vd-r
cellid_000015832-1,Dl-v2
cellid_000015833-1,Vd-r
cellid_000015834-1,Vd-r
cellid_000015835-1,Vd-r
cellid_000015836-1,Vd-r
cellid_000015837-1,Vd-r
cellid_000015838-1,Vd-r
cellid_000015839-1,Vd-r
cellid_000015840-1,Vd-r
cellid_000015841-1,Dl-v2
cellid_000015842-1,Vd-r
cellid_000015843-1,Vd-r
cellid_000015844-1,Dl-v2
cellid_000015845-1,Dl-v2
cellid_000015847-1,Dl-v2
cellid_000015848-1,Vd-r
cellid_000015849-1,Vd-r
cellid_000015850-1,Vd-r
cellid_000015851-1,Dl-v2
cellid_000015852-1,Vd-r
cellid_000015853-1,Dln-r
cellid_000015855-1,Dl-v2
cellid_000015856-1,Vd-r
cellid_000015857-1,Vd-r
cellid_000015858-1,Vd-r
cellid_000015859-1,Vd-r
cellid_000015860-1,Dl-v2
cellid_000015862-1,Dl-v2
cellid_000015864-1,Dl-v2
cellid_000015865-1,Vd-r
cellid_000015867-1,Vd-r
cellid_000015868-1,Vd-r
cellid_000015869-1,ventral diffuse
cellid_000015871-1,Dl-v2
cellid_000015872-1,Vd-r
cellid_000015873-1,Vd-r
cellid_000015874-1,Vd-r
cellid_000015875-1,Vd-r
cellid_000015876-1,Dl-v2d
cellid_000015879-1,Vd-r
cellid_000015880-1,Vd-r
cellid_000015881-1,Vd-r
cellid_000015882-1,Dl-v2
cellid_000015884-1,Vd-r
cellid_000015885-1,Vd-r
cellid_000015886-1,Dln-r
cellid_000015887-1,Vd-r
cellid_000015888-1,Vd-r
cellid_000015889-1,Vd-r
cellid_000015890-1,Dl-v2
cellid_000015891-1,Vd-r
cellid_000015892-1,Vd-r
cellid_000015893-1,Vd-r
cellid_000015894-1,Vd-r
cellid_000015895-1,Vd-r
cellid_000015896-1,Vd-r
cellid_000015897-1,Vd-r
cellid_000015898-1,Vd-r
cellid_000015899-1,Vd-r
cellid_000015900-1,Vd-r
cellid_000015901-1,Vd-r
cellid_000015902-1,Vd-r
cellid_000015903-1,Vd-r
cellid_000015904-1,Vd-r
cellid_000015905-1,Vd-r
cellid_000015906-1,Dl-v2
cellid_000015907-1,Vd-r
cellid_000015908-1,Vd-r
cellid_000015909-1,Vd-r
cellid_000015910-1,Vd-r
cellid_000015911-1,Dl-v2
cellid_000015912-1,Vd-r
cellid_000015913-1,Dln-r
cellid_000015914-1,Vd-r
cellid_000015915-1,Vd-r
cellid_000015916-1,Vd-r
cellid_000015917-1,Dl-v2
cellid_000015918-1,Vd-r
cellid_000015919-1,Vd-r
cellid_000015921-1,Vd-r
cellid_000015922-1,ventral diffuse
cellid_000015924-1,ventral diffuse
cellid_000015925-1,Vd-r
cellid_000015926-1,Vd-r
cellid_000015927-1,Vd-r
cellid_000015928-1,Vd-r
cellid_000015929-1,Vd-r
cellid_000015930-1,Vd-r
cellid_000015931-1,Vd-r
cellid_000015933-1,Vd-r
cellid_000015934-1,Vd-r
cellid_000015937-1,Vd-r
cellid_000015938-1,Dl-v2
cellid_000015940-1,Vd-r
cellid_000015941-1,Dl-v2
cellid_000015942-1,Vd-r
cellid_000015943-1,Vd-r
cellid_000015944-1,Vd-r
cellid_000015945-1,ventral diffuse
cellid_000015946-1,Vd-r
cellid_000015947-1,Vd-r
cellid_000015948-1,Dl-v2
cellid_000015950-1,Vd-r
cellid_000015951-1,Vd-r
cellid_000015954-1,Vd-r
cellid_000015955-1,ventral diffuse
cellid_000015956-1,Vd-r
cellid_000015957-1,Dl-v2
cellid_000015958-1,Vd-r
cellid_000015959-1,Dl-v2
cellid_000015960-1,Vd-r
cellid_000015961-1,Dl-v2
cellid_000015962-1,Vd-r
cellid_000015963-1,Vd-r
cellid_000015964-1,Vd-r
cellid_000015965-1,Vd-r
cellid_000015967-1,Vd-r
cellid_000015968-1,Vd-r
cellid_000015969-1,Vd-r
cellid_000015970-1,Vd-r
cellid_000015971-1,Dl-v2
cellid_000015973-1,Dl-v2
cellid_000015974-1,Vd-r
cellid_000015975-1,Vd-r
cellid_000015976-1,Vd-r
cellid_000015977-1,Vd-r
cellid_000015978-1,Vd-r
cellid_000015979-1,Vd-r
cellid_000015980-1,Vd-r
cellid_000015982-1,Dl-v2d
cellid_000015983-1,Vd-r
cellid_000015984-1,Vd-r
cellid_000015986-1,Dl-v2
cellid_000015987-1,Vd-r
cellid_000015988-1,Vd-r
cellid_000015990-1,Dl-v2
cellid_000015991-1,Vd-r
cellid_000015992-1,ventral diffuse
cellid_000015993-1,Vd-r
cellid_000015994-1,Vd-r
cellid_000015995-1,Vd-r
cellid_000015997-1,ventral diffuse
cellid_000015999-1,Vd-r
cellid_000016001-1,Vd-r
cellid_000016002-1,Vd-r
cellid_000016003-1,Vd-r
cellid_000016004-1,Vd-r
cellid_000016005-1,Vd-r
cellid_000016007-1,Vd-r
cellid_000016008-1,Vd-r
cellid_000016009-1,Vd-r
cellid_000016010-1,Dl-v2
cellid_000016011-1,Vd-r
cellid_000016012-1,Vd-r
cellid_000016013-1,Vd-r
cellid_000016014-1,Dl-v2
cellid_000016015-1,Dl-v2d
cellid_000016016-1,Vd-r
cellid_000016017-1,Dl-v2
cellid_000016018-1,Vd-r
cellid_000016019-1,Vd-r
cellid_000016020-1,Vd-r
cellid_000016021-1,Dl-v2
cellid_000016022-1,Vd-r
cellid_000016023-1,Vd-r
cellid_000016024-1,Vd-r
cellid_000016025-1,Vd-r
cellid_000016026-1,Vd-r
cellid_000016027-1,Vd-r
cellid_000016028-1,Vd-r
cellid_000016029-1,ventral diffuse
cellid_000016030-1,Vd-r
cellid_000016031-1,Dl-v2
cellid_000016032-1,Vd-r
cellid_000016033-1,Vd-r
cellid_000016034-1,Dl-v2
cellid_000016035-1,Dl-v2
cellid_000016036-1,Vd-r
cellid_000016037-1,Vd-r
cellid_000016038-1,Vd-r
cellid_000016039-1,Vd-r
cellid_000016040-1,Vd-r
cellid_000016041-1,Vd-r
cellid_000016042-1,ventral diffuse
cellid_000016043-1,Dl-v2
cellid_000016044-1,Vd-r
cellid_000016046-1,Vd-r
cellid_000016047-1,Vd-r
cellid_000016049-1,Dl-v2
cellid_000016050-1,Vd-r
cellid_000016051-1,Vd-r
cellid_000016053-1,Vd-r
cellid_000016054-1,Vd-r
cellid_000016056-1,Dl-v2
cellid_000016058-1,Vd-r
cellid_000016059-1,Vd-r
cellid_000016060-1,Vd-r
cellid_000016061-1,Vd-r
cellid_000016062-1,Dl-v2
cellid_000016063-1,Vd-r
cellid_000016064-1,Vd-r
cellid_000016067-1,Vd-r
cellid_000016068-1,Vd-r
cellid_000016069-1,Vd-r
cellid_000016070-1,Vd-r
cellid_000016071-1,ventral diffuse
cellid_000016075-1,Dl-v2
cellid_000016076-1,Vd-r
cellid_000016078-1,Vd-r
cellid_000016079-1,ventral diffuse
cellid_000016080-1,Vd-r
cellid_000016081-1,Vd-r
cellid_000016082-1,Vd-r
cellid_000016083-1,Vd-r
cellid_000016084-1,Vd-r
cellid_000016086-1,Vd-r
cellid_000016087-1,Vd-r
cellid_000016088-1,Vd-r
cellid_000016089-1,Vd-r
cellid_000016090-1,Vd-r
cellid_000016091-1,Vd-r
cellid_000016092-1,Vd-r
cellid_000016093-1,Vd-r
cellid_000016094-1,Dl-v2
cellid_000016095-1,ventral diffuse
cellid_000016096-1,Dl-v2d
cellid_000016097-1,Vd-r
cellid_000016099-1,Vd-r
cellid_000016100-1,Vd-r
cellid_000016102-1,Dl-v2
cellid_000016103-1,Vd-r
cellid_000016104-1,Vd-r
cellid_000016106-1,Vd-r
cellid_000016107-1,Vd-r
cellid_000016108-1,Dl-v2
cellid_000016109-1,Vd-r
cellid_000016110-1,Vd-r
cellid_000016111-1,Dl-v2
cellid_000016112-1,Vd-r
cellid_000016113-1,Vd-r
cellid_000016114-1,Vd-r
cellid_000016116-1,Vd-r
cellid_000016119-1,Dl-v2
cellid_000016121-1,Dl-v2
cellid_000016122-1,Vd-r
cellid_000016123-1,Vd-r
cellid_000016124-1,Vd-r
cellid_000016125-1,Vd-r
cellid_000016126-1,Vd-r
cellid_000016128-1,Vd-r
cellid_000016129-1,Vd-r
cellid_000016130-1,Vd-r
cellid_000016131-1,Vd-r
cellid_000016133-1,Vd-r
cellid_000016134-1,Vd-r
cellid_000016135-1,Vd-r
cellid_000016137-1,Dl-v2
cellid_000016138-1,Vd-r
cellid_000016139-1,Vd-r
cellid_000016140-1,Vd-r
cellid_000016141-1,Vd-r
cellid_000016142-1,Vd-r
cellid_000016143-1,Dl-v2
cellid_000016144-1,Vd-r
cellid_000016146-1,Vd-r
cellid_000016147-1,Vd-r
cellid_000016148-1,Vd-r
cellid_000016149-1,Vd-r
cellid_000016150-1,Vd-r
cellid_000016151-1,Vd-r
cellid_000016152-1,Vd-r
cellid_000016153-1,ventral diffuse
cellid_000016154-1,Vd-r
cellid_000016155-1,Vd-r
cellid_000016156-1,Dl-v2
cellid_000016157-1,Dl-v2
cellid_000016158-1,Vd-r
cellid_000016159-1,Dl-v2
cellid_000016160-1,Vd-r
cellid_000016161-1,Vd-r
cellid_000016162-1,Vd-r
cellid_000016163-1,Dl-v2
cellid_000016164-1,Dl-v2
cellid_000016166-1,Vd-r
cellid_000016167-1,Vd-r
cellid_000016168-1,Vd-r
cellid_000016169-1,Dl-v2
cellid_000016170-1,Vd-r
cellid_000016172-1,Vd-r
cellid_000016173-1,Vd-r
cellid_000016174-1,Vd-r
cellid_000016175-1,Vd-r
cellid_000016176-1,Dl-v2
cellid_000016177-1,Dln-r
cellid_000016178-1,ventral diffuse
cellid_000016179-1,Vd-r
cellid_000016180-1,Vd-r
cellid_000016181-1,Vd-r
cellid_000016182-1,ventral diffuse
cellid_000016183-1,Vd-r
cellid_000016184-1,Vd-r
cellid_000016186-1,Vd-r
cellid_000016187-1,Vd-r
cellid_000016188-1,Vd-r
cellid_000016189-1,Vd-r
cellid_000016190-1,Vd-r
cellid_000016191-1,Vd-r
cellid_000016192-1,Vd-r
cellid_000016193-1,Vd-r
cellid_000016194-1,Vd-r
cellid_000016195-1,Vd-r
cellid_000016196-1,Vd-r
cellid_000016197-1,Vd-r
cellid_000016198-1,Vd-r
cellid_000016200-1,Vd-r
cellid_000016201-1,Vd-r
cellid_000016202-1,Vd-r
cellid_000016203-1,Vd-r
cellid_000016204-1,Vd-r
cellid_000016205-1,Vd-r
cellid_000016206-1,Dl-v2
cellid_000016208-1,Vd-r
cellid_000016209-1,Vd-r
cellid_000016210-1,Dl-v2
cellid_000016211-1,Vd-r
cellid_000016213-1,Vd-r
cellid_000016214-1,Vd-r
cellid_000016215-1,ventral diffuse
cellid_000016216-1,Vd-r
cellid_000016217-1,Vd-r
cellid_000016218-1,Dl-v2
cellid_000016219-1,Vd-r
cellid_000016220-1,Vd-r
cellid_000016221-1,Dl-v2
cellid_000016222-1,Vd-r
cellid_000016223-1,Vd-r
cellid_000016224-1,Vd-r
cellid_000016226-1,Dl-v2
cellid_000016227-1,Vd-r
cellid_000016228-1,Dl-v2d
cellid_000016230-1,Vd-r
cellid_000016231-1,Vd-r
cellid_000016232-1,Vd-r
cellid_000016233-1,Vd-r
cellid_000016235-1,Vd-r
cellid_000016236-1,Vd-r
cellid_000016237-1,Dl-v2
cellid_000016238-1,Vd-r
cellid_000016240-1,ventral diffuse
cellid_000016241-1,Vd-r
cellid_000016242-1,Vd-r
cellid_000016244-1,Dl-v2
cellid_000016245-1,Vd-r
cellid_000016246-1,Vd-r
cellid_000016247-1,Dl-v2
cellid_000016248-1,Vd-r
cellid_000016249-1,Vd-r
cellid_000016250-1,Vd-r
cellid_000016252-1,Dl-v2
cellid_000016254-1,Vd-r
cellid_000016255-1,Dl-v2
cellid_000016256-1,Vd-r
cellid_000016257-1,Vd-r
